ID,Name_lang,Description_lang,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Max_premade_count_tank,Max_premade_count_healer,Max_premade_count_damage,Bonus_reputation_amount,MentorItemLevel,MentorCharLevel,MaxPremadeGroupSize,ContentTuningID,Flags[0],Flags[1]
192,The Mechanar,,1,1,-1,136362,0,340692,1,554,2,0,3,0,6148,0,0,565,1,1,3,1,1,3,1,1,3,0,0,0,0,1074,3,0
193,Tempest Keep,,2,2,-1,136362,0,340692,1,550,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0
194,Serpentshrine Cavern,,2,2,-1,136356,0,0,1,548,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0
195,Hyjal Past,,2,2,-1,136341,0,340672,1,534,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0
196,Black Temple,,2,2,-1,136328,0,340658,1,564,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0
198,Magisters' Terrace,,1,1,-1,136344,0,340675,1,585,1,0,2,0,0,259,0,533,1,1,3,1,1,3,1,1,3,0,0,0,0,221,323,16
199,The Sunwell,,2,2,-1,136361,0,340691,1,580,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0
200,Isle of Quel'Danas,,4,0,-1,0,0,0,1,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
201,Magisters' Terrace,,1,1,-1,136344,0,340675,1,585,2,0,3,0,6728,0,0,533,1,1,3,1,1,3,1,1,3,0,0,0,0,1079,3,0
202,Utgarde Keep,,1,1,-1,237605,0,340699,2,574,1,0,4,0,0,261,0,640,1,1,3,1,1,3,1,1,3,0,0,0,0,249,67,16
203,Utgarde Pinnacle,,1,1,-1,237606,0,340700,2,575,1,0,4,0,0,261,0,644,1,1,3,1,1,3,1,1,3,0,0,0,0,250,323,16
204,Azjol-Nerub,,1,1,-1,237593,0,340654,2,601,1,0,4,0,0,261,0,587,1,1,3,1,1,3,1,1,3,0,0,0,0,236,323,16
205,Utgarde Pinnacle,,1,1,-1,237606,0,340700,2,575,2,0,5,0,0,0,0,644,1,1,3,1,1,3,1,1,3,0,0,0,0,1090,3,0
206,The Oculus,,1,1,-1,237603,0,340695,2,578,1,0,4,0,0,261,0,625,1,1,3,1,1,3,1,1,3,0,0,0,0,246,323,16
207,Halls of Lightning,,1,1,-1,237598,0,340668,2,602,1,0,4,0,0,261,0,600,1,1,3,1,1,3,1,1,3,0,0,0,0,239,323,16
208,Halls of Stone,,1,1,-1,237599,0,340670,2,599,1,0,4,0,0,261,0,607,1,1,3,1,1,3,1,1,3,0,0,0,0,241,323,16
209,The Culling of Stratholme,,1,1,-1,136330,0,340660,2,595,1,0,4,0,0,261,0,614,1,1,3,1,1,3,1,1,3,0,0,0,0,243,323,16
210,The Culling of Stratholme,,1,1,-1,136330,0,340660,2,595,2,0,5,0,0,0,0,614,1,1,3,1,1,3,1,1,3,0,0,0,0,1095,3,0
211,The Oculus,,1,1,-1,237603,0,340695,2,578,2,0,5,0,0,0,0,625,1,1,3,1,1,3,1,1,3,0,0,0,0,1093,3,0
212,Halls of Lightning,,1,1,-1,237598,0,340668,2,602,2,0,5,0,0,0,0,600,1,1,3,1,1,3,1,1,3,0,0,0,0,1097,3,0
213,Halls of Stone,,1,1,-1,237599,0,340670,2,599,2,0,5,0,0,0,0,607,1,1,3,1,1,3,1,1,3,0,0,0,0,1096,3,0
214,Drak'Tharon Keep,,1,1,-1,237595,0,340664,2,600,1,0,4,0,0,261,0,591,1,1,3,1,1,3,1,1,3,0,0,0,0,237,323,16
215,Drak'Tharon Keep,,1,1,-1,237595,0,340664,2,600,2,0,5,0,0,0,0,591,1,1,3,1,1,3,1,1,3,0,0,0,0,1099,3,0
216,Gundrak,,1,1,-1,237596,0,340667,2,604,1,0,4,0,0,261,0,596,1,1,3,1,1,3,1,1,3,0,0,0,0,238,323,16
217,Gundrak,,1,1,-1,237596,0,340667,2,604,2,0,5,0,0,0,0,596,1,1,3,1,1,3,1,1,3,0,0,0,0,1098,3,0
218,Ahn'kahet: The Old Kingdom,,1,1,-1,237592,0,340648,2,619,1,0,4,0,0,261,0,584,1,1,3,1,1,3,1,1,3,0,0,0,0,235,323,16
219,Ahn'kahet: The Old Kingdom,,1,1,-1,237592,0,340648,2,619,2,0,5,0,0,0,0,584,1,1,3,1,1,3,1,1,3,0,0,0,0,1101,3,0
220,Violet Hold,,1,1,-1,237604,0,340696,2,608,1,0,4,0,0,261,0,632,1,1,3,1,1,3,1,1,3,0,0,0,0,247,323,16
221,Violet Hold,,1,1,-1,237604,0,340696,2,608,2,0,5,0,0,0,0,632,1,1,3,1,1,3,1,1,3,0,0,0,0,1092,3,0
223,The Eye of Eternity,,2,2,-1,237600,0,340676,2,616,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0
224,The Obsidian Sanctum,,2,2,-1,237594,0,340661,2,615,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0
225,The Nexus,,1,1,-1,237602,0,340694,2,576,1,0,4,0,0,261,0,621,1,1,3,1,1,3,1,1,3,0,0,0,0,245,67,16
226,The Nexus,,1,1,-1,237602,0,340694,2,576,2,0,5,0,0,0,0,621,1,1,3,1,1,3,1,1,3,0,0,0,0,1094,3,0
227,Naxxramas,,2,2,-1,136347,0,340679,2,533,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0,0
228,Borean Tundra,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
229,Howling Fjord,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
230,Grizzly Hills,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
231,Dragonblight,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
232,Wintergrasp,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
233,Zul'Drak,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
234,Sholazar Basin,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
235,The Storm Peaks,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
236,Icecrown,,4,0,-1,336390,0,340673,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
237,The Eye of Eternity,,2,2,-1,237600,0,340676,2,616,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0
238,The Obsidian Sanctum,,2,2,-1,237594,0,340661,2,615,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0
239,Vault of Archavon,,2,2,-1,303841,0,340701,2,624,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0
240,Vault of Archavon,,2,2,-1,303841,0,340701,2,624,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0
241,Azjol-Nerub,,1,1,-1,237593,0,340654,2,601,2,0,5,0,0,0,0,587,1,1,3,1,1,3,1,1,3,0,0,0,0,1100,3,0
242,Utgarde Keep,,1,1,-1,237605,0,340699,2,574,2,0,5,0,0,0,0,640,1,1,3,1,1,3,1,1,3,0,0,0,0,1091,3,0
243,Ulduar,,2,2,-1,304468,0,340698,2,603,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
244,Ulduar,,2,2,-1,304468,0,340698,2,603,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
245,Trial of the Champion,,1,1,-1,311220,0,340651,2,650,1,0,4,0,0,0,0,637,1,1,3,1,1,3,1,1,3,0,0,0,0,248,323,0
246,Trial of the Crusader,,2,2,-1,311221,0,340652,2,649,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
247,Trial of the Grand Crusader,,2,2,-1,311221,0,340652,2,649,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
248,Trial of the Crusader,,2,2,-1,311221,0,340652,2,649,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
249,Trial of the Champion,,1,1,-1,311220,0,340651,2,650,2,0,5,0,0,0,0,637,1,1,3,1,1,3,1,1,3,0,0,0,0,1089,3,0
250,Trial of the Grand Crusader,,2,2,-1,311221,0,340652,2,649,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
251,The Forge of Souls,,1,1,-1,336392,0,340693,2,632,1,0,4,0,0,0,0,616,1,1,3,1,1,3,1,1,3,0,0,0,0,244,323,0
252,The Forge of Souls,,1,1,-1,336392,0,340693,2,632,2,0,5,0,0,0,0,616,1,1,3,1,1,3,1,1,3,0,0,0,0,1086,3,0
253,Pit of Saron,,1,1,-1,336391,0,340681,2,658,1,0,4,0,0,0,0,610,1,1,3,1,1,3,1,1,3,0,0,0,0,242,323,0
254,Pit of Saron,,1,1,-1,336391,0,340681,2,658,2,0,5,0,8990,0,0,610,1,1,3,1,1,3,1,1,3,0,0,0,0,1087,3,0
