Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,ChrCustomizationVisReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SoundKitID,SwatchColor[0],SwatchColor[1]
Parted Short,147,16,141,0,15,15,0,90001,0,0,0
Waved Bob,148,16,141,0,16,16,0,90001,0,0,0
Rushed,149,16,141,0,17,17,0,90001,0,0,0
Soaked,150,16,141,0,18,18,0,90001,0,0,0
Retro,151,16,141,0,19,19,0,90001,0,0,0
Styled,152,16,141,0,20,20,0,90001,0,0,0
Curled,153,16,141,0,21,21,0,90001,0,0,0
Raquel,154,16,141,0,22,22,0,90001,0,0,0
Simple,155,16,141,0,23,23,0,90001,0,0,0
,156,17,41,0,0,1,0,90001,0,4734261,0
,157,17,41,0,1,3,0,90001,0,9382707,0
,158,17,41,0,2,6,0,90001,0,10705719,0
,159,17,41,0,3,5,0,90001,0,-3195392,0
,160,17,41,0,4,8,0,90001,0,13726464,0
,161,17,41,0,5,9,0,90001,0,12287002,0
,162,17,41,0,6,10,0,90001,0,13213506,0
,163,17,41,0,7,7,0,90001,0,10319959,0
,164,17,41,0,8,16,0,90001,0,7630177,0
,165,17,41,0,9,17,0,90001,0,12234921,0
,166,17,41,0,10,13,0,90001,0,-13615230,0
,167,17,41,0,11,18,0,90001,0,-4873338,-6723225
,168,17,41,0,12,19,0,90001,0,-5522763,-11446403
,169,17,10,0,13,1000,0,90001,0,0,0
,353,19,141,0,0,1,0,90001,0,-7690706,0
,354,19,141,0,1,2,0,90001,0,-5785047,0
,355,19,141,0,2,3,0,90001,0,-5395676,0
,356,19,141,0,3,6,0,90001,0,-7041237,0
,357,19,141,0,4,5,0,90001,0,-6190045,0
,358,19,141,0,5,4,0,90001,0,-5399000,0
,359,19,141,0,6,12,0,90001,0,-11369111,0
,360,19,141,0,7,9,0,90001,0,-8740547,0
,361,19,141,0,8,8,0,90001,0,-7162561,0
,362,19,12,0,9,90,0,90001,0,0,0
,363,19,12,0,10,91,0,90001,0,0,0
,364,19,12,0,11,92,0,90001,0,0,0
,365,19,12,0,12,93,0,90001,0,0,0
,366,19,12,0,13,94,0,90001,0,0,0
,367,19,12,0,14,95,0,90001,0,0,0
,368,19,80,0,15,71,0,90001,0,9669013,0
,369,19,80,0,16,70,0,90001,0,-4550092,0
,370,19,80,0,17,72,0,90001,0,-8558503,0
,371,19,12,0,18,96,0,90001,0,0,0
,372,19,12,0,19,97,0,90001,0,0,0
,373,19,12,0,20,98,0,90001,0,0,0
,374,19,12,0,21,99,0,90001,0,0,0
,375,19,12,0,22,100,0,90001,0,0,0
,376,19,12,0,23,101,0,90001,0,0,0
,377,19,12,0,24,102,0,90001,0,0,0
,378,19,12,0,25,103,0,90001,0,0,0
,379,19,12,0,26,104,0,90001,0,0,0
,380,19,12,0,27,105,0,90001,0,0,0
,381,19,12,0,28,106,0,90001,0,0,0
,382,19,12,0,29,107,0,90001,0,0,0
,383,19,10,0,30,108,0,90001,0,0,0
,384,20,146,0,0,0,0,90001,0,0,0
,385,20,146,0,1,1,0,90001,0,0,0
,386,20,146,0,2,2,0,90001,0,0,0
,387,20,146,0,3,3,0,90001,0,0,0
,388,20,146,0,4,4,0,90001,0,0,0
,389,20,146,0,5,5,0,90001,0,0,0
,390,20,146,0,6,6,0,90001,0,0,0
,391,20,146,0,7,7,0,90001,0,0,0
,392,20,146,0,8,8,0,90001,0,0,0
,393,20,142,0,9,9,0,90001,0,0,0
,394,20,142,0,10,10,0,90001,0,0,0
,395,20,142,0,11,11,0,90001,0,0,0
,396,20,142,0,12,12,0,90001,0,0,0
,397,20,142,0,13,13,0,90001,0,0,0
,398,20,142,0,14,14,0,90001,0,0,0
,399,20,142,0,15,15,0,90001,0,0,0
,400,20,142,0,16,16,0,90001,0,0,0
,401,20,142,0,17,17,0,90001,0,0,0
Bald,402,21,141,0,0,0,0,90001,0,0,0
Topknot,403,21,141,0,1,1,0,90001,0,0,0
Chonmage,404,21,141,0,2,2,0,90001,0,0,0
Crest,405,21,141,0,3,3,0,90001,0,0,0
Tied,406,21,141,0,4,4,0,90001,0,0,0
Braided,407,21,141,0,5,5,0,90001,0,0,0
Tail,408,21,141,0,6,6,0,90001,0,0,0
Spiked,409,21,141,0,7,7,0,90001,0,0,0
Mohawk,410,21,141,0,8,8,0,90001,0,0,0
Ponytail,411,21,141,0,9,9,0,90001,0,0,0
Long,412,21,141,0,10,10,0,90001,0,0,0
Wild,413,21,141,0,11,11,0,90001,0,0,0
Wedge,414,21,141,0,12,12,0,90001,0,0,0
,415,22,141,0,0,13,0,90001,0,-13094797,0
,416,22,141,0,1,3,0,90001,0,8400393,0
,417,22,141,0,2,1,0,90001,0,7340043,0
,418,22,141,0,3,17,0,90001,0,7868527,0
,419,22,141,0,4,16,0,90001,0,6365306,0
,420,22,141,0,5,19,0,90001,0,4999233,0
,421,22,141,0,6,5,0,90001,0,-10726084,0
,422,22,141,0,7,18,0,90001,0,10000782,0
,423,22,141,0,8,14,0,90001,0,-11585910,0
,424,22,141,0,9,10,0,90001,0,-13477545,0
,425,22,141,0,10,8,0,90001,0,-8479621,0
,426,22,10,0,11,100,0,90001,0,2829114,0
None,427,23,141,0,0,0,0,90001,0,0,0
Stubble,428,23,141,0,1,1,0,90001,0,0,0
Chin Puff,429,23,141,0,2,2,0,90001,0,0,0
Goatee,430,23,141,0,3,3,0,90001,0,0,0
Split,431,23,141,0,4,4,0,90001,0,0,0
Full,432,23,141,0,5,5,0,90001,0,0,0
Thick,433,23,141,0,6,6,0,90001,0,0,0
Tied,434,23,141,0,7,7,0,90001,0,0,0
Long,435,23,141,0,8,8,0,90001,0,0,0
Braid,436,23,141,0,9,9,0,90001,0,0,0
Ringed,437,23,141,0,10,10,0,90001,0,0,0
Hunched,438,24,141,0,0,0,0,90001,0,0,0
Upright,439,24,141,0,1,1,0,90001,0,0,0
,440,25,141,0,0,1,0,90001,0,-7161797,0
,441,25,141,0,1,2,0,90001,0,-4798662,0
,442,25,141,0,2,3,0,90001,0,-4540880,0
,443,25,141,0,3,6,0,90001,0,-6186950,0
,444,25,141,0,4,5,0,90001,0,-5204683,0
,445,25,141,0,5,4,0,90001,0,-4676041,0
,446,25,141,0,6,12,0,90001,0,-9066879,0
,447,25,141,0,7,9,0,90001,0,-7886771,0
,448,25,141,0,8,8,0,90001,0,-6373557,0
,449,25,12,0,9,90,0,90001,0,0,0
,450,25,12,0,10,91,0,90001,0,0,0
,451,25,89,0,11,70,0,90001,0,11839888,0
,452,25,89,0,12,72,0,90001,0,-4550092,0
,453,25,89,0,13,71,0,90001,0,11048572,0
,454,25,12,0,14,92,0,90001,0,0,0
,455,25,12,0,15,93,0,90001,0,0,0
,456,25,12,0,16,94,0,90001,0,0,0
,457,25,12,0,17,95,0,90001,0,0,0
,458,25,12,0,18,96,0,90001,0,0,0
,459,25,12,0,19,97,0,90001,0,0,0
,460,25,12,0,20,98,0,90001,0,0,0
,461,25,12,0,21,99,0,90001,0,0,0
,462,25,12,0,22,100,0,90001,0,0,0
,463,25,12,0,23,101,0,90001,0,0,0
,464,25,12,0,24,102,0,90001,0,0,0
,465,25,12,0,25,103,0,90001,0,0,0
,466,25,12,0,26,104,0,90001,0,0,0
,467,25,12,0,27,105,0,90001,0,0,0
,468,25,12,0,28,106,0,90001,0,0,0
,469,25,12,0,29,107,0,90001,0,0,0
,470,25,12,0,30,108,0,90001,0,0,0
,471,25,10,0,31,109,0,90001,0,0,0
,472,26,146,0,0,0,0,90001,0,0,0
,473,26,146,0,1,1,0,90001,0,0,0
,474,26,146,0,2,2,0,90001,0,0,0
,475,26,146,0,3,3,0,90001,0,0,0
,476,26,146,0,4,4,0,90001,0,0,0
,477,26,146,0,5,5,0,90001,0,0,0
,478,26,146,0,6,6,0,90001,0,0,0
,479,26,146,0,7,7,0,90001,0,0,0
,480,26,146,0,8,8,0,90001,0,0,0
,481,26,142,0,9,9,0,90001,0,0,0
,482,26,142,0,10,10,0,90001,0,0,0
,483,26,142,0,11,11,0,90001,0,0,0
,484,26,142,0,12,12,0,90001,0,0,0
,485,26,142,0,13,13,0,90001,0,0,0
,486,26,142,0,14,14,0,90001,0,0,0
,487,26,142,0,15,15,0,90001,0,0,0
,488,26,142,0,16,16,0,90001,0,0,0
,489,26,142,0,17,17,0,90001,0,0,0
Topknot,490,27,141,0,0,0,0,90001,0,0,0
Tail,491,27,141,0,1,1,0,90001,0,0,0
Crest,492,27,141,0,2,2,0,90001,0,0,0
Tufts,493,27,141,0,3,3,0,90001,0,0,0
Boar Tails,494,27,141,0,4,4,0,90001,0,0,0
Horns,495,27,141,0,5,5,0,90001,0,0,0
Mane,496,27,141,0,6,6,0,90001,0,0,0
Bald,497,27,141,0,7,7,0,90001,0,0,0
Wild,498,27,141,0,8,8,0,90001,0,0,0
Styled,499,27,141,0,9,9,0,90001,0,0,0
Tomboy,500,27,141,0,10,10,0,90001,0,0,0
Flipped,501,27,141,0,11,11,0,90001,0,0,0
Long,502,27,141,0,12,12,0,90001,0,0,0
Bangs,503,27,141,0,13,13,0,90001,0,0,0
Braids,504,27,141,0,14,14,0,90001,0,0,0
,505,28,141,0,0,13,0,90001,0,-13094797,0
,506,28,141,0,1,3,0,90001,0,-8376823,0
,507,28,141,0,2,1,0,90001,0,-9437173,0
,508,28,141,0,3,17,0,90001,0,-8908689,0
,509,28,141,0,4,16,0,90001,0,-10411910,0
,510,28,141,0,5,19,0,90001,0,4999233,0
,511,28,141,0,6,5,0,90001,0,-10726084,0
,512,28,141,0,7,18,0,90001,0,-6776434,0
,513,28,141,0,8,14,0,90001,0,-11585910,0
,514,28,141,0,9,10,0,90001,0,-13477545,0
,515,28,141,0,10,8,0,90001,0,-8479621,0
,516,28,10,0,11,100,0,90001,0,2829114,0
None,517,29,141,0,0,0,0,90001,0,0,0
Gold Hoops,518,29,141,0,1,1,0,90001,0,0,0
Gold Helix,519,29,141,0,2,2,0,90001,0,0,0
Asymmetric,520,29,141,0,3,3,0,90001,0,0,0
Gold Stack,521,29,141,0,4,4,0,90001,0,0,0
Plugs,522,29,141,0,5,5,0,90001,0,0,0
Bone Helix,523,29,141,0,6,6,0,90001,0,0,0
,524,30,141,0,0,5,0,90001,0,12222298,0
,525,30,141,0,1,3,0,90001,0,-3763615,0
,526,30,141,0,2,1,0,90001,0,13611925,0
,527,30,141,0,3,6,0,90001,0,12023374,0
,528,30,141,0,4,9,0,90001,0,10516049,0
,529,30,141,0,5,10,0,90001,0,7757127,0
,530,30,141,0,6,2,0,90001,0,12229240,0
,531,30,141,0,7,4,0,90001,0,11178619,0
,532,30,141,0,8,8,0,90001,0,-6653334,0
,533,30,12,0,9,100,0,90001,0,0,0
,534,30,12,0,10,101,0,90001,0,0,0
,535,30,12,0,11,102,0,90001,0,0,0
,536,30,12,0,12,103,0,90001,0,0,0
,537,30,12,0,13,104,0,90001,0,0,0
,538,30,12,0,14,105,0,90001,0,0,0
,539,30,12,0,15,106,0,90001,0,0,0
,540,30,12,0,16,107,0,90001,0,0,0
,541,30,12,0,17,108,0,90001,0,0,0
,542,30,12,0,18,109,0,90001,0,0,0
,543,30,91,0,19,72,0,90001,0,-9345451,0
,544,30,91,0,20,71,0,90001,0,-7238270,0
,545,30,91,0,21,70,0,90001,0,-6189473,0
,546,30,12,0,22,110,0,90001,0,0,0
,547,30,12,0,23,111,0,90001,0,0,0
,548,30,12,0,24,112,0,90001,0,0,0
,549,30,12,0,25,113,0,90001,0,0,0
,550,30,10,0,26,114,0,90001,0,0,0
,551,31,146,0,0,0,0,90001,0,0,0
,552,31,146,0,1,1,0,90001,0,0,0
,553,31,146,0,2,2,0,90001,0,0,0
,554,31,146,0,3,3,0,90001,0,0,0
,555,31,146,0,4,4,0,90001,0,0,0
,556,31,146,0,5,5,0,90001,0,0,0
,557,31,146,0,6,6,0,90001,0,0,0
,558,31,146,0,7,7,0,90001,0,0,0
,559,31,146,0,8,8,0,90001,0,0,0
,560,31,146,0,9,9,0,90001,0,0,0
,561,31,142,0,10,10,0,90001,0,0,0
,562,31,142,0,11,11,0,90001,0,0,0
,563,31,142,0,12,12,0,90001,0,0,0
,564,31,142,0,13,13,0,90001,0,0,0
,565,31,142,0,14,14,0,90001,0,0,0
,566,31,142,0,15,15,0,90001,0,0,0
,567,31,142,0,16,16,0,90001,0,0,0
,568,31,142,0,17,17,0,90001,0,0,0
,569,31,142,0,18,18,0,90001,0,0,0
,570,31,142,0,19,19,0,90001,0,0,0
Bald,571,32,141,0,0,0,0,90001,0,0,0
Long,572,32,141,0,1,1,0,90001,0,0,0
Tail,573,32,141,0,2,2,0,90001,0,0,0
Short,574,32,141,0,3,3,0,90001,0,0,0
Topknot,575,32,141,0,4,4,0,90001,0,0,0
Short Tail,576,32,141,0,5,5,0,90001,0,0,0
Swept,577,32,141,0,6,6,0,90001,0,0,0
Receding,578,32,141,0,7,7,0,90001,0,0,0
Chonmage,579,32,141,0,8,8,0,90001,0,0,0
Braid,580,32,141,0,9,9,0,90001,0,0,0
Short Braid,581,32,141,0,10,10,0,90001,0,0,0
Barbarian,582,32,141,0,11,11,0,90001,0,0,0
Soldier,583,32,141,0,12,12,0,90001,0,0,0
Scholar,584,32,141,0,13,13,0,90001,0,0,0
Monk,585,32,141,0,14,14,0,90001,0,0,0
Fabulous,586,32,141,0,15,15,0,90001,0,0,0
Triple Knots,587,32,141,0,16,16,0,90001,0,0,0
Tousled,588,32,141,0,17,17,0,90001,0,0,0
Combover,589,32,141,0,18,18,0,90001,0,0,0
,590,33,141,0,0,5,0,90001,0,11749888,0
,591,33,141,0,1,9,0,90001,0,14386944,0
,592,33,141,0,2,3,0,90001,0,10693632,0
,593,33,141,0,3,8,0,90001,0,10915698,0
,594,33,141,0,4,4,0,90001,0,8405019,0
,595,33,141,0,5,26,0,90001,0,-13815746,0
,596,33,141,0,6,6,0,90001,0,10907713,0
,597,33,141,0,7,28,0,90001,0,-6513508,0
,598,33,141,0,8,27,0,90001,0,-10263709,0
,599,33,141,0,9,22,0,90001,0,5523489,0
,600,33,141,0,10,1,0,90001,0,6821666,0
,601,33,141,0,11,21,0,90001,0,-10068404,0
,602,33,141,0,12,25,0,90001,0,-14670518,0
,603,33,10,0,13,100,0,90001,0,0,0
Full,604,34,141,0,0,0,0,90001,0,0,0
Twin Braids,605,34,141,0,1,1,0,90001,0,0,0
Groomed,606,34,141,0,2,2,0,90001,0,0,0
Short,607,34,141,0,3,3,0,90001,0,0,0
Medium,608,34,141,0,4,4,0,90001,0,0,0
Ornate,609,34,141,0,5,5,0,90001,0,0,0
Thick,610,34,141,0,6,6,0,90001,0,0,0
Pointed,611,34,141,0,7,7,0,90001,0,0,0
Braided,612,34,141,0,8,8,0,90001,0,0,0
Humbug,613,34,141,0,9,9,0,90001,0,0,0
Grimbeard,614,34,141,0,10,10,0,90001,0,0,0
,615,35,141,0,0,5,0,90001,0,13474169,0
,616,35,141,0,1,1,0,90001,0,14135429,0
,617,35,141,0,2,3,0,90001,0,13280911,0
,618,35,141,0,3,7,0,90001,0,13275487,0
,619,35,141,0,4,8,0,90001,0,11961180,0
,620,35,141,0,5,10,0,90001,0,10119242,0
,621,35,141,0,6,2,0,90001,0,13217671,0
,622,35,141,0,7,4,0,90001,0,-3693433,0
,623,35,141,0,8,6,0,90001,0,-4743787,0
,624,35,12,0,9,100,0,90001,0,0,0
,625,35,12,0,10,101,0,90001,0,0,0
,626,35,93,0,11,72,0,90001,0,-5800083,0
,627,35,93,0,12,71,0,90001,0,-5400212,0
,628,35,93,0,13,70,0,90001,0,-5529190,0
,629,35,12,0,14,102,0,90001,0,0,0
,630,35,12,0,15,103,0,90001,0,0,0
,631,35,12,0,16,104,0,90001,0,0,0
,632,35,12,0,17,105,0,90001,0,0,0
,633,35,10,0,18,106,0,90001,0,0,0
,634,36,146,0,0,0,0,90001,0,0,0
,635,36,146,0,1,1,0,90001,0,0,0
,636,36,146,0,2,2,0,90001,0,0,0
,637,36,146,0,3,3,0,90001,0,0,0
,638,36,146,0,4,4,0,90001,0,0,0
,639,36,146,0,5,5,0,90001,0,0,0
,640,36,146,0,6,6,0,90001,0,0,0
,641,36,146,0,7,7,0,90001,0,0,0
,642,36,146,0,8,8,0,90001,0,0,0
,643,36,146,0,9,9,0,90001,0,0,0
,644,36,142,0,10,10,0,90001,0,0,0
,645,36,142,0,11,11,0,90001,0,0,0
,646,36,142,0,12,12,0,90001,0,0,0
,647,36,142,0,13,13,0,90001,0,0,0
,648,36,142,0,14,14,0,90001,0,0,0
,649,36,142,0,15,15,0,90001,0,0,0
,650,36,142,0,16,16,0,90001,0,0,0
,651,36,142,0,17,17,0,90001,0,0,0
,652,36,142,0,18,18,0,90001,0,0,0
,653,36,142,0,19,19,0,90001,0,0,0
Thick Braids,654,37,141,0,0,0,0,90001,0,0,0
Side Buns,655,37,141,0,1,1,0,90001,0,0,0
Braided,656,37,141,0,2,2,0,90001,0,0,0
Boar Tails,657,37,141,0,3,3,0,90001,0,0,0
Braided Bun,658,37,141,0,4,4,0,90001,0,0,0
Looped,659,37,141,0,5,5,0,90001,0,0,0
Tied,660,37,141,0,6,6,0,90001,0,0,0
Short,661,37,141,0,7,7,0,90001,0,0,0
Parted,662,37,141,0,8,8,0,90001,0,0,0
Short Braids,663,37,141,0,9,9,0,90001,0,0,0
Bobbed,664,37,141,0,10,10,0,90001,0,0,0
Cropped,665,37,141,0,11,11,0,90001,0,0,0
Bangs,666,37,141,0,12,12,0,90001,0,0,0
Gathered,667,37,141,0,13,13,0,90001,0,0,0
Bun,668,37,141,0,14,14,0,90001,0,0,0
Flirty,669,37,141,0,15,15,0,90001,0,0,0
Waved Bob,670,37,141,0,16,16,0,90001,0,0,0
Braided Tails,671,37,141,0,17,17,0,90001,0,0,0
Braided Tail,672,37,141,0,18,18,0,90001,0,0,0
Wings,673,37,141,0,19,19,0,90001,0,0,0
Sassy Buns,674,37,141,0,20,20,0,90001,0,0,0
,675,38,141,0,0,4,0,90001,0,-5027328,0
,676,38,141,0,1,8,0,90001,0,-2390272,0
,677,38,141,0,2,2,0,90001,0,-6083584,0
,678,38,141,0,3,7,0,90001,0,-5861518,0
,679,38,141,0,4,3,0,90001,0,-8372197,0
,680,38,141,0,5,26,0,90001,0,-13815746,0
,681,38,141,0,6,5,0,90001,0,-5869503,0
,682,38,141,0,7,28,0,90001,0,-6513508,0
,683,38,141,0,8,27,0,90001,0,-10263709,0
,684,38,141,0,9,22,0,90001,0,-11253727,0
,685,38,141,0,10,0,0,90001,0,6821666,0
,686,38,141,0,11,21,0,90001,0,-10068404,0
,687,38,141,0,12,25,0,90001,0,-14670518,0
,688,38,10,0,13,100,0,90001,0,-14670518,0
,695,40,141,0,0,1,0,90001,0,10712704,0
,696,40,141,0,1,3,0,90001,0,9859719,0
,697,40,141,0,2,5,0,90001,0,7888239,0
,698,40,141,0,3,9,0,90001,0,9147543,0
,699,40,141,0,4,7,0,90001,0,8485513,0
,700,40,141,0,5,8,0,90001,0,7962255,0
,701,40,141,0,6,10,0,90001,0,10191216,0
,702,40,141,0,7,11,0,90001,0,11500916,0
,703,40,141,0,8,2,0,90001,0,10905716,0
,704,40,95,0,9,71,0,90001,0,12496539,0
,705,40,95,0,10,70,0,90001,0,-5726122,0
,706,40,95,0,11,72,0,90001,0,7890003,0
,707,40,12,0,12,100,0,90001,0,9516317,0
,708,40,12,0,13,101,0,90001,0,11513761,0
,709,40,143,0,14,50,0,90001,0,10128028,0
,710,40,143,0,15,52,0,90001,0,7103359,0
,711,40,143,0,16,51,0,90001,0,7497596,0
,712,40,143,0,17,53,0,90001,0,-9936514,0
,713,40,143,0,18,54,0,90001,0,6840702,0
,714,40,143,0,19,55,0,90001,0,-9272426,0
,715,40,10,0,20,102,0,90001,0,0,0
,716,40,12,0,21,103,0,90001,0,0,0
,717,40,138,0,22,40,0,90001,0,8288400,0
,718,40,646,0,23,41,8,90205,0,-5395812,0
,719,41,146,0,0,0,0,90001,0,0,0
,720,41,146,0,1,1,0,90001,0,0,0
,721,41,146,0,2,6,0,90001,0,0,0
,722,41,146,0,3,2,0,90001,0,0,0
,723,41,146,0,4,8,0,90001,0,0,0
,724,41,146,0,5,10,0,90001,0,0,0
,725,41,146,0,6,3,0,90001,0,0,0
,726,41,146,0,7,4,0,90001,0,0,0
,727,41,146,0,8,5,0,90001,0,0,0
,728,41,142,0,9,30,0,90001,0,0,0
,729,41,142,0,10,31,0,90001,0,0,0
,730,41,142,0,11,36,0,90001,0,0,0
,731,41,142,0,12,32,0,90001,0,0,0
,732,41,142,0,13,38,0,90001,0,0,0
,733,41,142,0,14,40,0,90001,0,0,0
,734,41,142,0,15,33,0,90001,0,0,0
,735,41,142,0,16,34,0,90001,0,0,0
,736,41,142,0,17,35,0,90001,0,0,0
Mane,737,42,141,0,0,0,0,90001,0,0,0
Topknot,738,42,141,0,1,1,0,90001,0,0,0
Long,739,42,141,0,2,2,0,90001,0,0,0
Ponytail,740,42,141,0,3,3,0,90001,0,0,0
Chonmage,741,42,141,0,4,4,0,90001,0,0,0
Short Tail,742,42,141,0,5,5,0,90001,0,0,0
Windswept,743,42,141,0,6,6,0,90001,0,0,0
Short Braid,744,42,141,0,7,7,0,90001,0,0,0
Wild,745,42,141,0,8,8,0,90001,0,0,0
Long Braid,746,42,141,0,9,9,0,90001,0,0,0
Mohawk,747,42,141,0,10,10,0,90001,0,0,0
Long Tail,748,42,141,0,11,11,0,90001,0,0,0
