ID,GossipNpcOption,LFGDungeonsID,TrainerID,GarrFollowerTypeID,CharShipmentID,GarrTalentTreeID,UiMapID,UiItemInteractionID,Field_10_0_0_45141_008,Field_10_0_0_45141_009,CovenantID,GossipIndex,TraitTreeID,ProfessionID,Field_10_0_2_46144_014,NeighborhoodMapID,SkillLineID
39942,1,0,0,0,0,0,0,0,0,0,0,95394,0,0,0,0,0
39943,3,0,0,0,0,0,0,0,0,0,0,95401,0,0,0,0,0
39944,3,0,0,0,0,0,0,0,0,0,0,95402,0,0,0,0,0
39945,3,0,0,0,0,0,0,0,0,0,0,95433,0,0,0,0,0
39946,3,0,0,0,0,0,0,0,0,0,0,95435,0,0,0,0,0
39947,1,0,0,0,0,0,0,0,0,0,0,95439,0,0,0,0,0
39948,5,0,0,0,0,0,0,0,0,0,0,95441,0,0,0,0,0
39949,1,0,0,0,0,0,0,0,0,0,0,95445,0,0,0,0,0
39950,5,0,0,0,0,0,0,0,0,0,0,95447,0,0,0,0,0
39951,1,0,0,0,0,0,0,0,0,0,0,95451,0,0,0,0,0
39952,5,0,0,0,0,0,0,0,0,0,0,95452,0,0,0,0,0
39953,1,0,0,0,0,0,0,0,0,0,0,95455,0,0,0,0,0
39954,5,0,0,0,0,0,0,0,0,0,0,95457,0,0,0,0,0
39955,1,0,0,0,0,0,0,0,0,0,0,95478,0,0,0,0,0
39956,5,0,0,0,0,0,0,0,0,0,0,95479,0,0,0,0,0
39957,1,0,0,0,0,0,0,0,0,0,0,95484,0,0,0,0,0
39958,5,0,0,0,0,0,0,0,0,0,0,95485,0,0,0,0,0
39959,5,0,0,0,0,0,0,0,0,0,0,95490,0,0,0,0,0
39960,1,0,0,0,0,0,0,0,0,0,0,95492,0,0,0,0,0
39961,6,0,0,0,0,0,0,0,0,0,0,95503,0,0,0,0,0
39962,1,0,0,0,0,0,0,0,0,0,0,95515,0,0,0,0,0
39963,1,0,0,0,0,0,0,0,0,0,0,95521,0,0,0,0,0
39964,1,0,0,0,0,0,0,0,0,0,0,95528,0,0,0,0,0
39965,1,0,0,0,0,0,0,0,0,0,0,95531,0,0,0,0,0
39966,6,0,0,0,0,0,0,0,0,0,0,95532,0,0,0,0,0
39967,1,0,0,0,0,0,0,0,0,0,0,95547,0,0,0,0,0
39968,3,0,0,0,0,0,0,0,0,0,0,95548,0,0,0,0,0
39969,2,0,0,0,0,0,0,0,0,0,0,95549,0,0,0,0,0
39970,2,0,0,0,0,0,0,0,0,0,0,95550,0,0,0,0,0
39971,1,0,0,0,0,0,0,0,0,0,0,95551,0,0,0,0,0
39972,1,0,0,0,0,0,0,0,0,0,0,95552,0,0,0,0,0
39973,3,0,0,0,0,0,0,0,0,0,0,95553,0,0,0,0,0
39974,3,0,0,0,0,0,0,0,0,0,0,95554,0,0,0,0,0
39975,1,0,0,0,0,0,0,0,0,0,0,95564,0,0,0,0,0
39976,5,0,0,0,0,0,0,0,0,0,0,95566,0,0,0,0,0
39977,3,0,0,0,0,0,0,0,0,0,0,95568,0,0,0,0,0
39978,1,0,0,0,0,0,0,0,0,0,0,95569,0,0,0,0,0
39979,5,0,0,0,0,0,0,0,0,0,0,95573,0,0,0,0,0
39980,3,0,0,0,0,0,0,0,0,0,0,95582,0,0,0,0,0
39981,2,0,0,0,0,0,0,0,0,0,0,95583,0,0,0,0,0
39982,1,0,0,0,0,0,0,0,0,0,0,95584,0,0,0,0,0
39983,1,0,0,0,0,0,0,0,0,0,0,95585,0,0,0,0,0
39984,1,0,0,0,0,0,0,0,0,0,0,95589,0,0,0,0,0
39985,5,0,0,0,0,0,0,0,0,0,0,95590,0,0,0,0,0
39986,1,0,0,0,0,0,0,0,0,0,0,95616,0,0,0,0,0
39987,3,0,0,0,0,0,0,0,0,0,0,95617,0,0,0,0,0
39988,3,0,0,0,0,0,0,0,0,0,0,95618,0,0,0,0,0
39989,3,0,0,0,0,0,0,0,0,0,0,95631,0,0,0,0,0
39990,3,0,0,0,0,0,0,0,0,0,0,95633,0,0,0,0,0
39991,3,0,0,0,0,0,0,0,0,0,0,95635,0,0,0,0,0
39992,3,0,0,0,0,0,0,0,0,0,0,95636,0,0,0,0,0
39993,3,0,0,0,0,0,0,0,0,0,0,95637,0,0,0,0,0
39994,3,0,0,0,0,0,0,0,0,0,0,95638,0,0,0,0,0
39995,3,0,0,0,0,0,0,0,0,0,0,95639,0,0,0,0,0
39996,3,0,0,0,0,0,0,0,0,0,0,95644,0,0,0,0,0
39997,3,0,0,0,0,0,0,0,0,0,0,95646,0,0,0,0,0
39998,3,0,0,0,0,0,0,0,0,0,0,95656,0,0,0,0,0
39999,3,0,0,0,0,0,0,0,0,0,0,95657,0,0,0,0,0
40000,3,0,0,0,0,0,0,0,0,0,0,95658,0,0,0,0,0
40001,3,0,0,0,0,0,0,0,0,0,0,95659,0,0,0,0,0
40002,3,0,0,0,0,0,0,0,0,0,0,95660,0,0,0,0,0
40003,3,0,0,0,0,0,0,0,0,0,0,95663,0,0,0,0,0
40004,3,0,0,0,0,0,0,0,0,0,0,95664,0,0,0,0,0
40005,3,0,0,0,0,0,0,0,0,0,0,95665,0,0,0,0,0
40006,3,0,0,0,0,0,0,0,0,0,0,95667,0,0,0,0,0
40007,3,0,0,0,0,0,0,0,0,0,0,95669,0,0,0,0,0
40008,3,0,0,0,0,0,0,0,0,0,0,95671,0,0,0,0,0
40009,3,0,0,0,0,0,0,0,0,0,0,95686,0,0,0,0,0
40010,3,0,0,0,0,0,0,0,0,0,0,95687,0,0,0,0,0
40011,3,0,0,0,0,0,0,0,0,0,0,95688,0,0,0,0,0
40012,3,0,0,0,0,0,0,0,0,0,0,95689,0,0,0,0,0
40013,1,0,0,0,0,0,0,0,0,0,0,95695,0,0,0,0,0
40014,3,0,0,0,0,0,0,0,0,0,0,95696,0,0,0,0,0
40015,1,0,0,0,0,0,0,0,0,0,0,95697,0,0,0,0,0
40016,1,0,0,0,0,0,0,0,0,0,0,95700,0,0,0,0,0
40017,1,0,0,0,0,0,0,0,0,0,0,95716,0,0,0,0,0
40018,1,0,0,0,0,0,0,0,0,0,0,95738,0,0,0,0,0
40019,3,0,0,0,0,0,0,0,0,0,0,95739,0,0,0,0,0
40020,1,0,0,0,0,0,0,0,0,0,0,95740,0,0,0,0,0
40021,3,0,0,0,0,0,0,0,0,0,0,95741,0,0,0,0,0
40022,1,0,0,0,0,0,0,0,0,0,0,95744,0,0,0,0,0
40023,1,0,0,0,0,0,0,0,0,0,0,95745,0,0,0,0,0
40024,1,0,0,0,0,0,0,0,0,0,0,95746,0,0,0,0,0
40025,1,0,0,0,0,0,0,0,0,0,0,95747,0,0,0,0,0
40026,3,0,0,0,0,0,0,0,0,0,0,95748,0,0,0,0,0
40027,3,0,0,0,0,0,0,0,0,0,0,95749,0,0,0,0,0
40028,3,0,0,0,0,0,0,0,0,0,0,95750,0,0,0,0,0
40029,3,0,0,0,0,0,0,0,0,0,0,95751,0,0,0,0,0
40030,1,0,0,0,0,0,0,0,0,0,0,95756,0,0,0,0,0
40031,1,0,0,0,0,0,0,0,0,0,0,95757,0,0,0,0,0
40032,3,0,0,0,0,0,0,0,0,0,0,95762,0,0,0,0,0
40033,3,0,0,0,0,0,0,0,0,0,0,95763,0,0,0,0,0
40034,3,0,0,0,0,0,0,0,0,0,0,95775,0,0,0,0,0
40035,3,0,0,0,0,0,0,0,0,0,0,95776,0,0,0,0,0
40036,3,0,0,0,0,0,0,0,0,0,0,95779,0,0,0,0,0
40037,11,0,0,0,0,0,0,0,0,0,0,95781,0,0,0,0,0
40038,5,0,0,0,0,0,0,0,0,0,0,95792,0,0,0,0,0
40039,3,0,0,0,0,0,0,0,0,0,0,95797,0,0,0,0,0
40040,3,0,0,0,0,0,0,0,0,0,0,95798,0,0,0,0,0
40041,3,0,0,0,0,0,0,0,0,0,0,95799,0,0,0,0,0
40042,3,0,0,0,0,0,0,0,0,0,0,95800,0,0,0,0,0
40043,1,0,0,0,0,0,0,0,0,0,0,95803,0,0,0,0,0
40044,1,0,0,0,0,0,0,0,0,0,0,95804,0,0,0,0,0
40045,1,0,0,0,0,0,0,0,0,0,0,95815,0,0,0,0,0
40046,5,0,0,0,0,0,0,0,0,0,0,95816,0,0,0,0,0
40047,1,0,0,0,0,0,0,0,0,0,0,95817,0,0,0,0,0
40048,1,0,0,0,0,0,0,0,0,0,0,95818,0,0,0,0,0
40049,3,0,0,0,0,0,0,0,0,0,0,95819,0,0,0,0,0
40050,3,0,0,0,0,0,0,0,0,0,0,95820,0,0,0,0,0
40051,3,0,0,0,0,0,0,0,0,0,0,95821,0,0,0,0,0
40052,1,0,0,0,0,0,0,0,0,0,0,95825,0,0,0,0,0
40053,2,0,0,0,0,0,0,0,0,0,0,95852,0,0,0,0,0
40054,2,0,0,0,0,0,0,0,0,0,0,95853,0,0,0,0,0
40055,9,0,0,0,0,0,0,0,0,0,0,95855,0,0,0,0,0
40056,9,0,0,0,0,0,0,0,0,0,0,95856,0,0,0,0,0
40057,1,0,0,0,0,0,0,0,0,0,0,95858,0,0,0,0,0
40058,1,0,0,0,0,0,0,0,0,0,0,95861,0,0,0,0,0
40059,3,0,0,0,0,0,0,0,0,0,0,95872,0,0,0,0,0
40060,3,0,0,0,0,0,0,0,0,0,0,95873,0,0,0,0,0
40061,3,0,0,0,0,0,0,0,0,0,0,95876,0,0,0,0,0
40062,1,0,0,0,0,0,0,0,0,0,0,95879,0,0,0,0,0
40063,3,0,0,0,0,0,0,0,0,0,0,95883,0,0,0,0,0
40064,1,0,0,0,0,0,0,0,0,0,0,95884,0,0,0,0,0
40065,3,0,0,0,0,0,0,0,0,0,0,95889,0,0,0,0,0
40066,1,0,0,0,0,0,0,0,0,0,0,95891,0,0,0,0,0
40067,3,0,0,0,0,0,0,0,0,0,0,95894,0,0,0,0,0
40068,1,0,0,0,0,0,0,0,0,0,0,95896,0,0,0,0,0
40069,3,0,0,0,0,0,0,0,0,0,0,95899,0,0,0,0,0
40070,1,0,0,0,0,0,0,0,0,0,0,95902,0,0,0,0,0
40071,3,0,0,0,0,0,0,0,0,0,0,95905,0,0,0,0,0
40072,9,0,0,0,0,0,0,0,0,0,0,95940,0,0,0,0,0
40073,3,0,0,0,0,0,0,0,0,0,0,95970,0,0,0,0,0
40074,3,0,0,0,0,0,0,0,0,0,0,95974,0,0,0,0,0
40075,3,0,0,0,0,0,0,0,0,0,0,96013,0,0,0,0,0
40076,3,0,0,0,0,0,0,0,0,0,0,96014,0,0,0,0,0
40077,3,0,0,0,0,0,0,0,0,0,0,96015,0,0,0,0,0
40078,3,0,0,0,0,0,0,0,0,0,0,96016,0,0,0,0,0
40079,3,0,0,0,0,0,0,0,0,0,0,96026,0,0,0,0,0
40080,1,0,0,0,0,0,0,0,0,0,0,96030,0,0,0,0,0
40081,4,0,0,0,0,0,0,0,0,0,0,96031,0,0,0,0,0
40082,3,0,0,0,0,0,0,0,0,0,0,96032,0,0,0,0,0
40083,3,0,0,0,0,0,0,0,0,0,0,96033,0,0,0,0,0
40084,3,0,0,0,0,0,0,0,0,0,0,96042,0,0,0,0,0
40085,3,0,0,0,0,0,0,0,0,0,0,96063,0,0,0,0,0
40086,3,0,0,0,0,0,0,0,0,0,0,96065,0,0,0,0,0
40087,3,0,0,0,0,0,0,0,0,0,0,96067,0,0,0,0,0
40088,3,0,0,0,0,0,0,0,0,0,0,96069,0,0,0,0,0
40089,3,0,0,0,0,0,0,0,0,0,0,96071,0,0,0,0,0
40090,3,0,0,0,0,0,0,0,0,0,0,96072,0,0,0,0,0
40091,3,0,0,0,0,0,0,0,0,0,0,96074,0,0,0,0,0
40092,3,0,0,0,0,0,0,0,0,0,0,96076,0,0,0,0,0
40093,3,0,0,0,0,0,0,0,0,0,0,96077,0,0,0,0,0
40094,3,0,0,0,0,0,0,0,0,0,0,96078,0,0,0,0,0
40095,3,0,0,0,0,0,0,0,0,0,0,96079,0,0,0,0,0
40096,3,0,0,0,0,0,0,0,0,0,0,96086,0,0,0,0,0
40097,3,0,0,0,0,0,0,0,0,0,0,96103,0,0,0,0,0
40098,3,0,0,0,0,0,0,0,0,0,0,96105,0,0,0,0,0
40099,3,0,0,0,0,0,0,0,0,0,0,96107,0,0,0,0,0
40100,3,0,0,0,0,0,0,0,0,0,0,96108,0,0,0,0,0
40101,3,0,0,0,0,0,0,0,0,0,0,96109,0,0,0,0,0
40102,3,0,0,0,0,0,0,0,0,0,0,96110,0,0,0,0,0
40103,3,0,0,0,0,0,0,0,0,0,0,96111,0,0,0,0,0
40104,3,0,0,0,0,0,0,0,0,0,0,96112,0,0,0,0,0
40105,3,0,0,0,0,0,0,0,0,0,0,96113,0,0,0,0,0
40106,3,0,0,0,0,0,0,0,0,0,0,96114,0,0,0,0,0
40107,1,0,0,0,0,0,0,0,0,0,0,96115,0,0,0,0,0
40109,3,0,0,0,0,0,0,0,0,0,0,96117,0,0,0,0,0
40110,3,0,0,0,0,0,0,0,0,0,0,96118,0,0,0,0,0
40111,3,0,0,0,0,0,0,0,0,0,0,96119,0,0,0,0,0
40112,3,0,0,0,0,0,0,0,0,0,0,96120,0,0,0,0,0
40113,3,0,0,0,0,0,0,0,0,0,0,96121,0,0,0,0,0
40114,3,0,0,0,0,0,0,0,0,0,0,96132,0,0,0,0,0
40115,3,0,0,0,0,0,0,0,0,0,0,96133,0,0,0,0,0
40116,3,0,0,0,0,0,0,0,0,0,0,96134,0,0,0,0,0
40117,3,0,0,0,0,0,0,0,0,0,0,96135,0,0,0,0,0
40118,3,0,0,0,0,0,0,0,0,0,0,96136,0,0,0,0,0
40119,3,0,0,0,0,0,0,0,0,0,0,96137,0,0,0,0,0
40120,3,0,0,0,0,0,0,0,0,0,0,96138,0,0,0,0,0
40121,3,0,0,0,0,0,0,0,0,0,0,96139,0,0,0,0,0
40122,3,0,0,0,0,0,0,0,0,0,0,96140,0,0,0,0,0
40123,3,0,0,0,0,0,0,0,0,0,0,96141,0,0,0,0,0
40124,3,0,0,0,0,0,0,0,0,0,0,96161,0,0,0,0,0
40125,3,0,0,0,0,0,0,0,0,0,0,96162,0,0,0,0,0
40126,3,0,0,0,0,0,0,0,0,0,0,96212,0,0,0,0,0
40127,3,0,0,0,0,0,0,0,0,0,0,96213,0,0,0,0,0
40128,3,0,0,0,0,0,0,0,0,0,0,96214,0,0,0,0,0
40129,3,0,0,0,0,0,0,0,0,0,0,96215,0,0,0,0,0
40130,3,0,0,0,0,0,0,0,0,0,0,96216,0,0,0,0,0
40131,8,0,0,0,0,0,0,0,0,0,0,96217,0,0,0,0,0
40132,1,0,0,0,0,0,0,0,0,0,0,96218,0,0,0,0,0
40133,8,0,0,0,0,0,0,0,0,0,0,96219,0,0,0,0,0
40134,7,0,0,0,0,0,0,0,0,0,0,96220,0,0,0,0,0
40135,1,0,0,0,0,0,0,0,0,0,0,96223,0,0,0,0,0
40136,3,0,0,0,0,0,0,0,0,0,0,96226,0,0,0,0,0
40137,3,0,0,0,0,0,0,0,0,0,0,96227,0,0,0,0,0
40138,3,0,0,0,0,0,0,0,0,0,0,96228,0,0,0,0,0
40139,3,0,0,0,0,0,0,0,0,0,0,96229,0,0,0,0,0
40140,3,0,0,0,0,0,0,0,0,0,0,96230,0,0,0,0,0
40141,3,0,0,0,0,0,0,0,0,0,0,96231,0,0,0,0,0
40142,1,0,0,0,0,0,0,0,0,0,0,96233,0,0,0,0,0
40143,1,0,0,0,0,0,0,0,0,0,0,96234,0,0,0,0,0
40144,5,0,0,0,0,0,0,0,0,0,0,96237,0,0,0,0,0
40145,3,0,0,0,0,0,0,0,0,0,0,96242,0,0,0,0,0
40146,3,0,0,0,0,0,0,0,0,0,0,96243,0,0,0,0,0
40147,3,0,0,0,0,0,0,0,0,0,0,96244,0,0,0,0,0
40148,3,0,0,0,0,0,0,0,0,0,0,96252,0,0,0,0,0
40149,3,0,0,0,0,0,0,0,0,0,0,96253,0,0,0,0,0
40150,3,0,0,0,0,0,0,0,0,0,0,96256,0,0,0,0,0
40151,3,0,0,0,0,0,0,0,0,0,0,96257,0,0,0,0,0
40152,3,0,0,0,0,0,0,0,0,0,0,96258,0,0,0,0,0
40153,3,0,0,0,0,0,0,0,0,0,0,96259,0,0,0,0,0
40154,1,0,0,0,0,0,0,0,0,0,0,96268,0,0,0,0,0
40155,1,0,0,0,0,0,0,0,0,0,0,96270,0,0,0,0,0
40156,1,0,0,0,0,0,0,0,0,0,0,96272,0,0,0,0,0
40157,7,0,0,0,0,0,0,0,0,0,0,96296,0,0,0,0,0
40158,8,0,0,0,0,0,0,0,0,0,0,96297,0,0,0,0,0
40159,3,0,0,0,0,0,0,0,0,0,0,96298,0,0,0,0,0
40160,1,0,0,0,0,0,0,0,0,0,0,96306,0,0,0,0,0
40161,5,0,0,0,0,0,0,0,0,0,0,96307,0,0,0,0,0
40162,1,0,0,0,0,0,0,0,0,0,0,96313,0,0,0,0,0
40163,5,0,0,0,0,0,0,0,0,0,0,96314,0,0,0,0,0
40164,6,0,0,0,0,0,0,0,0,0,0,96317,0,0,0,0,0
40165,1,0,0,0,0,0,0,0,0,0,0,96318,0,0,0,0,0
40166,1,0,0,0,0,0,0,0,0,0,0,96327,0,0,0,0,0
40167,3,0,0,0,0,0,0,0,0,0,0,96331,0,0,0,0,0
40168,3,0,0,0,0,0,0,0,0,0,0,96339,0,0,0,0,0
40169,3,0,0,0,0,0,0,0,0,0,0,96375,0,0,0,0,0
40170,3,0,0,0,0,0,0,0,0,0,0,96376,0,0,0,0,0
40171,1,0,0,0,0,0,0,0,0,0,0,96398,0,0,0,0,0
40172,1,0,0,0,0,0,0,0,0,0,0,96403,0,0,0,0,0
40173,1,0,0,0,0,0,0,0,0,0,0,96404,0,0,0,0,0
40174,3,0,0,0,0,0,0,0,0,0,0,96411,0,0,0,0,0
40175,3,0,0,0,0,0,0,0,0,0,0,96413,0,0,0,0,0
40176,1,0,0,0,0,0,0,0,0,0,0,96414,0,0,0,0,0
40177,11,0,0,0,0,0,0,0,0,0,0,96416,0,0,0,0,0
40178,2,0,0,0,0,0,0,0,0,0,0,96417,0,0,0,0,0
40179,1,0,0,0,0,0,0,0,0,0,0,96418,0,0,0,0,0
40180,6,0,0,0,0,0,0,0,0,0,0,96419,0,0,0,0,0
40181,3,0,0,0,0,0,0,0,0,0,0,96420,0,0,0,0,0
40182,3,0,0,0,0,0,0,0,0,0,0,96451,0,0,0,0,0
40183,3,0,0,0,0,0,0,0,0,0,0,96452,0,0,0,0,0
40184,3,0,0,0,0,0,0,0,0,0,0,96453,0,0,0,0,0
40185,1,0,0,0,0,0,0,0,0,0,0,96454,0,0,0,0,0
40186,2,0,0,0,0,0,0,0,0,0,0,96455,0,0,0,0,0
40187,3,0,0,0,0,0,0,0,0,0,0,96456,0,0,0,0,0
40188,1,0,0,0,0,0,0,0,0,0,0,96457,0,0,0,0,0
40189,1,0,0,0,0,0,0,0,0,0,0,96488,0,0,0,0,0
40190,1,0,0,0,0,0,0,0,0,0,0,96490,0,0,0,0,0
40191,1,0,0,0,0,0,0,0,0,0,0,96492,0,0,0,0,0
40192,5,0,0,0,0,0,0,0,0,0,0,96500,0,0,0,0,0
40193,1,0,0,0,0,0,0,0,0,0,0,96505,0,0,0,0,0
40194,5,0,0,0,0,0,0,0,0,0,0,96506,0,0,0,0,0
40195,1,0,0,0,0,0,0,0,0,0,0,96509,0,0,0,0,0
40196,5,0,0,0,0,0,0,0,0,0,0,96513,0,0,0,0,0
40197,1,0,0,0,0,0,0,0,0,0,0,96519,0,0,0,0,0
40198,5,0,0,0,0,0,0,0,0,0,0,96520,0,0,0,0,0
40199,1,0,0,0,0,0,0,0,0,0,0,96526,0,0,0,0,0
40200,5,0,0,0,0,0,0,0,0,0,0,96527,0,0,0,0,0
40201,9,0,0,0,0,0,0,0,0,0,0,96557,0,0,0,0,0
40202,9,0,0,0,0,0,0,0,0,0,0,96558,0,0,0,0,0
40203,9,0,0,0,0,0,0,0,0,0,0,96559,0,0,0,0,0
40204,9,0,0,0,0,0,0,0,0,0,0,96560,0,0,0,0,0
40205,1,0,0,0,0,0,0,0,0,0,0,96561,0,0,0,0,0
40206,1,0,0,0,0,0,0,0,0,0,0,96567,0,0,0,0,0
40207,1,0,0,0,0,0,0,0,0,0,0,96568,0,0,0,0,0
40208,1,0,0,0,0,0,0,0,0,0,0,96571,0,0,0,0,0
40209,1,0,0,0,0,0,0,0,0,0,0,96573,0,0,0,0,0
40210,1,0,0,0,0,0,0,0,0,0,0,96575,0,0,0,0,0
40211,1,0,0,0,0,0,0,0,0,0,0,96576,0,0,0,0,0
40212,3,0,0,0,0,0,0,0,0,0,0,96607,0,0,0,0,0
40213,9,0,0,0,0,0,0,0,0,0,0,96608,0,0,0,0,0
40214,9,0,0,0,0,0,0,0,0,0,0,96609,0,0,0,0,0
40215,3,0,0,0,0,0,0,0,0,0,0,96633,0,0,0,0,0
40216,3,0,0,0,0,0,0,0,0,0,0,96642,0,0,0,0,0
40217,3,0,0,0,0,0,0,0,0,0,0,96651,0,0,0,0,0
40218,3,0,0,0,0,0,0,0,0,0,0,96653,0,0,0,0,0
40219,3,0,0,0,0,0,0,0,0,0,0,96654,0,0,0,0,0
40220,3,0,0,0,0,0,0,0,0,0,0,96655,0,0,0,0,0
40221,3,0,0,0,0,0,0,0,0,0,0,96656,0,0,0,0,0
40222,3,0,0,0,0,0,0,0,0,0,0,96658,0,0,0,0,0
40223,3,0,0,0,0,0,0,0,0,0,0,96660,0,0,0,0,0
40224,3,0,0,0,0,0,0,0,0,0,0,96662,0,0,0,0,0
40225,1,0,0,0,0,0,0,0,0,0,0,96663,0,0,0,0,0
40226,3,0,0,0,0,0,0,0,0,0,0,96665,0,0,0,0,0
40227,3,0,0,0,0,0,0,0,0,0,0,96667,0,0,0,0,0
40228,3,0,0,0,0,0,0,0,0,0,0,96669,0,0,0,0,0
40229,3,0,0,0,0,0,0,0,0,0,0,96670,0,0,0,0,0
40230,3,0,0,0,0,0,0,0,0,0,0,96673,0,0,0,0,0
40231,3,0,0,0,0,0,0,0,0,0,0,96675,0,0,0,0,0
40232,3,0,0,0,0,0,0,0,0,0,0,96676,0,0,0,0,0
40233,3,0,0,0,0,0,0,0,0,0,0,96678,0,0,0,0,0
40234,3,0,0,0,0,0,0,0,0,0,0,96680,0,0,0,0,0
40235,3,0,0,0,0,0,0,0,0,0,0,96682,0,0,0,0,0
40236,3,0,0,0,0,0,0,0,0,0,0,96689,0,0,0,0,0
40237,3,0,0,0,0,0,0,0,0,0,0,96691,0,0,0,0,0
40238,3,0,0,0,0,0,0,0,0,0,0,96693,0,0,0,0,0
40239,9,0,0,0,0,0,0,0,0,0,0,96696,0,0,0,0,0
40240,9,0,0,0,0,0,0,0,0,0,0,96697,0,0,0,0,0
40241,3,0,0,0,0,0,0,0,0,0,0,96707,0,0,0,0,0
40242,3,0,0,0,0,0,0,0,0,0,0,96708,0,0,0,0,0
40243,3,0,0,0,0,0,0,0,0,0,0,96714,0,0,0,0,0
40244,3,0,0,0,0,0,0,0,0,0,0,96715,0,0,0,0,0
40245,3,0,0,0,0,0,0,0,0,0,0,96716,0,0,0,0,0
40246,3,0,0,0,0,0,0,0,0,0,0,96717,0,0,0,0,0
40247,3,0,0,0,0,0,0,0,0,0,0,96741,0,0,0,0,0
40248,3,0,0,0,0,0,0,0,0,0,0,96742,0,0,0,0,0
40249,3,0,0,0,0,0,0,0,0,0,0,96747,0,0,0,0,0
40250,3,0,0,0,0,0,0,0,0,0,0,96749,0,0,0,0,0
40251,3,0,0,0,0,0,0,0,0,0,0,96750,0,0,0,0,0
