ID,GarrMechanicID,GarrMechanicSetID,GarrEncounterID
511,16,0,321
512,10,0,322
513,16,0,323
514,12,0,324
515,16,0,325
516,12,0,325
517,35,0,326
518,36,0,326
519,9,0,327
520,18,0,327
522,35,0,328
523,16,0,329
524,18,0,329
525,9,0,330
526,35,0,330
527,35,0,331
528,36,0,331
529,10,0,332
530,18,0,332
531,17,0,333
532,16,0,333
533,17,0,334
534,16,0,334
535,17,0,335
536,16,0,335
537,17,0,336
538,18,0,336
541,12,0,338
543,38,0,338
544,38,0,246
545,16,0,339
546,35,0,339
547,17,0,340
549,10,0,341
550,35,0,341
551,12,0,342
552,36,0,342
553,36,0,343
554,17,0,344
555,38,0,344
556,10,0,345
557,35,0,345
558,12,0,346
559,18,0,346
560,16,0,347
561,18,0,347
562,17,0,348
563,16,0,348
564,17,0,349
566,35,0,350
567,36,0,350
568,36,0,351
569,38,0,351
570,17,0,352
571,16,0,352
572,10,0,353
574,9,0,354
575,35,0,354
576,17,0,355
577,18,0,355
578,12,0,356
579,38,0,356
580,17,0,357
581,35,0,357
583,36,0,358
584,16,0,359
585,38,0,359
586,16,0,360
587,35,0,360
588,10,0,361
589,12,0,361
590,10,0,362
591,36,0,362
592,12,0,363
593,38,0,363
594,10,0,364
595,17,0,364
596,16,0,365
597,35,0,365
598,17,0,366
599,16,0,366
601,18,0,367
604,10,0,370
605,12,0,371
606,38,0,79
607,38,0,81
608,38,0,103
609,38,0,104
610,38,0,123
611,38,0,135
613,38,0,166
615,38,0,189
616,38,0,193
617,38,0,201
618,38,0,221
619,38,0,225
620,38,0,244
621,38,0,249
622,38,0,264
623,38,0,272
624,38,0,283
625,38,0,328
626,16,0,337
627,38,0,337
628,38,0,340
629,38,0,349
630,38,0,353
631,38,0,358
632,36,0,368
633,38,0,368
634,9,0,66
635,9,0,70
636,9,0,78
637,9,0,170
638,9,0,150
639,9,0,138
641,12,0,372
642,12,0,373
643,12,0,374
644,16,0,374
645,18,0,375
646,10,0,376
647,36,0,376
648,9,0,377
655,12,0,386
660,12,0,392
668,9,0,396
671,9,0,400
679,12,0,404
680,16,0,404
681,17,0,404
682,10,0,405
683,18,0,405
684,17,0,405
685,35,0,406
686,36,0,220
687,36,0,407
688,18,0,408
689,12,0,409
690,17,0,409
691,10,0,414
692,12,0,415
694,17,0,416
695,10,0,384
696,10,0,402
697,17,0,391
698,17,0,383
699,16,0,397
700,16,0,390
701,18,0,399
702,18,0,403
703,35,0,398
704,35,0,401
705,36,0,385
706,36,0,393
707,38,0,394
708,38,0,387
709,12,0,395
710,12,0,388
711,10,0,389
712,10,0,417
713,35,0,418
714,12,0,419
715,35,0,420
716,16,0,421
717,17,0,422
718,18,0,423
719,36,0,424
720,9,0,425
721,17,0,426
722,12,0,427
723,35,0,428
724,36,0,429
725,12,0,430
726,10,0,431
727,18,0,432
728,38,0,433
729,18,0,434
730,35,0,435
731,10,0,436
732,9,0,437
733,10,0,438
734,16,0,439
735,38,0,440
736,35,0,441
737,36,0,442
738,35,0,443
740,12,0,445
741,17,0,446
742,18,0,447
744,35,0,448
745,16,0,449
746,12,0,450
748,35,0,451
751,10,0,453
753,18,0,454
754,12,0,455
758,38,0,457
760,35,0,458
762,9,0,459
766,17,0,460
768,18,0,461
771,12,0,463
776,16,0,465
778,36,0,466
779,17,0,466
781,36,0,468
782,35,0,468
784,12,0,469
785,17,0,469
787,16,0,471
788,17,0,471
790,36,0,472
791,18,0,473
792,12,0,474
795,36,0,475
797,10,0,476
799,35,0,477
801,18,0,478
802,16,0,478
803,16,0,448
804,18,0,451
805,9,0,452
806,12,0,453
807,36,0,454
808,10,0,456
809,17,0,457
810,16,0,460
811,35,0,460
812,17,0,461
813,10,0,462
814,38,0,463
816,16,0,463
818,10,0,465
819,36,0,464
820,12,0,466
821,9,0,467
823,35,0,470
824,12,0,472
825,17,0,472
826,17,0,474
827,12,0,475
828,17,0,475
829,9,0,477
830,12,0,478
831,10,0,99
832,9,0,367
833,18,0,167
835,16,0,481
836,35,0,481
837,9,0,481
839,10,0,482
841,36,0,482
842,35,0,482
844,38,0,483
845,9,0,483
846,10,0,483
848,17,0,484
849,35,0,484
850,38,0,484
856,35,0,485
858,38,0,485
860,12,0,486
861,16,0,486
862,38,0,486
863,18,0,487
864,38,0,488
866,33,0,489
867,16,0,489
871,12,0,491
876,9,0,493
877,17,0,492
882,16,0,494
883,35,0,495
884,12,0,490
887,16,0,496
888,17,0,496
889,38,0,497
890,10,0,497
891,36,0,498
892,18,0,498
893,12,0,499
894,16,0,499
895,10,0,500
896,17,0,500
897,17,0,501
898,38,0,501
899,9,0,502
900,18,0,502
901,16,0,503
902,18,0,503
903,9,0,504
904,35,0,504
905,10,0,505
906,12,0,505
907,16,0,505
908,17,0,505
909,36,0,505
910,38,0,505
911,12,0,506
912,18,0,94
913,18,0,444
914,18,0,507
915,12,0,507
916,16,0,508
917,10,0,508
918,35,0,511
919,16,0,511
920,10,0,512
921,12,0,513
922,38,0,513
923,17,0,514
924,18,0,514
925,10,0,515
926,35,0,516
927,16,0,516
929,17,0,517
930,12,0,517
931,17,0,518
932,16,0,518
933,10,0,518
934,10,0,519
935,12,0,519
936,38,0,519
937,17,0,520
938,10,0,521
939,16,0,522
940,12,0,497
941,35,0,501
942,17,0,504
943,35,0,505
944,17,0,523
945,16,0,523
946,10,0,524
947,12,0,524
948,16,0,524
954,44,0,525
955,45,0,525
956,46,0,525
957,47,0,525
958,48,0,525
959,61,0,528
960,49,0,528
961,52,0,529
976,61,0,540
978,61,0,541
985,51,0,543
987,53,0,544
988,50,0,545
990,58,0,539
991,58,0,546
992,61,0,539
993,58,0,547
994,61,0,547
995,55,0,547
996,61,0,548
997,59,0,548
998,56,0,548
1001,59,0,551
1002,59,0,552
1014,59,0,540
1015,54,0,541
1016,58,0,561
1017,58,0,562
1018,55,0,562
1019,58,0,563
1020,56,0,563
1021,58,0,564
1022,57,0,564
1023,58,0,565
1024,60,0,565
1025,58,0,566
1026,61,0,566
1027,58,0,567
1028,55,0,567
1029,56,0,567
1030,58,0,568
1031,55,0,568
1032,57,0,568
1033,58,0,569
1034,55,0,569
1035,60,0,569
1036,58,0,570
1037,55,0,570
1038,61,0,570
1039,58,0,571
1040,56,0,571
1041,57,0,571
1042,58,0,572
1043,56,0,572
1044,60,0,572
1045,58,0,573
1046,56,0,573
1047,61,0,573
1048,58,0,574
1049,57,0,574
1050,60,0,574
1051,58,0,575
1052,57,0,575
1053,61,0,575
1054,58,0,576
1055,60,0,576
1056,61,0,576
1057,59,0,577
1058,59,0,578
1059,55,0,578
1060,59,0,579
1061,56,0,579
1062,59,0,580
1063,57,0,580
1064,59,0,581
1065,60,0,581
1066,59,0,582
1067,61,0,582
1068,59,0,583
1069,55,0,583
1070,56,0,583
1071,59,0,584
1072,55,0,584
1073,57,0,584
1074,59,0,585
1075,55,0,585
1076,60,0,585
1077,59,0,586
1078,55,0,586
1079,61,0,586
1080,59,0,587
1081,56,0,587
1082,57,0,587
1083,59,0,588
1084,56,0,588
1085,60,0,588
1086,59,0,589
1087,56,0,589
1088,61,0,589
1089,59,0,590
1090,57,0,590
1091,60,0,590
1092,59,0,591
1093,57,0,591
1094,61,0,591
1095,59,0,592
1096,60,0,592
1097,61,0,592
1098,49,0,593
1099,49,0,594
1100,55,0,594
1101,49,0,595
1102,56,0,595
1103,49,0,596
1104,57,0,596
1105,49,0,597
1106,60,0,597
1107,49,0,598
1108,61,0,598
1109,49,0,599
1110,55,0,599
1111,56,0,599
1112,49,0,600
1113,55,0,600
1114,57,0,600
1115,49,0,601
1116,55,0,601
1117,60,0,601
1118,49,0,602
1119,55,0,602
1120,61,0,602
1121,49,0,603
1122,56,0,603
1123,57,0,603
1124,49,0,604
1125,56,0,604
1126,60,0,604
1127,49,0,605
1128,56,0,605
1129,61,0,605
1130,49,0,606
1131,57,0,606
1132,60,0,606
1133,49,0,607
1134,57,0,607
1135,61,0,607
1136,49,0,608
1137,60,0,608
1138,61,0,608
1139,54,0,609
1140,54,0,610
1141,55,0,610
1142,54,0,611
1143,56,0,611
1144,54,0,612
1145,57,0,612
1146,54,0,613
1147,60,0,613
1148,54,0,614
1149,61,0,614
1150,54,0,615
1151,55,0,615
1152,56,0,615
1153,54,0,616
1154,55,0,616
1155,57,0,616
1156,54,0,617
1157,55,0,617
1158,60,0,617
1159,54,0,618
1160,55,0,618
1161,61,0,618
1162,54,0,619
1163,56,0,619
1164,57,0,619
1165,54,0,620
1166,56,0,620
1167,60,0,620
1168,54,0,621
1169,56,0,621
1170,61,0,621
1171,54,0,622
1172,57,0,622
1173,60,0,622
1174,54,0,623
1175,57,0,623
1176,61,0,623
1177,54,0,624
1178,60,0,624
1179,61,0,624
1180,54,0,625
1181,60,0,625
1182,61,0,625
1183,64,0,626
1184,54,0,627
1185,56,0,627
1186,61,0,627
1187,53,0,628
1188,50,0,629
1189,49,0,630
1191,60,0,630
1192,50,0,631
1193,64,0,632
1194,64,0,633
1195,49,0,634
1196,59,0,635
1198,54,0,637
1199,58,0,638
1202,49,0,641
1203,64,0,643
1204,49,0,644
1205,49,0,645
1206,60,0,645
1207,49,0,646
1208,55,0,646
1209,49,0,647
1210,61,0,647
1211,49,0,648
1212,56,0,648
1213,57,0,648
1214,49,0,649
1215,57,0,649
1216,49,0,650
1217,56,0,650
1218,61,0,650
1219,49,0,651
1220,56,0,651
1221,60,0,651
1222,58,0,652
1223,58,0,653
1224,60,0,653
1225,58,0,654
1226,57,0,654
1227,58,0,655
1229,55,0,655
1230,58,0,656
1231,61,0,656
1232,58,0,657
1233,55,0,657
1234,57,0,657
1235,58,0,658
1236,55,0,658
1237,59,0,659
1238,59,0,660
1239,55,0,660
1240,59,0,661
1241,61,0,661
1242,59,0,662
1243,56,0,662
1244,57,0,662
1245,59,0,663
1246,56,0,663
1247,61,0,663
1248,59,0,664
1249,56,0,664
1250,60,0,664
1251,54,0,665
1252,55,0,665
1253,54,0,666
1254,54,0,667
1255,60,0,667
1256,54,0,668
1257,60,0,668
1258,61,0,668
1259,54,0,669
1260,57,0,669
1261,54,0,670
1262,61,0,670
1263,49,0,671
1264,56,0,671
1265,61,0,671
1266,49,0,672
1267,56,0,672
1268,60,0,672
1269,49,0,673
1270,56,0,673
1271,57,0,673
1272,49,0,674
1273,61,0,674
1274,49,0,675
1275,60,0,675
1276,49,0,676
1277,57,0,676
1278,49,0,677
1279,55,0,677
1280,49,0,678
1281,54,0,679
1282,56,0,679
1283,57,0,679
1284,54,0,680
1285,61,0,680
1286,54,0,681
1287,60,0,681
1288,54,0,682
1289,57,0,682
1290,54,0,683
1291,55,0,683
1292,54,0,684
1293,59,0,685
1294,56,0,685
1295,61,0,685
1296,59,0,686
1297,56,0,686
1298,60,0,686
1299,59,0,687
1300,56,0,687
1301,57,0,687
1302,59,0,688
1303,61,0,688
1304,59,0,689
1305,55,0,689
1306,59,0,690
1307,58,0,691
1308,56,0,691
1309,60,0,691
1310,58,0,692
1311,56,0,692
1312,57,0,692
1313,58,0,693
1314,61,0,693
1315,58,0,694
1316,60,0,694
1317,58,0,695
1318,57,0,695
1319,58,0,696
1320,55,0,696
1321,58,0,697
1328,57,0,629
1329,57,0,631
1330,61,0,631
1331,59,0,700
1332,56,0,700
1333,66,0,700
1334,64,0,701
1335,49,0,636
1336,58,0,702
1337,54,0,703
1338,54,0,712
1339,55,0,712
1341,54,0,713
1342,55,0,713
1344,49,0,714
1345,57,0,714
1346,54,0,715
1348,54,0,716
1349,57,0,716
1350,49,0,736
1351,55,0,736
1352,59,0,737
1353,55,0,737
1355,59,0,738
1356,57,0,738
1358,49,0,739
1359,60,0,739
1360,66,0,737
1361,66,0,738
1362,66,0,736
1363,66,0,714
1364,66,0,739
1365,66,0,712
1366,66,0,713
1367,66,0,716
1368,66,0,715
1369,60,0,715
1370,10,0,704
1371,12,0,705
1372,17,0,706
1374,9,0,707
1375,16,0,708
1376,38,0,708
1377,18,0,709
1378,35,0,709
1379,18,0,710
1380,36,0,711
1381,35,0,717
1382,36,0,717
1383,38,0,717
1384,16,0,718
1385,17,0,719
1386,9,0,719
1387,35,0,720
1388,10,0,721
1389,36,0,721
1390,12,0,722
1391,38,0,723
1392,16,0,723
1393,12,0,724
1394,10,0,725
1395,18,0,725
1396,9,0,726
1397,17,0,727
1398,10,0,727
1399,18,0,727
1402,16,0,729
1403,12,0,729
1404,38,0,729
1405,17,0,728
1406,9,0,730
1407,18,0,730
1408,12,0,731
1409,38,0,731
1410,35,0,732
1411,36,0,732
1412,38,0,733
1413,9,0,733
1414,10,0,733
1415,12,0,734
1416,16,0,734
1417,36,0,735
1418,9,0,735
1419,38,0,735
1420,18,0,734
1421,15,0,742
1422,15,0,741
1423,15,0,740
1424,2,0,743
1425,2,0,744
1426,2,0,745
1427,34,0,746
1428,34,0,747
1429,34,0,748
1430,39,0,749
1431,39,0,750
1432,39,0,751
1433,11,0,752
1434,11,0,753
1435,11,0,754
1436,42,0,755
1437,42,0,756
1438,42,0,757
1439,41,0,758
1440,41,0,759
1441,41,0,760
1442,33,0,761
1443,33,0,762
1444,33,0,763
1445,43,0,764
1446,43,0,765
1447,43,0,766
1448,40,0,767
1449,40,0,768
1450,40,0,769
1451,10,0,740
1452,12,0,740
1453,17,0,741
1454,9,0,741
1455,16,0,742
1456,38,0,742
1457,35,0,744
1458,18,0,744
1459,36,0,745
1460,17,0,745
1461,12,0,743
1462,38,0,743
1463,10,0,746
1464,16,0,746
1465,36,0,747
1466,18,0,747
1467,9,0,748
1468,35,0,748
1469,35,0,749
1470,9,0,749
1471,17,0,750
1472,18,0,750
1473,12,0,751
1474,16,0,751
1475,10,0,752
1476,36,0,752
1477,38,0,753
1478,10,0,753
1479,12,0,754
1480,36,0,754
1481,17,0,755
1482,35,0,755
1483,9,0,756
1484,18,0,756
1485,16,0,757
1490,17,0,757
1491,9,0,758
1492,12,0,758
1493,17,0,759
1494,10,0,759
1495,18,0,760
1496,35,0,760
1497,36,0,761
1498,38,0,761
1499,10,0,762
1500,35,0,762
1501,12,0,763
1502,18,0,763
1503,17,0,764
1504,16,0,764
1505,9,0,765
1506,38,0,765
1507,16,0,766
1508,36,0,766
1509,18,0,767
1510,9,0,767
1511,35,0,768
1512,17,0,768
1513,36,0,769
1514,12,0,769
1515,61,0,542
1516,55,0,542
1517,59,0,770
1518,57,0,770
1519,59,0,771
1520,60,0,771
1521,59,0,772
1522,56,0,772
1523,49,0,773
1524,56,0,773
1525,59,0,774
1527,60,0,774
1528,59,0,775
1529,57,0,775
1530,59,0,776
1531,56,0,776
1532,49,0,777
1533,56,0,777
1534,58,0,778
1536,56,0,778
1537,58,0,779
1538,55,0,779
1539,56,0,779
1540,58,0,780
1541,56,0,780
1542,57,0,780
1543,58,0,781
1544,56,0,781
1545,61,0,781
1546,58,0,782
1547,55,0,782
1548,61,0,782
1549,58,0,783
1550,56,0,783
1551,60,0,783
1552,58,0,784
1555,58,0,785
1557,57,0,785
1558,58,0,786
1560,60,0,786
1561,61,0,786
1562,61,0,785
1563,57,0,784
1564,60,0,784
1565,60,0,655
1566,54,0,787
1567,56,0,787
1568,54,0,788
1569,56,0,788
1570,57,0,788
1571,54,0,789
1572,56,0,789
1573,60,0,789
1574,54,0,790
1575,56,0,790
1576,61,0,790
1577,54,0,791
1578,55,0,791
1579,56,0,791
1580,54,0,792
1581,55,0,792
1582,57,0,792
1583,54,0,793
1584,55,0,793
1585,60,0,793
1586,54,0,794
1587,55,0,794
1588,61,0,794
1589,54,0,795
1590,57,0,795
1591,60,0,795
1592,54,0,796
1593,57,0,796
1594,61,0,796
1595,59,0,797
1596,55,0,797
1597,56,0,797
1598,59,0,798
1599,55,0,798
1600,57,0,798
1601,59,0,799
1602,55,0,799
1603,60,0,799
1604,59,0,800
1605,55,0,800
1606,61,0,800
1607,59,0,801
1608,57,0,801
1609,60,0,801
1610,59,0,802
1611,57,0,802
1612,61,0,802
1613,59,0,803
1614,60,0,803
1615,61,0,803
1616,49,0,804
1617,55,0,804
1618,56,0,804
1619,49,0,805
1620,55,0,805
1621,57,0,805
1622,49,0,806
1623,55,0,806
1624,60,0,806
1625,49,0,807
1626,55,0,807
1627,61,0,807
1628,49,0,808
1629,57,0,808
1630,60,0,808
1631,49,0,809
1632,57,0,809
1633,61,0,809
1634,49,0,810
1635,60,0,810
1636,61,0,810
1637,54,0,811
1638,56,0,811
1639,60,0,811
1640,54,0,812
1641,56,0,812
1642,61,0,812
1643,54,0,813
1644,55,0,813
1645,56,0,813
1646,54,0,814
1647,55,0,814
1648,57,0,814
1649,54,0,815
1650,55,0,815
1651,60,0,815
1652,54,0,816
1653,55,0,816
1654,61,0,816
1655,54,0,817
1656,57,0,817
1657,60,0,817
1658,54,0,818
1659,57,0,818
1660,61,0,818
1661,54,0,819
1662,60,0,819
1663,61,0,819
1664,58,0,820
1665,56,0,820
1666,61,0,820
1667,58,0,821
1668,55,0,821
1669,56,0,821
1670,58,0,822
1671,55,0,822
1672,57,0,822
1673,58,0,823
1674,55,0,823
1675,60,0,823
1676,58,0,824
1677,55,0,824
1678,61,0,824
1679,58,0,825
1680,57,0,825
1681,60,0,825
1682,58,0,826
1683,57,0,826
1684,61,0,826
1685,58,0,827
1686,60,0,827
1687,61,0,827
1688,59,0,828
1689,55,0,828
1690,56,0,828
1691,59,0,829
1692,55,0,829
1693,57,0,829
1694,59,0,830
1695,55,0,830
1696,60,0,830
1697,59,0,831
1698,55,0,831
1699,61,0,831
1700,59,0,832
1701,57,0,832
1702,60,0,832
1703,59,0,833
1704,57,0,833
1705,61,0,833
1706,59,0,834
1707,60,0,834
1708,61,0,834
1709,49,0,835
1710,55,0,835
1711,56,0,835
1712,49,0,836
1713,55,0,836
1714,57,0,836
1715,49,0,837
1716,55,0,837
1717,60,0,837
1718,49,0,838
1719,55,0,838
1720,61,0,838
1721,49,0,839
1722,57,0,839
1723,60,0,839
1724,49,0,840
1725,57,0,840
1726,61,0,840
1727,49,0,841
1728,60,0,841
1729,61,0,841
1730,58,0,842
1731,56,0,842
1732,54,0,843
1733,56,0,843
1734,56,0,630
1736,56,0,844
1737,57,0,844
1738,64,0,845
1739,54,0,844
1885,89,0,905
1886,88,0,906
1915,100,0,921
1967,98,0,935
1968,96,0,939
1969,97,0,940
1970,98,0,941
1971,94,0,942
1972,99,0,943
1973,87,0,944
1974,113,0,945
1977,116,0,948
1978,102,0,949
1979,109,0,950
1980,112,0,951
1981,103,0,952
1982,108,0,953
1983,104,0,954
1984,105,0,955
1986,117,0,956
1987,118,0,957
1988,119,0,958
1991,94,0,961
1994,104,0,963
1996,96,0,962
1997,87,0,964
1999,102,0,966
2005,87,0,972
2006,0,9,973
2013,108,0,980
2014,97,0,981
2015,94,0,982
2016,99,0,983
2017,96,0,984
2018,87,0,985
2040,120,0,1005
2056,96,0,1018
2057,97,0,1019
2059,121,0,1020
2060,97,0,1021
2061,96,0,1022
2062,94,0,1023
2070,0,12,1031
2075,87,0,1036
2082,0,2,1027
2083,0,2,1037
2086,0,2,1034
2087,0,2,1032
2089,0,8,1033
2091,0,8,1038
2092,0,3,1025
2093,0,8,1040
2094,0,8,1035
2095,0,9,1028
2096,87,0,1050
2098,0,2,1045
2099,0,8,1046
2100,0,9,1047
2101,0,2,1043
2102,0,11,1044
2103,0,2,1041
2104,0,11,1042
2105,0,2,1048
2107,0,2,1051
2108,0,11,1052
2109,0,10,1053
2110,97,0,1054
2133,94,0,1063
2136,0,2,1084
2138,0,2,1079
2139,0,12,1080
2140,0,10,1081
2141,0,2,1082
2142,0,11,1083
2143,0,2,1076
2144,0,8,1077
2145,0,7,1078
2146,0,2,1074
2147,0,8,1075
2149,0,2,1071
2150,0,8,1065
2151,0,9,1066
2152,0,2,1069
2153,0,9,1070
2154,0,2,1067
2155,0,8,1068
2156,0,2,1064
2157,97,0,1085
2159,97,0,1072
2160,0,7,1073
2162,98,0,1055
2163,116,0,1056
2164,96,0,968
2165,113,0,967
2166,97,0,971
2167,98,0,969
2168,0,8,970
2169,96,0,976
2170,0,8,977
2171,97,0,974
2172,0,8,975
2173,96,0,978
2174,0,10,979
2175,97,0,1057
2176,0,11,1058
2177,98,0,1059
2178,0,12,1060
2179,97,0,1061
2180,108,0,1049
2181,96,0,1029
2182,0,11,1030
2183,109,0,1087
2205,104,0,1137
2209,0,2,1089
2210,0,2,1090
2211,0,2,1015
2212,0,2,883
2213,0,2,881
2214,0,2,880
2215,0,2,865
2216,0,2,866
2217,0,2,1091
2218,0,2,1103
2219,0,2,1092
2220,0,2,1093
2221,0,2,888
2222,0,2,911
2223,0,2,856
2224,0,2,901
2225,0,2,1094
2226,0,2,1095
2227,0,2,870
2228,0,2,874
2229,0,2,1096
2230,0,2,861
2231,0,2,919
2233,0,2,900
2234,0,2,917
2235,0,2,1098
2236,0,2,1009
2237,0,2,897
2238,0,2,887
2239,0,2,1016
2240,0,2,875
2241,0,2,1012
2242,0,2,1099
2243,0,2,867
2244,0,2,923
2245,0,2,933
2246,0,2,1006
2247,0,2,1100
2248,0,2,882
2249,0,2,1101
2250,0,2,1102
2259,0,5,1139
2264,0,5,918
2266,0,3,863
2267,0,3,872
2268,0,3,873
2269,0,3,924
2270,0,3,868
2271,0,3,871
2272,0,3,878
2273,0,3,879
2274,0,3,877
2275,0,3,860
2276,0,3,899
2277,0,3,898
2278,0,3,862
2279,0,3,876
2280,0,3,864
2281,0,3,884
2282,0,3,885
2283,0,3,886
2284,0,3,902
2285,0,3,912
2286,0,3,1116
2287,0,3,1117
2288,0,3,1105
2289,0,3,1118
2290,0,3,1014
2291,0,3,1010
