ID,ParamA,ParamB,CurveID,SrcValType,SrcVal,DstValType,DstVal,EntryType,Style,SrcType,DstType
85,0,0,0,1,-1,1,-1,0,0,2,-1
86,1,0,0,1,-1,1,-1,2,5,-1,-1
87,0,0,0,1,-1,1,34,1,10,2,1
89,0,0,0,1,19,0,0,0,0,0,-1
90,0,0,0,1,19,0,0,2,12,0,-1
92,0,0,0,1,19,1,-1,0,0,0,-1
93,0,0,0,1,-1,1,-1,2,14,0,-1
94,0,0,0,1,19,1,-1,0,0,0,-1
95,1,0,0,1,-1,1,-1,2,5,-1,-1
293,0,0,0,1,-1,1,-1,1,0,-1,-1
322,0,0,0,1,1,1,-1,0,5,0,0
364,1,0,0,1,-1,1,-1,2,5,-1,-1
365,0,0,0,1,-1,1,-1,1,0,-1,-1
366,0,0,0,1,-1,1,-1,0,0,2,-1
374,1,0,0,1,-1,1,-1,2,5,-1,-1
375,0,0,0,1,-1,1,-1,1,0,-1,-1
376,0,0,0,1,19,1,-1,0,0,0,-1
377,1,0,0,1,-1,1,-1,2,5,-1,-1
378,0,0,0,1,-1,1,-1,1,0,-1,-1
379,0,0,0,1,18,1,-1,0,0,0,-1
458,0,0,0,1,-1,1,-1,0,0,2,-1
718,0,0,0,1,-1,1,-1,1,0,-1,-1
719,0,0,0,1,-1,0,0,1,12,0,-1
798,0,0,0,0,0,0,0,1,4,-1,-1
799,600,0.4,0,1,53,0,0,0,6,0,-1
937,0,0,0,1,-1,1,-1,0,8,0,-1
938,0,0,0,1,-1,1,-1,0,9,0,-1
1155,0,0,0,1,55,0,0,0,0,0,-1
3607,0,0,0,1,-1,0,0,2,14,0,-1
3608,0,0,0,0,0,0,0,1,0,-1,-1
3609,0,0,0,1,19,0,0,0,0,0,-1
5666,0,0,0,1,-1,0,0,0,0,4,-1
5734,0,0,0,1,22,0,0,0,0,0,-1
5735,0,0,0,1,22,0,0,0,0,0,-1
5736,0,1,0,2,2530,2,2531,0,2,3,3
5737,0,10,0,2,2533,2,2534,0,2,3,3
5738,0,0,0,1,19,0,0,0,0,0,-1
5739,0,0,0,1,19,0,0,0,0,0,-1
5740,0,0,0,1,19,0,0,0,0,0,-1
5741,0,0,0,1,19,0,0,0,0,0,-1
5742,0,1,0,2,2535,2,2536,0,2,3,3
5751,0,0,0,0,0,0,0,2,1,-1,-1
5752,0,0,0,1,19,0,0,1,12,0,-1
5753,0,0,0,0,0,0,0,0,0,0,-1
5754,0,0,0,2,2542,0,0,0,0,3,-1
5755,0,0,0,2,2542,0,0,0,0,3,-1
5759,0,0,0,1,19,0,0,0,0,0,-1
5760,0,0,0,1,19,0,0,0,0,0,-1
5761,0,1,0,2,2547,2,2546,1,3,3,3
5762,0,0,0,1,19,0,0,0,0,0,-1
5764,0,0,0,1,22,0,0,0,0,0,-1
5765,0,0,0,1,22,0,0,0,0,0,-1
5766,0,1,0,2,2549,2,2550,0,2,3,3
5797,1,0,0,0,0,0,0,2,5,-1,-1
5798,0,0,0,1,19,0,0,1,1,0,-1
5799,0.5,0,0,1,16,1,15,0,1,0,0
5812,0,1,0,2,2535,2,2536,0,2,3,3
5813,0,1,0,2,2535,2,2536,0,2,3,3
5887,0,5,0,2,2603,2,2604,0,2,3,3
5888,0,0,0,1,19,0,0,0,0,0,-1
5889,0,0,0,1,19,0,0,0,0,0,-1
5914,0,0,0,0,0,0,0,2,1,-1,-1
5915,45,0,0,1,19,0,0,1,16,0,-1
5916,0,0,0,1,19,0,0,0,11,0,-1
6245,0,0,0,1,19,0,0,0,0,0,-1
6278,1,1,0,0,0,0,0,2,13,0,-1
6279,0,0,0,0,0,0,0,1,0,-1,-1
6280,0,0,0,0,0,0,0,0,0,0,-1
6281,1,2,0,0,0,0,0,2,13,0,-1
6282,0,0,0,0,0,0,0,1,0,-1,-1
6283,0,0,0,0,0,0,0,0,0,0,-1
6284,0,0,0,1,19,0,0,0,0,0,-1
6746,0,0,0,0,0,0,0,2,1,-1,-1
6747,0,0,0,0,0,0,0,1,0,-1,-1
6748,0,0,0,2,1,0,0,0,11,3,-1
6795,50,3,0,1,20,0,0,0,6,0,-1
6796,1,160,0,1,20,0,0,1,15,0,-1
6874,0,0,0,1,19,0,0,0,0,0,-1
6875,0,0,0,1,19,0,0,1,16,0,-1
6911,1,160,0,1,20,0,0,1,15,0,-1
6912,50,3,0,1,20,0,0,0,6,0,-1
6918,0,0,0,0,0,0,0,1,16,0,-1
6919,0,0,0,1,34,0,0,0,0,0,-1
6930,25,180,0,1,19,1,19,1,3,0,0
6931,15,2,0,1,19,0,0,0,6,0,-1
6964,0,0,0,1,19,1,19,1,10,0,0
6965,50,3,0,1,19,1,19,0,3,0,0
6972,0,0,0,1,19,0,0,0,0,0,-1
6973,0,0,0,1,19,0,0,0,0,0,-1
6974,0,10,0,2,3052,2,3053,0,2,3,3
6978,0,0,0,1,19,0,0,0,0,0,-1
6979,0,0,0,1,19,0,0,0,0,0,-1
6980,0,10,0,2,3056,2,3057,0,2,3,3
6999,0,0,0,1,19,0,0,0,0,0,-1
7134,0,0,0,1,21,0,0,0,0,0,-1
7135,0,0,0,1,21,0,0,0,0,0,-1
7136,0,1,0,2,3122,2,3123,0,2,3,3
7161,0,1,0,2,3135,2,3136,0,2,3,3
7162,0,0,0,1,20,0,0,0,0,0,-1
7163,0,0,0,1,19,0,0,0,0,0,-1
7164,0,1,0,2,3138,2,3139,0,2,3,3
7165,0,0,0,1,19,0,0,0,0,0,-1
7166,0,0,0,1,19,0,0,0,0,0,-1
7256,0,0,0,1,19,0,0,0,0,0,-1
7257,0,0,0,1,19,0,0,0,0,0,-1
7258,0,1,0,2,3191,2,3192,0,2,3,3
7259,1,0,0,0,0,0,0,2,5,-1,-1
7260,0,0,0,0,0,0,0,1,10,0,0
7261,0,0,0,0,0,0,0,0,0,0,-1
7262,1,0,0,0,0,0,0,2,5,-1,-1
7263,0,0,0,0,0,0,0,1,10,0,0
7264,0,0,0,0,0,0,0,0,0,0,-1
7267,0,0,0,1,19,0,0,0,0,0,-1
7268,0,0,0,1,19,0,0,0,0,0,-1
7269,0,1,0,2,3198,2,3197,0,2,3,3
7270,90,0,0,0,0,0,0,1,4,-1,-1
7271,0,0,0,1,19,0,0,0,0,0,-1
7289,1,0,0,0,0,0,0,2,5,-1,-1
7290,0,0,0,0,0,0,0,1,0,-1,-1
7291,0,0,0,1,19,0,0,0,0,0,-1
7344,0,3,0,2,3231,2,3232,0,2,3,3
7345,0,0,0,1,19,0,0,0,0,0,-1
7346,0,0,0,1,19,0,0,0,0,0,-1
7833,0,0,0,1,19,0,0,0,0,0,-1
7834,0,0,0,1,19,0,0,0,11,0,-1
7835,0,1,0,2,3446,2,3447,0,2,3,3
7848,0,0,0,1,12,0,0,1,12,0,-1
7849,0,0,0,1,12,0,0,0,0,0,-1
7888,50,30,0,1,34,0,0,0,6,0,-1
8684,0,0,0,1,19,0,0,0,0,0,-1
8685,0,0,0,1,19,0,0,0,0,1,-1
8722,0,0,0,1,47,0,0,0,0,0,-1
8723,0,0,0,1,20,0,0,1,13,0,-1
8724,0,0,0,1,19,0,0,0,0,0,-1
8772,0,0,0,0,0,0,0,0,12,-1,-1
8773,1,0,0,0,0,0,0,2,5,-1,-1
8774,0,0,0,0,0,0,0,1,0,-1,-1
8775,0,0,0,1,34,0,0,0,0,0,-1
8776,0,0,0,0,0,0,0,1,4,-1,-1
8777,0,0,0,0,0,0,0,1,16,0,-1
8778,0,0,0,1,48,0,0,0,0,0,-1
8779,0,0,0,0,0,0,0,1,16,0,-1
8780,0,0,0,1,47,0,0,0,0,0,-1
8809,0,0,0,1,19,0,0,0,9,0,-1
8810,0,0,0,1,19,0,0,1,16,8,-1
8814,0,0,0,0,0,0,0,1,4,-1,-1
8815,0,0,0,1,21,0,0,0,0,0,-1
8816,0,0,0,0,0,0,0,1,4,-1,-1
8817,0,0,0,1,22,0,0,0,0,0,-1
8853,0,0,0,1,34,2,2488,1,10,0,3
8854,0,0,0,1,34,0,0,0,0,0,-1
8855,0,0,0,1,34,0,0,1,12,0,-1
8856,0,0,0,1,34,0,0,0,0,0,-1
9009,0,0,0,1,19,0,0,0,11,0,-1
9010,0,0,0,1,19,1,19,1,10,0,1
9044,0,0,0,1,48,0,0,1,16,0,-1
9045,0,0,0,1,48,0,0,0,0,0,-1
9046,0,0,0,1,47,0,0,1,16,0,-1
9047,0,0,0,1,47,0,0,0,0,0,-1
9060,0,1,0,2,3999,2,4000,0,2,3,3
9063,0,0,0,1,19,0,0,0,0,0,-1
9066,0,0,0,1,19,0,0,0,0,0,-1
9122,0,0,0,1,22,0,0,0,0,0,-1
9123,0,0,0,1,22,0,0,0,0,0,-1
9124,0,1,0,2,4023,2,4024,0,2,3,3
9149,0,0,0,1,19,0,0,1,1,0,-1
9150,0,0,0,0,0,0,0,0,0,0,-1
9264,0,0,0,1,19,2,2488,1,10,0,3
9265,0,0,0,1,19,0,0,0,0,0,-1
9404,0,0,0,1,-1,1,19,1,10,0,1
9405,0,0,0,1,19,0,0,0,0,2,-1
9424,0,0,0,1,34,0,0,0,0,0,-1
9425,0,0,0,1,34,0,0,0,0,0,-1
9426,0,1,0,2,4152,2,4151,0,2,3,3
9427,0,1,0,1,22,1,21,0,2,0,0
9428,0,1,0,1,21,1,22,0,2,0,0
9429,0.5,0,0,0,0,0,0,2,5,-1,-1
9430,0,0,0,0,0,0,0,1,0,-1,-1
9431,0.5,0,0,0,0,0,0,2,5,-1,-1
9432,0,0,0,0,0,0,0,1,0,-1,-1
9512,0,0,0,0,0,0,0,2,1,-1,-1
9513,0,0,0,1,19,0,0,1,16,0,-1
9514,0,0,0,1,19,0,0,0,11,0,-1
9566,0,0,0,1,19,0,0,1,1,0,-1
9567,0,0,0,1,20,0,0,0,0,0,-1
