ID,QuestID,FactionID,IconFileDataID,TurninPlayerConditionID,BountySetID
235,60408,0,3578419,0,113
236,60411,0,3578419,0,113
237,60422,0,3581873,0,112
238,60427,0,3581873,0,112
239,60431,0,3581873,0,112
240,60432,0,3581873,0,112
241,60441,0,3581877,0,112
242,60444,0,3581877,0,112
243,60446,0,3581877,0,112
244,60448,0,3581877,0,112
245,60463,0,3578435,0,112
246,60417,0,3578436,0,112
247,60370,0,3578436,0,112
248,60365,0,3578436,0,112
249,60375,0,3578436,0,112
250,60378,0,3578436,0,112
251,60389,0,3581874,0,112
252,60394,0,3581874,0,112
253,60397,0,3581874,0,112
254,60399,0,3581874,0,112
255,60401,0,3581875,0,112
256,60406,0,3581875,0,112
257,60409,0,3581875,0,112
258,60410,0,3581875,0,112
260,60458,0,3578415,0,111
261,60457,0,3578426,0,114
262,60452,0,3578426,0,114
263,60454,0,3578415,0,111
264,60459,0,3578416,0,113
265,60455,0,3578416,0,113
266,60460,0,3581876,0,112
267,60456,0,3581876,0,112
268,66524,0,0,0,115
269,70647,0,0,0,118
270,70697,0,0,0,118
271,70722,0,0,0,118
272,70732,0,0,0,118
273,70849,0,0,0,118
274,70851,0,0,0,118
275,70853,0,0,0,118
276,70854,0,0,0,118
277,66551,0,0,0,118
278,66588,0,0,0,118
279,69864,0,0,0,117
280,69895,0,0,0,117
281,67173,0,0,0,117
282,69872,0,0,0,117
287,66970,0,0,0,118
288,69968,0,0,0,118
289,70986,0,0,0,118
290,69873,0,0,0,118
291,69967,0,0,0,118
292,66074,0,0,0,115
293,66076,0,0,0,115
294,66956,0,0,0,115
295,66960,0,0,0,115
296,70648,0,0,0,115
297,70751,0,0,0,115
298,69892,0,0,0,117
299,69885,0,0,0,117
300,69948,0,0,0,117
301,69840,0,0,0,115
302,70698,0,0,0,115
303,70947,0,0,0,115
304,69859,0,0,0,115
305,69868,0,0,0,115
306,69880,0,0,0,115
307,69875,0,0,0,115
316,70213,0,0,0,115
317,69964,0,0,0,115
318,70719,0,0,0,115
319,69667,0,0,0,117
320,69863,0,0,0,117
321,69878,0,0,0,118
322,69857,0,0,0,118
323,69976,0,0,0,118
324,69849,0,0,0,118
325,69886,0,0,0,118
326,69866,0,0,0,118
327,69883,0,0,0,118
328,69874,0,0,0,118
329,70763,0,0,0,118
330,70212,0,0,0,118
331,69839,0,0,0,118
332,70718,0,0,0,118
333,69861,0,0,0,118
334,69854,0,0,0,118
335,69865,0,0,0,118
336,69962,0,0,0,118
337,69882,0,0,0,118
338,69963,0,0,0,118
339,69891,0,0,0,118
340,70071,0,0,0,115
342,70037,0,0,0,115
343,70629,0,0,0,115
344,70639,0,0,0,115
345,70112,0,0,0,115
346,70720,0,0,0,115
347,70787,0,0,0,115
348,70075,0,0,0,115
349,70632,0,0,0,115
350,70079,0,0,0,115
351,70659,0,0,0,115
352,70100,0,0,0,115
353,70110,0,0,0,115
354,70699,0,0,0,115
355,70651,0,0,0,115
356,66070,0,0,0,115
357,64768,0,0,0,115
358,70652,0,0,0,115
359,70660,0,0,0,115
360,70655,0,0,0,115
361,70653,0,0,0,115
362,70658,0,0,0,115
363,70662,0,0,0,115
364,70654,0,0,0,115
365,70661,0,0,0,115
366,70656,0,0,0,115
367,63520,0,0,0,115
368,70649,0,0,0,115
369,70780,0,0,0,115
370,70074,0,0,0,115
371,69988,0,0,0,115
372,70073,0,0,0,115
373,70057,0,0,0,115
374,70072,0,0,0,115
375,70111,0,0,0,115
376,70782,0,0,0,115
377,69913,0,0,0,115
378,69924,0,0,0,115
379,69931,0,0,0,115
380,69916,0,0,0,115
381,67113,0,0,0,115
382,66203,0,0,0,115
383,70636,0,0,0,115
384,66833,0,0,0,115
385,70065,0,0,0,118
386,70064,0,0,0,118
387,70625,0,0,0,118
388,70439,0,0,0,118
389,70068,0,0,0,118
390,70067,0,0,0,118
391,70209,0,0,0,118
392,70224,0,0,0,118
393,70160,0,0,0,118
394,70442,0,0,0,118
395,70602,0,0,0,118
396,69949,0,0,0,118
397,70066,0,0,0,118
398,70984,0,0,0,118
399,67012,0,0,0,118
400,67014,0,0,0,118
401,66902,0,0,0,118
402,67062,0,0,0,118
403,66989,0,0,0,118
404,67009,0,0,0,118
405,66934,0,0,0,118
406,67006,0,0,0,118
407,67024,0,0,0,118
408,67026,0,0,0,118
409,70150,0,0,0,118
410,67005,0,0,0,118
411,70015,0,0,0,117
412,70440,0,0,0,117
413,70529,0,0,0,117
414,70013,0,0,0,117
415,70035,0,0,0,117
416,69942,0,0,0,117
417,70010,0,0,0,117
418,70014,0,0,0,117
419,70019,0,0,0,117
420,70152,0,0,0,117
421,70121,0,0,0,117
422,70020,0,0,0,117
423,70017,0,0,0,117
424,69941,0,0,0,117
425,70047,0,0,0,117
426,70016,0,0,0,117
427,70612,0,0,0,117
428,70622,0,0,0,117
429,70011,0,0,0,117
430,70065,0,0,0,117
431,70064,0,0,0,117
432,70176,0,0,0,117
433,70934,0,0,0,117
434,66896,0,0,0,117
435,67010,0,0,0,117
436,70021,0,0,0,117
437,69938,0,0,0,117
438,70012,0,0,0,117
439,70172,0,0,0,117
440,70022,0,0,0,117
445,69927,0,0,0,118
446,69929,0,0,0,118
447,69928,0,0,0,118
448,69930,0,0,0,118
449,71153,0,0,0,116
452,71140,0,0,0,118
453,71145,0,0,0,118
454,71166,0,0,0,118
455,71180,0,0,0,118
456,71202,0,0,0,118
457,71206,0,0,0,118
458,70065,0,0,0,118
459,70065,0,0,0,117
461,72298,2510,4687630,0,119
462,72381,2507,4687628,0,119
463,72382,2511,4687629,0,119
464,72383,2503,4687627,0,119
