ID,GeoBox[0],GeoBox[1],GeoBox[2],GeoBox[3],GeoBox[4],GeoBox[5],Flags,FileDataID,WalkSpeed,RunSpeed,BloodID,FootprintTextureID,FootprintTextureLength,FootprintTextureWidth,FootprintParticleScale,FoleyMaterialID,FootstepCameraEffectID,DeathThudCameraEffectID,SoundID,SizeClass,CollisionWidth,CollisionHeight,WorldEffectScale,CreatureGeosetDataID,HoverHeight,AttachedEffectScale,ModelScale,MissileCollisionRadius,MissileCollisionPush,MissileCollisionRaise,MountHeight,OverrideLootEffectScale,OverrideNameScale,OverrideSelectionRadius,TamedPetBaseScale,MountScaleOtherIndex,MountScaleSelf,Field_11_0_0_54210_032,MountScaleOther[0],MountScaleOther[1]
12,-0.560316,-1.667411,0.857127,0.604706,1.697262,4.541226,1,124329,3.47222,8,1,0,18,12,1,0,0,0,12,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
13,-0.19898,-0.378926,-0.014416,0.390325,0.322053,1.896097,0,124437,2.5,8,1,1,18,12,1,0,0,0,13,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
14,-0.2308,-0.378927,-0.014415,0.39032,0.322057,1.883328,0,124440,2.5,8,1,1,18,12,1,0,0,0,14,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
15,-0.198984,-0.378927,-0.014415,0.39032,0.322057,1.901672,0,124442,2.5,8,1,1,18,12,1,0,0,0,15,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
16,-0.489041,-0.398861,-0.014148,0.580239,0.315939,1.777872,0,124553,2.5,8,1,1,18,12,1,0,0,0,16,1,0.5555555,1.8890768,1,0,0,1,1,0,0,0,1.1516955,0,0,0,1,0,1,0,1,1
17,-0.29474,-0.582371,-0.007053,0.519454,0.555572,2.008623,0,124565,2.5,8,1,1,18,12,1,0,0,0,17,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
18,-0.29474,-0.689696,-0.007052,0.617837,0.555572,2.275541,0,124569,2.5,8,1,1,18,12,1,0,0,0,18,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
19,-0.293407,-0.581778,-0.006811,0.515013,0.554914,2.010396,0,124571,2.5,8,1,1,18,12,1,0,0,0,19,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
20,-0.293581,-0.581822,-0.006811,0.515113,0.554888,2.050255,0,124572,2.5,8,1,1,18,12,1,0,0,0,20,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
21,-0.524196,-0.47091,-0.002551,0.42839,0.517416,2.227501,0,124576,2.5,8,1,1,18,12,1,0,0,0,21,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
22,-0.7177,-0.869459,-0.000788,0.368035,0.749464,2.025258,0,124578,2.5,8,1,1,18,12,1,0,0,0,22,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
23,-0.24361,-0.537323,-0.001524,0.503073,0.540581,2.024281,0,124580,2.5,8,1,1,18,12,1,0,0,0,23,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
24,-1.4390063,-2.7512333,0.030889064,1.0597798,2.7271361,4.129122,2,124637,2.5,8,1,5,18,12,1,0,0,1091,24,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
25,-1.852656,-1.0011638,-0.021839198,1.470197,1.5802103,4.1388073,0,124670,2.77778,8,1,6,18,12,1,0,0,0,25,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.9958378,0,0,0,1,0,1,0,1,1
26,-0.9811256,-0.55260503,-0.008108695,0.94360775,0.4809845,1.2371856,0,124691,2.5,8,1,1,18,12,1,0,0,0,26,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.885781,0,0,0,1,0,1,0,1,1
27,-7.381371,-2.445921,-0.013299,3.354583,2.273486,5.366937,0,124694,2.5,8,1,1,18,12,1,0,1092,1091,27,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
28,0,0,0,0,0,0,2,0,2.77778,8,1,0,18,12,1,0,0,0,28,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
29,-0.569406,-0.520267,-0.004756,0.308936,0.531255,1.948932,0,124809,2.77778,8,1,4,18,12,1,0,0,0,29,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.0431145,0,0,0,1,0,1,0,1,1
30,-2.2032235,-2.2001328,-0.017908297,3.8843222,2.1973577,2.0391135,2,124903,2.5,8,2,0,18,12,1,0,0,0,30,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
31,-0.6040779,-0.4966644,-0.028715078,0.43333232,0.5180552,1.2852219,0,125024,2.5,8,1,4,18,12,1,0,0,0,31,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.38719547,0,0,0,1,0,1,0,1,1
32,-0.57124686,-0.9941021,-0.010560055,0.5162138,0.98990536,2.8802242,0,125263,2.5,8,1,4,18,12,1,0,0,1091,32,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3466867,0,0,0,1,0,1,0,1,1
33,-0.571247,-0.99410343,-0.010559066,0.51621383,0.9899044,2.8838055,8,125264,2.5,8,1,1,18,12,1,0,0,1091,33,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3466867,0,0,0,1,0,1,0,1,1
34,-4.3232193,-1.5266311,-0.062439263,1.9208994,1.7210915,3.1354115,0,125559,2.5,8,1,5,18,12,1,0,0,0,34,1,-20000000,-20000000,1,0,0,1,1,0,0,0,2.56067,0,0,0,1,0,1,0,1,1
35,-2.380527,-4.277986,-0.150071,1.688339,4.446599,7.892841,2,125830,2.5,8,1,4,18,12,1,0,1092,1093,35,4,0.6111111,2.031278,1,0,0,1,1,0,0,0,5.1485085,0,0,0,1,0,1,0,1,1
36,-2.681853,-1.708342,-0.014994,1.425311,1.710168,2.374973,1,125891,2.5,8,2,1,1,1,1,0,0,0,36,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
37,-1.6218094,-0.5216433,-0.0057625026,0.2584054,1.2654057,2.0523183,2,126081,2.5,8,1,3,18,12,1,0,0,0,37,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
38,-1.6721685,-0.7807119,-0.0286576,1.430013,0.8903592,3.2521234,2,126117,1.66667,8,1,5,18,12,1,0,0,0,38,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,2.4126167,0,0,0,1,0,1,0,1,1
39,-1.1529782,-1.8547944,-0.019997953,1.2144616,1.1421803,7.336598,2,126199,4.16667,8,1,1,18,12,1,0,1091,1093,39,4,0.6111111,2.031278,1,0,0,1,1,0,0,0,4.5489354,0,0,0,1,0,1,0,1,1
40,-1.626472,-2.5981617,-0.005346856,1.261169,2.442171,7.4979734,2,126214,4.16667,8,1,1,18,12,1,0,1092,1094,40,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,4.3099647,0,0,0,1,0,1,0,1,1
41,-0.25368658,-0.8373966,0.0020219712,1.0344057,0.8329252,1.886193,0,126239,2.5,8,1,4,18,12,1,0,0,0,41,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.811947,0,0,0,1,0,1,0,1,1
42,-1.10344,-0.704511,0.000752,0.47442,0.761578,2.267059,0,126244,1.66667,8,1,1,18,12,1,0,0,0,42,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.5795959,0,0,0,1,0,1,0,1,1
43,-2.2566798,-0.6344103,0.0016939173,1.5867447,0.6654184,1.7027817,16,126487,2.5,8,1,7,9,6,1,0,0,0,43,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
44,-0.655967,-1.176232,0.000852,0.702095,1.080357,2.290177,4096,126511,2.5,8,1,7,18,12,1,0,0,0,44,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.29405,0,0,0,1,0,1,0,1,1
45,-0.586957,-1.35872,-0.028185,1.17789,1.53303,1.941079,130,124160,1.94444,8,2,1,18,12,1,0,0,0,45,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.21797,0,0,0,1,0,1,0,1,1
47,-2.950162,-2.114285,-0.036095,2.255903,2.068478,2.578512,0,123543,2.22222,8,1,5,18,12,1,0,0,0,47,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4516119,0,0,0,1,0,1,0,1,1
49,-0.56197435,-0.58161336,-0.012989961,0.3821445,0.56654966,2.092667,4,119940,2.5,8,1,1,12,10,1,0,0,0,49,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
50,-0.53124106,-0.3896913,-0.002803743,0.28685364,0.3818366,1.9249815,4,119563,2.5,8,1,1,12,10,1,0,0,0,50,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
51,-0.7434524,-0.93711674,-0.02610512,0.8166252,0.8791799,2.4041278,4,121287,2.5,8,1,1,14,14,1,0,0,0,51,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
52,-0.6807833,-0.5545528,-0.010626818,0.3034233,0.5012153,2.1865354,4,121087,2.5,8,1,1,12,11,1,0,0,0,52,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
53,-0.58264554,-0.6275207,-0.016845137,0.39467373,0.6532327,1.6448339,4,118355,2.5,8,1,1,12,10,1,0,0,0,53,1,0.6111111,1.6065985,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
54,-0.42268616,-0.4412079,-0.011404565,0.2537811,0.45264554,1.5913625,4,118135,2.5,8,1,1,12,10,1,0,0,0,54,1,0.44444448,1.5277778,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
55,-0.6237012,-0.62116545,-0.020031104,0.30689716,0.60709304,2.5602398,4,120791,2.5,8,1,1,12,10,1,0,0,0,55,1,0.7777778,2.4380827,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
56,-0.45385817,-0.4018805,-0.01133366,0.35177281,0.45522004,2.3550377,4,120590,2.5,8,1,1,12,10,1,0,0,0,56,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
57,-0.6576582,-0.5855166,-0.014802484,0.40151426,0.48384288,2.1159284,4,121768,2.5,8,2,1,12,10,1,0,0,0,57,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
58,-0.40435427,-0.46053898,-0.0042089014,0.4175204,0.3992812,2.0596669,4,121608,2.5,8,2,1,12,10,1,0,0,0,58,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
59,-1.5824755,-1.216425,-0.011808429,1.4054741,1.2067788,3.4328387,4,122055,2.5,8,1,3,22,16,2,0,0,0,59,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.3,1.35
60,-1.3416791,-0.81470376,-0.016156897,0.6316242,0.8200583,2.7987618,4,121961,2.5,8,1,3,20,14,2,0,0,0,60,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
61,-2.152836,-2.981109,0.374427,1.676888,3.062344,6.303791,10,123137,2.5,8,1,1,18,12,1,0,0,0,61,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
62,-6.072165,-2.7782648,-0.19453618,2.3099453,4.293606,4.7402987,8,124581,2.5,8,1,1,18,12,1,0,0,1091,62,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
63,-2.262889,-3.051109,-0.024284,2.927909,3.043403,2.577806,2,126124,2.5,8,1,1,18,12,1,0,0,0,63,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
64,-2.262889,-3.051109,-0.024284,2.927909,3.043403,2.577806,2,126124,2.5,8,1,1,18,12,1,0,0,0,64,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
65,-1.5165099,-0.426821,-0.015606001,1.7328656,0.394274,2.5858111,0,124427,2.5,9,1,6,18,12,1,0,0,0,65,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.8657202,0,0,0,1,0,1,0,1,1
66,-1.156953,-0.452104,-0.028093,1.783582,0.45203,2.095408,0,123090,2.5,8,1,3,9,6,1,0,0,0,66,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.27032,0,0,0,1,0,1,0,1,1
67,-1.8368962,-2.8125918,-0.032684125,2.6722763,2.9771814,6.2810364,0,122899,2.77778,8,2,3,18,12,1,0,1092,1093,67,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
68,-2.3134074,-2.1714702,0.018265639,0.77806765,2.2148829,4.178381,0,123441,2.5,8,1,3,18,12,1,0,0,0,68,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
69,-1.8591938,-2.2969773,-0.13129133,1.8632044,2.1786416,3.3286977,3,123747,3.88889,8,1,3,18,12,1,0,0,0,69,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
70,-0.6069571,-0.7474823,-0.016811464,0.53045964,0.6652473,1.9873996,2,125942,2.22222,8,1,1,18,12,1,0,0,0,70,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3914036,0,0,0,1,0,1,0,1,1
71,-1.0735857,-1.481773,-0.00585355,0.7284223,1.4600097,3.3817568,2,124235,2.5,8,3,1,18,12,1,0,0,0,71,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
72,-1.0266707,-1.4155958,0.0009969273,0.59584194,1.4251379,3.0070379,2,124243,2.5,8,3,1,18,12,1,0,0,0,72,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
73,-2.152961,-0.575959,-0.140682,1.589405,0.546911,1.879035,1,123388,2.5,8,1,7,24,18,1,0,0,0,73,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3991108,0,0,0,1,0,1,0,1,1
74,-0.37056738,-0.540429,0.0005870633,0.44036493,0.5604966,1.8319637,0,124507,1.66667,8,1,4,12,10,1,0,0,0,74,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
75,-5.3641562,-2.9527693,0.04020153,2.5016966,2.594871,5.1983466,1,126452,2.5,8,1,5,18,12,1,0,0,0,75,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
76,-1.52124,-0.791052,0.012092,1.031662,1.063799,1.454085,9,124004,2.5,8,1,0,18,12,1,0,0,0,76,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
77,-0.9848591,-0.58105844,-0.011109602,1.0625657,0.43661818,2.4344785,0,123698,2.5,8,1,6,18,12,1,0,0,0,77,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
78,-1.8698887,-0.90447795,-0.0048384457,0.31597787,0.9174758,2.7703998,0,125796,2.5,8,1,3,18,12,1,0,0,0,78,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
79,-0.15898901,-0.26004604,0.0071483515,0.21221265,0.25258175,1.271849,0,124495,2.5,8,1,4,18,12,1,0,0,0,79,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
80,-0.16876994,-0.2133323,-0.00018590988,0.10781193,0.20951803,1.1695285,0,124456,2.5,8,1,4,18,12,1,0,0,0,80,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
81,-2.439453,-1.4281565,-0.030305745,1.0892174,1.4108917,1.8422855,3,125957,2.5,8,2,0,18,12,1,0,0,0,81,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
82,-2.4283655,-0.65870047,-0.006202568,1.0295022,0.5337032,1.2681019,16,126171,2.5,8,1,7,18,12,1,0,0,0,82,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.24137,0,0,0,1,0,1,0,1,1
83,-1.657582,-0.925305,-0.05871,1.685014,0.867246,1.845206,8,123040,2.5,8,1,7,18,12,1,0,0,0,83,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
84,-0.90869683,-1.8407248,-6.573072E-05,1.948899,1.5955381,3.1067524,2,124248,2.5,8,3,0,18,12,1,0,0,1091,84,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
85,-3.2013266,-5.2247925,0.85960007,3.1749225,5.238903,7.625875,1,126530,2.5,30,1,0,18,12,1,0,0,0,85,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.1938912,0,0,0,1,0,1,0,1,1
86,-0.370568,-0.540429,0.000587,0.440365,0.560497,1.831964,0,124508,1.66667,8,1,1,18,12,1,0,0,0,86,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
87,-0.9917762,-0.5270344,0.00058522786,0.4403507,0.523597,1.7618018,0,124509,2.5,8,1,1,18,12,1,0,0,0,87,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
88,-0.432397,-0.540428,-0.001787,0.826877,0.575359,1.828942,0,124512,2.5,8,1,1,18,12,1,0,0,0,88,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
89,-0.5272886,-0.6404104,0.00065507035,0.5789187,0.54523456,2.1227055,0,124515,2.5,8,1,1,18,12,1,0,0,0,89,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
90,-2.3062475,-1.1621219,-0.03756714,2.208455,1.2020557,3.1782067,9,124387,2.5,8,1,0,18,12,1,0,0,0,90,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.6565863,0,0,0,1,0,1,0,1,1
91,-2.4607553,-1.4406533,-0.04335618,1.3683693,1.7724708,3.2207038,1,125902,2.5,8,1,1,1,1,1,0,0,0,91,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
92,-1.9443035,-2.6101708,0.16483232,2.3371608,2.4841769,5.967975,3,125931,2.5,8,1,0,18,12,1,0,0,0,92,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
93,-0.269897,-0.316466,-0.004714,0.246695,0.328929,1.897014,0,124444,2.77778,8,1,1,18,12,1,0,0,0,93,1,0.472222,1.94444,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
94,-0.529582,-0.427913,-0.00457,0.245354,0.435132,1.883839,0,124452,2.5,8,1,1,18,12,1,0,0,0,94,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
95,-0.316277,-0.369578,-0.008559,0.260954,0.463854,2.022604,0,124463,2.5,8,1,1,18,12,1,0,0,0,95,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
96,-0.3336,-0.369577,-0.008558,0.249117,0.403831,1.872996,0,124467,2.5,8,1,1,18,12,1,0,0,0,96,1,0.555556,1.94444,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
97,-0.300864,-0.330077,-0.001708,0.333066,0.421097,1.889445,0,124468,2.5,8,1,1,18,12,1,0,0,0,97,1,0.416666,1.91345,1,0,0,1,1,0,0,0,1.07564,0,0,0,1,0,1,0,1,1
98,-0.281995,-0.342848,-0.002671,0.246974,0.343207,1.913336,0,124472,1.66667,8,1,1,18,12,1,0,0,0,98,1,0.416666,1.91345,1,0,0,1,1,0,0,0,1.06621,0,0,0,1,0,1,0,1,1
99,-0.322469,-0.319104,-0.001459,0.288641,0.329237,1.895215,0,124475,2.5,8,1,1,18,12,1,0,0,0,99,1,0.416666,1.91345,1,0,0,1,1,0,0,0,1.07564,0,0,0,1,0,1,0,1,1
100,-0.271689,-0.325399,-0.001459,0.243055,0.329237,1.895229,0,124478,2.5,8,1,1,18,12,1,0,0,0,100,1,0.416666,1.91345,1,0,0,1,1,0,0,0,1.07564,0,0,0,1,0,1,0,1,1
101,-0.360743,-0.664335,-0.002381,0.438553,0.542029,2.007537,0,124482,2.5,8,1,1,18,12,1,0,0,0,101,1,0.694444,2.05556,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
102,-0.255377,-0.437861,-0.000814,0.349882,0.434437,2.014777,0,124490,2.5,8,1,1,18,12,1,0,0,0,102,1,0.555556,2.08333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
103,-0.360744,-0.664336,-0.002395,0.438486,0.553806,2.046734,0,124506,2.5,8,1,1,18,12,1,0,0,0,103,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.871598,0,0,0,1,0,1,0,1,1
104,-0.316737,-0.475834,-0.002818,0.402932,0.484231,2.05718,0,124540,2.5,8,1,1,18,12,1,0,0,0,104,1,0.6111111,2.0312655,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
105,-0.316737,-0.486773,-0.002813,0.402931,0.513672,1.993774,0,124547,2.5,8,1,1,18,12,1,0,0,0,105,1,0.611112,2.03126,1,0,0,1,1,0,0,0,1.16669,0,0,0,1,0,1,0,1,1
106,-0.360743,-0.664337,-0.002381,0.438496,0.54203,2.282205,0,124552,2.5,8,1,1,18,12,1,0,0,0,106,1,0.509728,2.03126,1,0,0,1,1,0,0,0,0.871598,0,0,0,1,0,1,0,1,1
107,-0.337104,-0.471952,-0.002563,0.403315,0.484192,1.994458,0,124544,2.5,8,1,1,18,12,1,0,0,0,107,1,0.611112,2.03126,1,0,0,1,1,0,0,0,1.16669,0,0,0,1,0,1,0,1,1
108,-0.372525,-0.516474,-0.00081,0.431895,0.514724,2.019828,0,124485,2.5,8,1,1,18,12,1,0,0,0,108,1,0.6111111,2.031264,1,0,0,1,1,0,0,0,1.1666889,0,0,0,1,0,1,0,1,1
109,-0.338402,-0.366659,-0.001565,0.240099,0.346871,1.962467,0,124448,2.5,8,1,1,18,12,1,0,0,0,109,1,0.41666675,1.9134551,1,0,0,1,1,0,0,0,1.0756395,0,0,0,1,0,1,0,1,1
110,-1.041009,-1.680827,0.366207,1.043886,1.684634,3.043421,4107,126426,3.88889,8,1,0,18,12,1,0,0,0,110,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
111,-0.269335,-0.200649,0.000307,0.261495,0.185284,0.44167,0,123200,2.5,8,1,5,4,3,1,0,0,0,111,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.2690915,0,0,0,1,0,1,0,1,1
112,-0.626689,-0.769626,-0.000164,0.524903,0.730086,2.352855,0,125377,2.5,8,1,1,18,12,1,0,0,0,112,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.2363617,0,0,0,1,0,1,0,1,1
113,-0.626689,-0.769626,-0.000164,0.524904,0.730086,2.273276,0,125372,2.5,8,1,1,18,12,1,0,0,0,113,1,0.75,2.3611112,1,0,0,1,1,0,0,0,1.2363617,0,0,0,1,0,1,0,1,1
114,-0.479176,-0.201773,-0.006353,0.28776,0.194655,0.510683,0,125512,2.5,8,1,7,4,3,1,0,0,0,114,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
115,-0.423409,-0.614069,-0.006921,0.532601,0.56656,1.55894,0,123708,2.5,8,1,1,18,12,1,0,0,0,115,1,0.6944445,1.388889,1,0,0,1,1,0,0,0,0.82305527,0,0,0,1,0,1,0,1,1
116,-1.123374,-1.141437,-0.048109,0.47753,0.770787,2.282448,0,126248,2.5,8,1,4,18,12,1,0,0,0,116,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4188606,0,0,0,1,0,1,0,1,1
