ID,InitialAnimID,LoopAnimID,AnimKitID,Field_12_0_0_63967_003
479,-1,16,0,0
480,-1,51,0,0
481,-1,53,0,0
482,-1,53,0,0
483,-1,10,0,0
484,-1,16,0,0
485,-1,16,0,0
486,-1,125,0,0
487,-1,55,0,0
488,-1,-1,11361,0
489,-1,53,0,0
490,-1,48,0,0
491,-1,53,0,0
492,-1,142,0,0
493,-1,10,0,0
494,-1,74,0,0
495,-1,124,0,0
496,-1,53,0,0
497,-1,53,0,0
498,-1,125,0,0
499,-1,-1,22881,0
500,-1,123,0,0
501,-1,54,0,0
502,-1,-1,13464,0
503,-1,123,0,0
504,-1,123,0,0
505,-1,53,0,0
506,-1,107,0,0
507,-1,107,0,0
508,-1,107,0,0
509,-1,107,0,0
510,-1,107,0,0
511,-1,107,0,0
512,-1,107,0,0
513,-1,-1,1525,0
514,-1,61,0,0
515,-1,128,0,0
516,-1,75,0,0
517,-1,81,0,0
518,-1,124,0,0
519,-1,-1,7583,0
520,-1,24,0,0
521,-1,53,0,0
522,-1,124,0,0
523,-1,124,0,0
524,-1,124,0,0
525,-1,54,0,0
526,-1,53,0,0
527,-1,129,0,0
528,-1,54,0,0
529,-1,-1,1525,0
530,-1,17,0,0
531,-1,108,0,0
532,-1,107,0,0
533,-1,51,0,0
534,-1,53,0,0
535,-1,175,0,0
536,-1,64,0,0
537,-1,171,0,0
538,-1,-1,11583,0
539,-1,115,0,0
540,-1,179,0,0
541,-1,174,0,0
542,-1,55,0,0
543,-1,174,0,0
544,-1,125,0,0
545,-1,125,0,0
546,-1,52,0,0
547,-1,74,0,0
548,-1,124,0,0
549,-1,10,0,0
550,-1,32,0,0
551,-1,124,0,0
552,-1,54,0,0
553,-1,51,0,0
554,-1,75,0,0
555,-1,55,0,0
556,-1,55,0,0
557,-1,54,0,0
558,-1,54,0,0
559,-1,54,0,0
560,-1,141,0,0
561,-1,53,0,0
562,-1,81,0,0
563,-1,51,0,0
564,-1,32,0,0
565,-1,124,0,0
566,-1,10,0,0
567,-1,180,0,0
568,-1,57,0,0
569,-1,124,0,0
570,-1,128,0,0
571,-1,53,0,0
572,-1,51,0,0
573,-1,53,0,0
574,-1,118,0,0
575,-1,51,0,0
576,-1,53,0,0
577,-1,55,0,0
578,-1,54,0,0
579,-1,32,0,0
580,-1,68,0,0
581,-1,53,0,0
582,-1,123,0,0
583,-1,32,0,0
584,-1,51,0,0
585,-1,51,0,0
586,-1,14,0,0
587,-1,54,0,0
588,-1,183,0,0
589,-1,123,0,0
590,-1,123,0,0
591,-1,54,0,0
592,-1,125,0,0
593,-1,53,0,0
594,-1,55,0,0
595,-1,32,0,0
596,-1,54,0,0
597,-1,74,0,0
598,-1,55,0,0
599,-1,74,0,0
600,-1,125,0,0
601,-1,125,0,0
602,-1,-1,14962,0
603,-1,-1,3293,0
604,-1,81,0,0
605,-1,69,0,0
606,-1,123,0,0
607,-1,123,0,0
608,-1,124,0,0
609,-1,54,0,0
610,-1,95,0,0
611,-1,95,0,0
612,-1,9,0,0
613,-1,16,0,0
614,-1,54,0,0
615,-1,10,0,0
616,-1,-1,1525,0
617,-1,411,0,0
618,-1,10,0,0
619,-1,126,0,0
620,-1,9,0,0
621,-1,-1,34988,0
622,-1,110,0,0
623,-1,183,0,0
624,-1,74,0,0
625,-1,14,0,0
626,-1,53,0,0
627,-1,51,0,0
628,-1,1,0,0
629,-1,57,0,0
630,-1,124,0,0
631,-1,54,0,0
632,-1,125,0,0
633,-1,125,0,0
634,-1,9,0,0
635,-1,-1,1525,0
636,-1,55,0,0
637,-1,129,0,0
638,-1,52,0,0
639,-1,71,0,0
640,-1,9,0,0
641,-1,51,0,0
642,-1,124,0,0
643,-1,125,0,0
644,-1,79,0,0
645,-1,125,0,0
646,-1,124,0,0
647,-1,125,0,0
648,-1,125,0,0
649,-1,16,0,0
650,-1,194,0,0
651,-1,118,0,0
652,-1,124,0,0
653,-1,193,0,0
654,-1,71,0,0
655,-1,0,0,0
656,-1,124,0,0
657,-1,74,0,0
658,-1,16,0,0
659,-1,124,0,0
660,-1,124,0,0
661,-1,195,0,0
662,-1,-1,1525,0
663,-1,14,0,0
664,-1,52,0,0
665,-1,24,0,0
666,-1,9,0,0
667,-1,53,0,0
668,-1,14,0,0
669,-1,81,0,0
670,-1,17,0,0
671,-1,181,0,0
672,-1,202,0,0
673,-1,127,0,0
674,-1,-1,13024,0
675,-1,54,0,0
676,-1,56,0,0
677,105,109,0,0
678,-1,161,0,0
679,-1,17,0,0
680,-1,203,0,0
681,-1,55,0,0
682,-1,53,0,0
683,-1,123,0,0
684,-1,53,0,0
685,-1,51,0,0
686,-1,53,0,0
687,-1,202,0,0
688,-1,125,0,0
689,-1,53,0,0
690,-1,51,0,0
691,-1,-1,1525,0
692,-1,125,0,0
693,-1,125,0,0
694,-1,10,0,0
695,-1,108,0,0
696,-1,107,0,0
697,-1,54,0,0
698,-1,124,0,0
699,-1,113,0,0
700,-1,196,0,0
701,-1,195,0,0
702,-1,16,0,0
703,-1,125,0,0
704,-1,125,0,0
705,-1,54,0,0
706,-1,125,0,0
707,-1,125,0,0
708,-1,0,0,0
709,-1,126,0,0
710,-1,14,0,0
711,-1,52,0,0
712,-1,124,0,0
713,-1,53,0,0
714,-1,9,0,0
715,-1,53,0,0
716,-1,52,0,0
717,-1,172,0,0
718,-1,173,0,0
719,-1,24,0,0
720,-1,53,0,0
721,-1,24,0,0
722,-1,24,0,0
723,-1,126,0,0
724,-1,71,0,0
725,-1,107,0,0
726,-1,125,0,0
727,-1,52,0,0
728,-1,122,0,0
729,-1,75,0,0
730,-1,124,0,0
731,-1,51,0,0
732,-1,124,0,0
733,-1,9,0,0
734,-1,81,0,0
735,-1,174,0,0
736,-1,53,0,0
737,-1,127,0,0
738,-1,53,0,0
739,-1,53,0,0
740,-1,201,0,0
741,-1,54,0,0
742,-1,68,0,0
743,-1,123,0,0
744,-1,123,0,0
745,-1,48,0,0
746,-1,202,0,0
747,-1,16,0,0
748,-1,52,0,0
749,-1,125,0,0
750,-1,125,0,0
751,-1,196,0,0
752,-1,130,0,0
753,-1,173,0,0
754,-1,0,0,0
755,-1,0,0,0
756,-1,174,0,0
757,-1,52,0,0
758,-1,125,0,0
759,-1,9,0,0
760,-1,54,0,0
761,-1,107,0,0
762,-1,52,0,0
763,-1,68,0,0
764,-1,14,0,0
765,-1,124,0,0
766,-1,125,0,0
767,-1,115,0,0
768,-1,74,0,0
769,-1,74,0,0
770,-1,0,0,0
771,-1,0,0,0
772,-1,16,0,0
773,-1,64,0,0
774,-1,64,0,0
775,-1,53,0,0
776,-1,16,0,0
777,-1,54,0,0
778,-1,113,0,0
779,-1,113,0,0
780,-1,10,0,0
781,-1,123,0,0
782,-1,108,0,0
783,-1,107,0,0
784,-1,108,0,0
785,-1,107,0,0
786,-1,81,0,0
787,-1,14,0,0
788,-1,123,0,0
789,-1,195,0,0
790,-1,53,0,0
791,-1,0,0,0
792,-1,0,0,0
793,-1,14,0,0
794,-1,54,0,0
795,-1,0,0,0
796,-1,69,0,0
797,-1,183,0,0
798,-1,183,0,0
799,-1,183,0,0
800,-1,52,0,0
801,-1,41,0,0
802,-1,108,0,0
803,-1,107,0,0
804,-1,66,0,0
805,-1,71,0,0
806,-1,-1,1525,0
807,-1,84,0,0
808,-1,0,0,0
809,-1,68,0,0
810,-1,68,0,0
811,-1,68,0,0
812,-1,68,0,0
813,-1,70,0,0
814,-1,16,0,0
815,-1,126,0,0
816,-1,126,0,0
817,-1,54,0,0
818,-1,41,0,0
819,-1,52,0,0
820,-1,130,0,0
821,-1,130,0,0
822,-1,130,0,0
823,-1,127,0,0
824,-1,14,0,0
825,-1,53,0,0
826,-1,-1,1266,0
827,-1,0,0,0
828,-1,18,0,0
829,-1,-1,1525,0
830,-1,51,0,0
831,-1,127,0,0
832,-1,41,0,0
833,-1,10,0,0
834,-1,51,0,0
835,-1,10,0,0
836,-1,54,0,0
837,-1,16,0,0
838,-1,54,0,0
839,-1,9,0,0
840,-1,127,0,0
841,-1,70,0,0
842,-1,54,0,0
843,-1,79,0,0
844,-1,81,0,0
845,-1,68,0,0
846,-1,68,0,0
847,-1,0,0,0
848,-1,53,0,0
849,-1,52,0,0
850,-1,136,0,0
851,-1,0,0,0
852,-1,-1,1525,0
853,-1,105,0,0
854,-1,46,0,0
855,-1,70,0,0
856,-1,53,0,0
857,-1,0,0,0
858,-1,0,0,0
859,-1,0,0,0
861,-1,29,0,0
862,-1,46,0,0
863,-1,0,0,0
864,-1,0,0,0
865,-1,61,0,0
866,-1,10,0,0
867,-1,107,0,0
868,-1,125,0,0
869,-1,53,0,0
870,-1,14,0,0
871,-1,17,0,0
872,-1,54,0,0
873,-1,53,0,0
874,-1,52,0,0
875,-1,0,0,0
876,-1,124,0,0
877,-1,54,0,0
878,-1,10,0,0
879,-1,53,0,0
880,-1,183,0,0
881,-1,84,0,0
882,-1,84,0,0
883,-1,74,0,0
884,-1,125,0,0
885,-1,125,0,0
886,-1,0,0,0
887,-1,181,0,0
888,-1,109,0,0
889,-1,68,0,0
890,-1,61,0,0
891,-1,10,0,0
892,-1,54,0,0
893,-1,94,0,0
894,-1,74,0,0
895,-1,81,0,0
896,-1,125,0,0
897,-1,0,0,0
898,-1,69,0,0
899,-1,69,0,0
900,-1,84,0,0
901,-1,9,0,0
902,-1,124,0,0
903,-1,107,0,0
904,-1,108,0,0
905,-1,124,0,0
906,-1,0,0,0
907,-1,125,0,0
908,-1,9,0,0
909,-1,9,0,0
910,-1,183,0,0
911,183,193,0,0
912,-1,183,0,0
913,-1,53,0,0
914,-1,183,0,0
915,-1,53,0,0
916,-1,124,0,0
917,-1,124,0,0
918,-1,124,0,0
919,-1,124,0,0
920,-1,124,0,0
921,-1,124,0,0
922,-1,52,0,0
923,-1,130,0,0
924,-1,58,0,0
925,-1,58,0,0
926,-1,53,0,0
927,-1,49,0,0
928,-1,118,0,0
929,-1,79,0,0
930,-1,124,0,0
931,-1,79,0,0
932,-1,79,0,0
933,-1,10,0,0
934,-1,124,0,0
935,-1,0,0,0
936,-1,54,0,0
937,-1,54,0,0
938,-1,124,0,0
939,-1,52,0,0
940,-1,46,0,0
941,-1,183,0,0
942,-1,125,0,0
944,-1,0,0,0
945,-1,124,0,0
946,-1,53,0,0
947,-1,124,0,0
948,-1,-1,7267,0
949,-1,125,0,0
950,-1,125,0,0
951,-1,124,0,0
952,-1,33,0,0
953,-1,41,0,0
954,-1,41,0,0
955,-1,55,0,0
956,-1,58,0,0
957,-1,54,0,0
958,-1,68,0,0
959,-1,0,0,0
960,-1,53,0,0
961,-1,51,0,0
962,-1,10,0,0
963,-1,123,0,0
964,-1,64,0,0
965,-1,51,0,0
966,-1,53,0,0
967,-1,-1,655,0
968,-1,54,0,0
969,-1,-1,1525,0
970,-1,0,0,0
971,-1,0,0,0
972,-1,54,0,0
973,-1,54,0,0
974,-1,54,0,0
975,-1,52,0,0
976,-1,53,0,0
977,-1,17,0,0
978,-1,17,0,0
979,-1,57,0,0
980,-1,0,0,0
981,-1,9,0,0
982,-1,124,0,0
983,-1,51,0,0
984,-1,33,0,0
985,-1,41,0,0
986,-1,53,0,0
987,-1,54,0,0
988,-1,53,0,0
989,-1,51,0,0
990,-1,9,0,0
991,-1,24,0,0
992,-1,54,0,0
993,-1,55,0,0
994,-1,53,0,0
995,-1,32,0,0
996,-1,124,0,0
997,-1,124,0,0
998,-1,0,0,0
999,-1,54,0,0
1000,-1,71,0,0
1001,-1,124,0,0
1002,-1,57,0,0
1003,-1,51,0,0
1004,-1,53,0,0
1005,-1,33,0,0
1006,-1,54,0,0
1007,-1,196,0,0
1008,-1,51,0,0
1009,-1,-1,1525,0
1010,-1,88,0,0
1011,-1,118,0,0
1012,-1,10,0,0
1013,-1,124,0,0
1014,-1,54,0,0
1015,-1,55,0,0
1016,-1,118,0,0
1017,-1,124,0,0
1018,-1,54,0,0
1019,-1,52,0,0
1020,-1,125,0,0
1021,-1,60,0,0
1022,-1,130,0,0
1023,-1,118,0,0
1024,-1,52,0,0
1025,-1,52,0,0
1026,-1,52,0,0
1027,-1,97,0,0
1028,-1,0,0,0
1029,-1,51,0,0
1030,-1,53,0,0
1031,-1,53,0,0
1032,-1,52,0,0
1033,-1,196,0,0
1034,-1,54,0,0
1035,-1,0,0,0
1036,-1,0,0,0
1037,-1,123,0,0
1038,-1,123,0,0
1039,-1,125,0,0
1040,-1,0,0,0
1041,-1,130,0,0
1042,-1,108,0,0
1043,-1,57,0,0
1044,-1,16,0,0
1045,-1,54,0,0
1046,-1,124,0,0
1047,-1,0,0,0
1048,-1,57,0,0
1049,-1,170,0,0
1050,-1,53,0,0
1051,-1,118,0,0
1052,-1,74,0,0
1053,-1,16,0,0
1054,-1,53,0,0
1055,-1,9,0,0
1056,-1,107,0,0
1057,-1,108,0,0
1058,-1,54,0,0
1059,-1,130,0,0
1060,-1,0,0,0
1061,-1,40,0,0
1062,-1,53,0,0
1063,-1,107,0,0
1064,-1,0,0,0
1065,-1,0,0,0
1066,-1,125,0,0
1067,-1,82,0,0
1068,-1,118,0,0
1069,-1,81,0,0
1070,54,54,0,0
1071,-1,125,0,0
1072,-1,32,0,0
1073,-1,118,0,0
1074,-1,124,0,0
1075,-1,124,0,0
1076,-1,53,0,0
1077,-1,-1,12355,0
1078,-1,54,0,0
1079,-1,54,0,0
1080,-1,46,0,0
1081,-1,75,0,0
1082,-1,72,0,0
1083,-1,125,0,0
1084,-1,81,0,0
1085,-1,48,0,0
1086,-1,10,0,0
1087,110,110,0,0
1088,-1,54,0,0
1089,-1,127,0,0
1090,-1,16,0,0
1091,-1,32,0,0
1092,-1,54,0,0
1093,-1,126,0,0
1094,-1,124,0,0
1095,-1,51,0,0
1096,-1,53,0,0
1097,-1,74,0,0
1098,-1,124,0,0
1099,-1,124,0,0
1100,-1,123,0,0
1101,-1,54,0,0
1102,-1,125,0,0
1103,-1,54,0,0
1104,-1,124,0,0
1105,-1,124,0,0
1106,-1,124,0,0
1107,-1,53,0,0
1108,-1,124,0,0
1109,-1,125,0,0
1110,-1,125,0,0
1111,-1,54,0,0
1112,-1,54,0,0
1113,-1,6,0,0
1114,-1,124,0,0
1115,-1,32,0,0
1116,-1,87,0,0
1117,-1,54,0,0
1118,-1,126,0,0
1119,-1,0,0,0
1120,-1,0,0,0
1121,-1,54,0,0
1122,-1,124,0,0
1123,-1,54,0,0
1124,-1,9,0,0
1125,-1,52,0,0
1126,-1,132,0,0
1127,-1,125,0,0
1128,-1,-1,1525,0
1129,-1,52,0,0
1130,-1,124,0,0
1131,-1,125,0,0
1132,-1,52,0,0
1133,-1,196,0,0
1134,-1,52,0,0
1135,-1,-1,1091,0
1136,-1,10,0,0
1137,-1,124,0,0
1138,-1,108,0,0
1139,-1,108,0,0
1140,-1,107,0,0
1141,-1,-1,1152,0
1142,-1,-1,1413,0
1143,-1,107,0,0
1144,-1,0,0,0
1145,-1,54,0,0
1146,-1,54,0,0
1147,-1,118,0,0
1148,-1,124,0,0
1149,-1,54,0,0
1150,-1,49,0,0
1151,-1,53,0,0
1152,-1,55,0,0
1153,-1,124,0,0
1154,-1,124,0,0
1155,-1,118,0,0
1156,-1,54,0,0
1157,-1,51,0,0
1158,-1,124,0,0
1159,-1,124,0,0
1160,-1,52,0,0
1161,-1,51,0,0
1162,-1,53,0,0
1163,-1,124,0,0
1164,-1,124,0,0
1165,-1,124,0,0
1166,-1,124,0,0
1168,-1,124,0,0
1169,-1,124,0,0
1170,-1,53,0,0
1171,-1,74,0,0
1172,-1,10,0,0
1173,-1,54,0,0
1174,-1,54,0,0
1175,-1,14,0,0
1176,-1,54,0,0
1177,-1,111,0,0
1178,-1,132,0,0
1179,-1,132,0,0
1180,-1,132,0,0
1181,-1,107,0,0
1182,-1,54,0,0
1183,-1,54,0,0
1184,-1,53,0,0
1185,-1,196,0,0
1186,-1,51,0,0
1187,-1,53,0,0
1188,-1,118,0,0
1189,-1,53,0,0
1190,-1,124,0,0
1191,-1,0,0,0
1192,-1,10,0,0
1194,-1,123,0,0
1195,-1,123,0,0
1196,-1,123,0,0
1197,-1,41,0,0
1198,-1,0,0,0
1199,-1,118,0,0
1200,-1,202,0,0
1201,-1,124,0,0
1202,-1,125,0,0
1203,-1,124,0,0
1204,-1,54,0,0
1205,-1,84,0,0
1206,-1,54,0,0
1207,-1,124,0,0
1208,-1,124,0,0
1209,-1,124,0,0
1210,-1,40,0,0
1211,-1,40,0,0
1212,-1,113,0,0
1213,-1,14,0,0
1214,-1,52,0,0
1215,-1,54,0,0
1216,-1,54,0,0
1217,-1,74,0,0
1218,-1,124,0,0
1219,-1,52,0,0
1220,-1,54,0,0
1221,-1,124,0,0
1222,-1,39,0,0
1223,-1,125,0,0
1224,-1,124,0,0
1225,-1,124,0,0
1226,-1,124,0,0
1227,-1,125,0,0
1228,-1,124,0,0
1229,-1,124,0,0
1230,-1,125,0,0
1231,-1,125,0,0
1232,-1,52,0,0
1233,-1,53,0,0
1234,-1,124,0,0
1235,-1,124,0,0
1236,-1,53,0,0
1237,-1,54,0,0
1238,-1,51,0,0
1239,-1,51,0,0
1240,-1,125,0,0
1241,-1,201,0,0
1242,-1,118,0,0
1243,-1,54,0,0
1244,-1,124,0,0
1245,-1,74,0,0
1246,-1,124,0,0
1247,-1,124,0,0
1248,-1,0,0,0
1249,-1,51,0,0
1250,-1,51,0,0
1251,-1,53,0,0
1252,-1,32,0,0
1253,-1,0,0,0
1254,-1,39,0,0
1255,-1,53,0,0
1256,-1,9,0,0
1257,-1,124,0,0
1258,-1,9,0,0
1259,-1,74,0,0
1260,-1,58,0,0
1261,-1,39,0,0
1262,-1,124,0,0
1263,-1,124,0,0
1264,-1,124,0,0
1265,-1,124,0,0
1266,-1,18,0,0
1267,-1,118,0,0
1268,-1,51,0,0
