ID,SetName,SilenceIntervalMin[0],SilenceIntervalMin[1],SilenceIntervalMax[0],SilenceIntervalMax[1],Sounds[0],Sounds[1]
213,Moment-Orgrimmar02,180000,180000,300000,300000,6081,6081
214,Zone-Orgrmmar02,180000,180000,300000,300000,6146,6146
215,Moment-Battle05,180000,180000,300000,300000,6253,6253
217,Moment-Battle02,180000,180000,300000,300000,6262,6262
219,Moment-Battle06,180000,180000,300000,300000,6350,6350
220,Zone-Bone Party,0,0,0,0,7083,7083
221,Moment-Orgrimmar,180000,180000,300000,300000,6734,6734
222,Moment-Stormwind07,180000,180000,300000,300000,6794,6794
223,Zone-Soggy Swamp,180000,180000,300000,300000,6836,6836
224,Moment-StormwindSouthSeas,180000,180000,300000,300000,6837,6837
225,Zone-Thunderbluff Intro,180000,1800000,300000,300000,7076,7076
226,Zone-Thunderbluff,180000,180000,300000,300000,7077,7077
227,Zone-Soggy,180000,180000,300000,300000,7082,6836
228,Zone-Crossroads,180000,180000,300000,300000,7097,7097
229,Zone_Evil Forest Night,180000,180000,300000,300000,2534,2534
230,Zone-TinkerTown Intro,180000,180000,300000,300000,7196,7196
231,Zone-Ironforge Intro,180000,180000,300000,300000,7318,7318
232,Zone-Ironforge,180000,180000,300000,300000,7319,7319
233,Moment-KingsTheme,180000,180000,300000,300000,7338,7338
235,Zone-Gnomeragon,180000,180000,300000,300000,7341,0
236,Zone-Dwarf Outpost,180000,180000,300000,300000,7519,7414
237,Moment-Orc Barren,180000,180000,300000,300000,7474,7474
238,Zone-Monestery,180000,180000,300000,300000,7519,7519
239,Moment-Darnassus Walking03,180000,180000,300000,300000,7794,7794
240,Moment-Evil Forest Night3,180000,180000,300000,300000,7795,7795
242,Zone-Alterac Valley_PVP,180000,180000,300000,300000,8014,8014
243,PVP_BattleGrounds,180000,180000,300000,300000,8233,8233
244,Darkmoon_Faire_Music,180000,180000,300000,300000,8440,8440
245,Moment - ZulGurub,180000,180000,300000,300000,8452,8452
246,Moment - AhnQiraj Intro 1,180000,180000,300000,300000,8493,8493
248,AhnQirajExteriorWalking,180000,180000,300000,300000,8531,8531
249,AhnQirajWalking,180000,180000,300000,300000,8563,8563
250,Intro - AhnQirajInterior,180000,180000,300000,300000,8564,8564
251,,180000,180000,300000,300000,8578,8578
252,AhnQirajKingRoom,180000,180000,300000,300000,8578,8578
253,AhnQirajTriangleRoom,180000,180000,300000,300000,8577,8577
254,AhnQirajInteriorCenterRoom,180000,180000,300000,300000,8579,8579
255,Zone - Naxxramas,130000,130000,300000,300000,8687,8687
256,NaxxramasDeathKnight,180000,180000,300000,300000,8687,8687
257,Zone-NaxxramasAbominationBoss,180000,180000,300000,300000,8888,8888
258,Zone-NaxxramasAbomination,180000,180000,300000,300000,8883,8883
259,Zone-NaxxramasFrostwyrm,180000,180000,300000,300000,8890,8890
261,Zone-NaxxramasKelthuzad,180000,180000,300000,300000,8889,8889
262,Zone-NaxxramasPlagueBoss,180000,180000,300000,300000,8886,8886
263,Zone-NaxxramasPlague,180000,180000,300000,300000,8885,8885
264,Zone-NaxxramasSpiderBoss,180000,180000,300000,300000,8887,8887
265,Zone-NaxxramasSpider,180000,180000,300000,300000,8884,8884
266,Zone-BladesEdge,180000,180000,300000,300000,9002,9002
267,Zone-Nagrand,180000,180000,300000,300000,9012,9013
268,Zone-Eversong,180000,180000,300000,300000,9789,9790
269,ZangarMarsh,180000,180000,300000,300000,9149,9149
270,Zone-TerokkarForest,180000,180000,300000,300000,9150,9150
271,BladesEdge OgreWalking,180000,180000,300000,300000,9281,9281
272,Zone-Netherstorm,180000,180000,300000,300000,9284,9284
273,ShadowmoonValleyWalking,180000,180000,300000,300000,9285,9285
274,Zone-AmmenvaleDraeneiWalkingUni,180000,180000,300000,300000,9459,9459
275,Zone-AzuremystNagaWalkingUni,180000,180000,300000,300000,9458,9458
276,Zone-BloodmystSatyrWalkingUni,180000,180000,300000,300000,9460,9460
277,Zone-HellfirePeninsula,180000,180000,300000,300000,9773,9773
278,Zone-OutlandsHordeBase,180000,180000,300000,300000,9785,9785
279,Zone-OutlandsAllianceBase,180000,180000,300000,300000,9786,9786
280,Moment-OL_Demon01,180000,180000,300000,300000,9774,9774
281,Moment-HE_PathOfGlory01,180000,180000,300000,300000,9775,9775
282,Moment-HE_Stairs01,180000,180000,300000,300000,9776,9776
283,Moment-He_Armoury,180000,180000,300000,300000,9777,9777
284,Moment-OL_Historic01,180000,180000,300000,300000,9778,9778
285,Moment-HE_Citadel01,180000,180000,300000,300000,9779,9779
286,Moment-HE_Wistful01,180000,180000,300000,300000,9780,9780
287,Moment-HE_Wistful02,180000,180000,300000,300000,9781,9781
288,Moment-OL_Arakkoa01,180000,180000,300000,300000,9782,9782
289,Moment-OL_Arakkoa02,180000,180000,300000,300000,9783,9783
290,Moment-OL_Shaman01,180000,180000,300000,300000,9784,9784
291,OL_Demon01,180000,180000,300000,300000,9774,9774
292,Zone-HellfireDemonWing,180000,180000,300000,300000,9787,9787
293,Zone-HellfireRamparts,180000,180000,300000,300000,9788,9788
295,Zone-SunstriderIsle,180000,180000,300000,300000,9791,9792
296,Zone-Silvermoon,180000,180000,300000,300000,9793,9794
297,Zone-EversongBuildings,180000,180000,300000,300000,9795,9796
298,Zone-EversongRuins,180000,180000,300000,300000,9797,9798
299,Zone-ScorchedGrove,180000,180000,300000,300000,9799,9800
300,Zone-Ghostlands,180000,180000,300000,300000,9803,9804
301,Zone-Deatholme,180000,180000,300000,300000,9805,9806
302,Moment - Corrupt,180000,180000,300000,300000,9871,9871
303,Zone-GhostlandsScenicWalk,180000,180000,300000,300000,9901,9901
304,Zone-ExodarWalking,180000,180000,300000,300000,9972,9972
305,Zone-AzureMystWalkingUni,180000,180000,300000,300000,9975,9975
306,Zone-BoneWastesUni,180000,180000,300000,300000,9991,9991
307,Zone-Shaman,180000,180000,300000,300000,10163,10163
308,Zone-AzuremystOwlkinWalk,180000,180000,300000,180000,10605,10605
309,Zone-OutlandBloodElfBase,180000,180000,300000,300000,10606,10606
310,Zone-OutlandDraeneiBase,180000,180000,300000,300000,10607,10607
311,Zone-TerokkarShattrathWalking,180000,180000,300000,300000,10608,10608
312,Zone-BladesEdgeDryForest,180000,180000,300000,300000,10609,10609
313,Zone-ZangarmarshCoilfangWalk,180000,180000,300000,300000,10726,10726
314,Zone-HellfireCitadelRampartsWalk,180000,180000,300000,300000,10727,10727
315,Zone-HellfireCitadelWalk,180000,180000,300000,300000,10728,10728
316,Zone-TerokkarAchinounWalk,180000,180000,300000,300000,10729,10729
317,Zone-BladesEdgeGruulsLairWalk,180000,180000,300000,300000,10730,10730
318,Zone-CavernsofTimeBlackMorassWalk,180000,180000,300000,300000,10731,10731
319,Zone-CavernsofTimeWalk,180000,180000,300000,300000,10764,10764
320,Zone-CavernsofTimeHyjalExtWalk,180000,180000,300000,300000,10765,10765
321,Zone-CavernsofTimeDurnholdeCellarWalk,180000,180000,300000,300000,10766,10766
322,Zone-CavernsofTimeDurnholdeKeepIntWalk,180000,180000,300000,300000,10767,10767
323,Zone-CavernsofTimeDurnholdeKeepExtWalk,180000,180000,300000,300000,10768,10768
324,Zone-CavernsofTimeTarrenMillExtWalk,180000,180000,300000,300000,10769,10769
325,Zone-CavernsoftimeHillsbradExtWalk,180000,180000,300000,300000,10770,10770
333,Zone-NetherPlantWalk,180000,180000,300000,300000,10847,10847
334,Zone-OutlandCorruptWalk,180000,180000,300000,300000,10848,10848
335,Zone-NetherstormEco-Dome,180000,180000,300000,300000,10849,10849
337,Zone-OutlandBloodElfHostile,180000,180000,300000,300000,10856,10856
338,Zone-EversongDarkWalk,180000,180000,300000,300000,10857,10857
339,Zone-GhostlandsShalandisWalk,180000,180000,300000,300000,0,0
340,Zone-OutlandThrallmarWalking,180000,180000,300000,300000,0,0
342,Zone-Thrallmar,180000,180000,300000,300000,10864,10864
343,Zone-Shalandis,180000,180000,300000,300000,10877,10877
344,Zone-CavernsofTimeRetail,180000,180000,300000,300000,10900,10900
345,Zone-CorruptRetail,180000,180000,300000,300000,10901,10901
346,Zone-HyjalPastBaseWalk,180000,180000,300000,300000,11650,11650
347,Zone-HyjalPastHordeCampWalk ,180000,180000,300000,300000,11651,11651
348,Zone-HyjalPastNordrassilWalk,180000,180000,300000,300000,11652,11652
349,Zone-HyjalPastSummitWalk,180000,180000,300000,300000,11653,11653
350,Zone-BlackTempleWalk,180000,180000,300000,300000,11696,11696
351,Zone-BlackTempleKaraborWalk,180000,180000,300000,300000,11697,11697
352,Zone-BlackTempleIllidariWalk,180000,180000,300000,180000,11698,11698
353,Zone-BlackTempleSanctuaryWalk,180000,180000,300000,300000,11699,11699
354,Zone-BlackTempleAnguishWalk,180000,180000,300000,300000,11700,11700
355,Zone-BlackTempleVigilWalk,180000,180000,300000,300000,11701,11701
356,Zone-BlackTempleReliquaryWalk,180000,180000,300000,300000,11702,11702
357,Zone-BlackTempleDenWalk,180000,180000,300000,300000,11703,11703
359,Event_DMF_Level70ETC,180000,180000,300000,300000,11803,11803
361,Zone-TavernPirate,180000,180000,300000,300000,11805,11805
362,Zone-TavernDwarf,180000,180000,300000,300000,11806,11806
371,Zone-ZulamanWalkingUni,300000,300000,420000,420000,12133,12133
372,Zone-ZulamanBosses,300000,300000,420000,420000,12134,12134
373,Zone-TempestKeepWalkingUni,300000,300000,420000,420000,12128,12128
374,Zone-TempestKeepBosses,300000,300000,420000,420000,12129,12129
376,Zone-TavernUndead,180000,180000,300000,300000,12137,12137
377,Zone-TavernTempleoftheMoon,180000,180000,300000,300000,12136,12136
378,Zone-KarazhanGeneralDefault,180000,180000,300000,300000,12154,12154
380,Zone-KarazhanFoyerWalk,180000,180000,300000,300000,12156,12156
381,Zone-KarazhanStableWalk,180000,180000,300000,300000,12159,12159
382,Zone-KarazhanBallroomBanquetWalk,180000,180000,300000,300000,12160,12160
383,Zone-KarazhanSculleryWalk,180000,180000,300000,300000,12161,12161
384,Zone-KarazhanBackstageWalk,180000,180000,300000,300000,12162,12162
385,Zone-KarazhanOperaWalk,180000,180000,300000,300000,12163,12163
386,Zone-KarazhanOutsideWalk,180000,180000,300000,300000,12169,12169
387,Zone-KarazhanLibraryWalk,180000,180000,300000,300000,12164,12164
388,Zone-KarazhanTowerMastersTerraceWalk,180000,180000,300000,300000,12166,12166
389,Zone-KarazhanTowerWalk,180000,180000,300000,300000,12167,12167
390,Zone-KarazhanMalchezaarWalk,180000,180000,300000,300000,12168,12168
391,Zone-KarazhanTowerNetherspiteWalk,180000,180000,300000,300000,12170,12170
394,Zone-QuelDanasStage01,180000,180000,300000,300000,12291,12291
395,Zone-QuelDanasStage02,180000,180000,300000,300000,12292,12292
396,Zone-QuelDanasStage03,180000,180000,300000,300000,12293,12293
397,Event-SunwellBombRun,180000,180000,300000,300000,12318,12318
398,Event-MidsummerFireFestival_A,180000,180000,300000,300000,12319,12319
399,Event-MidsummerFireFestival_H,180000,180000,300000,300000,12325,12325
400,Zone-TavernOrc,180000,180000,300000,300000,12328,12328
401,Zone-TavernTauren,180000,180000,300000,300000,12329,12329
402,Zone-QuelDanas,180000,180000,300000,300000,12528,12529
403,Zone-MagistersTerraceKaelThas,180000,180000,300000,300000,12531,12531
404,Zone-MagistersTerraceWalking,180000,180000,300000,300000,12532,12532
405,Zone-MagistersTerraceIntWalking,180000,180000,300000,300000,12533,12533
406,Zone-SunwellPlateauKilJaeden,180000,180000,300000,300000,12535,12535
407,Zone-SunwellPlateauWalking,180000,180000,300000,300000,12536,12536
408,Zone-SunwellPlateauIntWalk,180000,180000,300000,300000,12537,12537
409,Zone-HowlingFjordTuskarr,180000,180000,300000,300000,12565,12566
410,Zone-BoreanTundraTuskarr,180000,180000,300000,300000,12562,12561
411,Zone-DragonblightTuskarr,180000,180000,300000,300000,12563,12564
412,Zone-Dragonblight,180000,180000,300000,300000,12744,12745
413,Zone-BoreanTundra,180000,180000,300000,300000,12746,12747
414,Zone-TEMP_MONO,180000,180000,300000,300000,12748,12748
415,Zone-HowlingFjord,180000,180000,300000,300000,12800,12801
416,Zone-Taunka,180000,180000,300000,300000,12802,12803
417,Zone-GrizzlyHills,180000,180000,300000,300000,12816,12817
419,Zone-IronDwarf,300000,300000,600000,600000,12824,12825
420,Zone-StormpeaksGeneralWalk,180000,180000,300000,300000,13799,13800
421,Zone-IcecrownGeneralWalk,180000,180000,300000,300000,13801,13802
423,Zone-ZulDrakGeneralWalk,180000,180000,300000,300000,13804,13805
424,Zone-SholazarBasin,180000,180000,300000,300000,14893,14894
425,Zone-MakersTerrace,180000,180000,300000,300000,14896,14896
426,Zone-FireWalk,180000,180000,300000,300000,14897,14897
427,Zone-Pillartops,180000,180000,300000,300000,14898,14898
428,Zone-PathofLife,180000,180000,300000,300000,14902,14902
429,Zone-LifeBloodCave,180000,180000,300000,180000,14904,14904
430,Zone-CrystalSongForest,180000,180000,300000,300000,14905,14905
431,Zone-DalaranCity,180000,180000,300000,300000,14906,14906
432,Zone-DalaranCitySewers,180000,180000,300000,300000,14908,14908
433,Zone-VioletHold,180000,180000,300000,300000,14910,14910
435,Zone-StratholmePastGeneralWalk,180000,180000,300000,300000,0,0
436,Zone-StratholmePastPortal,180000,180000,300000,300000,0,0
438,Zone-StratholmePastOutdoorsWalk,180000,180000,300000,300000,14920,14921
439,Zone-StratholmePastIndoorsWalk,120000,120000,180000,180000,14923,14923
440,Zone-UlduarStoneGeneralWalk,180000,180000,300000,300000,14937,14937
442,Zone-UlduarStoneBattleWalk,30000,30000,30000,30000,14939,14939
443,Zone-UldarLightningGeneralWalk,180000,180000,300000,300000,14942,14942
444,Zone-UldarLightningBattleWalk,30000,30000,300000,300000,14945,14945
445,Zone-WintergraspContested,180000,180000,300000,300000,14912,14912
446,Zone-NorthrenTransport,180000,180000,300000,300000,14952,14953
447,Zone-ColdarraGeneralWalk,180000,180000,300000,300000,14958,14958
448,Zone-ColdarraNexusEXT,180000,180000,300000,300000,14959,14959
449,Zone-EbonHBurningStageWalk,180000,180000,300000,300000,14967,14967
450,Zone-EbonHHavenSWalk,180000,180000,300000,300000,14965,14966
451,Zone-EbonHAcherusWalk,180000,180000,300000,300000,14960,14960
452,Zone-EbonHDeathsBreachWalk,180000,180000,300000,300000,14961,14961
453,Zone-EbonHNewAvalonWalk,180000,180000,300000,300000,14964,14964
454,Zone-EbonHShorelineWalk,180000,180000,300000,300000,14962,14962
455,Zone-EbonHTyrsHandWalk,180000,180000,300000,300000,14963,14963
456,Zone-DalaranCityCitadelInterior,180000,180000,300000,300000,14995,14995
457,Zone-DalaranCityVioletHold,180000,180000,300000,300000,14996,14996
458,Zone-VrykulWalk,180000,180000,300000,300000,14997,14997
459,Zone-GrizzlyHillsB,180000,180000,300000,300000,15036,15037
460,Zone-GrizzlyHillC,180000,180000,300000,300000,15038,15039
461,Zone-NorthrenOrcGeneral,180000,180000,300000,300000,15041,15042
462,Zone-NorthrenRiplash,180000,180000,300000,300000,15044,15045
463,Zone-NorthrenTroll,180000,180000,300000,300000,15048,15048
464,Zone-NorthrenScourge,180000,180000,300000,300000,15049,15049
465,Zone-NorthrenDarker,180000,180000,300000,300000,15050,15050
466,Zone-NexusGeneralWalkA,180000,180000,300000,300000,15057,15057
467,Zone-NexusGeneralWalkB,180000,180000,300000,300000,15058,15058
468,Zone-NexusGeneralWalkC,180000,180000,300000,300000,15059,15059
469,Zone-NexusGeneralWalkD,180000,180000,300000,300000,15060,15060
470,Zone-NexusGeneralWalkE,180000,180000,300000,300000,15061,15061
471,Zone-UtgardeGeneralWalkA,180000,180000,300000,300000,15062,15062
472,Zone-UtgardeGeneralWalkB,180000,180000,300000,300000,15063,15063
473,Zone-UtgardeGeneralWalkC,180000,180000,300000,300000,15064,15064
474,Zone-UtgardeGeneralWalkD,180000,180000,300000,300000,15065,15065
475,Zone-UtgardeGeneralWalkE,180000,180000,300000,300000,15066,15066
476,Zone-UtgardeGeneralWalkF,180000,180000,300000,300000,15067,15067
477,Zone-ChamberAspects01General,180000,180000,300000,300000,15077,15078
478,Zone-DraktharonGeneralWalk,180000,180000,300000,300000,15082,15082
479,Zone-DraktharonWarlordsTerrace,180000,180000,300000,300000,15083,15083
480,Zone-DraktharonDraknidLair,180000,180000,300000,300000,15084,15084
481,Zone-DraktharonTempleForgotten,180000,180000,300000,300000,15085,15085
482,Zone-DraktharonAviry,180000,180000,300000,300000,15086,15086
483,Zone-DraktharonRaptorPens,180000,180000,300000,300000,15087,15087
484,Zone-DraktharonOverlook,180000,180000,300000,300000,15088,15088
485,Zone-GundrakGeneralWalk,180000,180000,300000,300000,15089,15089
486,Zone-GundrakDenofSseratus,180000,180000,300000,300000,15090,15090
487,Zone-GundrakTombofAncients,180000,180000,300000,300000,15091,15091
488,Zone-GundrakCaveofMamtoth,180000,180000,300000,300000,15092,15092
489,Zone-GundrakPoolofTwisted,180000,180000,300000,300000,15093,15093
490,Zone-GundrakChamberofAkali,180000,180000,300000,300000,15094,15094
491,Zone-AzjolNerubA,180000,180000,300000,300000,15096,15096
492,Zone-AzjolNerubB,180000,180000,300000,300000,15097,15097
493,Zone-AzjolNerubC,180000,180000,300000,300000,15098,15098
494,Zone-AzjolNerubD,180000,180000,300000,300000,15099,15099
495,Zone-AzjolNerubE,180000,180000,300000,300000,15100,15100
496,Zone-BoreanTundraGeyserFields,180000,180000,300000,300000,15101,15101
497,Zone-ZuldrakMamtoth,180000,180000,300000,300000,15114,15114
498,Zone-ZuldrakQuetzlun,180000,180000,300000,300000,15115,15115
499,Zone-ZuldrakRhunok,180000,180000,300000,300000,15116,15116
500,Zone-ZuldrakSsertus,180000,180000,300000,300000,15117,15117
501,Trigger-EbonHFinalBattleStart,180000,180000,300000,300000,15119,15119
502,Trigger-EbonHFinalBattleWalk,180000,180000,300000,300000,15120,15120
503,Zone-DragonBlightWyrmrest,180000,180000,300000,300000,15121,15122
506,Zone-ArgentTournament,180000,180000,300000,300000,15851,15850
507,Zone-UlduarRaidGeneralWalk,180000,180000,300000,300000,15838,15838
508,Zone-UlduarRaidPrisonWalk,180000,180000,300000,300000,15840,15840
509,Zone-UlduarRaidDescentWalk,180000,180000,300000,300000,15839,15839
510,Zone-UlduarRaidConservatoryWalk,180000,180000,300000,300000,15843,15843
511,Zone-UlduarRaidIngenuityWalk,180000,180000,300000,300000,15841,15841
512,,0,0,0,0,0,0
513,Zone-UlduarRaidSparkofImaginationWalk,180000,180000,300000,300000,15847,15847
514,Zone-UlduarRaidCelestialHallWalk,180000,180000,300000,300000,15842,15842
515,Zone-TempMono,180000,180000,300000,300000,12748,12748
516,Zone-UlduarRaidKingLlaneWalk,180000,180000,300000,300000,15835,15835
518,Zone-UlduarRaidIcecrownWalk,180000,180000,300000,300000,15836,15836
519,Zone-UlduarRaidBrainRoomWalk,180000,180000,300000,300000,15834,15834
520,Zone-UlduarRaidExtBaseCamp,180000,180000,300000,300000,15854,15854
521,Zone-UlduarRaidExtIronConcourseWalk,180000,180000,300000,300000,15857,15857
522,Zone-UlduarRaidExtFormationGroundsWalk,180000,180000,300000,300000,15862,15862
523,Zone-UlduarRaidExtColossalForgeWalk,180000,180000,300000,300000,15865,15865
524,Zone-UlduarRaidExtRazorscalesAerieWalk,180000,180000,300000,300000,15868,15868
525,Zone-UlduarRaidExtScrapyardWalk,180000,180000,300000,300000,15871,15871
526,Zone-UlduarRaidWyrmrestWalk,180000,180000,300000,300000,15837,15837
527,Zone-UlduarRaidExtFormationGroundsAction,180000,180000,300000,300000,15861,15861
528,Zone-UlduarRaidExtColossalForgeAction,180000,180000,300000,300000,15864,15864
529,Zone-UlduarRaidExtRazorscalesAerieAction,180000,180000,300000,300000,15867,15867
530,Zone-UlduarRaidExtScrapyardAction,180000,180000,300000,300000,15870,15870
531,Zone-UlduarRaidSparkofImaginationAction,180000,180000,300000,300000,15876,15876
532,Zone-UlduarRaidCelestialPlanetariumIntro,180000,180000,300000,300000,15878,15878
533,Zone-UlduarRaidCelestialPlanetariumAction,180000,180000,300000,300000,15877,15877
534,Zone-UlduarRaidHallsofIronHeroEvent,180000,180000,300000,300000,15885,15885
535,Zone-UlduarRaidTramHallWalk,180000,180000,300000,300000,15901,15901
536,Zone-ArgentColiseumWalkUni,180000,180000,300000,300000,16337,16337
537,Zone-LostIslesWalkUni,180000,180000,300000,300000,16440,16440
538,Zone-LostIslesDark,180000,180000,300000,300000,16451,16451
539,Zone-GilneasCityWalking,180000,180000,300000,300000,16457,16457
540,Zone-GilneasWalking,180000,180000,300000,300000,16456,16456
541,Zone-ForgeofSouls,180000,180000,300000,300000,17277,17277
542,Zone-IcecrownDungeon,180000,180000,300000,300000,17278,17278
543,Zone-IcecrownSummit,180000,180000,300000,300000,17284,17284
544,Zone-Frostmourne,180000,180000,300000,300000,17286,17286
545,Zone-CrimsonHall,180000,180000,300000,300000,17287,17287
546,Zone-Sindragosa,180000,180000,300000,300000,17288,17288
547,Event-HallsofReflection2,180000,180000,300000,300000,17283,17283
548,Event-HallsofReflection1,180000,180000,300000,300000,17282,17282
549,Zone-LightsHammer,180000,180000,300000,300000,17319,17319
550,Zone-IcecrownRaidFloor1Entry,180000,180000,300000,300000,17320,17320
551,Zone-IcecrownRaidFloor1Spire,180000,180000,300000,300000,17305,17304
552,Zone-IcecrownRaidFloor1Deathwhisper,180000,180000,300000,300000,17303,17303
553,Zone-PitofSaronCave,180000,180000,300000,300000,17311,17311
554,Zone-PitofSaron,180000,180000,300000,300000,17310,17310
555,Zone-IcecrownRaidFloor2Intro,180000,180000,300000,300000,17291,17291
556,Zone-IcecrownRaidFloor2Spire,180000,180000,300000,300000,17296,17296
557,Zone-IcecrownRaidFloor2Plague,180000,180000,300000,300000,17294,17294
558,Zone-IcecrownRaidFloor2Frost,180000,180000,300000,300000,17298,17298
559,Zone-IcecrownRaidFloor2Valithria,180000,180000,300000,300000,17300,17300
560,Zone-IcecrownRaidSindragosa,180000,180000,300000,300000,17288,17288
561,Zone-IcecrownRaidFloor2Crimson,180000,180000,300000,300000,17287,17287
562,Zone-IcecrownSummit,180000,180000,300000,300000,17284,17284
563,Zone-PitofSaronEntry,180000,180000,300000,300000,17308,17308
564,Zone-PitofSaronTyrannus,180000,180000,300000,300000,17314,17314
565,Event-Gnomeregan,45000,45000,90000,90000,17486,17486
566,Zone-RubySanctumWalk,180000,180000,300000,300000,17672,17672
570,Event - ZFRally,180000,180000,300000,300000,17677,17677
571,Event - ZFQuiet,180000,180000,300000,300000,17676,17676
572,Event - ZFMedBattle,180000,180000,300000,300000,17675,17675
573,Event - ZFMagic,180000,180000,300000,300000,17674,17674
574,Event - ZFBigBattle,180000,180000,300000,300000,17673,17673
575,00_Test_Music,180000,180000,300000,300000,17821,17821
585,Zone-Ashenvale,180000,180000,300000,300000,22234,22233
586,Zone-Azshara,180000,180000,300000,300000,22235,22236
590,Zone-Dustwallow,180000,180000,300000,300000,22247,22248
591,Zone-Felwood,180000,180000,300000,300000,22250,22250
593,Zone-Kezan,180000,180000,300000,300000,22254,22254
595,Zone-Hyjal,180000,180000,300000,300000,0,0
596,Zone-Mulgore,180000,180000,300000,300000,22260,22262
597,Zone-NBarrens,180000,180000,300000,300000,0,0
598,Zone-Silithus,180000,180000,300000,300000,22268,22269
599,Zone-SBarrens,180000,180000,300000,300000,0,0
602,Zone-Teldrassil,180000,180000,300000,300000,0,0
603,Zone-TheLostIsles,180000,180000,300000,300000,0,0
604,Zone-ThousandNeedles,180000,180000,300000,300000,22280,22281
606,Zone-Ungoro,180000,180000,300000,300000,0,0
607,Zone-Winterspring,180000,180000,300000,300000,22288,22289
609,Zone-ArathiHighlands,180000,180000,300000,300000,22292,22293
611,Zone-BlastedLands,180000,180000,300000,300000,0,0
613,Zone-DeadwindPass,180000,180000,300000,300000,0,0
615,Zone-Duskwood,180000,180000,300000,300000,0,0
616,Zone-Eplaguelands,180000,180000,300000,300000,0,0
617,Zone-Elwynn,180000,180000,300000,300000,0,0
618,Zone-Gilneas,180000,180000,300000,300000,0,0
621,Zone-LochModan,180000,180000,300000,300000,7319,7319
622,Zone-Redridge,180000,180000,300000,300000,7319,7319
623,Zone-SearingGorge,180000,180000,300000,300000,7319,7319
624,Zone-SilverpineForest,180000,180000,300000,300000,0,0
625,Zone-Nstranglethorn,180000,180000,300000,300000,2532,2532
626,Zone-CapeOfStranglethorn,180000,180000,300000,300000,2532,2532
627,Zone-SwampOfSorrows,180000,180000,300000,300000,22333,22334
628,Zone-TheHinterlands,180000,180000,300000,300000,6836,6836
