ID,ChrCustomizationChoiceID,ChrCustomizationReqID
1219,31,291
1220,30,291
1221,29,291
1222,28,291
1223,27,291
1224,26,291
1225,25,291
1226,24,291
1227,23,291
1228,22,291
1229,21,291
1230,20,291
1279,15427,295
1280,15426,295
1281,15425,295
1282,15424,295
1283,15423,295
1284,15422,295
1285,15421,295
1286,15420,295
1287,15419,295
1288,15418,295
1289,15417,295
1290,15416,295
1291,15439,296
1292,15438,296
1293,15437,296
1294,15436,296
1295,15435,296
1296,15434,296
1297,15433,296
1298,15432,296
1299,15431,296
1300,15430,296
1301,15429,296
1302,15428,296
1372,1290,313
1373,1291,313
1374,1292,313
1375,1293,313
1376,1294,313
1377,1295,313
1378,8719,314
1379,8720,314
1380,8721,314
1381,8722,314
1382,8723,314
1383,8724,314
1385,8726,316
1386,1289,317
1387,8725,313
1403,116,318
1404,115,318
1405,114,318
1406,113,318
1407,112,318
1408,111,318
1409,110,318
1410,109,318
1411,108,318
1412,107,318
1413,106,318
1414,105,318
1415,104,318
1416,103,318
1417,102,318
1448,15712,320
1449,15711,320
1450,15710,320
1451,15709,320
1452,15708,320
1453,15707,320
1454,15706,320
1455,15705,320
1456,15704,320
1457,15703,320
1458,15702,320
1459,15701,320
1460,15700,320
1461,15699,320
1462,15698,320
1463,15727,321
1464,15726,321
1465,15725,321
1466,15724,321
1467,15723,321
1468,15722,321
1469,15721,321
1470,15720,321
1471,15719,321
1472,15718,321
1473,15717,321
1474,15716,321
1475,15715,321
1476,15714,321
1477,15713,321
1485,1192,117
1486,1194,117
1487,1195,117
1494,1253,119
1495,1256,119
1496,1258,119
1497,570,91
1498,562,91
1499,561,91
1500,650,93
1501,649,93
1502,644,93
1503,841,97
1504,840,97
1505,834,97
1506,732,95
1507,729,95
1508,728,95
1509,1909,130
1510,1904,130
1511,1901,130
1512,1981,132
1513,1977,132
1514,1973,132
1515,2343,136
1516,2339,136
1517,2337,136
1518,2246,134
1519,2259,322
1520,2258,322
1521,2257,322
1522,2256,322
1523,2250,322
1524,2249,322
1525,2248,322
1526,2247,322
1527,2246,322
1528,2245,322
1529,2244,322
1530,2243,322
1531,2242,322
1532,2241,322
1533,8976,191
1534,8975,191
1535,8973,191
1536,8992,190
1537,8990,190
1538,8987,190
1539,489,89
1540,488,89
1541,481,89
1542,398,80
1543,394,80
1544,393,80
1545,1142,105
1546,1141,105
1547,1139,105
1548,1083,103
1549,1081,103
1550,1079,103
1551,1323,121
1552,1321,121
1553,1320,121
1554,1393,123
1555,1391,123
1556,1388,123
1557,1776,115
1558,1771,115
1559,1768,115
1560,1643,109
1561,1640,109
1562,1638,109
1563,9778,212
1564,9775,212
1565,9773,212
1566,9799,218
1567,9794,218
1568,9791,218
1569,2885,323
1570,2884,323
1571,2883,323
1572,2882,323
1573,2881,323
1574,2880,323
1575,2879,323
1576,2878,323
1591,2839,325
1592,2838,325
1593,2837,325
1594,2836,325
1595,2835,325
1596,2834,325
1597,2833,325
1598,2832,325
1599,9780,326
1600,9779,326
1601,9778,326
1602,9777,326
1603,9776,326
1604,9775,326
1605,9774,326
1606,9773,326
1607,9772,326
1608,9771,326
1609,9770,326
1610,9769,326
1611,9768,326
1612,9767,326
1613,9766,326
1614,9765,326
1615,9764,326
1616,9763,326
1617,9762,326
1618,9761,326
1619,9800,324
1620,9799,324
1621,9798,324
1622,9797,324
1623,9796,324
1624,9795,324
1625,9794,324
1626,9793,324
1627,9792,324
1628,9791,324
1629,9790,324
1630,9789,324
1631,9788,324
1632,9787,324
1633,9786,324
1634,9785,324
1635,9784,324
1636,9783,324
1637,9782,324
1638,9781,324
1639,15730,128
1640,1542,128
1641,1536,128
1642,1453,126
1643,1452,126
1644,1451,126
1665,8539,332
1666,8540,332
1667,8541,332
1668,8542,332
1669,8543,332
1670,8544,332
1671,20,53
1672,22,53
1673,31,53
1674,102,319
1675,103,319
1676,112,319
1677,15741,41
1678,7802,333
1679,7801,334
1682,872,337
1683,871,337
1684,873,337
1685,874,337
1686,875,337
1687,876,337
1688,877,337
1689,878,337
1690,879,337
1697,18266,367
1701,18270,369
1702,18272,370
1708,2971,373
1709,2972,374
1711,18262,375
1712,7483,376
1713,2974,376
1714,2973,376
1715,2972,376
1716,2971,376
1717,7483,377
1718,2974,377
1719,2973,377
1720,2972,377
1721,18256,378
1722,18258,379
1723,18259,380
1737,18267,400
1738,18269,400
1739,18268,400
1740,2769,401
1741,2773,401
1742,19300,401
1743,19301,401
1744,19302,401
1745,2771,402
1746,2770,403
1747,2772,404
1748,19299,405
1749,19302,406
1750,2769,407
1751,2773,407
1752,19300,407
1753,19301,407
1754,19302,407
1756,19273,407
1757,19272,407
1761,2851,410
1762,2849,410
1763,2847,410
1764,2846,410
1765,2845,410
1766,2842,410
1767,2886,411
1768,2894,411
1769,2892,411
1770,2889,411
1771,2888,411
1772,2887,411
1775,19382,413
1777,19383,414
1779,19384,415
1792,19385,422
1793,1491,424
1794,19857,425
1795,19859,426
1796,19858,427
1797,19860,428
1798,19710,429
1799,19714,429
1800,19715,429
1801,19716,429
1802,19718,429
1803,19719,429
1804,19720,429
1805,19716,430
1806,19717,430
1807,19933,431
1808,20066,432
1809,20068,433
1810,20069,434
1811,20067,435
1812,20256,436
1813,20258,437
1814,20259,438
1815,20257,439
1816,20455,440
1817,20457,441
1818,20458,442
1819,20456,443
1824,26790,447
1825,26792,446
1826,26791,445
1827,26789,444
1828,26972,448
1829,26971,448
1830,26970,448
1831,26969,448
1832,26968,448
1833,26967,448
1834,26966,448
1835,26965,448
1836,26964,448
1837,26963,448
1838,26962,448
1839,26961,448
1840,26960,448
1841,26959,448
1842,26958,448
1843,26957,448
1844,26956,448
1845,26955,448
1846,26954,448
1847,26953,448
1848,27266,449
1849,27263,450
1850,27265,450
1851,27264,450
1852,27004,451
1853,27004,452
1854,27005,452
1855,27129,453
1856,27130,454
1857,27131,455
1858,27132,456
1859,27128,457
1860,27059,458
1861,27058,458
1862,27057,458
1863,27056,458
1864,27055,458
1865,27054,458
1866,27053,458
1867,27052,458
1868,27051,458
1869,27050,458
1870,27049,458
1871,27048,458
1872,27047,458
1873,27046,458
1874,27045,458
1875,27044,458
1876,27043,458
1878,27713,460
1879,27714,460
1880,27713,459
1881,27796,461
1882,27795,462
1883,27794,463
1884,27793,464
1885,27792,465
1886,28100,466
1887,28101,466
1888,28102,466
1889,28103,466
1890,28104,466
1891,28105,466
1892,28106,466
1893,28107,466
1894,28108,466
1895,28109,466
1896,28110,466
1897,28111,466
1898,28112,466
1899,28113,466
1900,28114,466
1901,28115,466
1902,28116,466
1903,27709,467
1904,28275,468
1905,28275,469
1906,28277,469
1907,27651,470
1908,27652,470
1909,27653,470
1910,27654,470
1911,27655,470
1912,27656,470
1913,27657,470
1914,27658,470
1915,27659,470
1916,27660,470
1917,27661,470
1918,27662,470
1919,27663,470
1920,27664,470
1921,27665,470
1922,27666,470
1923,27667,470
1924,27668,470
1925,27669,470
1926,27670,470
1927,28099,472
1928,27042,473
3481,28848,640
3482,28849,641
3483,2824,642
3484,2825,642
3485,2826,642
3486,2827,642
3487,2828,642
3488,2829,642
3489,2830,642
3490,9687,642
3491,9688,642
3492,9689,642
3493,9690,642
3494,9691,642
3495,9692,642
3496,9693,642
3497,9694,642
3498,9695,642
3499,9696,642
3500,9697,642
3501,9698,642
3502,9699,642
3503,9700,642
3504,9701,642
3505,9702,642
3506,9703,642
3507,2870,643
3508,2871,643
3509,2872,643
3510,2873,643
3511,2874,643
3512,2875,643
3513,2876,643
3514,2877,643
3515,9704,643
3516,9705,643
3517,9706,643
3518,9707,643
3519,9708,643
3520,9709,643
3521,9710,643
3522,9711,643
3523,9712,643
3524,9713,643
3525,9714,643
3526,9715,643
3527,9716,643
3528,9717,643
3529,9718,643
3530,9719,643
3531,9720,643
3532,2824,644
3533,2825,644
3534,2826,644
3535,2827,644
3536,2828,644
3537,2829,644
3538,2830,644
3539,9687,644
3540,9688,644
3541,9689,644
3542,9690,644
3543,9691,644
3544,9692,644
3545,9693,644
3546,9694,644
3547,9695,644
3548,9696,644
3549,9697,644
3550,9698,644
3551,9699,644
3552,9700,644
3553,9701,644
3554,9702,644
3555,9703,644
3556,2870,645
3557,2871,645
3558,2872,645
3559,2873,645
3560,2874,645
3561,2875,645
3562,2876,645
3563,2877,645
3564,9704,645
3565,9705,645
3566,9706,645
3567,9707,645
3568,9708,645
3569,9709,645
3570,9710,645
3571,9711,645
3572,9712,645
3573,9713,645
3574,9714,645
3575,9715,645
3576,9716,645
3577,9717,645
3578,9718,645
3579,9719,645
3580,9720,645
3581,695,647
3582,696,647
3583,697,647
3584,698,647
3585,699,647
3586,700,647
3587,701,647
3588,702,647
3589,703,647
3590,704,647
3591,705,647
3592,706,647
3593,707,647
3594,708,647
3595,709,647
3596,710,647
3597,711,647
3598,712,647
3599,713,647
3600,714,647
3601,715,647
3602,716,647
3603,717,647
3604,8303,647
3605,8304,647
3606,8305,647
3607,695,648
3608,696,648
3609,697,648
3610,698,648
3611,699,648
3612,700,648
3613,701,648
3614,702,648
3615,703,648
3616,704,648
3617,705,648
3618,706,648
3619,707,648
3620,708,648
3621,709,648
3622,710,648
3623,711,648
3624,712,648
3625,713,648
3626,714,648
3627,715,648
3628,716,648
3629,717,648
3630,8303,648
3631,8304,648
3632,8305,648
3633,795,649
3634,695,649
3635,696,649
3636,697,649
3637,698,649
3638,699,649
3639,700,649
3640,701,649
3641,702,649
3642,703,649
3643,704,649
3644,705,649
3645,706,649
3646,707,649
3647,708,649
3648,709,649
3649,710,649
3650,711,649
3651,712,649
3652,713,649
3653,714,649
3654,715,649
3655,716,649
3656,717,649
3657,8303,649
3658,8304,649
3659,8305,649
3660,789,650
3661,695,650
3662,696,650
3663,697,650
3664,698,650
3665,699,650
3666,700,650
3667,701,650
3668,702,650
3669,703,650
3670,704,650
3671,705,650
3672,706,650
3673,707,650
3674,708,650
3675,709,650
3676,710,650
3677,711,650
3678,712,650
3679,713,650
3680,714,650
3681,715,650
3682,716,650
3683,717,650
3684,8303,650
3685,8304,650
3686,8305,650
3687,8114,651
3688,8115,651
3689,8117,651
3690,695,651
3691,696,651
3692,697,651
3693,698,651
3694,699,651
3695,700,651
3696,701,651
3697,702,651
3698,703,651
3699,704,651
3700,705,651
3701,706,651
3702,707,651
3703,708,651
3704,709,651
3705,710,651
3706,711,651
3707,712,651
3708,713,651
3709,714,651
3710,715,651
3711,716,651
3712,717,651
3713,8303,651
3714,8304,651
3715,8305,651
3716,8117,652
3717,8118,652
3718,695,652
3719,696,652
3720,697,652
3721,698,652
3722,699,652
3723,700,652
3724,701,652
3725,702,652
3726,703,652
3727,704,652
3728,705,652
3729,706,652
3730,707,652
3731,708,652
3732,709,652
3733,710,652
3734,711,652
3735,712,652
3736,713,652
3737,714,652
3738,715,652
3739,716,652
3740,717,652
3741,8303,652
3742,8304,652
3743,8305,652
3744,695,653
3745,696,653
3746,697,653
3747,698,653
3748,699,653
3749,700,653
3750,701,653
3751,702,653
3752,703,653
3753,704,653
3754,705,653
3755,706,653
3756,707,653
3757,708,653
3758,709,653
3759,710,653
3760,711,653
3761,712,653
3762,713,653
3763,714,653
3764,715,653
3765,716,653
3766,717,653
3767,8303,653
3768,8304,653
3769,8305,653
3770,718,654
3771,824,655
3772,801,656
3773,802,656
3774,803,656
3775,804,656
3776,805,656
3777,806,656
3778,807,656
3779,808,656
3780,809,656
3781,810,656
3782,811,656
3783,812,656
3784,813,656
3785,814,656
3786,815,656
3787,816,656
3788,817,656
3789,818,656
3790,819,656
3791,820,656
3792,821,656
3793,822,656
3794,823,656
3795,8294,656
3796,8295,656
3797,8296,656
3798,801,657
3799,802,657
3800,803,657
3801,804,657
3802,805,657
3803,806,657
3804,807,657
3805,808,657
3806,809,657
3807,810,657
3808,811,657
3809,812,657
3810,813,657
3811,814,657
3812,815,657
3813,816,657
3814,817,657
3815,818,657
3816,819,657
3817,820,657
3818,821,657
3819,822,657
3820,823,657
3821,8294,657
3822,8295,657
3823,8296,657
3824,801,658
3825,802,658
3826,803,658
3827,804,658
3828,805,658
3829,806,658
3830,807,658
3831,808,658
3832,809,658
3833,810,658
3834,811,658
3835,812,658
3836,813,658
3837,814,658
3838,815,658
3839,816,658
3840,817,658
3841,818,658
3842,819,658
3843,820,658
3844,821,658
3845,822,658
3846,823,658
3847,8294,658
3848,8295,658
3849,8296,658
3850,8124,659
3851,8127,659
3852,8128,659
3853,801,659
3854,802,659
3855,803,659
3856,804,659
3857,805,659
3858,806,659
3859,807,659
3860,808,659
3861,809,659
3862,810,659
3863,811,659
3864,812,659
3865,813,659
3866,814,659
3867,815,659
3868,816,659
3869,817,659
3870,818,659
3871,819,659
3872,820,659
3873,821,659
3874,822,659
3875,823,659
3876,8294,659
3877,8295,659
3878,8296,659
3879,8125,660
3880,8128,660
3881,801,660
3882,802,660
3883,803,660
3884,804,660
3885,805,660
3886,806,660
3887,807,660
3888,808,660
3889,809,660
3890,810,660
3891,811,660
3892,812,660
3893,813,660
3894,814,660
3895,815,660
3896,816,660
3897,817,660
3898,818,660
3899,819,660
3900,820,660
3901,821,660
3902,822,660
3903,823,660
3904,8294,660
3905,8295,660
3906,8296,660
3907,801,661
3908,802,661
3909,803,661
3910,804,661
3911,805,661
3912,806,661
3913,807,661
3914,808,661
3915,809,661
3916,810,661
3917,811,661
3918,812,661
3919,813,661
3920,814,661
3921,815,661
3922,816,661
3923,817,661
3924,818,661
3925,819,661
3926,820,661
3927,821,661
3928,822,661
3929,823,661
3930,8294,661
3931,8295,661
3932,8296,661
3933,1625,662
3934,1599,663
3935,1600,663
3936,1601,663
3937,1602,663
3938,1603,663
3939,1604,663
3940,1605,663
3941,1606,663
3942,1607,663
3943,1608,663
3944,1609,663
3945,1610,663
3946,1611,663
3947,1612,663
3948,1613,663
3949,1614,663
3950,1615,663
3951,1616,663
3952,1617,663
3953,1618,663
3954,1619,663
3955,1620,663
3956,1621,663
3957,1622,663
3958,1623,663
3959,1624,663
3960,6698,663
3961,6697,663
3962,6696,663
3963,6695,663
3964,1599,664
3965,1600,664
3966,1601,664
3967,1602,664
3968,1603,664
3969,1604,664
3970,1605,664
3971,1606,664
3972,1607,664
3973,1608,664
3974,1609,664
3975,1610,664
3976,1611,664
3977,1612,664
3978,1613,664
3979,1614,664
3980,1615,664
3981,1616,664
3982,1617,664
3983,1618,664
3984,1619,664
3985,1620,664
3986,1621,664
3987,1622,664
3988,1623,664
3989,1624,664
3990,6698,664
3991,6697,664
3992,6696,664
3993,6695,664
3994,1599,665
3995,1600,665
3996,1601,665
3997,1602,665
3998,1603,665
3999,1604,665
4000,1605,665
4001,1606,665
4002,1607,665
4003,1608,665
4004,1609,665
4005,1610,665
4006,1611,665
4007,1612,665
4008,1613,665
4009,1614,665
4010,1615,665
4011,1616,665
4012,1617,665
4013,1618,665
4014,1619,665
4015,1620,665
4016,1621,665
4017,1622,665
4018,1623,665
4019,1624,665
4020,6698,665
4021,6697,665
4022,6696,665
4023,6695,665
4024,1747,666
4025,1732,667
4026,1733,667
4027,1734,667
4028,1735,667
4029,1736,667
4030,1737,667
4031,1738,667
4032,1739,667
4033,1740,667
4034,1741,667
4035,1742,667
4036,1743,667
4037,1744,667
4038,1745,667
4039,1746,667
4040,1748,667
4041,1749,667
4042,1750,667
4043,1751,667
4044,1752,667
4045,1753,667
4046,1754,667
4047,1755,667
4048,1756,667
4049,1757,667
4050,6690,667
4051,6689,667
4052,6688,667
4053,6687,667
4054,1732,668
4055,1733,668
4056,1734,668
4057,1735,668
4058,1736,668
4059,1737,668
4060,1738,668
4061,1739,668
4062,1740,668
4063,1741,668
4064,1742,668
4065,1743,668
4066,1744,668
4067,1745,668
4068,1746,668
4069,1748,668
4070,1749,668
4071,1750,668
4072,1751,668
4073,1752,668
4074,1753,668
4075,1754,668
4076,1755,668
4077,1756,668
4078,1757,668
4079,6690,668
4080,6689,668
4081,6688,668
4082,6687,668
4083,1732,669
4084,1733,669
4085,1734,669
4086,1735,669
4087,1736,669
4088,1737,669
4089,1738,669
4090,1739,669
4091,1740,669
4092,1741,669
4093,1742,669
4094,1743,669
4095,1744,669
4096,1745,669
4097,1746,669
4098,1748,669
4099,1749,669
4100,1750,669
4101,1751,669
4102,1752,669
4103,1753,669
4104,1754,669
4105,1755,669
4106,1756,669
4107,1757,669
4108,6690,669
4109,6689,669
4110,6688,669
4111,6687,669
4112,19710,672
4113,19711,672
4114,19712,672
4115,19713,672
4116,19714,672
4117,19715,672
4118,19718,672
4119,19719,672
4120,19720,672
4121,19939,673
4122,19931,673
4123,19932,673
4124,19934,673
4125,19935,673
4126,19936,673
4127,19937,673
4128,19938,673
4129,19481,674
4130,19482,675
4131,19483,675
4132,19484,675
4133,29864,466
4134,29865,466
4135,29866,458
4136,29867,458
4143,29980,679
4144,29930,679
4582,19724,430
4583,19736,430
4584,19730,430
4585,19729,672
4586,19731,672
4587,19732,672
4588,19805,672
4589,19733,672
4590,19734,672
4591,19735,672
4592,19737,672
4593,19738,672
4594,19721,672
4595,19722,672
4596,19723,672
6612,1097,3128
6613,1098,3128
6614,1099,3128
6628,19507,3132
6629,26861,3133
6630,26862,3133
6631,26863,3133
6632,26864,3133
6633,26865,3133
6634,26866,3133
6635,26867,3133
6636,26868,3133
6637,26869,3133
6638,26870,3133
6639,26871,3133
6640,26872,3133
6641,26873,3133
6642,26874,3133
6643,26875,3133
6644,26876,3133
6645,26877,3133
6646,29775,3133
6647,29776,3133
6648,26879,3134
6649,26880,3134
6650,26881,3134
6651,26878,3135
6653,30695,3137
6658,28275,3139
6659,28277,3139
6660,28276,3139
6661,29969,3139
6662,19554,3142
6663,19573,3143
6664,19574,3144
6673,19711,3145
6674,19712,3145
6675,19717,3145
6676,30703,3146
6677,30703,3147
6692,18706,3723
6698,45303,3732
6731,30703,4070
6732,19913,4070
6733,19914,4070
6734,19915,4070
6735,19917,4070
6736,19918,4070
6737,19919,4070
6738,19920,4070
6739,19921,4070
6740,19922,4070
6741,31939,4070
6742,31942,4070
6743,30695,4071
6744,19689,4071
6745,19690,4071
6746,19691,4071
6747,19692,4071
6748,19693,4071
6749,19694,4071
6750,19695,4071
6751,19696,4071
6752,19697,4071
6753,20117,4072
6754,20118,4072
6755,20119,4072
6756,20120,4072
6757,20121,4072
6758,20122,4072
6759,20123,4072
6760,20124,4072
6761,20125,4072
6762,45303,4073
6763,20306,4073
6764,20307,4073
6765,20308,4073
6766,20309,4073
6767,20310,4073
6768,20311,4073
6769,20312,4073
6770,20313,4073
6771,20314,4073
6772,20315,4073
6773,20317,4073
6789,30703,4076
6790,19608,4076
6791,19609,4076
6792,19610,4076
6793,19611,4076
6794,19612,4076
6795,19613,4076
6796,54521,4076
6797,54522,4076
6798,54523,4076
6799,54524,4076
6800,54525,4076
6801,26494,4077
6802,26493,4077
6803,26492,4077
6804,26491,4077
6805,26490,4077
6806,26489,4077
6807,26488,4077
6808,28855,4078
6809,19625,4078
6810,19624,4078
6811,19623,4078
6812,19622,4078
6813,19621,4078
6814,30695,4079
6815,28853,4079
6816,19601,4079
6817,19600,4079
6818,19599,4079
6819,19598,4079
6820,19597,4079
6821,45303,4080
6822,19620,4080
6823,19619,4080
6824,19618,4080
6825,19617,4080
6826,19616,4080
6827,19615,4080
6828,19614,4080
6830,32183,4084
6831,32184,4084
6832,32185,4084
6833,32186,4084
6834,32187,4085
6835,32188,4085
6836,32189,4085
6837,32190,4085
6838,32191,4085
6839,32192,4085
6840,32193,4085
6841,50555,4086
6842,50556,4086
6843,50557,4086
6844,50558,4086
6845,54410,4087
6846,54411,4087
6847,54412,4087
6848,54206,4088
6849,54207,4088
6850,54208,4088
6851,54640,4090
6852,54639,4090
6858,54657,4091
6859,54654,4091
6863,54681,4094
6864,54680,4094
6865,54684,4094
6866,54682,4094
6867,54683,4094
6868,54689,4095
6869,54725,4095
6870,54724,4095
6871,54692,4096
6872,54723,4096
6873,54722,4096
6875,54698,4098
6876,54705,4098
6877,54704,4098
6878,54699,4099
6879,54713,4100
6880,54715,4100
6881,54714,4100
6882,54702,4100
6883,54708,4101
6884,54716,4101
6885,54717,4101
6886,54710,4102
6887,54718,4102
6888,54726,4102
6889,5330,4103
6890,5331,4103
6891,5332,4103
6892,5333,4103
6893,5334,4103
6894,5335,4103
6895,5344,4103
6896,5337,4104
6897,5338,4104
6898,5339,4104
6899,5340,4104
6900,5341,4104
6901,5342,4104
6902,5345,4104
6903,54633,4106
6904,54634,4106
6905,54635,4106
6906,54636,4106
6907,54637,4106
6909,55353,173
7009,55072,171
7010,55356,171
7011,55357,171
7012,55358,171
7013,881,4117
7053,19994,4070
7054,19995,4070
7055,19996,4070
7056,19997,4070
7057,54670,4070
7058,54671,4070
7059,19782,4071
7060,19783,4071
7061,19784,4071
7062,20390,4073
7063,20391,4073
7064,20392,4073
7065,20191,4072
7066,20190,4072
7111,30695,4127
7112,19861,4127
7113,19862,4127
7114,19863,4127
7115,19864,4127
7116,19865,4127
7117,19866,4127
7118,19867,4127
7119,19868,4127
7120,19869,4127
7121,19870,4127
7122,19871,4127
7123,19872,4127
7124,19873,4127
7125,19874,4127
7127,30703,4128
7128,20070,4128
7129,20112,4128
7130,20072,4128
7131,20073,4128
7132,20074,4128
7133,20075,4128
7134,20076,4128
7135,20077,4128
7136,20078,4128
7137,20079,4128
7138,20080,4128
7139,20081,4128
7140,20082,4128
7141,20083,4128
7142,20260,4129
7143,20302,4129
7144,20262,4129
7145,20263,4129
7146,20264,4129
7147,20265,4129
7148,20266,4129
7149,20267,4129
7150,20268,4129
7151,20269,4129
7152,20270,4129
7153,20271,4129
7154,20272,4129
7155,20273,4129
7156,45303,4130
7157,20459,4130
7158,20501,4130
7159,20461,4130
7160,20462,4130
7161,20463,4130
7162,20464,4130
7163,20465,4130
7164,20466,4130
7165,20467,4130
7166,20468,4130
7167,20469,4130
7168,20470,4130
7169,20471,4130
7170,20472,4130
7171,26793,4131
7172,26835,4131
7173,26795,4131
7174,26796,4131
7175,26797,4131
7176,26798,4131
7177,26799,4131
7178,26800,4131
7179,26801,4131
7180,26802,4131
7181,26803,4131
7182,26804,4131
7183,26805,4131
7184,26806,4131
7190,55014,4138
7191,55015,4138
7192,55013,4139
7194,2769,4155
7195,2770,4155
7196,2771,4155
7197,2772,4155
7198,2773,4155
7199,19299,4155
7200,19300,4155
7201,19301,4155
7202,19302,4155
7203,2801,4156
7204,2802,4156
7205,2803,4156
7206,2804,4156
7207,2805,4156
7208,19323,4156
7209,19324,4156
7210,19325,4156
7212,54513,4080
7213,55353,337
7214,9987,4165
7215,55625,4166
7216,55626,4167
7217,55627,4167
7218,55628,4167
7219,55629,4167
7220,55619,4168
7221,55620,4169
7222,55621,4169
7223,55622,4169
7224,55623,4169
7225,55624,4169
7226,55072,4264
7227,55356,4264
7228,55357,4264
7229,55358,4264
7230,55072,4265
7231,55356,4265
7232,55357,4265
7233,55358,4265
7234,55353,175
7235,55627,4179
7236,55626,4179
7237,55628,4179
7238,55629,4179
7239,55627,4280
7240,55626,4280
7241,55628,4280
