ID,Name,Language
4968,\bfacial\b,0
4969,\bfluffer\b,0
4970,\bfornicat,0
4971,\bfreebase\b,0
4972,\bfusck,0
4973,\bfux,0
4974,\bgagepowers\b,0
4975,\bgew\b,0
4976,\bghb\b,0
4977,\bghetto\b,0
4978,\bgingerhill\b,0
4979,\bgloryhole\b,0
4980,\bgoldschlager\b,0
4981,\bgoombah\b,0
4982,\bgranddragon\b,0
4983,\bgreaseball\b,0
4984,\bgreaser\b,0
4985,\bgspot\b,0
4986,\bguiness\b,0
4987,\bgunja\b,0
4988,\bhandjob\b,0
4989,\bhash\b,0
4990,\bheaddoctor\b,0
4991,\bheidifleiss\b,0
4992,\bhmo\b,0
4993,\bhonky\b,0
4994,\bhoodrat\b,0
4995,\bhookah\b,0
4996,\bhorney\b,0
4997,\bhustler\b,0
4998,\binarivachs\b,0
4999,\bj.*bobbit\b,0
5000,\bj.*holmes\b,0
5001,\bjackdaniels\b,0
5002,\bjadeeast\b,0
5003,\bjadehsu \b,0
5004,\bjadestclair\b,0
5005,\bjagermeister\b,0
5006,\bjanacova\b,0
5007,\bjennahaze\b,0
5008,\bjennajameson\b,0
5009,\bjenteal\b,0
5010,\bjessicadee\b,0
5011,\bjeweldenyle\b,0
5012,\bjillkelly\b,0
5013,\bjimbeam\b,0
5014,\bjosecuervo\b,0
5015,\bjuliashton\b,0
5016,\bkaradavis\b,0
5017,\bkeef\b,0
5018,\bkif\b,0
5019,\bkikkityler \b,0
5020,\bkobetai\b,0
5021,\bkooter\b,0
5022,\bkrystalsteal\b,0
5023,\bkyke\b,0
5024,\bkylacole\b,0
5025,\bkylieireland\b,0
5026,\blancegear \b,0
5027,\blarryflynt\b,0
5028,\blecher\b,0
5029,\bliquidx\b,0
5030,\bloloferrari\b,0
5031,\blong.*dong\b,0
5032,\bludes\b,0
5033,\blunalane\b,0
5034,\bmaltliquor\b,0
5035,\bmariacheca\b,0
5036,\bmariatakagi\b,0
5037,\bmarisadiaz \b,0
5038,\bmarkdalton  \b,0
5039,\bmarkwolff \b,0
5040,\bmarycarey \b,0
5041,\bmayate\b,0
5042,\bmeatwad\b,0
5043,\bmethhead\b,0
5044,\bmethmonster\b,0
5045,\bmikolee\b,0
5046,\bmimimiyagi\b,0
5047,\bmoneyshot\b,0
5048,\bmuff\b,0
5049,\bmushrooms\b,0
5050,\bnickelbag\b,0
5051,\bnikkibenz\b,0
5052,\bnikkidial\b,0
5053,\bnip\b,0
5054,\bnizzle\b,0
5055,\bnubian,0
5056,\bnympho\b,0
5057,\bobsession\b,0
5058,\bopiate\b,0
5059,\borgy\b,0
5060,\bpanties\b,0
5061,\bpecker\b,0
5062,\bpeternorth\b,0
5063,\bpissedoff\b,0
5064,\bpissoff\b,0
5065,\bpornstar\b,0
5066,\bprepubescent\b,0
5067,\bprick\b,0
5068,\bpube\b,0
5069,\bpunjab\b,0
5070,\bpunkass\b,0
5071,\bpusse\b,0
5072,\brandywest\b,0
5073,\brebeccalord\b,0
5074,\brebeccaporn\b,0
5075,\bredneck\b,0
5076,\breneelarue\b,0
5077,\bricer\b,0
5078,\brustytrumpet\b,0
5079,\bryanconner \b,0
5080,\bryanwagner \b,0
5081,\bsarastjames \b,0
5082,\bscat\b,0
5083,\bscatology\b,0
5084,\bschlong,0
5085,\bschnapps\b,0
5086,\bschoolboy,0
5087,\bselenasteele\b,0
5088,\bsexy\b,0
5089,\bseymorebutts\b,0
5090,\bsheethead\b,0
5091,\bsherriangel\b,0
5092,\bshizzle\b,0
5093,\bshlong\b,0
5094,\bshmegma\b,0
5095,\bshrooms\b,0
5096,\bskeet\b,0
5097,\bskeetskeet\b,0
5098,\bslope\b,0
5099,\bsmack\b,0
5100,\bsmut\b,0
5102,\bsodomize\b,0
5103,\bsodomy\b,0
5104,\bspeedball\b,0
5105,\bspew\b,0
5106,\bspreadeagle\b,0
5107,\bspunk\b,0
5108,\bstd\b,0
5109,\bsunsetthomas\b,0
5110,\bsylviasaint\b,0
5111,\bteet[sz]\b,0
5112,\btequila\b,0
5113,\bterapatrick\b,0
5114,\bthc\b,0
5115,\btiabella\b,0
5116,\btoadlicker\b,0
5117,\btoak\b,0
5118,\btoke\b,0
5119,\btombyron\b,0
5120,\btommycruise\b,0
5121,\btonyzerega\b,0
5122,\btossalad\b,0
5123,\btosser\b,0
5124,\btossingsalad\b,0
5125,\btosssalad\b,0
5126,\btraceyadams\b,0
5127,\btracilords\b,0
5128,\btranny\b,0
5129,\bttboy\b,0
5130,\btyfox\b,0
5131,\btylerfaith\b,0
5132,\burethra\b,0
5133,\bveronicahart\b,0
5134,\bvibrator\b,0
5135,\bvincevouyer\b,0
5137,\bvulva\b,0
5138,\bw[ei]+n[ei]+r\b,0
5139,\bwank\b,0
5140,\bwankoff\b,0
5141,\bweed\b,0
5142,\bwej\b,0
5143,\bwench\b,0
5144,\bwhackoff\b,0
5145,\bwhiskey\b,0
5146,\bwildturkey\b,0
5147,\bwillclark\b,0
5148,\byellow\b,0
5149,\bzigzag\b,0
5150,aryan\b,0
5151,hefner\b,0
5152,snatch\b,0
5153,vagina\b,0
5163,\badvil\b,0
5166,\bamputee\b,0
5167,\bamtrak\b,0
5169,\banis\b,0
5170,\banolinctus\b,0
5171,\bantichrist\b,0
5172,\barathorn\b,0
5173,\barian\b,0
5174,\barsonist\b,0
5186,\bblackenstein\b,0
5187,\bblacksabbath\b,0
5190,\bbnet\b,0
5192,\bbootylicious\b,0
5194,\bbra\b,0
5203,\bchinaman\b,0
5205,\bchronik\b,0
5212,\bcolgate\b,0
5214,\bcoprophagy\b,0
5215,\bcrackhead\b,0
5219,\bdammit\b,0
5220,\bdarky\b,0
5222,\bdarvocet\b,0
5223,\bdatabasesys\b,0
5225,\bdeckardcain\b,0
5227,\bdr\b,0
5231,\bdukeofwhales\b,0
5232,\bdumbass\b,0
5233,\becstasy\b,0
5235,\bensign\b,0
5238,\bfcuk\b,0
5241,\bferrari\b,0
5242,\bfetus,0
5243,\bfockerz\b,0
5245,\bfooker\b,0
5250,cunt\b,0
5251,\bghandi\b,0
5254,\bgofukyorself\b,0
5255,\bgonadian\b,0
5256,\bgoochgravy\b,0
5257,\bgookenator\b,0
5261,\bhemplock\b,0
5262,\bherpies\b,0
5265,\bhomoerectus\b,0
5266,\bhore\b,0
5267,\bhotdamn\b,0
5268,\bhungelf\b,0
5275,\bindian\b,0
5276,\birapekids\b,0
5277,\bironchef\b,0
5280,\bjc\b,0
5281,\bjedi\b,0
5282,\b[gj]en[ao]cide\b,0
5284,\bjugs\b,0
5289,\bklismaphilia\b,0
5290,\bkokigami\b,0
5291,\bkoon\b,0
5292,\bkosherpork\b,0
5294,\blardass\b,0
5296,\blaurabush\b,0
5306,\bmarlboroman\b,0
5307,\bmasterbaiter\b,0
5308,\bmaxipad\b,0
5314,\bmenstrual\b,0
5315,\bmhz\b,0
5316,\bmichaeljack\b,0
5317,bastard\b,0
5318,\bmisogynist\b,0
5320,\bmister\b,0
5322,\bmr\b,0
5324,\bnarcoticus\b,0
5325,\bnigahh\b,0
5331,\bnpc,0
5332,\bnug\b,0
5333,\bnunriggers\b,0
5334,\bnwa\b,0
5336,\bomgwtf\b,0
5337,\bopiate,0
5338,\boreos\b,0
5341,\bovaltine\b,0
5343,\bpapsmear\b,0
5344,\bpederasty\b,0
5346,\bpenthouse\b,0
5350,\bpimp,0
5352,\bpinktaco\b,0
5354,mofo\b,0
5356,\bpoomaster\b,0
5357,\bpoonjuice\b,0
5358,\bpoop,0
5359,\bpwnzor\b,0
5360,\bquadoushka\b,0
5361,\br.*nad[ae]r\b,0
5364,\bsacofricosis\b,0
5366,\bsega\b,0
5367,\bsex,0
5371,\bshadowbane\b,0
5373,\bshiznit\b,0
5374,\bshortbus\b,0
5381,\bsmoked\b,0
5382,\bsnowwhite\b,0
5385,\bsperm,0
5386,\bspluge\b,0
5392,\bsuck,0
5395,\bsupermario\b,0
5396,\bsuppuku\b,0
5397,\bswastika\b,0
5398,\bsybian\b,0
5417,\btoeofcamel\b,0
5418,\btokyorose\b,0
5424,\burmama\b,0
5429,\bvoltron\b,0
5430,\bwangmaster\b,0
5431,\bwanker\b,0
5434,\bwetdream\b,0
5442,\bwigger\b,0
5443,\bwilliamhung\b,0
5444,\bwindex\b,0
5445,\bwitchking\b,0
5447,\bx.*x\b,0
5452,\byosemitesam\b,0
5454,\byouranus\b,0
5457,\bzoolander\b,0
5472,condom\b,0
5476,jebus\b,0
5477,\bkosher,0
5478,menstrual,0
5480,sexy,0
6061,\bacclaim\b,0
6062,\bamongoe,0
6063,\banabolica\b,0
6064,\banalpunisher\b,0
6065,nazi\b,0
6066,\banth?rax\b,0
6067,\bblasehase\b,0
6068,\bbotox\b,0
6069,\bbueckstueck\b,0
6070,\bbumsnudel\b,0
6071,\bcairne\b,0
6072,\bchristkind\b,0
6073,\bcrackdealer\b,0
6074,king\b,0
6075,\bdarthjedi\b,0
6076,\bdenethor\b,0
6077,\bderneger\b,0
6078,\bdiedroge\b,0
6079,\bdollybuster\b,0
6080,\bdonpeperulez\b,0
6081,\bdopecheffe\b,0
6082,\bduke,0
6084,sucker\b,0
6085,\bebola\b,0
6086,\beichelkäse\b,0
6087,f[ue]+rst\b,0
6088,muschi\b,0
6089,könig\b,0
6090,\beomer\b,0
6091,\berzengel\b,0
6092,\beternalhoden\b,0
6093,\beuthanasie\b,0
6094,\bfick,0
6095,luder\b,0
6096,kacke\b,0
6097,\bfotz,0
6098,tussi\b,0
6099,\bfrodobeutlin\b,0
6100,\bfrozenthrone\b,0
6101,\bgandhi\b,0
6102,\bganja,0
6103,\bgayoverlord\b,0
6104,\bgeilebraut\b,0
6105,\bginawild\b,0
6106,\bgoebbels\b,0
6107,\bgott\b,0
6108,\bgraftaliban\b,0
6109,\bhägar\b,0
6110,\bhanfernte\b,0
6111,\bheiland\b,0
6112,\bhendrix\b,0
6113,\bheroin,0
6114,\bhordenhure\b,0
6115,porno\b,0
6116,\b[gk]adafi\b,0
6117,\bkiffer,0
6118,\bkleineralki\b,0
6119,\bkleinerfurz\b,0
6120,\bklitori,0
6121,ficker\b,0
6122,\bkpd\b,0
6123,\bkruppstahl\b,0
6124,\bmariuhanna\b,0
6126,\bmeisteryoda\b,0
6127,\bmengele\b,0
