ID,DifficultyID,JournalEncounterItemID
303,1,9243
304,3,9243
305,1,9244
306,3,9244
307,1,9245
308,3,9245
309,1,9246
310,3,9246
311,1,9247
312,3,9247
313,1,9248
314,3,9248
315,2,9249
316,4,9249
317,1,9250
318,3,9250
319,2,9251
320,4,9251
321,1,9252
322,3,9252
323,2,9253
324,4,9253
325,2,9254
326,4,9254
327,2,9255
328,4,9255
329,2,9256
330,4,9256
331,1,9257
332,3,9257
333,1,9258
334,3,9258
335,1,9259
336,3,9259
337,2,9260
338,4,9260
339,2,9261
340,4,9261
341,2,9262
342,4,9262
343,2,9263
344,4,9263
345,2,9264
346,4,9264
347,1,9265
348,3,9265
349,1,9266
350,3,9266
351,1,9267
352,3,9267
353,1,9268
354,3,9268
355,1,9269
356,3,9269
357,1,9270
358,3,9270
359,2,9271
360,4,9271
361,2,9272
362,4,9272
363,2,9273
364,4,9273
365,2,9274
366,4,9274
367,2,9275
368,4,9275
369,1,9276
370,3,9276
371,2,9277
372,4,9277
373,1,9278
374,3,9278
375,1,9279
376,3,9279
377,1,9280
378,3,9280
379,1,9281
380,3,9281
381,1,9282
382,3,9282
383,2,9283
384,4,9283
385,2,9284
386,4,9284
387,2,9285
388,4,9285
389,2,9286
390,4,9286
391,2,9287
392,4,9287
393,2,9288
394,4,9288
395,2,9289
396,4,9289
397,2,9290
398,4,9290
399,2,9291
400,4,9291
401,1,9292
402,3,9292
403,1,9293
404,3,9293
405,1,9294
406,3,9294
407,1,9295
408,3,9295
409,1,9296
410,3,9296
411,2,9297
412,4,9297
413,2,9298
414,4,9298
415,2,9299
416,4,9299
417,1,9300
418,3,9300
419,2,9301
420,4,9301
421,1,9302
422,3,9302
423,2,9303
424,4,9303
425,1,9304
426,3,9304
427,1,9305
428,3,9305
431,1,9307
432,3,9307
433,1,9308
434,3,9308
435,1,9309
436,3,9309
437,1,9310
438,3,9310
439,1,9311
440,3,9311
441,2,9312
442,4,9312
445,2,9314
446,4,9314
447,2,9315
448,4,9315
449,2,9316
450,4,9316
451,1,9317
452,3,9317
453,1,9318
454,3,9318
455,1,9319
456,3,9319
457,1,9320
458,3,9320
459,1,9321
460,3,9321
461,2,9322
462,4,9322
463,2,9323
464,4,9323
465,2,9324
466,4,9324
467,2,9325
468,4,9325
469,2,9326
470,4,9326
471,2,9327
472,4,9327
475,1,9329
476,2,9329
477,3,9329
478,4,9329
479,1,9330
480,3,9330
481,1,9331
482,3,9331
483,1,9332
484,3,9332
487,1,9334
488,3,9334
489,2,9335
490,4,9335
491,2,9336
492,4,9336
493,2,9337
494,4,9337
495,1,9338
496,3,9338
497,2,9339
498,4,9339
499,1,9340
500,3,9340
501,2,9341
502,4,9341
503,2,9342
504,4,9342
505,2,9343
506,4,9343
507,2,9344
508,4,9344
509,1,9345
510,3,9345
511,1,9346
512,3,9346
513,1,9347
514,3,9347
515,2,9348
516,4,9348
517,1,9349
518,3,9349
519,1,9350
520,3,9350
521,1,9351
522,3,9351
523,1,9352
524,3,9352
525,1,9353
526,3,9353
527,1,9354
528,3,9354
529,1,9355
530,3,9355
531,1,9356
532,3,9356
533,1,9357
534,3,9357
537,2,9359
538,4,9359
539,2,9360
540,4,9360
541,2,9361
542,4,9361
543,2,9362
544,4,9362
545,2,9363
546,4,9363
547,2,9364
548,4,9364
549,2,9365
550,4,9365
553,2,9367
554,4,9367
555,2,9368
556,4,9368
557,2,9369
558,4,9369
559,1,9370
560,3,9370
561,2,9371
562,4,9371
563,1,9372
564,3,9372
565,2,9373
566,4,9373
567,2,9374
568,4,9374
569,1,9375
570,3,9375
571,1,9376
572,3,9376
573,1,9377
574,3,9377
575,1,9378
576,2,9378
577,3,9378
578,4,9378
579,1,9379
580,3,9379
581,1,9380
582,3,9380
583,2,9381
584,4,9381
585,2,9382
586,4,9382
587,1,9383
588,3,9383
589,2,9384
590,4,9384
591,2,9385
592,4,9385
593,2,9386
594,4,9386
595,1,9387
596,3,9387
597,1,9388
598,3,9388
599,1,9389
600,3,9389
601,1,9390
602,3,9390
603,1,9391
604,3,9391
605,1,9392
606,3,9392
607,1,9393
608,3,9393
609,1,9394
610,3,9394
611,1,9395
612,3,9395
613,1,9396
614,3,9396
615,1,9397
616,3,9397
619,1,9399
620,3,9399
621,2,9400
622,4,9400
623,2,9401
624,4,9401
625,2,9402
626,4,9402
627,2,9403
628,4,9403
629,2,9404
630,4,9404
631,2,9405
632,4,9405
635,2,9407
636,4,9407
637,2,9408
638,4,9408
639,2,9409
640,4,9409
641,2,9410
642,4,9410
643,1,9411
644,3,9411
645,1,9412
646,3,9412
647,1,9413
648,3,9413
649,1,9414
650,3,9414
651,1,9415
652,3,9415
653,2,9416
654,4,9416
655,2,9417
656,4,9417
657,2,9418
658,4,9418
659,2,9419
660,4,9419
661,2,9420
662,4,9420
663,2,9421
664,4,9421
665,2,9422
666,4,9422
667,2,9423
668,4,9423
669,2,9424
670,4,9424
671,2,9425
672,4,9425
673,1,9426
674,3,9426
675,1,9427
676,3,9427
677,1,9428
678,3,9428
679,1,9429
680,3,9429
681,1,9430
682,3,9430
683,2,9431
684,4,9431
685,2,9432
686,4,9432
687,2,9433
688,4,9433
689,2,9434
690,4,9434
691,2,9435
692,4,9435
693,1,9436
694,3,9436
695,1,9437
696,3,9437
697,1,9438
698,3,9438
699,1,9439
700,3,9439
701,1,9440
702,3,9440
703,1,9441
704,3,9441
705,1,9442
706,3,9442
707,1,9443
708,3,9443
709,1,9444
710,3,9444
711,1,9445
712,3,9445
713,1,9446
714,3,9446
715,1,9447
716,3,9447
717,1,9448
718,3,9448
719,1,9449
720,3,9449
721,2,9450
722,4,9450
723,2,9451
724,4,9451
725,2,9452
726,4,9452
727,2,9453
728,4,9453
729,2,9454
730,4,9454
731,2,9455
732,4,9455
733,2,9456
734,4,9456
735,2,9457
736,4,9457
737,2,9458
738,4,9458
739,2,9459
740,4,9459
741,1,9460
742,3,9460
743,1,9461
744,3,9461
745,1,9462
746,3,9462
747,1,9463
748,3,9463
749,2,9464
750,4,9464
751,2,9465
752,4,9465
753,2,9466
754,4,9466
755,2,9467
756,4,9467
757,2,9468
758,4,9468
759,1,9469
760,3,9469
761,1,9470
762,3,9470
763,1,9471
764,3,9471
765,1,9472
766,3,9472
767,2,9473
768,4,9473
769,2,9474
770,4,9474
771,2,9475
772,4,9475
773,2,9476
774,4,9476
775,2,9477
776,4,9477
777,1,9478
778,3,9478
779,1,9479
780,3,9479
781,1,9480
782,3,9480
783,1,9481
784,3,9481
785,1,9482
786,3,9482
787,1,9483
788,3,9483
789,1,9484
790,3,9484
791,2,9485
792,4,9485
793,2,9486
794,4,9486
795,2,9487
796,4,9487
797,2,9488
798,4,9488
799,2,9489
800,4,9489
801,1,9490
802,3,9490
803,2,9491
804,4,9491
805,1,9492
806,3,9492
807,1,9493
808,3,9493
809,1,9494
810,3,9494
811,1,9495
812,3,9495
813,1,9496
814,3,9496
815,2,9497
816,4,9497
817,2,9498
818,4,9498
819,2,9499
820,4,9499
821,2,9500
822,4,9500
823,1,9501
824,3,9501
827,2,9503
828,4,9503
829,2,9504
830,4,9504
831,2,9505
832,4,9505
835,2,9507
836,4,9507
837,1,9508
838,3,9508
839,1,9509
840,3,9509
841,1,9510
842,3,9510
843,2,9511
844,4,9511
845,2,9512
846,4,9512
847,2,9513
848,4,9513
849,2,9514
850,4,9514
851,1,9515
852,3,9515
853,1,9516
854,3,9516
855,1,9517
856,3,9517
857,1,9518
858,3,9518
859,1,9519
860,3,9519
861,2,9520
862,4,9520
863,1,9521
864,3,9521
865,1,9522
866,3,9522
867,1,9523
868,3,9523
869,1,9524
870,3,9524
871,1,9525
872,3,9525
873,1,9526
874,3,9526
875,1,9527
876,3,9527
877,1,9528
878,3,9528
879,1,9529
880,3,9529
881,2,9530
882,4,9530
883,1,9531
884,3,9531
885,2,9532
886,4,9532
887,2,9533
888,4,9533
889,2,9534
890,4,9534
891,2,9535
892,4,9535
893,2,9536
894,4,9536
895,2,9537
896,4,9537
897,2,9538
898,4,9538
899,2,9539
900,4,9539
901,2,9540
902,4,9540
903,1,9541
904,3,9541
905,1,9542
906,3,9542
907,1,9543
908,3,9543
909,1,9544
910,3,9544
911,1,9545
912,3,9545
913,2,9546
914,4,9546
915,2,9547
916,4,9547
917,2,9548
918,4,9548
919,2,9549
920,4,9549
921,2,9550
922,4,9550
923,2,9551
924,4,9551
925,2,9552
926,4,9552
927,1,9553
928,3,9553
929,1,9554
930,3,9554
931,1,9555
932,3,9555
933,1,9556
934,3,9556
935,1,9557
936,3,9557
937,2,9558
938,4,9558
939,2,9559
940,4,9559
941,2,9560
942,4,9560
943,2,9561
944,4,9561
945,2,9562
946,4,9562
947,2,9563
948,4,9563
949,2,9564
950,4,9564
951,2,9565
952,4,9565
953,1,9566
954,3,9566
955,1,9567
956,3,9567
957,1,9568
958,3,9568
959,1,9569
960,3,9569
961,1,9570
962,3,9570
963,1,9571
964,3,9571
965,1,9572
966,3,9572
967,1,9573
968,3,9573
969,1,9574
970,3,9574
971,1,9575
972,3,9575
973,1,9576
974,3,9576
975,2,9577
976,4,9577
977,1,9578
978,3,9578
979,1,9579
980,3,9579
981,2,9580
982,4,9580
983,1,9581
984,3,9581
985,2,9582
986,4,9582
987,1,9583
988,3,9583
989,2,9584
990,4,9584
991,2,9585
992,4,9585
993,2,9586
994,4,9586
995,2,9587
996,4,9587
997,2,9588
998,4,9588
999,2,9589
1000,4,9589
1001,2,9590
1002,4,9590
1003,1,9591
1004,2,9591
1005,3,9591
1006,4,9591
1007,5,9591
1008,6,9591
1009,1,9593
1010,2,9593
1011,3,9593
1012,4,9593
1013,5,9593
1014,6,9593
1015,1,9594
1016,2,9594
1017,3,9594
1018,4,9594
1019,5,9594
1020,6,9594
1021,1,9595
1022,2,9595
1023,3,9595
1024,4,9595
1025,5,9595
1026,6,9595
1027,1,9596
1028,2,9596
1029,3,9596
1030,4,9596
1031,5,9596
1032,6,9596
1033,1,9597
1034,2,9597
1035,3,9597
1036,4,9597
1037,5,9597
1038,6,9597
1039,1,9598
1040,2,9598
1041,3,9598
1042,4,9598
1043,5,9598
1044,6,9598
1045,1,9599
1046,2,9599
1047,3,9599
1048,4,9599
1049,5,9599
1050,6,9599
1051,1,9600
1052,2,9600
1053,3,9600
1054,4,9600
1055,5,9600
1056,6,9600
1057,1,9601
1058,2,9601
1059,3,9601
1060,4,9601
1061,5,9601
1062,6,9601
1063,1,9602
1064,2,9602
1065,3,9602
1066,4,9602
1067,5,9602
1068,6,9602
1069,1,9603
1070,2,9603
1071,3,9603
1072,4,9603
1073,5,9603
1074,6,9603
1075,1,9604
1076,2,9604
1077,3,9604
1078,4,9604
1079,5,9604
1080,6,9604
1081,1,9605
1082,2,9605
1083,3,9605
1084,4,9605
1085,5,9605
1086,6,9605
1087,1,9606
1088,2,9606
1089,3,9606
1090,4,9606
1091,5,9606
1092,6,9606
1093,1,9607
1094,2,9607
1095,3,9607
1096,4,9607
1097,5,9607
1098,6,9607
1099,1,9608
1100,2,9608
1101,3,9608
1102,4,9608
1103,5,9608
1104,6,9608
1105,1,9609
1106,2,9609
1107,3,9609
1108,4,9609
1109,5,9609
1110,6,9609
1111,1,9610
1112,2,9610
1113,3,9610
1114,4,9610
1115,5,9610
1116,6,9610
1117,1,9611
1118,2,9611
1119,3,9611
1120,4,9611
1121,5,9611
1122,6,9611
1123,1,9612
1124,2,9612
1125,3,9612
1126,4,9612
1127,5,9612
1128,6,9612
1129,1,9613
1130,2,9613
1131,3,9613
1132,4,9613
1133,5,9613
1134,6,9613
1135,1,9614
1136,2,9614
1137,3,9614
1138,4,9614
1139,5,9614
1140,6,9614
1141,1,9615
1142,2,9615
1143,3,9615
1144,4,9615
1145,5,9615
1146,6,9615
1147,1,9616
1148,2,9616
1149,3,9616
1150,4,9616
1151,5,9616
1152,6,9616
1153,1,9617
1154,2,9617
1155,3,9617
1156,4,9617
1157,5,9617
1158,6,9617
1159,1,9618
1160,2,9618
1161,3,9618
1162,4,9618
1163,5,9618
1164,6,9618
1165,1,9619
1166,2,9619
1167,3,9619
1168,4,9619
1169,5,9619
1170,6,9619
1171,1,9620
1172,2,9620
1173,3,9620
1174,4,9620
1175,5,9620
1176,6,9620
1177,1,9621
1178,2,9621
1179,3,9621
1180,4,9621
1181,5,9621
1182,6,9621
1183,1,9622
1184,2,9622
1185,3,9622
1186,4,9622
1187,5,9622
1188,6,9622
1189,1,9623
1190,2,9623
1191,3,9623
1192,4,9623
1193,5,9623
1194,6,9623
1195,1,9624
1196,2,9624
1197,3,9624
1198,4,9624
1199,5,9624
1200,6,9624
1201,1,9625
1202,2,9625
1203,3,9625
1204,4,9625
1205,5,9625
1206,6,9625
1207,1,9626
1208,2,9626
1209,3,9626
1210,4,9626
1211,5,9626
1212,6,9626
1213,1,9627
1214,2,9627
1215,3,9627
1216,4,9627
1217,5,9627
1218,6,9627
1219,1,9628
1220,2,9628
1221,3,9628
1222,4,9628
1223,5,9628
1224,6,9628
1225,1,9630
1226,2,9630
1227,3,9630
1228,4,9630
1229,5,9630
1230,6,9630
1231,1,9631
1232,2,9631
1233,3,9631
1234,4,9631
1235,5,9631
1236,6,9631
1237,1,9636
1238,2,9636
1239,3,9636
1240,4,9636
1241,5,9636
1242,6,9636
1243,1,9642
1244,2,9642
1245,3,9642
1246,4,9642
1247,5,9642
1248,6,9642
1249,1,9644
1250,2,9644
1251,3,9644
1252,4,9644
1253,5,9644
1254,6,9644
1255,1,9645
1256,2,9645
1257,3,9645
1258,4,9645
1259,5,9645
1260,6,9645
1261,1,9646
1262,2,9646
1263,3,9646
1264,4,9646
1265,5,9646
1266,6,9646
1267,1,9648
1268,2,9648
1269,3,9648
1270,4,9648
1271,5,9648
1272,6,9648
1273,1,9649
1274,2,9649
1275,3,9649
1276,4,9649
1277,5,9649
1278,6,9649
1279,1,9651
1280,2,9651
1281,3,9651
1282,4,9651
1283,5,9651
1284,6,9651
1285,1,9652
1286,2,9652
1287,3,9652
1288,4,9652
1289,5,9652
1290,6,9652
1291,1,9653
1292,2,9653
1293,3,9653
1294,4,9653
1295,5,9653
1296,6,9653
1297,1,9654
1298,2,9654
1299,3,9654
1300,4,9654
1301,5,9654
1302,6,9654
1303,1,9657
1304,2,9657
1305,3,9657
1306,4,9657
1307,5,9657
1308,6,9657
1309,1,9659
1310,2,9659
1311,3,9659
1312,4,9659
1313,5,9659
1314,6,9659
1315,1,9662
1316,2,9662
1317,3,9662
1318,4,9662
1319,5,9662
1320,6,9662
1321,1,9663
1322,2,9663
1323,3,9663
1324,4,9663
1325,5,9663
1326,6,9663
1327,1,9664
1328,2,9664
1329,3,9664
1330,4,9664
1331,5,9664
1332,6,9664
1333,1,9665
1334,2,9665
1335,3,9665
1336,4,9665
1337,5,9665
1338,6,9665
1339,1,9666
1340,2,9666
1341,3,9666
1342,4,9666
1343,5,9666
1344,6,9666
1345,1,9667
1346,2,9667
1347,3,9667
1348,4,9667
1349,5,9667
1350,6,9667
1351,1,9668
1352,2,9668
1353,3,9668
1354,4,9668
1355,5,9668
1356,6,9668
1357,1,9669
1358,2,9669
1359,3,9669
1360,4,9669
1361,5,9669
1362,6,9669
1363,1,9670
1364,2,9670
1365,3,9670
1366,4,9670
1367,5,9670
1368,6,9670
1369,1,9671
1370,2,9671
1371,3,9671
1372,4,9671
1373,5,9671
1374,6,9671
1375,1,9672
1376,2,9672
1377,3,9672
1378,4,9672
1379,5,9672
1380,6,9672
1381,1,9673
1382,2,9673
1383,3,9673
1384,4,9673
1385,5,9673
1386,6,9673
1387,1,9674
1388,2,9674
1389,3,9674
1390,4,9674
1391,5,9674
1392,6,9674
1393,1,9675
1394,2,9675
1395,3,9675
1396,4,9675
1397,5,9675
1398,6,9675
1399,1,9676
1400,2,9676
1401,3,9676
1402,4,9676
1403,5,9676
1404,6,9676
1405,1,9677
1406,2,9677
1407,3,9677
1408,4,9677
1409,5,9677
1410,6,9677
1411,1,9678
1412,2,9678
1413,3,9678
1414,4,9678
1415,5,9678
1416,6,9678
1417,1,9679
1418,2,9679
1419,3,9679
1420,4,9679
1421,5,9679
1422,6,9679
1423,1,9680
1424,2,9680
1425,3,9680
1426,4,9680
1427,5,9680
1428,6,9680
1429,1,9681
1430,2,9681
1431,3,9681
1432,4,9681
1433,5,9681
1434,6,9681
1435,1,9682
1436,2,9682
1437,3,9682
1438,4,9682
1439,5,9682
1440,6,9682
1441,1,9683
1442,2,9683
1443,3,9683
1444,4,9683
1445,5,9683
1446,6,9683
1447,1,9684
1448,2,9684
1449,3,9684
1450,4,9684
1451,5,9684
1452,6,9684
1453,1,9685
1454,2,9685
1455,3,9685
1456,4,9685
1457,5,9685
1458,6,9685
1459,1,9686
1460,2,9686
1461,3,9686
1462,4,9686
1463,5,9686
1464,6,9686
1465,1,9687
1466,2,9687
1467,3,9687
1468,4,9687
1469,5,9687
1470,6,9687
1471,1,9688
1472,2,9688
1473,3,9688
1474,4,9688
1475,5,9688
1476,6,9688
1477,1,9689
1478,2,9689
1479,3,9689
1480,4,9689
1481,5,9689
1482,6,9689
1483,1,9690
1484,2,9690
1485,3,9690
1486,4,9690
1487,5,9690
1488,6,9690
1489,1,9691
1490,2,9691
1491,3,9691
1492,4,9691
1493,5,9691
1494,6,9691
1495,1,9692
1496,2,9692
1497,3,9692
1498,4,9692
1499,5,9692
1500,6,9692
1501,1,9693
1502,2,9693
1503,3,9693
1504,4,9693
1505,5,9693
1506,6,9693
1507,1,9694
1508,2,9694
1509,3,9694
1510,4,9694
1511,5,9694
1512,6,9694
1513,1,9695
1514,2,9695
1515,3,9695
1516,4,9695
1517,5,9695
1518,6,9695
1519,1,9696
1520,2,9696
1521,3,9696
1522,4,9696
1523,5,9696
1524,6,9696
1525,1,9697
1526,2,9697
1527,3,9697
1528,4,9697
1529,5,9697
1530,6,9697
1531,1,9698
1532,2,9698
1533,3,9698
1534,4,9698
1535,5,9698
1536,6,9698
1537,1,9699
1538,2,9699
1539,3,9699
1540,4,9699
1541,5,9699
1542,6,9699
1543,1,9700
1544,2,9700
1545,3,9700
1546,4,9700
1547,5,9700
1548,6,9700
1549,1,9701
1550,2,9701
1551,3,9701
1552,4,9701
1553,5,9701
1554,6,9701
1555,1,9702
1556,2,9702
1557,3,9702
1558,4,9702
1559,5,9702
1560,6,9702
1561,1,9703
1562,2,9703
1563,3,9703
1564,4,9703
1565,5,9703
1566,6,9703
1567,1,9704
1568,2,9704
1569,3,9704
1570,4,9704
1571,5,9704
1572,6,9704
1573,1,9705
1574,2,9705
1575,3,9705
1576,4,9705
1577,5,9705
1578,6,9705
1579,1,9706
1580,2,9706
1581,3,9706
1582,4,9706
1583,5,9706
1584,6,9706
1585,1,9707
1586,2,9707
1587,3,9707
1588,4,9707
1589,5,9707
1590,6,9707
1591,1,9708
1592,2,9708
1593,3,9708
1594,4,9708
1595,5,9708
1596,6,9708
1597,1,9719
1598,2,9719
1599,3,9719
1600,4,9719
1601,5,9719
1602,6,9719
1603,1,9720
1604,2,9720
1605,3,9720
1606,4,9720
1607,5,9720
1608,6,9720
1609,1,9723
1610,2,9723
1611,3,9723
1612,4,9723
1613,5,9723
1614,6,9723
1615,1,9730
1616,2,9730
1617,3,9730
1618,4,9730
1619,5,9730
1620,6,9730
1621,1,9731
1622,2,9731
1623,3,9731
1624,4,9731
1625,5,9731
1626,6,9731
1627,1,9732
1628,2,9732
1629,3,9732
1630,4,9732
1631,5,9732
1632,6,9732
1633,1,9733
1634,2,9733
1635,3,9733
1636,4,9733
1637,5,9733
1638,6,9733
1639,1,9734
1640,2,9734
1641,3,9734
1642,4,9734
1643,5,9734
1644,6,9734
1645,1,9735
1646,2,9735
1647,3,9735
1648,4,9735
1649,5,9735
1650,6,9735
1651,1,9736
1652,2,9736
1653,3,9736
1654,4,9736
1655,5,9736
1656,6,9736
1657,1,9737
1658,2,9737
1659,3,9737
1660,4,9737
1661,5,9737
1662,6,9737
1663,1,9738
1664,2,9738
1665,3,9738
1666,4,9738
1667,5,9738
1668,6,9738
1669,1,9739
1670,2,9739
1671,3,9739
1672,4,9739
1673,5,9739
1674,6,9739
1675,1,9740
1676,2,9740
1677,3,9740
1678,4,9740
1679,5,9740
1680,6,9740
1681,1,9741
1682,2,9741
1683,3,9741
1684,4,9741
1685,5,9741
1686,6,9741
1687,1,9742
1688,2,9742
1689,3,9742
1690,4,9742
1691,5,9742
1692,6,9742
1693,1,9743
1694,2,9743
1695,3,9743
1696,4,9743
1697,5,9743
1698,6,9743
1699,1,9744
1700,2,9744
1701,3,9744
1702,4,9744
1703,5,9744
1704,6,9744
1705,1,9745
1706,2,9745
1707,3,9745
1708,4,9745
1709,5,9745
1710,6,9745
1711,1,9746
1712,2,9746
1713,3,9746
1714,4,9746
1715,5,9746
1716,6,9746
1717,1,9747
1718,2,9747
1719,3,9747
1720,4,9747
1721,5,9747
1722,6,9747
1723,1,9748
1724,2,9748
1725,3,9748
1726,4,9748
1727,5,9748
1728,6,9748
1729,1,9749
1730,2,9749
1731,3,9749
1732,4,9749
1733,5,9749
1734,6,9749
1735,1,9750
1736,2,9750
1737,3,9750
1738,4,9750
1739,5,9750
1740,6,9750
1741,1,9751
1742,2,9751
1743,3,9751
1744,4,9751
1745,5,9751
1746,6,9751
1747,1,9752
1748,2,9752
1749,3,9752
1750,4,9752
1751,5,9752
1752,6,9752
1753,1,9753
1754,2,9753
1755,3,9753
1756,4,9753
1757,5,9753
1758,6,9753
1759,1,9754
1760,2,9754
1761,3,9754
1762,4,9754
1763,5,9754
1764,6,9754
1765,1,9755
1766,2,9755
1767,3,9755
1768,4,9755
1769,5,9755
1770,6,9755
1771,1,9756
1772,2,9756
1773,3,9756
1774,4,9756
1775,5,9756
1776,6,9756
1777,1,9757
1778,2,9757
1779,3,9757
1780,4,9757
1781,5,9757
1782,6,9757
1783,1,9758
1784,2,9758
1785,3,9758
1786,4,9758
1787,5,9758
1788,6,9758
1789,1,9759
1790,2,9759
1791,3,9759
1792,4,9759
1793,5,9759
1794,6,9759
1795,1,9760
1796,2,9760
1797,3,9760
1798,4,9760
1799,5,9760
1800,6,9760
1801,1,9761
1802,2,9761
1803,3,9761
1804,4,9761
1805,5,9761
1806,6,9761
1807,1,9762
1808,2,9762
1809,3,9762
1810,4,9762
1811,5,9762
1812,6,9762
1813,1,9763
1814,2,9763
1815,3,9763
1816,4,9763
1817,5,9763
1818,6,9763
1819,1,9764
1820,2,9764
1821,3,9764
1822,4,9764
1823,5,9764
1824,6,9764
1825,1,9765
1826,2,9765
1827,3,9765
1828,4,9765
1829,5,9765
1830,6,9765
1831,1,9766
1832,2,9766
1833,3,9766
1834,4,9766
1835,5,9766
1836,6,9766
1837,1,9767
1838,2,9767
1839,3,9767
1840,4,9767
1841,5,9767
1842,6,9767
1843,1,9768
1844,2,9768
1845,3,9768
1846,4,9768
1847,5,9768
1848,6,9768
1849,1,9769
1850,2,9769
1851,3,9769
1852,4,9769
1853,5,9769
1854,6,9769
1855,1,9770
1856,2,9770
1857,3,9770
1858,4,9770
1859,5,9770
1860,6,9770
1861,1,9771
1862,2,9771
1863,3,9771
1864,4,9771
1865,5,9771
1866,6,9771
1867,1,9772
1868,2,9772
1869,3,9772
1870,4,9772
1871,5,9772
1872,6,9772
1873,1,9773
1874,2,9773
1875,3,9773
1876,4,9773
1877,5,9773
1878,6,9773
1879,1,9774
1880,2,9774
1881,3,9774
1882,4,9774
1883,5,9774
1884,6,9774
1885,1,9775
1886,2,9775
1887,3,9775
1888,4,9775
1889,5,9775
1890,6,9775
1891,1,9776
1892,2,9776
1893,3,9776
1894,4,9776
1895,5,9776
1896,6,9776
1897,1,9777
1898,2,9777
1899,3,9777
1900,4,9777
1901,5,9777
1902,6,9777
1903,1,9778
1904,2,9778
1905,3,9778
1906,4,9778
1907,5,9778
1908,6,9778
1909,1,9779
1910,2,9779
1911,3,9779
1912,4,9779
1913,5,9779
1914,6,9779
1915,1,9780
1916,2,9780
1917,3,9780
1918,4,9780
1919,5,9780
1920,6,9780
1921,1,9781
1922,2,9781
1923,3,9781
1924,4,9781
1925,5,9781
1926,6,9781
1927,1,9782
1928,2,9782
1929,3,9782
