ID,Map[0],Map[1],JournalEncounterID,MapDisplayConditionID,Flags,UiMapID
1729,0.266393,0.571721,414,0,1,235
1730,0.478142,0.202869,564,0,1,268
1731,0.397541,0.557377,532,0,1,348
1732,0.26776,0.704918,545,0,1,260
1733,0.65847,0.258197,613,0,1,131
1734,0.717377,0.252319,821,0,1,510
1735,0.426558,0.576073,824,0,1,512
1736,0.315998,0.820793,825,0,1,510
1737,0.716849,0.644829,725,0,1,376
1738,0.393442,0.489754,594,0,1,154
1739,0.576454,0.219215,727,0,1,457
1740,0.176143,0.451792,1372,0,1,662
1741,0.696721,0.270492,580,0,1,132
1742,0.187159,0.506146,617,0,1,129
1743,0.562842,0.727459,620,0,1,129
1744,0.491803,0.762295,622,0,1,143
1745,0.207037,0.511502,726,0,1,473
1746,0.105191,0.27459,603,0,1,185
1747,0.665765,0.328823,741,0,1,475
1748,0.48224,0.72541,582,0,1,132
1749,0.166667,0.344262,424,0,1,280
1750,0.484811,0.323013,289,0,1,406
1751,0.724043,0.381148,640,0,1,135
1752,0.606558,0.688525,642,0,1,137
1753,0.553142,0.462788,692,0,1,457
1754,0.435792,0.372951,597,0,1,138
1755,0.654809,0.227272,889,0,1,573
1756,0.734973,0.204918,450,0,1,317
1757,0.442623,0.17623,486,0,1,219
1758,0.38295,0.456698,669,0,1,441
1759,0.445196,0.192828,672,0,1,429
1760,0.618823,0.447748,654,0,1,432
1761,0.56694,0.288934,405,0,1,240
1762,0.425896,0.292952,685,0,1,443
1763,0.580601,0.405738,571,0,1,265
1764,0.247268,0.456967,579,0,1,262
1765,0.620218,0.221312,619,0,1,129
1766,0.512295,0.528688,636,0,1,171
1767,0.45082,0.551229,632,0,1,168
1768,0.251366,0.704918,595,0,1,154
1769,0.275956,0.622951,626,0,1,168
1770,0.652879,0.604144,659,0,1,476
1771,0.527504,0.520451,317,0,1,412
1772,0.688421,0.819389,677,0,1,473
1773,0.342896,0.368853,562,0,1,266
1774,0.508197,0.319672,540,0,1,274
1775,0.513661,0.315574,563,0,1,267
1776,0.609289,0.741804,535,0,1,272
1777,0.465847,0.270492,596,0,1,154
1778,0.721245,0.474967,686,0,1,443
1779,0.717552,0.676143,1432,0,1,665
1780,0.244957,0.569164,1467,0,1,710
1781,0.563401,0.350865,1479,0,1,713
1782,0.658633,0.374995,1519,0,1,232
1783,0.694339,0.236793,1520,0,1,232
1784,0.415301,0.534836,644,0,1,137
1785,0.441257,0.266394,610,0,1,184
1786,0.463389,0.369625,291,0,1,398
1787,0.447903,0.759134,690,0,1,454
1788,0.4153,0.241803,578,0,1,262
1789,0.556011,0.403688,628,0,1,168
1790,0.476776,0.133197,591,0,1,161
1791,0.649845,0.691528,673,0,1,443
1792,0.275956,0.39959,618,0,1,129
1793,0.56694,0.592213,611,0,1,131
1794,0.385246,0.360656,477,0,1,279
1795,0.367197,0.530952,340,0,1,404
1796,0.40878,0.574074,696,0,1,213
1797,0.665428,0.167832,713,0,1,475
1798,0.296846,0.146568,728,0,1,246
1799,0.612022,0.862705,590,0,1,160
1800,0.289618,0.627049,638,0,1,133
1801,0.401639,0.604508,604,0,1,140
1802,0.189891,0.522541,600,0,1,139
1803,0.319542,0.303693,416,0,1,235
1804,0.473824,0.513754,341,0,1,400
1805,0.336066,0.536885,406,0,1,236
1806,0.463115,0.680327,523,0,1,257
1807,0.326503,0.276639,543,0,1,259
1808,0.363388,0.782787,549,0,1,270
1809,0.39071,0.204918,528,0,1,347
1810,0.487705,0.680328,541,0,1,258
1811,0.236339,0.504098,584,0,1,132
1812,0.243169,0.459016,457,0,1,220
1813,0.587431,0.620901,639,0,1,134
1814,0.784153,0.452869,465,0,1,225
1815,0.509638,0.530325,324,0,1,410
1816,0.54918,0.618853,553,0,1,273
1817,0.480874,0.745902,554,0,1,273
1818,0.386612,0.418033,555,0,1,261
1819,0.583333,0.411885,557,0,1,261
1820,0.442623,0.233607,558,0,1,266
1821,0.241803,0.227459,559,0,1,266
1822,0.0737704,0.481557,560,0,1,266
1823,0.340164,0.862706,561,0,1,266
1824,0.333333,0.620902,566,0,1,246
1825,0.544086,0.63205,691,0,1,379
1826,0.490437,0.270492,570,0,1,265
1827,0.352459,0.75,601,0,1,185
1828,0.271858,0.610656,565,0,1,268
1829,0.54235,0.137295,573,0,1,263
1830,0.461435,0.878891,655,0,1,437
1831,0.325136,0.459016,614,0,1,131
1832,0.363388,0.706967,641,0,1,136
1833,0.497785,0.645796,372,0,1,242
1834,0.59153,0.401638,612,0,1,131
1835,0.513661,0.526639,637,0,1,171
1836,0.54235,0.342213,568,0,1,246
1837,0.407704,0.509356,342,0,1,399
1838,0.673497,0.545082,569,0,1,246
1839,0.501366,0.45082,585,0,1,159
1840,0.600812,0.196888,744,0,1,474
1841,0.461749,0.192623,623,0,1,144
1842,0.377049,0.209017,598,0,1,139
1843,0.538566,0.493234,729,0,1,456
1844,0.262048,0.456325,688,0,1,435
1845,0.468265,0.499295,325,0,1,411
1846,0.515514,0.433775,283,0,1,405
1847,0.218579,0.395492,544,0,1,260
1848,0.45082,0.620901,552,0,1,273
1849,0.821038,0.768442,572,0,1,265
1850,0.435793,0.495902,615,0,1,183
1851,0.362022,0.67418,621,0,1,129
1852,0.362759,0.761788,738,0,1,457
1853,0.538251,0.247951,385,0,1,243
1854,0.873028,0.482577,292,0,1,398
1855,0.621585,0.487705,587,0,1,157
1856,0.43306,0.219262,556,0,1,261
1857,0.739071,0.508196,524,0,1,257
1858,0.729508,0.313525,527,0,1,347
1859,0.678962,0.528688,627,0,1,168
1860,0.330601,0.452869,629,0,1,168
1861,0.271858,0.336066,631,0,1,168
1862,0.512295,0.526639,634,0,1,171
1863,0.684426,0.362705,643,0,1,137
1864,0.258001,0.187593,849,0,1,556
1865,0.401895,0.70433,708,0,1,453
1866,0.565574,0.182377,588,0,1,160
1867,0.434426,0.120902,616,0,1,183
1868,0.29932,0.411874,749,0,1,317
1869,0.355191,0.827869,529,0,1,347
1870,0.424864,0.223361,530,0,1,349
1871,0.237485,0.482577,290,0,1,398
1872,0.8347,0.264344,531,0,1,349
1873,0.369455,0.479087,1704,0,1,781
1874,0.316763,0.248563,1718,0,1,761
1875,0.577239,0.575185,1719,0,1,761
1876,0.64544,0.766229,1720,0,1,763
1877,0.523828,0.474115,1725,0,1,764
1878,0.488593,0.484791,1726,0,1,788
1879,0.0860656,0.502049,533,0,1,348
1880,0.479508,0.297131,534,0,1,272
1881,0.356557,0.608607,536,0,1,272
1882,0.32377,0.491803,537,0,1,272
1883,0.754098,0.661885,538,0,1,274
1884,0.480379,0.5318,658,0,1,429
1885,0.469945,0.209016,625,0,1,146
1886,0.618852,0.75,630,0,1,168
1887,0.493976,0.524096,671,0,1,436
1888,0.491355,0.348,887,0,1,573
1889,0.59025,0.596838,888,0,1,573
1890,0.345628,0.137295,481,0,1,279
1891,0.702186,0.479508,589,0,1,160
1892,0.691257,0.696721,539,0,1,274
1893,0.326503,0.545082,542,0,1,259
1894,0.531421,0.540983,546,0,1,260
1895,0.808743,0.391393,547,0,1,260
1896,0.592896,0.243853,548,0,1,269
1897,0.481521,0.171771,332,0,1,413
1898,0.7659,0.489175,683,0,1,456
1899,0.308525,0.493234,709,0,1,456
1900,0.60893,0.590663,335,0,1,429
1901,0.441137,0.606901,649,0,1,437
1902,0.760929,0.459016,458,0,1,220
1903,0.478702,0.538485,333,0,1,415
1904,0.494536,0.780738,413,0,1,235
1905,0.319351,0.328823,689,0,1,471
1906,0.513661,0.52459,635,0,1,171
1907,0.554645,0.465164,480,0,1,279
1908,0.245902,0.143443,428,0,1,281
1909,0.584699,0.920082,468,0,1,230
1910,0.61612,0.538935,479,0,1,279
1911,0.553279,0.504098,473,0,1,231
1912,0.431694,0.883197,418,0,1,228
1913,0.362022,0.0983607,423,0,1,280
1914,0.536885,0.715164,403,0,1,240
1915,0.5,0.5,2011,0,1,759
1916,0.5,0.5,2012,0,1,759
1917,0.778688,0.670082,419,0,1,226
1918,0.612022,0.692623,412,0,1,235
1919,0.69273,0.650206,694,0,1,213
1920,0.535002,0.573466,371,0,1,242
1921,0.363388,0.82377,378,0,1,243
1922,0.855224,0.864179,444,0,1,222
1923,0.474044,0.922131,369,0,1,242
1924,0.690121,0.493234,742,0,1,456
1925,0.413934,0.817623,430,0,1,281
1926,0.372951,0.739754,469,0,1,230
1927,0.203552,0.77664,407,0,1,236
1928,0.484438,0.26184,665,0,1,477
1929,0.56694,0.161885,454,0,1,318
1930,0.26776,0.327869,471,0,1,230
1931,0.402832,0.861004,698,0,1,455
1932,0.575137,0.60041,396,0,1,255
1933,0.584054,0.533375,1438,0,1,670
1934,0.620736,0.741415,391,0,1,251
1935,0.759563,0.465164,420,0,1,227
1936,0.386612,0.20082,456,0,1,318
1937,0.586567,0.308955,447,0,1,223
1938,0.478915,0.341868,1235,0,1,595
1939,0.802239,0.753012,1236,0,1,595
1940,0.804217,0.174969,1237,0,1,595
1941,0.684696,0.436676,1238,0,1,595
1942,0.251366,0.534836,377,0,1,242
1943,0.778662,0.344856,682,0,1,472
1944,0.674864,0.227459,453,0,1,318
1945,0.318306,0.506148,415,0,1,235
1946,0.695355,0.760246,411,0,1,235
1947,0.342936,0.816872,697,0,1,213
1948,0.456284,0.198771,455,0,1,318
1949,0.441137,0.736806,737,0,1,475
1950,0.47541,0.440574,470,0,1,230
1951,0.538251,0.485656,384,0,1,243
1952,0.543284,0.564179,426,0,1,221
1953,0.305389,0.267964,1226,0,1,617
1954,0.277323,0.754099,448,0,1,317
1955,0.219945,0.256148,472,0,1,230
1956,0.52388,0.808209,437,0,1,222
1957,0.499151,0.870309,459,0,1,220
1958,0.745902,0.469262,451,0,1,318
1959,0.289425,0.597403,748,0,1,230
1960,0.386612,0.590164,388,0,1,252
1961,0.509563,0.530738,425,0,1,280
1962,0.602459,0.659836,375,0,1,243
1963,0.548038,0.288227,660,0,1,431
1964,0.488498,0.517592,670,0,1,442
1965,0.796448,0.118852,386,0,1,243
1966,0.243169,0.684426,421,0,1,227
1967,0.11194,0.389552,436,0,1,221
1968,0.469741,0.791787,1468,0,1,711
1969,0.688762,0.482709,1469,0,1,711
1970,0.5,0.772334,1470,0,1,712
1971,0.478916,0.395865,1485,0,1,704
1972,0.629518,0.847892,1486,0,1,704
1973,0.283132,0.762048,1487,0,1,703
1974,0.51506,0.825301,1488,0,1,705
1975,0.515061,0.945738,1489,0,1,705
1976,0.168588,0.752882,1497,0,1,749
1977,0.393372,0.776657,1498,0,1,749
1978,0.752161,0.502161,1499,0,1,749
1979,0.619596,0.748559,1500,0,1,749
1980,0.484149,0.385447,1501,0,1,749
1981,0.533719,0.262906,1502,0,1,706
1982,0.369351,0.206656,1732,0,1,769
1983,0.459737,0.456861,1743,0,1,770
1984,0.295275,0.730071,657,0,1,443
1985,0.575137,0.743852,402,0,1,240
1986,0.54918,0.94877,373,0,1,243
1987,0.572632,0.782899,820,0,1,512
1988,0.909836,0.118852,387,0,1,243
1989,0.296448,0.17418,487,0,1,219
1990,0.258197,0.788934,431,0,1,281
1991,0.49957,0.540567,826,0,1,507
1992,0.594929,0.25603,827,0,1,508
1993,0.493506,0.415584,828,0,1,511
1994,0.779221,0.382189,829,0,1,513
1995,0.512295,0.526639,834,0,1,171
1996,0.522925,0.810408,831,0,1,515
1997,0.459311,0.641202,679,0,1,471
1998,0.690122,0.744926,745,0,1,474
1999,0.204918,0.821721,449,0,1,317
2000,0.507502,0.510046,832,0,1,514
2001,0.333333,0.60687,368,0,1,221
2002,0.438525,0.481557,404,0,1,239
2003,0.218579,0.262295,464,0,1,225
2004,0.0478142,0.506148,446,0,1,317
2005,0.646175,0.276639,484,0,1,219
2006,0.622951,0.743853,478,0,1,279
2007,0.622951,0.231557,410,0,1,238
2008,0.422131,0.329918,489,0,1,219
2009,0.572404,0.461065,452,0,1,318
2010,0.5,0.5,2013,0,1,759
2011,0.5,0.5,2014,0,1,759
2012,0.501075,0.530645,2031,0,1,918
2013,0.47722,0.657122,383,0,1,243
2014,0.635246,0.211066,376,0,1,242
2015,0.280942,0.382783,483,0,1,219
2016,0.470491,0.521028,693,0,1,458
2017,0.670765,0.877049,463,0,1,220
2018,0.605191,0.313524,443,0,1,317
2019,0.393775,0.156292,656,0,1,432
2020,0.501091,0.326169,684,0,1,479
2021,0.55751,0.491204,668,0,1,440
2022,0.497268,0.221312,466,0,1,225
2023,0.306011,0.430328,474,0,1,279
2024,0.394808,0.793032,395,0,1,254
2025,0.454918,0.557377,392,0,1,253
2026,0.379781,0.840164,394,0,1,254
2027,0.860656,0.467213,433,0,1,300
2028,0.338798,0.45082,408,0,1,237
2029,0.531421,0.262295,485,0,1,219
2030,0.505668,0.704778,380,0,1,243
2031,0.599743,0.1831,663,0,1,477
2032,0.540467,0.300412,695,0,1,213
2033,0.70765,0.27459,624,0,1,145
2034,0.319544,0.229482,417,0,1,235
2035,0.40847,0.487705,429,0,1,281
2036,0.518268,0.470907,666,0,1,477
2037,0.52459,0.545082,390,0,1,250
2038,0.564208,0.311475,374,0,1,242
2039,0.458206,0.564745,381,0,1,243
2040,0.311475,0.303279,422,0,1,229
2041,0.462787,0.237483,676,0,1,437
2042,0.378415,0.704918,427,0,1,280
2043,0.534153,0.72541,467,0,1,230
2044,0.490964,0.804217,674,0,1,436
2045,0.349727,0.57582,409,0,1,238
2046,0.499999,0.178279,445,0,1,317
2047,0.556011,0.670082,370,0,1,242
2048,0.553279,0.692623,389,0,1,251
2049,0.49969,0.191094,816,0,1,509
2050,0.189445,0.515562,687,0,1,472
2051,0.26793,0.736807,743,0,1,475
2052,0.364754,0.651639,379,0,1,243
2053,0.605958,0.37335,814,0,1,504
2054,0.34632,0.589981,817,0,1,513
2055,0.711193,0.339517,818,0,1,512
2056,0.268397,0.787498,819,0,1,509
2057,0.191257,0.395492,476,0,1,279
2058,0.539617,0.844263,393,0,1,254
2059,0.652571,0.735466,850,0,1,562
2060,0.219597,0.311669,901,0,1,301
2061,0.355468,0.482353,857,119609,1,554
2062,0.425436,0.622097,858,119609,1,554
2063,0.41957,0.452599,852,0,1,557
2064,0.424861,0.484212,859,119609,1,554
2065,0.357946,0.627334,860,119609,1,554
2066,0.475167,0.609457,856,0,1,560
2067,0.550158,0.181261,861,119609,1,554
2068,0.772034,0.296898,881,0,1,559
2069,0.264822,0.559289,893,0,1,573
2070,0.416543,0.423929,846,0,1,563
2071,0.683407,0.353028,853,0,1,566
2072,0.872328,0.410829,895,0,1,301
2073,0.807336,0.51718,896,0,1,301
2074,0.574939,0.305955,899,0,1,301
2075,0.0893967,0.548399,900,0,1,301
2076,0.63344,0.385852,965,0,1,601
2077,0.524116,0.612541,966,0,1,601
2078,0.427653,0.819936,967,0,1,601
2079,0.511254,0.27492,968,0,1,602
2080,0.45509,0.582335,1141,0,1,300
2081,0.58982,0.342815,1142,0,1,300
2082,0.34531,0.664671,1143,0,1,300
2083,0,0,1144,0,1,319
2084,0,0,1145,0,1,319
2085,0.43014,0.627246,1146,0,1,300
2086,0.461397,0.220352,1147,0,1,599
2087,0.551049,0.36377,1148,0,1,613
2088,0.378245,0.654512,1153,0,1,613
2089,0.484914,0.345488,959,0,1,600
2090,0.578492,0.55068,971,0,1,610
2091,0.663082,0.721774,1122,0,1,599
2092,0.19534,0.768817,1123,0,1,596
2093,0.547589,0.576638,1128,0,1,612
2094,0.0864959,0.510542,1133,0,1,609
2095,0.713855,0.578313,1138,0,1,606
2096,0.522427,0.510554,1139,0,1,574
2097,0.398417,0.514512,1140,0,1,575
2098,0.498764,0.182942,1391,0,1,666
2099,0.609695,0.450255,1426,0,1,661
2100,0.595179,0.529666,1427,0,1,668
2101,0.483931,0.507416,1447,0,1,667
2102,0.496988,0.335799,1225,0,1,593
2103,0.610929,0.591209,1653,0,1,752
2104,0.724975,0.561642,1512,0,1,708
2105,0.506509,0.316039,1830,0,1,808
2106,0.656984,0.233003,1207,0,1,620
2107,0.558096,0.359085,1208,0,1,620
2108,0.597651,0.123883,1209,0,1,620
2109,0.4501,0.821857,1210,0,1,621
2110,0.47006,0.859282,1211,0,1,543
2111,0.823477,0.283602,1203,0,1,596
2112,0.707832,0.332832,1216,0,1,593
2113,0.374282,0.453164,1672,0,1,756
2114,0.52225,0.451792,1392,0,1,664
2115,0.511514,0.527373,1618,0,1,172
2116,0.463713,0.40548,1619,0,1,172
2117,0.42834,0.527373,1620,0,1,172
2118,0.42834,0.527373,1621,0,1,172
2119,0.463713,0.649266,1622,0,1,172
2120,0.532546,0.355289,1623,0,1,173
2121,0.391055,0.593338,1624,0,1,186
2122,0.391055,0.86998,1625,0,1,186
2123,0.219927,0.550191,1626,0,1,187
2124,0.6905,0.550191,1627,0,1,187
2125,0.515422,0.21606,1628,0,1,188
2126,0.198978,0.654874,1629,0,1,190
2127,0.198978,0.418259,1630,0,1,190
2128,0.131101,0.532982,1631,0,1,190
2129,0.52016,0.141491,1632,0,1,190
2130,0.511599,0.435467,1633,0,1,191
2131,0.766814,0.736678,1634,0,1,190
2132,0.366325,0.231898,1635,0,1,189
2133,0.499296,0.528743,1636,0,1,192
2134,0.493308,0.386712,1637,0,1,147
2135,0.383365,0.266253,1638,0,1,147
2136,0.545846,0.264819,1639,0,1,147
2137,0.488611,0.141492,1640,0,1,147
2138,0.156955,0.564406,1641,0,1,148
2139,0.37206,0.133581,1642,0,1,148
2140,0.512595,0.571575,1643,0,1,149
2141,0.67038,0.638974,1644,0,1,149
2142,0.722005,0.485533,1645,0,1,149
2143,0.533669,0.228841,1646,0,1,149
2144,0.436196,0.412397,1647,0,1,151
2145,0.567128,0.602997,1648,0,1,150
2146,0.683763,0.399364,1649,0,1,150
2147,0.792833,0.458222,1650,54460,1,148
2148,0.67237,0.309886,1651,0,1,248
2149,0.491354,0.535788,1652,0,1,200
2150,0.331432,0.614068,1744,0,1,779
2151,0.650602,0.510542,1163,0,1,609
2152,0.427876,0.461988,1783,0,1,449
2153,0.289222,0.336398,1185,0,1,593
2154,0.49898,0.679591,1186,0,1,593
2155,0.474015,0.767473,1155,0,1,596
2156,0.330876,0.485334,1521,0,1,232
2157,0.315094,0.689623,1522,0,1,232
2158,0.558406,0.852617,1523,0,1,232
2159,0.523926,0.77632,1524,0,1,232
2160,0.828302,0.825472,1525,0,1,232
2161,0.68868,0.576416,1526,0,1,232
2162,0.84151,0.652831,1527,0,1,232
2163,0.562265,0.533963,1528,0,1,232
2164,0.788918,0.736148,1168,0,1,574
2165,0.471061,0.215398,1452,0,1,534
2166,0.419285,0.602438,1529,0,1,287
2167,0.459677,0.534946,1154,0,1,597
2168,0.771159,0.23254,1664,0,1,754
2169,0.332819,0.275371,1530,0,1,287
2170,0.505751,0.617476,1531,0,1,289
2171,0.464398,0.429507,1532,0,1,289
2172,0.34911,0.209583,1533,0,1,289
2173,0.355376,0.371237,1534,0,1,290
2174,0.394223,0.7265,1535,0,1,290
2175,0.703746,0.72462,1536,0,1,290
2176,0.563507,0.357434,1537,0,1,247
2177,0.58402,0.49128,1538,0,1,247
2178,0.328635,0.360511,1539,0,1,247
2179,0.697866,0.620511,1540,0,1,247
2180,0.616841,0.905126,1541,0,1,247
2181,0.429149,0.695895,1542,0,1,247
2182,0.457866,0.522049,1543,0,1,320
2183,0.445559,0.335896,1544,0,1,319
2184,0.622995,0.218973,1545,0,1,319
2185,0.435303,0.503588,1546,0,1,319
2186,0.284533,0.497434,1547,0,1,319
2187,0.721456,0.178973,1548,0,1,319
2188,0.606584,0.697434,1549,0,1,319
2189,0.301969,0.818972,1550,0,1,319
2190,0.570687,0.625126,1551,0,1,321
2191,0.596409,0.287693,1552,0,1,350
2192,0.452819,0.826154,1553,0,1,350
2193,0.27128,0.635385,1554,0,1,352
2194,0.834384,0.500042,1555,0,1,353
2195,0.181023,0.35077,1556,0,1,353
2196,0.494869,0.366155,1557,0,1,358
2197,0.716407,0.260001,1559,0,1,359
2198,0.525638,0.696924,1560,0,1,360
2199,0.359484,0.418462,1561,0,1,362
2200,0.359484,0.616923,1562,0,1,363
2201,0.514356,0.309231,1563,0,1,366
2202,0.550255,0.570769,1564,0,1,330
2203,0.199486,0.283077,1565,0,1,330
2204,0.691795,0.743077,1566,0,1,331
2205,0.36359,0.847692,1567,0,1,332
2206,0.402564,0.581538,1568,0,1,332
2207,0.417949,0.255385,1569,0,1,332
2208,0.504103,0.176924,1570,0,1,332
2209,0.59641,0.260001,1571,0,1,332
2210,0.722563,0.589231,1572,0,1,332
2211,0.501026,0.587692,1573,0,1,334
2212,0.264075,0.490686,1574,0,1,334
2213,0.74,0.48923,1575,0,1,334
2214,0.500999,0.138461,1576,0,1,334
2215,0.127692,0.633846,1577,0,1,329
2216,0.0856407,0.681538,1578,0,1,329
2217,0.424103,0.358461,1579,0,1,329
2218,0.357436,0.378461,1580,0,1,329
2219,0.77282,0.283076,1581,0,1,329
2220,0.439487,0.187651,1582,0,1,340
2221,0.663076,0.473846,1583,0,1,339
2222,0.409743,0.88923,1584,0,1,341
2223,0.394358,0.118461,1585,0,1,343
2224,0.539999,0.476922,1586,0,1,342
2225,0.613844,0.850768,1587,0,1,342
2226,0.675383,0.367691,1588,0,1,344
2227,0.473332,0.43846,1589,0,1,345
2228,0.527691,0.704613,1590,0,1,346
2229,0.306154,0.510769,1591,0,1,335
2230,0.658973,0.864615,1592,0,1,335
2231,0.727691,0.826153,1593,0,1,335
2232,0.641566,0.321,1594,0,1,335
2233,0.46718,0.238462,1595,0,1,336
2234,0.46,0.616923,1596,0,1,336
2235,0.49335,0.168738,1597,0,1,156
2236,0.627193,0.553059,1598,0,1,156
2237,0.363289,0.551625,1599,0,1,156
2238,0.627151,0.363767,1600,0,1,156
2239,0.306925,0.469885,1601,0,1,163
2240,0.441725,0.360899,1602,0,1,163
2241,0.686466,0.152964,1603,0,1,163
2242,0.346122,0.564531,1604,0,1,165
2243,0.498172,0.456978,1605,0,1,165
2244,0.760165,0.283523,1606,0,1,165
2245,0.427469,0.459909,1607,0,1,164
2246,0.675078,0.596142,1608,0,1,164
2247,0.301273,0.768225,1609,0,1,164
2248,0.541192,0.416887,1610,0,1,162
2249,0.615762,0.531547,1611,0,1,162
2250,0.462924,0.438272,1612,0,1,162
2251,0.265857,0.145792,1613,0,1,162
2252,0.565133,0.675014,1614,0,1,167
2253,0.365324,0.223293,1615,0,1,167
2254,0.505736,0.477055,1616,0,1,155
2255,0.384321,0.498566,1617,0,1,141
2256,0.478454,0.298479,1667,0,1,786
2257,0.40634,0.415706,1688,0,1,732
2258,0.668242,0.255977,1696,0,1,732
