ID,BoneFileDataID,ModelFileDataID
430,1864793,1814471
431,1864794,1814471
432,1864795,1814471
433,1864796,1814471
434,1864797,1814471
435,1864734,1810676
436,1864735,1810676
437,1864794,1810676
438,1864795,1810676
439,1864797,1810676
440,1630655,1630218
441,1630656,1630218
442,1630657,1630218
443,1630658,1630218
444,1630659,1630218
445,1630590,1630402
446,1630591,1630402
447,1630592,1630402
448,1630593,1630402
449,1815419,1734034
450,1815420,1734034
451,1815421,1734034
452,1815422,1734034
453,1815423,1734034
454,1815424,1734034
455,1815425,1734034
456,1815426,1734034
457,1733819,1733758
458,1733820,1733758
459,1733821,1733758
460,1733822,1733758
461,1733823,1733758
462,1733824,1733758
463,1733825,1733758
464,1733826,1733758
465,1620670,1620605
466,1620671,1620605
467,1620672,1620605
468,1620673,1620605
469,1620674,1620605
470,1620675,1620605
471,1620676,1620605
472,1620677,1620605
473,1620678,1620605
474,1620679,1620605
475,1594162,1593999
476,1594163,1593999
477,1594164,1593999
478,1594165,1593999
479,1594166,1593999
480,1594167,1593999
481,1594168,1593999
482,1594169,1593999
483,1594170,1593999
484,1594171,1593999
485,1795337,1630447
486,1795338,1630447
487,1795339,1630447
488,1795340,1630447
489,1795341,1630447
490,1795338,1630447
497,2829527,1721003
498,2829521,1721003
499,2829522,1721003
500,2829523,1721003
501,2829524,1721003
502,2829525,1721003
503,2829526,1721003
504,2829556,1886724
505,2829550,1886724
506,2829551,1886724
507,2829552,1886724
508,2829553,1886724
509,2829554,1886724
510,2829555,1886724
512,2019666,1890765
514,2019667,1890765
516,2019668,1890765
518,2019669,1890765
520,2019670,1890765
522,2019671,1890765
524,2019672,1890765
526,2019673,1890765
528,2019674,1890765
529,2019675,1890765
532,1893033,1890763
534,1893034,1890763
536,1893035,1890763
538,1893037,1890763
540,1893038,1890763
542,1893040,1890763
544,1893042,1890763
546,1893043,1890763
548,1893045,1890763
549,1893047,1890763
551,1054841,917116
552,2016357,1968587
553,2016358,1968587
554,1054837,917116
555,2016360,1968587
556,1054829,917116
557,1054833,917116
558,2016363,1968587
559,1054832,917116
560,2016364,1968587
561,1054836,917116
562,2016365,1968587
563,1054834,917116
564,2016366,1968587
565,2016367,1968587
566,1054839,917116
567,1054827,917116
568,2016368,1968587
569,1053782,949470
570,1053775,949470
571,1053789,949470
572,1053785,949470
573,1053783,949470
574,1053781,949470
575,1053779,949470
576,1053773,949470
577,1053790,949470
580,1053758,921844
581,1053760,921844
582,1054937,1011653
583,1054931,1011653
584,1054917,1011653
585,1054925,1011653
586,1054926,1011653
587,1054933,1011653
588,1054934,1011653
589,1054921,1011653
590,1054938,1011653
591,1054923,1011653
592,1054929,1011653
593,1054929,1011653
594,1054935,1011653
595,1054922,1011653
596,1054918,1011653
597,1054927,1011653
598,1054924,1011653
599,1054932,1011653
600,1054930,1011653
601,1054919,1011653
602,1054936,1011653
603,1054920,1011653
604,1054928,1011653
605,1053734,1022598
606,1053724,1022598
607,1054937,1011653
608,1054931,1011653
609,1054917,1011653
610,1054925,1011653
611,1054926,1011653
612,1054933,1011653
613,1054934,1011653
614,1054921,1011653
615,1054938,1011653
616,1054923,1011653
617,1054929,1011653
618,1054929,1011653
619,1054935,1011653
620,1054922,1011653
621,1054918,1011653
622,1995576,1662187
623,1995577,1662187
624,1995578,1662187
625,1995579,1662187
626,1995580,1662187
627,1995581,1662187
628,1815438,1734034
629,1815437,1734034
630,1815436,1734034
631,1815435,1734034
632,1815434,1734034
633,1815433,1734034
634,1815432,1734034
635,1815431,1734034
636,1815430,1734034
637,1815429,1734034
638,1815428,1734034
639,1815427,1734034
640,1815426,1734034
641,1815425,1734034
642,1815424,1734034
643,1815423,1734034
644,1815422,1734034
645,1815421,1734034
646,1815420,1734034
647,1815419,1734034
648,1733838,1733758
649,1733837,1733758
650,1733836,1733758
651,1733835,1733758
652,1733834,1733758
653,1733833,1733758
654,1733832,1733758
655,1733831,1733758
656,1733830,1733758
657,1733829,1733758
658,1733828,1733758
659,1733827,1733758
660,1733826,1733758
661,1733825,1733758
662,1733824,1733758
663,1733823,1733758
664,1733822,1733758
665,1733821,1733758
666,1733820,1733758
667,1733819,1733758
668,1053780,949470
669,3195555,2622502
670,3195556,2622502
671,3195557,2622502
672,3195558,2622502
673,3195559,2622502
674,3195560,2622502
675,3195561,2622502
676,3195562,2622502
677,3195563,2622502
678,3195564,2622502
679,3195565,2622502
680,3195566,2622502
681,3195567,2622502
682,3195568,2622502
683,3195582,2564806
684,3195583,2564806
685,3195584,2564806
686,3195585,2564806
687,3195586,2564806
688,3195587,2564806
689,3195588,2564806
690,3195589,2564806
691,3195590,2564806
692,3195591,2564806
693,3195592,2564806
694,3195593,2564806
695,3195594,2564806
696,3195595,2564806
697,4374750,974343
698,4374751,974343
699,4374752,974343
700,4417473,974343
701,4417474,974343
702,4417475,974343
703,4407169,4395382
704,4407170,4395382
705,4407171,4395382
706,4407172,4395382
707,4407173,4395382
708,4407174,4395382
709,4407175,4395382
710,4407176,4395382
711,4407177,4395382
712,4329154,4220448
713,4329155,4220448
714,4329156,4220448
715,4329157,4220448
716,4329158,4220448
717,4329159,4220448
718,4329160,4220448
719,4329161,4220448
720,4329162,4220448
721,5744709,5548261
722,5744710,5548261
723,5744711,5548261
724,5744712,5548261
725,5744713,5548261
726,5744714,5548261
727,5744715,5548261
728,5744716,5548261
729,5744717,5548261
730,5744718,5548261
731,5744719,5548261
732,5744689,5548259
733,5744690,5548259
734,5744691,5548259
735,5744692,5548259
736,5744693,5548259
737,5744694,5548259
738,5744695,5548259
739,5744696,5548259
740,5744697,5548259
741,5744698,5548259
742,5744699,5548259
