ID,ProfessionTraitID,LabelID
12574,6227,1571
12575,6228,1571
12576,6229,1571
12577,6230,1571
12578,6231,1572
12579,6232,1572
12580,6233,1572
12581,6234,1572
12582,6235,1572
12583,6236,1572
12584,6237,1573
12585,6238,1573
12586,6239,1573
12587,6240,1573
12588,6241,1573
12589,6242,1573
12590,6243,1568
12591,6243,1566
12592,6243,1567
12593,6243,1570
12594,6244,1568
12595,6244,1566
12596,6244,1567
12597,6244,1570
12598,6245,1568
12599,6245,1566
12600,6245,1567
12601,6245,1570
12602,6246,1568
12603,6246,1566
12604,6246,1567
12605,6246,1570
12606,6247,1568
12607,6247,1566
12608,6247,1567
12609,6247,1570
12610,6248,1568
12611,6248,1566
12612,6248,1567
12613,6248,1570
12614,6249,1568
12615,6249,1566
12616,6249,1567
12617,6249,1570
12618,6250,1568
12619,6250,1566
12620,6250,1567
12621,6250,1570
12622,6251,1568
12623,6252,1568
12624,6253,1568
12625,6254,1568
12626,6255,1568
12627,6256,1568
12628,6257,1566
12629,6258,1566
12630,6259,1566
12631,6260,1566
12632,6261,1566
12633,6262,1566
12634,6263,1567
12635,6264,1567
12636,6265,1567
12637,6266,1567
12638,6267,1567
12639,6268,1567
12640,6269,1570
12641,6270,1570
12642,6271,1570
12643,6272,1570
12644,6273,1570
12645,6274,1570
12698,6313,1550
12700,6314,1550
12702,6315,1550
12704,6316,1550
12706,6317,1550
12708,6318,1550
12710,6319,1550
12712,6320,1551
12714,6321,1551
12716,6322,1551
12718,6323,1551
12720,6324,1551
12722,6325,1551
12724,6326,1551
12726,6327,1551
12728,6328,1552
12730,6329,1552
12732,6330,1552
12734,6331,1552
12736,6332,1552
12738,6333,1552
12740,6334,1552
12742,6335,1552
12744,6336,1552
12746,6337,1552
12748,6338,1552
12749,6339,1537
12750,6340,1537
12751,6341,1537
12752,6343,1537
12753,6345,1537
12754,6346,1537
12755,6347,1537
12756,6348,1537
12758,6349,1538
12760,6350,1538
12762,6351,1538
12764,6352,1538
12766,6353,1538
12768,6354,1538
12770,6355,1538
12772,6356,1538
12774,6357,1538
12776,6358,1538
12778,6359,1539
12780,6360,1539
12782,6361,1539
12784,6362,1539
12786,6363,1539
12788,6364,1539
12790,6365,1539
12792,6366,1539
12794,6367,1539
12796,6368,1539
12798,6369,1540
12800,6370,1540
12802,6371,1540
12804,6372,1540
12806,6373,1540
12808,6374,1540
12810,6375,1540
12812,6376,1540
12814,6377,1540
12816,6378,1540
12818,6379,1541
12820,6380,1541
12822,6381,1541
12824,6382,1541
12826,6383,1541
12828,6384,1541
12830,6385,1541
12832,6386,1541
12834,6387,1541
12836,6388,1541
12837,6389,1536
12838,6390,1536
12839,6391,1536
12840,6392,1536
12841,6393,1536
12842,6394,1536
12843,6395,1536
12844,6396,1536
12845,6397,1536
12846,6398,1536
12847,6399,1536
12848,6400,1536
12849,6401,1542
12850,6402,1542
12851,6403,1542
12852,6404,1542
12853,6405,1542
12854,6406,1542
12855,6407,1542
12856,6408,1542
12858,6409,1543
12860,6410,1543
12862,6411,1543
12864,6412,1543
12866,6413,1543
12868,6414,1543
12870,6415,1543
12872,6416,1543
12875,6417,1544
12878,6418,1544
12881,6419,1544
12884,6420,1544
12887,6421,1544
12890,6422,1544
12893,6423,1544
12896,6424,1544
12899,6425,1545
12902,6426,1545
12905,6427,1545
12908,6428,1545
12911,6429,1545
12914,6430,1545
12917,6431,1545
12920,6432,1545
12922,6433,1546
12924,6434,1546
12926,6435,1546
12928,6436,1546
12930,6437,1546
12932,6438,1546
12934,6439,1546
12936,6440,1546
12939,6441,1547
12942,6442,1547
12945,6443,1547
12948,6444,1547
12951,6445,1547
12954,6446,1547
12957,6447,1547
12960,6448,1547
12963,6449,1548
12966,6450,1548
12969,6451,1548
12972,6452,1548
12975,6453,1548
12978,6454,1548
12981,6455,1548
12984,6456,1548
13075,6539,1580
13076,6539,1581
13077,6539,1582
13078,6540,1580
13079,6540,1581
13080,6540,1582
13081,6541,1580
13082,6541,1581
13083,6541,1582
13084,6542,1580
13085,6542,1581
13086,6542,1582
13087,6543,1580
13088,6543,1581
13089,6543,1582
13090,6544,1580
13091,6544,1581
13092,6544,1582
13093,6545,1580
13094,6545,1581
13095,6545,1582
13096,6546,1580
13097,6546,1581
13098,6546,1582
13099,6547,1580
13100,6547,1581
13102,6548,1580
13103,6549,1580
13104,6550,1580
13105,6551,1580
13106,6552,1580
13107,6554,1580
13108,6555,1581
13109,6556,1581
13110,6557,1581
13111,6558,1581
13112,6559,1581
13113,6561,1581
13114,6562,1582
13115,6563,1582
13116,6564,1582
13117,6565,1582
13118,6566,1582
13119,6568,1582
13120,6569,1565
13121,6570,1565
13122,6571,1565
13123,6572,1565
13124,6573,1565
13125,6574,1565
13126,6575,1565
13127,6576,1565
13128,6577,1565
13129,6578,1565
13130,6579,1565
13131,6580,1565
13132,6581,1565
13133,6582,1565
13134,6583,1565
13135,6584,1565
13136,6585,1565
13137,6586,1565
13138,6587,1565
13139,6588,1565
13140,6589,1565
13141,6590,1565
13142,6591,1565
13143,6592,1565
13144,6593,1574
13145,6593,1576
13146,6594,1597
13147,6595,1574
13148,6595,1576
13149,6596,1597
13150,6597,1574
13151,6597,1576
13152,6598,1597
13153,6599,1574
13154,6599,1576
13155,6600,1575
13156,6600,1598
13157,6601,1598
13158,6602,1575
13159,6602,1598
13160,6603,1598
13161,6604,1575
13162,6604,1598
13163,6605,1598
13164,6606,1575
13165,6606,1598
14172,7118,1601
14173,7119,1601
14174,7120,1601
14175,7122,1601
14176,7125,1601
14177,7126,1601
14178,7128,1602
14180,7131,1602
14183,7135,1602
14185,7137,1602
14186,7138,1603
14188,7141,1603
14191,7145,1603
14193,7147,1603
14194,7148,1601
14195,7150,1601
14196,7152,1601
14197,7155,1601
14198,7160,1601
14199,7162,1601
14200,7164,1601
14201,7166,1601
14202,7170,1601
14203,7172,1601
14204,7174,1601
14205,7176,1601
14206,7178,1601
14207,7180,1601
14208,7181,1601
14209,7182,1601
14210,7183,1601
14211,7184,1601
14212,7185,1601
14213,7186,1601
14214,7187,1601
14215,7188,1601
14216,7190,1601
14217,7192,1601
14218,7195,1601
14219,7196,1601
14220,7198,1601
14221,7199,1601
14222,7200,1601
14223,7201,1601
14224,7202,1601
14225,7204,1601
14226,7205,1601
14227,7206,1601
14228,7208,1601
14229,7210,1601
14230,7211,1601
14231,7212,1601
14232,7213,1601
14233,7214,1601
14234,7215,1601
14235,7216,1601
14273,7256,1756
14274,7257,1756
14275,7258,1756
14276,7259,1756
14277,7260,1756
14278,7261,1756
14279,7262,1756
14280,7263,1756
14281,7264,1756
14282,7265,1756
14283,7266,1756
14284,7267,1756
14285,7268,1756
14286,7269,1756
14287,7270,1756
14288,7271,1756
14289,7272,1756
14290,7273,1756
14291,7274,1756
14292,7275,1756
14293,7276,1756
14294,7277,1756
14295,7278,1756
14296,7279,1756
14297,7280,1756
14298,7281,1756
14299,7282,1791
14300,7283,1791
14301,7284,1791
14302,7285,1791
14303,7286,1791
14304,7287,1791
14305,7288,1792
14306,7289,1792
14307,7290,1792
14308,7291,1792
14309,7292,1792
14310,7293,1792
14311,7294,1808
14312,7294,1809
14313,7294,1810
14314,7294,1811
14315,7294,1812
14316,7295,1808
14317,7295,1809
14318,7295,1810
14319,7295,1811
14320,7295,1812
14321,7296,1808
14322,7296,1809
14323,7296,1810
14324,7296,1811
14325,7296,1812
14326,7297,1808
14327,7297,1809
14328,7297,1810
14329,7297,1811
14330,7297,1812
14331,7298,1808
14332,7298,1809
14333,7298,1810
14334,7298,1811
14335,7298,1812
14336,7299,1808
14337,7299,1809
14338,7299,1810
14339,7299,1811
14340,7299,1812
14341,7300,1808
14342,7300,1809
14343,7300,1810
14344,7300,1811
14345,7300,1812
14346,7301,1808
14347,7301,1809
14348,7301,1810
14349,7301,1811
14350,7301,1812
14351,7302,1808
14352,7302,1809
14353,7303,1808
14354,7303,1809
14355,7304,1808
14356,7304,1809
14357,7305,1808
14358,7305,1809
14359,7306,1808
14360,7306,1809
14361,7307,1808
14362,7307,1809
14363,7308,1808
14364,7308,1809
14365,7309,1808
14366,7309,1809
14367,7310,1808
14368,7311,1808
14369,7312,1808
14370,7313,1808
14371,7314,1808
14372,7315,1808
14373,7316,1809
14374,7317,1809
14375,7318,1809
14376,7319,1809
14377,7320,1809
14378,7321,1809
14379,7322,1809
14380,7323,1809
14381,7324,1810
14382,7324,1811
14383,7324,1812
14384,7325,1810
14385,7325,1811
14386,7325,1812
14387,7326,1810
14388,7326,1811
14389,7326,1812
14390,7327,1810
14391,7327,1811
14392,7327,1812
14393,7328,1810
14394,7328,1811
14395,7328,1812
14396,7329,1810
14397,7329,1811
14398,7329,1812
14399,7330,1810
14400,7330,1811
14401,7330,1812
14402,7331,1810
14403,7331,1811
14404,7331,1812
14405,7332,1810
14406,7333,1810
14407,7334,1810
14408,7335,1810
14409,7336,1810
14410,7337,1810
14411,7338,1810
14412,7339,1810
14413,7340,1811
14414,7341,1811
14415,7342,1811
14416,7343,1811
14417,7344,1811
14418,7345,1811
14419,7346,1812
14420,7347,1812
14421,7348,1812
14422,7349,1812
14423,7350,1812
14424,7351,1812
14880,7722,1755
14881,7723,1755
14882,7725,1755
14883,7727,1755
14884,7728,1755
14885,7741,1755
14886,7742,1755
14887,7743,1755
14888,7744,1755
14889,7745,1755
14890,7746,1755
14891,7747,1755
14892,7748,1755
14893,7749,1755
14894,7750,1755
14895,7751,1755
14896,7752,1755
14897,7753,1755
14898,7754,1755
14899,7755,1755
14900,7756,1755
14901,7757,1864
14902,7757,1865
14903,7757,1866
14904,7758,1864
14905,7758,1865
14906,7758,1866
14907,7760,1864
14908,7760,1865
