ID,DifficultyID,MaxLevel,MaxPassiveAuraLevel,BaseLevel,SpellLevel,SpellID
98002,0,0,0,0,1,1804
98004,0,0,0,0,30,994
98005,0,49,0,40,40,996
98006,0,0,0,18,18,970
98007,0,0,0,0,0,1129
98010,0,0,0,8,8,1715
98011,0,0,0,32,32,1543
98012,0,0,0,10,10,1120
98013,0,0,0,8,8,1152
98014,0,0,0,22,22,2908
98015,0,25,0,20,20,2912
98016,0,0,0,0,15,3593
98017,0,0,0,0,34,3594
98018,0,0,0,0,40,3595
98019,0,0,0,0,24,2836
98024,0,50,0,40,40,9592
98025,0,0,0,0,1,2481
98026,0,0,0,0,12,3011
98027,0,0,0,0,37,3823
98030,0,0,0,0,15,3582
98031,0,0,0,22,22,2870
98032,0,0,0,0,28,2871
98033,0,0,0,0,15,3145
98034,0,0,0,0,15,3146
98037,0,0,0,0,40,3007
98038,0,0,0,56,56,3009
98039,0,0,0,0,24,2878
98040,0,0,0,0,1,3018
98041,0,70,0,0,1,3019
98042,0,0,0,0,30,2354
98043,0,0,0,0,1,3583
98044,0,0,0,0,1,1848
98045,0,0,0,0,12,1849
98046,0,0,0,0,26,1850
98047,0,35,0,30,30,2941
98048,0,0,0,20,20,2944
98051,0,45,0,40,40,8423
98053,0,0,0,0,30,3284
98054,0,0,0,48,48,3010
98057,0,0,0,0,38,2837
98058,0,0,0,0,20,9591
98059,0,0,0,0,30,3514
98060,0,21,0,16,16,2120
98062,0,0,0,0,1,2123
98064,0,0,0,0,44,3122
98066,0,33,0,0,0,3267
98067,0,27,0,22,22,2138
98071,0,0,0,0,1,3147
98072,0,0,0,0,8,2981
98073,0,0,0,0,16,2982
98074,0,0,0,10,10,2983
98075,0,0,0,0,35,3815
98076,0,0,0,0,26,3490
98077,0,0,0,10,10,2943
98082,0,0,0,0,21,3358
98083,0,0,0,0,17,2353
98084,0,0,0,0,40,2976
98086,0,0,0,0,35,3108
98087,0,0,0,0,35,3109
98089,0,0,0,0,17,3359
98090,0,0,0,0,26,3360
98091,0,0,0,0,1,3361
98094,0,45,0,0,45,3106
98095,0,0,0,24,24,2139
98096,0,0,0,0,15,2140
98099,0,0,0,0,9,3338
98100,0,0,0,0,35,3107
98101,0,29,0,24,24,3747
98102,0,34,0,0,28,1124
98104,0,0,0,0,28,2630
98105,0,0,0,22,22,1759
98108,0,0,0,0,48,2977
98109,0,0,0,1,1,2973
98110,0,0,0,1,1,1126
98111,0,0,0,40,40,1510
98112,0,0,0,22,22,3043
98113,0,0,0,0,1,2635
98114,0,0,0,0,15,3585
98115,0,0,0,6,6,3025
98116,0,0,0,0,1,3363
98117,0,0,0,10,10,2652
98118,0,0,0,6,6,3044
98119,0,0,0,30,30,2818
98120,0,0,0,0,1,3124
98122,0,0,0,0,12,3143
98123,0,0,0,0,9,3129
98124,0,12,0,0,5,3130
98125,0,0,0,0,6,3131
98126,0,0,0,12,12,2974
98127,0,0,0,0,32,2975
98131,0,35,0,0,35,3592
98132,0,0,0,0,20,2381
98133,0,0,0,0,1,3127
98134,0,0,0,0,22,2838
98135,0,0,0,0,99,2840
98136,0,0,0,20,20,3355
98137,0,0,0,0,19,3356
98140,0,0,0,0,23,3339
98145,0,0,0,0,20,3335
98147,0,0,0,0,7,2351
98150,0,0,0,0,40,2841
98151,0,0,0,0,45,3591
98152,0,20,0,0,6,3237
98153,0,0,0,0,6,3238
98155,0,0,0,0,7,2367
98156,0,0,0,0,12,3974
98157,0,0,0,0,25,4161
98158,0,0,0,0,15,2639
98159,0,0,0,1,1,1752
98160,0,0,0,0,1,2383
98162,0,0,0,0,0,28769
98164,0,0,0,18,18,2643
98168,0,0,0,0,99,2537
98169,0,9,0,0,4,2607
98170,0,0,0,0,0,1893
98172,0,0,0,0,1,2916
98173,0,37,0,0,33,2626
98174,0,0,0,0,4,2627
98175,0,0,0,0,12,2628
98176,0,0,0,0,30,2835
98177,0,0,0,1,1,2480
98179,0,29,0,24,24,2121
98180,0,0,0,34,34,2767
98182,0,0,0,0,20,2676
98183,0,41,0,36,36,2495
98185,0,0,0,0,16,1918
98186,0,0,0,44,44,1824
98187,0,0,0,0,38,2970
98191,0,0,0,0,21,1920
98192,0,0,0,0,29,1921
98193,0,0,0,30,30,2823
98196,0,0,0,24,24,2782
98203,0,0,0,0,99,2826
98204,0,0,0,0,35,1183
98208,0,0,0,0,25,1749
98209,0,0,0,0,1,1834
98210,0,0,0,0,1,2692
98213,0,0,0,0,39,2425
98214,0,0,0,0,36,2951
98216,0,0,0,12,12,2008
98217,0,0,0,20,20,2645
98218,0,0,0,0,25,1182
98222,0,25,0,0,15,1753
98225,0,40,0,30,30,1949
98226,0,0,0,1,1,2457
98230,0,70,0,0,6,2691
98232,0,0,0,36,36,2362
98235,0,21,0,16,16,2054
98236,0,27,0,22,22,2055
98244,0,0,0,20,20,1943
98247,0,0,0,0,1,2647
98249,0,0,0,0,99,2827
98250,0,0,0,0,5,2828
98251,0,0,0,0,15,2829
98252,0,0,0,0,25,2830
98253,0,10,0,1,1,2649
98254,0,0,0,0,1,2650
98256,0,0,0,0,5,2831
98257,0,0,0,22,22,2010
98259,0,0,0,0,20,2629
98264,0,0,0,0,10,1515
98265,0,0,0,30,30,2800
98267,0,0,0,0,1,1739
98269,0,0,0,0,0,2810
98270,0,0,0,0,0,2811
98272,0,41,0,22,22,1856
98273,0,0,0,38,38,2824
98274,0,0,0,34,34,1823
98275,0,0,0,6,6,2484
98278,0,0,0,0,37,1922
98279,0,0,0,0,11,3369
98280,0,27,0,22,22,2090
98281,0,19,0,14,14,2137
98283,0,0,0,26,26,2893
98285,0,37,0,0,24,3055
98286,0,0,0,0,1,2580
98289,0,0,0,18,18,2637
98292,0,0,0,0,15,1748
98296,0,0,0,0,0,1907
98297,0,0,0,22,22,2096
98298,0,0,0,0,30,1980
98301,0,25,0,0,20,2608
98302,0,41,0,0,36,2610
98303,0,0,0,14,14,2947
98304,0,26,0,22,22,2948
98307,0,3,0,1,1,2050
98308,0,9,0,4,4,2052
98309,0,0,0,0,15,3105
98311,0,0,0,28,28,2070
98312,0,33,0,28,28,2091
98313,0,0,0,20,20,2651
98314,0,15,0,10,10,2053
98316,0,53,0,48,48,2860
98317,0,15,0,0,9,3368
98319,0,0,0,0,10,2641
98320,0,0,0,1,1,2764
98321,0,11,0,6,6,2136
98322,0,0,0,0,1,1853
98323,0,15,0,0,5,1742
98324,0,0,0,0,5,1747
98325,0,37,0,32,32,8422
98329,0,54,0,50,50,2812
98330,0,0,0,24,24,1822
98333,0,0,0,0,40,1860
98335,0,0,0,0,35,1750
98336,0,0,0,0,45,1751
98337,0,0,0,26,26,1833
98339,0,0,0,20,20,1953
98344,0,61,0,42,42,1857
98345,0,0,0,0,17,3396
98346,0,0,0,0,25,4541
98347,0,0,0,0,35,4542
98348,0,0,0,0,45,3742
98350,0,0,0,0,32,3655
98351,0,0,0,0,20,3631
98352,0,0,0,0,24,3650
98354,0,0,0,0,1,3659
98355,0,0,0,0,17,3256
98356,0,35,0,0,17,3220
98357,0,21,0,0,10,3221
98358,0,26,0,0,22,3222
98359,0,0,0,0,30,3389
98361,0,0,0,0,1,4685
98362,0,30,0,0,27,3223
98363,0,0,0,0,1,4688
98364,0,0,0,0,33,4165
98365,0,70,0,0,25,4166
98368,0,0,0,36,36,3700
98369,0,0,0,0,1,3150
98370,0,0,0,0,12,4511
98371,0,0,0,0,16,3158
98372,0,0,0,0,45,4543
98373,0,21,0,0,15,3602
98374,0,0,0,0,20,3603
98375,0,0,0,0,45,3660
98378,0,0,0,0,30,3635
98379,0,0,0,0,23,3636
98380,0,0,0,0,33,3672
98381,0,0,0,0,33,3673
98382,0,0,0,0,18,3229
98383,0,70,0,0,22,4149
98384,0,65,0,0,22,4150
98385,0,0,0,0,35,4152
98386,0,60,0,0,1,3385
98387,0,0,0,0,5,3741
98388,0,0,0,20,20,3409
98390,0,0,0,0,1,4700
98391,0,0,0,0,9,3322
98392,0,0,0,0,30,4221
98393,0,0,0,0,14,3477
98396,0,0,0,0,1,4680
98397,0,0,0,0,1,3026
98398,0,0,0,0,54,14537
98399,0,0,0,0,1,14539
98400,0,39,0,34,34,3627
98401,0,0,0,20,20,3698
98402,0,0,0,0,40,2882
98407,0,0,0,0,29,3424
98408,0,0,0,0,34,3637
98409,0,0,0,0,14,3391
98410,0,0,0,0,65,4577
98411,0,45,0,0,37,3054
98414,0,1,0,0,1,9268
98415,0,9,0,0,1,3219
98416,0,0,0,20,20,3561
98417,0,0,0,0,1,4681
98418,0,0,0,0,1,4683
98419,0,0,0,0,1,4684
98420,0,0,0,0,14,3417
98421,0,0,0,0,20,3418
98422,0,0,0,0,8,3151
98423,0,0,0,0,1,14533
98424,0,0,0,0,11,3157
98425,0,0,0,0,75,4546
98426,0,0,0,0,14,3485
98427,0,0,0,10,10,3606
98428,0,0,0,0,45,3607
98429,0,0,0,0,18,3393
98430,0,0,0,0,18,3394
98431,0,0,0,0,1,4153
98432,0,40,0,0,13,4154
98433,0,60,0,0,1,3247
98434,0,0,0,0,9,3248
98435,0,0,0,0,12,3252
98436,0,0,0,0,45,3617
98437,0,0,0,0,45,3618
98438,0,48,0,0,13,4147
98439,0,70,0,0,22,4148
98440,0,0,0,0,22,4159
98441,0,0,0,36,36,3662
98442,0,0,0,0,6,3242
98443,0,0,0,0,21,3159
98444,0,0,0,0,27,3160
98445,0,0,0,0,33,3651
98446,0,0,0,0,25,4160
98448,0,0,0,0,1,3616
98449,0,43,0,38,38,3472
98451,0,0,0,0,22,4209
98452,0,0,0,0,24,3667
98454,0,0,0,0,36,3827
98455,0,0,0,0,27,3611
98456,0,0,0,0,36,3612
98457,0,0,0,0,56,3666
98458,0,48,0,0,7,3149
98459,0,0,0,28,28,9492
98460,0,0,0,0,23,3609
98461,0,0,0,0,1,26027
98462,0,0,0,0,36,3621
98463,0,70,0,0,36,4238
98464,0,46,0,0,1,3604
98465,0,0,0,0,32,3657
98466,0,0,0,0,32,3658
98467,0,70,0,0,15,3427
98468,0,0,0,0,25,3428
98469,0,0,0,0,17,3204
98470,0,50,0,0,50,3205
98471,0,50,0,0,50,3206
98472,0,50,0,0,50,3207
98473,0,0,0,0,1,4702
98474,0,0,0,0,22,4164
98475,0,0,0,0,26,3443
98476,0,0,0,0,16,3446
98477,0,0,0,0,18,3605
98478,0,0,0,0,45,3644
98479,0,0,0,0,1,3648
98480,0,0,0,0,28,3429
98481,0,0,0,0,35,28760
98482,0,0,0,0,16,3166
98483,0,0,0,0,40,4240
98484,0,0,0,0,40,4241
98485,0,0,0,0,1,4701
98486,0,0,0,0,30,3442
98487,0,0,0,0,32,3652
98488,0,0,0,0,1,4697
98489,0,0,0,0,1,3287
98490,0,0,0,0,21,3288
98491,0,0,0,20,20,3562
98492,0,0,0,20,20,3563
98493,0,0,0,10,10,3599
98494,0,0,0,6,6,3600
98497,0,0,0,0,31,3527
98498,0,5,0,1,1,3110
98499,0,0,0,20,20,3111
98500,0,0,0,0,30,3510
98501,0,0,0,0,30,3512
98502,0,0,0,0,0,28770
98505,0,0,0,0,21,3167
98506,0,0,0,0,5,3112
98507,0,0,0,0,0,3169
98508,0,0,0,0,50,3674
98509,0,0,0,0,5,3113
98510,0,0,0,0,5,3114
98511,0,0,0,0,1,3148
98512,0,0,0,0,1,26035
98513,0,0,0,0,27,3168
98514,0,0,0,0,40,3332
98515,0,0,0,0,27,3542
98516,0,0,0,0,9,3235
98517,0,0,0,0,38,3013
98518,0,0,0,0,38,3015
98519,0,0,0,0,30,3509
98520,0,0,0,0,20,3419
98521,0,0,0,0,20,3420
98522,0,0,0,0,50,3421
98523,0,0,0,0,1,4699
98524,0,0,0,0,18,3258
98526,0,1,0,0,1,3721
98527,0,0,0,0,35,3722
98528,0,0,0,0,34,3639
98529,0,0,0,0,35,3547
98533,0,0,0,0,26,3574
98534,0,0,0,0,30,3260
98535,0,0,0,0,33,3671
98538,0,0,0,0,5,3234
98539,0,0,0,30,30,2458
98541,0,0,0,0,18,3261
98542,0,0,0,0,10,3264
98543,0,0,0,0,14,8876
98544,0,0,0,0,22,3439
98545,0,0,0,0,33,3680
98546,0,0,0,0,60,28758
98547,0,42,0,32,32,9490
98548,0,0,0,0,24,3405
98549,0,0,0,0,1,2980
98550,0,0,0,30,30,3565
98551,0,0,0,38,38,3552
98553,0,0,0,30,30,3566
98554,0,0,0,20,20,3567
98556,0,0,0,0,22,3436
98557,0,0,0,0,31,3499
98558,0,0,0,0,19,3136
98559,0,0,0,0,26,3137
98560,0,0,0,0,15,3584
98565,0,0,0,28,28,3661
98566,0,0,0,0,9,3132
98567,0,0,0,0,26,3133
98568,0,0,0,0,3,3232
98569,0,0,0,0,1,3233
98571,0,0,0,0,31,3537
98572,0,22,0,18,18,3140
98576,0,17,0,0,12,2606
98580,0,0,0,0,24,3416
98581,0,50,0,0,50,3120
98582,0,7,0,0,1,3121
98585,0,0,0,0,20,3551
98586,0,43,0,0,0,3268
98587,0,0,0,0,13,3269
98588,0,0,0,0,13,3271
98589,0,0,0,0,25,3587
98590,0,0,0,0,6,3589
98591,0,0,0,0,1,3329
98592,0,0,0,0,25,3586
98593,0,0,0,0,36,4114
98594,0,0,0,0,28,4115
98595,0,0,0,0,32,4137
98596,0,0,0,0,1,4652
98597,0,0,0,0,1,4883
98598,0,0,0,0,1,4884
98599,0,0,0,0,1,4722
98600,0,0,0,0,1,4667
98601,0,13,0,8,8,5186
98603,0,0,0,0,35,4560
98604,0,0,0,0,1,4885
98605,0,0,0,0,5,5401
98606,0,0,0,0,40,4285
98607,0,70,0,0,36,4286
98608,0,0,0,0,30,4199
98609,0,0,0,0,40,4139
98610,0,0,0,0,40,4140
98611,0,0,0,0,45,4141
98612,0,0,0,0,13,4142
98613,0,70,0,0,13,4143
98614,0,0,0,0,1,4647
98615,0,0,0,0,75,4578
98616,0,0,0,0,5,4579
98617,0,0,0,0,1,4649
98618,0,0,0,0,1,4650
98619,0,0,0,0,1,4651
98620,0,0,0,0,35,5134
98621,0,0,0,0,37,4318
98622,0,0,0,0,5,5514
98623,0,0,0,0,1,4648
98624,0,0,0,0,40,4283
98625,0,0,0,0,15,4580
98626,0,0,0,0,5,4547
98627,0,0,0,0,20,4529
98628,0,0,0,0,15,4101
98629,0,48,0,0,13,4102
98630,0,0,0,0,36,4279
98631,0,0,0,0,36,4280
98632,0,0,0,0,25,4581
98633,0,0,0,0,1,5137
98634,0,0,0,0,36,4281
98635,0,0,0,0,40,4282
98636,0,0,0,0,75,4564
98637,0,0,0,0,15,4565
98638,0,0,0,0,22,4167
98639,0,0,0,20,20,3408
98640,0,0,0,24,24,5308
98641,0,0,0,0,13,4805
98642,0,0,0,0,45,4506
