ID,RankIndex,SpellID,ItemBonusListID,AuraPointsOverride,ArtifactPowerID
2513,0,189754,0,-2,134
2516,0,189749,0,10,135
2519,0,189744,0,3,136
2522,0,186396,0,1000,137
2525,0,186393,0,0,138
2526,0,186372,0,0,139
2527,0,186320,0,1,140
2530,0,220143,0,0,149
2531,0,191760,0,0,150
2532,0,191741,0,0,151
2533,0,191747,0,0,152
2534,0,191637,0,0,153
2535,0,191731,0,0,154
2536,0,191419,0,7,156
2539,0,191442,0,7,157
2542,0,191485,0,7,158
2545,0,191565,0,8,262
2548,0,191721,0,0,263
2549,0,191592,0,0,264
2550,1,191593,0,0,264
2551,2,191594,0,0,264
2552,0,191494,0,3,265
2555,0,191488,0,10,266
2558,0,191584,0,-5,267
2561,0,192450,0,2,272
2564,0,192453,0,1,273
2567,0,192447,0,1,274
2570,0,192457,0,3,275
2573,0,192460,0,4,276
2576,0,192542,0,0,277
2577,1,192543,0,0,277
2578,2,192544,0,0,277
2579,0,192464,0,4,278
2582,0,192514,0,2000,279
2585,0,192538,0,8,280
2588,0,192557,0,0,281
2589,0,192548,0,0,282
2590,0,192570,0,0,283
2591,0,192558,0,0,284
2592,0,192567,0,0,285
2593,0,193213,0,0,286
2594,0,224968,0,0,290
2595,0,205495,0,0,291
2596,0,191602,0,0,292
2597,0,191647,0,0,293
2599,0,191717,0,0,295
2600,0,191861,0,0,296
2601,0,192630,0,0,297
2602,0,191493,0,1,298
2605,0,191499,0,5,299
2608,0,191504,0,3,300
2611,0,191740,0,8,301
2614,0,191569,0,15,302
2617,0,191572,0,4,303
2620,0,191577,0,5,304
2623,0,191582,0,1,305
2626,0,191598,0,4,306
2629,0,204147,0,0,307
2630,0,204219,0,0,308
2631,0,191328,0,0,309
2632,0,191339,0,0,310
2633,0,191048,0,0,311
2634,0,190449,0,3,312
2637,0,190457,0,3,313
2640,0,190462,0,-10000,314
2643,0,190467,0,3,315
2646,0,190503,0,3,316
2649,0,190514,0,-3,317
2652,0,190520,0,3,318
2655,0,190529,0,2,319
2658,0,190567,0,-5,320
2661,0,190852,0,0,321
2662,0,204089,0,0,322
2663,0,192310,0,3,323
2666,0,192315,0,3,324
2669,0,192318,0,5,325
2672,0,192323,0,-3000,326
2675,0,192326,0,4,327
2678,0,192329,0,3,328
2681,0,192345,0,-3000,329
2684,0,192349,0,-10000,330
2687,0,192376,0,3,331
2690,0,192384,0,0,332
2691,0,192422,0,0,333
2692,0,192424,0,0,334
2693,0,192428,0,0,335
2694,0,192657,0,0,337
2695,0,192759,0,0,346
2696,0,192923,0,0,347
2697,0,185086,0,0,350
2698,0,182234,0,0,351
2699,0,193058,0,0,352
2700,0,179546,0,0,353
2725,1,166734,0,0,5
2726,2,166735,0,0,5
2727,0,194224,0,-3,749
3160,0,194466,0,0,748
3161,0,194234,0,8,750
3162,0,194239,0,2,751
3163,0,194312,0,1,752
3165,0,194313,0,3,754
3166,0,194314,0,4,755
3167,0,194318,0,0.8333,756
3168,0,194315,0,-5,757
3169,0,215796,0,0,759
3170,0,227481,0,0,760
3171,0,194431,0,0,761
3172,0,194331,0,0,763
3173,0,205065,0,0,764
3174,0,194024,0,0,765
3175,0,194026,0,0,766
3176,0,194093,0,15,767
3177,0,193371,0,0,768
3178,0,194179,0,0,769
3179,0,194378,0,0,770
3180,0,193642,0,-10000,771
3181,0,193643,0,5,772
3182,0,193644,0,6,773
3183,0,193645,0,3,774
3184,0,193647,0,10,775
3185,0,194002,0,1,776
3186,0,194007,0,5,777
3187,0,194016,0,5,778
3188,0,194018,0,0,779
3194,1,193642,0,-20000,771
3195,2,193642,0,-30000,771
3196,3,193642,0,-40000,771
3197,4,193642,0,-50000,771
3198,5,193642,0,-60000,771
3199,1,186941,0,16,41
3200,2,186941,0,24,41
3201,3,186941,0,32,41
3202,4,186941,0,40,41
3203,5,186941,0,48,41
3204,1,184759,0,12,42
3205,2,184759,0,18,42
3206,3,184759,0,24,42
3207,4,184759,0,30,42
3208,5,184759,0,36,42
3209,1,184843,0,8,43
3210,2,184843,0,12,43
3211,3,184843,0,16,43
3212,4,184843,0,20,43
3213,5,184843,0,24,43
3214,1,186934,0,30,44
3215,2,186934,0,45,44
3216,3,186934,0,60,44
3217,4,186934,0,75,44
3218,5,186934,0,90,44
3219,1,184778,0,-20000,47
3220,2,184778,0,-30000,47
3221,3,184778,0,-40000,47
3222,4,184778,0,-50000,47
3223,5,184778,0,-60000,47
3224,1,186927,0,16,50
3225,2,186927,0,24,50
3226,3,186927,0,32,50
3227,4,186927,0,40,50
3228,5,186927,0,48,50
3229,1,185368,0,4,51
3230,2,185368,0,6,51
3231,3,185368,0,8,51
3232,4,185368,0,10,51
3233,5,185368,0,12,51
3234,1,186944,0,-20,52
3235,2,186944,0,-30,52
3236,3,186944,0,-40,52
3237,4,186944,0,-50,52
3238,5,186944,0,-60,52
3239,1,186945,0,4000,53
3240,2,186945,0,6000,53
3241,3,186945,0,8000,53
3242,4,186945,0,10000,53
3243,5,186945,0,12000,53
3251,1,193643,0,10,772
3252,2,193643,0,15,772
3253,3,193643,0,20,772
3254,4,193643,0,25,772
3255,5,193643,0,30,772
3256,1,193644,0,12,773
3257,2,193644,0,18,773
3258,3,193644,0,24,773
3259,4,193644,0,30,773
3260,5,193644,0,36,773
3261,1,193645,0,6,774
3262,2,193645,0,10,774
3263,3,193645,0,13,774
3264,4,193645,0,16,774
3265,5,193645,0,20,774
3271,1,194002,0,2,776
3272,2,194002,0,3,776
3273,3,194002,0,4,776
3274,4,194002,0,5,776
3275,5,194002,0,6,776
3276,1,194007,0,10,777
3277,2,194007,0,15,777
3278,3,194007,0,20,777
3279,4,194007,0,25,777
3280,5,194007,0,30,777
3281,1,194016,0,10,778
3282,2,194016,0,15,778
3283,3,194016,0,20,778
3284,4,194016,0,25,778
3285,5,194016,0,30,778
3286,1,194093,0,30,767
3287,2,194093,0,45,767
3288,3,194093,0,60,767
3289,4,194093,0,75,767
3290,5,194093,0,90,767
3291,1,192310,0,6,323
3292,2,192310,0,10,323
3293,3,192310,0,13,323
3294,4,192310,0,16,323
3295,5,192310,0,20,323
3296,1,192315,0,6,324
3297,2,192315,0,10,324
3298,3,192315,0,13,324
3299,4,192315,0,16,324
3300,5,192315,0,20,324
3301,1,192318,0,10,325
3302,2,192318,0,15,325
3303,3,192318,0,20,325
3304,4,192318,0,25,325
3305,5,192318,0,30,325
3306,1,192323,0,-6000,326
3307,2,192323,0,-10000,326
3308,3,192323,0,-13000,326
3309,4,192323,0,-16000,326
3310,5,192323,0,-20000,326
3311,1,192326,0,8,327
3312,2,192326,0,12,327
3313,3,192326,0,16,327
3314,4,192326,0,20,327
3315,5,192326,0,24,327
3316,1,192329,0,6,328
3317,2,192329,0,10,328
3318,3,192329,0,13,328
3319,4,192329,0,16,328
3320,5,192329,0,20,328
3321,1,192345,0,-6000,329
3322,2,192345,0,-10000,329
3323,3,192345,0,-13000,329
3324,4,192345,0,-16000,329
3325,5,192345,0,-20000,329
3326,1,192349,0,-20000,330
3327,2,192349,0,-30000,330
3328,3,192349,0,-38000,330
3329,4,192349,0,-44000,330
3330,5,192349,0,-48000,330
3331,1,192376,0,6,331
3332,2,192376,0,9,331
3333,3,192376,0,12,331
3334,4,192376,0,15,331
3335,5,192376,0,18,331
3336,1,190449,0,6,312
3337,2,190449,0,10,312
3338,3,190449,0,13,312
3339,4,190449,0,16,312
3340,5,190449,0,20,312
3341,1,190457,0,6,313
3342,2,190457,0,10,313
3343,3,190457,0,13,313
3344,4,190457,0,16,313
3345,5,190457,0,20,313
3346,1,190462,0,-20000,314
3347,2,190462,0,-30000,314
3348,3,190462,0,-38000,314
3349,4,190462,0,-45000,314
3350,5,190462,0,-52000,314
3351,1,190467,0,6,315
3352,2,190467,0,10,315
3353,3,190467,0,13,315
3354,4,190467,0,16,315
3355,5,190467,0,20,315
3356,1,190503,0,6,316
3357,2,190503,0,10,316
3358,3,190503,0,13,316
3359,4,190503,0,16,316
3360,5,190503,0,20,316
3361,1,190514,0,-6,317
3362,2,190514,0,-10,317
3363,3,190514,0,-13,317
3364,4,190514,0,-16,317
3365,5,190514,0,-20,317
3366,1,190520,0,6,318
3367,2,190520,0,10,318
3368,3,190520,0,13,318
3369,4,190520,0,16,318
3370,5,190520,0,20,318
3371,1,190529,0,4,319
3372,2,190529,0,6,319
3373,3,190529,0,8,319
3374,4,190529,0,10,319
3375,5,190529,0,12,319
3376,1,190567,0,-10,320
3377,2,190567,0,-15,320
3378,3,190567,0,-20,320
3379,4,190567,0,-25,320
3380,5,190567,0,-30,320
3381,1,191493,0,2,298
3382,2,191493,0,3,298
3383,3,191493,0,4,298
3384,4,191493,0,5,298
3385,5,191493,0,6,298
3386,1,191499,0,10,299
3387,2,191499,0,15,299
3388,3,191499,0,20,299
3389,4,191499,0,25,299
3390,5,191499,0,30,299
3391,1,191504,0,6,300
3392,2,191504,0,9,300
3393,3,191504,0,12,300
3394,4,191504,0,15,300
3395,5,191504,0,18,300
3401,1,191569,0,30,302
3402,2,191569,0,45,302
3403,3,191569,0,60,302
3404,4,191569,0,75,302
3405,5,191569,0,90,302
3406,1,191572,0,8,303
3407,2,191572,0,12,303
3408,3,191572,0,16,303
3409,4,191572,0,20,303
3410,5,191572,0,24,303
3411,1,191577,0,10,304
3412,2,191577,0,15,304
3413,3,191577,0,20,304
3414,4,191577,0,25,304
3415,5,191577,0,30,304
3419,1,191598,0,8,306
3420,2,191598,0,12,306
3421,3,191598,0,16,306
3422,4,191598,0,20,306
3423,5,191598,0,24,306
3424,1,189772,0,4,130
3425,2,189772,0,6,130
3426,3,189772,0,8,130
3427,4,189772,0,10,130
3428,5,189772,0,12,130
3429,1,189768,0,16,131
3430,2,189768,0,24,131
3431,3,189768,0,32,131
3432,4,189768,0,40,131
3433,5,189768,0,48,131
3434,1,189760,0,10,132
3435,2,189760,0,15,132
3436,3,189760,0,20,132
3437,4,189760,0,25,132
3438,5,189760,0,30,132
3439,1,189757,0,-4,133
3440,2,189757,0,-6,133
3441,3,189757,0,-8,133
3442,4,189757,0,-10,133
3443,5,189757,0,-12,133
3444,1,189754,0,-4,134
3445,2,189754,0,-6,134
3446,3,189754,0,-8,134
3447,4,189754,0,-10,134
3448,5,189754,0,-12,134
3449,1,189749,0,20,135
3450,2,189749,0,30,135
3451,3,189749,0,40,135
3452,4,189749,0,50,135
3453,5,189749,0,60,135
3454,1,189744,0,6,136
3455,2,189744,0,10,136
3456,3,189744,0,13,136
3457,4,189744,0,16,136
3458,5,189744,0,20,136
3459,1,186396,0,2000,137
3460,2,186396,0,3000,137
3461,3,186396,0,4000,137
3462,4,186396,0,5000,137
3463,5,186396,0,6000,137
3464,1,186320,0,2,140
3465,2,186320,0,3,140
3466,3,186320,0,4,140
3467,4,186320,0,5,140
3468,5,186320,0,6,140
3469,1,188635,0,4,95
3470,2,188635,0,6,95
3471,3,188635,0,8,95
3472,4,188635,0,10,95
3473,5,188635,0,12,95
3479,1,188683,0,20,98
3480,2,188683,0,30,98
3481,3,188683,0,40,98
3482,4,188683,0,50,98
3483,5,188683,0,60,98
3499,1,188639,0,10,102
3500,2,188639,0,15,102
3501,3,188639,0,20,102
3502,4,188639,0,25,102
3503,5,188639,0,30,102
3504,1,188632,0,2,105
3505,2,188632,0,3,105
3506,3,188632,0,4,105
3507,4,188632,0,5,105
3508,5,188632,0,6,105
3509,1,188644,0,20,106
3510,2,188644,0,30,106
3511,3,188644,0,40,106
3512,4,188644,0,50,106
3513,5,188644,0,60,106
3514,1,187304,0,6,72
3515,2,187304,0,10,72
3516,3,187304,0,13,72
3517,4,187304,0,16,72
3518,5,187304,0,20,72
3519,1,187258,0,4,74
3520,2,187258,0,6,74
3521,3,187258,0,8,74
3522,4,187258,0,10,74
3523,5,187258,0,12,74
3524,1,187321,0,2,75
3525,2,187321,0,3,75
3526,3,187321,0,4,75
3527,4,187321,0,5,75
3528,5,187321,0,6,75
3534,1,187313,0,6,77
3535,2,187313,0,10,77
3536,3,187313,0,13,77
3537,4,187313,0,16,77
3538,5,187313,0,20,77
3544,1,187287,0,4,79
3545,2,187287,0,6,79
3546,3,187287,0,8,79
3547,4,187287,0,10,79
3548,5,187287,0,12,79
3554,1,187276,0,2,81
3555,2,187276,0,3,81
3556,3,187276,0,4,81
3557,4,187276,0,5,81
3558,5,187276,0,6,81
3559,1,187264,0,2000,82
3560,2,187264,0,3000,82
3561,3,187264,0,4000,82
3562,4,187264,0,5000,82
3563,5,187264,0,6000,82
3564,1,187301,0,2,83
3565,2,187301,0,3,83
3566,3,187301,0,4,83
3567,4,187301,0,5,83
3568,5,187301,0,6,83
3595,1,189080,0,2,108
3596,2,189080,0,3,108
3597,3,189080,0,4,108
3598,4,189080,0,5,108
3599,5,189080,0,6,108
3600,1,189086,0,12,109
3601,2,189086,0,18,109
3602,3,189086,0,24,109
3603,4,189086,0,30,109
3604,5,189086,0,36,109
3605,1,189092,0,20,110
3606,2,189092,0,30,110
3607,3,189092,0,40,110
3608,4,189092,0,50,110
3609,5,189092,0,60,110
3610,1,189097,0,60,111
3611,2,189097,0,90,111
3612,3,189097,0,120,111
3613,4,189097,0,150,111
3614,5,189097,0,180,111
3620,1,189144,0,24,113
3621,2,189144,0,36,113
3622,3,189144,0,48,113
3623,4,189144,0,60,113
3624,5,189144,0,72,113
3625,1,189147,0,30,114
3626,2,189147,0,45,114
3627,3,189147,0,60,114
3628,4,189147,0,75,114
3629,5,189147,0,90,114
3630,1,189154,0,200,115
3631,2,189154,0,300,115
3632,3,189154,0,400,115
3633,4,189154,0,500,115
3634,5,189154,0,600,115
3635,1,189164,0,10,117
3636,2,189164,0,15,117
3637,3,189164,0,20,117
3638,4,189164,0,25,117
3639,5,189164,0,30,117
3645,1,191419,0,14,156
3646,2,191419,0,21,156
3647,3,191419,0,28,156
3648,4,191419,0,35,156
3649,5,191419,0,42,156
3650,1,191442,0,14,157
3651,2,191442,0,21,157
3652,3,191442,0,28,157
3653,4,191442,0,35,157
3654,5,191442,0,42,157
3655,1,191485,0,14,158
3656,2,191485,0,21,158
3657,3,191485,0,28,158
3658,4,191485,0,35,158
3659,5,191485,0,42,158
3660,1,191488,0,20,266
3661,2,191488,0,30,266
3662,3,191488,0,40,266
3663,4,191488,0,50,266
3664,5,191488,0,60,266
3665,1,191494,0,6,265
3666,2,191494,0,10,265
3667,3,191494,0,13,265
3668,4,191494,0,16,265
3669,5,191494,0,20,265
3670,1,191565,0,16,262
3671,2,191565,0,24,262
3672,3,191565,0,32,262
3673,4,191565,0,40,262
3674,5,191565,0,48,262
3675,1,191584,0,-10,267
3676,2,191584,0,-15,267
3677,3,191584,0,-20,267
3678,4,191584,0,-25,267
3679,5,191584,0,-30,267
3680,1,192447,0,2,274
3681,2,192447,0,3,274
3682,3,192447,0,4,274
3683,4,192447,0,5,274
3684,5,192447,0,6,274
3685,1,192450,0,4,272
3686,2,192450,0,6,272
3687,3,192450,0,8,272
3688,4,192450,0,10,272
3689,5,192450,0,12,272
3690,1,192453,0,2,273
3691,2,192453,0,3,273
3692,3,192453,0,4,273
3693,4,192453,0,5,273
3694,5,192453,0,6,273
3695,1,192457,0,6,275
3696,2,192457,0,9,275
3697,3,192457,0,12,275
3698,4,192457,0,15,275
3699,5,192457,0,18,275
3700,1,192460,0,8,276
3701,2,192460,0,12,276
3702,3,192460,0,16,276
3703,4,192460,0,20,276
3704,5,192460,0,24,276
3705,1,192464,0,8,278
3706,2,192464,0,12,278
3707,3,192464,0,16,278
3708,4,192464,0,20,278
3709,5,192464,0,24,278
3710,1,192514,0,4000,279
3711,2,192514,0,6000,279
3712,3,192514,0,8000,279
3713,4,192514,0,10000,279
3714,5,192514,0,12000,279
3715,1,192538,0,16,280
3716,2,192538,0,24,280
3717,3,192538,0,32,280
3718,4,192538,0,40,280
3719,5,192538,0,48,280
3720,1,194224,0,-6,749
3721,2,194224,0,-9,749
3722,3,194224,0,-12,749
3723,4,194224,0,-15,749
3724,5,194224,0,-18,749
3725,1,194234,0,16,750
3726,2,194234,0,24,750
3727,3,194234,0,32,750
3728,4,194234,0,40,750
3729,5,194234,0,48,750
3730,1,194239,0,4,751
3731,2,194239,0,6,751
3732,3,194239,0,8,751
3733,4,194239,0,10,751
3734,5,194239,0,12,751
3735,1,194312,0,2,752
3736,2,194312,0,3,752
3737,3,194312,0,4,752
3738,4,194312,0,5,752
3739,5,194312,0,6,752
3745,1,194313,0,6,754
3746,2,194313,0,9,754
3747,3,194313,0,12,754
3748,4,194313,0,15,754
3749,5,194313,0,18,754
3750,1,194314,0,8,755
3751,2,194314,0,12,755
3752,3,194314,0,16,755
3753,4,194314,0,20,755
3754,5,194314,0,24,755
3755,1,194315,0,-10,757
3756,2,194315,0,-15,757
3757,3,194315,0,-20,757
3758,4,194315,0,-25,757
3759,5,194315,0,-30,757
3760,1,194318,0,1.666,756
3761,2,194318,0,2.5,756
3762,3,194318,0,3.333,756
3763,4,194318,0,4.1666,756
3764,5,194318,0,5,756
3765,0,195243,0,10,800
3766,1,195243,0,20,800
3767,2,195243,0,30,800
3768,3,195243,0,40,800
3769,4,195243,0,50,800
3770,5,195243,0,60,800
3771,0,195244,0,3,801
3772,1,195244,0,6,801
3773,2,195244,0,10,801
3774,3,195244,0,13,801
3775,4,195244,0,16,801
3776,5,195244,0,20,801
3777,0,214634,0,0,783
3782,0,195315,0,3,784
3783,1,195315,0,6,784
3784,2,195315,0,10,784
3785,3,195315,0,13,784
3786,4,195315,0,16,784
3787,5,195315,0,20,784
3788,0,195317,0,5,785
3789,1,195317,0,10,785
3790,2,195317,0,15,785
3791,3,195317,0,20,785
3792,4,195317,0,25,785
3793,5,195317,0,30,785
3794,0,195322,0,8,786
3795,1,195322,0,16,786
3796,2,195322,0,24,786
3797,3,195322,0,32,786
3798,4,195322,0,40,786
3799,5,195322,0,48,786
3800,0,195323,0,30,787
3801,1,195323,0,60,787
3802,2,195323,0,90,787
3803,3,195323,0,120,787
3804,4,195323,0,150,787
3805,5,195323,0,180,787
3806,0,195345,0,-500,788
3807,1,195345,0,-1000,788
3808,2,195345,0,-1500,788
3809,3,195345,0,-2000,788
3810,4,195345,0,-2500,788
3811,5,195345,0,-3000,788
3812,0,195351,0,2,789
3813,1,195351,0,4,789
3814,2,195351,0,6,789
3815,3,195351,0,8,789
3816,4,195351,0,10,789
3817,5,195351,0,12,789
3818,0,195352,0,5,790
3819,1,195352,0,10,790
3820,2,195352,0,15,790
3821,3,195352,0,20,790
3822,4,195352,0,25,790
3823,5,195352,0,30,790
3824,0,195354,0,20,791
3825,1,195354,0,40,791
3826,2,195354,0,60,791
3827,3,195354,0,80,791
3828,4,195354,0,100,791
3829,5,195354,0,120,791
3830,0,214626,0,-2,792
3831,1,214626,0,-4,792
3832,2,214626,0,-6,792
3833,3,214626,0,-8,792
3834,4,214626,0,-10,792
3835,5,214626,0,-12,792
3836,0,195419,0,0,793
3837,0,220817,0,0,795
3838,0,195448,0,0,798
3858,0,195263,0,5,820
3859,1,195263,0,10,820
3860,2,195263,0,15,820
3861,3,195263,0,20,820
3862,4,195263,0,25,820
3863,5,195263,0,30,820
3864,0,218607,0,10,821
3870,0,195266,0,10,822
3871,1,195266,0,20,822
3872,2,195266,0,30,822
3873,3,195266,0,40,822
3880,0,195269,0,3,824
3881,1,195269,0,6,824
3882,2,195269,0,10,824
3883,3,195269,0,13,824
3884,4,195269,0,16,824
3885,5,195269,0,20,824
3886,0,195291,0,5,825
3887,1,195291,0,10,825
3888,2,195291,0,15,825
3889,0,195295,0,0,826
3890,0,195298,0,0,827
3891,0,195300,0,0,828
3892,0,195380,0,10,829
3893,1,195380,0,15,829
3894,2,195380,0,20,829
3895,3,195380,0,25,829
3896,4,195380,0,30,829
3897,5,195380,0,35,829
3898,0,195399,0,0,830
3899,0,205320,0,0,831
3900,0,195650,0,0,832
3901,0,196082,0,0,833
3903,0,196586,0,0,803
3904,0,196211,0,3,804
3905,1,196211,0,6,804
3906,2,196211,0,9,804
3907,3,196211,0,12,804
3908,4,196211,0,15,804
3909,5,196211,0,18,804
3910,0,196217,0,5,805
3911,1,196217,0,10,805
3912,2,196217,0,15,805
3913,3,196217,0,20,805
3914,4,196217,0,25,805
3915,5,196217,0,30,805
3916,0,196222,0,-2,806
3917,1,196222,0,-4,806
3918,2,196222,0,-6,806
3919,3,196222,0,-8,806
3920,4,196222,0,-10,806
3921,5,196222,0,-12,806
3922,0,196227,0,6,807
3923,1,196227,0,12,807
3924,2,196227,0,18,807
3925,3,196227,0,24,807
3926,4,196227,0,30,807
3927,5,196227,0,36,807
3928,0,196236,0,3,808
3929,1,196236,0,6,808
3930,2,196236,0,9,808
3931,3,196236,0,12,808
3932,4,196236,0,15,808
3933,5,196236,0,18,808
3934,0,196258,0,5,810
3935,1,196258,0,10,810
3936,2,196258,0,15,810
3937,3,196258,0,20,810
3938,4,196258,0,25,810
3939,5,196258,0,30,810
3942,0,196301,0,15,811
3943,1,196301,0,30,811
3944,2,196301,0,45,811
3945,3,196301,0,60,811
3946,4,196301,0,75,811
3947,5,196301,0,90,811
3948,0,196305,0,-3,812
3949,1,196305,0,-6,812
3950,2,196305,0,-9,812
3951,3,196305,0,-12,812
3952,4,196305,0,-15,812
3953,5,196305,0,-18,812
3955,0,196432,0,8,809
3956,1,196432,0,16,809
3957,2,196432,0,24,809
3958,3,196432,0,32,809
3959,4,196432,0,40,809
3960,5,196432,0,48,809
3961,0,219415,0,0,816
3964,0,219195,0,0,817
3965,0,224103,0,0,818
3966,0,196675,0,0,813
3967,0,196684,0,0,834
3968,0,196492,0,0,835
3969,0,208065,0,0,836
3970,0,196578,0,0,837
3971,0,196489,0,6,838
3972,0,196437,0,0,839
3973,0,196779,0,0,840
3974,0,196355,0,5,841
3975,1,196355,0,10,841
3976,2,196355,0,15,841
3977,3,196355,0,20,841
3978,4,196355,0,25,841
3979,5,196355,0,30,841
3980,0,196358,0,6,842
3981,1,196358,0,12,842
3982,2,196358,0,18,842
3983,3,196358,0,24,842
3984,4,196358,0,30,842
3985,5,196358,0,36,842
3986,0,196416,0,5,843
3987,1,196416,0,10,843
3988,2,196416,0,15,843
3989,3,196416,0,20,843
3990,4,196416,0,25,843
3991,5,196416,0,30,843
3992,0,196418,0,3,844
3993,1,196418,0,6,844
3994,2,196418,0,9,844
3995,3,196418,0,12,844
3996,4,196418,0,15,844
3997,5,196418,0,18,844
3998,0,196419,0,0,845
4004,0,196422,0,5,846
4005,1,196422,0,10,846
4006,2,196422,0,15,846
4007,3,196422,0,20,846
4008,4,196422,0,25,846
4009,5,196422,0,30,846
4010,0,196429,0,-3000,847
4011,1,196429,0,-6000,847
4012,2,196429,0,-10000,847
4013,3,196429,0,-13000,847
4014,4,196429,0,-16000,847
4015,5,196429,0,-20000,847
4016,0,196430,0,3,848
4017,1,196430,0,6,848
4018,2,196430,0,10,848
4019,3,196430,0,13,848
4020,4,196430,0,16,848
4021,5,196430,0,20,848
4022,0,196434,0,4,849
4023,1,196434,0,8,849
4024,2,196434,0,12,849
4025,3,196434,0,16,849
4026,4,196434,0,20,849
4027,5,196434,0,24,849
4029,0,205223,0,0,289
4030,0,209782,0,0,851
4031,0,197231,0,5,852
4032,0,197233,0,5,853
4033,0,197234,0,5,854
4034,0,197235,0,5,855
4035,0,197369,0,5,856
4036,0,197386,0,3000,857
4037,0,197239,0,2,858
4038,0,197241,0,0,859
4039,0,197244,0,3,860
4040,0,197610,0,0,861
4041,0,197256,0,0,862
4042,0,197604,0,0,863
4043,0,209835,0,0,864
4044,0,209781,0,0,865
4045,0,197406,0,0,866
4046,1,197231,0,10,852
4047,2,197231,0,15,852
4048,3,197231,0,20,852
4049,4,197231,0,25,852
4050,5,197231,0,30,852
4051,1,197233,0,10,853
4052,2,197233,0,15,853
4053,3,197233,0,20,853
4054,4,197233,0,25,853
4055,5,197233,0,30,853
4056,1,197234,0,10,854
4057,2,197234,0,15,854
4058,3,197234,0,20,854
4059,4,197234,0,25,854
4060,5,197234,0,30,854
4061,1,197235,0,10,855
4062,2,197235,0,15,855
4063,3,197235,0,20,855
4064,4,197235,0,25,855
4065,5,197235,0,30,855
4066,1,197239,0,4,858
4067,2,197239,0,6,858
4068,3,197239,0,8,858
4069,4,197239,0,10,858
4070,5,197239,0,12,858
4071,1,210144,0,0,859
4072,2,210145,0,0,859
4073,3,210146,0,0,859
4074,4,210147,0,0,859
4075,5,210148,0,0,859
4076,1,197244,0,6,860
4077,2,197244,0,10,860
4078,3,197244,0,13,860
4079,4,197244,0,16,860
4080,5,197244,0,20,860
4087,0,197038,0,1000,868
4088,1,197038,0,2000,868
4089,2,197038,0,3000,868
4090,3,197038,0,4000,868
4091,4,197038,0,5000,868
4092,5,197038,0,6000,868
4093,0,197047,0,10,869
4094,1,197047,0,20,869
4095,2,197047,0,30,869
4096,3,197047,0,40,869
4097,4,197047,0,50,869
4098,5,197047,0,60,869
4099,0,197080,0,3,870
4100,1,197080,0,6,870
4101,2,197080,0,9,870
4102,3,197080,0,12,870
4103,4,197080,0,15,870
4104,5,197080,0,18,870
4105,0,197138,0,2,871
4106,1,197138,0,4,871
4107,2,197138,0,6,871
4108,3,197138,0,8,871
4109,4,197138,0,10,871
4110,5,197138,0,12,871
4111,0,197139,0,5,872
4112,1,197139,0,10,872
4113,2,197139,0,15,872
4114,3,197139,0,20,872
4115,4,197139,0,25,872
4116,5,197139,0,30,872
4117,0,197140,0,3,873
4118,1,197140,0,6,873
4119,2,197140,0,10,873
