ID,GameCoords[0],GameCoords[1],GameCoords[2],GameFalloffStart,GameFalloffEnd,ContinentID,LightParamsID[0],LightParamsID[1],LightParamsID[2],LightParamsID[3],LightParamsID[4],LightParamsID[5],LightParamsID[6],LightParamsID[7]
183,17455.889,17059.639,0,137.22223,180.97223,429,181,176,10,11,3,0,0,0
184,17081.639,17422.19,0,197.86111,233.75,429,182,183,10,11,3,0,0,0
185,17030.861,17864.139,0,203.97223,214.86111,429,184,183,10,11,3,0,0,0
186,17367.805,16611.72,-52.694447,171.97223,187.22223,429,185,186,10,11,3,0,0,0
187,3132.083,106.52734,0,722.05554,1104.9445,169,187,188,10,11,3,0,0,0
188,-2365.0586,-1853.6953,-106.52778,886.1667,1148.7223,169,189,188,10,11,3,0,0,0
189,1333.333,1866.666,0,1531.6111,2002.0555,169,190,188,10,11,3,0,0,0
190,-3733.334,3199.998,0,1137.7778,1433.1666,169,191,188,10,11,3,0,0,0
191,0,0,0,0,0,1,192,193,10,193,3,0,0,0
193,121.52734,-2406.0625,0,16.124306,16.124306,1,5944,5961,5965,5966,3,0,0,0
194,-1809.9746,1069.708,24.305555,460.4476,813.2194,1,5982,5983,5982,5983,3,0,0,0
195,-8191.097,-3379.9167,207.0372,39.575043,71.016136,1,6015,6016,420,6016,3,0,0,0
196,7834.4424,-2646.1953,744.9722,54.381668,56.184444,1,5946,5954,5946,5954,3,0,0,0
198,-3626.6719,-3813.334,317.27502,40.581112,53.0975,1,5973,5975,5977,5979,3,0,0,0
200,10128.323,1511.7135,1823.2185,129.75664,253.72733,1,6023,6025,6024,6025,3,0,0,0
202,-2730.6719,-618.6719,330.2861,20.893694,20.893694,1,5967,5968,5969,5969,3,0,0,0
204,1163.7129,-4858.494,297.3107,23.108494,25.878382,1,5985,5987,5988,5989,3,0,0,0
206,-2066.75,-2237.1953,387.16943,19.900028,19.900028,1,5944,5961,5965,215,3,0,0,0
207,-3237.8801,-1993.7656,87.95237,149.53874,262.44296,1,881,195,881,195,3,0,0,0
208,2279.8047,-1450.5625,109.83237,15.135091,15.135091,1,5951,5958,5951,5958,3,0,0,0
214,5188.335,-628.05554,591.34015,143.3836,284.39267,1,5950,1029,5950,1029,3,0,0,0
217,-4708.7812,106.52734,779.0139,28.05,30.745832,1,5991,5994,5995,5994,3,0,0,0
218,1751.4424,-3265.6953,21.305555,229.80556,361.1389,1,222,223,222,223,3,0,0,0
220,-3046.861,-1171.4723,-72.25747,240.69444,361.02777,1,226,980,450,980,3,0,0,0
221,1044.0273,-3132.084,0,142.22223,252.75,1,227,5963,5965,5963,3,0,0,0
223,318.60938,-2194.584,216.36111,131.27779,230.55556,1,229,219,5965,219,3,0,0,0
225,1283.3629,-25.239584,-12.953062,264.07507,392.1767,1,232,5971,5965,5966,3,0,0,0
226,750.8799,1799.333,-17.619839,169.37459,295.73184,1,232,5971,5965,5966,3,0,0,0
227,1638.6111,916.5833,296.95233,83.56672,137.6786,1,5970,5972,5965,5966,3,0,0,0
230,-6200.25,-3899.1406,0,415.72223,886.1667,1,5999,6006,6005,6007,3,0,0,0
232,4859.2217,-526.28125,309,103.38889,146.05556,1,241,242,241,242,3,0,0,0
233,4818.996,-404.83398,387.6111,81.63889,131.27779,1,243,203,243,203,3,0,0,0
235,1555.3867,-2906.4219,191.75,159.16667,180.05556,1,222,223,222,223,3,0,0,0
239,1903.6924,-4325.25,278.50302,13.67187,15.241435,1,6033,6036,6035,6037,3,0,0,0
240,-4710.059,2810.5972,237.03278,165.53925,487.1822,1,5993,5998,5995,5998,3,0,0,0
241,-3217.3125,2194.5833,390.7546,56.672493,118.29194,1,249,219,5995,5994,3,0,0,0
247,3525.543,-6113.584,443.39664,17.204508,17.204508,1,5952,5959,5969,5969,3,0,0,0
248,-7342.422,-1321.7223,-63.916668,75.40335,227.19641,1,6009,6011,6010,6012,3,0,0,0
249,-7222.9727,1233.2773,0,25.92714,34.854446,1,6017,6017,6018,6018,3,0,0,0
253,-3780.2227,-4426,26.701834,267.3939,384.34723,1,5980,5981,5977,5979,3,0,0,0
259,6998.333,-4154.8066,1070.8278,36.510555,38.43334,1,5945,5953,424,5953,3,0,0,0
270,4661.4204,-4422.896,678.15405,368.45938,468.5,1,876,952,876,952,3,0,0,0
271,16256.998,16299.639,-404.83334,623.5833,864.2778,1,270,213,10,11,3,0,0,0
272,4223.161,-3947.5781,970.5382,256.32297,360.1389,1,876,952,876,952,3,0,0,0
273,29.304688,-1938.9219,63.916668,119.47222,185.97223,1,272,5962,5965,5966,3,0,0,0
274,-1268.6077,-2995.2517,58.089348,120.33334,240.69444,1,272,5962,5965,5966,3,0,0,0
275,-1050.6406,-2106.75,73.916664,118.38889,223.86111,1,272,5962,5965,5966,3,0,0,0
276,-4495.7227,-2109.3613,21.305555,175.05556,240.69444,1,273,5961,5965,5966,3,0,0,0
277,-4726.3906,-2480.2812,57.305557,175.05556,256.55557,1,275,5961,5965,5966,3,0,0,0
281,-4708.7812,-2224.9727,71.916664,46.694447,76.52778,1,275,5961,5965,5966,3,0,0,0
296,2432.666,-3310.9219,106.52778,258.75,332.19446,1,965,5958,965,5958,3,0,0,0
299,3259.9111,-490.0625,63.916668,184.05556,339.1389,1,286,219,286,219,3,0,0,0
302,4770.7397,-4910.6006,848.89197,175.64253,205.32784,1,876,206,876,206,3,0,0,0
303,5708.8867,-4870.2227,805.9722,30.833334,84.47222,1,288,206,424,206,3,0,0,0
304,5603.664,-4994.4727,855.5833,98.47222,153.16667,1,288,206,424,206,3,0,0,0
307,-1901.9219,1896.3047,40.305557,153.16667,262.55557,1,291,203,5965,5966,3,0,0,0
309,63.916016,2663.333,-9.694445,218.80556,350.08334,1,294,271,5965,5966,3,0,0,0
310,543.375,584.8889,33.223377,140.87312,206.67232,1,865,207,865,207,3,0,0,0
312,2936.0273,-3251.9219,120.52778,150.27779,177.27779,1,5956,206,5956,206,3,0,0,0
313,2605.1064,527.666,50.305557,156.11111,262.6111,1,5956,195,5956,195,3,0,0,0
318,0,0,0,0,0,44,297,298,10,11,3,0,0,0
319,0,0,0,0,0,189,299,300,10,11,3,0,0,0
320,0,0,0,0,0,249,301,302,10,11,3,0,0,0
321,0,0,0,0,0,30,303,304,10,304,3,0,0,0
322,3132.083,106.52734,0,722.05554,1104.9445,37,305,306,10,11,3,0,0,0
323,3132.083,106.52734,0,722.05554,1104.9445,489,307,308,10,11,3,0,0,0
324,1455.3047,1477.3867,267.6111,212.80556,288.3889,489,307,308,10,11,3,0,0,0
325,931.36035,1460.3867,312.6111,214.80556,295.3889,489,309,310,10,11,3,0,0,0
326,0,0,0,0,0,529,311,312,10,11,3,0,0,0
327,945.0547,945.0547,0,787.69446,1066.6666,529,313,314,10,11,3,0,0,0
328,3132.083,106.52734,0,722.05554,1104.9445,129,315,316,10,11,3,0,0,0
329,2133.333,1066.666,0,1066.6666,1600,129,317,316,10,11,3,0,0,0
330,0,0,0,0,0,47,318,319,10,11,3,0,0,0
331,-9786.67,1573.333,0,640,800,47,318,319,10,11,3,0,0,0
332,-245.33398,-533.334,0,1408,1792,47,318,319,10,11,3,0,0,0
333,0,0,0,0,0,289,320,321,10,11,3,0,0,0
334,-1866.6719,7095.1367,0,533.3333,800,289,322,323,10,11,3,0,0,0
335,106.52734,106.52734,-44.694447,1072.1389,1072.1389,289,324,325,10,11,3,0,0,0
336,266.66602,-3872,0,663.94446,1121.0834,33,326,327,10,11,3,0,0,0
337,-63.921875,1981.5273,0,1247.1666,1333.3334,33,328,329,10,11,3,0,0,0
338,0,0,0,0,0,35,330,331,10,11,3,0,0,0
339,-9786.67,1573.333,0,640,800,35,332,333,10,11,3,0,0,0
340,-245.33398,-533.334,0,1408,1792,35,334,335,10,11,3,0,0,0
341,0,0,0,0,0,329,336,337,10,11,3,0,0,0
342,-1866.6719,7095.1367,0,533.3333,800,329,338,339,10,11,3,0,0,0
343,-11953.057,-1896.3125,-44.694447,1641.0278,2417.7778,329,340,341,10,11,3,0,0,0
344,3132.083,106.52734,0,722.05554,1104.9445,209,342,343,10,11,3,0,0,0
345,1768.4424,1086.6367,0,533.3333,765.80554,209,344,345,10,11,3,0,0,0
346,0,0,0,0,0,13,5534,5534,5534,11,3,0,0,0
347,-10688,10.666016,0,512,576,13,348,349,10,11,3,0,0,0
348,-10304,-2821.334,0,480,560,13,350,349,10,11,3,0,0,0
349,-5333.334,-3386.67,0,720,800,13,351,349,10,11,3,0,0,0
350,-10053.334,1333.333,0,453.33334,546.6667,13,352,349,10,11,3,0,0,0
351,-10464,-1930.6719,160,298.66666,362.66666,13,353,349,10,11,3,0,0,0
352,-11594.672,-2997.334,0,480,608,13,354,349,10,11,3,0,0,0
353,1386.666,-1546.6719,21.333334,437.33334,490.66666,13,355,349,10,11,3,0,0,0
354,-7370.672,-1066.6719,0,1024,1120,13,356,349,10,11,3,0,0,0
355,-10666.67,1189.333,0,512,608,13,357,349,10,11,3,0,0,0
356,-13333.334,0,0,1770.6666,2005.3334,13,358,349,10,11,3,0,0,0
357,-10666.672,-1066.6719,0,490.66666,597.3333,13,359,349,10,11,3,0,0,0
358,-10666.67,-533.334,0,512,618.6667,13,359,349,10,11,3,0,0,0
359,-5600,-1733.334,528,528,688,13,360,349,10,11,3,0,0,0
360,-6933.334,-2666.67,256,586.6667,682.6667,13,361,349,10,11,3,0,0,0
361,-3818.67,-1920,0,640,1706.6666,13,362,349,10,11,3,0,0,0
362,-2133.334,-2666.67,0,554.6667,640,13,363,349,10,11,3,0,0,0
363,-533.334,-533.334,-2382.6016,490.66666,533.3333,13,364,349,10,11,3,0,0,0
364,-234.67188,1237.333,96,405.33334,512,13,365,349,10,11,3,0,0,0
365,0,0,0,0,0,309,366,367,10,11,3,0,0,0
366,-1866.6719,7095.1367,0,533.3333,800,309,368,369,10,11,3,0,0,0
367,-11953.057,-1896.3125,-44.694447,1641.0278,2417.7778,309,370,371,10,11,3,0,0,0
368,-11545.584,-1291.9453,51.305557,126.27778,155.16667,309,372,371,10,11,3,0,0,0
369,-11792.75,-1653.1953,13.305555,101.52778,138.27779,309,373,371,10,11,3,0,0,0
370,-11771.057,-1513.1113,37.305557,38.833332,72.63889,309,373,371,10,11,3,0,0,0
371,-11892.143,-1877.6719,65.916664,51.75,65.69444,309,374,375,10,11,3,0,0,0
372,-11953.834,-1865.6719,53.916668,36.833332,52.694447,309,374,376,10,11,3,0,0,0
374,0,0,0,0,0,530,379,380,503,380,3,0,0,0
377,-213,3958.5205,28.99505,1175.1168,1284.1917,530,384,385,384,11,3,0,0,0
378,7851.842,-7541.922,139.99858,317.0358,438.06006,530,399,383,399,383,3,0,0,0
379,0,0,0,0,0,532,386,387,10,11,3,0,0,0
415,0,0,0,479.60416,837.26196,531,394,392,394,392,3,0,0,0
439,8125.6924,-6178.0156,27.404375,129.11482,267.31448,530,399,383,399,383,3,0,0,0
443,6098.927,-6401.9707,37.365982,1888.663,2028.719,530,399,383,399,383,3,0,0,0
450,6336.8486,-6281.8438,73.998024,424.06485,517.72974,530,433,9,407,11,3,0,0,0
451,-3365.375,4944.59,-104.25323,593.3468,767.8757,530,500,9,500,11,3,0,0,0
454,-4072.236,-12322.56,847.3169,415.1724,599.0622,530,6027,6029,502,6030,3,0,0,0
455,2733.4648,6418.3955,85.211464,17.34302,24.32976,530,438,9,438,11,3,0,0,0
458,-1829,5247.8086,-46.058292,196.77344,255.58258,530,435,441,435,441,3,0,0,0
460,197.13477,6433.8174,22.86285,61.981068,91.624,530,432,506,432,506,3,0,0,0
465,8242.403,-6396.6094,78.35281,111.87256,219.28813,530,399,383,399,383,3,0,0,0
466,7785.3877,-6849.9277,69.99042,233.14603,410.51172,530,399,383,399,383,3,0,0,0
467,9689.498,-6714.133,1.0266881,286.73428,369.6256,530,442,380,442,380,3,0,0,0
468,164.03125,3512.7715,59.958958,136.16985,185.19572,530,446,518,446,518,3,0,0,0
469,411.70312,3447.1611,62.627712,151.98901,220.09224,530,446,518,446,518,3,0,0,0
470,9498.121,-6865.58,16.22051,177.77832,248.51953,530,442,380,442,380,3,0,0,0
471,9963.34,-6862.66,16.107767,140.54729,192.957,530,442,380,442,380,3,0,0,0
472,6859.1055,-9106.781,165.76805,437.3611,701.1444,530,448,383,448,383,3,0,0,0
474,6339.6055,-6524.0566,97.48174,183.63034,183.63034,530,433,9,407,11,3,0,0,0
493,0,0,0,45.267715,95.80544,543,384,385,384,11,3,0,0,0
496,-1798.743,-11457.259,462.04996,146.65561,204.10645,530,6031,6032,6031,6032,3,0,0,0
500,3519.083,6896.255,142.1189,449.41357,571.5196,530,504,9,504,11,3,0,0,0
502,3672.13,2297.6367,15.478845,104.13451,131.77174,530,508,553,508,553,3,0,0,0
503,1884.4492,6018.3867,139.83386,225.7383,290.1594,530,504,9,504,11,3,0,0,0
504,-2917.4844,6419.668,82.34263,100.73702,166.81758,530,510,491,510,491,3,0,0,0
505,7899.052,-5849.75,-3.4879632,287.00974,364.87354,530,399,383,399,383,3,0,0,0
506,3220.88,5417.958,137.615,204.31783,264.95242,530,504,441,504,441,3,0,0,0
507,2952.5498,5534.958,146.22336,204.31783,264.95242,530,504,441,504,441,3,0,0,0
509,2311.8242,6024.5117,147.55971,228.34846,317.81897,530,504,9,504,11,3,0,0,0
510,1948.1973,6868.036,161.5773,202.59311,339.23508,530,525,225,525,225,3,0,0,0
515,0,0,0,28948.283,28948.283,553,521,9,521,11,3,0,0,0
519,-3823.8066,992.2461,93.51723,32.83861,32.83861,530,513,526,513,526,3,0,0,0
526,-62.720703,8692.575,18.464666,158.58875,249.71297,530,516,506,516,506,3,0,0,0
527,-54.382812,8842.911,20.878036,158.58875,256.84146,530,516,506,516,506,3,0,0,0
539,-1079.9844,7004.9805,-8.9197035,227.64401,309.1459,530,396,491,396,491,3,0,0,0
540,-1819.2559,9260.42,70.37464,152.36543,208.675,530,555,519,555,519,3,0,0,0
541,-1279.7188,9005.875,-11.829665,130.61603,220.23238,530,555,519,555,519,3,0,0,0
542,-1107.125,9115.945,72.903015,82.469215,104.15995,530,555,519,555,519,3,0,0,0
543,0,0,0,109.71175,441.66632,550,521,9,521,11,3,0,0,0
544,0,0,0,103.55295,495.0125,554,521,9,521,11,3,0,0,0
545,0,0,0,95.94063,517.75183,552,521,9,521,11,3,0,0,0
547,-3388.3145,-9867.953,-515.5638,37.43224,328.22314,530,522,9,10,11,3,0,0,0
548,-4224.6016,-9868.096,-509.31998,420.38077,570.3846,530,525,9,10,11,3,0,0,0
582,1692.3555,6865.371,140.47809,146.47708,200.89207,530,525,225,525,225,3,0,0,0
584,-1090.2227,4142.536,94.06159,152.80917,200.442,530,527,441,527,11,3,0,0,0
591,0,0,0,5.191248,722.55145,566,532,9,532,11,3,0,0,0
592,0,0,0,20.677402,263.46127,564,604,306,604,306,3,0,0,0
596,-1261.0312,4044.4023,96.091675,93.76207,109.81852,530,527,441,527,11,3,0,0,0
602,-3892.25,4327.6523,5.07656,64.010185,84.904396,530,565,441,564,441,3,0,0,0
604,-2406.6152,3262.3086,3.1023555,13.915738,54.013424,530,511,441,511,441,3,0,0,0
605,-2345.625,3233.0205,-3.3755996,36.351036,54.013424,530,511,441,511,441,3,0,0,0
606,-2292.6602,3246.6523,-0.89914554,13.915738,54.013424,530,511,441,511,441,3,0,0,0
609,-2397.6758,3201.2773,1.7087004,13.915738,54.013424,530,511,441,511,441,3,0,0,0
610,-2348.9219,3286.2314,-0.6392654,13.915738,54.013424,530,511,441,511,441,3,0,0,0
611,0,0,0,11.360697,11.360697,568,448,345,448,345,3,0,0,0
612,0,0,0,9.801495,10,542,384,9,384,11,3,0,0,0
623,-4343.672,4931.6367,-63.61289,503.49435,639.9224,530,500,441,500,441,3,0,0,0
625,-3249.875,4309.949,-20.675062,205.2683,305.07352,530,500,9,500,11,3,0,0,0
627,-2895.0957,5583.081,0.29130116,254.10655,339.9606,530,500,9,500,11,3,0,0,0
628,-2773.8633,4802.793,3.4254909,183.95508,281.71924,530,500,9,500,11,3,0,0,0
629,-2921.5156,4460.59,-17.895424,152.50945,308.21753,530,500,9,500,11,3,0,0,0
631,404.9375,5070.9404,108.52009,172.33626,261.02655,530,514,506,514,506,3,0,0,0
633,402.32422,5397.4023,7.531751,215.51213,375.26715,530,514,506,514,506,3,0,0,0
636,678.3281,5458.4805,-10.253023,201.44746,307.8558,530,514,506,514,506,3,0,0,0
637,875.6211,5159.005,21.074924,275.42053,414.8709,530,514,506,514,506,3,0,0,0
638,845.6455,5677.7617,24.804184,130.42535,278.89502,530,514,506,514,506,3,0,0,0
639,0,0,0,37.20722,500,555,500,9,500,11,3,0,0,0
640,0,0,0,32.280956,32.607018,556,500,9,500,11,3,0,0,0
641,0,0,0,99.0025,123.89327,557,500,9,500,11,3,0,0,0
642,0,0,0,9.900249,10,558,500,9,500,11,3,0,0,0
643,-1357.8203,2967.6367,-4.636971,89.819824,124.83671,530,533,9,533,11,3,0,0,0
645,-1503.5938,3102.746,-64.29793,132.25731,201.13062,530,533,9,533,11,3,0,0,0
646,-1142.8008,1492.8379,16.005758,124.74464,164.37534,530,534,9,533,11,3,0,0,0
647,-960.21875,1559.7773,29.22501,117.46048,150.26418,530,534,9,533,11,3,0,0,0
648,-798.5781,1576.4736,34.87098,113.22218,149.34843,530,534,9,533,11,3,0,0,0
650,-1304.2656,3121.5273,33.34201,58.719543,80.37138,530,533,9,533,11,3,0,0,0
651,926.25977,2219.5986,300.2986,182.38445,232.06543,530,446,518,446,518,3,0,0,0
652,820.2822,2441.6904,287.80954,182.38445,232.06543,530,446,9,446,11,3,0,0,0
653,403.95312,2183.6924,119.00626,81.42652,127.91633,530,558,518,558,518,3,0,0,0
654,400.0293,2495.505,148.3899,62.03098,98.34412,530,558,518,558,518,3,0,0,0
655,531.6094,2758.753,205.18965,67.95082,103.40727,530,558,518,558,518,3,0,0,0
657,1536.4268,7263.7617,363.71848,275.2361,334.2855,530,554,9,554,11,3,0,0,0
658,4014.9736,5375.4404,264.04965,235.71143,299.9251,530,525,9,525,11,3,0,0,0
659,2168.8174,5450.2393,149.08948,141.43222,179.39326,530,554,9,554,11,3,0,0,0
660,1895.4492,5378.5586,131.86906,141.43222,179.39326,530,554,9,554,11,3,0,0,0
661,2965.456,6969.8174,365.31073,197.54797,266.0858,530,554,9,554,11,3,0,0,0
662,2914.2861,4832.4893,278.13284,94.61477,119.23826,530,554,538,554,11,3,0,0,0
663,2165.3174,2335.499,83.99909,170.60016,204.21123,530,539,553,539,553,3,0,0,0
666,4142.5225,2993.1777,128.25705,272.19955,285.06793,530,552,209,552,209,3,0,0,0
667,4406.411,2937.208,119.74759,158.98242,169.31601,530,552,209,552,209,3,0,0,0
668,4062.2861,3248.3086,134.56111,165.31548,178.8678,530,552,209,552,209,3,0,0,0
669,4135.175,3007.621,344.0945,134.27376,156.72261,530,552,209,552,209,3,0,0,0
670,4720.3643,3251.418,166.4608,106.86344,143.27237,530,520,553,520,553,3,0,0,0
671,4706.1523,3150.8955,170.44287,107.3586,143.27237,530,520,553,520,553,3,0,0,0
672,4421.661,3396.2148,163.988,111.50394,152.1761,530,520,553,520,553,3,0,0,0
673,3480.4336,2944.3652,142.51674,196.67055,203.34015,530,552,209,552,209,3,0,0,0
674,3254.6924,2691.208,147.88046,101.69906,121.54855,530,520,553,520,553,3,0,0,0
675,3403.209,2691.496,157.73892,51.326614,67.88805,530,520,553,520,553,3,0,0,0
676,2240.1836,2142.3174,75.85958,227.11871,265.55484,530,539,553,539,553,3,0,0,0
677,2490.2686,2068.4053,89.80835,162.92532,189.87863,530,539,553,539,553,3,0,0,0
681,1910.7148,4707.036,154.4362,370.32318,456.0387,530,504,9,504,11,3,0,0,0
694,-2948.25,3097.8242,50.583,179.34465,228.30713,530,559,526,547,526,3,0,0,0
702,-3270.3926,2731.5986,113.02525,352.64886,403.52658,530,563,526,563,526,3,0,0,0
709,3021.7861,2717.0586,113.68208,44.36651,60.74985,530,520,553,520,553,3,0,0,0
710,3445.871,2672.6924,156.15045,44.36651,60.74985,530,520,553,520,553,3,0,0,0
722,0,0,0,10.201,12.050891,540,384,9,384,11,3,0,0,0
723,-1789.7266,9403.703,67.9549,87.539345,111.99766,530,555,519,555,519,3,0,0,0
729,0,0,0,9.643213,10,560,122,123,10,123,3,0,0,0
730,2327.6348,2215.338,168.65858,876.78906,900.6264,560,557,123,557,123,3,0,0,0
732,1772.5586,2209.1523,126.13804,876.78906,900.6264,560,557,123,557,123,3,0,0,0
734,1738.0654,5606.6523,265.4615,93.89867,130.52681,530,560,9,560,11,3,0,0,0
735,1603.6211,5537.8086,270.85852,125.80463,157.2087,530,560,9,560,11,3,0,0,0
736,1611.5254,5360.427,266.95706,122.20916,141.57434,530,560,9,560,11,3,0,0,0
737,1653.0166,5219.208,266.94522,103.47696,133.67355,530,560,9,560,11,3,0,0,0
742,-4039.6875,4360.6924,-9.293821,307.2452,443.37576,530,500,441,500,441,3,0,0,0
743,-3809.3438,2560.7217,90.1187,124.76911,199.56194,530,566,9,566,11,3,0,0,0
744,-4010.2031,2556.6924,145.96759,124.76911,199.56194,530,566,9,566,11,3,0,0,0
745,-4420.547,1653.2998,163.72687,104.38328,139.33934,530,567,9,567,11,3,0,0,0
747,3650.4648,4885.6455,267.80704,114.53074,150.58058,530,568,9,568,11,3,0,0,0
750,-4034.2188,5642.871,18.529568,263.05353,358.33774,530,500,441,500,441,3,0,0,0
752,0,0,0,32.58149,46.13813,571,569,648,569,648,3,0,0,0
753,286.92188,591.8379,-166.62508,851.201,908.95935,560,557,33,557,557,3,0,0,0
754,815.49414,1332.168,-66.990944,559.5369,649.5844,560,557,557,557,557,3,0,0,0
755,-3365.375,4944.59,-104.25323,218.33672,253.15807,530,570,9,570,11,3,0,0,0
764,-4551.1875,4202.293,4.6199718,408.28592,458.84808,530,500,9,500,11,3,0,0,0
765,-3820.5977,4244.84,3.4688437,64.010185,84.904396,530,565,441,564,441,3,0,0,0
766,-3896.5156,4197.4736,-4.7036347,64.010185,84.904396,530,565,441,564,441,3,0,0,0
767,-2322.5469,3158.2773,2.7121522,54.443535,63.050083,530,511,441,511,441,3,0,0,0
769,-2293.3281,3105.9336,12.529728,59.69935,71.52665,530,511,441,511,441,3,0,0,0
770,-2409.4238,3174.4736,1.9297477,38.266,45.257156,530,511,441,511,441,3,0,0,0
772,-2288.2344,3090.4424,110.21372,59.69935,71.52665,530,511,441,511,441,3,0,0,0
773,-3753.879,2421.8867,79.24867,67.33723,88.63928,530,566,9,566,11,3,0,0,0
