ID,TraitTreeID,PosX,PosY,Type,Flags,TraitSubTreeID
104781,1083,4500,3000,0,8,0
104782,1083,3300,3000,0,8,0
104783,1083,5100,2400,0,8,0
104784,1083,4500,2400,0,8,0
104785,1083,3900,2400,0,8,0
104786,1083,3300,2400,0,8,0
104787,1083,4500,1800,0,8,0
104788,1083,3900,1800,0,8,0
104789,1083,5100,1800,0,8,0
104790,1083,5100,1200,0,8,0
104791,1083,4500,1200,0,8,0
104792,1083,3900,1200,0,8,0
104793,1083,3300,1200,0,8,0
104794,1083,4500,600,0,8,0
104795,1083,3900,600,0,8,0
104796,1083,900,4200,0,8,0
104797,1083,900,3600,0,8,0
104798,1083,1500,3000,0,8,0
104799,1083,900,3000,0,8,0
104800,1083,1500,2400,0,8,0
104801,1083,900,2400,0,8,0
104802,1083,300,2400,0,8,0
104803,1083,2100,1800,0,8,0
104804,1083,1500,1800,0,8,0
104805,1083,300,1800,0,8,0
104806,1083,1500,1200,0,8,0
104807,1083,900,1200,0,8,0
104808,1083,300,1200,0,8,0
104809,1083,1500,600,0,8,0
104810,1083,900,600,0,8,0
104909,1089,10880,4530,0,0,0
104910,1089,9680,5730,0,0,0
104911,1089,9680,4530,0,0,0
104912,1089,10880,3930,0,0,0
104913,1089,10280,5130,0,0,0
104914,1089,10280,3930,0,0,0
104915,1089,9680,3930,0,0,0
104916,1089,10280,3330,0,0,0
104917,1089,9680,3330,0,0,0
104918,1089,10880,3330,0,0,0
104919,1089,10280,2730,0,0,0
104920,1089,9680,2730,0,0,0
104921,1089,9080,4530,0,0,0
104922,1089,9080,2730,0,0,0
104923,1089,1620,2130,0,0,0
104924,1089,2220,2130,0,0,0
104925,1089,1020,2730,0,0,0
104926,1089,1020,3330,0,0,0
104927,1089,2220,2730,0,0,0
104928,1089,2220,3330,0,0,0
104929,1089,2820,2730,0,0,0
104930,1089,1020,3930,0,0,0
104931,1089,1620,2730,0,0,0
104932,1089,1620,3930,0,0,0
104933,1089,2220,3930,0,0,0
104934,1089,1620,4530,0,0,0
104935,1089,2220,4530,0,0,0
104936,1089,1620,5130,0,0,0
104937,1089,1620,5730,0,0,0
104938,1089,5620,2130,0,0,0
104939,1089,6220,2130,0,0,0
104940,1089,5620,2730,0,0,0
104941,1089,6220,2730,0,0,0
104942,1089,6820,2730,0,0,0
104943,1089,5020,2730,0,0,0
104944,1089,6220,3330,0,0,0
104945,1089,5020,3930,0,0,0
104946,1089,6820,3330,0,0,0
104947,1089,6820,3930,0,0,0
104948,1089,5620,3330,0,0,0
104949,1089,5620,3930,0,0,0
104950,1089,5020,4530,0,0,0
104951,1089,6820,4530,0,0,0
104952,1089,6220,3930,0,0,0
104953,1089,6220,5130,0,0,0
104954,1089,5020,5130,0,0,0
104955,1089,5620,4530,0,0,0
104956,1089,5620,5730,0,0,0
104957,1089,9680,2130,0,0,0
104958,1089,10280,2130,0,0,0
104960,1091,1620,2130,0,0,0
104961,1091,1620,5730,0,0,0
104962,1091,2220,5130,0,0,0
104963,1091,2820,4530,0,0,0
104964,1091,1620,4530,0,0,0
104965,1091,1020,4530,0,0,0
104966,1091,2820,3930,0,0,0
104967,1091,2220,3930,0,0,0
104968,1091,1020,3930,0,0,0
104969,1091,2220,3330,0,0,0
104970,1091,1620,3330,0,0,0
104972,1091,2820,2730,0,0,0
104973,1091,2220,2730,0,0,0
104974,1091,1620,2730,0,0,0
104975,1091,1020,2730,0,0,0
104976,1091,2220,2130,0,0,0
104981,1091,10880,4530,0,0,0
104982,1091,102800,5740,0,0,0
104983,1091,9080,4530,0,0,0
104984,1091,9680,5730,0,0,0
104985,1091,9680,4530,0,0,0
104986,1091,10280,3330,0,0,0
104987,1091,9680,3330,0,0,0
104988,1091,9080,3930,0,0,0
104989,1091,10280,3930,0,0,0
104990,1091,10880,2730,0,0,0
104991,1091,9080,3330,0,0,0
104992,1091,10280,2730,0,0,0
104993,1091,9680,2730,0,0,0
104994,1091,9080,2730,0,0,0
104995,1091,10280,2130,0,0,0
104996,1091,9680,2130,0,0,0
104997,1091,5620,5730,0,0,0
104998,1091,6220,5130,0,0,0
104999,1091,5020,4530,0,0,0
105000,1091,6820,4530,0,0,0
105001,1091,6220,4530,0,0,0
105002,1091,6220,3930,0,0,0
105003,1091,6820,39300,0,0,0
105004,1091,5620,3930,0,0,0
105005,1091,5020,3330,0,0,0
105006,1091,5620,3330,0,0,0
105007,1091,6820,3330,0,0,0
105008,1091,6220,2730,0,0,0
105009,1091,5620,2730,0,0,0
105011,1091,6220,2130,0,0,0
105012,1091,5620,2130,0,0,0
105013,1091,5020,2130,0,0,0
105320,1100,1620,5730,0,0,0
105321,1100,2220,5130,0,0,0
105323,1100,1620,4530,0,0,0
105324,1100,1020,4530,0,0,0
105325,1100,2220,3930,0,0,0
105327,1100,2220,3330,0,0,0
105329,1100,1620,3930,0,0,0
105330,1100,1020,3330,0,0,0
105331,1100,2820,2730,0,0,0
105332,1100,2220,2130,0,0,0
105333,1100,1020,2730,0,0,0
105334,1100,2220,2730,0,0,0
105335,1100,1620,2730,0,0,0
105625,1100,5620,4530,0,0,0
105626,1100,6220,2130,0,0,0
105627,1100,6220,4530,0,0,0
105628,1100,5620,5730,0,0,0
105629,1100,5620,3930,0,0,0
105630,1100,5620,2130,0,0,0
105632,1100,6820,3330,0,0,0
105633,1100,6220,3930,0,0,0
105634,1100,5620,3330,0,0,0
105636,1100,6820,2730,0,0,0
105637,1100,5620,2730,0,0,0
105638,1100,5020,2730,0,0,0
105639,1100,1620,2130,0,0,0
105692,1100,9680,5730,0,0,0
105693,1100,9680,4530,0,0,0
105694,1100,10280,4530,0,0,0
105696,1100,10280,3330,0,0,0
105697,1100,9080,4530,0,0,0
105698,1100,9080,3930,0,0,0
105699,1100,10880,3330,0,0,0
105700,1100,10280,3930,0,0,0
105701,1100,9680,3330,0,0,0
105702,1100,9080,3330,0,0,0
105703,1100,10280,2730,0,0,0
105704,1100,9680,2730,0,0,0
105705,1100,9080,2730,0,0,0
105706,1100,10280,2130,0,0,0
105707,1100,9680,2130,0,0,0
105708,1111,5020,2130,0,0,0
105709,1111,1620,4530,0,0,0
105710,1111,2220,5130,0,0,0
105711,1111,2220,4530,0,0,0
105712,1111,1620,5730,0,0,0
105713,1111,2220,3930,0,0,0
105714,1111,1020,3930,0,0,0
105715,1111,1620,3930,0,0,0
105716,1111,2220,3330,0,0,0
105717,1111,1620,3330,0,0,0
105718,1111,1020,4530,0,0,0
105719,1111,5020,2730,0,0,0
105720,1111,1620,2730,0,0,0
105721,1111,1020,2730,0,0,0
105722,1111,2220,2130,0,0,0
105723,1111,1620,2130,0,0,0
105724,1111,5620,5730,0,0,0
105726,1111,5620,5130,0,0,0
105727,1111,6220,4530,0,0,0
105728,1111,5620,4530,0,0,0
105730,1111,6220,5130,0,0,0
105732,1111,6820,3330,0,0,0
105733,1111,5020,3930,0,0,0
105735,1111,5620,3330,0,0,0
105736,1111,5020,3330,0,0,0
105737,1111,6220,2730,0,0,0
105738,1111,5620,2730,0,0,0
105739,1111,2820,2730,0,0,0
105740,1111,6220,3930,0,0,0
105741,1111,5620,2130,0,0,0
105742,1111,1020,2130,0,0,0
105743,1111,9680,3930,0,0,0
105745,1111,9080,4530,0,0,0
105746,1111,9680,4530,0,0,0
105747,1111,9080,3930,0,0,0
105748,1111,10280,4530,0,0,0
105749,1111,10880,2730,0,0,0
105750,1111,10280,5130,0,0,0
105751,1111,9080,2730,0,0,0
105752,1111,10280,3930,0,0,0
105753,1111,9680,2730,0,0,0
105754,1111,9680,3330,0,0,0
105755,1111,9080,3330,0,0,0
105756,1111,9080,2130,0,0,0
105757,1111,10280,2730,0,0,0
105759,1111,1020,3330,0,0,0
105760,1111,10280,2130,0,0,0
105761,1111,9680,2130,0,0,0
105762,1112,9680,5730,0,0,0
105763,1112,10280,5130,0,0,0
105764,1112,10280,4530,0,0,0
105765,1112,9080,4530,0,0,0
105766,1112,9680,4530,0,0,0
105767,1112,10280,3330,0,0,0
105768,1112,10880,3930,0,0,0
105769,1112,9680,3930,0,0,0
105770,1112,9080,3930,0,0,0
105771,1112,10880,3330,0,0,0
105772,1112,9680,3330,0,0,0
105773,1112,9080,3330,0,0,0
105774,1112,10880,2730,0,0,0
105775,1112,10280,2730,0,0,0
105776,1112,9680,2730,0,0,0
105777,1112,9080,2730,0,0,0
105778,1112,10280,2130,0,0,0
105779,1112,9680,2130,0,0,0
105780,1112,9080,2130,0,0,0
105781,1112,5620,5730,0,0,0
105782,1112,6220,5130,0,0,0
105783,1112,6220,4530,0,0,0
105784,1112,5620,4530,0,0,0
105785,1112,6820,3930,0,0,0
105786,1112,6220,3930,0,0,0
105787,1112,5620,3930,0,0,0
105788,1112,5020,3930,0,0,0
105789,1112,5020,3330,0,0,0
105790,1112,6220,3330,0,0,0
105791,1112,5620,3330,0,0,0
105792,1112,6220,2730,0,0,0
105793,1112,5620,2730,0,0,0
105794,1112,5020,2730,0,0,0
105795,1112,6220,2130,0,0,0
105796,1112,5620,2130,0,0,0
105797,1112,5020,2130,0,0,0
105798,1112,1620,5730,0,0,0
105799,1112,2220,5130,0,0,0
105800,1112,2220,4530,0,0,0
105801,1112,1620,4530,0,0,0
105802,1112,2820,3930,0,0,0
105803,1112,2220,3930,0,0,0
105804,1112,1620,3930,0,0,0
105805,1112,1020,3930,0,0,0
105806,1112,2820,3330,0,0,0
105807,1112,1620,3330,0,0,0
105808,1112,1020,3330,0,0,0
105809,1112,2820,2730,0,0,0
105810,1112,2220,2730,0,0,0
105811,1112,1620,2730,0,0,0
105812,1112,1020,2730,0,0,0
105813,1112,2220,2130,0,0,0
105814,1112,1620,2130,0,0,0
105815,1112,1020,2130,0,0,0
105817,1114,9680,5730,0,0,0
105818,1114,10280,5130,0,0,0
105819,1114,10280,4530,0,0,0
105820,1114,9680,3930,0,0,0
105821,1114,10280,3930,0,0,0
105823,1114,9080,3930,0,0,0
105824,1114,9080,4530,0,0,0
105825,1114,10880,3330,0,0,0
105826,1114,10280,3330,0,0,0
105827,1114,9080,3330,0,0,0
105828,1114,9680,3330,0,0,0
105829,1114,10880,2730,0,0,0
105830,1114,10280,2730,0,0,0
105831,1114,9080,2730,0,0,0
105832,1114,9680,2130,0,0,0
105833,1114,10280,2130,0,0,0
105834,1114,1620,4530,0,0,0
105835,1114,2220,4530,0,0,0
105836,1114,1620,5730,0,0,0
105837,1114,1620,3930,0,0,0
105838,1114,2820,3930,0,0,0
105839,1114,2220,3930,0,0,0
105840,1114,2220,5130,0,0,0
105841,1114,1020,3930,0,0,0
105842,1114,1020,3330,0,0,0
105843,1114,2820,3330,0,0,0
105844,1114,1620,3330,0,0,0
105845,1114,2820,2730,0,0,0
105846,1114,2220,2730,0,0,0
105848,1114,1020,2730,0,0,0
105849,1114,2220,2130,0,0,0
105850,1114,1620,2130,0,0,0
105851,1114,5620,5730,0,0,0
105852,1114,6220,5130,0,0,0
105853,1114,6220,4530,0,0,0
105854,1114,5620,4530,0,0,0
105855,1114,5020,4530,0,0,0
105856,1114,6820,3930,0,0,0
105857,1114,6220,3930,0,0,0
105858,1114,5620,3930,0,0,0
105859,1114,5020,3930,0,0,0
105860,1114,6820,3330,0,0,0
105861,1114,5620,3330,0,0,0
105862,1114,5020,3330,0,0,0
105863,1114,6220,2730,0,0,0
105864,1114,5620,2730,0,0,0
105865,1114,9280,21300,0,0,0
105866,1114,5620,2130,0,0,0
105867,1114,5020,2130,0,0,0
105874,1116,9680,5730,0,0,0
105875,1116,10280,5130,0,0,0
105876,1116,9680,4530,0,0,0
105877,1116,10280,4530,0,0,0
105878,1116,9080,4530,0,0,0
105879,1116,9680,3930,0,0,0
105880,1116,10280,3930,0,0,0
105881,1116,9080,2130,0,0,0
105882,1116,9080,3930,0,0,0
105883,1116,9680,3330,0,0,0
105884,1116,10280,3330,0,0,0
105885,1116,9080,2730,0,0,0
105886,1116,10280,2730,0,0,0
105887,1116,9680,2730,0,0,0
105888,1116,10280,2130,0,0,0
105889,1116,9680,2130,0,0,0
105890,1116,5620,5730,0,0,0
105891,1116,6220,5130,0,0,0
105892,1116,5620,4530,0,0,0
105893,1116,6220,4530,0,0,0
105894,1116,5020,4530,0,0,0
105895,1116,6220,3930,0,0,0
105896,1116,6820,3930,0,0,0
105897,1116,5020,3930,0,0,0
105898,1116,6220,3330,0,0,0
105899,1116,6820,2730,0,0,0
105900,1116,5620,3330,0,0,0
105901,1116,5020,3330,0,0,0
105902,1116,5020,2730,0,0,0
105903,1116,6220,2730,0,0,0
105904,1116,5620,2730,0,0,0
105905,1116,5020,2130,0,0,0
105906,1116,6820,2130,0,0,0
105907,1116,6220,2130,0,0,0
105908,1116,5620,2130,0,0,0
105909,1116,1620,5730,0,0,0
105910,1116,2220,5130,0,0,0
105911,1116,2220,4530,0,0,0
105912,1116,1620,4530,0,0,0
105913,1116,2220,3930,0,0,0
105914,1116,1620,3930,0,0,0
105916,1116,2220,3320,0,0,0
105917,1116,2820,3330,0,0,0
105918,1116,1620,3330,0,0,0
105919,1116,1020,3330,0,0,0
105920,1116,2220,2730,0,0,0
105921,1116,1020,2120,0,0,0
105922,1116,1620,2730,0,0,0
105923,1116,1020,2730,0,0,0
105924,1116,2220,2130,0,0,0
105925,1116,1620,2130,0,0,0
105926,1117,6820,4530,0,0,0
105927,1117,5620,4530,0,0,0
105928,1117,6220,5130,0,0,0
105929,1117,5020,4530,0,0,0
105930,1117,5620,5730,0,0,0
105931,1117,6220,3930,0,0,0
105932,1117,6820,3930,0,0,0
105933,1117,5020,3930,0,0,0
105934,1117,6220,3330,0,0,0
105935,1117,5620,3330,0,0,0
105936,1117,5020,3330,0,0,0
105937,1117,6220,2730,0,0,0
105938,1117,5620,2130,0,0,0
105939,1117,6220,2130,0,0,0
105941,1117,1620,5730,0,0,0
105942,1117,2220,5130,0,0,0
105944,1117,2220,4530,0,0,0
105945,1117,1620,4530,0,0,0
105947,1117,2220,3930,0,0,0
105948,1117,1620,3930,0,0,0
105949,1117,1020,3930,0,0,0
105950,1117,2220,3330,0,0,0
105951,1117,1620,3330,0,0,0
105952,1117,2820,2730,0,0,0
105953,1117,6820,3330,0,0,0
105954,1117,1620,2730,0,0,0
105955,1117,1020,2730,0,0,0
105956,1117,2220,2130,0,0,0
105957,1117,1620,2130,0,0,0
105958,1117,1020,2130,0,0,0
105959,1117,9680,5730,0,0,0
105961,1117,10280,5130,0,0,0
105962,1117,10880,4530,0,0,0
105963,1117,10280,4530,0,0,0
105964,1117,9080,4530,0,0,0
105965,1117,9680,4530,0,0,0
105966,1117,10280,3930,0,0,0
105967,1117,9680,3930,0,0,0
105968,1117,9080,3930,0,0,0
105969,1117,10280,3330,0,0,0
105970,1117,9080,3330,0,0,0
105971,1117,9680,3330,0,0,0
105972,1117,10880,2730,0,0,0
105973,1117,10280,2730,0,0,0
105974,1117,9080,2730,0,0,0
105975,1117,10280,2130,0,0,0
105976,1117,9680,2130,0,0,0
105977,1117,5620,3930,0,0,0
105978,1117,5020,5130,0,0,0
108100,1111,5620,3930,0,0,0
110284,1187,3900,1800,0,8,0
110286,1187,3150,1800,0,8,0
110289,1187,3900,1050,0,8,0
110290,1187,2400,1800,0,8,0
110291,1187,2400,2550,0,8,0
110292,1187,3150,2550,0,8,0
110293,1187,3900,3300,0,8,0
110296,1188,2400,2550,0,8,0
110298,1188,3150,1800,1,8,0
110300,1188,3900,2550,0,8,0
110301,1188,2400,1800,0,8,0
110303,1188,3150,3300,0,8,0
110304,1188,3150,2550,0,8,0
110305,1188,3150,1050,0,8,0
110309,1189,3900,2550,0,8,0
110313,1189,2400,1800,0,8,0
110314,1189,3150,3300,0,8,0
110315,1189,2400,2550,0,8,0
110316,1189,3150,1800,0,8,0
110318,1189,2400,3300,0,8,0
110319,1189,3150,1050,0,8,0
110524,1117,1020,4530,0,0,0
110844,1089,1020,4530,0,8,0
110851,1114,9080,2130,0,8,0
110852,1114,1620,2730,0,8,0
110853,1114,1020,2130,0,8,0
110854,1114,9080,5130,0,8,0
110855,1114,6220,2130,0,8,0
110856,1117,10880,3330,0,8,0
110857,1117,5620,2730,0,8,0
110858,1117,1020,5130,0,8,0
110859,1091,10280,5130,0,8,0
110860,1091,10280,4530,0,8,0
110861,1091,9680,3930,0,8,0
110866,1111,9680,5730,0,0,0
110867,1111,9080,5130,0,0,0
110868,1111,10280,3330,0,0,0
110870,1091,5020,2730,0,8,0
110871,1100,1620,3330,0,0,0
110872,1100,2220,4530,0,0,0
110873,1100,1020,3930,0,0,0
110874,1100,6220,3330,0,0,0
110875,1100,5030,3330,0,0,0
110876,1116,1020,3930,0,8,0
110878,1100,5030,3930,0,0,0
110879,1100,6220,5130,0,0,0
110880,1100,10280,5130,0,0,0
110882,1100,9680,5130,0,0,0
113398,1111,6220,2130,0,0,0
113506,1187,4650,2550,0,10,0
113508,1187,3900,2550,0,10,0
113510,1188,4650,1800,0,10,0
113511,1188,3900,1800,0,10,0
113512,1189,4650,1800,0,10,0
113513,1189,3900,1800,0,10,0
