ID,GeosetIndex,GeosetValue,CreatureDisplayInfoID
32957,0,13,41072
32958,0,8,41082
32959,0,11,41083
32960,0,6,41084
32961,0,4,41085
32962,1,3,41085
32963,0,2,41086
32964,1,3,41086
32965,0,3,41087
32966,1,3,41087
32967,0,4,41088
32968,1,3,41088
32969,0,6,41092
32970,1,2,41092
32971,2,5,41092
32972,3,2,41092
32973,0,7,41093
32974,1,3,41093
32975,2,3,41093
32976,3,6,41093
32977,0,5,41094
32978,1,2,41094
32979,2,5,41094
32980,3,5,41094
32981,0,1,41095
32982,1,3,41095
32983,2,3,41095
32984,3,2,41095
32985,0,1,41096
32986,1,2,41096
32987,2,1,41096
32988,3,5,41096
32989,0,8,41097
32990,1,4,41097
32991,2,1,41097
32992,3,7,41097
32993,0,1,41098
32994,1,4,41098
32995,2,1,41098
32996,3,7,41098
32997,0,7,41099
32998,1,6,41099
32999,2,7,41099
33000,3,1,41099
33001,0,2,41101
33002,0,4,41102
33003,1,2,41102
33004,0,2,41114
33005,1,2,41114
33006,2,3,41114
33007,0,1,41116
33008,1,3,41116
33009,2,3,41116
33010,0,2,41117
33011,1,3,41117
33012,2,3,41117
33013,0,4,41118
33014,1,1,41118
33015,2,3,41118
33016,0,2,41119
33017,0,2,41120
33018,0,4,41122
33019,0,2,41125
33020,0,12,41126
33021,0,1,41137
33022,1,3,41137
33023,0,2,41138
33024,1,3,41138
33025,0,1,41139
33026,1,4,41139
33027,0,1,41140
33028,1,4,41140
33029,0,4,41149
33030,1,2,41149
33031,0,10,41163
33032,0,10,41164
33033,0,1,41165
33034,0,1,41166
33035,0,1,41171
33036,1,3,41171
33037,0,3,41172
33038,1,2,41172
33039,0,1,41173
33040,1,4,41173
33041,0,2,41174
33042,1,2,41174
33043,0,3,41175
33044,1,2,41175
33045,0,10,41178
33046,0,12,41179
33047,0,10,41180
33048,0,8,41183
33049,0,3,41185
33050,1,2,41185
33051,0,3,41187
33052,1,1,41187
33053,0,1,41189
33054,1,3,41189
33055,0,1,41190
33056,1,3,41190
33057,0,10,41191
33058,0,1,41192
33059,1,3,41192
33060,0,1,41193
33061,1,3,41193
33062,0,1,41194
33063,1,3,41194
33064,0,1,41195
33065,1,3,41195
33066,0,2,41196
33067,1,3,41196
33068,0,1,41200
33069,1,1,41200
33070,2,3,41200
33071,0,2,41201
33072,1,2,41201
33073,2,3,41201
33074,0,3,41202
33075,1,3,41202
33076,2,3,41202
33077,0,4,41203
33078,1,1,41203
33079,2,3,41203
33080,0,3,41206
33081,1,5,41206
33082,2,4,41206
33083,3,5,41206
33084,0,1,41207
33085,1,4,41207
33086,0,1,41208
33087,1,4,41208
33088,0,13,41219
33089,0,6,41227
33090,1,2,41227
33091,2,5,41227
33092,3,2,41227
33093,0,1,41230
33094,1,1,41230
33095,0,3,41231
33096,1,2,41231
33097,0,2,41236
33098,1,1,41236
33099,2,2,41236
33100,0,9,41257
33101,0,9,41258
33102,0,9,41259
33103,0,9,41260
33104,0,3,41261
33105,0,12,41262
33106,0,13,41278
33107,0,12,41280
33108,0,7,41283
33109,1,2,41283
33110,2,4,41283
33111,3,5,41283
33112,0,13,41289
33113,0,2,41325
33114,0,2,41327
33115,0,2,41332
33116,0,3,41333
33117,0,3,41334
33118,0,7,41335
33119,0,5,41336
33120,0,1,41337
33121,0,4,41338
33122,0,2,41339
33123,0,5,41341
33124,0,3,41345
33125,0,4,41346
33126,0,5,41347
33127,0,6,41348
33128,0,2,41349
33129,0,3,41350
33130,0,4,41351
33131,0,5,41352
33132,0,6,41353
33133,0,2,41375
33134,1,2,41375
33135,0,2,41376
33136,1,2,41376
33137,0,2,41377
33138,1,2,41377
33139,0,4,41388
33140,1,3,41388
33141,0,2,41389
33142,1,4,41389
33143,0,1,41390
33144,1,4,41390
33145,0,2,41391
33146,1,4,41391
33147,0,1,41392
33148,1,4,41392
33149,0,2,41400
33150,1,2,41400
33151,0,7,41404
33152,1,4,41404
33153,2,5,41404
33154,3,5,41404
33155,0,1,41405
33156,1,2,41405
33157,2,1,41405
33158,3,1,41405
33159,0,4,41408
33160,1,5,41408
33161,2,6,41408
33162,3,2,41408
33163,0,1,41409
33164,1,1,41409
33165,2,1,41409
33166,3,1,41409
33167,0,1,41417
33168,1,1,41417
33169,2,1,41417
33170,0,2,41418
33171,1,2,41418
33172,2,1,41418
33173,0,3,41419
33174,1,3,41419
33175,2,1,41419
33176,0,4,41420
33177,1,1,41420
33178,2,1,41420
33179,0,1,41421
33180,1,1,41421
33181,2,1,41421
33182,0,1,41422
33183,1,1,41422
33184,2,1,41422
33185,3,1,41422
33186,0,1,41423
33187,1,2,41423
33188,2,2,41423
33189,0,1,41435
33190,0,3,41439
33191,1,2,41439
33192,2,3,41439
33193,0,2,41442
33194,1,3,41442
33195,2,3,41442
33196,0,3,41450
33197,1,3,41450
33198,2,2,41450
33199,0,4,41464
33200,1,3,41464
33201,0,4,41474
33202,0,9,41476
33203,0,1,41491
33204,1,3,41491
33205,0,3,41492
33206,1,1,41492
33207,0,1,41498
33208,1,3,41498
33209,0,3,41499
33210,0,2,41500
33211,0,3,41502
33212,0,5,41503
33213,0,2,41504
33214,0,2,41542
33215,1,2,41542
33216,2,1,41542
33217,0,3,41543
33218,1,2,41543
33219,2,1,41543
33220,0,1,41544
33221,1,1,41544
33222,2,1,41544
33223,0,3,41549
33224,1,1,41549
33225,2,3,41549
33226,0,1,41552
33227,1,1,41552
33228,0,1,41556
33229,1,3,41556
33230,2,3,41556
33231,0,1,41558
33232,1,2,41558
33233,2,3,41558
33234,0,1,41559
33235,1,1,41559
33236,2,2,41559
33237,0,2,41560
33238,1,2,41560
33239,2,2,41560
33240,0,4,41561
33241,1,2,41561
33242,2,1,41561
33243,0,3,41562
33244,1,3,41562
33245,2,2,41562
33246,0,4,41563
33247,1,1,41563
33248,2,2,41563
33249,0,3,41564
33250,1,3,41564
33251,2,1,41564
33252,0,4,41565
33253,1,2,41565
33254,0,3,41566
33255,1,1,41566
33256,0,2,41567
33257,1,2,41567
33258,2,3,41567
33259,0,4,41569
33260,1,3,41569
33261,2,2,41569
33262,0,3,41570
33263,1,1,41570
33264,2,2,41570
33265,0,3,41575
33266,1,1,41575
33267,2,2,41575
33268,0,2,41585
33269,1,4,41585
33270,0,4,41586
33271,1,4,41586
33272,0,4,41587
33273,1,4,41587
33274,0,2,41589
33275,1,2,41589
33276,2,2,41589
33277,0,1,41598
33278,1,3,41598
33279,2,2,41598
33280,0,2,41599
33281,1,1,41599
33282,2,3,41599
33283,0,4,41603
33284,1,3,41603
33285,0,1,41636
33286,1,1,41636
33287,2,1,41636
33288,0,2,41637
33289,1,2,41637
33290,2,1,41637
33291,0,3,41638
33292,1,3,41638
33293,2,1,41638
33294,0,4,41639
33295,1,1,41639
33296,2,1,41639
33297,0,1,41681
33298,1,6,41681
33299,2,5,41681
33300,3,6,41681
33301,0,7,41682
33302,1,1,41682
33303,2,4,41682
33304,3,3,41682
33305,0,2,41683
33306,1,4,41683
33307,2,5,41683
33308,3,5,41683
33309,0,1,41696
33310,1,1,41696
33311,2,3,41696
33312,0,3,41697
33313,1,3,41697
33314,2,1,41697
33315,0,1,41698
33316,1,3,41698
33317,2,1,41698
33318,0,4,41701
33319,1,3,41701
33320,2,3,41701
33321,0,3,41719
33322,0,2,41721
33323,0,3,41722
33324,0,9,41723
33325,0,3,41724
33326,0,10,41725
33327,0,12,41726
33328,0,11,41727
33329,0,3,41728
33330,0,10,41729
33331,0,10,41730
33332,0,9,41731
33333,0,9,41732
33334,0,11,41733
33335,0,11,41734
33336,0,5,41737
33337,0,5,41738
33338,0,3,41739
33339,0,4,41742
33340,0,3,41743
33341,0,4,41744
33342,0,5,41745
33343,0,5,41746
33344,0,2,41747
33345,0,4,41748
33346,0,3,41749
33347,0,2,41750
33348,0,4,41751
33349,0,4,41752
33350,0,6,41753
33351,0,6,41754
33352,0,3,41755
33353,0,6,41756
33354,0,6,41757
33355,0,4,41758
33356,0,3,41759
33357,0,4,41760
33358,0,3,41781
33359,1,3,41781
33360,2,3,41781
33361,0,1,41784
33362,1,2,41784
33363,2,2,41784
33364,0,2,41785
33365,1,1,41785
33366,2,1,41785
33367,0,2,41786
33368,1,4,41786
33369,0,2,41788
33370,1,2,41788
33371,0,9,41789
33372,0,1,41805
33373,1,1,41805
33374,2,2,41805
33375,0,1,41806
33376,1,1,41806
33377,2,3,41806
33378,0,3,41807
33379,1,3,41807
33380,2,1,41807
33381,0,1,41808
33382,1,3,41808
33383,2,1,41808
33384,0,3,41812
33385,1,2,41812
33386,0,1,41813
33387,1,4,41813
33388,0,6,41825
33389,0,3,41841
