ID,DifficultyID,CategoryRecoveryTime,RecoveryTime,StartRecoveryTime,AuraSpellID,SpellID
5766,0,0,120000,1000,0,79140
5768,0,0,120000,0,0,79206
5769,0,0,30000,1500,0,79268
5770,0,0,4000,0,0,79280
5771,0,6000,0,1500,0,79282
5772,0,6000,0,1500,0,79286
5773,0,0,4000,0,0,79289
5774,0,0,0,1500,0,79311
5775,0,0,0,1500,0,79312
5776,0,0,0,1500,0,79315
5777,0,0,0,1500,0,79316
5778,0,0,0,1500,0,79579
5779,0,0,6000,1500,0,79621
5780,0,0,0,1500,0,79623
5782,0,0,0,1500,0,80240
5783,0,0,0,1500,0,80313
5784,0,0,300000,1500,0,80353
5785,0,0,0,1500,0,80398
5790,0,0,120000,0,0,80483
5792,0,0,0,1000,0,80861
5794,0,60000,0,0,0,80964
5795,0,60000,0,0,0,80965
5797,0,0,0,1500,0,81101
5799,0,0,0,1000,0,81170
5800,0,0,60000,1500,0,81244
5803,0,0,60000,1500,0,81283
5804,0,0,60000,1500,0,81286
5805,0,0,60000,1500,0,81291
5808,0,0,120000,0,0,81708
5842,0,0,0,1500,0,7951
5942,0,0,5000,0,0,52510
5953,0,0,5000,0,0,59576
5955,0,0,0,1500,0,60288
5959,0,0,3000,1500,0,62246
5960,0,0,1000,0,0,62515
5961,0,0,0,1500,0,62682
5962,0,0,10000,0,0,62788
5963,0,0,0,1500,0,62804
5966,0,0,1000,0,0,62885
5967,0,0,0,4000,0,62975
5968,0,0,0,5000,0,63520
5969,0,0,60000,0,0,63602
5970,0,0,120000,0,0,63603
5971,0,0,6000,1500,0,63996
5972,0,0,0,1500,0,64244
5973,0,0,3000,0,0,64306
5974,0,6000,0,1500,0,64327
5975,0,120000,0,0,0,64585
5976,0,0,0,500,0,64664
5978,0,0,0,1500,0,65046
5979,0,0,5000,1000,0,65048
5980,0,0,1000,0,0,65063
5981,0,0,9000,0,0,65216
5982,0,0,2000,0,0,65231
5983,0,0,15000,0,0,65232
5984,0,0,250,0,0,65373
5985,0,0,0,1000,0,65402
5986,0,0,0,1000,0,65406
5987,0,0,0,1000,0,65407
5988,0,0,1000,0,0,65423
5989,0,0,500,0,0,65479
5990,0,0,2000,0,0,65489
5991,0,0,5000,0,0,65550
5993,0,0,120000,0,0,65656
5994,0,0,120000,0,0,65668
5995,0,0,120000,0,0,65672
5996,0,0,120000,0,0,65674
5997,0,0,120000,0,0,65676
5998,0,0,250,0,0,65713
5999,0,0,3000,0,0,65786
6000,0,0,30000,1500,0,65798
6001,0,0,1000,1000,0,65837
6002,0,0,32000,0,0,65864
6003,0,0,10000,0,0,65865
6004,0,0,6000,1500,0,65912
6006,0,0,0,1500,0,65951
6007,0,0,6000,1500,0,65984
6008,0,0,5000,1000,0,66298
6009,0,0,1500,1000,0,66299
6010,0,0,10000,1000,0,66300
6011,0,0,0,2000,0,66306
6012,0,0,500,0,0,66427
6013,0,0,3000,0,0,66811
6014,0,0,5000,0,0,66868
6015,0,0,500,0,0,66893
6016,0,0,1500,0,0,66909
6017,0,0,1500,0,0,66910
6018,0,0,1500,0,0,66911
6019,0,0,1500,0,0,66912
6020,0,0,1500,0,0,66913
6021,0,0,12000,0,0,66937
6022,0,0,0,1500,0,66967
6023,0,0,1500,0,0,67063
6024,0,0,0,1500,0,67171
6025,0,0,0,1500,0,67175
6026,0,0,0,500,0,67192
6027,0,0,0,500,0,67212
6028,0,0,0,1500,0,67219
6029,0,0,1500,0,0,67279
6030,0,0,1000,0,0,67362
6032,0,0,6000,0,0,67688
6033,0,0,0,1500,0,67794
6034,0,0,1500,1500,0,67800
6035,0,0,8000,0,0,67805
6036,0,0,1500,0,0,67843
6037,0,0,12000,0,0,68172
6038,0,0,2000,0,0,68173
6039,0,0,20000,0,0,68177
6040,0,0,15000,0,0,68219
6041,0,0,1500,0,0,68235
6042,0,0,20000,0,0,68422
6043,0,0,10000,0,0,68440
6044,0,0,10000,0,0,68441
6045,0,0,1500,0,0,68445
6046,0,0,8000,0,0,68446
6047,0,0,120000,0,0,68469
6048,0,0,20000,0,0,68491
6049,0,0,15000,1000,0,68548
6050,0,0,2000,0,0,68564
6051,0,0,1000,0,0,68596
6052,0,0,1000,0,0,68597
6053,0,0,1000,0,0,68598
6054,0,0,4000,0,0,68613
6055,0,0,0,1500,0,68659
6056,0,0,0,1500,0,68660
6057,0,0,30000,1500,0,68668
6058,0,0,0,1500,0,68669
6059,0,0,0,1500,0,68670
6060,0,0,10000,1500,0,68672
6061,0,0,0,1500,0,68676
6062,0,0,6000,1500,0,68680
6063,0,0,10000,0,0,68728
6064,0,0,3000,0,0,68903
6065,0,0,10000,0,0,68945
6066,0,0,0,1500,0,68990
6067,0,0,120000,0,0,68992
6068,0,0,1500,0,0,68996
6069,0,120000,120000,1500,0,69041
6070,0,0,1800000,1500,0,69046
6071,0,120000,120000,1500,0,69070
6074,0,0,120000,0,0,69179
6075,0,0,5000,1000,0,69228
6076,0,0,0,1000,0,69280
6077,0,6000,0,1500,0,69304
6078,0,0,0,1500,0,69305
6079,0,0,1000,0,0,69354
6080,0,0,500,0,0,69367
6081,0,0,500,0,0,69433
6082,0,0,500,0,0,69435
6083,0,0,5000,0,0,69453
6084,0,0,10000,0,0,69461
6085,0,0,2000,0,0,69517
6086,0,0,0,1500,0,69607
6087,0,0,0,1500,0,69608
6088,0,0,0,1500,0,69626
6089,0,0,0,1500,0,69630
6090,0,0,1000,0,0,69794
6091,0,0,0,1500,0,69867
6092,0,0,0,1500,0,69992
6093,0,0,0,1500,0,70051
6095,0,0,5000,1000,0,70151
6096,0,0,5000,1000,0,70152
6097,0,0,0,1500,0,70171
6098,0,0,0,2000,0,70218
6099,0,0,0,1500,0,70340
6103,0,5000,0,0,0,70456
6104,0,0,0,250,0,70607
6105,0,0,1000,0,0,70631
6106,0,0,0,1500,0,70732
6107,0,0,250,0,0,70735
6108,0,0,0,1500,0,70736
6109,0,0,0,1500,0,70741
6110,0,0,0,1500,0,70742
6112,0,6000,0,1500,0,70796
6114,0,0,5000,0,0,71349
6115,0,0,0,1500,0,71526
6116,0,0,1000,0,0,71543
6117,0,0,5000,1000,0,71658
6118,0,0,0,1000,0,71659
6119,0,0,10000,1000,0,71660
6120,0,0,0,1500,0,71804
6121,0,0,0,4000,0,71812
6122,0,0,0,1500,0,71867
6124,0,0,0,1000,0,71974
6125,0,0,300000,1500,0,71975
6126,0,0,0,1000,0,71984
6127,0,0,0,1500,0,71985
6128,0,0,1500,0,0,72013
6129,0,0,0,1500,0,72014
6130,0,0,0,1500,0,72043
6131,0,0,1000,0,0,72051
6132,0,6000,0,1500,0,72114
6133,0,0,6000,0,0,72177
6134,0,0,1500,0,0,72188
6135,0,0,0,1500,0,72205
6136,0,0,0,1500,0,72206
6137,0,0,1500,0,0,72210
6138,0,0,5000,0,0,72226
6139,0,0,0,1000,0,72240
6140,0,0,0,1000,0,72246
6141,0,0,0,1000,0,72294
6142,0,0,0,1500,0,72339
6143,0,0,2000,0,0,72375
6144,0,0,1000,0,0,72472
6145,0,0,5000,1000,0,72520
6146,0,0,10000,0,0,72591
6147,0,0,1000,0,0,72596
6148,0,0,1000,0,0,72609
6149,0,0,1000,0,0,72616
6150,0,0,10000,0,0,72654
6151,0,0,1500,0,0,72741
6152,0,0,0,20000,0,72849
6153,0,0,0,1000,0,72887
6154,0,0,0,1500,0,72922
6155,0,0,0,1500,0,72932
6156,0,0,5000,1000,0,72940
6157,0,0,0,1500,0,73066
6158,0,0,0,1500,0,73155
6159,0,0,1500,0,0,73207
6160,0,0,0,1500,0,73212
6161,0,0,0,1500,0,73254
6162,0,0,0,1500,0,73257
6163,0,0,0,1500,0,73291
6164,0,0,300000,0,0,73302
6165,0,0,0,1000,0,73393
6167,0,0,500,500,0,73456
6168,0,0,0,1500,0,73461
6169,0,0,0,1500,0,73462
6170,0,0,0,1500,0,73463
6171,0,0,5000,500,0,73477
6172,0,1000,0,0,0,73478
6173,0,0,0,3000,0,73485
6174,0,0,0,3000,0,73486
6184,0,0,0,1500,0,73507
6185,0,0,5000,5000,0,73518
6188,0,0,1000,0,0,73673
6189,0,0,0,1500,0,73692
6190,0,0,1000,0,0,73742
6191,0,1500,0,0,0,73841
6192,0,0,5000,0,0,73851
6193,0,0,6000,2000,0,73874
6194,0,120000,600000,1000,0,73903
6195,0,0,5000,0,0,73945
6196,0,0,3000,0,0,73958
6197,0,0,3000,0,0,73969
6198,0,0,0,1500,0,73976
6200,0,1000,1000,0,0,73982
6201,0,1000,1000,0,0,73983
6202,0,0,1000,0,0,73984
6203,0,0,0,1000,0,73991
6204,0,0,3000,1000,0,73994
6205,0,1000,15000,0,0,73995
6206,0,0,8000,1000,0,73997
6207,0,0,1500,1000,0,73998
6208,0,1500,0,0,0,74000
6209,0,1500,0,0,0,74003
6210,0,1500,0,0,0,74004
6211,0,1500,0,0,0,74005
6212,0,6000,0,1500,0,74019
6213,0,0,0,1500,0,74020
6214,0,0,0,1500,0,74022
6215,0,0,10000,0,0,74089
6216,0,3000,0,1500,0,74104
6217,0,0,0,1500,0,74122
6218,0,5000,0,0,0,74136
6220,0,0,250,0,0,74183
6221,0,0,5000,1000,0,74309
6222,0,0,2000,0,0,74359
6223,0,0,2000,0,0,74397
6224,0,6000,0,1500,0,74425
6225,0,0,0,1500,0,74428
6226,0,0,10000,0,0,74489
6227,0,0,0,1500,0,74494
6228,0,0,120000,0,0,74497
6229,0,0,0,1500,0,74498
6230,0,30000,0,0,0,74504
6231,0,0,1500,0,0,74578
6232,0,0,120000,0,0,74606
6233,0,0,0,1000,0,74622
6234,0,10000,0,0,0,74640
6235,0,10000,0,0,0,74668
6236,0,4000,0,0,0,74739
6237,0,4000,0,0,0,74740
6238,0,4000,0,0,0,74741
6239,0,0,0,1500,0,74811
6240,0,2000,2000,0,0,74922
6241,0,5000,0,0,0,74930
6242,0,9000,0,9000,0,74934
6243,0,9000,0,9000,0,74935
6244,0,9000,0,9000,0,74937
6245,0,0,1000,0,0,74948
6246,0,0,0,1500,0,74973
6247,0,2000,2000,0,0,74974
6248,0,0,0,1500,0,75014
6249,0,0,0,1500,0,75015
6250,0,0,0,1500,0,75019
6251,0,0,0,1500,0,75021
6252,0,0,0,1500,0,75043
6253,0,0,3000,0,0,75067
6254,0,0,0,1500,0,75068
6255,0,2000,2000,0,0,75070
6256,0,0,0,1500,0,75139
6263,0,3000,0,0,0,75158
6264,0,3000,0,1500,0,75241
6265,0,0,0,1500,0,75242
6266,0,0,10000,0,0,75275
6267,0,0,0,1000,0,75342
6268,0,30000,0,0,0,75355
6270,0,0,140000,0,0,75392
6271,0,0,5000,0,0,75395
6272,0,0,60000,0,0,75400
6273,0,0,3000,0,0,75409
6274,0,0,3000,0,0,75410
6275,0,0,3000,0,0,75411
6276,0,4000,0,0,0,75428
6277,0,0,0,1500,0,75439
6278,0,0,3000,0,0,75443
6279,0,0,0,1500,0,75527
6280,0,0,0,1500,0,75528
6281,0,0,0,5000,0,75556
6282,0,0,1500,1500,0,75557
6283,0,0,0,1500,0,75561
6284,0,0,0,1500,0,75562
6285,0,0,6000,1500,0,75563
6286,0,0,0,1500,0,75604
6287,0,10000,0,1500,0,75609
6288,0,0,0,1500,0,75635
6289,0,0,0,1000,0,75637
6290,0,0,1000,0,0,75638
6291,0,20000,0,0,0,75656
6292,0,0,5000,1000,0,75668
6293,0,0,0,1000,0,75678
6294,0,0,6000,1500,0,75684
6295,0,0,10000,1000,0,75698
6296,0,0,0,1500,0,75722
6298,0,0,500,0,0,75776
6300,0,0,500,0,0,75794
6301,0,0,2000,0,0,75832
6302,0,0,0,1500,0,75833
6303,0,0,0,1500,0,75849
6304,0,0,0,1500,0,75923
6305,0,0,0,1500,0,75961
6306,0,18000,0,0,0,75967
6307,0,18000,0,0,0,75968
6308,0,0,30000,0,0,75994
6309,0,0,0,1500,0,76001
6310,0,6000,0,1500,0,76016
6311,0,0,0,1500,0,76026
6312,0,0,0,1500,0,76047
6313,0,0,0,1500,0,76094
6314,0,10000,0,1500,0,76100
6315,0,0,0,1500,0,76160
6316,0,1000,0,1500,0,76170
6317,0,1000,0,1500,0,76171
6318,0,3000,0,0,0,76184
6320,0,0,140000,0,0,76214
6321,0,0,140000,0,0,76217
6322,0,7000,0,0,0,76325
6323,0,0,10000,0,0,76337
6325,0,24000,0,0,0,76417
6326,0,0,0,1500,0,76418
6327,0,0,0,30000,0,76460
6328,0,0,0,1500,0,76478
6329,0,0,0,1500,0,76484
6330,0,0,15000,1000,0,76490
6331,0,0,0,1000,0,76511
6333,0,0,0,1500,0,76579
6334,0,0,0,1500,0,76584
6335,0,0,0,1500,0,76591
6336,0,0,60000,1500,0,76597
6337,0,6000,6000,1000,0,76610
6338,0,0,0,1000,0,76643
6339,0,0,6000,1000,0,76664
6340,0,3000,0,0,0,76674
6341,0,3000,0,0,0,76675
6342,0,6000,0,1500,0,76680
6343,0,0,0,1500,0,76719
6344,0,0,0,1500,0,76720
6345,0,5000,0,0,0,76727
6346,0,5000,0,0,0,76729
6347,0,6000,0,1500,0,76732
6348,0,0,0,1500,0,76815
6349,0,0,0,1500,0,76820
6350,0,0,1500,0,0,76846
6351,0,0,1000,0,0,76859
6352,0,0,0,1500,0,76876
6353,0,0,1500,0,0,76887
6354,0,0,1500,0,0,76889
6355,0,0,30000,1500,0,76903
6358,0,0,10000,1000,0,77001
6359,0,0,0,1500,0,77023
6360,0,3000,0,0,0,77024
6362,0,0,0,1500,0,77042
6363,0,0,1500,0,0,77055
6364,0,3000,0,0,0,77060
6365,0,3000,0,0,0,77061
6366,0,0,0,1500,0,77069
6367,0,3000,0,0,0,77106
6368,0,0,0,1500,0,77160
6369,0,0,0,1500,0,77230
6370,0,0,3000,0,0,77301
6371,0,0,0,1500,0,77313
6372,0,0,0,1000,0,77330
6373,0,0,0,1500,0,77345
6374,0,0,2000,0,0,77380
6375,0,0,3000,0,0,77408
6376,0,0,0,1500,0,77426
6377,0,0,0,1500,0,77434
6378,0,20000,0,0,0,77438
6379,0,0,0,1500,0,77457
6380,0,0,0,1500,0,77500
6381,0,0,0,1500,0,77508
6382,0,3000,0,0,0,77518
6383,0,0,1500,0,0,77526
6384,0,0,32000,0,0,77546
6385,0,0,0,1500,0,77553
6386,0,3000,0,0,0,77557
6387,0,0,0,1500,0,77567
6388,0,2000,0,1500,0,77569
6389,0,0,0,5000,0,77571
6390,0,0,0,1500,0,77593
6392,0,0,2000,0,0,77628
6393,0,0,10000,0,0,77629
6394,0,0,0,1500,0,77645
6395,0,0,3000,0,0,77664
6396,0,0,0,1500,0,77670
6397,0,2000,0,1000,0,77679
6398,0,0,3000,0,0,77682
6399,0,0,0,1500,0,77695
6400,0,0,0,1000,0,77699
6401,0,0,0,1500,0,77718
6402,0,0,0,1500,0,77721
6403,0,0,0,1500,0,77722
6404,0,0,0,250,0,77743
6405,0,0,15000,1500,0,77745
6406,0,0,0,1000,0,77760
6408,0,10000,0,0,0,77780
6409,0,3000,0,1000,0,77786
6410,0,120000,0,0,0,77806
6411,0,0,1000,0,0,77814
6412,0,2000,0,1500,0,77896
6413,0,0,0,1000,0,77912
6414,0,0,0,750,0,77913
6415,0,0,6000,0,0,77917
6416,0,6000,0,1500,0,77918
6417,0,0,0,1500,0,77921
6419,0,0,6000,0,0,77941
6420,0,0,10000,0,0,77977
6421,0,0,0,1500,0,77993
6422,0,3000,0,0,0,77995
6423,0,8000,0,0,0,77998
6424,0,0,0,1500,0,78011
6425,0,0,0,1500,0,78026
6426,0,0,0,1500,0,78060
6427,0,0,0,1500,0,78061
6428,0,0,0,1500,0,78066
6429,0,1500,0,0,0,78068
6430,0,10000,0,0,0,78075
6431,0,0,30000,0,0,78106
6432,0,0,3000,0,0,78109
6433,0,0,8000,1500,0,78144
6434,0,6000,0,1500,0,78145
6435,0,0,6000,1500,0,78146
6436,0,0,300000,1500,0,78151
6437,0,0,600000,1500,0,78154
6438,0,0,0,1000,0,78155
6439,0,0,0,1000,0,78156
6440,0,0,0,1000,0,78157
6441,0,0,0,1000,0,78158
6442,0,0,0,1000,0,78159
6443,0,0,0,1500,0,78160
6444,0,0,0,1000,0,78161
6445,0,0,1500,0,0,78176
6446,0,0,1500,0,0,78178
6447,0,0,1500,0,0,78179
6448,0,0,1500,0,0,78180
6449,0,0,0,1500,0,78183
6450,0,15000,0,0,0,78189
6451,0,0,0,1000,0,78222
6452,0,0,3000,0,0,78269
6453,0,0,0,1500,0,78273
6454,0,0,0,1500,0,78294
6455,0,0,0,1000,0,78295
6456,0,0,0,4000,0,78331
6458,0,0,0,1000,0,78371
6459,0,0,4000,1500,0,78372
6460,0,0,1500,0,0,78403
6461,0,0,0,1500,0,78491
6462,0,0,0,1500,0,78521
6464,0,10000,0,0,0,78603
6465,0,0,0,1500,0,78623
6466,0,6000,0,1500,0,78630
6467,0,0,15000,1000,0,78638
6468,0,0,0,1500,0,78660
6469,0,0,0,1500,0,78678
6470,0,0,0,1500,0,78683
6471,0,0,0,1500,0,78685
6472,0,0,0,1500,0,78702
6473,0,8000,0,1500,0,78732
6474,0,6000,0,1500,0,78754
6475,0,0,0,1500,0,78770
6476,0,10000,0,0,0,78778
6477,0,0,0,1500,0,78799
6478,0,0,0,1500,0,78802
6479,0,0,0,1500,0,78808
6480,0,0,0,1500,0,78810
6481,0,30000,0,1500,0,78823
6482,0,0,200,200,0,78825
6483,0,7000,0,1500,0,78828
6484,0,0,0,1500,0,78832
6485,0,0,0,1500,0,78841
6486,0,60000,0,0,0,78899
6487,0,60000,0,0,0,78906
6488,0,5000,0,0,0,78916
6489,0,0,0,1500,0,78921
6490,0,0,0,1500,0,78962
6491,0,0,0,1500,0,78966
6492,0,0,0,1000,0,78968
6493,0,0,8000,1000,0,78972
6494,0,10000,0,0,0,78989
6495,0,60000,0,0,0,78990
6496,0,0,0,1000,0,79019
6497,0,0,10000,1000,0,79020
6498,0,8000,0,0,0,79023
6499,0,0,250,0,0,79024
6500,0,0,250,0,0,79040
6501,0,0,100,0,0,79043
6502,0,0,250,0,0,79044
6503,0,0,250,0,0,79046
6504,0,0,0,1000,0,79050
6505,0,0,0,1500,0,79085
6506,0,0,1000,0,0,79205
6507,0,0,10000,1000,0,79213
6508,0,0,0,1000,0,79222
6509,0,0,8000,1000,0,79223
6510,0,0,10000,1000,0,79224
6511,0,0,0,500,0,79247
6512,0,0,500,0,0,79319
6513,0,0,1000,0,0,79323
6514,0,3000,0,1000,0,79340
6515,0,0,0,1000,0,79345
6516,0,6000,0,1000,0,79351
6517,0,0,0,1500,0,79425
6518,0,0,0,1000,0,79429
6519,0,0,8000,0,0,79430
6520,0,0,0,1000,0,79431
6521,0,0,1000,0,0,79449
6522,0,1000,0,0,0,79470
6523,0,60000,0,0,0,79475
6524,0,60000,0,0,0,79476
6525,0,8000,0,0,0,79499
6526,0,40000,0,0,0,79507
6527,0,0,0,1500,0,79539
6528,0,0,0,1500,0,79558
6529,0,0,0,1500,0,79563
6530,0,0,0,1500,0,79565
6531,0,0,0,1500,0,79571
6532,0,0,0,500,0,79572
6533,0,2000,0,0,0,79580
6534,0,0,0,1500,0,79581
6535,0,0,6000,1500,0,79583
6536,0,0,0,1500,0,79584
6537,0,18000,0,1500,0,79616
6538,0,18000,0,1500,0,79619
6540,0,1000,0,0,0,79633
6541,0,1000,0,0,0,79634
6542,0,0,0,1500,0,79673
6543,0,0,0,1500,0,79719
6544,0,30000,0,1500,0,79733
6545,0,0,0,1500,0,79777
6546,0,0,0,1500,0,79811
6547,0,0,0,1500,0,79831
6548,0,0,0,1500,0,79833
6549,0,0,0,1500,0,79847
6550,0,0,0,1500,0,79849
6551,0,0,0,1000,0,79851
6552,0,0,0,1000,0,79852
6553,0,0,0,1500,0,79857
6554,0,0,0,1500,0,79859
6555,0,0,30000,1000,0,79864
6556,0,0,10000,0,0,79865
6557,0,0,0,1500,0,79868
6558,0,0,15000,0,0,79870
6559,0,20000,0,1500,0,79872
6560,0,10000,0,0,0,79878
6561,0,0,0,1500,0,79880
6562,0,0,0,1500,0,79881
6563,0,0,300000,1500,0,79883
6564,0,0,0,1500,0,79884
6565,0,0,0,1500,0,79885
6566,0,0,0,1500,0,79886
6567,0,0,0,1500,0,79890
6568,0,0,0,1500,0,79891
6569,0,0,0,1500,0,79893
6570,0,0,0,1500,0,79895
6571,0,0,0,1500,0,79896
6572,0,0,8000,1500,0,79899
6573,0,0,0,1500,0,79902
6574,0,3000,0,0,0,79904
6575,0,0,0,1500,0,79909
6576,0,6000,0,1500,0,79913
6577,0,0,0,1500,0,79914
6578,0,3000,0,0,0,79921
6579,0,0,0,1500,0,79926
6580,0,0,0,1500,0,79927
6581,0,0,0,1500,0,79930
6582,0,0,0,1500,0,79932
6583,0,0,0,1500,0,79933
6584,0,0,0,1500,0,79934
6585,0,0,0,1500,0,79939
6586,0,0,0,1500,0,79949
6587,0,0,0,1500,0,79954
6588,0,0,0,1500,0,79956
6589,0,0,0,1500,0,79957
6590,0,0,0,1500,0,79958
6591,0,0,0,1500,0,79961
6592,0,0,0,1500,0,79962
6593,0,0,0,1500,0,79963
6594,0,0,0,1500,0,79964
6595,0,0,0,1500,0,79966
6596,0,0,0,1500,0,79967
6597,0,0,0,1500,0,79968
6598,0,0,0,1500,0,79971
6599,0,0,0,1500,0,79972
6600,0,0,0,1500,0,79976
6601,0,0,0,1500,0,79977
6602,0,0,0,1500,0,80003
6603,0,0,0,1500,0,80004
6604,0,0,0,1500,0,80009
6605,0,0,10000,1500,0,80012
6606,0,0,0,1500,0,80015
6607,0,0,0,1500,0,80016
6608,0,0,0,1500,0,80018
6609,0,0,30000,0,0,80070
6610,0,0,0,3000,0,80101
6611,0,3000,0,0,0,80130
6612,0,3000,0,0,0,80145
6613,0,0,0,1500,0,80174
6614,0,2000,0,2000,0,80183
6617,0,0,0,1500,0,80256
6619,0,3000,0,0,0,80270
6620,0,0,1000,0,0,80277
6621,0,0,0,1500,0,80304
6622,0,0,0,1500,0,80306
6623,0,10000,0,0,0,80352
6624,0,0,15000,1000,0,80365
6625,0,5000,0,0,0,80390
6626,0,0,6000,6000,0,80393
6627,0,0,0,1500,0,80419
6628,0,0,6000,6000,0,80436
6629,0,0,6000,6000,0,80446
6630,0,0,0,1500,0,80450
6631,0,3000,0,1500,0,80451
6632,0,0,0,1500,0,80452
6633,0,0,0,1500,0,80465
6634,0,0,0,1500,0,80522
6635,0,0,0,1500,0,80527
6636,0,0,0,1500,0,80555
6637,0,0,3000,0,0,80562
6638,0,0,0,1500,0,80564
6639,0,0,0,1500,0,80570
6640,0,0,0,1500,0,80576
6641,0,0,0,1000,0,80588
6642,0,60000,0,0,0,80597
6643,0,0,0,1500,0,80607
6644,0,0,0,1500,0,80638
6645,0,13000,0,0,0,80652
6646,0,0,0,1500,0,80716
6647,0,0,0,1500,0,80820
6648,0,6000,0,1000,0,80869
6649,0,20000,0,0,0,80920
6650,0,0,10000,0,0,80952
6651,0,0,0,1500,0,80966
6652,0,0,0,1500,0,80983
6653,0,0,1200000,1500,0,80985
6654,0,0,10000,0,0,80994
