ID,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6],ItemLevel
69,88.43496,93.348015,98.26107,98.26107,98.26107,98.26107,98.26107,69
70,89.171745,94.12573,99.07972,99.07972,99.07972,99.07972,99.07972,70
71,89.920685,94.91628,99.91187,99.91187,99.91187,99.91187,99.91187,71
72,92.52237,97.6625,102.80263,102.80263,102.80263,102.80263,102.80263,72
73,93.30262,98.48609,103.66957,103.66957,103.66957,103.66957,103.66957,73
74,94.0959,99.32345,104.551,104.551,104.551,104.551,104.551,74
75,96.85189,102.23255,107.61321,107.61321,107.61321,107.61321,107.61321,75
76,97.6785,103.10508,108.53167,108.53167,108.53167,108.53167,108.53167,76
77,98.51908,103.99237,109.46565,109.46565,109.46565,109.46565,109.46565,77
78,101.4397,107.07524,112.71078,112.71078,112.71078,112.71078,112.71078,78
79,102.31577,107.99998,113.6842,113.6842,113.6842,113.6842,113.6842,79
80,103.20684,108.94055,114.67426,114.67426,114.67426,114.67426,114.67426,80
81,106.30317,112.2089,118.11463,118.11463,118.11463,118.11463,118.11463,81
82,107.23204,113.18938,119.14671,119.14671,119.14671,119.14671,119.14671,82
83,108.17699,114.18683,120.19666,120.19666,120.19666,120.19666,120.19666,83
84,111.46093,117.65321,123.84548,123.84548,123.84548,123.84548,123.84548,84
85,112.44618,118.6932,124.94021,124.94021,124.94021,124.94021,124.94021,85
86,113.4487,119.7514,126.05411,126.05411,126.05411,126.05411,126.05411,86
87,116.93304,123.42932,129.9256,129.9256,129.9256,129.9256,129.9256,87
88,117.71097,124.25047,130.78996,130.78996,130.78996,130.78996,130.78996,88
89,118.77024,125.36858,131.96693,131.96693,131.96693,131.96693,131.96693,89
90,122.4651,129.2687,136.07233,136.07233,136.07233,136.07233,136.07233,90
91,123.28728,130.13657,136.98587,136.98587,136.98587,136.98587,136.98587,91
92,124.40694,131.31844,138.22992,138.22992,138.22992,138.22992,138.22992,92
93,125.26463,132.22379,139.18292,139.18292,139.18292,139.18292,139.18292,93
94,129.19589,136.37344,143.551,143.551,143.551,143.551,143.551,94
95,130.3798,137.62312,144.86646,144.86646,144.86646,144.86646,144.86646,95
96,131.28683,138.58055,145.87425,145.87425,145.87425,145.87425,145.87425,96
97,135.45912,142.98462,150.51013,150.51013,150.51013,150.51013,150.51013,97
98,136.39105,143.96834,151.54561,151.54561,151.54561,151.54561,151.54561,98
99,137.66045,145.30824,152.95605,152.95605,152.95605,152.95605,152.95605,99
100,142.09021,149.98412,157.87802,157.87802,157.87802,157.87802,157.87802,100
101,143.07625,151.02493,158.97362,158.97362,158.97362,158.97362,158.97362,101
102,144.41948,152.4428,160.4661,160.4661,160.4661,160.4661,160.4661,102
103,145.4488,153.5293,161.60979,161.60979,161.60979,161.60979,161.60979,103
104,150.16824,158.51093,166.8536,166.8536,166.8536,166.8536,166.8536,104
105,151.59015,160.01183,168.4335,168.4335,168.4335,168.4335,168.4335,105
106,152.67987,161.1621,169.6443,169.6443,169.6443,169.6443,169.6443,106
107,157.69484,166.45567,175.21649,175.21649,175.21649,175.21649,175.21649,107
108,158.8155,167.63858,176.46167,176.46167,176.46167,176.46167,176.46167,108
109,160.34247,169.25038,178.1583,178.1583,178.1583,178.1583,178.1583,109
110,165.67354,174.87762,184.08171,184.08171,184.08171,184.08171,184.08171,110
111,166.86058,176.13062,185.40065,185.40065,185.40065,185.40065,185.40065,111
112,168.4782,177.8381,187.198,187.198,187.198,187.198,187.198,112
113,169.7182,179.14699,188.57578,188.57578,188.57578,188.57578,188.57578,113
114,175.40553,185.1503,194.89505,194.89505,194.89505,194.89505,194.89505,114
115,176.68149,186.49713,196.31277,196.31277,196.31277,196.31277,196.31277,115
116,177.98938,187.87769,197.76599,197.76599,197.76599,197.76599,197.76599,116
117,184.03398,194.2581,204.48221,204.48221,204.48221,204.48221,204.48221,117
118,185.3802,195.67911,205.978,205.978,205.978,205.978,205.978,118
119,187.21515,197.616,208.01683,208.01683,208.01683,208.01683,208.01683,119
120,188.62209,199.10109,209.5801,209.5801,209.5801,209.5801,209.5801,120
121,195.07649,205.91408,216.75166,216.75166,216.75166,216.75166,216.75166,121
122,196.52509,207.44315,218.3612,218.3612,218.3612,218.3612,218.3612,122
123,198.01004,209.0106,220.01115,220.01115,220.01115,220.01115,220.01115,123
124,204.87556,216.25755,227.63953,227.63953,227.63953,227.63953,227.63953,124
125,206.40495,217.87189,229.33884,229.33884,229.33884,229.33884,229.33884,125
126,207.95703,219.51021,231.06337,231.06337,231.06337,231.06337,231.06337,126
127,209.54816,221.18973,232.83128,232.83128,232.83128,232.83128,232.83128,127
128,216.87778,228.92653,240.9753,240.9753,240.9753,240.9753,240.9753,128
129,218.51697,230.65681,242.79665,242.79665,242.79665,242.79665,242.79665,129
130,220.19748,232.43068,244.66386,244.66386,244.66386,244.66386,244.66386,130
131,221.90344,234.23141,246.55939,246.55939,246.55939,246.55939,246.55939,131
132,229.73233,242.49524,255.25815,255.25815,255.25815,255.25815,255.25815,132
133,231.49037,244.35094,257.21152,257.21152,257.21152,257.21152,257.21152,133
134,233.29279,246.2535,259.2142,259.2142,259.2142,259.2142,259.2142,134
135,241.63077,255.0547,268.47864,268.47864,268.47864,268.47864,268.47864,135
136,243.48875,257.0159,270.54306,270.54306,270.54306,270.54306,270.54306,136
137,245.37517,259.0071,272.63907,272.63907,272.63907,272.63907,272.63907,137
138,247.30928,261.0487,274.7881,274.7881,274.7881,274.7881,274.7881,138
139,256.9105,271.1833,285.4561,285.4561,285.4561,285.4561,285.4561,139
140,258.90482,273.28842,287.67203,287.67203,287.67203,287.67203,287.67203,140
141,260.25803,274.7168,289.17557,289.17557,289.17557,289.17557,289.17557,141
142,262.324,276.89758,291.47113,291.47113,291.47113,291.47113,291.47113,142
143,272.54474,287.6861,302.82748,302.82748,302.82748,302.82748,302.82748,143
144,274.6757,289.93546,305.19522,305.19522,305.19522,305.19522,305.19522,144
145,276.86078,292.2419,307.62308,307.62308,307.62308,307.62308,307.62308,145
146,279.08026,294.58472,310.08917,310.08917,310.08917,310.08917,310.08917,146
147,289.97333,306.08298,322.1926,322.1926,322.1926,322.1926,322.1926,147
148,292.2633,308.50015,324.737,324.737,324.737,324.737,324.737,148
149,294.6115,310.97882,327.34613,327.34613,327.34613,327.34613,327.34613,149
150,306.1847,323.19495,340.2052,340.2052,340.2052,340.2052,340.2052,150
151,308.6082,325.75308,342.89798,342.89798,342.89798,342.89798,342.89798,151
152,311.07022,328.3519,345.63358,345.63358,345.63358,345.63358,345.63358,152
153,313.59506,331.017,348.43896,348.43896,348.43896,348.43896,348.43896,153
154,325.93182,344.03915,362.14648,362.14648,362.14648,362.14648,362.14648,154
155,328.53836,346.7905,365.04263,365.04263,365.04263,365.04263,365.04263,155
156,330.3075,348.6579,367.0083,367.0083,367.0083,367.0083,367.0083,156
157,333.0093,351.50983,370.01035,370.01035,370.01035,370.01035,370.01035,157
158,346.14725,365.37766,384.60806,384.60806,384.60806,384.60806,384.60806,158
159,348.93735,368.32275,387.70816,387.70816,387.70816,387.70816,387.70816,159
160,350.83118,370.3218,389.81244,389.81244,389.81244,389.81244,389.81244,160
161,353.72372,373.37506,393.02637,393.02637,393.02637,393.02637,393.02637,161
162,367.7163,388.145,408.57367,408.57367,408.57367,408.57367,408.57367,162
163,370.70422,391.2989,411.8936,411.8936,411.8936,411.8936,411.8936,163
164,372.7325,393.43985,414.14722,414.14722,414.14722,414.14722,414.14722,164
165,375.83063,396.7101,417.58957,417.58957,417.58957,417.58957,417.58957,165
166,390.73495,412.44244,434.14996,434.14996,434.14996,434.14996,434.14996,166
167,393.93616,415.8215,437.70685,437.70685,437.70685,437.70685,437.70685,167
168,396.10944,418.1155,440.12158,440.12158,440.12158,440.12158,440.12158,168
169,425.22784,448.8516,472.47537,472.47537,472.47537,472.47537,472.47537,169
170,428.77756,452.59854,476.4195,476.4195,476.4195,476.4195,476.4195,170
171,432.56726,456.5988,480.6303,480.6303,480.6303,480.6303,480.6303,171
172,435.44318,459.63446,483.82574,483.82574,483.82574,483.82574,483.82574,172
173,438.54135,462.90475,487.26816,487.26816,487.26816,487.26816,487.26816,173
174,446.42856,471.23016,496.03174,496.03174,496.03174,496.03174,496.03174,174
175,448.52438,473.4424,498.36044,498.36044,498.36044,498.36044,498.36044,175
176,450.63983,475.67535,500.7109,500.7109,500.7109,500.7109,500.7109,176
177,452.77505,477.92923,503.0834,503.0834,503.0834,503.0834,503.0834,177
178,454.93027,480.2042,505.4781,505.4781,505.4781,505.4781,505.4781,178
179,457.10568,482.50043,507.8952,507.8952,507.8952,507.8952,507.8952,179
180,459.30145,484.81818,510.33493,510.33493,510.33493,510.33493,510.33493,180
181,461.51776,487.15762,512.7975,512.7975,512.7975,512.7975,512.7975,181
182,463.75482,489.51898,515.28314,515.28314,515.28314,515.28314,515.28314,182
183,466.01282,491.90244,517.79205,517.79205,517.79205,517.79205,517.79205,183
184,468.29196,494.3082,520.3244,520.3244,520.3244,520.3244,520.3244,184
185,470.59244,496.73648,522.8805,522.8805,522.8805,522.8805,522.8805,185
186,472.91446,499.18747,525.4605,525.4605,525.4605,525.4605,525.4605,186
187,475.2582,501.66144,528.0647,528.0647,528.0647,528.0647,528.0647,187
188,477.6239,504.15857,530.69324,530.69324,530.69324,530.69324,530.69324,188
189,480.01172,506.67905,533.3464,533.3464,533.3464,533.3464,533.3464,189
190,482.4219,509.22314,536.02435,536.02435,536.02435,536.02435,536.02435,190
191,484.85468,511.79105,538.7274,538.7274,538.7274,538.7274,538.7274,191
192,487.31018,514.383,541.45575,541.45575,541.45575,541.45575,541.45575,192
193,489.7887,516.99915,544.20966,544.20966,544.20966,544.20966,544.20966,193
194,492.2904,519.6399,546.9893,546.9893,546.9893,546.9893,546.9893,194
195,494.81552,522.3053,549.79504,549.79504,549.79504,549.79504,549.79504,195
196,497.3643,524.99567,552.627,552.627,552.627,552.627,552.627,196
197,499.93692,527.7112,555.4855,555.4855,555.4855,555.4855,555.4855,197
198,502.53363,530.45215,558.37067,558.37067,558.37067,558.37067,558.37067,198
199,505.15463,533.2188,561.28296,561.28296,561.28296,561.28296,561.28296,199
200,507.8002,536.0113,564.2224,564.2224,564.2224,564.2224,564.2224,200
201,510.4705,538.82996,567.18945,567.18945,567.18945,567.18945,567.18945,201
202,513.16583,541.67505,570.18427,570.18427,570.18427,570.18427,570.18427,202
203,515.88635,544.5467,573.20703,573.20703,573.20703,573.20703,573.20703,203
204,518.6324,547.44525,576.2582,576.2582,576.2582,576.2582,576.2582,204
205,521.40405,550.371,579.3379,579.3379,579.3379,579.3379,579.3379,205
206,524.2017,553.32404,582.44635,582.44635,582.44635,582.44635,582.44635,206
207,527.0256,556.3048,585.584,585.584,585.584,585.584,585.584,207
208,529.87585,559.3134,588.751,588.751,588.751,588.751,588.751,208
209,532.7528,562.3502,591.9476,591.9476,591.9476,591.9476,591.9476,209
210,535.65674,565.41547,595.17413,595.17413,595.17413,595.17413,595.17413,210
211,538.5878,568.50934,598.4309,598.4309,598.4309,598.4309,598.4309,211
212,541.5463,571.63226,601.71814,601.71814,601.71814,601.71814,601.71814,212
213,544.53253,574.78436,605.03613,605.03613,605.03613,605.03613,605.03613,213
214,547.5467,577.96594,608.38525,608.38525,608.38525,608.38525,608.38525,214
215,550.5891,581.17737,611.7656,611.7656,611.7656,611.7656,611.7656,215
216,553.66,584.4188,615.17773,615.17773,615.17773,615.17773,615.17773,216
217,556.7596,587.6906,618.6217,618.6217,618.6217,618.6217,618.6217,217
218,559.8882,590.9931,622.09796,622.09796,622.09796,622.09796,622.09796,218
219,563.0461,594.3264,625.60675,625.60675,625.60675,625.60675,625.60675,219
220,566.2336,597.691,629.1484,629.1484,629.1484,629.1484,629.1484,220
221,569.45087,601.08704,632.7232,632.7232,632.7232,632.7232,632.7232,221
222,572.6983,604.5149,636.3314,636.3314,636.3314,636.3314,636.3314,222
223,575.97614,607.9748,639.97345,639.97345,639.97345,639.97345,639.97345,223
224,579.2846,611.4671,643.6496,643.6496,643.6496,643.6496,643.6496,224
225,582.6241,614.9921,647.3601,647.3601,647.3601,647.3601,647.3601,225
226,585.9949,618.5501,651.1054,651.1054,651.1054,651.1054,651.1054,226
227,589.39716,622.1414,654.88574,654.88574,654.88574,654.88574,654.88574,227
228,592.8313,625.76636,658.7014,658.7014,658.7014,658.7014,658.7014,228
229,596.2976,629.42523,662.55286,662.55286,662.55286,662.55286,662.55286,229
230,599.7963,633.11835,666.44037,666.44037,666.44037,666.44037,666.44037,230
231,603.3278,636.846,670.36426,670.36426,670.36426,670.36426,670.36426,231
232,606.89233,640.6086,674.3248,674.3248,674.3248,674.3248,674.3248,232
233,610.4903,644.40643,678.3225,678.3225,678.3225,678.3225,678.3225,233
234,614.1219,648.23975,682.35767,682.35767,682.35767,682.35767,682.35767,234
235,617.7875,652.109,686.43054,686.43054,686.43054,686.43054,686.43054,235
236,621.48737,656.01447,690.5415,690.5415,690.5415,690.5415,690.5415,236
237,625.2219,659.9565,694.69104,694.69104,694.69104,694.69104,694.69104,237
238,628.9914,663.93536,698.87933,698.87933,698.87933,698.87933,698.87933,238
239,632.7962,667.95154,703.1069,703.1069,703.1069,703.1069,703.1069,239
240,636.6366,672.0053,707.374,707.374,707.374,707.374,707.374,240
241,640.51294,676.097,711.6811,711.6811,711.6811,711.6811,711.6811,241
242,644.4256,680.227,716.02844,716.02844,716.02844,716.02844,716.02844,242
243,648.3749,684.3957,720.4165,720.4165,720.4165,720.4165,720.4165,243
244,652.3611,688.6034,724.84564,724.84564,724.84564,724.84564,724.84564,244
245,656.38464,692.85046,729.3163,729.3163,729.3163,729.3163,729.3163,245
246,660.44586,697.13727,733.82874,733.82874,733.82874,733.82874,733.82874,246
247,664.5451,701.46423,738.3834,738.3834,738.3834,738.3834,738.3834,247
248,668.6827,705.8317,742.9808,742.9808,742.9808,742.9808,742.9808,248
249,672.859,710.2401,747.62115,747.62115,747.62115,747.62115,747.62115,249
250,677.07446,714.6897,752.30493,752.30493,752.30493,752.30493,752.30493,250
251,681.32935,719.18097,757.0326,757.0326,757.0326,757.0326,757.0326,251
252,685.6241,723.7143,761.8045,761.8045,761.8045,761.8045,761.8045,252
253,689.959,728.29004,766.6211,766.6211,766.6211,766.6211,766.6211,253
254,694.3345,732.9086,771.4828,771.4828,771.4828,771.4828,771.4828,254
255,698.751,737.57043,776.38995,776.38995,776.38995,776.38995,776.38995,255
256,703.2088,742.27594,781.3431,781.3431,781.3431,781.3431,781.3431,256
257,707.7083,747.02545,786.3426,786.3426,786.3426,786.3426,786.3426,257
258,712.24994,751.8194,791.38885,791.38885,791.38885,791.38885,791.38885,258
259,716.8341,756.65826,796.48236,796.48236,796.48236,796.48236,796.48236,259
260,721.46124,761.5424,801.6236,801.6236,801.6236,801.6236,801.6236,260
261,726.1316,766.4722,806.8129,806.8129,806.8129,806.8129,806.8129,261
262,730.8457,771.44824,812.0508,812.0508,812.0508,812.0508,812.0508,262
263,735.60394,776.4709,817.33777,817.33777,817.33777,817.33777,817.33777,263
264,740.40674,781.54047,822.6742,822.6742,822.6742,822.6742,822.6742,264
265,745.2545,786.65753,828.06055,828.06055,828.06055,828.06055,828.06055,265
266,750.14764,791.8225,833.4974,833.4974,833.4974,833.4974,833.4974,266
267,755.08655,797.0358,838.98505,838.98505,838.98505,838.98505,838.98505,267
268,760.0717,802.2979,844.5241,844.5241,844.5241,844.5241,844.5241,268
269,765.1036,807.6093,850.11505,850.11505,850.11505,850.11505,850.11505,269
270,770.1825,812.9704,855.7583,855.7583,855.7583,855.7583,855.7583,270
271,775.30896,818.38165,861.4544,861.4544,861.4544,861.4544,861.4544,271
272,780.4834,823.8436,867.2038,867.2038,867.2038,867.2038,867.2038,272
273,785.7063,829.3567,873.007,873.007,873.007,873.007,873.007,273
274,790.97815,834.9213,878.86456,878.86456,878.86456,878.86456,878.86456,274
275,796.29926,840.53815,884.777,884.777,884.777,884.777,884.777,275
276,801.6702,846.20746,890.7447,890.7447,890.7447,890.7447,890.7447,276
277,807.09143,851.9299,896.7683,896.7683,896.7683,896.7683,896.7683,277
278,812.5634,857.7059,902.84827,902.84827,902.84827,902.84827,902.84827,278
279,818.0867,863.5359,908.98517,908.98517,908.98517,908.98517,908.98517,279
280,823.66156,869.42053,915.1795,915.1795,915.1795,915.1795,915.1795,280
281,829.28864,875.3602,921.4318,921.4318,921.4318,921.4318,921.4318,281
282,834.96844,881.3555,927.7427,927.7427,927.7427,927.7427,927.7427,282
283,840.70135,887.407,934.1126,934.1126,934.1126,934.1126,934.1126,283
284,846.488,893.5151,940.5422,940.5422,940.5422,940.5422,940.5422,284
285,852.32874,899.6803,947.0319,947.0319,947.0319,947.0319,947.0319,285
286,858.2242,905.9033,953.5824,953.5824,953.5824,953.5824,953.5824,286
287,864.1748,912.1845,960.1942,960.1942,960.1942,960.1942,960.1942,287
288,870.18115,918.52454,966.8679,966.8679,966.8679,966.8679,966.8679,288
289,876.2437,924.92395,973.6041,973.6041,973.6041,973.6041,973.6041,289
290,882.36304,931.3832,980.4034,980.4034,980.4034,980.4034,980.4034,290
291,888.5396,937.90295,987.26624,987.26624,987.26624,987.26624,987.26624,291
292,894.77405,944.4837,994.19336,994.19336,994.19336,994.19336,994.19336,292
293,901.06683,951.1261,1001.1854,1001.1854,1001.1854,1001.1854,1001.1854,293
294,907.4185,957.8306,1008.2428,1008.2428,1008.2428,1008.2428,1008.2428,294
295,913.82965,964.59796,1015.3663,1015.3663,1015.3663,1015.3663,1015.3663,295
296,920.30084,971.42865,1022.5565,1022.5565,1022.5565,1022.5565,1022.5565,296
297,926.8326,978.32324,1029.814,1029.814,1029.814,1029.814,1029.814,297
298,933.4254,985.2824,1037.1394,1037.1394,1037.1394,1037.1394,1037.1394,298
299,940.08,992.3067,1044.5333,1044.5333,1044.5333,1044.5333,1044.5333,299
300,946.79694,999.3967,1051.9966,1051.9966,1051.9966,1051.9966,1051.9966,300
301,953.57666,1006.5532,1059.5297,1059.5297,1059.5297,1059.5297,1059.5297,301
302,960.4199,1013.7766,1067.1332,1067.1332,1067.1332,1067.1332,1067.1332,302
303,967.3272,1021.0676,1074.808,1074.808,1074.808,1074.808,1074.808,303
304,974.29913,1028.4269,1082.5546,1082.5546,1082.5546,1082.5546,1082.5546,304
305,981.33636,1035.8551,1090.3738,1090.3738,1090.3738,1090.3738,1090.3738,305
306,988.43945,1043.3528,1098.2661,1098.2661,1098.2661,1098.2661,1098.2661,306
307,995.609,1050.9207,1106.2323,1106.2323,1106.2323,1106.2323,1106.2323,307
308,1002.8457,1058.5593,1114.2731,1114.2731,1114.2731,1114.2731,1114.2731,308
309,1010.1501,1066.2697,1122.389,1122.389,1122.389,1122.389,1122.389,309
310,1017.5229,1074.052,1130.581,1130.581,1130.581,1130.581,1130.581,310
311,1024.9648,1081.9073,1138.8497,1138.8497,1138.8497,1138.8497,1138.8497,311
312,1058.9698,1117.8015,1176.6332,1176.6332,1176.6332,1176.6332,1176.6332,312
313,1094.103,1154.8866,1215.67,1215.67,1215.67,1215.67,1215.67,313
314,1130.4019,1193.2019,1256.0021,1256.0021,1256.0021,1256.0021,1256.0021,314
315,1167.9049,1232.7886,1297.6721,1297.6721,1297.6721,1297.6721,1297.6721,315
316,1206.6522,1273.6885,1340.7247,1340.7247,1340.7247,1340.7247,1340.7247,316
317,1246.685,1315.9453,1385.2057,1385.2057,1385.2057,1385.2057,1385.2057,317
318,1288.046,1359.6041,1431.1624,1431.1624,1431.1624,1431.1624,1431.1624,318
319,1330.7793,1404.7114,1478.6437,1478.6437,1478.6437,1478.6437,1478.6437,319
320,1374.9303,1451.3153,1527.7003,1527.7003,1527.7003,1527.7003,1527.7003,320
321,1420.546,1499.4652,1578.3844,1578.3844,1578.3844,1578.3844,1578.3844,321
322,1467.6752,1549.2126,1630.7501,1630.7501,1630.7501,1630.7501,1630.7501,322
323,1516.3678,1600.6105,1684.8531,1684.8531,1684.8531,1684.8531,1684.8531,323
324,1566.676,1653.7136,1740.7512,1740.7512,1740.7512,1740.7512,1740.7512,324
325,1618.6533,1708.5785,1798.5037,1798.5037,1798.5037,1798.5037,1798.5037,325
326,1672.355,1765.2635,1858.1722,1858.1722,1858.1722,1858.1722,1858.1722,326
327,1727.8384,1823.8293,1919.8204,1919.8204,1919.8204,1919.8204,1919.8204,327
328,1785.1625,1884.3381,1983.5138,1983.5138,1983.5138,1983.5138,1983.5138,328
329,1802.9651,1903.1298,2003.2946,2003.2946,2003.2946,2003.2946,2003.2946,329
330,1824.0867,1925.4248,2026.763,2026.763,2026.763,2026.763,2026.763,330
331,1848.528,1951.224,2053.92,2053.92,2053.92,2053.92,2053.92,331
332,1876.2899,1980.5282,2084.7666,2084.7666,2084.7666,2084.7666,2084.7666,332
333,1903.7739,2009.5391,2115.3044,2115.3044,2115.3044,2115.3044,2115.3044,333
334,1930.9808,2038.2576,2145.5342,2145.5342,2145.5342,2145.5342,2145.5342,334
335,1957.9116,2066.6846,2175.4573,2175.4573,2175.4573,2175.4573,2175.4573,335
336,1984.5669,2094.8206,2205.0742,2205.0742,2205.0742,2205.0742,2205.0742,336
337,2010.9475,2122.667,2234.3862,2234.3862,2234.3862,2234.3862,2234.3862,337
338,2034.1804,2147.1904,2260.2004,2260.2004,2260.2004,2260.2004,2260.2004,338
339,2054.2664,2168.3923,2282.5183,2282.5183,2282.5183,2282.5183,2282.5183,339
340,2071.2063,2186.2734,2301.3403,2301.3403,2301.3403,2301.3403,2301.3403,340
341,2086.8005,2202.734,2318.6672,2318.6672,2318.6672,2318.6672,2318.6672,341
342,2101.05,2217.775,2334.5,2334.5,2334.5,2334.5,2334.5,342
343,2113.9556,2231.3975,2348.8394,2348.8394,2348.8394,2348.8394,2348.8394,343
344,2125.5178,2243.6023,2361.6865,2361.6865,2361.6865,2361.6865,2361.6865,344
345,2135.738,2254.3901,2373.0422,2373.0422,2373.0422,2373.0422,2373.0422,345
346,2146.054,2265.279,2384.5044,2384.5044,2384.5044,2384.5044,2384.5044,346
347,2156.4663,2276.27,2396.0737,2396.0737,2396.0737,2396.0737,2396.0737,347
348,2166.9763,2287.3638,2407.7515,2407.7515,2407.7515,2407.7515,2407.7515,348
349,2177.5845,2298.5615,2419.5383,2419.5383,2419.5383,2419.5383,2419.5383,349
