ID,AvgSegLen,NoiseScale,TexCoordScale,SegDuration,SegDelay,Flags,JointCount,JointOffsetRadius,JointsPerMinorJoint,MinorJointsPerMajorJoint,MinorJointScale,MajorJointScale,JointMoveSpeed,JointSmoothness,MinDurationBetweenJointJumps,MaxDurationBetweenJointJumps,WaveHeight,WaveFreq,WaveSpeed,MinWaveAngle,MaxWaveAngle,MinWaveSpin,MaxWaveSpin,ArcHeight,MinArcAngle,MaxArcAngle,MinArcSpin,MaxArcSpin,DelayBetweenEffects,MinFlickerOnDuration,MaxFlickerOnDuration,MinFlickerOffDuration,MaxFlickerOffDuration,PulseSpeed,PulseOnLength,PulseFadeLength,Alpha,Red,Green,Blue,BlendMode,RenderLayer,WavePhase,TimePerFlipFrame,VariancePerFlipFrame,TextureParticleFileDataID,StartWidth,EndWidth,WidthScaleCurveID,NumFlipFramesU,NumFlipFramesV,SoundKitID,ParticleScaleMultiplier,ParticleEmissionRateMultiplier,Field_1_15_4_56400_054,SpellChainEffectID[0],SpellChainEffectID[1],SpellChainEffectID[2],SpellChainEffectID[3],SpellChainEffectID[4],SpellChainEffectID[5],SpellChainEffectID[6],SpellChainEffectID[7],SpellChainEffectID[8],SpellChainEffectID[9],SpellChainEffectID[10],TextureCoordScaleU[0],TextureCoordScaleU[1],TextureCoordScaleU[2],TextureCoordScaleV[0],TextureCoordScaleV[1],TextureCoordScaleV[2],TextureRepeatLengthU[0],TextureRepeatLengthU[1],TextureRepeatLengthU[2],TextureRepeatLengthV[0],TextureRepeatLengthV[1],TextureRepeatLengthV[2],TextureFileDataID[0],TextureFileDataID[1],TextureFileDataID[2]
11,2.78,0.01,2,1000,200,4,0,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,2,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186208,0,0
12,2.78,0,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186186,0,0
13,2.78,0.01,5,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,2,0,0,0,0,0,186187,0,0
16,1,0,1,164,0,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.005,0.005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
17,2.78,0.01,-2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,2,0,0,0,0,0,186202,0,0
18,100,0.001,20,1000,0,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
19,2.78,0.01,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186188,0,0
20,5,0.025,1,1000,0,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
21,20,0.01,2,1000,0,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
22,2.78,0.01,5,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
23,2.78,0.01,1.66,2000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
24,2,1E-05,2,1000,0,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
25,2.78,1E-05,2,1000,0,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
26,2.78,0,2,1200,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186202,0,0
27,2.78,0,2,1200,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186186,0,0
28,2.78,0,2,1200,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
29,2.78,0.01,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
30,10,0.01,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
31,5,0.025,2,1200,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.75,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186186,0,0
32,2.78,0.01,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186202,0,0
40,0.3925,0,0.75,999,300,131094,28,0.0375,3,3,2,6.1,0.855,0,0.06,0.29,0.3,0.9739,0,0,3.142,0,0,0.45,0,0,6.786,-5.781,0,0.15,0.46,0.12,0.65,0,0,0,255,4,255,255,3,0,0,0.066,0.01,0,0.229775,0.229775,0,0,0,0,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
41,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,255,255,28,28,3,0,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,43,44,45,46,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
43,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,1.257,1.257,0,0,0,0,0,0,0,0,0,0,255,255,250,28,3,2,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
44,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,2.513,2.513,0,0,0,0,0,0,0,0,0,0,255,28,255,33,3,0,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
45,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,-2.513,-2.513,0,0,0,0,0,0,0,0,0,0,255,45,28,255,3,0,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
46,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,-1.257,-1.257,0,0,0,0,0,0,0,0,0,0,255,216,28,255,3,0,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
48,0.256,0,0.85,355,300,0,27,0,3,3,0,0,0,0.75,0,0,0.6,1.319,6,-0.9739,1.068,0,0,0,0,0,-12.57,12.57,0,0,0,0,0,0,0,0,255,70,0,255,2,0,0,0.066,0.01,0,0.205,0.205,0,0,0,0,1,1,0,48,48,48,0,0,0,0,0,0,0,0,0.85,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
49,0.49,0,2.4,164,300,70,0,0.04,3,3,2,10,0,0.6089,0.57,1.29,0.25,1.194,14.8,-0.09425,-0.1571,0,0,0,0,0,-12.57,12.57,0,0,0,0,0,3.2,0,0,255,120,121,72,3,0,0,0.066,0.01,0,0.35465,0.35465,0,0,0,0,1,1,0,103,103,103,0,0,0,0,0,0,0,0,2.4,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
50,0.334,0,2,125,299,131094,0,0.04,3,3,2,3.25,0.765,0,0.15,0.48,0,0.5341,20.4,0,0,0,0,0.4,-3.142,3.142,3.896,-7.54,0,0.15,0.46,0.22,0.75,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.15485,0.15485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
52,1,0,-1.25,5000,300,40,27,0,3,3,2,4,0,0.75,0,0,2.3,0,0,0,0,0,0,1.75,-0.06283,0.1571,0,0,0,0.89,1.86,0.03,0.03,-30,3.808,1.8,255,255,255,255,3,0,0,0.066,0.01,0,0.5045,0.5045,0,0,0,0,1,1,0,52,52,52,52,52,52,0,0,0,0,0,-1.25,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
56,0.5875,0,-1.1,285,300,104,27,0,7,4,10,10,0,0.75,0,0,1.85,0.1571,0,0,0,0,0,1.75,0,0,0,0,0,0.48,0.66,0.26,0.55,-30,3.508,5.4,255,255,255,255,3,0,0,0.066,0.01,0,0.55445,0.55445,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
59,0.5485,0,1.3,279,300,64,0,0,3,3,2,10,0,0,0.57,1.29,0.3,1.728,40,-0.09425,-0.1571,12.57,6.535,0,0,0,-12.57,12.57,0,0.52,0.89,0.18,0.32,20,4,1,255,255,255,255,3,0,0,0.066,0.01,0,0.05495,0.05495,0,0,0,0,1,1,0,63,60,0,0,0,0,0,0,0,0,0,1.3,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
60,0.5485,0,2,202,299,131102,0,0.02,3,3,3.1,4.3,0,0,0.15,0.48,0.45,0.8168,18.4,0,0,0,0,0.4,-3.142,3.142,3.896,-7.54,0,0.65,1.26,0,0.2,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.379625,0.379625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
61,1.0555,0,-0.85,203,300,64,27,0,3,3,0,0,0,0.75,0,0,0.25,0.7226,3.6,-0.9739,1.068,-1.131,0.2513,6,-3.142,3.142,0,0,40,0.58,1.54,0.23,0.26,-50,4,7.7,255,255,0,249,2,0,0,0.066,0.01,0,0.35465,0.35465,0,0,0,0,1,1,0,61,61,0,0,0,0,0,0,0,0,0,-0.85,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
62,0.724,0.00125,-1.25,202,300,10,27,0.045,3,4,3.9,8.45,0,0.7376,0.26,0.49,0.9,0.2513,-9.2,-0.9739,1.068,-5.404,6.032,1.25,-3.142,3.142,0,0,130,0.06,0.15,0.08,0.2,0,0,0,255,12,74,0,2,0,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,62,62,62,0,0,0,0,0,0,0,0,-1.25,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
63,2.78,0.01,3.25,125,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
65,4,0,1,203,300,64,27,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.2,0.3,20,4,1,255,255,255,255,3,0,0,0.066,0.01,0,1.004,1.004,0,0,0,0,1,1,0,66,67,67,67,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
66,0.841,0,1.4,164,300,131162,27,0.045,6,6,5,9,0,0.75,0,0,0.55,1.696,40,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,20,4,1,255,255,255,0,3,0,0,0.066,0.01,0,0.279725,0.279725,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
67,0.1585,0,1.4,231,300,131186,27,0.295,3,3,2,6.15,0,0.0693,0.23,0.35,0,1.194,6.8,0,0,0,0,3,-3.142,3.142,0,0,40,0.2,0.3,0.25,0.5,50,3.508,1.1,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186211,0,0
70,0.334,0.00775,1.2,164,300,64,27,0,3,3,2,4,0,0.75,0,0,0.85,1.728,10.4,0,0,0,0,1.4,1.194,0,0,0,0,0,0,0,0,20,4,1,255,255,255,255,3,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186187,0,0
71,0.1585,0,1.4,231,300,131154,27,0.295,3,3,2,6,0,0.0693,0.23,0.35,0,1.194,6.8,0,0,0,0,0,-3.142,3.142,0,0,40,0.06,0.05,0.5,1,50,0.01,0,255,255,255,255,3,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186211,0,0
72,0.1585,0,-1.25,202,300,104,27,0.1275,3,3,2,4,0,0.75,0,0,2.25,1.319,-12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5,4.008,1.8,255,255,255,255,3,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,73,0,0,0,0,0,0,0,0,0,0,-1.25,1,1,0,0,0,2,0,0,0,0,0,186211,0,0
73,2.78,0.03,-1,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,2,0,0,0,0,0,186211,0,0
74,2.5,0,2.85,299,300,66,27,0.145,2,2,2,4,0,0,0.03,1.03,0.25,3.519,3.6,0,0,0,0,0,-1.571,1.571,0,0,0,0,0,0,0,20,4,1,255,255,255,255,2,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,75,0,0,0,0,0,0,0,0,0,0,2.85,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
75,4,0,0.55,299,300,64,27,0.2,2,2,2,4,0,0,0,0,0,0,-5.6,0,0,0,0,0,-3.142,3.142,0,0,0,0,0,0,0,20,4,1,76,255,255,255,3,2,0,0.066,0.01,0,1.5,1.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.55,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
76,1,0,1.2,125,300,68,27,0,3,3,2,4,0,0.75,0,0,0,0.7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,128,64,0,3,0,0,0.066,0.01,0,0.229775,0.229775,0,0,0,0,1,1,0,77,77,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
77,1,0,1.2,202,300,131157,27,0.1275,3,3,2,4,0.3,0.7524,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,0,128,0,3,0,0,0.066,0.01,0,0.05495,0.05495,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186195,0,0
78,4,0,3.7,165,392,192,27,0,3,3,2,4,0,0.75,0,0,0,0,-40,3.142,-0.1885,0,3.267,5,0,0,0,0,545,0,0,0,0,20,4,1,255,18,1,63,3,0,0,0.066,0.01,0,4.375,4.375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1,1,0,0,0,2,0,0,0,0,0,186205,0,0
79,2.323,0,1.15,87,392,198,27,0,10,10,0,8.85,0.6,0.99,0.52,0.57,1.1,3.299,18.4,0,0,0.754,0,5,0,0,0,0,545,0,0,0,0,37,8.206,12,108,255,255,255,2,0,0,0.066,0.01,0,0.45455,0.45455,0,0,0,0,1,1,0,79,79,79,0,0,0,0,0,0,0,0,1.15,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
80,3.337,0,2.85,125,392,200,27,0,3,3,2,4,0,0,0,0,0.4,6.283,31.2,3.142,-0.2827,-2.89,2.89,5,0,0,0,0,545,0,0,0,0,20,4,1,124,255,255,255,2,0,0,0.066,0.01,0,0.429575,0.429575,0,0,0,0,1,1,0,79,79,78,79,0,0,0,0,0,0,0,2.85,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
81,2.78,0,1.66,2000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,2,0,0,0.066,0.01,0,0.15,0.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
82,0.1,0,1.66,87,299,12,0,0.0925,4,3,2.4,4,0,0.75,0.4,0,0.85,0.5655,-7.2,0,0,0,0,0.7,0.06283,0.4398,1.759,0.4363,0,0,0,0,0,0,0,0,255,255,209,28,3,0,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
83,0.334,0.01625,1.2,202,300,70,27,0.2125,3,3,1.45,3.7,0,0.75,0.11,0.32,0,2.042,0,0,0.5341,1.885,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,0,0,255,3,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
84,0.529,0.038,1.2,125,300,68,27,0.3075,3,3,2.1,4,0,0.75,0.11,0.31,0.45,1.194,0,0,0.5341,1.885,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,0,0,255,3,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
85,0.529,0.00725,1.2,87,300,64,27,0,3,3,2.1,4,0,0.75,0.11,0.32,0.25,1.194,0,0,0.5341,1.885,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,0,0,255,3,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
