ID,ZoneIntroMusicID,ZoneMusicID,SoundAmbienceID,SoundProviderPreferencesID,Flags
192,0,2117,0,0,0
193,0,2121,0,0,0
194,0,2063,0,0,0
195,0,2080,0,0,0
196,1415,2065,0,0,0
197,0,2067,0,0,0
198,0,2068,0,0,0
199,0,2083,0,0,0
200,0,2099,0,0,0
201,0,2122,0,0,0
202,1364,2063,0,0,0
203,0,2069,0,0,0
204,1377,1904,0,0,0
205,0,2059,0,0,0
206,1407,1904,0,0,0
207,0,2050,0,0,0
208,1407,2049,0,0,0
209,1251,2049,0,0,0
210,0,2056,0,0,0
211,0,2057,0,0,0
212,1375,1904,0,0,0
213,0,2123,0,0,0
214,0,2060,0,0,0
215,1376,1904,0,0,0
216,0,2054,0,0,0
217,1404,2074,0,0,0
218,0,2075,0,0,0
219,0,2081,0,0,0
220,0,2076,0,0,0
221,0,2078,0,0,0
222,0,2077,0,0,0
223,0,2079,0,0,0
224,0,2080,0,0,0
225,0,2074,0,0,0
226,1374,2082,0,0,0
227,1372,2074,0,0,0
228,1411,2079,0,0,0
229,1414,2121,0,0,0
230,1418,2138,0,0,0
231,1427,2146,0,0,0
232,1434,2147,0,0,0
233,1436,2148,0,0,0
235,1429,2077,0,0,0
236,0,2130,0,0,0
237,0,2119,0,0,0
238,0,2118,0,0,0
240,0,2089,0,0,0
241,0,1832,0,0,0
242,0,2090,0,0,0
243,0,2109,0,0,0
244,1437,0,0,0,0
245,0,2126,0,0,0
246,0,2098,0,0,0
247,0,2039,0,0,0
248,1363,2063,0,0,0
249,1371,2067,0,0,0
250,0,2163,0,0,0
251,1413,2070,0,0,0
252,0,2168,0,0,0
253,0,2169,0,0,0
254,0,2170,1655,0,0
255,0,2173,0,0,0
256,0,2117,1639,0,0
257,0,2126,0,0,0
258,0,2174,0,0,0
259,0,2090,1639,0,0
260,0,2180,0,0,0
261,0,2180,1640,0,0
262,0,2118,1640,0,0
263,1409,2119,0,0,0
265,0,0,1896,0,0
266,0,0,1898,0,0
267,0,0,1899,0,0
268,0,0,1900,0,0
269,0,2188,0,0,0
270,0,2193,0,0,0
271,0,2195,0,0,0
272,0,2210,0,0,0
273,1453,2208,0,0,0
274,0,2218,0,0,0
277,0,0,1921,0,0
278,0,2241,0,0,0
279,0,0,1715,0,0
280,0,0,1715,0,0
281,0,0,2154,0,0
282,0,2263,0,0,0
283,1482,2267,0,0,0
284,1483,0,0,0,0
288,0,0,2162,0,0
290,0,2279,0,0,0
291,0,2291,0,0,0
292,0,2289,0,0,0
293,0,2276,0,0,0
294,0,2290,0,0,0
295,0,2293,0,0,0
296,0,0,2173,0,1
297,0,2350,0,0,0
298,0,2354,0,0,1
299,1533,2352,0,0,0
300,1537,2353,0,0,0
301,1534,2359,0,0,0
302,1517,2357,0,0,0
303,1518,2358,0,0,0
304,0,2377,0,0,0
305,0,2378,0,0,0
306,0,2379,0,0,0
307,0,2385,0,0,0
308,0,2383,0,0,0
309,0,2380,0,0,0
310,0,2381,0,0,0
311,0,2382,0,0,0
312,0,2384,0,0,0
315,0,2416,2307,0,0
316,0,0,2311,0,0
317,0,0,2312,0,0
318,0,0,2313,0,0
319,0,0,2314,0,0
320,0,0,2315,0,0
321,1562,2499,2337,72,0
322,0,0,2336,72,0
323,0,2400,0,0,0
324,0,2410,0,0,0
325,0,2405,0,0,0
326,0,2415,0,0,0
327,0,2414,0,0,0
328,0,2416,0,0,0
329,0,2417,0,0,0
330,0,2417,0,0,0
331,0,2419,0,0,0
332,0,2428,0,0,0
333,0,2429,0,0,0
334,0,2424,0,0,0
335,0,2432,0,0,0
336,0,2433,0,0,0
337,0,2434,0,0,1
338,0,2439,0,0,0
339,0,2435,0,0,0
340,0,2436,0,0,0
341,0,2443,0,0,0
342,0,2444,0,0,0
343,0,2445,0,0,0
344,0,2446,0,0,0
345,0,2447,0,0,0
346,0,2448,0,0,0
347,0,2449,0,0,0
348,0,2450,0,0,0
349,0,2442,0,0,0
350,0,2437,0,0,0
351,0,2431,0,0,0
352,0,2420,0,0,0
353,0,2405,0,0,0
354,0,0,2417,0,0
355,0,2561,0,0,0
356,0,2538,0,0,0
357,0,2539,0,0,0
358,0,2574,2418,0,1
359,0,2574,2419,0,1
360,0,2585,2432,0,1
361,0,2583,2419,0,1
362,0,2575,2419,0,1
363,0,2585,2419,0,1
364,0,2577,0,0,1
365,0,2576,0,0,1
366,0,2573,0,0,1
367,0,2611,0,0,0
368,0,0,2440,0,1
370,0,0,2454,0,1
371,0,2645,2453,0,1
373,0,2642,2458,0,1
374,0,0,2450,0,1
375,0,0,2477,0,1
376,0,0,2478,0,1
377,0,0,2479,0,1
378,0,0,2481,0,1
379,0,0,2483,0,1
380,0,0,2484,0,1
381,0,0,2485,0,1
382,0,0,2487,0,1
383,0,2639,2447,0,1
384,0,0,2493,0,1
385,0,0,2494,0,1
386,0,0,2495,0,1
387,0,0,2499,0,1
388,0,0,2502,0,1
390,0,0,2509,0,0
391,0,0,2522,0,1
392,0,0,2523,0,1
395,0,0,2525,0,1
396,0,0,2500,0,1
397,0,0,2533,0,0
398,0,2636,2563,0,0
399,0,0,2579,0,0
400,0,2365,2178,0,0
401,0,0,2464,0,0
402,0,2655,0,0,0
403,0,2642,2522,0,1
404,0,2679,0,0,0
405,0,2682,0,0,0
406,0,2676,0,0,0
407,0,2683,0,0,0
408,0,2654,0,0,0
409,0,2636,0,0,0
410,0,2686,0,0,0
411,0,2687,0,0,0
412,0,2687,2563,0,0
413,0,2673,0,0,0
415,0,2670,0,0,0
416,0,2674,0,0,0
417,0,2672,0,0,0
418,0,2671,0,0,0
419,0,2659,2454,0,1
420,0,2659,0,0,0
421,0,2645,0,0,0
422,0,2645,2454,0,1
423,0,2641,0,0,0
424,0,2644,2493,0,1
425,0,2644,0,0,0
426,0,2661,0,0,0
427,0,2644,2454,0,1
428,0,2652,0,0,0
429,0,2651,0,0,0
430,0,2655,2458,0,1
431,0,2649,0,0,0
432,0,2647,0,0,0
433,0,2648,0,0,0
434,0,2648,2458,0,1
435,0,2703,0,0,0
436,0,2702,0,0,0
437,1610,0,0,0,0
438,0,2665,0,0,0
439,0,2665,2481,0,1
440,0,2665,2487,0,1
441,0,2720,0,0,0
442,0,2721,0,0,0
443,0,2722,0,0,0
444,0,2723,0,0,0
445,0,0,2593,0,1
446,0,0,2594,0,1
447,0,2766,0,73,0
448,0,2763,0,73,0
449,0,2767,0,73,0
450,0,2762,0,73,0
453,1619,2789,0,0,0
455,1621,2799,2626,0,1
456,0,2792,0,0,0
457,0,2793,0,0,0
458,0,0,2637,0,1
459,0,0,2638,0,1
460,0,0,2639,0,1
461,0,0,2641,0,1
462,0,0,2643,0,0
463,0,0,2644,0,1
464,0,0,2645,0,0
465,0,0,2646,0,0
466,0,0,2635,0,1
467,0,0,2638,0,0
468,0,0,2684,78,1
469,0,0,2685,75,1
470,0,0,2699,75,1
471,0,0,2703,0,1
472,0,0,2704,0,1
473,0,0,2706,75,1
474,0,0,2714,0,1
477,0,0,2882,0,1
