ID,FirstStateID,Flags,StartLife,StartLifePercent
1311,1536,0,100,0
1312,1537,0,100,0
1313,1538,0,0,0
1314,1539,0,0,0
1316,1541,0,0,0
1317,1542,2,0,0
1318,1543,0,0,0
1319,1544,1,0,0
1320,1545,0,0,0
1321,1546,0,0,0
1322,1547,0,0,0
1325,1551,2,0,0
1326,1553,0,0,0
1327,1554,2,0,0
1328,1556,2,0,0
1329,1558,0,0,0
1330,1559,2,0,0
1331,1561,2,0,0
1332,1563,0,0,0
1333,1564,2,0,0
1334,1566,2,0,0
1335,1568,0,0,0
1336,1569,2,0,0
1337,1571,0,0,0
1338,1572,2,0,0
1339,1573,0,0,0
1340,1574,0,100,0
1341,1575,0,100,0
1342,1577,0,0,0
1343,1578,0,0,0
1344,1579,0,0,0
1345,1580,2,0,0
1347,1582,2,1,0
1348,1583,0,0,0
1349,1584,2,0,0
1350,1585,0,0,0
1351,1587,2,1,0
1352,1589,0,0,0
1353,1590,0,0,0
1354,1591,0,0,0
1355,1592,2,1,0
1356,1593,2,1,0
1357,1594,2,2,0
1358,1595,0,0,0
1361,1599,0,0,0
1362,1600,2,2,0
1363,1601,2,2,0
1364,1602,2,2,0
1365,1603,2,3,0
1366,1604,2,3,0
1367,1605,2,3,0
1368,1606,2,3,0
1369,1607,2,3,0
1370,1608,2,3,0
1371,1609,2,3,0
1372,1610,0,0,0
1373,1611,2,3,0
1374,1612,2,2,0
1375,1613,0,0,0
1376,1614,0,0,0
1377,1615,0,0,0
1379,1617,2,0,0
1380,1618,2,0,0
1381,1619,0,0,0
1382,1620,0,0,0
1383,1621,0,0,0
1384,1622,0,0,0
1385,1623,0,0,0
1386,1624,0,0,0
1387,1625,0,0,0
1388,1626,0,0,0
1389,1627,0,0,0
1390,1628,0,0,0
1391,1629,2,0,0
1392,1630,0,0,0
1393,1631,0,0,0
1394,1632,0,0,0
1395,1633,0,0,0
1396,1634,0,0,0
1397,1635,0,0,0
1398,1636,2,0,0
1399,1637,2,0.25,0
1400,1638,0,0,0
1401,1639,2,0.25,0
1402,1640,0,0,0
1403,1641,2,0,0
1404,1642,0,0,0
1405,1643,0,0,0
1406,1644,2,0,0
1407,1645,0,0,0
1408,1646,2,0.5,0
1409,1647,2,0.5,0
1410,1648,0,0,0
1411,1649,2,0.25,0
1412,1650,2,0.25,0
1413,1651,2,0.5,0
1414,1652,2,0.5,0
1415,1653,0,0,0
1416,1654,2,0,0
1417,1655,2,0,0
1418,1656,0,0,0
1419,1657,2,0,0
1420,1659,0,0,0
1421,1660,2,0,0
1422,1661,0,0,0
1423,1662,0,0,0
1425,1664,0,0,0
1426,1665,0,0,0
1427,1666,0,0,0
1428,1667,0,0,0
1429,1668,0,0,0
1430,1669,0,0,0
1431,1670,0,0,0
1432,1671,0,0,0
1433,1672,0,0,0
1434,1673,0,0,0
1435,1674,0,0,0
1436,1675,0,0,0
1437,1676,0,0,0
1438,1677,0,0,0
1439,1678,0,0,0
1440,1679,0,0,0
1441,1680,0,0,0
1442,1681,0,0,0
1443,1682,0,0,0
1444,1683,0,0,0
1445,1684,0,0,0
1446,1685,0,0,0
1447,1686,0,0,0
1448,1687,0,0,0
1449,1688,2,0.9,0
1450,1689,2,0.9,0
1451,1690,2,0.9,0
1452,1691,2,0.9,0
1453,1692,2,1.9,0
1454,1693,2,1.9,0
1455,1694,2,1.9,0
1456,1695,2,1.9,0
1457,1696,2,2.9,0
1458,1697,0,0,0
1459,1698,2,2.9,0
1460,1699,2,2.9,0
1461,1700,2,3.9,0
1462,1701,2,3.9,0
1463,1702,2,3.9,0
1464,1703,2,3.9,0
1465,1704,2,2.9,0
1466,1705,0,0,0
1467,1706,2,0,0
1468,1710,0,0,0
1469,1711,0,0,0
1470,1712,2,0,0
1471,1717,2,0,0
1472,1722,0,0,0
1473,1723,0,0,0
1474,1724,2,0,0
1475,1725,0,0,0
1476,1726,0,0,0
1477,1727,0,0,0
1478,1728,0,0,0
1479,1729,2,0,0
1482,1734,0,0,0
1483,1735,0,0,0
1484,1736,0,0,0
1485,1737,0,0,0
1486,1738,0,0,0
1487,1739,0,0,0
1488,1740,0,100,0
1489,1741,2,0,0
1491,1744,0,100,0
1492,1745,0,0,0
1495,1748,0,0,0
1496,1750,0,0,0
1498,1753,0,0,0
1499,1754,0,0,0
1500,1755,0,0,0
1501,1756,0,0,0
1502,1757,0,0,0
1503,1758,0,0,0
1504,1759,0,0,0
1505,1760,0,0,0
1506,1761,0,0,0
1507,1762,0,0,0
1508,1763,0,0,0
1509,1764,0,0,0
1511,1766,0,0,0
1512,1767,0,0,0
1513,1768,0,0,0
1514,1769,0,0,0
1515,1770,0,0,0
1516,1771,0,0,0
1517,1772,0,0,0
1518,1773,0,0,0
1519,1774,2,0,0
1520,1775,0,0,0
1521,1776,0,0,0
1522,1777,0,0,0
1523,1778,0,0,0
1524,1779,0,0,0
1525,1780,0,0,0
1526,1781,0,0,0
1527,1782,0,0,0
1528,1783,0,0,0
1529,1784,0,0,0
1530,1785,0,0,0
1531,1786,2,0,0
1532,1787,0,0,0
1533,1788,0,0,0
1534,1789,0,0,0
1535,1790,0,0,0
1536,1791,0,0,0
1537,1792,0,0,0
1538,1793,0,0,0
1539,1794,0,0,0
1540,1795,0,0,0
1541,1796,0,0,0
1542,1797,0,0,0
1543,1798,0,0,0
1544,1799,0,0,0
1545,1800,0,0,0
1546,1801,0,0,0
1547,1802,0,0,0
1548,1803,0,0,0
1549,1804,0,0,0
1551,1806,1,0,0
1552,1807,0,0,0
1553,1808,0,0,0
1554,1809,0,0,0
1555,1810,2,0,0
1557,1813,0,0,0
1558,1814,2,0,0
1559,1816,0,0,0
1560,1817,0,0,0
1561,1818,2,0,0
1562,1820,0,0,0
1563,1821,0,0,0
1564,1822,0,0,0
1565,1829,0,0,0
1566,1824,0,0,0
1567,1825,0,0,0
1568,1826,0,0,0
1569,1827,0,0,0
1570,1828,0,0,0
1571,1830,0,0,0
1572,1831,0,0,0
1573,1832,0,0,0
1574,1833,0,0,0
1575,1834,0,0,0
1576,1835,0,0,0
1577,1836,0,0,0
1578,1839,0,0,0
1579,1840,0,0,0
1580,1841,0,0,0
1581,1842,0,0,0
1582,1843,0,0,0
1590,1851,0,0,0
1591,1852,0,0,0
1592,1853,0,0,0
1593,1854,0,0,0
1594,1855,2,0,0
1595,1856,0,100,0
1596,1857,0,0,0
1597,1858,0,0,0
1598,1859,0,33,0
1599,1860,2,0,0
1600,1861,0,0,0
1601,1862,0,0,0
1603,1864,2,0,0
1604,1865,0,0,0
1605,1866,0,0,0
1606,1867,0,0,0
1607,1868,0,0,0
1608,1869,2,0,0
1609,1870,0,0,0
1610,1871,2,0,0
1611,1872,0,0,0
1612,1873,0,0,0
1613,1874,2,0,0
1614,1875,0,0,0
1615,1876,2,0,0
1616,1877,0,0,0
1617,1878,2,0,0
1618,1879,0,0,0
1619,1880,0,0,0
1620,1881,0,0,0
1621,1882,0,0,0
1622,1883,0,0,0
1623,1884,2,0,0
1624,1886,0,0,0
1625,1887,0,0,0
1626,1888,0,0,0
1627,1889,0,0,0
1628,1890,0,0,0
1629,1891,0,0,0
1630,1892,2,0,0
1631,1893,0,0,0
1633,1895,2,0,0
1634,1896,0,0,0
1635,1897,2,0,0
1636,1898,0,0,0
1637,1899,0,0,0
1638,1900,0,0,0
1639,1901,0,0,0
1640,1902,0,0,0
1641,1903,0,0,0
1642,1904,0,0,0
1643,1905,0,0,0
1644,1906,0,0,0
1645,1907,0,0,0
1646,1908,0,0,0
1647,1909,0,0,0
1648,1910,0,0,0
1649,1911,0,0,0
1650,1912,0,0,0
1651,1913,0,0,0
1652,1914,0,0,0
1653,1915,2,0,0
1654,1916,0,0,0
1655,1917,0,0,0
1658,1920,0,0,0
1659,1921,0,0,0
1660,1922,0,0,0
1661,1923,0,0,0
1662,1924,0,0,0
1663,1925,0,0,0
1664,1926,0,0,0
1665,1927,0,0,0
1668,1930,0,0,0
1669,1931,0,0,0
1670,1932,0,0,0
1673,1936,2,0,0
1674,1940,0,0,0
1675,1941,1,0,0
1676,1942,1,0,0
1686,1956,0,0,0
1687,1957,0,0,0
1688,1958,0,0,0
1689,1959,0,0,0
1690,1960,0,0,0
1691,1961,0,0,0
1692,1962,0,0,0
1693,1967,2,0,0
1694,1969,0,0,0
1695,1973,2,0,0
1696,1974,2,0,0
1697,1977,0,0,0
1698,1978,0,0,0
1699,1979,0,0,0
1700,1980,0,0,0
1701,1981,0,0,0
1702,1982,0,0,0
1703,1983,0,0,0
1704,1984,0,0,0
1705,1985,2,0,0
1707,1987,0,0,0
1708,1988,0,0,0
1709,1989,0,0,0
1710,1990,0,0,0
1712,1992,0,0,0
1714,1994,0,0,0
1715,1995,2,0,0
1716,1996,0,0,0
1727,2007,0,0,0
1728,2008,0,0,0
1730,2010,0,0,0
1731,2011,0,0,0
1732,2012,0,0,0
1733,2013,0,0,0
1734,2014,0,0,0
1735,2015,2,0,0
1736,2016,2,0,0
1737,2018,2,0,0
1738,2021,0,0,0
1739,2022,0,0,0
1740,2023,0,0,0
1741,2026,1,0,0
1744,2029,2,0,0
1745,2032,0,0,0
1746,2033,0,0,0
1747,2034,0,0,0
1748,2035,0,0,0
1749,2036,0,0,0
1750,2037,0,0,0
1751,2040,0,0,0
1752,2041,0,0,0
1753,2042,0,0,0
1754,2043,0,0,0
1755,2044,0,0,0
1756,2045,2,0,0
1757,2046,2,0,0
1758,2047,2,0,0
1759,2048,2,0,0
1760,2049,2,0,0
1761,2050,2,0,0
1762,2051,2,0,0
1763,2052,2,0,0
1764,2053,2,0,0
1765,2056,0,0,0
1766,2057,0,0,0
1767,2058,0,0,0
1768,2059,0,0,0
1769,2060,0,0,0
1770,2061,1,0,0
1771,2062,0,0,0
1772,2063,0,0,0
1773,2064,0,0,0
1774,2065,2,0,0
1775,2066,0,0,0
1776,2067,2,0,0
1777,2068,0,0,0
1778,2069,0,0,0
1779,2070,0,0,0
1780,2071,2,0,0
1781,2072,0,0,0
1783,2078,2,0,0
