ID,MinLevel,MaxLevel,Field_9_0_1_35522_003Min,Field_9_0_1_35522_003Max,FactionTemplateID,ContentTuningID,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],Flags[5],Flags[6],Flags[7],Flags[8],CreatureID
125865,1,1,0,0,35,0,16777510,0,40960,1610612736,16783361,0,0,0,0,121295
136011,110,110,0,0,35,181,16777510,0,40960,1610612736,16783361,0,0,0,0,130357
188661,1,1,0,0,35,0,96,0,0,0,16777216,0,0,0,0,167875
342612,1,1,0,0,188,0,102,0,0,524288,16777216,0,0,1,0,259430
343031,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,259842
343787,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,260580
344919,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,261680
345501,1,1,0,0,35,0,268959846,0,0,524288,16777216,0,0,0,0,262224
346292,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,262986
346870,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,263559
348131,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,264632
348133,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,264634
348135,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,264636
348137,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,264638
348138,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,264639
349365,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,265797
349601,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,266025
350350,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,266735
351429,1,1,0,0,35,0,1589350,0,0,524288,16777216,0,0,0,0,267842
352356,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,268707
352393,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,268744
352490,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,268840
353999,1,1,0,0,35,0,-2146958482,1048576,1,512,16777217,0,262144,0,0,270313
355079,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271368
355360,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271636
355591,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271867
355594,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271870
355598,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271874
355599,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271875
355600,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271876
355601,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271877
355602,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271878
355612,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271888
355613,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271889
355614,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271890
355615,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271891
355616,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271892
355617,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271893
355637,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271913
355638,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271914
355639,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271915
355697,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271972
355704,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271979
355705,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271980
355718,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,271993
355737,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,272012
355943,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272210
355946,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272213
355947,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272214
355948,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272215
355952,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272219
355959,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272226
355960,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272227
355962,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272229
355964,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272231
355968,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272235
355971,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272238
355972,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272239
355974,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272241
355975,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272242
355976,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272243
355978,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272245
355982,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272249
355983,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272250
355984,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,272251
355985,60,60,0,0,3625,0,0,0,0,0,16777216,0,0,0,0,272252
356042,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,272309
356043,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,272310
356063,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,272328
356064,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,272329
356065,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,272330
356373,1,1,0,0,188,0,268959846,0,8192,1074266112,16777216,0,0,1,0,272614
356778,1,1,0,0,188,0,102,0,0,524288,16777216,0,0,1,0,273003
357176,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,273391
357708,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273916
357709,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273917
357710,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273918
357711,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273919
357712,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273920
357713,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273921
357717,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273925
357718,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273926
357719,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273927
357720,0,0,0,0,35,0,0,0,0,0,16777216,0,0,0,0,273928
357748,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,273956
358139,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,274334
358227,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,274412
358773,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,274947
360212,1,1,0,0,188,0,268959846,0,0,524288,16777216,0,0,0,0,276331
