ID,RowIndex,ColIndex,LayerIndex,FileDataID,UiMapArtID
25016,1,3,0,273335,126
25017,2,0,0,273315,126
25018,2,1,0,273284,126
25019,2,2,0,273337,126
25020,2,3,0,273306,126
25033,0,0,0,272100,128
25034,0,1,0,251750,128
25035,0,2,0,251751,128
25036,0,3,0,272096,128
25037,1,0,0,272080,128
25038,1,1,0,272097,128
25039,1,2,0,272088,128
25040,1,3,0,272083,128
25041,2,0,0,272081,128
25042,2,1,0,272086,128
25043,2,2,0,272092,128
25044,2,3,0,272079,128
25045,0,0,0,272377,129
25046,0,1,0,272376,129
25047,0,2,0,272385,129
25048,0,3,0,272378,129
25049,1,0,0,272386,129
25050,1,1,0,272379,129
25051,1,2,0,272380,129
25052,1,3,0,272381,129
25053,2,0,0,272382,129
25054,2,1,0,272383,129
25055,2,2,0,272375,129
25056,2,3,0,272384,129
25057,0,0,0,237720,130
25058,0,1,0,237724,130
25059,0,2,0,237725,130
25060,0,3,0,237726,130
25061,1,0,0,237727,130
25062,1,1,0,237728,130
25063,1,2,0,237729,130
25064,1,3,0,237730,130
25065,2,0,0,237731,130
25066,2,1,0,237721,130
25067,2,2,0,237722,130
25068,2,3,0,237723,130
25069,0,0,0,237732,131
25070,0,1,0,237736,131
25071,0,2,0,237737,131
25072,0,3,0,237738,131
25073,1,0,0,237739,131
25074,1,1,0,237740,131
25075,1,2,0,237741,131
25076,1,3,0,237742,131
25077,2,0,0,237743,131
25078,2,1,0,237733,131
25079,2,2,0,237734,131
25080,2,3,0,237735,131
25081,0,0,0,253252,132
25082,0,1,0,253256,132
25083,0,2,0,253257,132
25084,0,3,0,253258,132
25085,1,0,0,253259,132
25086,1,1,0,253260,132
25087,1,2,0,253261,132
25088,1,3,0,253262,132
25089,2,0,0,253263,132
25090,2,1,0,253253,132
25091,2,2,0,253254,132
25092,2,3,0,253255,132
25093,0,0,0,272664,133
25094,0,1,0,272671,133
25095,0,2,0,272666,133
25096,0,3,0,272672,133
25097,1,0,0,272667,133
25098,1,1,0,272673,133
25099,1,2,0,272674,133
25100,1,3,0,272675,133
25101,2,0,0,272668,133
25102,2,1,0,272669,133
25103,2,2,0,272665,133
25104,2,3,0,272670,133
25105,0,0,0,252602,134
25106,0,1,0,252606,134
25107,0,2,0,252607,134
25108,0,3,0,252608,134
25109,1,0,0,252609,134
25110,1,1,0,252610,134
25111,1,2,0,252611,134
25112,1,3,0,252612,134
25113,2,0,0,252613,134
25114,2,1,0,252603,134
25115,2,2,0,252604,134
25116,2,3,0,252605,134
25117,0,0,0,253228,135
25118,0,1,0,253232,135
25119,0,2,0,253233,135
25120,0,3,0,253234,135
25121,1,0,0,253235,135
25122,1,1,0,253236,135
25123,1,2,0,253237,135
25124,1,3,0,253238,135
25125,2,0,0,253239,135
25126,2,1,0,253229,135
25127,2,2,0,253230,135
25128,2,3,0,253231,135
25129,0,0,0,252998,136
25130,0,1,0,253002,136
25131,0,2,0,253003,136
25132,0,3,0,253004,136
25133,1,0,0,253005,136
25134,1,1,0,253006,136
25135,1,2,0,253007,136
25136,1,3,0,253008,136
25137,2,0,0,253009,136
25138,2,1,0,252999,136
25139,2,2,0,253000,136
25140,2,3,0,253001,136
25141,0,0,0,252310,137
25142,0,1,0,252314,137
25143,0,2,0,252315,137
25144,0,3,0,252316,137
25145,1,0,0,252317,137
25146,1,1,0,252318,137
25147,1,2,0,252319,137
25148,1,3,0,252320,137
25149,2,0,0,252321,137
25150,2,1,0,252311,137
25151,2,2,0,252312,137
25152,2,3,0,252313,137
25153,0,0,0,252634,138
25154,0,1,0,252638,138
25155,0,2,0,252639,138
25156,0,3,0,252640,138
25157,1,0,0,252641,138
25158,1,1,0,252642,138
25159,1,2,0,252643,138
25160,1,3,0,252644,138
25161,2,0,0,252645,138
25162,2,1,0,252635,138
25163,2,2,0,252636,138
25164,2,3,0,252637,138
25165,0,0,0,252646,139
25166,0,1,0,252650,139
25167,0,2,0,252651,139
25168,0,3,0,252652,139
25169,1,0,0,252653,139
25170,1,1,0,252654,139
25171,1,2,0,252655,139
25172,1,3,0,252656,139
25173,2,0,0,252657,139
25174,2,1,0,252647,139
25175,2,2,0,252648,139
25176,2,3,0,252649,139
25177,0,0,0,252658,140
25178,0,1,0,252662,140
25179,0,2,0,252663,140
25180,0,3,0,252664,140
25181,1,0,0,252665,140
25182,1,1,0,252666,140
25183,1,2,0,252667,140
25184,1,3,0,252668,140
25185,2,0,0,252669,140
25186,2,1,0,252659,140
25187,2,2,0,252660,140
25188,2,3,0,252661,140
25189,0,0,0,252670,141
25190,0,1,0,252674,141
25191,0,2,0,252675,141
25192,0,3,0,252676,141
25193,1,0,0,252677,141
25194,1,1,0,252678,141
25195,1,2,0,252679,141
25196,1,3,0,252680,141
25197,2,0,0,252681,141
25198,2,1,0,252671,141
25199,2,2,0,252672,141
25200,2,3,0,252673,141
25201,0,0,0,252682,142
25202,0,1,0,252686,142
25203,0,2,0,252687,142
25204,0,3,0,252688,142
25205,1,0,0,252689,142
25206,1,1,0,252690,142
25207,1,2,0,252691,142
25208,1,3,0,252692,142
25209,2,0,0,252693,142
25210,2,1,0,252683,142
25211,2,2,0,252684,142
25212,2,3,0,252685,142
25213,0,0,0,252442,143
25214,0,1,0,252446,143
25215,0,2,0,252447,143
25216,0,3,0,252448,143
25217,1,0,0,252449,143
25218,1,1,0,252450,143
25219,1,2,0,252451,143
25220,1,3,0,252452,143
25221,2,0,0,252453,143
25222,2,1,0,252443,143
25223,2,2,0,252444,143
25224,2,3,0,252445,143
25225,0,0,0,252454,144
25226,0,1,0,252458,144
25227,0,2,0,252459,144
25228,0,3,0,252460,144
25229,1,0,0,252461,144
25230,1,1,0,252462,144
25231,1,2,0,252463,144
25232,1,3,0,252464,144
25233,2,0,0,252465,144
25234,2,1,0,252455,144
25235,2,2,0,252456,144
25236,2,3,0,252457,144
25237,0,0,0,252622,145
25238,0,1,0,252626,145
25239,0,2,0,252627,145
25240,0,3,0,252628,145
25241,1,0,0,252629,145
25242,1,1,0,252630,145
25243,1,2,0,252631,145
25244,1,3,0,252632,145
25245,2,0,0,252633,145
25246,2,1,0,252623,145
25247,2,2,0,252624,145
25248,2,3,0,252625,145
25249,0,0,0,253118,146
25250,0,1,0,253122,146
25251,0,2,0,253123,146
25252,0,3,0,253124,146
25253,1,0,0,253125,146
25254,1,1,0,253126,146
25255,1,2,0,253127,146
25256,1,3,0,253128,146
25257,2,0,0,253129,146
25258,2,1,0,253119,146
25259,2,2,0,253120,146
25260,2,3,0,253121,146
25261,0,0,0,304387,147
25262,0,1,0,304391,147
25263,0,2,0,304392,147
25264,0,3,0,304393,147
25265,1,0,0,304394,147
25266,1,1,0,304395,147
25267,1,2,0,304396,147
25268,1,3,0,304397,147
25269,2,0,0,304398,147
25270,2,1,0,304388,147
25271,2,2,0,304389,147
25272,2,3,0,304390,147
25273,0,0,0,252526,148
25274,0,1,0,252530,148
25275,0,2,0,252531,148
25276,0,3,0,252532,148
25277,1,0,0,252533,148
25278,1,1,0,252534,148
25279,1,2,0,252535,148
25280,1,3,0,252536,148
25281,2,0,0,252537,148
25282,2,1,0,252527,148
25283,2,2,0,252528,148
25284,2,3,0,252529,148
25285,0,0,0,252538,149
25286,0,1,0,252542,149
25287,0,2,0,252543,149
25288,0,3,0,252544,149
25289,1,0,0,252545,149
25290,1,1,0,252546,149
25291,1,2,0,252547,149
25292,1,3,0,252548,149
25293,2,0,0,252549,149
25294,2,1,0,252539,149
25295,2,2,0,252540,149
25296,2,3,0,252541,149
25297,0,0,0,252550,150
25298,0,1,0,252554,150
25299,0,2,0,252555,150
25300,0,3,0,252556,150
25301,1,0,0,252557,150
25302,1,1,0,252558,150
25303,1,2,0,252559,150
25304,1,3,0,252560,150
25305,2,0,0,252561,150
25306,2,1,0,252551,150
25307,2,2,0,252552,150
25308,2,3,0,252553,150
25309,0,0,0,252562,151
25310,0,1,0,252566,151
25311,0,2,0,252567,151
25312,0,3,0,252568,151
25313,1,0,0,252569,151
25314,1,1,0,252570,151
25315,1,2,0,252571,151
25316,1,3,0,252572,151
25317,2,0,0,252573,151
25318,2,1,0,252563,151
25319,2,2,0,252564,151
25320,2,3,0,252565,151
25321,0,0,0,254963,152
25322,0,1,0,254979,152
25323,0,2,0,254992,152
25324,0,3,0,255005,152
25325,1,0,0,255018,152
25326,1,1,0,255019,152
25327,1,2,0,255020,152
25328,1,3,0,255021,152
25329,2,0,0,255022,152
25330,2,1,0,254964,152
25331,2,2,0,254965,152
25332,2,3,0,254966,152
25333,0,0,0,254967,153
25334,0,1,0,254971,153
25335,0,2,0,254972,153
25336,0,3,0,254973,153
25337,1,0,0,254974,153
25338,1,1,0,254975,153
25339,1,2,0,254976,153
25340,1,3,0,254977,153
25341,2,0,0,254978,153
25342,2,1,0,254968,153
25343,2,2,0,254969,153
25344,2,3,0,254970,153
25345,0,0,0,254980,154
25346,0,1,0,254984,154
25347,0,2,0,254985,154
25348,0,3,0,254986,154
25349,1,0,0,254987,154
25350,1,1,0,254988,154
25351,1,2,0,254989,154
25352,1,3,0,254990,154
25353,2,0,0,254991,154
25354,2,1,0,254981,154
25355,2,2,0,254982,154
25356,2,3,0,254983,154
25357,0,0,0,254993,155
25358,0,1,0,254997,155
25359,0,2,0,254998,155
25360,0,3,0,254999,155
25361,1,0,0,255000,155
25362,1,1,0,255001,155
25363,1,2,0,255002,155
25364,1,3,0,255003,155
25365,2,0,0,255004,155
25366,2,1,0,254994,155
25367,2,2,0,254995,155
25368,2,3,0,254996,155
25369,0,0,0,255006,156
25370,0,1,0,255010,156
25371,0,2,0,255011,156
25372,0,3,0,255012,156
25373,1,0,0,255013,156
25374,1,1,0,255014,156
25375,1,2,0,255015,156
25376,1,3,0,255016,156
25377,2,0,0,255017,156
25378,2,1,0,255007,156
25379,2,2,0,255008,156
25380,2,3,0,255009,156
25381,0,0,0,312608,157
25382,0,1,0,312612,157
25383,0,2,0,312613,157
25384,0,3,0,312614,157
25385,1,0,0,312615,157
25386,1,1,0,312616,157
25387,1,2,0,312617,157
25388,1,3,0,312618,157
25389,2,0,0,312619,157
25390,2,1,0,312609,157
25391,2,2,0,312610,157
25392,2,3,0,312611,157
25393,0,0,0,252418,158
25394,0,1,0,252434,158
25395,0,2,0,252435,158
25396,0,3,0,252436,158
25397,1,0,0,252437,158
25398,1,1,0,252438,158
25399,1,2,0,252439,158
25400,1,3,0,252440,158
25401,2,0,0,252441,158
25402,2,1,0,252419,158
25403,2,2,0,252420,158
25404,2,3,0,252421,158
25405,0,0,0,252422,159
25406,0,1,0,252426,159
25407,0,2,0,252427,159
25408,0,3,0,252428,159
25409,1,0,0,252429,159
25410,1,1,0,252430,159
25411,1,2,0,252431,159
25412,1,3,0,252432,159
25413,2,0,0,252433,159
25414,2,1,0,252423,159
25415,2,2,0,252424,159
25416,2,3,0,252425,159
25417,0,0,0,253130,160
25418,0,1,0,253134,160
25419,0,2,0,253135,160
25420,0,3,0,253136,160
25421,1,0,0,253137,160
25422,1,1,0,253138,160
25423,1,2,0,253139,160
25424,1,3,0,253140,160
25425,2,0,0,253141,160
25426,2,1,0,253131,160
25427,2,2,0,253132,160
25428,2,3,0,253133,160
25429,0,0,0,303621,161
25430,0,1,0,303606,161
25431,0,2,0,303607,161
25432,0,3,0,303608,161
25433,1,0,0,303609,161
25434,1,1,0,303610,161
25435,1,2,0,303611,161
25436,1,3,0,303612,161
25437,2,0,0,303613,161
25438,2,1,0,303603,161
25439,2,2,0,303604,161
25440,2,3,0,303605,161
25441,0,0,0,252334,162
25442,0,1,0,252338,162
25443,0,2,0,252339,162
25444,0,3,0,252340,162
25445,1,0,0,252341,162
25446,1,1,0,252342,162
25447,1,2,0,252343,162
25448,1,3,0,252344,162
25449,2,0,0,252345,162
25450,2,1,0,252335,162
25451,2,2,0,252336,162
25452,2,3,0,252337,162
25453,0,0,0,252346,163
25454,0,1,0,252350,163
25455,0,2,0,252351,163
25456,0,3,0,252352,163
25457,1,0,0,252353,163
25458,1,1,0,252354,163
25459,1,2,0,252355,163
25460,1,3,0,252356,163
25461,2,0,0,252357,163
25462,2,1,0,252347,163
25463,2,2,0,252348,163
25464,2,3,0,252349,163
25465,0,0,0,252358,164
25466,0,1,0,252362,164
25467,0,2,0,252363,164
25468,0,3,0,252364,164
25469,1,0,0,252365,164
25470,1,1,0,252366,164
25471,1,2,0,252367,164
25472,1,3,0,252368,164
25473,2,0,0,252369,164
25474,2,1,0,252359,164
25475,2,2,0,252360,164
25476,2,3,0,252361,164
25477,0,0,0,253046,165
25478,0,1,0,253050,165
25479,0,2,0,253051,165
25480,0,3,0,253052,165
25481,1,0,0,253053,165
25482,1,1,0,253054,165
25483,1,2,0,253055,165
25484,1,3,0,253056,165
25485,2,0,0,253057,165
25486,2,1,0,253047,165
25487,2,2,0,253048,165
25488,2,3,0,253049,165
25489,0,0,0,253058,166
25490,0,1,0,253062,166
25491,0,2,0,253063,166
25492,0,3,0,253064,166
25493,1,0,0,253065,166
25494,1,1,0,253066,166
25495,1,2,0,253067,166
25496,1,3,0,253068,166
25497,2,0,0,253069,166
25498,2,1,0,253059,166
25499,2,2,0,253060,166
25500,2,3,0,253061,166
25501,0,0,0,252466,167
25502,0,1,0,252470,167
25503,0,2,0,252471,167
25504,0,3,0,252472,167
25505,1,0,0,252473,167
25506,1,1,0,252474,167
25507,1,2,0,252475,167
25508,1,3,0,252476,167
25509,2,0,0,252477,167
25510,2,1,0,252467,167
25511,2,2,0,252468,167
25512,2,3,0,252469,167
25513,0,0,0,252478,168
25514,0,1,0,252482,168
25515,0,2,0,252483,168
25516,0,3,0,252484,168
25517,1,0,0,252485,168
25518,1,1,0,252486,168
25519,1,2,0,252487,168
25520,1,3,0,252488,168
25521,2,0,0,252489,168
25522,2,1,0,252479,168
25523,2,2,0,252480,168
25524,2,3,0,252481,168
25525,0,0,0,252490,169
25526,0,1,0,252494,169
25527,0,2,0,252495,169
25528,0,3,0,252496,169
25529,1,0,0,252497,169
25530,1,1,0,252498,169
25531,1,2,0,252499,169
25532,1,3,0,252500,169
25533,2,0,0,252501,169
25534,2,1,0,252491,169
25535,2,2,0,252492,169
25536,2,3,0,252493,169
25537,0,0,0,252502,170
25538,0,1,0,252506,170
25539,0,2,0,252507,170
25540,0,3,0,252508,170
25541,1,0,0,252509,170
25542,1,1,0,252510,170
25543,1,2,0,252511,170
25544,1,3,0,252512,170
25545,2,0,0,252513,170
25546,2,1,0,252503,170
25547,2,2,0,252504,170
25548,2,3,0,252505,170
25549,0,0,0,252514,171
25550,0,1,0,252518,171
25551,0,2,0,252519,171
25552,0,3,0,252520,171
25553,1,0,0,252521,171
25554,1,1,0,252522,171
25555,1,2,0,252523,171
25556,1,3,0,252524,171
25557,2,0,0,252525,171
25558,2,1,0,252515,171
25559,2,2,0,252516,171
25560,2,3,0,252517,171
25561,0,0,0,255178,172
25562,0,1,0,255182,172
25563,0,2,0,255183,172
25564,0,3,0,255184,172
25565,1,0,0,255185,172
25566,1,1,0,255186,172
25567,1,2,0,255187,172
25568,1,3,0,255188,172
25569,2,0,0,255189,172
25570,2,1,0,255179,172
25571,2,2,0,255180,172
25572,2,3,0,255181,172
25573,0,0,0,252698,173
25574,0,1,0,252702,173
25575,0,2,0,252703,173
25576,0,3,0,252704,173
25577,1,0,0,252705,173
25578,1,1,0,252706,173
25579,1,2,0,252707,173
25580,1,3,0,252708,173
25581,2,0,0,252709,173
25582,2,1,0,252699,173
25583,2,2,0,252700,173
25584,2,3,0,252701,173
25585,0,0,0,309334,174
25586,0,1,0,309338,174
25587,0,2,0,309339,174
25588,0,3,0,309340,174
25589,1,0,0,309341,174
25590,1,1,0,309342,174
25591,1,2,0,309343,174
25592,1,3,0,309344,174
25593,2,0,0,309345,174
25594,2,1,0,309335,174
25595,2,2,0,309336,174
25596,2,3,0,309337,174
25597,0,0,0,309886,175
25598,0,1,0,309890,175
25599,0,2,0,309891,175
25600,0,3,0,309892,175
25601,1,0,0,309893,175
25602,1,1,0,309894,175
25603,1,2,0,309895,175
25604,1,3,0,309896,175
25605,2,0,0,309897,175
25606,2,1,0,309887,175
25607,2,2,0,309888,175
25608,2,3,0,309889,175
25609,0,0,0,311123,176
25610,0,1,0,311127,176
25611,0,2,0,311128,176
25612,0,3,0,311129,176
25613,1,0,0,311130,176
25614,1,1,0,311131,176
25615,1,2,0,311132,176
25616,1,3,0,311133,176
25617,2,0,0,311134,176
25618,2,1,0,311124,176
25619,2,2,0,311125,176
25620,2,3,0,311126,176
25621,0,0,0,311123,177
25622,0,1,0,311127,177
25623,0,2,0,311128,177
25624,0,3,0,311129,177
25625,1,0,0,311130,177
25626,1,1,0,311131,177
25627,1,2,0,311132,177
25628,1,3,0,311133,177
25629,2,0,0,311134,177
25630,2,1,0,311124,177
25631,2,2,0,311125,177
25632,2,3,0,311126,177
25633,0,0,0,311135,178
25634,0,1,0,311139,178
25635,0,2,0,311140,178
25636,0,3,0,311141,178
25637,1,0,0,311142,178
25638,1,1,0,311143,178
25639,1,2,0,311144,178
25640,1,3,0,311145,178
25641,2,0,0,311146,178
25642,2,1,0,311136,178
25643,2,2,0,311137,178
25644,2,3,0,311138,178
25753,0,0,0,332748,188
25754,0,1,0,332752,188
25755,0,2,0,332753,188
25756,0,3,0,332754,188
25757,1,0,0,332755,188
25758,1,1,0,332756,188
25759,1,2,0,332757,188
25760,1,3,0,332758,188
25761,2,0,0,332759,188
25762,2,1,0,332749,188
25763,2,2,0,332750,188
25764,2,3,0,332751,188
25765,0,0,0,333491,189
25766,0,1,0,333495,189
25767,0,2,0,333496,189
25768,0,3,0,333497,189
25769,1,0,0,333498,189
25770,1,1,0,333499,189
25771,1,2,0,333500,189
25772,1,3,0,333501,189
25773,2,0,0,333502,189
25774,2,1,0,333492,189
25775,2,2,0,333493,189
25776,2,3,0,333494,189
25777,0,0,0,332724,190
25778,0,1,0,332728,190
25779,0,2,0,332729,190
25780,0,3,0,332730,190
25781,1,0,0,332731,190
25782,1,1,0,332732,190
25783,1,2,0,332733,190
25784,1,3,0,332734,190
25785,2,0,0,332735,190
25786,2,1,0,332725,190
25787,2,2,0,332726,190
25788,2,3,0,332727,190
25789,0,0,0,337506,191
25790,0,1,0,337510,191
25791,0,2,0,337511,191
25792,0,3,0,337512,191
25793,1,0,0,337513,191
25794,1,1,0,337514,191
25795,1,2,0,337515,191
25796,1,3,0,337516,191
25797,2,0,0,337517,191
25798,2,1,0,337507,191
25799,2,2,0,337508,191
25800,2,3,0,337509,191
25801,0,0,0,337518,192
25802,0,1,0,337522,192
25803,0,2,0,337523,192
25804,0,3,0,337524,192
25805,1,0,0,337525,192
25806,1,1,0,337526,192
25807,1,2,0,337527,192
25808,1,3,0,337528,192
25809,2,0,0,337529,192
25810,2,1,0,337519,192
25811,2,2,0,337520,192
25812,2,3,0,337521,192
25813,0,0,0,337530,193
25814,0,1,0,337534,193
25815,0,2,0,337535,193
25816,0,3,0,337536,193
25817,1,0,0,337537,193
25818,1,1,0,337538,193
25819,1,2,0,337539,193
25820,1,3,0,337540,193
25821,2,0,0,337541,193
25822,2,1,0,337531,193
25823,2,2,0,337532,193
25824,2,3,0,337533,193
25825,0,0,0,337542,194
25826,0,1,0,337546,194
25827,0,2,0,337547,194
25828,0,3,0,337548,194
25829,1,0,0,337549,194
25830,1,1,0,337550,194
25831,1,2,0,337551,194
25832,1,3,0,337552,194
25833,2,0,0,337553,194
25834,2,1,0,337543,194
25835,2,2,0,337544,194
25836,2,3,0,337545,194
25837,0,0,0,337554,195
25838,0,1,0,337558,195
25839,0,2,0,337559,195
25840,0,3,0,337560,195
25841,1,0,0,337561,195
25842,1,1,0,337562,195
25843,1,2,0,337563,195
25844,1,3,0,337564,195
25845,2,0,0,337565,195
25846,2,1,0,337555,195
25847,2,2,0,337556,195
25848,2,3,0,337557,195
25849,0,0,0,337566,196
25850,0,1,0,337570,196
25851,0,2,0,337571,196
25852,0,3,0,337572,196
25853,1,0,0,337573,196
25854,1,1,0,337574,196
25855,1,2,0,337575,196
25856,1,3,0,337576,196
25857,2,0,0,337577,196
25858,2,1,0,337567,196
25859,2,2,0,337568,196
25860,2,3,0,337569,196
25861,0,0,0,337578,197
25862,0,1,0,337582,197
25863,0,2,0,337583,197
25864,0,3,0,337584,197
25865,1,0,0,337585,197
25866,1,1,0,337586,197
25867,1,2,0,337587,197
25868,1,3,0,337588,197
25869,2,0,0,337589,197
25870,2,1,0,337579,197
25871,2,2,0,337580,197
25872,2,3,0,337581,197
25873,0,0,0,347410,198
25874,0,1,0,347414,198
25875,0,2,0,347415,198
25876,0,3,0,347416,198
25877,1,0,0,347417,198
25878,1,1,0,347418,198
25879,1,2,0,347419,198
25880,1,3,0,347420,198
25881,2,0,0,347421,198
25882,2,1,0,347411,198
25883,2,2,0,347412,198
25884,2,3,0,347413,198
25957,0,0,0,367503,205
25958,0,1,0,367507,205
25959,0,2,0,367508,205
25960,0,3,0,367509,205
25961,1,0,0,367510,205
25962,1,1,0,367511,205
25963,1,2,0,367512,205
25964,1,3,0,367513,205
25965,2,0,0,367514,205
25966,2,1,0,367504,205
25967,2,2,0,367505,205
25968,2,3,0,367506,205
35125,0,0,0,270949,969
35126,0,1,0,270953,969
35127,0,2,0,270951,969
35128,0,3,0,270952,969
35129,1,0,0,270957,969
35130,1,1,0,270954,969
35131,1,2,0,270947,969
35132,1,3,0,270955,969
35133,2,0,0,270948,969
35134,2,1,0,270946,969
35135,2,2,0,270950,969
35136,2,3,0,270956,969
35757,0,0,0,137030,988
35758,0,0,0,137031,989
44083,0,0,0,271420,1194
44084,0,1,0,271436,1194
44085,0,2,0,271430,1194
44086,0,3,0,271434,1194
44087,1,0,0,271431,1194
44088,1,1,0,271432,1194
44089,1,2,0,271433,1194
44090,1,3,0,271423,1194
44091,2,0,0,271425,1194
44092,2,1,0,271429,1194
44093,2,2,0,271424,1194
44094,2,3,0,271441,1194
44095,0,0,0,611660,1195
44096,0,1,0,611664,1195
44097,0,2,0,611665,1195
44098,0,3,0,611666,1195
44099,1,0,0,611667,1195
44100,1,1,0,611668,1195
44101,1,2,0,611669,1195
44102,1,3,0,611670,1195
44103,2,0,0,611671,1195
44104,2,1,0,611661,1195
44105,2,2,0,611662,1195
44106,2,3,0,611663,1195
44107,0,0,0,624977,1196
44108,0,1,0,624981,1196
44109,0,2,0,624982,1196
44110,0,3,0,624983,1196
44111,1,0,0,624984,1196
44112,1,1,0,624985,1196
44113,1,2,0,624986,1196
44114,1,3,0,624987,1196
44115,2,0,0,624988,1196
44116,2,1,0,624978,1196
44117,2,2,0,624979,1196
44118,2,3,0,624980,1196
44119,0,0,0,611708,1197
44120,0,1,0,611712,1197
44121,0,2,0,611713,1197
44122,0,3,0,611714,1197
44123,1,0,0,611715,1197
44124,1,1,0,611716,1197
44125,1,2,0,611717,1197
44126,1,3,0,611718,1197
44127,2,0,0,611719,1197
44128,2,1,0,611709,1197
44129,2,2,0,611710,1197
44130,2,3,0,611711,1197
44131,0,0,0,611720,1198
44132,0,1,0,611724,1198
44133,0,2,0,611725,1198
44134,0,3,0,611726,1198
44135,1,0,0,611727,1198
44136,1,1,0,611728,1198
44137,1,2,0,611729,1198
44138,1,3,0,611730,1198
44139,2,0,0,611731,1198
44140,2,1,0,611721,1198
44141,2,2,0,611722,1198
44142,2,3,0,611723,1198
44143,0,0,0,611684,1199
44144,0,1,0,611688,1199
44145,0,2,0,611689,1199
44146,0,3,0,611690,1199
44147,1,0,0,611691,1199
44148,1,1,0,611692,1199
44149,1,2,0,611693,1199
44150,1,3,0,611694,1199
44151,2,0,0,611695,1199
44152,2,1,0,611685,1199
44153,2,2,0,611686,1199
44154,2,3,0,611687,1199
44155,0,0,0,272166,1200
44156,0,1,0,272184,1200
44157,0,2,0,272164,1200
44158,0,3,0,272174,1200
44159,1,0,0,272167,1200
44160,1,1,0,272175,1200
44161,1,2,0,272162,1200
44162,1,3,0,272182,1200
44163,2,0,0,272163,1200
44164,2,1,0,272160,1200
44165,2,2,0,272161,1200
44166,2,3,0,272183,1200
44167,0,0,0,624455,1201
44168,0,1,0,624459,1201
44169,0,2,0,624460,1201
44170,0,3,0,624461,1201
44171,1,0,0,624462,1201
44172,1,1,0,624463,1201
44173,1,2,0,624464,1201
44174,1,3,0,624465,1201
44175,2,0,0,624466,1201
44176,2,1,0,624456,1201
44177,2,2,0,624457,1201
44178,2,3,0,624458,1201
44179,0,0,0,270575,1202
44180,0,1,0,270555,1202
44181,0,2,0,270556,1202
44182,0,3,0,270557,1202
44183,1,0,0,270588,1202
44184,1,1,0,270576,1202
44185,1,2,0,270582,1202
44186,1,3,0,270583,1202
44187,2,0,0,270562,1202
44188,2,1,0,270566,1202
44189,2,2,0,270587,1202
44190,2,3,0,270581,1202
44191,0,0,0,272075,1203
44192,0,1,0,272073,1203
44193,0,2,0,272076,1203
44194,0,3,0,272070,1203
44195,1,0,0,272071,1203
44196,1,1,0,272068,1203
44197,1,2,0,272074,1203
44198,1,3,0,272077,1203
44199,2,0,0,272078,1203
44200,2,1,0,272072,1203
44201,2,2,0,272067,1203
44202,2,3,0,272069,1203
