ID,MinItemLevel,ItemLevelSelectorQualitySetID,AzeriteUnlockMappingSetID
209,50,2,0
210,50,2,0
211,50,2,0
212,50,2,0
213,52,2,0
214,50,2,0
215,50,2,0
216,50,2,0
217,50,2,0
218,50,2,0
219,52,2,0
220,50,2,0
221,50,2,0
222,50,2,0
223,50,2,0
224,50,2,0
225,50,2,0
226,50,2,0
227,50,2,0
228,50,2,0
229,50,2,0
230,50,2,0
231,50,2,0
232,50,2,0
233,50,2,0
234,50,2,0
235,50,2,0
236,50,2,0
237,50,2,0
238,52,2,0
239,53,2,0
240,50,2,0
241,50,2,0
242,52,2,0
243,53,2,0
244,50,2,0
245,51,2,0
246,53,2,0
247,54,2,0
248,50,2,0
249,50,2,0
250,50,2,0
251,50,2,0
252,50,2,0
253,50,2,0
254,50,2,0
255,50,2,0
256,50,2,0
257,50,2,0
258,50,2,0
260,50,2,0
261,50,2,0
262,50,2,0
263,0,0,0
264,60,107,0
265,60,107,0
266,60,3,0
268,60,3,0
273,60,3,0
276,66,3,0
279,60,3,0
280,58,3,0
281,60,107,0
282,60,107,0
283,60,3,0
285,58,3,0
386,60,3,0
387,60,3,0
388,60,3,0
389,60,3,0
390,60,3,0
391,60,3,0
392,60,3,0
393,60,3,0
394,50,2,0
395,60,107,3
396,58,3,0
397,58,3,0
398,59,3,0
399,60,107,3
400,60,3,3
401,60,3,3
402,60,3,3
403,60,3,3
404,60,3,3
405,66,3,3
408,60,3,0
414,60,3,3
420,60,3,3
421,60,3,0
422,60,3,3
423,60,3,0
424,60,3,0
425,60,3,3
426,60,3,0
427,60,3,0
428,60,3,3
429,60,3,0
430,60,3,0
431,60,3,3
432,60,3,0
433,60,3,0
434,60,3,3
435,60,3,0
436,60,3,0
437,60,3,3
438,60,3,0
439,60,3,0
440,60,3,3
441,60,3,0
443,60,3,3
444,60,3,3
445,60,3,0
446,60,3,3
447,60,3,0
448,60,3,0
449,60,3,3
450,60,3,0
451,60,3,0
452,60,3,3
453,60,3,0
454,60,3,0
455,60,3,3
456,60,3,0
457,60,3,0
458,60,3,3
459,60,3,0
460,60,3,0
461,60,3,3
462,60,3,0
463,60,3,0
464,66,3,3
465,60,3,0
467,60,3,0
472,58,3,0
473,58,3,0
474,59,3,0
475,58,3,0
476,58,3,0
477,59,3,0
478,59,3,3
479,78,3,8
480,60,3,0
481,66,3,0
482,60,3,0
483,60,3,0
484,59,107,0
485,59,107,0
486,59,107,0
492,60,3,3
493,60,3,3
494,60,3,3
495,60,3,3
496,60,3,3
497,60,3,3
498,60,3,3
499,60,3,3
500,60,3,3
501,60,3,3
502,66,3,3
503,66,3,3
504,66,3,0
505,64,3,0
506,62,3,0
507,60,3,0
508,60,3,0
509,60,3,0
510,62,3,0
511,60,3,0
512,60,3,0
513,60,3,0
514,60,3,0
515,60,3,0
516,60,3,0
517,60,3,0
518,60,3,0
519,60,3,0
520,60,3,0
521,62,3,0
522,60,3,0
523,60,3,0
524,60,3,0
525,62,3,0
526,64,3,0
527,66,3,0
528,60,3,0
529,60,3,3
530,60,3,0
531,60,3,3
532,60,3,3
533,58,3,0
534,59,3,0
535,58,3,3
536,58,3,3
537,58,3,3
538,60,2,0
539,60,3,0
540,60,3,0
541,59,3,3
542,59,3,3
543,58,3,0
544,59,3,0
545,72,3,4
546,66,3,4
547,62,3,0
548,74,3,0
549,78,3,0
550,78,3,4
551,78,3,0
552,72,3,4
553,74,3,0
554,72,3,0
555,76,3,0
556,78,3,4
557,76,3,0
558,72,3,4
559,72,3,0
560,70,3,0
561,74,3,0
562,72,3,4
563,74,3,0
564,66,3,4
565,70,3,0
566,68,3,0
567,72,3,0
568,72,3,4
569,72,3,0
570,66,3,4
571,68,3,0
572,64,3,0
573,70,3,0
574,66,3,4
575,70,3,0
576,60,3,4
577,64,3,0
578,60,3,0
579,66,3,0
580,66,3,4
581,66,3,0
582,60,3,4
583,60,3,0
585,60,107,0
586,60,107,7
587,60,107,0
588,72,3,0
589,82,3,0
590,50,0,0
591,66,3,4
592,72,3,4
593,78,3,4
594,60,3,4
595,78,3,8
596,66,3,0
597,72,3,0
598,78,3,1
599,60,3,4
600,66,3,0
601,72,3,0
602,78,3,0
603,60,3,0
604,59,3,0
605,59,3,3
608,59,3,0
609,62,3,0
611,62,3,0
612,60,3,4
615,62,3,0
616,62,3,0
617,60,3,4
618,64,3,0
619,60,3,4
620,64,3,0
621,66,3,0
622,66,3,4
623,66,3,0
624,66,3,0
625,66,3,4
626,66,3,0
627,68,3,0
628,66,3,4
629,68,3,0
630,70,3,0
631,66,3,4
632,70,3,0
633,70,3,0
634,66,3,4
635,70,3,0
636,72,3,0
637,72,3,4
638,72,3,0
639,72,3,0
640,78,3,4
641,72,3,0
642,70,3,0
643,72,3,4
644,70,3,0
645,70,3,0
646,72,3,4
647,70,3,0
648,68,3,0
649,72,3,4
650,68,3,0
651,66,3,0
652,66,3,4
653,66,3,0
654,66,3,0
655,66,3,4
656,66,3,0
657,64,3,0
658,66,3,4
659,64,3,0
660,62,3,0
661,60,3,4
662,62,3,0
663,62,3,0
664,60,3,4
665,62,3,0
667,60,108,4
669,60,108,4
670,60,108,4
671,60,108,4
672,60,107,7
673,60,3,4
674,60,107,7
680,60,108,0
681,60,108,0
682,60,108,0
683,60,108,0
684,60,108,0
685,60,108,0
686,60,108,0
687,60,108,0
688,60,107,0
689,60,107,0
690,60,3,0
691,60,3,0
692,60,107,0
693,60,107,0
694,66,3,0
695,72,3,0
696,60,3,0
697,60,3,0
699,72,3,0
700,72,3,3
701,72,3,0
702,72,3,3
703,60,108,4
704,72,3,4
705,60,108,0
706,60,108,0
707,72,3,0
708,72,3,0
709,60,3,3
722,60,3,0
723,66,3,0
724,72,3,0
725,78,3,0
726,66,3,0
727,60,107,0
728,60,107,0
729,60,107,0
730,70,3,4
731,78,3,0
732,82,3,0
733,85,3,0
734,90,3,0
735,95,3,0
736,100,3,0
737,72,3,0
738,76,3,0
739,80,3,0
740,82,3,0
741,85,3,0
742,90,3,0
743,78,3,0
744,82,3,0
745,85,3,0
746,90,3,0
747,95,3,0
748,100,3,0
749,72,3,0
750,76,3,0
751,80,3,0
752,82,3,0
753,85,3,0
754,90,3,0
755,78,3,9
756,85,3,9
757,85,3,9
758,85,3,9
759,100,3,9
760,100,3,9
761,72,3,9
762,78,3,9
763,78,3,9
764,85,3,9
765,85,3,9
766,85,3,9
767,72,3,8
768,66,3,8
769,68,3,0
770,74,3,0
771,80,3,1
772,62,3,4
773,68,3,0
774,74,3,0
775,80,3,0
776,62,3,0
777,70,3,0
778,70,3,0
779,82,3,0
780,82,3,1
781,64,3,0
782,64,3,4
783,76,3,0
784,76,3,0
785,78,3,0
786,78,3,9
787,78,3,0
788,100,3,0
789,100,3,9
790,100,3,1
791,72,3,0
792,72,3,9
793,72,3,9
794,85,3,0
795,85,3,9
796,85,3,0
797,100,3,8
798,72,3,9
799,76,3,9
800,80,3,9
801,82,3,9
802,85,3,9
803,90,3,9
810,130,117,8
811,60,109,0
812,60,109,7
813,60,109,0
814,66,109,0
815,66,109,7
816,66,109,0
817,72,3,0
818,72,3,9
819,72,3,0
820,60,110,0
821,60,110,9
822,60,110,0
823,60,110,0
824,60,110,9
825,60,110,0
826,60,110,0
827,60,110,9
828,60,110,0
829,60,110,9
830,60,110,0
831,60,110,0
832,74,3,0
833,74,3,0
834,74,3,0
835,74,3,0
836,76,3,0
837,76,3,0
838,78,3,0
839,78,3,0
840,78,3,0
841,78,3,0
842,80,3,0
843,80,3,0
844,82,3,0
845,82,3,0
846,82,3,0
847,82,3,0
848,85,3,0
849,85,3,0
850,74,3,0
851,72,3,9
852,74,3,0
853,74,3,0
854,72,3,9
855,74,3,0
856,76,3,0
857,72,3,9
858,76,3,0
859,78,3,0
860,78,3,9
861,78,3,0
862,78,3,0
863,78,3,9
864,78,3,0
865,80,3,0
866,78,3,9
867,80,3,0
868,82,3,0
869,78,3,9
870,82,3,0
871,82,3,0
872,78,3,9
873,82,3,0
874,85,3,0
875,85,3,9
876,85,3,0
877,78,3,9
878,85,3,9
879,100,3,9
880,125,0,0
881,66,3,9
882,72,3,9
883,74,3,9
884,76,3,9
885,78,3,9
886,80,3,9
887,82,3,9
888,85,3,9
889,85,3,9
890,78,3,9
891,72,3,9
892,66,3,10
893,72,3,4
894,70,108,0
895,76,108,0
896,80,108,0
897,60,109,0
898,78,3,9
899,78,3,0
900,78,3,0
901,85,3,9
902,60,3,0
903,66,3,0
904,60,3,3
905,60,3,3
906,60,3,3
907,66,3,4
908,74,111,0
909,60,107,9
910,60,107,0
911,78,3,9
912,85,3,9
913,76,3,0
914,72,3,0
915,72,3,9
916,72,3,9
917,85,3,0
918,66,3,0
919,85,3,0
920,66,3,0
921,85,3,9
922,66,3,4
923,85,3,8
924,78,3,0
925,78,3,0
926,78,3,0
927,78,3,9
928,78,3,0
935,58,107,9
936,59,107,9
941,100,112,0
942,100,112,0
943,100,112,11
947,68,113,0
948,66,113,11
949,59,113,11
950,58,113,11
951,68,113,0
952,120,112,0
953,115,112,11
954,120,112,0
955,115,112,0
956,115,112,11
957,115,112,0
958,110,112,0
959,115,112,11
960,110,112,0
961,100,112,0
962,100,112,0
963,105,112,0
964,100,112,11
965,105,112,0
966,95,112,0
967,100,112,11
968,95,112,0
969,85,112,0
970,85,112,11
971,85,112,0
972,130,112,0
973,130,112,11
974,130,112,0
975,125,112,0
976,130,112,11
977,125,112,0
978,120,112,0
979,130,112,11
980,120,112,0
981,115,112,0
982,115,112,11
983,115,112,0
984,110,112,0
985,115,112,11
986,110,112,0
987,100,112,0
988,100,112,11
989,100,112,0
990,120,112,11
991,115,112,11
992,110,112,11
993,105,112,11
994,95,112,11
995,85,112,11
996,115,112,11
997,100,112,11
998,95,112,0
999,85,112,11
1000,115,3,8
1001,130,117,8
1002,85,112,0
1003,85,112,11
1013,78,112,11
1014,115,112,11
1015,78,112,0
1016,115,112,0
1017,78,112,0
1018,115,112,0
1019,80,112,0
1020,82,112,0
1021,85,112,0
1022,90,112,0
1023,95,112,0
1024,100,112,0
1025,78,113,0
1026,78,113,7
1027,78,113,0
1028,85,112,0
1029,85,112,0
1030,85,112,11
1031,72,113,0
1032,72,113,7
1033,72,113,0
1034,60,112,0
1035,60,112,11
1036,60,112,0
1037,60,112,0
1038,60,112,11
1039,60,112,0
1040,60,112,0
1041,60,112,11
1042,60,112,0
1043,60,112,11
1044,66,112,0
1045,66,112,0
1046,95,112,0
1047,95,112,0
1048,100,112,0
1049,100,112,0
1050,105,112,0
1051,105,112,0
1052,105,112,0
1053,105,112,0
1054,110,112,0
1055,110,112,0
1056,115,112,0
1057,115,112,0
1058,115,112,0
1059,115,112,0
1060,115,112,0
1061,120,112,0
1062,120,112,0
1063,125,112,0
1064,90,112,0
1065,85,112,11
1066,90,112,0
1067,90,112,0
1068,85,112,11
1069,90,112,0
1070,95,112,0
1071,85,112,11
1072,100,112,11
1073,95,112,0
1074,100,112,0
1075,100,112,11
1076,100,112,0
1077,100,112,0
1078,100,112,11
1079,100,112,0
1080,105,112,0
1081,100,112,11
1082,115,112,11
1083,105,112,0
1084,110,112,0
1085,100,112,11
1086,110,112,0
1087,110,112,0
1088,100,112,11
1089,110,112,0
1090,110,112,0
1091,115,112,11
1092,130,112,11
1093,115,112,0
1094,80,114,0
1095,85,112,0
1096,100,112,0
1097,105,112,0
1098,110,112,0
1099,60,112,0
1100,60,112,0
1101,60,112,0
1102,60,112,0
1103,66,112,0
1104,78,112,11
1105,85,112,11
1106,100,112,11
1107,115,112,11
1108,78,112,11
1109,76,112,0
1110,76,114,0
1111,100,112,11
1112,115,112,11
1113,130,112,11
1114,85,112,11
1115,100,112,11
1116,115,112,11
1117,130,112,11
1118,85,112,11
1119,100,112,0
1120,115,112,0
1121,130,112,0
1122,85,112,0
1123,155,0,0
1124,190,0,0
1125,115,112,0
1126,120,112,0
1127,125,112,0
1128,60,112,0
1129,60,112,0
1130,72,3,0
1131,110,112,11
1132,125,112,11
1133,140,112,11
1134,95,112,11
1135,115,112,0
1136,120,112,0
1137,125,112,0
1138,125,112,0
1139,125,112,0
1140,130,112,0
1141,115,112,0
1142,115,112,0
1143,120,112,0
1144,120,112,0
1145,66,112,11
1146,190,115,0
1147,200,115,0
1148,207,115,0
1149,213,115,0
1150,220,115,0
1151,226,115,0
1152,233,115,0
1153,210,0,0
1154,225,0,0
1155,235,0,0
1156,197,115,0
1157,190,115,0
1158,184,115,0
1159,177,115,0
1160,171,115,0
1161,164,115,0
1162,158,115,0
1163,68,0,0
1164,55,0,0
1165,184,115,0
1166,158,119,0
1167,171,119,0
1168,187,115,0
1169,134,115,0
1170,139,115,0
1171,144,115,0
1172,148,115,0
1173,233,115,0
1174,200,115,0
1175,144,115,0
1176,110,112,0
1177,144,115,0
1178,180,0,0
1179,115,112,0
1186,200,115,0
1187,213,115,0
1188,226,115,0
1189,187,115,0
1190,207,115,0
1191,220,115,0
1192,233,115,0
1193,194,115,0
1194,207,115,0
1195,346,125,0
1196,359,125,0
1197,372,125,0
1198,187,125,0
1199,389,125,0
1200,402,125,0
1201,415,125,0
1202,155,115,0
1203,164,115,0
1204,171,115,0
1205,177,115,0
1206,184,115,0
1207,190,115,0
1208,197,115,0
1209,184,0,0
1214,184,0,0
1215,158,0,0
1216,171,0,0
1217,184,0,0
1218,180,0,0
1219,226,115,0
1220,187,115,0
1222,187,115,0
1223,145,0,0
1224,190,115,0
1225,207,115,0
1226,184,0,0
1227,278,122,0
1228,187,115,0
1229,190,115,0
1230,194,115,0
1231,197,115,0
1232,200,115,0
1233,177,120,0
1234,184,120,0
1235,190,120,0
1236,197,120,0
1237,203,120,0
1238,210,120,0
1239,216,120,0
1240,220,120,0
1241,229,120,0
1242,236,120,0
1243,242,120,0
1244,249,120,0
1246,203,115,0
1247,207,115,0
1248,210,115,0
1249,213,115,0
1250,216,115,0
1251,220,115,0
1252,223,115,0
1253,226,115,0
1254,187,115,0
1255,187,115,0
1256,249,0,0
1257,262,0,0
1258,226,115,0
1259,239,115,0
1260,252,115,0
1261,213,115,0
1262,233,115,0
1263,246,115,0
1264,259,115,0
1265,220,115,0
1266,150,0,0
1267,213,0,0
1270,249,120,0
1271,252,120,0
1272,255,120,0
1273,259,120,0
1274,262,120,0
1275,265,120,0
1276,203,122,0
1277,210,122,0
1278,216,122,0
1279,223,122,0
1280,229,122,0
1281,236,122,0
1282,242,122,0
1283,246,120,0
1284,272,0,0
1285,184,0,0
1286,197,119,0
1287,184,119,0
1288,210,115,0
1289,213,115,0
1290,216,115,0
1291,220,115,0
1292,223,115,0
1293,226,115,0
1294,229,115,0
1295,233,115,0
1296,236,115,0
1297,239,115,0
1298,242,115,0
1299,246,115,0
1300,249,115,0
1301,252,115,0
1302,194,115,0
1303,197,115,0
1304,200,115,0
1305,203,115,0
1306,206,115,0
1307,209,115,0
1308,212,115,0
1309,215,115,0
1310,218,115,0
1311,221,115,0
1312,200,115,0
1313,207,115,0
1314,213,115,0
1315,220,115,0
1316,226,115,0
1317,233,115,0
1319,233,115,0
1320,226,120,0
1321,0,0,0
1322,233,120,0
1323,327,0,0
1324,220,121,0
1325,233,121,0
1326,246,121,0
1327,259,121,0
1328,210,119,0
1329,223,119,0
1330,236,115,0
1331,239,115,0
1332,242,115,0
1333,246,115,0
1334,249,115,0
1335,252,115,0
1336,255,115,0
1337,259,115,0
1338,262,115,0
1339,265,115,0
1340,268,115,0
1341,272,115,0
1342,275,115,0
1343,278,115,0
1344,278,122,0
1345,246,115,0
1346,226,120,0
1347,233,120,0
1348,239,120,0
1349,246,120,0
1350,291,0,0
1351,268,120,0
1352,272,120,0
1353,275,120,0
1354,252,122,0
1355,265,122,0
1356,278,122,0
1357,239,122,0
1358,259,122,0
1359,272,122,0
1360,285,122,0
1361,246,122,0
1362,348,0,0
1363,350,123,0
1364,352,123,0
1365,355,123,0
1366,358,123,0
1367,148,0,0
1368,239,0,0
1369,330,0,0
1370,400,0,0
1371,346,124,0
1372,359,124,0
1373,372,125,0
1374,187,125,0
1375,187,115,0
1376,447,129,0
1377,226,115,0
1378,239,115,0
1379,252,115,0
1380,213,115,0
1381,233,115,0
1382,233,115,0
1383,233,115,0
1384,233,115,0
1385,226,0,0
1386,236,0,0
1387,229,0,0
1388,233,0,0
1389,233,0,0
1390,239,0,0
1391,242,0,0
1392,246,0,0
1393,249,0,0
1394,252,0,0
1395,226,0,0
1396,246,0,0
1397,242,0,0
1398,259,122,0
1399,262,122,0
1400,265,122,0
1402,268,122,0
1403,272,122,0
1404,275,122,0
1405,278,122,0
1406,282,122,0
1407,285,122,0
1408,288,122,0
1409,291,122,0
1410,294,122,0
1411,298,122,0
1412,301,122,0
1413,304,122,0
1414,252,0,0
1415,236,119,0
1416,249,119,0
1417,229,122,0
1418,236,122,0
1419,242,122,0
1420,249,122,0
1421,255,122,0
1422,262,122,0
1423,268,122,0
1424,275,122,0
1425,278,122,0
1426,282,122,0
1427,285,122,0
1428,288,122,0
1429,291,122,0
1430,294,122,0
1431,298,122,0
1432,301,122,0
1433,278,122,0
1434,285,122,0
1435,291,122,0
1436,298,122,0
1437,304,122,0
1438,311,122,0
1439,337,125,0
1440,340,125,0
1441,343,125,0
1442,346,125,0
1443,350,125,0
1444,353,125,0
1445,356,125,0
1446,359,125,0
1447,363,125,0
1448,366,125,0
1450,278,125,0
1451,285,122,0
1456,272,122,0
1457,265,122,0
1458,348,123,0
1459,180,0,0
1460,210,0,0
1461,258,0,0
1462,306,0,0
1463,348,0,0
1464,385,125,0
1465,398,125,0
1475,304,122,0
1476,285,121,0
1477,298,121,0
1478,311,121,0
1479,340,0,0
1480,402,125,0
1481,369,125,0
1482,372,125,0
1483,376,125,0
1484,385,125,0
1485,359,124,0
1486,376,125,0
1487,372,125,0
1488,366,124,0
1489,350,125,0
1490,353,125,0
1491,356,125,0
1492,359,125,0
1493,389,125,0
1494,392,125,0
1495,395,125,0
1496,398,125,0
1497,402,125,0
1498,405,125,0
1499,408,125,0
1500,411,125,0
1501,415,125,0
1502,418,125,0
1503,421,125,0
1504,424,125,0
1505,376,125,0
1506,379,125,0
1507,382,125,0
1508,385,125,0
1509,385,125,0
1510,379,125,0
1511,382,125,0
1512,385,125,0
1513,389,125,0
1514,392,125,0
1515,395,125,0
1516,398,125,0
1517,402,125,0
1518,405,125,0
1519,408,125,0
1520,411,125,0
1521,415,125,0
1522,418,125,0
1523,278,128,0
1524,382,125,0
1525,385,125,0
1526,389,125,0
1527,392,125,0
1528,395,125,0
1529,398,125,0
1530,402,125,0
1531,405,125,0
1532,408,125,0
1533,340,125,0
1534,346,125,0
1535,353,125,0
1536,359,125,0
1537,366,125,0
1538,405,125,0
1539,376,0,0
1540,389,0,0
1541,418,125,0
1542,430,125,0
1543,392,125,0
1544,376,125,0
1545,389,125,0
1546,421,125,0
1547,379,125,0
1548,363,125,0
1549,363,125,0
1550,372,125,0
1552,402,129,0
1553,405,129,0
1554,408,129,0
1555,411,129,0
1556,418,129,0
1557,415,129,0
1558,418,129,0
1559,421,129,0
1560,424,129,0
1561,431,129,0
1562,428,129,0
1563,431,129,0
1564,434,129,0
1565,437,129,0
1566,444,129,0
1567,441,129,0
1568,444,129,0
1569,447,129,0
1570,450,129,0
1571,456,129,0
1572,359,125,0
1573,389,125,0
1574,363,125,0
1576,206,0,0
1577,376,129,0
1578,379,129,0
1579,382,129,0
1580,385,129,0
1581,389,129,0
1582,392,129,0
1583,395,129,0
1584,398,129,0
1585,389,129,0
1586,392,129,0
1587,395,129,0
1588,398,129,0
1589,402,129,0
1590,405,129,0
1591,408,129,0
1592,411,129,0
1593,402,129,0
1594,405,129,0
1595,408,129,0
1596,411,129,0
1597,415,129,0
1598,418,129,0
1599,421,129,0
1600,424,129,0
1601,415,129,0
1602,418,129,0
1603,421,129,0
1604,424,129,0
1605,428,129,0
1606,431,129,0
1607,434,129,0
1608,437,129,0
1609,428,129,0
1610,431,129,0
1611,434,129,0
1612,437,129,0
1613,441,129,0
1614,444,129,0
1615,447,129,0
1616,450,129,0
1617,441,129,0
1618,444,129,0
1619,447,129,0
1620,450,129,0
1621,395,125,0
1622,411,0,0
1623,398,125,0
1624,441,129,0
1625,444,129,0
1626,447,129,0
1627,450,129,0
1628,454,129,0
1629,457,129,0
1630,457,0,0
1631,366,124,0
1632,372,124,0
1633,379,124,0
1634,385,124,0
1635,392,124,0
1645,408,129,0
1646,411,129,0
1647,415,129,0
1648,418,129,0
1649,421,129,0
1650,424,129,0
1651,428,129,0
1652,431,129,0
1653,434,129,0
1654,392,124,0
1655,411,129,0
1656,376,124,0
1657,379,124,0
1658,382,124,0
1659,385,124,0
1660,389,124,0
1661,385,0,0
1662,437,129,0
1663,180,0,0
1664,470,130,0
1665,428,130,0
1666,431,130,0
1667,434,130,0
1668,437,130,0
1669,441,130,0
1670,444,130,0
1671,447,130,0
1672,450,130,0
1673,415,130,0
1674,418,130,0
1675,421,130,0
1676,424,130,0
1677,428,130,0
1678,431,130,0
1679,434,130,0
1680,437,130,0
1681,441,130,0
1682,444,130,0
1683,447,130,0
1684,450,130,0
1685,454,130,0
1686,457,130,0
1687,460,130,0
1688,463,130,0
1689,454,130,0
1690,457,130,0
1691,460,130,0
1692,463,130,0
1693,467,130,0
1694,470,130,0
1695,473,130,0
1696,476,130,0
1697,467,130,0
1698,470,130,0
1699,473,130,0
1700,476,130,0
1701,480,130,0
1702,480,130,0
1703,483,130,0
1704,486,130,0
1705,489,130,0
1706,493,130,0
1707,496,130,0
1708,496,0,0
1709,441,129,0
1710,483,130,0
1711,415,0,0
1712,463,132,0
1713,0,0,0
1714,13,0,0
1735,16,0,0
1736,20,0,0
1737,23,0,0
1738,26,0,0
1739,28,0,0
1740,31,0,0
1741,34,0,0
1742,36,0,0
1743,39,0,0
1744,41,0,0
1745,44,0,0
1746,46,0,0
1747,49,0,0
1748,52,0,0
1749,54,0,0
1750,57,0,0
1751,60,0,0
1752,63,0,0
1753,66,0,0
1754,69,0,0
1755,571,132,0
1756,574,132,0
1757,577,132,0
1758,580,132,0
1759,584,132,0
1760,587,132,0
1761,590,132,0
1762,593,132,0
1763,597,132,0
1764,600,132,0
1765,603,132,0
1766,606,132,0
1767,610,132,0
1768,613,132,0
1769,616,132,0
1770,619,132,0
1771,558,132,0
1772,561,132,0
1773,564,132,0
1774,567,132,0
1775,571,132,0
1776,574,132,0
1777,577,132,0
1778,580,132,0
1779,610,132,0
1780,613,132,0
1781,616,132,0
1782,619,132,0
1783,623,132,0
1784,626,132,0
1785,623,132,0
1786,626,132,0
1787,629,132,0
1788,632,132,0
1789,584,132,0
1790,587,132,0
1791,590,132,0
1792,593,132,0
1793,597,132,0
1794,600,132,0
1795,603,132,0
1796,606,132,0
1797,636,132,0
1798,639,132,0
1799,467,133,0
1800,470,133,0
1801,473,133,0
1802,476,133,0
1803,480,133,0
1804,483,133,0
1805,486,133,0
1806,489,133,0
1807,493,133,0
1808,496,133,0
1809,499,133,0
1810,502,133,0
1811,506,133,0
1812,509,133,0
1813,512,133,0
1814,515,133,0
1815,454,133,0
1816,457,133,0
1817,460,133,0
1818,463,133,0
1819,467,133,0
1820,470,133,0
1821,473,133,0
1822,476,133,0
1823,506,133,0
1824,509,133,0
1825,512,133,0
1826,515,133,0
1827,519,133,0
1828,522,133,0
1829,519,133,0
1830,522,133,0
1831,525,133,0
1832,528,133,0
1833,532,133,0
1834,535,133,0
1835,480,133,0
1836,483,133,0
1837,486,133,0
1838,489,133,0
1839,493,133,0
1840,496,133,0
1841,499,133,0
1842,502,133,0
1843,626,132,0
1844,493,133,0
1845,496,133,0
1846,499,133,0
1847,502,133,0
1848,506,133,0
1849,509,133,0
1850,512,133,0
1851,515,133,0
1852,519,133,0
1853,522,133,0
1854,525,133,0
1855,528,133,0
1856,493,133,0
1857,496,133,0
1858,499,133,0
1859,502,133,0
1860,506,133,0
1861,509,133,0
1862,512,133,0
1863,515,133,0
1864,519,133,0
1865,522,133,0
1866,525,133,0
1867,528,133,0
1868,532,133,0
1869,535,133,0
1870,72,0,0
1871,75,0,0
1872,78,0,0
1873,81,0,0
1874,84,0,0
1875,87,0,0
1876,90,0,0
1877,94,0,0
1878,97,0,0
1879,100,0,0
1880,104,0,0
1881,107,0,0
1882,110,0,0
1883,114,0,0
1884,117,0,0
1885,121,0,0
1886,124,0,0
1887,128,0,0
1888,132,0,0
1889,135,0,0
1890,139,0,0
1891,143,0,0
1892,147,0,0
1893,150,0,0
1894,154,0,0
1895,158,0,0
1896,162,0,0
