GeoBox[0],GeoBox[1],GeoBox[2],GeoBox[3],GeoBox[4],GeoBox[5],FileDataID,Flags,LodCount,ModelResourcesID
-0.56856585,-0.7532246,-0.0068701445,0.67503595,1.2020578,2.1358035,122997,0,0,17967
-1.1307644,-0.6148209,-0.035353236,1.109003,1.0386376,2.1706014,122999,0,0,17966
-2.4759758,-2.4912624,-0.062491518,2.2833498,2.305503,4.350561,123001,0,0,17965
-1.1223302,-0.80312145,-0.0002693925,1.8689504,1.2947545,2.4054103,123004,0,0,17964
-0.6580142,-0.8818113,-0.20256175,1.0776398,0.8639147,1.7718717,123005,0,0,17963
-1.0665607,-1.0537783,-0.025107471,0.7376224,1.550998,3.072733,123014,0,0,17962
-6.0746727,-2.917284,-0.33517972,2.776131,3.0911129,2.0700817,123020,0,0,17961
-6.118239,-3.0124118,-0.20584059,2.6573646,3.0822802,2.5047977,123035,0,0,17960
-1.6575816,-0.92530465,-0.05870959,1.685014,0.8672457,1.8452059,123040,0,0,17959
-1.7467268,-0.9252807,-0.15474889,2.1135602,0.8619801,1.9530725,123051,0,0,17958
-1.7466018,-1.1252167,-0.16571149,2.0766325,1.0773749,1.9362658,123053,0,0,17957
-1.0328978,-0.74662286,-1.3031861E-05,0.67595595,0.8129723,2.251595,123055,0,0,17956
-1.8893148,-1.2548395,-0.058709383,1.6850142,1.2047248,2.3351233,123058,0,0,17955
-1.6575801,-0.9119716,-0.05870936,1.6850139,0.86724627,2.3414521,123067,0,0,17954
-2.721078,-2.6285667,0.5298288,3.2555459,3.5730622,8.626588,123071,0,0,17953
-0.21268967,-0.20879717,-0.001193927,0.08962387,0.20104751,1.221695,123079,0,0,17952
-1.2734145,-0.536408,9.716177E-05,1.223056,0.4906456,2.2815595,123081,0,0,17951
-0.17626394,-0.25650814,0.0071872594,0.21231067,0.25452694,1.3719401,123088,0,0,17950
-1.1569529,-0.45019412,-0.028117755,1.7826988,0.45202973,2.0938935,123090,0,0,17949
-1.1491401,-0.4483912,-0.029191505,1.7802132,0.45021743,1.5458109,123100,0,0,17948
-24.30436,-21.523544,-5.8969936,25.408894,23.422157,31.03249,123101,0,0,17947
-0.72686243,-2.8117826,-0.2923996,1.9008602,2.7817707,2.885096,123105,0,0,17946
-0.54255617,-0.71233463,-0.13236314,0.92711216,0.9757758,1.8263836,123120,0,0,17945
-1.6392388,-1.6893222,-1.1228474,0.72202885,1.5989144,4.2729616,123124,0,0,17944
-0.72245634,-0.1646737,-0.00083303405,0.6638034,0.16466682,2.0102198,123129,0,0,17943
-1.1316067,-0.22885758,0.88175714,1.4878091,0.24537252,1.492788,123130,0,0,17942
-8.206514,-2.3676057,-0.06696716,2.0843213,2.7162821,4.478281,123133,0,0,17941
-2.1528358,-2.9811087,0.37442708,1.6768875,3.0623436,6.303791,123137,0,0,17940
-2.169915,-2.9865718,0.374022,1.6541405,3.0685623,6.3225327,123148,0,0,17939
-1.2560048,-0.27982527,-8.9632435E-05,0.5253632,0.27076626,0.68583477,123162,0,0,17938
-1.4570669,-0.5111714,-0.0047206404,1.0111978,0.5282176,2.7639263,123170,0,0,17937
-1.4570669,-0.74566627,-0.0047206404,0.9324721,0.66253185,2.8247871,123171,0,0,17936
-1.4247546,-0.63291794,-0.0001724772,0.9237052,0.6320259,2.6148357,123182,0,0,17935
-1.4571859,-0.5486251,-0.0047206404,0.9321554,0.5320513,2.6865838,123194,0,0,18065
-0.26933533,-0.20064946,0.00030666206,0.26149482,0.18528353,0.4416701,123200,0,0,18064
-4.835459,-6.5715775,0.24893308,3.524487,6.400875,4.859561,123205,0,0,18063
-4.8115444,-7.228538,0.31300557,3.7361412,7.034856,5.103721,123214,0,0,18062
-3.483494,-1.1469392,0.50049174,0.9176432,0.89239126,4.2780337,123225,0,0,18061
-1.3363956,-1.4460168,-1.1854241,2.9779937,1.4459784,3.8174133,123235,0,0,18060
-7.115501,-2.3669627,-0.14448261,3.465865,2.2381635,4.8930664,123240,0,0,18059
-0.25869614,-0.38203353,-0.0021249424,0.18730567,0.38804868,1.0209439,123247,0,0,18058
-0.2586962,-0.38203353,-0.0021249065,0.18730582,0.38804877,1.11782,123248,0,0,18057
-0.2586962,-0.38203353,-0.0021249065,0.18730582,0.38804877,1.0209441,123249,0,0,18056
-0.2586962,-0.38203353,-0.0021249065,0.18730582,0.38804877,1.0209441,123250,0,0,18055
-0.2586962,-0.38203353,-0.0021249065,0.19133617,0.38804877,1.0503762,123251,0,0,18054
1,1,1,-1,-1,-1,123265,0,0,18053
1,1,1,-1,-1,-1,123266,0,0,18052
-2.0263686,-1.2283659,0.008554667,1.4700446,1.5152334,3.3603344,123268,0,0,18051
-1.8503277,-1.2283657,0.008555074,1.4700432,1.5152307,3.3603342,123275,0,0,18050
-0.30056688,-0.37306708,-0.082147084,0.6182666,0.4799127,0.30001664,123284,0,0,18049
-1.2470491,-1.4417355,-0.33270776,1.2570945,1.4498,2.3180902,123285,0,0,18048
-1.2355303,-0.56754875,-0.003313921,1.7201035,0.61148024,1.8299184,123288,0,0,18047
-0.71780705,-0.95288455,-0.032213718,1.2832403,0.95248765,0.96478266,123291,0,0,18046
-0.4767286,-0.56627214,-0.007271334,0.38406795,0.38253203,1.9498,123299,0,0,17463
-0.40944666,-0.43135807,0.0019191365,0.40614113,0.4283402,0.74763435,123304,0,0,17462
-0.38247648,-0.40753824,0.0024602849,0.3849149,0.41269606,0.50616366,123306,0,0,17461
-1.2173084,-0.94051087,-0.0074360818,0.94616675,0.9074273,3.0202138,123307,0,0,17460
-1.5192614,-1.065453,-0.0070678294,0.96781415,1.0768822,3.1244087,123320,0,0,17459
-6.2192125,-2.986058,-0.33517954,3.331984,3.188107,1.612615,123324,0,0,17458
-2.7774148,-2.4381022,-0.18601173,2.041419,2.437529,3.5035164,123329,0,0,17457
-7.355033,-5.9921284,-0.22850609,8.218714,6.232435,12.264189,123335,0,0,17456
-7.0120273,-6.259414,-14.763045,9.112709,6.5620766,0.25897664,123337,0,0,17455
-0.4286099,-0.32101566,-0.0025418857,0.5417776,0.32147393,0.49584228,123343,0,0,17454
-0.43535817,-0.46918285,0.96040654,0.46777672,0.4241662,2.918858,123344,0,0,17453
-1.0448508,-1.1941301,1.8967217,1.0379527,1.1820457,4.6614265,123345,0,0,17452
-1.3478934,-0.47398028,-0.010816608,0.81944966,0.42342713,1.6211511,123348,0,0,17451
-1.1907864,-0.61562234,-0.05120813,1.9989556,0.619455,2.648942,123355,0,0,17450
-0.47081253,-0.25774795,-0.0033081928,1.2130475,0.25852087,1.6779984,123362,0,0,17449
-2.1579964,-0.8153319,3.0779078,-0.4625336,0.8135943,4.6429834,123366,0,0,17448
-7.0381227,-5.4922366,-0.42285123,7.2871904,5.4922366,10.359585,123367,0,0,17447
-4.9255247,-3.8354611,-0.016263112,1.0384064,5.1062193,6.3307095,123371,0,0,17446
-2.1721277,-1.853257,-0.16948247,1.0039704,1.8285967,3.4156988,123372,0,0,17445
-1.2307324,-1.5396247,-0.051297646,1.4046062,1.4672158,2.9739034,123375,0,0,17444
-6.536241,-3.4368029,-0.40021223,3.3654046,3.5067005,4.127069,123377,0,0,17443
-0.57562155,-0.9386631,-0.016528383,1.1284394,0.9677355,2.1015167,123382,0,0,17442
-2.1529613,-0.5759586,-0.14068237,1.5894051,0.5469108,1.8790345,123388,0,0,17441
-2.1529613,-0.6335677,-0.14068264,1.6065928,0.54691106,2.025824,123410,0,0,17831
-2.1529613,-0.5759581,-0.14068264,1.5894051,0.54691094,1.8790336,123418,0,0,17830
-2.313406,-2.1714687,0.018265594,0.7780676,2.2148836,4.178378,123441,0,0,17829
-2.6925144,-2.5903168,0.01826444,0.9866017,2.6615546,4.7600117,123443,0,0,17828
-0.32856536,-0.21348874,-0.00048744798,0.13700005,0.2064796,1.220236,123455,0,0,17827
-0.4175124,-0.25411204,0.006620919,0.20309134,0.25692925,1.3994251,123457,0,0,17826
-20.146122,-9.710936,-0.69438255,9.732643,9.767405,13.758296,123459,0,0,17825
-20.146122,-9.588581,-0.69387794,10.458813,9.593826,13.758291,123460,0,0,17824
-19.729397,-9.70713,-0.6974262,10.30486,9.767473,13.759512,123461,0,0,17823
-19.512096,-10.750466,-1.5132008,10.088694,10.988832,13.899625,123465,0,0,17822
-20.146122,-9.707132,-0.6974262,9.81415,9.767473,13.759512,123496,0,0,17821
-20.14161,-9.659353,-0.5808181,9.74286,9.589688,13.899612,123497,0,0,17820
-20.13961,-9.659348,-0.5808107,9.828201,9.58968,14.088421,123498,0,0,17819
-20.146122,-9.7109375,-0.6943821,9.816065,9.767403,13.758296,123499,0,0,17818
-20.146122,-9.70714,-0.6974323,9.732651,9.76749,13.759518,123500,0,0,17817
-2.918366,-1.6252601,0.0051418305,1.8980254,3.2306528,4.3720284,123507,0,0,17816
-2.9175005,-1.598813,0.002914573,1.901537,3.2306552,4.3689046,123519,0,0,17801
-3.975619,-4.173767,-0.41243148,3.3665183,4.1223316,4.8163753,123522,0,0,17800
-1.1104648,-0.9628645,-1.2968032E-05,0.6238244,0.9441035,2.3684335,123531,0,0,17799
-20.146122,-9.70714,-0.6974312,10.121552,9.76749,13.759518,123534,0,0,17798
-5.585237,-2.5132422,1.0469952,0.8627435,2.3277404,3.5317402,123538,0,0,17797
-2.9501622,-2.1142845,-0.0360948,2.2559032,2.0684776,2.578512,123543,0,0,17796
-2.9769495,-2.1418638,-0.036774397,2.230292,2.095934,3.288544,123544,0,0,17795
-2.9968448,-4.284276,-0.036122553,2.2352426,3.1496131,3.529596,123553,0,0,17794
-3.2509587,-4.279484,-0.035370037,1.9525332,3.1441264,4.873828,123554,0,0,17793
-3.2509604,-4.2802677,-0.03617689,1.9528168,3.1441276,3.523082,123555,0,0,17792
-3.2358558,-2.3924894,-0.03617502,1.9721798,1.7880254,3.288881,123570,0,0,17791
-3.1298401,-2.237443,-0.03003877,1.946275,1.5834932,2.443504,123577,0,0,17790
-4.0510726,-1.9596258,-0.030038627,1.025043,1.8613101,2.4435043,123595,0,0,17789
-3.2358556,-2.3924892,-0.036175013,1.9721798,1.7880251,2.5803027,123598,0,0,17788
-2.880074,-2.074448,-0.032285783,2.2533712,2.08143,2.7256804,123600,0,0,17787
-3.2509587,-4.569604,-0.03617643,1.9525332,2.8547893,3.5230818,123603,0,0,17738
-0.7574926,-1.1933236,0.99157727,0.63370013,1.2010437,3.1906223,123610,0,0,17737
-0.75244606,-1.1946495,0.9715205,0.6370776,1.192545,3.1906228,123620,0,0,18149
-0.75244623,-1.2011336,0.9715203,0.64066666,1.2036362,3.1965344,123622,0,0,18148
-0.7574925,-1.1974418,0.99157757,0.6380111,1.2119933,3.1965344,123629,0,0,18147
-6.4514794,-10.211523,-0.55122066,2.749523,10.210951,11.512608,123636,0,0,18146
-6.4514794,-10.460274,-0.55121565,2.749523,10.458706,11.512608,123661,0,0,18145
-4.192231,-2.342935,-0.022873119,3.0124483,2.3284965,6.0329094,123664,0,0,18144
-6.451479,-10.460278,-0.5512247,2.7495244,10.458706,11.512606,123666,0,0,18143
-2.6068485,-2.316218,-0.18126404,1.0395699,2.2844603,3.4673486,123673,0,0,18142
-1.5331031,-1.0700231,-0.072041705,1.6814888,1.041763,1.8594017,123678,0,0,18141
-1.533105,-0.92128575,-0.072043985,1.7753043,0.8599597,1.8594015,123680,0,0,18140
-2.7179527,-0.8624276,-0.04487124,1.0508624,0.5807463,1.4711837,123682,0,0,18139
-2.8054078,-0.93281543,-0.044872236,1.0343392,0.61772287,1.4711835,123688,0,0,18138
-1.0495179,-1.5551202,-0.0013583048,0.8792609,1.5519617,3.9689763,123690,0,0,18137
-1.0495176,-1.5551207,-0.0013589405,0.879261,1.5519612,2.914911,123695,0,0,18136
-0.98485935,-0.5810581,-0.011109233,1.0625657,0.43661833,2.4344792,123698,0,0,18135
-2.3408203,-2.4381022,-0.18601213,2.0541284,2.4375286,3.3029804,123705,0,0,18134
-0.42340863,-0.61406946,-0.0069205347,0.5326009,0.5665601,1.5589402,123708,0,0,18133
-0.42340863,-0.61406946,-0.0069205347,0.5326009,0.5665601,1.5589402,123709,0,0,18132
-1.4978622,-3.4402323,0.46555245,2.249245,3.4768925,4.4833164,123715,0,0,18131
-0.5048406,-0.8554418,-0.00662602,0.8405118,0.93263316,2.7893913,123719,0,0,18130
-0.49743536,-0.5224587,0.0034413338,0.53897864,0.4950499,1.421908,123722,0,0,18197
1,1,1,-1,-1,-1,123729,0,0,18196
-2.164633,-2.7358587,-0.08054512,3.491957,1.749821,4.4669785,123730,0,0,18195
-1.8591938,-2.2969794,-0.13129137,1.8632045,2.17864,3.3286972,123747,0,0,18194
-1.4554623,-1.3177264,-0.08035271,1.3783005,1.2776997,3.351689,123756,0,0,18193
-1.932874,-3.4808517,0.4449035,2.2278943,3.514793,4.490458,123766,0,0,18192
-1.9542931,-3.4804204,0.34144115,2.210584,3.514402,4.482858,123767,0,0,18191
-1.0549016,-0.91815054,0.0007030665,0.5942124,0.7926155,2.662208,123769,0,0,18190
-1.0549016,-0.91814524,0.00070303393,0.58484066,0.79273415,2.5261652,123772,0,0,18189
-0.555463,-0.7876391,0.00011992999,0.50980425,0.82428133,2.3939478,123788,0,0,18188
-0.796858,-0.82661086,-0.0019284651,0.47879007,0.9047965,2.5021155,123791,0,0,18187
-0.89532745,-0.83831,-0.10418462,0.4010538,0.9047992,2.5805533,123799,0,0,18186
-13.174946,-13.077299,-1.2884197,14.061119,13.077568,25.282299,123808,0,0,18185
-2.60715,-1.0130194,-0.93600476,1.2397175,1.0162408,6.1814494,123814,0,0,18184
-0.95207846,-2.3090327,0.8534647,1.2185488,2.3161402,3.665983,123816,0,0,18183
-0.95207846,-2.3090324,0.8534647,1.2185488,2.3161407,3.665983,123818,0,0,18182
-2.1919327,-5.221851,1.4009497,3.1360428,5.234416,7.3297462,123821,0,0,18181
-2.2697992,-5.2297573,0.26131916,3.4398367,5.235109,7.027561,123830,0,0,18180
-2.1906238,-5.226898,0.8595259,3.1759138,5.2388415,7.6158094,123831,0,0,18179
-4.19223,-2.3429353,-0.022873603,3.6192703,2.3284993,4.3538866,123834,0,0,18178
-4.19223,-2.342935,-0.022873621,3.6192698,2.3285003,4.3538866,123837,0,0,18177
-1.1569531,-0.65814036,-0.016943956,1.7800144,0.6581267,2.088925,123839,0,0,18176
-3.1785846,-2.6074123,-1.263417,4.542271,2.6074111,5.374071,123845,0,0,18175
-3.6961663,-2.613292,-0.9721966,3.472086,2.6044257,6.5670986,123846,0,0,18174
-0.82666457,-0.49224246,0.00047470548,0.3261028,0.38672513,2.2323003,123847,0,0,18173
-0.89371735,-0.5795888,-0.0044676014,0.32070708,0.43784946,2.1753922,123852,0,0,18172
-0.82666457,-0.49224246,0.00047470548,0.3261028,0.3039488,1.9856204,123856,0,0,18171
-0.89371735,-0.5742713,-0.0044676014,0.32070708,0.41961548,2.1708229,123862,0,0,18170
-1.0722308,-2.1603413,-0.1932874,2.6524158,2.0306926,4.29607,123869,0,0,18169
-0.77703035,-1.057615,-0.007644092,1.1239018,0.9049188,3.6465254,123870,0,0,18168
-1.1906288,-0.6186703,-0.018231994,2.21191,0.61867034,2.6697023,123876,0,0,18167
-3.794199,-1.6584637,-0.08878205,2.0621104,0.95109195,2.7681181,123878,0,0,18166
-0.41887322,-0.8636757,-0.00019859096,0.6737027,0.826487,2.2941477,123880,0,0,18165
-0.41887322,-0.7765191,-0.00019859096,0.6737027,0.826487,2.2941477,123882,0,0,18164
-0.41887322,-0.7765191,-0.00019859096,0.8706537,0.826487,2.2941477,123887,0,0,18163
-0.41887325,-0.86860365,-0.00019859096,0.75275356,0.89939564,2.4984753,123893,0,0,18162
-0.724832,-0.9385803,-0.00018111263,1.0558206,0.946654,2.6670282,123900,0,0,18161
-0.9620876,-2.2307959,0.0077336384,1.7844218,2.0255563,3.2287931,123901,0,0,18160
-7.2723618,-2.969753,-0.36690223,3.7524433,2.710803,3.864715,123906,0,0,18159
-7.2506204,-2.9255116,-0.36690238,3.7524443,2.6632245,4.573591,123908,0,0,18158
-0.41887325,-0.776519,-0.00019859096,0.8706537,0.8689164,2.7074544,123915,0,0,18157
-0.724832,-0.96974576,-0.00018117194,0.7491214,0.9706111,2.5999184,123918,0,0,18156
-9.463964,-9.877736,-0.4239126,6.9803896,10.595694,23.984438,123929,0,0,18155
-0.43397266,-0.45581117,0.00011993546,0.36566937,0.45066574,2.4089646,123931,0,0,18154
-0.9434344,-1.5442306,0.08534334,1.086055,1.4752458,2.957127,123934,0,0,18153
-2.5257041,-3.5374303,1.0296463,2.4126704,3.3841717,6.9083176,123939,0,0,18098
-1.1250633,-1.4842614,0.11413229,1.8573793,1.4981812,3.323622,123944,0,0,18097
-3.9391158,-1.9239571,1.866905,2.0743449,1.30562,2.5158148,123947,0,0,18096
-1.3529835,-1.7661484,-0.08979756,1.4252417,1.5236446,1.9873332,123949,0,0,18095
-2.490578,-4.420593,-0.025929336,1.9473116,4.970353,7.9594364,123952,0,0,18094
-2.0245178,-1.8337615,-0.15530896,1.5245162,1.8789685,3.3902373,123961,0,0,18093
-1.8319105,-3.5425572,-0.0044066757,1.8688419,3.099257,7.2917833,123972,0,0,18092
-5.228281,-4.882368,-0.8139852,5.448802,4.9042473,4.4264517,123975,0,0,18091
-2.7721093,-3.5169199,1.4139698,2.668927,3.5624828,5.628866,123977,0,0,18090
-2.7721095,-3.5169196,1.41397,2.6689265,3.5624828,5.628866,123979,0,0,18089
-2.0818264,-2.4832401,-0.0064171925,2.0879388,2.5266423,2.1091864,123980,0,0,18088
-1.4275229,-0.96308094,-0.01581608,2.425704,1.1292074,2.9141562,123987,0,0,18087
-0.9863915,-2.0416157,-0.011402525,1.2456348,2.0747204,4.2305946,123990,0,0,18086
-0.7677399,-1.4807274,-0.0041644443,0.8090921,1.4807274,2.5755444,124001,0,0,18085
-3.4346128,-2.6665056,-0.75302696,4.268675,2.696218,6.6571074,124003,0,0,18084
-1.5212399,-0.7910522,0.012092022,1.0316615,1.063799,1.4540854,124004,0,0,18083
-0.25936943,-0.25518113,-0.002125362,0.25827366,0.2566871,0.27243522,124008,0,0,18082
-16.72645,-19.174805,-5.7805758,21.280483,18.643002,49.097797,124014,0,0,18081
-3.5601432,-3.5850608,0.55209875,3.586655,3.5617373,8.205457,124022,0,0,18080
-0.9457152,-0.41510302,-0.012773514,0.96320087,0.47595263,2.1977599,124025,0,0,18079
-2.428367,-0.6587005,-0.03459281,1.0856996,0.52157366,1.3746303,124036,0,0,18078
-2.4283648,-0.6587,-0.034592643,1.1033647,0.53441656,1.4409385,124038,0,0,18077
-2.4283648,-0.6587,-0.034592643,1.0856993,0.5215737,1.3746305,124052,0,0,18076
-18.761173,-10.519885,-0.41255072,10.050625,10.589849,13.752701,124077,0,0,18075
-18.761175,-10.519887,-0.41255027,10.050627,10.589846,13.752703,124078,0,0,18074
-21.126793,-10.518036,-0.4154001,10.052431,10.591545,13.753913,124084,0,0,18073
-23.205765,-10.980709,-0.48407578,10.295408,10.901492,14.083214,124093,0,0,18072
-0.83050466,-1.4286654,0.84636676,0.60201323,1.4403131,3.4189591,124095,0,0,18071
-1.3942301,-2.614861,-0.005556677,2.022925,2.6718636,5.9890203,124096,0,0,18070
-0.7376869,-2.6671581,-0.13337275,1.8259139,2.6828966,2.9174745,124110,0,0,18069
-0.5867735,-0.9515194,-0.0007700078,1.0837512,0.9518103,1.9681484,124118,0,0,18068
-1.5196496,-3.3588636,0.58054584,1.3661926,3.355157,3.7998888,124131,0,0,18067
-0.9906702,-0.27565822,-0.0031802421,1.3347311,0.29532254,3.2724862,124148,0,0,18066
-0.31106144,-0.56755126,-0.009206224,0.46051592,0.37774348,0.8667558,124153,0,0,63543
-1.8998578,-1.9247223,-0.33167496,1.4082084,1.5221801,3.109601,124155,0,0,18045
-0.58695734,-1.3587196,-0.028185487,1.1778903,1.5330303,1.9410787,124160,0,0,18044
-1.6576078,-1.8739386,-0.19567269,2.593604,1.8738348,1.8257307,124166,0,0,18043
-1.3324357,-0.5837109,-0.0018301697,2.5106575,0.5796817,6.110201,124169,0,0,3205
-0.7769999,-0.7001368,0.00047928694,0.7317594,0.76451576,1.7561998,124173,0,0,18042
-0.89677984,-0.75744545,0.0004137329,0.73181206,0.7576846,1.8519077,124186,0,0,18041
-0.7769998,-0.70013654,0.00047930324,0.7317591,0.7645157,1.7562,124192,0,0,18040
-0.2862034,-0.44521275,-0.001501598,0.306011,0.419611,0.9299752,124198,0,0,18039
-2.8868961,-1.68521,-0.045064032,2.6755538,1.4531966,6.669011,124203,0,0,18038
-3.1203356,-2.7426598,-0.31655025,2.473806,2.85448,5.277591,124204,0,0,18037
-1.6945655,-1.2005275,-7.3723495E-05,1.0825742,1.2217135,3.909968,124207,0,0,18036
