ID,FirstSceneScriptID,NextSceneScriptID,Field_9_1_5_39977_002
1560,0,0,8
1561,0,0,6
1562,0,0,11
1563,0,0,21
1564,0,0,11
1565,0,0,23
1566,0,0,8
1567,0,0,17
1568,0,0,19
1569,0,0,2
1570,0,0,6
1571,0,0,19
1572,0,0,7
1573,0,0,60
1574,0,0,38
1575,0,0,8
1576,0,0,45
1577,0,0,66
1578,0,0,21
1579,0,0,19
1580,0,0,5
1581,0,0,14
1582,0,0,5
1583,0,0,3
1584,0,0,2
1585,0,0,3
1586,0,0,2
1587,0,0,2
1588,0,0,2
1589,1523,1649,79
1590,0,0,1
1591,0,0,4
1592,0,0,5
1593,0,0,5
1594,0,0,3
1595,0,0,1
1596,0,0,4
1597,0,0,6
1598,0,0,21
1599,0,0,6
1600,0,0,6
1601,0,0,3
1602,0,0,2
1603,0,0,2
1604,0,0,2
1605,0,0,2
1606,0,0,5
1607,0,0,5
1608,0,0,7
1609,0,0,5
1610,0,0,4
1611,0,0,5
1612,0,0,9
1613,0,0,9
1614,0,0,5
1615,0,0,10
1616,0,0,4
1617,0,0,6
1618,0,0,8
1619,0,0,7
1620,1538,0,16
1621,0,0,10
1622,0,0,2
1623,0,0,1
1624,0,0,1
1625,0,0,4
1626,0,0,4
1627,0,0,13
1628,0,0,1
1629,0,0,2
1630,0,0,2
1631,0,0,2
1632,0,0,2
1633,0,0,2
1634,0,0,2
1636,942,0,6
1637,0,0,1
1638,0,0,1
1639,0,0,1
1641,813,0,14
1642,556,0,5
1643,0,0,2
1644,0,0,22
1645,0,0,34
1646,0,0,11
1647,122,0,3
1648,0,0,14
1649,1523,0,30
1650,0,0,1
1651,154,1665,80
1652,0,0,3
1655,0,1656,53
1656,1655,0,54
1657,915,0,11
1658,1204,0,12
1659,0,0,8
1660,0,0,2
1661,0,0,1
1662,0,0,1
1665,154,11151,68
1666,0,0,16
1667,0,0,7
1671,0,0,20
1673,0,1674,4
1674,1673,0,5
1675,0,0,1
1676,0,1677,9
1677,1676,0,8
1678,0,0,19
1679,0,0,51
1682,0,0,70
1683,0,0,32
1684,0,0,18
1685,0,0,25
1686,0,0,15
1687,0,0,6
1688,0,0,13
1689,0,0,2
1690,0,0,2
1691,0,0,2
1692,0,0,2
1693,7,0,17
1694,0,0,4
1695,0,0,3
1696,0,0,2
1697,0,0,20
1698,0,0,23
1699,0,0,16
1706,0,0,3
1707,0,0,3
1708,0,0,3
1709,0,0,3
1751,623,0,3
1752,0,0,5
1753,868,0,2
1754,779,0,5
1755,975,0,7
1756,1377,0,10
1759,0,0,22
1760,0,0,27
1761,0,0,3
1762,0,0,3
1763,0,0,3
1766,0,0,40
1767,0,0,1
1768,0,0,1
1769,0,0,22
1770,0,0,3
1771,0,0,5
1772,0,0,4
1773,0,0,4
1774,0,0,4
1775,0,0,16
1776,0,0,3
1781,0,0,10
9330,0,9331,22
9331,9330,0,6
9332,0,0,2
9333,0,0,3
9334,0,0,28
9335,0,0,2
9336,0,0,5
9337,0,0,33
9338,0,0,15
9339,0,44023,27
9340,0,0,5
9341,0,0,18
9342,0,0,12
9343,0,0,38
9349,0,0,7
9350,0,0,11
9351,0,0,35
9364,0,0,32
9365,0,0,24
9366,0,0,13
9367,0,0,44
9368,0,9382,88
9369,0,0,11
9370,0,0,7
9371,0,0,51
9372,0,0,22
9373,0,0,40
9374,0,0,13
9375,0,0,25
9376,0,0,32
9377,0,0,12
9378,0,0,4
9379,0,0,4
9380,0,0,5
9382,9368,0,55
9383,0,0,7
9384,0,9421,166
9385,0,0,3
9386,0,0,2
9387,0,0,2
9388,0,0,1
9391,0,0,6
9392,0,0,27
9393,0,0,8
9394,0,0,3
9395,0,0,5
9396,0,0,2
9397,0,0,7
9398,0,0,2
9399,0,0,1
9400,0,0,8
9401,0,0,2
9402,0,0,2
9403,0,0,3
9404,0,0,1
9405,0,0,4
9406,0,0,3
9409,0,9471,41
9410,0,0,49
9411,0,0,82
9412,0,0,78
9413,0,0,53
9414,0,0,7
9415,0,0,4
9416,0,0,28
9417,0,0,22
9418,0,0,1
9419,0,9453,40
9421,9384,0,63
9422,0,9435,79
9423,0,0,17
9426,0,0,37
9427,0,9445,24
9428,1193,0,3
9429,0,0,10
9430,0,0,11
9431,0,0,6
9432,0,0,34
9433,0,0,7
9434,0,0,17
9435,9422,0,51
9436,0,0,6
9437,0,0,5
9438,0,0,34
9439,0,0,5
9440,0,0,6
9441,0,0,1
9442,0,0,5
9443,0,0,7
9444,0,0,8
9445,9427,0,7
9446,0,9447,31
9447,9446,0,31
9448,0,0,20
9450,0,0,15
9451,0,9457,30
9453,9419,0,38
9454,0,0,7
9455,0,0,4
9456,0,0,35
9457,9451,0,5
9459,0,0,3
9460,0,9461,22
9461,9460,0,21
9463,0,0,14
9467,0,0,2
9468,0,0,27
9469,0,0,14
9470,0,0,4
9471,9409,0,10
9472,0,0,13
9474,0,0,17
9475,0,0,2
9477,0,9478,5
9478,9477,0,4
9479,0,0,1
9480,0,0,5
9481,0,0,10
9482,0,0,1
9483,693,0,13
9484,0,0,57
9485,0,0,68
9486,0,0,12
9487,0,0,3
9488,0,0,3
9489,0,0,3
9490,0,0,3
9491,0,0,3
9492,0,0,3
9493,0,0,3
9494,0,0,3
9498,0,0,37
9499,0,0,59
9500,0,0,6
9501,0,9506,62
9502,0,0,5
9503,0,0,10
9504,0,0,23
9505,0,0,7
9506,9501,0,17
9507,0,0,12
9510,0,0,13
9836,0,0,13
9840,0,0,10
9841,0,0,5
9915,0,0,2
9916,0,0,16
9917,0,0,2
9918,0,0,1
10044,0,0,3
10052,0,0,39
10053,0,0,28
10054,0,0,30
10055,0,0,62
10056,0,0,41
10057,0,0,12
10058,0,0,2
10059,0,0,10
10060,0,0,11
10061,0,0,4
10062,0,10100,81
10063,0,10188,49
10064,0,10077,63
10065,0,10189,40
10066,0,10110,61
10067,0,10190,42
10068,0,0,9
10069,0,0,7
10070,0,0,9
10071,0,0,4
10072,0,0,8
10073,0,0,6
10074,0,0,8
10075,0,0,8
10076,0,0,6
10077,10064,0,22
10078,0,0,10
10079,0,0,1
10080,0,0,1
10081,0,0,1
10082,0,0,18
10083,0,0,14
10084,0,0,9
10085,0,0,7
10086,0,0,14
10087,0,0,1
10088,0,0,13
10089,0,0,35
10090,0,0,1
10091,0,0,1
10092,0,0,1
10093,0,0,1
10094,0,0,1
10095,0,0,1
10096,0,0,2
10097,0,0,10
10098,0,0,15
10099,0,0,8
10100,10062,0,29
10101,0,0,3
10102,0,0,5
10103,0,0,9
10104,0,0,6
10105,0,0,4
10106,0,0,4
10107,0,0,12
10108,0,0,9
10109,0,0,6
10110,10066,0,50
10111,0,0,7
10112,0,0,2
10113,0,0,14
10114,0,0,12
10115,0,0,8
10116,0,0,1
10117,0,0,1
10118,0,0,1
10119,0,0,1
10120,0,0,1
10121,0,0,1
10122,0,0,1
10123,0,0,3
10124,0,0,3
10125,0,0,4
10126,0,0,6
10127,0,0,1
10128,0,0,4
10188,10063,0,21
10189,10065,0,16
10190,10067,0,19
10191,0,0,7
10192,0,0,4
10203,0,0,31
10205,0,0,3
10206,0,0,1
10207,0,0,31
10208,0,0,1
10209,0,0,36
10210,0,10212,90
10212,10210,0,60
10213,0,0,19
10214,0,0,26
10215,0,0,5
10216,0,10217,23
10217,10216,0,2
10218,0,0,5
10219,0,0,2
10220,0,0,2
10221,0,0,1
10223,0,0,2
10232,0,0,38
10233,0,0,3
10234,0,0,29
10243,0,0,16
10245,0,0,5
10246,0,10247,2
10247,10246,0,2
10248,0,26219,8
10249,0,0,3
10250,0,0,11
10251,0,10252,2
10252,10251,0,2
10253,0,0,2
10254,0,0,2
10255,0,0,2
10256,0,10257,4
10257,10256,0,4
10258,0,0,3
10259,0,0,3
10261,0,0,3
10262,0,10263,41
10263,10262,10367,41
10265,0,10266,3
10266,10265,0,3
10267,0,0,2
10268,0,0,4
10269,0,10270,51
10270,10269,0,51
10271,0,0,2
10272,0,0,2
10273,0,0,4
10274,0,0,3
10275,0,0,2
10277,0,0,1
10278,0,0,3
10279,0,0,2
10280,0,0,2
10281,0,0,2
10282,0,0,8
10283,0,0,2
10284,0,0,8
10285,0,0,3
10286,0,0,4
10287,0,10288,37
10288,10287,0,37
10289,0,0,2
10290,0,0,2
10292,0,0,3
10294,0,0,2
10296,0,0,2
10297,0,0,6
10298,0,0,4
10299,0,10300,3
10300,10299,10301,3
10301,10299,0,3
10302,0,0,4
10303,0,0,4
10304,0,0,3
10305,0,0,3
10306,0,0,2
10307,0,0,4
10308,0,0,2
10309,0,0,26
10310,0,0,2
10311,0,0,4
10312,0,0,2
10313,0,0,2
10314,0,0,24
10315,0,0,2
10316,0,0,3
10317,0,0,3
10318,0,0,2
10319,0,0,2
10320,0,0,2
10321,0,0,7
10322,0,0,2
10323,0,0,3
10334,0,0,4
10335,0,0,13
10337,0,10338,17
10338,10337,0,17
10341,0,10342,5
10342,10341,0,5
10343,0,10344,2
10344,10343,0,2
10345,0,0,2
10346,0,0,3
10349,0,10350,7
10350,10349,0,7
10358,0,0,4
10359,0,0,4
10360,0,0,3
10364,0,0,3
10365,0,0,2
10366,0,0,5
10367,10262,0,40
10374,0,0,75
10375,0,0,15
10381,0,0,32
10382,0,0,8
10383,0,0,3
10384,0,0,8
10385,0,0,11
10386,0,0,2
10387,0,0,18
10388,61,0,13
10389,0,0,2
10390,0,0,29
10391,0,0,44
10392,0,0,2
10393,0,10464,43
10394,0,10395,29
10395,10394,0,29
10396,0,10425,42
10397,0,10465,11
10399,0,0,7
10400,0,0,12
10403,0,0,18
10405,0,0,21
10406,0,0,29
10407,0,0,21
10408,0,0,30
10409,0,0,16
10410,0,0,15
10411,0,0,13
10412,0,0,20
10413,0,0,3
10414,0,0,7
10415,0,0,2
10416,0,0,5
10417,0,0,4
10418,0,0,3
10419,0,0,4
10420,0,0,1
10421,0,0,1
10422,0,0,2
10423,0,0,7
10424,0,0,5
10425,10396,0,19
10426,0,0,8
10427,0,10487,69
10428,0,10429,37
10429,10428,0,36
10430,0,0,31
10431,0,0,8
10432,0,0,16
10433,0,0,182
10434,0,0,6
10435,0,0,9
10436,0,10457,201
10437,0,10438,78
10438,10437,10447,65
10439,0,10461,54
10440,0,10476,35
10441,0,0,39
10442,0,12155,28
10447,10437,0,46
10448,0,0,6
10449,0,0,8
10450,0,0,1
10451,0,0,6
10452,0,0,4
10453,0,0,6
10454,0,0,1
10455,0,0,4
10456,0,0,3
10457,10436,0,15
10458,0,0,40
10459,0,0,36
