ID,SpellID,FacingCasterFlags,MinFactionID,MinReputation,RequiredAreasID,RequiredAuraVision,RequiresSpellFocus
95,3325,0,0,0,0,0,1
96,3328,0,0,0,0,0,1
97,3330,0,0,0,0,0,1
98,3331,0,0,0,0,0,1
99,3333,0,0,0,0,0,1
100,3334,0,0,0,0,0,1
101,3336,0,0,0,0,0,1
102,3370,0,0,0,0,0,4
103,3371,0,0,0,0,0,4
104,3372,0,0,0,0,0,4
105,3373,0,0,0,0,0,4
106,3376,0,0,0,0,0,4
107,3377,0,0,0,0,0,4
108,3397,0,0,0,0,0,4
109,3398,0,0,0,0,0,4
110,3399,0,0,0,0,0,4
111,3400,0,0,0,0,0,4
112,3491,0,0,0,0,0,1
113,3492,0,0,0,0,0,1
114,3493,0,0,0,0,0,1
115,3494,0,0,0,0,0,1
116,3495,0,0,0,0,0,1
117,3496,0,0,0,0,0,1
118,3497,0,0,0,0,0,1
119,3498,0,0,0,0,0,1
120,3500,0,0,0,0,0,1
121,3501,0,0,0,0,0,1
122,3502,0,0,0,0,0,1
123,3503,0,0,0,0,0,1
124,3504,0,0,0,0,0,1
125,3505,0,0,0,0,0,1
126,3506,0,0,0,0,0,1
127,3507,0,0,0,0,0,1
128,3508,0,0,0,0,0,1
129,3511,0,0,0,0,0,1
130,3513,0,0,0,0,0,1
131,3515,0,0,0,0,0,1
132,3569,0,0,0,0,0,3
134,3922,0,0,0,0,0,1
135,3923,0,0,0,0,0,1
136,3924,0,0,0,0,0,1
137,3925,0,0,0,0,0,1
139,3928,0,0,0,0,0,1
140,3932,0,0,0,0,0,1
141,3936,0,0,0,0,0,1
142,3937,0,0,0,0,0,1
143,3938,0,0,0,0,0,1
144,3939,0,0,0,0,0,1
145,3941,0,0,0,0,0,1
146,3942,0,0,0,0,0,1
147,3944,0,0,0,0,0,1
148,3949,0,0,0,0,0,1
149,3950,0,0,0,0,0,1
150,3954,0,0,0,0,0,1
151,3955,0,0,0,0,0,1
152,3957,0,0,0,0,0,1
153,3958,0,0,0,0,0,1
154,3959,0,0,0,0,0,1
155,3960,0,0,0,0,0,1
156,3961,0,0,0,0,0,1
157,3962,0,0,0,0,0,1
158,3963,0,0,0,0,0,1
159,3965,0,0,0,0,0,1
160,3967,0,0,0,0,0,1
161,3968,0,0,0,0,0,1
162,3969,0,0,0,0,0,1
163,3971,0,0,0,0,0,1
164,4094,0,0,0,0,0,4
165,4141,0,0,0,0,0,5
168,4338,0,0,0,0,0,1584
169,4366,0,0,0,627,0,0
170,4945,0,0,0,0,0,22
171,4954,0,0,0,0,0,3
173,4976,0,0,0,0,0,11
176,4981,0,0,0,0,0,9
177,5019,1,0,0,0,0,0
178,5116,1,0,0,0,0,0
181,5143,1,0,0,0,0,0
182,5176,1,0,0,0,0,0
183,5211,1,0,0,0,0,0
184,5221,1,0,0,0,0,0
186,5308,1,0,0,0,0,0
187,5401,1,0,0,0,0,0
189,5938,1,0,0,0,0,0
190,6252,1,0,0,0,0,0
192,6255,1,0,0,0,0,0
193,6298,0,0,0,11,0,0
194,6353,1,0,0,0,0,0
196,6412,0,0,0,0,0,4
197,6413,0,0,0,0,0,4
198,6414,0,0,0,0,0,4
199,6415,0,0,0,0,0,4
200,6416,0,0,0,0,0,4
201,6417,0,0,0,0,0,4
202,6418,0,0,0,0,0,4
203,6419,0,0,0,0,0,4
204,6499,0,0,0,0,0,4
205,6500,0,0,0,0,0,4
206,6501,0,0,0,0,0,4
207,6517,0,0,0,0,0,1
208,6518,0,0,0,0,0,1
210,6552,1,0,0,0,0,0
213,6609,0,0,0,0,0,12
214,6610,0,0,0,0,0,13
215,6611,0,0,0,0,0,14
216,6620,0,0,0,0,0,15
217,6626,0,0,0,0,0,16
218,6627,0,0,0,0,0,18
219,6630,0,0,0,0,0,17
220,6656,0,0,0,0,0,19
221,6660,1,0,0,0,0,0
222,6717,0,0,0,0,0,20
223,6726,1,0,0,0,0,0
224,6770,1,0,0,0,0,0
226,6789,1,0,0,0,0,0
227,6803,0,0,0,0,0,21
228,6807,1,0,0,0,0,0
229,6900,0,0,0,0,0,23
230,6918,0,0,0,0,0,23
232,6949,1,0,0,0,0,0
233,7105,1,0,0,0,0,0
234,7145,1,0,0,0,0,0
236,7213,0,0,0,0,0,4
237,7221,0,0,0,0,0,1
238,7222,0,0,0,0,0,1
239,7223,0,0,0,0,0,1
240,7224,0,0,0,0,0,1
242,7290,1,0,0,0,0,0
244,7364,0,0,0,0,0,4
245,7384,1,0,0,0,0,0
247,7408,0,0,0,0,0,1
248,7430,0,0,0,0,0,1
249,7434,0,0,0,379,0,0
250,7450,0,0,0,547,0,0
251,7451,0,0,0,547,0,0
252,7712,1,0,0,0,0,0
253,7714,1,0,0,0,0,0
259,7728,0,0,0,0,0,83
260,7729,0,0,0,0,0,43
261,7751,0,0,0,0,0,4
262,7752,0,0,0,0,0,4
263,7753,0,0,0,0,0,4
264,7754,0,0,0,0,0,4
265,7755,0,0,0,0,0,4
266,7769,1,0,0,0,0,0
267,7817,0,0,0,0,0,1
269,7827,0,0,0,0,0,4
270,7828,0,0,0,0,0,4
271,7865,0,0,0,379,0,0
272,8042,1,0,0,0,0,0
275,8092,1,0,0,0,0,0
277,8202,0,0,0,0,0,63
278,8238,0,0,0,0,0,4
279,8246,1,0,0,0,0,0
280,8255,1,0,0,0,0,0
281,8334,0,0,0,0,0,1
283,8366,0,0,0,0,0,1
284,8367,0,0,0,0,0,1
285,8368,0,0,0,0,0,1
287,8598,1,0,0,0,0,0
288,8604,0,0,0,0,0,4
289,8607,0,0,0,0,0,4
292,8674,0,0,0,0,0,83
293,8676,1,0,0,0,0,0
294,8682,1,0,0,0,0,0
295,8712,0,0,0,0,0,103
296,8768,0,0,0,0,0,1
297,8880,0,0,0,0,0,1
298,8895,0,0,0,0,0,1
299,8898,0,0,0,0,0,63
300,8899,0,0,0,0,0,63
301,8900,0,0,0,0,0,63
302,8919,0,0,0,0,0,123
306,9052,0,0,0,0,0,163
307,9053,1,0,0,0,0,0
308,9055,0,0,0,0,0,164
309,9057,1,0,0,0,0,0
311,9082,0,0,0,0,0,183
312,9095,0,0,0,0,0,183
313,9221,0,0,0,0,0,43
314,9222,0,0,0,0,0,203
315,9223,0,0,0,0,0,43
316,9224,0,0,0,0,0,203
317,9269,0,0,0,0,0,1
318,9373,1,0,0,0,0,0
319,9481,1,0,0,0,0,0
320,9483,1,0,0,0,0,0
322,9488,1,0,0,0,0,0
323,9513,0,0,0,0,0,4
324,9532,1,0,0,0,0,0
325,9582,0,0,0,0,0,12
326,9583,0,0,0,0,0,226
327,9584,0,0,0,0,0,223
328,9586,0,0,0,0,0,224
329,9591,1,0,0,0,0,0
330,9613,1,0,0,0,0,0
331,9654,1,0,0,0,0,0
332,9672,1,0,0,0,0,0
333,9734,1,0,0,0,0,0
334,9735,0,0,0,0,0,63
335,9739,1,0,0,0,0,0
336,9771,1,0,0,0,0,0
337,9811,0,0,0,0,0,1
338,9813,0,0,0,0,0,1
339,9814,0,0,0,0,0,1
340,9818,0,0,0,0,0,1
341,9820,0,0,0,0,0,1
342,9916,0,0,0,0,0,1
343,9926,0,0,0,0,0,1
344,9928,0,0,0,0,0,1
345,9931,0,0,0,0,0,1
346,9933,0,0,0,0,0,1
347,9935,0,0,0,0,0,1
348,9937,0,0,0,0,0,1
349,9939,0,0,0,0,0,1
350,9942,0,0,0,0,0,1
351,9945,0,0,0,0,0,1
352,9950,0,0,0,0,0,1
353,9952,0,0,0,0,0,1
354,9954,0,0,0,0,0,1
355,9957,0,0,0,0,0,1
356,9959,0,0,0,0,0,1
357,9961,0,0,0,0,0,1
358,9964,0,0,0,0,0,1
359,9966,0,0,0,0,0,1
360,9968,0,0,0,0,0,1
361,9970,0,0,0,0,0,1
362,9972,0,0,0,0,0,1
363,9974,0,0,0,0,0,1
364,9979,0,0,0,0,0,1
365,9980,0,0,0,0,0,1
366,9983,0,0,0,0,0,1
367,9985,0,0,0,0,0,1
368,9986,0,0,0,0,0,1
369,9987,0,0,0,0,0,1
370,9993,0,0,0,0,0,1
371,9995,0,0,0,0,0,1
372,9997,0,0,0,0,0,1
373,10001,0,0,0,0,0,1
374,10003,0,0,0,0,0,1
375,10005,0,0,0,0,0,1
376,10007,0,0,0,0,0,1
377,10009,0,0,0,0,0,1
378,10011,0,0,0,0,0,1
379,10013,0,0,0,0,0,1
380,10015,0,0,0,0,0,1
381,10097,0,0,0,0,0,3
382,10098,0,0,0,0,0,3
384,10346,1,0,0,0,0,0
385,10459,0,0,0,0,0,243
386,10578,1,0,0,0,0,0
387,11021,1,0,0,0,0,0
388,11131,1,0,0,0,0,0
389,11366,1,0,0,0,0,0
390,11435,0,0,0,0,0,263
391,11440,0,0,0,0,0,264
392,11454,0,0,0,0,0,1
393,11537,0,0,0,0,0,283
395,11547,0,0,0,0,0,303
396,11548,0,0,0,0,0,304
397,11643,0,0,0,0,0,1
398,11758,0,0,0,0,0,323
399,11839,1,0,0,0,0,0
400,11840,0,0,0,0,0,343
401,11921,1,0,0,0,0,0
402,11923,0,0,0,0,0,1
403,11985,1,0,0,0,0,0
404,11988,1,0,0,0,0,0
405,11989,1,0,0,0,0,0
407,12167,1,0,0,0,0,0
408,12189,0,0,0,0,0,363
409,12199,0,0,0,0,0,383
410,12259,0,0,0,0,0,1
411,12260,0,0,0,0,0,1
412,12280,1,0,0,0,0,0
413,12283,0,0,0,0,0,403
414,12294,1,0,0,0,0,0
415,12346,0,0,0,0,0,424
416,12466,1,0,0,0,0,0
417,12471,1,0,0,0,0,0
420,12557,1,0,0,0,0,0
421,12584,0,0,0,0,0,1
422,12589,0,0,0,0,0,1
423,12590,0,0,0,0,0,1
424,12591,0,0,0,0,0,1
425,12595,0,0,0,0,0,1
427,12597,0,0,0,0,0,1
428,12599,0,0,0,0,0,1
429,12603,0,0,0,0,0,1
430,12611,1,0,0,0,0,0
431,12614,0,0,0,0,0,1
432,12617,0,0,0,0,0,1
433,12619,0,0,0,0,0,1
434,12620,0,0,0,0,0,1
436,12624,0,0,0,0,0,1
437,12675,1,0,0,0,0,0
438,12684,0,0,0,0,0,143
439,12693,1,0,0,0,0,0
440,12716,0,0,0,0,0,1
441,12717,0,0,0,0,0,1
442,12718,0,0,0,0,0,1
445,12737,1,0,0,0,0,0
446,12739,1,0,0,0,0,0
447,12754,0,0,0,0,0,1
448,12755,0,0,0,0,0,1
449,12758,0,0,0,0,0,1
450,12759,0,0,0,0,0,1
451,12802,0,0,0,0,0,443
452,12805,0,0,0,0,0,444
453,12806,0,0,0,0,0,445
454,12808,0,0,0,0,0,446
456,12851,0,0,0,16,0,0
457,12899,0,0,0,0,0,1
458,12900,0,0,0,0,0,1
459,12902,0,0,0,0,0,1
460,12903,0,0,0,0,0,1
462,12905,0,0,0,0,0,1
463,12906,0,0,0,0,0,1
464,12907,0,0,0,0,0,1
465,12908,0,0,0,0,0,1
466,13028,0,0,0,0,0,4
467,13140,1,0,0,0,0,0
468,13240,0,0,0,0,0,1
469,13322,1,0,0,0,0,0
470,13339,1,0,0,0,0,0
471,13340,1,0,0,0,0,0
472,13341,1,0,0,0,0,0
473,13342,1,0,0,0,0,0
474,13374,1,0,0,0,0,0
475,13375,1,0,0,0,0,0
476,13398,1,0,0,0,0,0
477,13438,1,0,0,0,0,0
478,13439,1,0,0,0,0,0
479,13440,1,0,0,0,0,0
480,13441,1,0,0,0,0,0
481,13480,1,0,0,0,0,0
482,13482,1,0,0,0,0,0
483,13491,1,0,0,0,0,0
484,13519,1,0,0,0,0,0
485,13527,1,0,0,0,0,0
487,13630,0,0,0,0,0,463
489,13900,1,0,0,0,0,0
490,13901,1,0,0,0,0,0
491,13953,1,0,0,0,0,0
492,13978,0,0,0,0,0,423
493,14008,0,0,0,0,0,483
495,14050,0,0,0,0,0,503
497,14106,1,0,0,0,0,0
499,14112,1,0,0,0,0,0
500,14119,1,0,0,0,0,0
501,14122,1,0,0,0,0,0
503,14200,1,0,0,0,0,0
507,14443,1,0,0,0,0,0
511,14874,1,0,0,0,0,0
512,14891,0,0,0,0,0,543
513,14895,1,0,0,0,0,0
514,14902,1,0,0,0,0,0
515,14903,1,0,0,0,0,0
516,14914,1,0,0,0,0,0
517,14929,0,0,0,0,0,563
518,15033,0,0,0,0,0,523
519,15040,1,0,0,0,0,0
520,15043,1,0,0,0,0,0
521,15066,0,0,0,0,0,583
522,15095,1,0,0,0,0,0
523,15117,1,0,0,0,0,0
524,15118,0,0,0,0,0,603
525,15119,0,0,0,0,0,604
526,15124,1,0,0,0,0,0
527,15228,1,0,0,0,0,0
529,15232,1,0,0,0,0,0
530,15234,1,0,0,0,0,0
531,15238,1,0,0,0,0,0
533,15243,1,0,0,0,0,0
534,15244,1,0,0,0,0,0
536,15249,1,0,0,0,0,0
537,15254,1,0,0,0,0,0
538,15255,0,0,0,0,0,1
539,15284,1,0,0,0,0,0
540,15285,1,0,0,0,0,0
541,15292,0,0,0,0,0,623
542,15293,0,0,0,0,0,623
543,15294,0,0,0,0,0,623
544,15295,0,0,0,0,0,623
545,15296,0,0,0,0,0,623
546,15305,1,0,0,0,0,0
547,15407,1,0,0,0,0,0
548,15451,1,0,0,0,0,0
549,15472,1,0,0,0,0,0
550,15491,0,0,0,0,0,243
551,15496,1,0,0,0,0,0
552,15497,1,0,0,0,0,0
553,15498,1,0,0,0,0,0
554,15530,1,0,0,0,0,0
555,15536,1,0,0,0,0,0
556,15537,1,0,0,0,0,0
557,15547,1,0,0,0,0,0
558,15549,1,0,0,0,0,0
560,15575,1,0,0,0,0,0
563,15583,1,0,0,0,0,0
564,15596,0,0,0,0,0,543
566,15607,1,0,0,0,0,0
567,15611,1,0,0,0,0,0
568,15612,1,0,0,0,0,0
571,15619,1,0,0,0,0,0
572,15620,1,0,0,0,0,0
573,15627,0,0,0,0,0,643
574,15628,0,0,0,0,0,1
575,15633,0,0,0,0,0,1
576,15647,0,0,0,0,0,644
577,15649,0,0,0,0,0,644
578,15653,1,0,0,0,0,0
580,15659,1,0,0,0,0,0
581,15662,1,0,0,0,0,0
582,15665,1,0,0,0,0,0
584,15668,1,0,0,0,0,0
585,15691,1,0,0,0,0,0
586,15692,1,0,0,0,0,0
587,15735,1,0,0,0,0,0
588,15736,1,0,0,0,0,0
589,15790,1,0,0,0,0,0
590,15791,1,0,0,0,0,0
591,15795,1,0,0,0,0,0
592,15797,1,0,0,0,0,0
593,15801,1,0,0,0,0,0
594,15853,0,0,0,0,0,4
595,15855,0,0,0,0,0,4
596,15856,0,0,0,0,0,4
597,15860,1,0,0,0,0,0
598,15861,0,0,0,0,0,4
599,15863,0,0,0,0,0,4
600,15865,0,0,0,0,0,4
601,15906,0,0,0,0,0,4
602,15910,0,0,0,0,0,4
603,15915,0,0,0,0,0,4
604,15933,0,0,0,0,0,4
605,15935,0,0,0,0,0,4
606,15958,0,0,0,17,0,0
607,15968,1,0,0,0,0,0
609,15972,0,0,0,0,0,1
610,15973,0,0,0,0,0,1
611,16000,1,0,0,0,0,0
612,16001,1,0,0,0,0,0
613,16006,1,0,0,0,0,0
614,16033,1,0,0,0,0,0
615,16044,1,0,0,0,0,0
616,16054,0,0,0,0,0,683
618,16072,0,0,0,0,0,704
619,16073,0,0,0,0,0,703
620,16077,0,0,0,0,0,705
621,16100,1,0,0,0,0,0
622,16101,1,0,0,0,0,0
623,16144,1,0,0,0,0,0
624,16153,0,0,0,0,0,3
625,16243,1,0,0,0,0,0
626,16249,1,0,0,0,0,0
627,16250,1,0,0,0,0,0
629,16375,1,0,0,0,0,0
630,16378,0,0,0,0,0,723
631,16407,1,0,0,0,0,0
633,16409,1,0,0,0,0,0
636,16413,1,0,0,0,0,0
637,16414,1,0,0,0,0,0
638,16415,1,0,0,0,0,0
640,16447,0,0,0,0,0,743
641,16454,1,0,0,0,0,0
642,16496,1,0,0,0,0,0
643,16502,0,0,0,0,0,644
644,16511,1,0,0,0,0,0
645,16564,1,0,0,0,0,0
646,16565,1,0,0,0,0,0
647,16570,1,0,0,0,0,0
648,16603,1,0,0,0,0,0
649,16613,0,0,0,0,0,763
650,16614,1,0,0,0,0,0
651,16642,0,0,0,0,0,1
652,16643,0,0,0,0,0,1
653,16644,0,0,0,0,0,1
654,16645,0,0,0,0,0,1
655,16646,0,0,0,0,0,1
656,16647,0,0,0,0,0,1
657,16648,0,0,0,0,0,1
658,16649,0,0,0,0,0,1
659,16650,0,0,0,0,0,1
660,16651,0,0,0,0,0,1
661,16652,0,0,0,0,0,1
662,16653,0,0,0,0,0,1
663,16654,0,0,0,0,0,1
664,16655,0,0,0,0,0,1
665,16656,0,0,0,0,0,1
666,16657,0,0,0,0,0,1
667,16658,0,0,0,0,0,1
668,16659,0,0,0,0,0,1
669,16660,0,0,0,0,0,1
670,16661,0,0,0,0,0,1
671,16662,0,0,0,0,0,1
672,16663,0,0,0,0,0,1
673,16664,0,0,0,0,0,1
674,16665,0,0,0,0,0,1
675,16667,0,0,0,0,0,1
676,16712,0,0,0,19,0,0
677,16724,0,0,0,0,0,1
678,16725,0,0,0,0,0,1
679,16726,0,0,0,0,0,1
680,16728,0,0,0,0,0,1
681,16729,0,0,0,0,0,1
682,16730,0,0,0,0,0,1
683,16731,0,0,0,0,0,1
684,16732,0,0,0,0,0,1
685,16741,0,0,0,0,0,1
686,16742,0,0,0,0,0,1
687,16744,0,0,0,0,0,1
688,16745,0,0,0,0,0,1
689,16746,0,0,0,0,0,1
690,16784,1,0,0,0,0,0
691,16788,1,0,0,0,0,0
692,16790,1,0,0,0,0,0
693,16796,0,0,0,0,0,783
695,16827,1,0,0,0,0,0
696,16868,1,0,0,0,0,0
697,16908,1,0,0,0,0,0
698,16960,0,0,0,0,0,1
699,16965,0,0,0,0,0,1
700,16967,0,0,0,0,0,1
701,16969,0,0,0,0,0,1
702,16970,0,0,0,0,0,1
703,16971,0,0,0,0,0,1
704,16973,0,0,0,0,0,1
705,16978,0,0,0,0,0,1
706,16979,1,0,0,0,0,0
707,16980,0,0,0,0,0,1
708,16983,0,0,0,0,0,1
709,16984,0,0,0,0,0,1
710,16985,0,0,0,0,0,1
711,16986,0,0,0,0,0,1
712,16987,0,0,0,0,0,1
713,16988,0,0,0,0,0,1
714,16989,0,0,0,0,0,804
715,16990,0,0,0,0,0,1
716,16991,0,0,0,0,0,1
717,16992,0,0,0,0,0,1
718,16993,0,0,0,0,0,1
719,16994,0,0,0,0,0,1
720,16995,0,0,0,0,0,1
721,16997,1,0,0,0,0,0
722,17008,1,0,0,0,0,0
723,17016,0,0,0,0,0,805
724,17045,0,0,0,0,0,823
725,17140,1,0,0,0,0,0
726,17141,1,0,0,0,0,0
727,17142,1,0,0,0,0,0
728,17143,1,0,0,0,0,0
730,17147,1,0,0,0,0,0
731,17149,1,0,0,0,0,0
732,17157,1,0,0,0,0,0
733,17161,0,0,0,0,0,843
734,17171,1,0,0,0,0,0
735,17173,1,0,0,0,0,0
736,17174,1,0,0,0,0,0
737,17198,1,0,0,0,0,0
738,17203,1,0,0,0,0,0
739,17238,1,0,0,0,0,0
740,17243,1,0,0,0,0,0
741,17253,1,0,0,0,0,0
742,17273,1,0,0,0,0,0
743,17274,1,0,0,0,0,0
744,17276,1,0,0,0,0,0
745,17281,1,0,0,0,0,0
746,17284,1,0,0,0,0,0
747,17290,1,0,0,0,0,0
748,17333,1,0,0,0,0,0
749,17353,1,0,0,0,0,0
750,17364,1,0,0,0,0,0
754,17483,1,0,0,0,0,0
756,17503,1,0,0,0,0,0
758,17620,1,0,0,0,0,0
760,17632,0,0,0,0,0,663
761,17682,1,0,0,0,0,0
762,17745,1,0,0,0,0,0
763,17877,1,0,0,0,0,0
764,17961,0,0,0,20,0,0
765,17962,1,0,0,0,0,0
766,17963,1,0,0,0,0,0
767,18081,1,0,0,0,0,0
768,18082,1,0,0,0,0,0
769,18083,1,0,0,0,0,0
770,18084,1,0,0,0,0,0
772,18089,1,0,0,0,0,0
773,18091,1,0,0,0,0,0
774,18092,1,0,0,0,0,0
775,18104,1,0,0,0,0,0
779,18138,1,0,0,0,0,0
780,18164,1,0,0,0,0,0
781,18165,1,0,0,0,0,0
782,18173,0,0,0,21,0,0
784,18199,1,0,0,0,0,0
785,18204,1,0,0,0,0,0
786,18205,1,0,0,0,0,0
787,18211,1,0,0,0,0,0
788,18214,1,0,0,0,0,0
789,18217,1,0,0,0,0,0
790,18238,0,0,0,0,0,4
791,18239,0,0,0,0,0,4
792,18240,0,0,0,0,0,4
793,18241,0,0,0,0,0,4
794,18242,0,0,0,0,0,4
795,18243,0,0,0,0,0,4
796,18244,0,0,0,0,0,4
797,18245,0,0,0,0,0,4
798,18246,0,0,0,0,0,4
799,18247,0,0,0,0,0,4
800,18276,1,0,0,0,0,0
801,18277,0,0,0,303,0,0
802,18278,1,0,0,0,0,0
803,18392,1,0,0,0,0,0
804,18397,0,0,0,0,0,703
805,18398,1,0,0,0,0,0
806,18545,1,0,0,0,0,0
807,18557,1,0,0,0,0,0
808,18560,0,0,0,0,0,883
809,18561,1,0,0,0,0,0
810,18649,1,0,0,0,0,0
812,18711,0,0,0,0,0,903
813,18796,1,0,0,0,0,0
814,18817,1,0,0,0,0,0
815,18819,1,0,0,0,0,0
816,18833,1,0,0,0,0,0
817,18974,0,0,0,0,0,943
818,18980,1,0,0,0,0,0
819,18984,1,0,0,0,0,0
820,18987,0,0,0,0,0,944
821,19069,0,0,0,0,0,963
822,19128,1,0,0,0,0,0
823,19138,0,0,0,0,0,943
824,19250,0,0,0,0,0,983
825,19260,1,0,0,0,0,0
827,19319,1,0,0,0,0,0
828,19386,1,0,0,0,0,0
829,19391,1,0,0,0,0,0
830,19434,1,0,0,0,0,0
831,19463,1,0,0,0,0,0
832,19472,1,0,0,0,0,0
834,19564,0,0,0,0,0,1003
835,19565,0,0,0,0,0,1004
837,19588,0,0,0,0,0,1023
838,19632,1,0,0,0,0,0
839,19639,1,0,0,0,0,0
840,19642,1,0,0,0,0,0
841,19666,0,0,0,0,0,1
842,19667,0,0,0,0,0,1
843,19668,0,0,0,0,0,1
844,19669,0,0,0,0,0,1
845,19690,0,0,0,25,0,0
846,19701,1,0,0,0,0,0
847,19715,1,0,0,0,0,0
848,19719,0,0,0,0,0,1043
849,19720,0,0,0,0,0,1043
850,19725,1,0,0,0,0,0
851,19728,1,0,0,0,0,0
852,19729,1,0,0,0,0,0
853,19767,1,0,0,0,0,0
854,19777,1,0,0,0,0,0
855,19781,1,0,0,0,0,0
856,19785,1,0,0,0,0,0
857,19790,0,0,0,0,0,1
858,19791,0,0,0,0,0,1
859,19792,0,0,0,0,0,1
860,19793,0,0,0,0,0,1
861,19795,0,0,0,0,0,1
862,19796,0,0,0,0,0,623
863,19799,0,0,0,0,0,1
865,19801,1,0,0,0,0,0
866,19814,0,0,0,0,0,1
867,19815,0,0,0,0,0,1
868,19816,1,0,0,0,0,0
869,19819,0,0,0,0,0,1
870,19830,0,0,0,0,0,1
871,19831,0,0,0,0,0,1
872,19833,0,0,0,0,0,1
873,19874,1,0,0,0,0,0
874,19881,1,0,0,0,0,0
875,19937,0,0,0,24,0,0
876,19983,1,0,0,0,0,0
878,20228,1,0,0,0,0,0
880,20243,1,0,0,0,0,0
882,20276,1,0,0,0,0,0
883,20295,1,0,0,0,0,0
884,20297,1,0,0,0,0,0
885,20298,1,0,0,0,0,0
886,20420,1,0,0,0,0,0
887,20463,1,0,0,0,0,0
888,20475,0,0,0,29,0,0
889,20535,1,0,0,0,0,0
890,20536,1,0,0,0,0,0
891,20543,1,0,0,0,0,0
892,20605,1,0,0,0,0,0
893,20626,0,0,0,0,0,4
894,20627,1,0,0,0,0,0
895,20630,1,0,0,0,0,0
896,20657,1,0,0,0,0,0
897,20666,1,0,0,0,0,0
898,20678,1,0,0,0,0,0
899,20684,1,0,0,0,0,0
900,20691,1,0,0,0,0,0
901,20692,1,0,0,0,0,0
902,20695,1,0,0,0,0,0
903,20696,1,0,0,0,0,0
904,20698,1,0,0,0,0,0
905,20714,1,0,0,0,0,0
906,20720,1,0,0,0,0,0
908,20736,1,0,0,0,0,0
909,20737,0,0,0,0,0,1063
910,20743,1,0,0,0,0,0
911,20791,1,0,0,0,0,0
912,20792,1,0,0,0,0,0
913,20793,1,0,0,0,0,0
914,20795,1,0,0,0,0,0
915,20797,1,0,0,0,0,0
916,20802,1,0,0,0,0,0
917,20805,1,0,0,0,0,0
918,20806,1,0,0,0,0,0
919,20807,1,0,0,0,0,0
920,20808,1,0,0,0,0,0
921,20811,1,0,0,0,0,0
922,20814,0,0,0,0,0,1083
923,20815,1,0,0,0,0,0
924,20816,1,0,0,0,0,0
925,20819,1,0,0,0,0,0
926,20820,1,0,0,0,0,0
927,20821,1,0,0,0,0,0
928,20822,1,0,0,0,0,0
929,20823,1,0,0,0,0,0
930,20824,1,0,0,0,0,0
931,20825,1,0,0,0,0,0
932,20828,1,0,0,0,0,0
933,20829,1,0,0,0,0,0
934,20831,1,0,0,0,0,0
935,20832,1,0,0,0,0,0
936,20869,1,0,0,0,0,0
937,20872,0,0,0,0,0,623
938,20873,0,0,0,0,0,623
939,20874,0,0,0,0,0,623
940,20876,0,0,0,0,0,623
941,20883,1,0,0,0,0,0
942,20890,0,0,0,0,0,623
943,20897,0,0,0,0,0,623
