ID,Field_9_0_1_33978_001,QuestID,BroadcastTextID,Field_10_0_7_48295_004,WorldEffectID,Field_9_0_1_33978_005,Field_9_0_1_33978_006,PlayerConditionID,CreatureID
100,0,0,201593,0,0,60,600000,82242,171426
101,4,0,201741,0,0,20,300000,81356,156361
102,0,0,0,0,15589,70,300000,0,166280
103,0,0,0,0,15578,70,300000,0,166343
104,0,0,0,0,15580,70,300000,0,166367
106,0,0,202188,0,0,30,300000,82760,169142
107,0,59343,202358,0,0,30,300000,0,0
108,0,0,0,0,15659,20,100000,82981,167686
109,0,0,0,0,15673,30,100000,83191,172091
112,0,61475,0,0,15744,30,0,83684,0
113,0,61492,203061,0,0,30,300000,83753,0
115,0,61488,203110,0,0,30,300000,0,0
116,0,61486,203111,0,0,30,300000,0,0
123,0,61637,195251,0,0,30,600000,0,0
124,0,58610,203635,0,0,30,300000,0,0
126,0,0,203902,0,0,40,300000,84207,170705
127,0,61738,204243,0,0,30,300000,0,0
129,0,0,0,0,16017,30,300000,84609,176554
131,0,0,203944,0,0,30,300000,85043,172924
132,0,0,204864,0,0,15,300000,85235,173691
134,0,0,0,0,16142,30,300000,85265,172923
138,0,0,204871,0,0,30,300000,85266,173707
139,0,57918,183475,0,0,30,300000,0,0
140,0,0,205134,0,0,15,300000,85411,173786
142,0,0,203829,0,0,30,300000,85450,173860
143,0,0,0,0,16306,30,300000,86099,161907
145,1,61240,1,0,0,30,1000,0,0
147,0,0,0,0,16353,30,300000,86543,163073
148,0,0,0,0,16355,20,300000,86541,171190
149,0,0,0,0,16359,40,300000,86537,171106
150,0,0,0,0,16361,50,300000,86549,157199
151,0,0,0,0,16362,30,300000,86535,172098
152,0,0,0,0,16365,30,300000,86539,171319
153,0,0,0,0,16366,30,300000,86544,160894
154,0,0,0,0,16368,30,300000,86542,160814
155,0,0,0,0,16372,30,300000,86536,171647
156,0,0,0,0,16375,30,300000,86548,166577
157,0,0,0,0,16377,30,300000,86540,171385
158,0,0,0,0,16379,30,300000,86546,174916
159,0,0,0,0,16385,30,300000,86534,162487
160,0,0,0,0,16387,30,300000,86538,171933
161,0,0,0,0,16389,20,300000,86545,163019
162,0,0,0,0,16390,30,300000,86547,159930
167,0,0,0,0,16452,30,300000,87255,171798
168,0,0,206669,0,0,20,300000,87406,157514
170,0,0,0,0,16379,30,300000,87709,171951
173,0,0,206990,0,0,30,300000,88201,175691
174,0,63022,206996,0,0,30,3000000,0,0
176,0,0,207001,0,0,30,3000000,88226,175703
186,0,0,0,0,16536,25,300000,88463,175982
187,0,0,0,0,16537,25,300000,88463,175987
189,0,0,0,0,16541,25,300000,88463,176052
190,0,0,0,0,16536,25,300000,88463,176047
191,0,0,0,0,16541,25,300000,88463,176055
192,0,0,0,0,16542,25,300000,88463,176057
193,0,0,0,0,16542,25,300000,88463,176059
194,0,0,0,0,16543,25,300000,88463,176061
195,0,0,0,0,16543,25,300000,88463,176063
196,0,0,0,0,16544,25,300000,88463,175983
197,0,0,0,0,16544,25,300000,88463,175984
198,0,0,0,0,16537,25,300000,88463,175985
199,0,0,0,0,16545,25,300000,88463,176048
200,0,0,0,0,16545,25,300000,88463,175986
201,0,0,0,0,16546,25,300000,88463,176053
202,0,0,0,0,16546,25,300000,88463,176058
203,0,0,0,0,16547,25,300000,88463,176054
204,0,0,0,0,16547,25,300000,88463,176062
205,0,0,0,0,16548,25,300000,88463,176056
206,0,0,0,0,16548,25,300000,88463,176060
243,1,25131,207842,0,0,25,300000,0,0
248,5,59004,184097,0,0,15,300000,0,0
250,0,63772,208089,0,0,30,600000,0,0
251,0,0,208090,0,0,25,500000,0,177140
258,1,63732,209820,0,0,30,300000,0,0
259,0,0,0,0,16640,75,60000,89981,177072
260,0,0,208512,0,0,30,300000,90007,162804
261,1,63619,208524,0,0,30,300000,0,0
264,0,0,0,0,16771,10,30000,0,178052
265,0,0,209090,0,0,30,300000,90443,178005
266,2,0,209091,0,0,30,200000,90172,178033
267,4,0,0,0,16810,60,300000,90313,177451
268,0,63853,209354,0,0,30,300000,0,0
269,0,0,0,0,16864,40,60000,90475,178468
271,4,63946,208351,0,0,30,300000,0,0
272,0,0,0,0,16935,60,60000,90754,178828
273,0,0,189322,0,0,40,300000,0,178911
274,0,0,210087,0,0,20,300000,90784,177081
279,0,0,0,0,16729,45,300000,90890,164079
281,0,0,211380,0,0,40,60000,91307,179473
282,0,0,211392,0,0,40,60000,91316,179596
283,0,0,211397,0,0,40,60000,91318,179466
284,0,0,211400,0,0,40,60000,91319,179465
285,0,0,211403,0,0,40,60000,91320,179476
286,0,0,211406,0,0,40,60000,91321,179477
287,0,0,211409,0,0,40,60000,91322,179471
288,0,0,211412,0,0,40,60000,91323,179475
289,0,0,211503,0,0,30,300000,91442,179744
290,0,0,211506,0,0,30,300000,91452,179748
291,0,0,211507,0,0,30,300000,91713,174766
292,0,0,211516,0,0,30,300000,91457,179753
293,6,64282,191742,0,0,35,300000,91674,0
297,0,0,211809,0,0,30,300000,93208,179930
298,0,0,0,0,17191,30,300000,92596,179974
299,0,0,211920,0,0,30,300000,92593,180005
300,0,0,211966,0,0,30,300000,91902,180028
301,0,0,211967,0,0,30,300000,91899,180028
302,5,64337,1,0,0,30,5000,0,0
303,0,0,212040,0,0,30,300000,91994,180078
304,0,0,212041,0,0,30,300000,92592,180079
305,0,0,212091,0,0,30,400000,92588,179729
306,0,0,212132,0,0,15,400000,0,180117
307,0,0,212133,0,0,8,400000,0,180114
308,0,0,212286,0,0,30,300000,0,180241
309,0,0,212290,0,0,30,300000,0,180248
310,0,0,212302,0,0,30,600000,92270,179930
311,0,0,0,0,17273,15,300000,9485,165196
313,0,0,0,0,17306,30,3600000,92668,178257
314,0,0,211106,0,0,30,300000,92637,178774
318,2,0,212974,0,0,40,300000,93386,180903
319,0,0,208871,0,0,32,300000,0,181661
320,4,64718,213042,0,0,50,300000,0,0
321,1,0,213044,0,0,30,300000,94749,182188
326,0,0,213421,0,0,30,300000,0,182519
329,2,64833,213584,0,0,30,300000,0,0
334,0,0,213726,0,0,30,300000,94041,180939
335,2,64969,0,0,17763,30,300000,0,0
336,2,64837,0,0,17711,30,300000,0,0
337,5,65235,1,0,0,30,5000,0,0
341,4,64829,212846,0,0,30,120000,0,0
347,4,64944,214426,0,0,50,90000,0,0
349,1,65279,214494,0,0,30,300000,95905,0
350,0,64641,214502,0,0,30,500000,0,0
351,0,0,214594,0,0,55,14400000,0,181626
352,0,0,214595,0,0,55,14400000,0,181625
355,1,65249,214776,0,0,30,300000,95664,0
356,4,65250,0,0,17701,30,300000,0,0
357,1,65238,215090,0,0,30,300000,0,0
360,0,0,0,0,17731,50,3000000,94791,177958
361,0,0,0,0,17496,30,3000000,94802,180942
362,1,65335,0,0,17736,30,300000,0,0
364,4,65260,215241,0,0,60,300000,0,0
365,1,64945,214426,0,0,30,300000,0,0
366,0,0,0,0,17751,30,300000,94633,184097
368,0,0,0,0,17847,25,3000,95040,181273
370,4,64949,215583,0,0,30,300000,0,0
373,2,64953,0,0,17862,30,300000,95098,0
374,2,64952,0,0,17862,30,300000,95098,0
375,4,64950,215583,0,0,20,300000,0,0
377,0,65625,216020,0,0,30,300000,0,0
378,0,0,0,0,17938,12,180000,95605,184406
379,0,0,216063,0,0,15,300000,95672,177476
380,0,0,216064,0,0,15,300000,95681,177476
387,0,0,216255,0,0,30,300000,0,185844
388,2,0,216256,0,0,30,300000,0,185847
389,0,0,216262,0,0,30,300000,0,185845
390,4,0,0,0,17448,30,300000,96104,180942
393,4,65661,0,0,18055,30,300000,0,0
395,1,64768,0,0,17939,30,300000,0,0
401,0,0,217089,0,0,20,30000,94049,187349
402,1,66003,217128,0,0,30,300000,0,0
405,0,65686,0,0,18153,50,300000,0,0
407,0,0,0,0,18155,70,300000,96689,185608
411,4,0,217346,0,0,70,300000,96707,183543
412,4,66244,217135,0,0,40,300000,109379,0
413,1,66141,0,0,18174,30,300000,0,0
417,4,0,0,0,18184,70,300000,96843,185615
418,4,0,0,0,18198,70,300000,96885,185622
422,4,65267,217509,0,0,30,300000,104492,0
423,4,65374,217556,0,0,30,300000,0,0
424,1,66391,0,0,18210,15,300000,0,0
425,4,66152,0,0,18215,30,300000,0,0
428,4,0,0,0,18282,70,300000,97124,186188
429,1,66558,218051,0,0,30,300000,0,0
430,1,66107,0,0,18514,50,300000,0,0
431,4,66239,0,0,18308,60,300000,0,0
436,2,0,218439,0,0,30,300000,97431,187466
437,2,0,218441,0,0,30,300000,97431,189507
439,0,0,218462,0,0,30,300000,97771,186290
441,0,0,0,0,18367,70,300000,97511,186304
445,0,0,0,0,18283,20,300000,97567,190352
449,2,0,0,0,18419,60,300000,97590,187406
450,0,0,218817,0,0,30,300000,97615,189594
451,4,66026,218824,0,0,30,300000,0,0
453,0,0,219287,0,0,30,300000,97647,190585
455,0,0,0,0,18507,30,300000,97663,189593
456,0,0,218950,0,0,30,300000,97683,188337
457,1,65914,0,0,18483,30,300000,0,0
458,2,0,219119,0,0,30,30000,98280,190086
461,0,0,219128,0,0,30,900000,97811,190334
462,0,0,218724,0,0,30,900000,97813,190423
464,1,66435,219147,0,0,30,300000,0,0
465,0,0,0,0,18639,30,300000,97874,187795
466,0,0,0,0,18447,30,300000,97654,186176
468,4,66105,0,0,18295,50,300000,0,0
469,4,66222,0,0,18421,30,300000,0,0
473,0,0,0,0,18534,50,300000,99478,184870
475,0,0,0,0,18535,50,300000,98092,184449
476,0,0,0,0,18536,20,300000,98091,184452
477,4,65930,0,0,18111,30,300000,0,0
478,2,0,219615,0,0,30,600000,98103,187466
479,0,0,0,0,18568,30,300000,98185,190930
482,1,66448,219983,0,0,30,300000,0,0
483,0,0,0,0,18586,30,300000,98207,187308
485,1,65891,0,0,18566,30,300000,0,0
486,0,0,0,0,18614,20,600000,98283,191124
487,1,0,221637,0,0,30,600000,98794,188224
488,4,65895,0,0,18569,20,300000,0,0
489,0,0,0,0,18618,20,600000,98283,191140
490,0,0,0,0,18617,30,300000,98292,187795
491,0,0,221716,0,0,30,300000,0,191162
495,0,66126,221749,0,0,30,600000,0,0
499,2,66827,0,0,18680,40,300000,98406,0
500,4,66236,221953,0,0,30,300000,0,0
501,4,66828,0,0,18693,30,300000,0,0
504,2,66831,0,0,18704,40,300000,98454,0
506,4,70351,0,0,18722,30,300000,0,0
507,0,0,222246,0,0,20,300000,98498,186940
508,0,0,0,0,18723,40,300000,99024,187092
513,0,0,0,0,18753,40,300000,0,191698
515,4,66845,0,0,18774,15,300000,0,0
516,0,0,0,0,18776,30,300000,98426,187809
518,4,66028,222536,0,0,30,300000,0,0
519,2,66115,0,0,18813,30,3000000,0,0
520,4,66116,222638,0,0,30,300000,0,0
524,4,65838,0,0,18875,30,300000,0,0
527,0,66523,223182,0,0,30,300000,0,0
529,0,0,223648,0,0,10,300000,0,192689
530,0,0,223789,0,0,30,300000,99049,192756
531,4,66426,0,0,18995,30,300000,0,0
534,0,0,0,0,19000,20,300000,99143,188301
535,1,65901,0,0,18959,30,600000,98956,0
536,0,0,224213,0,0,30,300000,0,193150
537,4,69870,0,0,18073,30,300000,0,0
538,4,66007,224288,0,0,30,300000,0,0
539,1,66414,224298,0,0,30,300000,0,0
540,0,67074,224332,0,0,80,300000,108217,0
543,4,65898,0,0,18633,30,300000,0,0
544,1,66734,0,0,19050,20,300000,0,0
545,4,65443,224629,0,0,30,300000,0,0
546,4,65045,224755,0,0,30,300000,0,0
547,1,65097,224768,0,0,30,300000,0,0
548,4,65049,224780,0,0,30,300000,0,0
549,4,66423,0,0,18977,30,600000,0,0
550,4,66425,0,0,19100,40,300000,0,0
553,0,69965,0,0,19142,30,300000,0,0
554,0,0,0,0,19189,40,300000,99585,193393
555,4,65890,0,0,18566,30,300000,0,0
556,1,66681,0,0,18731,30,600000,98539,0
557,1,70058,0,0,19244,30,300000,0,0
559,4,64866,225636,0,0,30,300000,0,0
561,0,0,0,0,19299,20,300000,99766,184449
562,0,0,0,0,19300,50,300000,99767,184452
563,1,70061,225776,0,0,50,300000,0,0
564,4,66009,225145,0,0,60,300000,0,0
565,0,65896,222023,0,0,30,300000,0,0
566,1,70166,226224,0,0,30,300000,0,0
567,0,70173,0,0,19369,30,300000,0,0
568,4,70169,0,0,19390,30,300000,0,0
569,0,66527,226540,0,0,30,300000,0,0
571,4,70229,218462,0,0,30,300000,0,0
572,1,65913,0,0,19471,30,300000,0,0
573,1,66320,227194,0,0,100,300000,0,0
575,4,65435,224604,0,0,30,300000,0,0
576,4,65436,227404,0,0,30,300000,0,0
577,1,70239,0,0,19506,30,600000,0,0
579,4,70242,0,0,19517,20,300000,0,0
581,0,0,227837,0,0,30,300000,100466,181198
582,0,70167,0,0,19554,25,300000,0,0
583,4,65996,228026,0,0,30,300000,0,0
584,4,66249,228356,0,0,60,300000,0,0
585,4,66340,0,0,18153,30,300000,0,0
588,0,0,0,0,19646,30,120000,0,195772
589,0,0,228965,0,0,30,300000,101199,191135
590,0,0,228967,0,0,30,300000,101200,191135
591,0,0,229036,0,0,20,400000,101199,188625
592,0,0,229040,0,0,20,400000,101200,188623
593,0,0,221578,0,0,30,300000,98258,196003
594,0,0,221580,0,0,30,300000,98259,196005
595,0,0,229098,0,0,30,600000,101199,188158
596,0,0,229099,0,0,30,600000,101200,188158
597,0,0,221589,0,0,30,300000,98260,196006
598,0,0,221046,0,0,30,300000,98212,196007
599,0,0,229106,0,0,35,1000000,101199,190899
600,0,0,229127,0,0,30,600000,101199,186331
601,0,0,229129,0,0,30,600000,101200,186331
602,0,0,229142,0,0,30,600000,101288,193310
603,0,0,0,0,19772,30,200000,0,196149
604,0,0,0,0,19776,15,500000,0,196157
605,0,0,229270,0,0,30,600000,101200,192110
606,0,0,0,0,18703,40,300000,98455,186940
607,1,65690,0,0,19834,30,600000,0,0
608,0,0,229544,0,0,50,600000,101490,196214
609,0,0,229545,0,0,50,600000,101491,196214
610,0,0,229546,0,0,50,600000,101492,196214
612,0,0,0,0,19806,30,300000,101494,194801
613,1,70708,0,0,19829,30,300000,0,0
619,0,0,229717,0,0,40,5000,101529,196403
622,4,66409,229782,0,0,30,600000,0,0
623,1,70846,229784,0,0,30,300000,0,0
624,4,70446,229824,0,0,30,300000,0,0
626,0,0,229874,0,0,30,600000,101694,188285
627,4,66411,229876,0,0,30,600000,0,0
628,4,66418,229879,0,0,30,600000,0,0
629,0,0,0,0,19859,70,300000,101699,192234
630,4,67111,0,0,19861,60,300000,0,0
631,0,0,229985,0,0,100,300000,101715,194404
632,0,0,229985,0,0,100,300000,101715,196412
633,0,0,229984,0,0,100,300000,101717,194404
634,0,0,229751,0,0,100,300000,101717,196412
635,4,65691,0,0,19895,30,300000,0,0
636,2,65782,230398,0,0,30,300000,101904,0
637,1,70446,230612,0,0,30,300000,0,0
638,1,70994,230619,0,0,30,300000,0,0
640,4,70182,230719,0,0,20,300000,0,0
641,4,70341,230719,0,0,20,300000,0,0
642,4,70510,230719,0,0,30,300000,0,0
643,4,70784,230867,0,0,15,300000,0,0
644,0,0,230884,0,0,15,7000000,0,196995
645,0,70746,230968,0,0,30,300000,0,0
646,1,71094,0,0,20032,30,10000,0,0
650,4,66444,0,0,19945,30,300000,0,0
652,1,70241,0,0,19513,30,600000,0,0
653,1,67722,231158,0,0,30,300000,0,0
655,0,0,231219,0,0,20,1200000,0,197340
656,0,0,231218,0,0,20,1200000,0,197341
657,0,0,0,0,20060,30,300000,102602,196878
658,0,0,0,0,20072,30,300000,5793,196456
661,4,0,231478,0,0,30,600000,102797,189858
662,1,67221,231660,0,0,30,300000,0,0
663,0,0,231677,0,0,30,300000,102969,197305
664,0,0,231681,0,0,15,300000,103572,197367
665,4,71135,231857,0,0,20,300000,0,0
666,0,0,0,0,20146,12,600000,0,197575
667,0,0,0,0,20147,10,600000,0,197586
668,0,0,0,0,20154,10,600000,0,197584
671,0,0,232129,0,0,10,300000,102232,198185
672,0,0,0,0,20158,20,600000,103347,198237
673,0,0,232282,0,0,30,300000,102969,198306
674,0,0,0,0,20182,30,100000,103669,197670
675,0,0,0,0,20184,20,300000,103669,197286
676,0,0,0,0,20188,20,600000,104068,198035
677,0,0,0,0,20190,10,600000,0,197978
679,0,0,232470,0,0,30,300000,103751,196416
680,0,0,0,0,20212,20,300000,0,198468
681,0,0,232519,0,0,30,300000,103771,198468
682,0,0,232520,0,0,20,300000,103771,198036
683,0,0,0,0,20233,30,300000,103819,196432
684,0,0,0,0,20241,30,300000,103847,198514
685,0,0,0,0,20253,20,300000,103767,196160
686,0,0,0,0,20259,15,300000,103273,198062
687,0,0,232856,0,0,15,300000,103572,198302
688,0,0,0,0,20349,30,300000,0,199375
689,0,0,233142,0,0,30,300000,104702,199406
690,0,0,0,0,20374,18,300000,104743,199449
692,4,72445,0,0,20433,30,300000,0,0
693,2,72900,0,0,20451,110,300000,0,0
694,0,0,0,0,20460,40,100000,105411,199318
695,4,72933,0,0,20473,60,300000,0,0
698,4,72592,0,0,20525,30,300000,0,0
704,2,73088,234112,0,0,30,300000,0,0
706,4,72937,0,0,20538,90,300000,0,0
707,4,72593,0,0,21002,30,300000,0,0
715,0,0,234067,0,0,30,300000,105782,200473
717,1,72551,0,0,20591,30,300000,0,0
718,4,72942,0,0,20605,60,300000,0,0
719,4,72663,0,0,20609,30,300000,0,0
721,0,0,0,0,20633,30,300000,107502,200939
723,4,72949,0,0,20654,60,300000,0,0
724,0,0,234857,0,0,30,300000,106087,199201
727,4,72430,0,0,20388,30,300000,0,0
730,4,72665,234083,0,0,30,300000,0,0
732,4,72657,235509,0,0,40,300000,0,0
733,4,72601,0,0,21139,30,300000,0,0
734,4,72602,0,0,20762,30,300000,0,0
739,0,0,0,0,20848,70,300000,106660,199840
745,4,72966,0,0,20929,30,300000,0,0
746,4,72527,236848,0,0,40,300000,0,0
748,0,0,0,0,20965,50,300000,107092,201772
749,1,74869,237044,0,0,20,600000,0,0
753,4,72927,237236,0,0,30,300000,0,0
755,4,72595,0,0,21022,30,300000,107250,0
756,4,72662,0,0,21022,30,300000,107250,0
757,4,74913,0,0,21040,100,300000,0,0
758,1,74876,0,0,21045,10,900000,107394,0
759,4,74946,234117,0,0,30,300000,0,0
761,4,72929,237573,0,0,30,3000000,0,0
763,0,0,0,0,21091,20,300000,105828,202920
764,1,74878,0,0,21114,20,300000,0,0
765,4,75054,0,0,20605,60,300000,0,0
767,2,75145,0,0,21184,30,300000,0,0
769,2,73077,0,0,21201,30,300000,107076,0
770,0,72440,0,0,21162,30,300000,0,0
774,4,72412,0,0,21215,30,300000,107687,0
775,0,73077,0,0,21211,30,300000,0,0
776,1,73081,0,0,21213,30,300000,0,0
777,4,72416,238853,0,0,30,3000000,107711,0
778,4,72609,239332,0,0,30,300000,0,0
779,0,75265,233050,0,0,30,300000,0,0
785,0,0,0,0,20661,30,300000,107987,200298
786,4,75367,239809,0,0,20,300000,0,0
788,0,73093,240014,0,0,30,300000,0,0
790,0,0,0,0,21372,30,300000,108118,201762
791,4,72862,240084,0,0,30,300000,0,0
794,1,73086,0,0,21401,30,300000,0,0
796,0,0,0,0,21410,30,600000,108271,200861
798,4,72980,237203,0,0,30,300000,0,0
801,4,74876,0,0,21425,10,900000,107394,0
803,2,73183,240691,0,0,15,3000000,0,0
809,4,73047,0,0,21581,30,300000,0,0
810,0,0,0,0,21586,30,300000,108708,203995
814,1,73036,0,0,21678,30,300000,0,0
820,1,76214,243098,0,0,30,300000,0,0
821,0,75538,243106,0,0,30,300000,0,0
822,1,76271,243098,0,0,30,300000,0,0
823,1,76272,243098,0,0,30,300000,0,0
824,1,76273,243098,0,0,30,300000,0,0
825,1,76274,243098,0,0,30,300000,0,0
826,1,76275,243098,0,0,30,300000,0,0
827,1,76278,243098,0,0,30,300000,0,0
829,1,76284,243098,0,0,30,300000,0,0
830,1,76285,243098,0,0,30,300000,0,0
831,1,76286,243098,0,0,30,300000,0,0
832,1,76287,243098,0,0,30,300000,0,0
833,1,76288,243098,0,0,30,300000,0,0
834,4,76145,0,0,21652,30,300000,0,0
836,4,76379,0,0,21979,60,300000,0,0
837,0,76430,243106,0,0,30,300000,0,0
839,2,75970,244518,0,0,20,30000,110457,0
840,2,75971,244524,0,0,30,30000,110661,0
844,1,76421,0,0,22177,30,300000,0,0
852,4,75604,0,0,22346,30,300000,0,0
854,4,77408,246264,0,0,30,300000,0,0
856,0,75935,243487,0,0,30,300000,0,0
858,4,76354,0,0,22391,30,3000,112588,0
862,0,0,0,0,22400,30,300000,112637,208830
863,0,0,246657,0,0,30,300000,112643,208858
864,4,76982,242773,0,0,30,300000,0,0
873,0,0,0,0,22660,10,300000,0,209001
874,0,0,0,0,22667,30,300000,0,208998
