ID,TraitCondID,TraitNodeGroupID
12630,32976,11087
12631,32972,11087
12632,32968,11087
12633,32964,11087
12634,32960,11087
12635,32956,11087
12636,32952,11087
12637,32948,11087
12638,32944,11087
12639,32940,11087
12640,32936,11087
12641,32932,11087
12642,32928,11087
12643,32920,11087
12644,32916,11087
12645,32912,11087
12646,32908,11087
12647,32904,11087
12648,32900,11087
12649,32896,11087
12650,32892,11087
12651,32888,11087
12652,32884,11087
12653,32880,11087
12654,32876,11087
12655,32872,11087
12656,32868,11087
12657,32864,11087
12658,32860,11087
12659,32856,11087
12660,32852,11087
12661,32848,11087
12662,32844,11087
12663,32840,11087
12664,32836,11087
12665,32832,11087
12666,32828,11087
12667,32824,11087
12668,32820,11087
12669,32816,11087
12670,32812,11087
12671,32808,11087
12672,32804,11087
12673,32800,11087
12674,32796,11087
12675,32788,11087
12676,32784,11087
12677,33835,11087
12678,33831,11087
12679,33827,11087
12680,33823,11087
12681,33819,11087
12682,33815,11087
12683,33811,11087
12684,33807,11087
12685,33803,11087
12686,33799,11087
12687,33795,11087
12688,33791,11087
12689,33787,11087
12690,33783,11087
12691,33779,11087
12692,33775,11087
12693,33771,11087
12694,33767,11087
12695,33763,11087
12696,33759,11087
12697,33755,11087
12698,33751,11087
12699,33747,11087
12700,33743,11087
12701,33739,11087
12702,33735,11087
12703,33731,11087
12704,33727,11087
12705,33723,11087
12706,33719,11087
12707,33715,11087
12708,33711,11087
12709,33707,11087
12710,33703,11087
12711,33699,11087
12712,33695,11087
12713,33691,11087
12714,33687,11087
12715,33683,11087
12716,33679,11087
12717,33675,11087
12718,33671,11087
12719,33667,11087
12720,33663,11087
12721,33659,11087
12722,33655,11087
12723,33651,11087
12724,33647,11087
12725,33643,11087
12726,33639,11087
12727,33635,11087
12728,33631,11087
12729,33627,11087
12730,33623,11087
12731,33619,11087
12732,33615,11087
12733,33611,11087
12734,33607,11087
12735,33603,11087
12736,33599,11087
12737,33595,11087
12738,33591,11087
12739,33587,11087
12740,33579,11087
12741,33575,11087
12742,33571,11087
12743,33567,11087
12744,33563,11087
12745,33559,11087
12746,33555,11087
12747,33551,11087
12748,33547,11087
12749,33543,11087
12750,33539,11087
12751,33535,11087
12752,33531,11087
12753,33527,11087
12754,33523,11087
12755,33519,11087
12756,33515,11087
12757,33511,11087
12758,33507,11087
12759,33503,11087
12760,33499,11087
12761,33495,11087
12762,33491,11087
12763,33487,11087
12764,33483,11087
12765,33479,11087
12766,33475,11087
12767,33471,11087
12768,33467,11087
12769,33463,11087
12770,33459,11087
12771,33455,11087
12772,33447,11087
12773,33443,11087
12774,33439,11087
12775,33435,11087
12776,33431,11087
12777,33427,11087
12778,33423,11087
12779,33419,11087
12780,33415,11087
12781,33411,11087
12782,33407,11087
12783,33403,11087
12784,33399,11087
12785,33395,11087
12786,33391,11087
12787,33387,11087
12788,33383,11087
12789,33379,11087
12790,33375,11087
12791,33371,11087
12792,33367,11087
12793,33363,11087
12794,33359,11087
12795,33355,11087
12796,33351,11087
12797,33347,11087
12798,33343,11087
12799,33339,11087
12800,33335,11087
12801,33331,11087
12802,33327,11087
12803,33323,11087
12804,33315,11087
12805,33311,11087
12806,33307,11087
12807,33303,11087
12808,33299,11087
12809,33295,11087
12810,33291,11087
12811,33287,11087
12812,33283,11087
12813,33279,11087
12814,33275,11087
12815,33271,11087
12816,33267,11087
12817,33263,11087
12818,33259,11087
12819,33255,11087
12820,33251,11087
12821,33247,11087
12822,33243,11087
12823,33239,11087
12824,33235,11087
12825,33231,11087
12826,33227,11087
12827,33223,11087
12828,33219,11087
12829,33215,11087
12830,33211,11087
12831,33207,11087
12832,33203,11087
12833,33199,11087
12834,33195,11087
12835,33191,11087
12836,33183,11087
12837,33179,11087
12838,33175,11087
12839,33171,11087
12840,33167,11087
12841,33163,11087
12842,33159,11087
12843,33155,11087
12844,33151,11087
12845,33147,11087
12846,33143,11087
12847,33139,11087
12848,33135,11087
12849,33131,11087
12850,33127,11087
12851,33123,11087
12852,33119,11087
12853,33115,11087
12854,33111,11087
12855,33107,11087
12856,33103,11087
12857,33099,11087
12858,33095,11087
12859,33091,11087
12860,33087,11087
12861,33083,11087
12862,33079,11087
12863,33075,11087
12864,33071,11087
12865,33067,11087
12866,33063,11087
12867,33059,11087
12868,33051,11087
12869,33047,11087
12870,33043,11087
12871,33039,11087
12872,33035,11087
12873,33031,11087
12874,33027,11087
12875,33023,11087
12876,33019,11087
12877,33015,11087
12878,33011,11087
12879,33007,11087
12880,33003,11087
12881,32999,11087
12882,32995,11087
12883,32991,11087
12884,32987,11087
12885,32983,11087
12886,32979,11087
12887,32975,11087
12888,32971,11087
12889,32967,11087
12890,32963,11087
12891,32959,11087
12892,32955,11087
12893,32951,11087
12894,32947,11087
12895,32943,11087
12896,32939,11087
12897,32935,11087
12898,32931,11087
12899,32927,11087
12900,32919,11087
12901,32915,11087
12902,32911,11087
12903,32907,11087
12904,32903,11087
12905,32899,11087
12906,32895,11087
12907,32891,11087
12908,32887,11087
12909,32883,11087
12910,32879,11087
12911,32875,11087
12912,32871,11087
12913,32867,11087
12914,32863,11087
12915,32859,11087
12916,32855,11087
12917,32851,11087
12918,32847,11087
12919,32843,11087
12920,32839,11087
12921,32835,11087
12922,32831,11087
12923,32827,11087
12924,32823,11087
12925,32819,11087
12926,32815,11087
12927,32811,11087
12928,32807,11087
12929,32803,11087
12930,32799,11087
12931,32795,11087
12932,32787,11087
12933,32783,11087
12934,33834,11087
12935,33830,11087
12936,33826,11087
12937,33822,11087
12938,33818,11087
12939,33814,11087
12940,33810,11087
12941,33806,11087
12942,33802,11087
12943,33798,11087
12944,33794,11087
12945,33790,11087
12946,33786,11087
12947,33782,11087
12948,33778,11087
12949,33774,11087
12950,33770,11087
12951,33766,11087
12952,33762,11087
12953,33758,11087
12954,33754,11087
12955,33750,11087
12956,33746,11087
12957,33742,11087
12958,33738,11087
12959,33734,11087
12960,33730,11087
12961,33726,11087
12962,33722,11087
12963,33718,11087
12964,33710,11087
12965,33706,11087
12966,33702,11087
12967,33698,11087
12968,33694,11087
12969,33690,11087
12970,33686,11087
12971,33682,11087
12972,33678,11087
12973,33674,11087
12974,33670,11087
12975,33666,11087
12976,33662,11087
12977,33658,11087
12978,33654,11087
12979,33650,11087
12980,33646,11087
12981,33642,11087
12982,33638,11087
12983,33634,11087
12984,33630,11087
12985,33626,11087
12986,33622,11087
12987,33618,11087
12988,33614,11087
12989,33610,11087
12990,33606,11087
12991,33602,11087
12992,33598,11087
12993,33594,11087
12994,33590,11087
12995,33586,11087
12996,33578,11087
12997,33574,11087
12998,33570,11087
12999,33566,11087
13000,33562,11087
13001,33558,11087
13002,33554,11087
13003,33550,11087
13004,33546,11087
13005,33542,11087
13006,33538,11087
13007,33534,11087
13008,33530,11087
13009,33526,11087
13010,33522,11087
13011,33518,11087
13012,33514,11087
13013,33510,11087
13014,33506,11087
13015,33502,11087
13016,33498,11087
13017,33494,11087
13018,33490,11087
13019,33486,11087
13020,33482,11087
13021,33478,11087
13022,33474,11087
13023,33470,11087
13024,33466,11087
13025,33462,11087
13026,33458,11087
13027,32790,11088
13028,32922,11089
13029,33053,11091
13030,33185,11093
13031,33317,11095
13032,33843,11096
13033,34766,11096
13034,34370,11097
13035,34238,11097
13036,34503,11098
13037,34504,11099
13038,34635,11100
13039,34767,11101
13040,33845,11102
13041,34106,11104
13042,33977,11105
13043,34634,11106
13044,34502,11106
13045,34108,11107
13046,33975,11108
13047,34240,11109
13048,34611,11110
13049,34603,11110
13050,34595,11110
13051,34587,11110
13052,34579,11110
13053,34571,11110
13054,34563,11110
13055,34555,11110
13056,34547,11110
13057,34539,11110
13058,34531,11110
13059,34523,11110
13060,34515,11110
13061,34507,11110
13062,34499,11110
13063,34491,11110
13064,34483,11110
13065,34475,11110
13066,34467,11110
13067,34459,11110
13068,34451,11110
13069,34443,11110
13070,34435,11110
13071,34427,11110
13072,34419,11110
13073,34411,11110
13074,34403,11110
13075,34395,11110
13076,34387,11110
13077,34379,11110
13078,34363,11110
13079,34355,11110
13080,34347,11110
13081,34339,11110
13082,34331,11110
13083,34323,11110
13084,34315,11110
13085,34307,11110
13086,34299,11110
13087,34291,11110
13088,34283,11110
13089,34275,11110
13090,34267,11110
13091,34259,11110
13092,34251,11110
13093,34243,11110
13094,34235,11110
13095,34227,11110
13096,34219,11110
13097,34211,11110
13098,34203,11110
13099,34195,11110
13100,34187,11110
13101,34179,11110
13102,34171,11110
13103,34163,11110
13104,34155,11110
13105,34147,11110
13106,34139,11110
13107,34131,11110
13108,34123,11110
13109,34115,11110
13110,34099,11110
13111,34091,11110
13112,34083,11110
13113,34075,11110
13114,34067,11110
13115,34059,11110
13116,34051,11110
13117,34043,11110
13118,34035,11110
13119,34027,11110
13120,34019,11110
13121,34011,11110
13122,34003,11110
13123,33995,11110
13124,33987,11110
13125,33979,11110
13126,33971,11110
13127,33963,11110
13128,33955,11110
13129,33947,11110
13130,33939,11110
13131,33931,11110
13132,33923,11110
13133,33915,11110
13134,33907,11110
13135,33899,11110
13136,33891,11110
