ID,ReqID,SourceType,SourceID,ParentWidgetID
720,1,0,4437,649
721,1,0,4437,650
722,1,0,4583,651
723,1,0,4583,652
724,1,0,4583,653
725,1,0,4583,654
726,1,0,4583,655
727,1,0,4583,656
728,1,0,4583,657
729,1,0,4583,658
730,1,0,4583,659
731,1,0,4583,660
732,1,0,4583,661
733,1,0,4583,662
734,1,0,4583,663
735,1,0,4436,664
736,1,0,4581,665
737,1,0,5262,666
738,1,0,5263,667
739,1,0,5263,668
740,1,0,5263,669
741,1,0,5263,670
742,1,0,5263,671
743,1,0,5263,672
744,1,0,5263,673
745,1,0,5263,674
746,1,0,5263,675
747,1,0,5263,676
748,1,0,5263,677
749,1,0,5280,678
750,1,0,5281,679
751,1,0,5281,680
752,1,0,5281,681
753,1,0,5346,682
754,1,0,5350,683
755,1,0,5349,684
756,5,0,5376,685
757,6,0,5377,685
758,7,0,5378,685
759,1,0,5384,686
760,1,0,5385,687
761,1,0,5387,688
762,1,0,5281,689
763,1,0,5281,690
764,1,0,5281,691
765,1,0,5281,692
766,1,0,5281,693
767,1,0,5281,694
768,1,0,5281,695
769,1,0,5281,696
770,1,0,5281,697
771,1,0,5281,698
772,1,0,0,699
773,1,0,0,700
774,1,0,5546,701
775,1,0,5547,702
776,1,0,5649,703
779,1,0,6018,706
780,1,0,6046,707
781,1,0,0,708
782,1,0,0,709
783,1,0,6404,710
784,1,0,2339,711
785,1,0,2338,712
786,1,0,4247,713
787,1,0,6441,714
788,1,0,6443,715
789,1,0,6489,716
790,1,0,6610,717
791,1,0,6611,718
792,1,0,3610,719
793,1,0,3610,720
794,1,0,7044,721
795,1,0,6761,722
796,5,0,6875,723
797,6,0,6876,723
798,7,0,6877,723
799,5,0,7136,724
800,6,0,7137,724
801,7,0,7138,724
802,5,0,7139,725
803,6,0,7140,725
804,7,0,7141,725
805,5,0,7142,726
806,6,0,7143,726
807,7,0,7144,726
808,5,0,7145,727
809,6,0,7146,727
810,7,0,7147,727
811,5,0,7310,728
812,6,0,7311,728
813,7,0,7312,728
814,5,0,7315,729
815,6,0,7316,729
816,7,0,7317,729
817,1,0,0,730
818,1,0,7889,731
819,1,0,3610,732
820,1,0,3610,733
823,1,0,0,736
824,1,0,0,737
825,1,0,8524,738
826,18,0,8291,739
827,1,0,8524,740
828,1,0,8524,741
829,1,0,8524,742
830,1,0,8524,743
831,1,0,8524,744
832,1,0,8524,745
833,1,0,8431,746
834,1,0,8414,747
835,1,0,8414,748
836,1,0,8416,749
837,1,0,8457,750
838,1,0,8545,751
839,1,0,8547,752
840,1,0,8548,753
841,1,0,8546,754
842,1,0,8485,755
843,1,0,13401,756
844,1,0,13401,757
845,1,0,13401,1042
846,1,0,13401,1041
847,1,0,13401,760
848,1,0,13401,761
849,1,0,13401,762
850,1,0,13401,763
851,1,0,8526,764
852,1,0,8527,765
853,1,0,13401,766
854,1,0,13401,767
855,1,0,13401,768
856,1,0,13401,769
857,1,0,8603,770
859,1,0,0,772
860,1,0,0,773
861,1,0,8946,774
862,5,0,9053,775
863,6,0,9054,775
864,7,0,9055,775
865,1,0,9277,776
866,5,0,9110,777
867,6,0,9111,777
868,7,0,9112,777
869,1,0,9199,778
870,1,0,9199,779
871,1,0,9274,780
872,1,0,9274,781
873,1,0,9290,782
874,1,0,9290,783
875,1,0,8946,784
876,1,0,8946,785
877,1,0,9317,786
878,1,0,9326,787
879,1,0,0,788
880,1,0,0,789
881,1,0,8524,790
882,1,0,9414,791
883,1,0,9414,792
884,1,0,9523,793
885,5,0,9601,794
886,6,0,9603,794
887,7,0,9605,794
888,5,0,9602,795
889,6,0,9604,795
890,7,0,9606,795
891,1,0,9326,796
892,1,0,9317,797
893,1,0,0,798
894,1,0,0,799
895,1,0,0,800
896,1,0,0,801
897,1,0,9663,802
898,1,0,9668,803
899,1,0,0,804
900,1,0,0,805
901,1,0,0,806
902,1,0,0,807
903,1,0,0,808
904,1,0,0,809
905,1,0,0,810
906,1,0,0,811
907,1,0,8946,812
908,1,0,8946,813
909,1,0,8946,814
910,1,0,8946,815
911,1,0,9317,816
912,1,0,9317,817
913,1,0,9317,818
914,1,0,9317,819
915,1,0,9317,820
916,1,0,9326,821
917,1,0,9326,822
918,1,0,9326,823
919,1,0,9326,824
920,1,0,9326,825
921,1,0,9716,826
922,1,0,9714,827
923,1,0,9713,828
924,1,0,9715,829
925,1,0,9717,830
926,1,0,9718,831
927,1,0,9719,832
928,1,0,9713,833
929,1,0,9713,834
930,1,0,9713,835
931,1,0,9713,836
932,1,0,9713,837
933,1,0,9713,838
934,1,0,9717,839
935,1,0,9717,840
936,1,0,9717,841
937,1,0,9719,842
938,1,0,9719,843
939,1,0,9719,844
940,1,0,9719,845
941,1,0,9719,846
942,1,0,9719,847
943,1,0,9717,848
944,1,0,9717,849
945,1,0,9717,850
946,1,0,9718,851
947,1,0,9718,852
948,1,0,9718,853
949,1,0,9718,854
950,1,0,9718,855
951,1,0,9718,856
952,1,0,9716,857
953,1,0,9716,858
954,1,0,9716,859
955,1,0,9716,860
956,1,0,9716,861
957,1,0,9716,862
958,1,0,9715,863
959,1,0,9715,864
960,1,0,9715,865
961,1,0,9715,866
962,1,0,9715,867
963,1,0,9715,868
964,1,0,9714,869
965,1,0,9714,870
966,1,0,9714,871
967,1,0,9714,872
968,1,0,9714,873
969,1,0,9714,874
970,1,0,9722,875
971,1,0,9724,876
972,1,0,9727,877
973,1,0,9785,878
974,1,0,9785,879
975,1,0,9785,880
976,1,0,9785,881
977,1,0,9785,882
978,1,0,9785,883
979,1,0,9785,884
980,1,0,8722,885
981,1,0,8722,886
982,1,0,9789,887
983,1,0,9788,888
984,1,0,9946,889
985,1,0,10018,890
986,1,0,10020,891
987,1,0,10133,892
988,1,0,10134,893
989,1,0,10135,894
990,5,0,10239,895
991,6,0,10240,895
992,7,0,10241,895
993,1,0,0,896
994,1,0,0,897
995,1,0,10287,898
996,1,0,10287,899
997,1,0,3610,900
998,1,0,3610,901
999,1,0,8524,902
1000,1,0,3610,903
1001,1,0,3610,904
1002,1,0,8524,905
1003,1,0,10649,906
1004,1,0,3816,907
1005,1,0,10719,908
1006,1,0,10784,909
1007,1,0,12104,910
1008,1,0,2889,911
1009,1,0,2889,912
1010,1,0,12781,913
1013,1,0,3610,916
1014,1,0,13401,917
1015,1,0,3610,918
1016,1,0,13401,919
1017,1,0,8524,920
1018,1,0,0,921
1019,1,0,0,922
1020,1,0,0,923
1021,1,0,0,924
1022,1,0,8524,925
1023,5,0,13195,926
1024,6,0,13196,926
1025,7,0,13197,926
1026,1,0,3610,927
1027,1,0,3610,928
1028,1,0,8524,929
1029,1,0,13401,930
1030,1,0,13401,931
1031,1,0,12951,932
1032,1,0,12951,933
1033,1,0,12951,934
1034,1,0,12951,935
1035,1,0,12951,936
1036,1,0,12951,937
1037,1,0,2339,938
1038,1,0,2338,939
1039,1,0,13475,940
1040,1,0,13475,941
1041,1,0,13581,942
1042,5,0,13594,943
1043,6,0,13595,943
1044,7,0,13596,943
1045,1,0,13582,944
1046,1,0,13608,945
1047,1,0,13609,946
1048,1,0,13610,947
1049,1,0,13611,948
1050,1,0,13692,949
1051,1,0,13736,950
1052,1,0,0,951
1053,1,0,13731,952
1054,1,0,13726,953
1055,1,0,13732,954
1056,1,0,13734,955
1057,1,0,13794,956
1058,1,0,13796,957
1059,1,0,13795,958
1062,1,0,13841,961
1063,1,0,13840,962
1064,1,0,13842,963
1065,1,0,0,964
1066,1,0,0,965
1067,1,0,0,966
1069,1,0,0,968
1070,1,0,0,969
1071,1,0,4247,970
1072,1,0,2889,971
1073,1,0,14700,972
1074,1,0,14699,973
1075,1,0,14701,974
1076,1,0,15064,975
1077,1,0,14698,976
1078,1,0,14702,977
1080,1,0,8892,982
1083,9,0,15595,988
1084,10,0,15593,988
1085,12,0,15595,988
1086,13,0,15545,988
1111,45,1,25803,995
1113,45,1,25993,996
1114,51,1,24943,996
1115,51,1,25806,997
1116,53,1,25840,1000
1117,53,1,25841,1001
1118,51,1,25841,998
1119,51,1,25841,999
1120,53,1,25840,1002
1121,53,1,25867,1003
1122,68,1,25867,1004
1123,17,1,25361,1005
1124,18,1,25362,1005
1126,51,1,25869,1010
1127,51,1,25876,1009
1128,76,1,25867,1005
1129,51,1,25881,1006
1130,51,1,25881,1008
1131,53,1,25884,1012
1132,53,1,25883,1013
1133,51,1,25883,1014
1134,51,1,25883,1015
1135,53,1,25887,1018
1136,53,1,25886,1019
1137,51,1,25886,1020
1138,81,1,25993,1022
1139,82,1,25992,1022
1140,81,1,25951,1023
1141,82,1,25950,1023
1142,82,1,25995,1024
1144,83,1,25826,996
1145,83,1,25829,997
1146,83,1,25884,1010
1147,83,1,25840,1009
1148,84,1,25886,1020
1149,17,1,25895,1028
1150,18,1,25896,1028
1151,76,1,25902,1028
1152,53,1,25897,1026
1153,68,1,25897,1027
1154,51,1,25907,1030
1155,45,1,25898,1030
1156,45,1,25903,1031
1157,51,1,25909,1031
1158,53,1,25867,1025
1159,17,0,14453,1032
1160,18,0,14442,1032
1161,76,1,25907,1032
1162,17,0,14453,1033
1163,18,0,14458,1033
1164,76,1,25909,1033
1165,45,1,25910,1034
1166,45,1,25911,1035
1167,17,0,14453,1036
1168,18,0,14645,1036
1169,76,1,25914,1036
1170,17,0,14453,1037
1171,18,0,14646,1037
1172,76,1,25915,1037
1178,17,1,25920,1039
1179,18,1,25921,1039
1180,76,1,25937,1039
1181,17,1,25935,1040
1182,18,1,25936,1040
1183,76,1,25806,1040
1184,53,1,25884,1016
1185,53,1,25939,1011
1186,53,1,25943,1017
1187,53,1,25887,1021
1189,45,1,25947,1043
1190,51,1,25948,1043
1191,83,1,25951,1043
1192,45,1,25945,1044
1193,51,1,25949,1044
1194,83,1,25951,1044
1195,17,0,14453,1045
1196,18,0,14647,1045
1197,76,1,25948,1045
1198,17,0,14453,1046
1199,18,0,14648,1046
1200,76,1,25949,1046
1201,45,1,26538,1047
1244,45,1,26536,1125
1245,45,1,26540,1126
1246,45,1,25951,997
1247,45,1,25998,1127
1248,45,1,26497,1128
1249,17,1,26002,1132
1250,18,1,26003,1132
1251,76,1,26004,1132
1254,53,1,25867,1129
1255,51,1,26006,1134
1256,51,1,26007,1135
1257,53,1,26008,1130
1258,68,1,26008,1131
1259,53,1,25993,1136
1260,17,1,26012,1137
1261,18,1,26013,1137
1262,76,1,26014,1137
1263,53,1,26310,1138
1264,68,1,26310,1139
1265,51,1,26527,1141
1266,51,1,25915,1035
1267,83,1,25993,1035
1268,51,1,25914,1034
1269,83,1,25993,1034
1270,1,0,3610,1142
1271,1,0,3610,1143
1272,1,0,8524,1144
1273,1,0,3610,1145
1274,1,0,3610,1146
1275,1,0,8524,1147
1276,53,1,26445,1148
1277,53,1,26446,1149
1278,53,1,26448,1150
1279,53,1,26447,1151
1280,51,1,26447,1152
1281,84,1,26447,1152
1282,53,1,26448,1153
1283,53,1,26450,1154
1284,51,1,26449,1155
1285,51,1,26449,1156
1286,53,1,26449,1157
1287,53,1,26450,1158
1288,53,1,26457,1159
1289,53,1,26458,1160
1290,51,1,26458,1161
1291,51,1,26458,1162
1292,53,1,26457,1163
1293,45,1,26459,1164
1294,45,1,26537,1165
1295,81,1,26464,1166
1296,82,1,26460,1166
1297,51,1,26418,1167
1298,83,1,26462,1167
1299,45,1,26464,1167
1300,45,1,26539,1168
1301,17,1,26472,1169
1302,18,1,26473,1169
1303,76,1,26461,1169
1304,81,1,26467,1170
1305,82,1,26463,1170
1306,51,1,26465,1171
1307,83,1,26466,1171
1308,45,1,26467,1171
1309,45,1,26541,1172
1310,17,1,26478,1173
1311,18,1,26479,1173
1312,76,1,26465,1173
1313,82,1,26468,1174
1314,17,1,26482,1175
1315,18,1,26483,1175
1316,76,1,26484,1175
1317,53,1,26484,1176
1318,68,1,26484,1177
1319,51,1,26485,1179
1320,51,1,26485,1180
1321,51,1,26487,1181
1322,83,1,26457,1181
1323,51,1,26486,1182
1324,83,1,26450,1182
1325,17,1,26491,1183
1326,18,1,26492,1183
1327,76,1,27246,1183
1328,53,1,26484,1184
1329,53,1,26494,1185
1330,68,1,26494,1186
1331,51,1,26500,1188
1332,45,1,26498,1188
1333,17,0,15355,1189
1334,18,0,15347,1189
1335,76,1,26500,1189
1336,45,1,26506,1190
1337,51,1,26507,1190
1338,17,0,15355,1191
1339,18,0,15346,1191
1340,76,1,26507,1191
1341,45,1,26501,1192
1342,51,1,26502,1192
1343,83,1,26464,1192
1344,17,0,15355,1193
1345,18,0,15407,1193
1346,76,1,26502,1193
1347,45,1,26508,1194
1348,51,1,26509,1194
1349,83,1,26464,1194
1350,17,0,15355,1195
1351,18,0,15366,1195
1352,76,1,26509,1195
1353,51,1,26504,1196
1354,45,1,26503,1196
1355,83,1,26467,1196
1356,17,0,15355,1197
1357,18,0,15406,1197
1358,76,1,26504,1197
1359,45,1,26510,1198
1360,51,1,26511,1198
1361,83,1,26467,1198
1362,17,0,15355,1199
1363,18,0,15365,1199
1364,76,1,26511,1199
1365,45,1,26505,1200
1366,45,1,26512,1201
1367,53,1,26484,1202
1368,17,1,26519,1203
1369,18,1,26520,1203
1370,76,1,26523,1203
1371,53,1,26521,1204
1372,68,1,26521,1205
1373,51,1,26524,1207
1374,51,1,26525,1208
1375,53,1,26464,1209
1376,17,1,26533,1210
1377,18,1,26534,1210
1378,76,1,26530,1210
1379,53,1,26528,1211
1380,68,1,26528,1212
1381,51,1,26529,1214
1385,203,1,26554,1218
1392,18,1,25362,1224
1393,17,1,25361,1224
1394,18,1,26483,1225
1395,17,1,26482,1225
1404,18,1,25896,1234
1405,17,1,25895,1234
1406,18,1,26492,1235
1407,17,1,26491,1235
1416,18,1,26003,1244
1417,17,1,26002,1244
1418,18,1,26520,1245
1419,17,1,26519,1245
1420,203,1,26556,1246
1421,203,1,26557,1247
1430,18,1,25921,1256
1431,17,1,25920,1256
1432,18,1,26473,1257
1433,17,1,26472,1257
1442,18,1,25936,1266
1443,17,1,25935,1266
1444,18,1,26479,1267
1445,17,1,26478,1267
1454,18,1,26013,1276
1455,17,1,26012,1276
1456,18,1,26534,1277
1457,17,1,26533,1277
1458,18,0,14442,1278
1459,17,0,14453,1278
1460,18,0,14645,1279
1461,17,0,14453,1279
1462,18,0,14647,1280
1463,17,0,14453,1280
1464,18,0,14458,1281
1465,17,0,14453,1281
1466,18,0,14646,1282
1467,17,0,14453,1282
1468,18,0,14648,1283
1469,17,0,14453,1283
1470,18,0,15347,1284
1471,17,0,15355,1284
1472,18,0,15407,1285
1473,17,0,15355,1285
1474,18,0,15406,1286
1475,17,0,15355,1286
1476,18,0,15346,1287
1477,17,0,15355,1287
1478,18,0,15366,1288
1479,17,0,15355,1288
1480,18,0,15365,1289
1481,17,0,15355,1289
1482,203,1,26791,1290
1483,203,1,26792,1291
1484,203,1,26793,1292
1485,203,1,26794,1293
1486,203,1,26795,1294
1487,203,1,26796,1295
1488,203,1,26797,1296
1489,203,1,26798,1297
1490,203,1,26799,1298
1491,203,1,26800,1299
1492,203,1,26801,1300
1493,203,1,26802,1301
1494,203,1,26803,1302
1495,203,1,26804,1303
1496,203,1,26805,1304
1497,203,1,26806,1305
1498,203,1,26807,1306
1499,203,1,26808,1307
1500,203,1,26809,1308
1501,18,4,11,1309
1503,18,4,116,1311
1506,18,5,11,1313
1508,18,5,116,1315
1510,18,4,116,1317
1511,18,4,11,1319
1512,17,6,11,1313
1513,17,6,116,1315
1518,18,1,27026,1326
1519,17,1,27027,1326
1520,76,0,8313,739
1521,53,1,26944,1330
1522,53,1,26941,1331
1531,76,8,170964,1333
1532,18,10,170964,1333
1533,17,11,170964,1333
1536,45,1,27186,1335
1537,45,1,27187,1336
1538,51,1,27191,1337
1539,83,1,27192,1337
1540,45,1,27193,1337
1541,45,1,27196,1338
1542,17,1,27195,1339
1543,18,1,27194,1339
1544,76,1,27197,1339
1545,81,1,27193,1340
1546,82,1,27198,1340
1547,81,1,27199,1341
1548,82,1,27200,1341
1549,51,1,27205,1342
1550,83,1,27204,1342
1551,45,1,27199,1342
1552,45,1,27208,1343
1553,17,1,27207,1344
1554,18,1,27206,1344
1555,76,1,27205,1344
1556,82,1,27216,1345
1557,17,1,27217,1346
1558,18,1,27218,1346
1559,76,1,27219,1346
1561,51,1,27219,1335
1562,83,1,27221,1335
1563,18,1,27218,1349
1564,17,1,27217,1349
1565,53,1,26947,1350
1566,17,1,27227,1351
1567,18,1,27228,1351
1568,76,1,27229,1351
1569,53,1,27229,1352
1570,68,1,27229,1353
1571,51,1,27232,1355
1572,51,1,27232,1356
1573,51,1,27233,1357
1574,83,1,27234,1357
1575,51,1,27236,1358
1576,83,1,27237,1358
1587,53,1,27229,1362
1588,17,1,27240,1363
1589,18,1,27241,1363
1590,76,1,27246,1363
1591,53,1,26946,1364
1592,51,1,26945,1365
1593,53,1,26954,1367
1594,53,1,27242,1368
1595,68,1,27242,1369
1596,18,1,27249,1372
1597,17,1,27248,1372
1598,53,1,27229,1373
1599,53,1,27250,1374
1600,18,1,27249,1375
1601,76,1,27267,1375
1602,17,1,27248,1375
1603,68,1,27250,1376
1604,51,1,27268,1378
1606,51,1,27270,1380
1607,51,1,27271,1381
1608,51,1,27272,1382
1609,18,1,27241,1384
1610,17,1,27240,1384
1618,51,1,27274,1388
1619,45,1,26498,1388
1620,17,0,15355,1389
1621,18,0,15347,1389
1622,76,1,27274,1389
1623,18,0,15347,1390
1624,17,0,15355,1390
1625,51,1,27275,1391
1626,45,1,26506,1391
1627,17,0,15355,1392
1628,18,0,15346,1392
1629,76,1,27275,1392
1630,18,0,15346,1393
1631,17,0,15355,1393
1632,45,1,26501,1394
1633,51,1,27276,1394
1634,83,1,27193,1394
1635,17,0,15355,1395
1636,18,0,15407,1395
1637,76,1,27276,1395
1638,45,1,26508,1396
1639,51,1,27277,1396
1640,83,1,27193,1396
1641,17,0,15355,1397
1642,18,0,15366,1397
1643,76,1,27277,1397
1644,18,1,27194,1399
1645,17,1,27195,1399
1646,18,0,15407,1400
1647,17,0,15355,1400
1648,18,0,15366,1401
1649,17,0,15355,1401
1650,45,1,26503,1402
1651,51,1,27278,1402
1652,83,1,27199,1402
1653,17,0,15355,1403
1654,18,0,15406,1403
1655,76,1,27278,1403
1656,18,0,15406,1404
1657,17,0,15355,1404
1658,45,1,26510,1405
1659,51,1,27279,1405
1660,83,1,27199,1405
1661,17,0,15355,1406
1662,18,0,15365,1406
1663,76,1,27279,1406
1664,18,0,15365,1407
1665,17,0,15355,1407
1666,53,1,27193,1408
1667,17,1,27280,1409
1668,18,1,27281,1409
1669,76,1,27287,1409
1670,53,1,27282,1410
1671,68,1,27282,1411
1672,18,1,27281,1414
1673,17,1,27280,1414
1674,51,1,27283,1415
1675,53,1,27234,1416
1676,53,1,26952,1417
1677,51,1,26952,1418
1678,53,1,27234,1419
1679,53,1,27237,1420
1680,53,1,26958,1421
1681,51,1,26958,1422
1682,18,1,27206,1424
1683,17,1,27207,1424
1684,76,1,28384,1425
1685,18,1,28379,1425
1686,17,1,28385,1425
1688,76,17,51179,1427
1689,18,18,51179,1427
1692,53,0,16643,1428
1694,17,6,117,1430
1695,18,5,117,1430
1696,18,4,117,1432
1697,18,4,118,1434
1698,17,6,118,1436
1699,18,5,118,1436
1700,18,4,118,1438
1701,18,4,117,1440
1702,18,21,53435,1494
1703,18,19,53435,1494
1705,53,1,26948,1495
1706,53,1,27799,1496
1707,53,1,26951,1497
1708,53,1,27799,1498
1709,51,1,27232,1505
1710,51,1,27232,1506
1711,51,1,27836,1507
1712,83,1,27799,1507
1713,51,1,27837,1508
1714,83,1,27840,1508
1715,53,1,27229,1510
1716,18,0,14442,1511
1717,17,0,14453,1511
1718,18,0,14458,1512
1719,17,0,14453,1512
1720,51,1,27805,1513
1721,45,1,25898,1513
1722,17,0,14453,1514
1723,18,0,14442,1514
1724,76,1,27805,1514
1725,51,1,27808,1515
1726,45,1,25903,1515
1727,17,0,14453,1516
1728,18,0,14458,1516
1729,76,1,27808,1516
1730,45,1,25910,1517
1731,51,1,27806,1517
1732,83,1,27193,1517
1733,17,0,14453,1518
1734,18,0,14645,1518
1735,76,1,27806,1518
1736,45,1,25911,1519
1737,51,1,27809,1519
1738,83,1,27193,1519
1739,17,0,14453,1520
1740,18,0,14646,1520
1741,76,1,27809,1520
1742,18,0,14645,1521
1743,17,0,14453,1521
1744,18,0,14646,1522
1745,17,0,14453,1522
1746,45,1,25947,1523
1747,51,1,27807,1523
1748,83,1,27199,1523
1749,17,0,14453,1524
1750,18,0,14647,1524
1751,76,1,27807,1524
1752,18,0,14647,1525
1753,17,0,14453,1525
1754,45,1,25945,1526
1755,51,1,27810,1526
1756,83,1,27199,1526
1757,17,0,14453,1527
1758,18,0,14648,1527
1759,76,1,27810,1527
1760,18,0,14648,1528
1761,17,0,14453,1528
1762,45,1,26505,1529
1763,45,1,25998,1530
1764,45,1,26512,1531
1765,45,1,26497,1532
1766,53,1,27193,1533
1767,51,1,27283,1534
1768,45,1,27186,1536
1769,51,1,27219,1536
1770,83,1,27221,1536
1771,45,1,27187,1537
1777,51,1,27191,1540
1778,83,1,27192,1540
1779,45,1,27193,1540
1780,45,1,27196,1541
1784,81,1,27199,1543
1785,82,1,27200,1543
1786,51,1,27205,1544
1787,83,1,27204,1544
1788,45,1,27199,1544
1789,45,1,27208,1545
1790,82,1,27216,1546
1791,53,1,27229,1550
1792,51,1,27270,1564
1793,51,1,27271,1565
1794,51,1,27272,1566
1802,1,0,16999,1570
1803,53,24,26799,1573
1804,51,1,26951,1574
1805,53,1,27840,1575
1806,53,1,26957,1576
1807,51,1,26957,1577
1808,1,0,16994,1584
1811,53,1,27237,1588
1812,53,1,27840,1589
1813,1,8,289458,1591
1814,1,8,289458,1592
1817,18,0,17097,1594
1818,17,0,17098,1594
1820,203,1,28174,1596
1821,203,1,28175,1597
1822,203,1,28176,1598
1823,203,1,28177,1599
1824,203,1,28178,1600
1825,203,1,28179,1601
1826,18,1,28193,1602
1827,17,1,28194,1602
1828,18,1,28211,1605
1829,17,1,28212,1605
1830,18,1,28480,1606
1831,17,1,28486,1606
1832,190,0,17138,7
1835,18,26,2375,1608
1836,17,28,2375,1608
1837,16,27,2375,1608
1841,76,32,2375,1608
1842,53,32,2375,1610
1843,1,0,17177,1612
1844,76,32,2375,1613
1845,16,27,2375,1613
1846,18,26,2375,1613
1847,17,28,2375,1613
1851,18,19,390017,1615
1852,17,20,390017,1615
1853,18,1,28268,1616
1854,17,1,28270,1616
1861,76,1,29702,1621
1862,16,27,2389,1621
1863,18,26,2389,1621
1864,17,28,2389,1621
1865,76,1,29703,1622
1866,16,27,2388,1622
1867,18,26,2388,1622
1868,17,28,2388,1622
1869,76,32,2390,1623
1870,16,27,2390,1623
1871,18,26,2390,1623
1872,17,28,2390,1623
1874,16,27,2389,1625
1875,18,26,2389,1625
1876,17,28,2389,1625
1877,76,8,230872,1626
1878,18,10,230872,1626
1879,17,11,230872,1626
1880,76,8,230885,1627
1881,18,10,230885,1627
1882,17,11,230885,1627
1883,76,8,230886,1628
1884,18,10,230886,1628
1885,17,11,230886,1628
1886,76,8,230887,1629
1887,18,10,230887,1629
1888,17,11,230887,1629
1889,76,8,293510,1632
1890,18,10,293510,1632
1891,17,11,293510,1632
1899,13,0,1582,2
1900,10,0,1581,2
1901,12,0,17303,2
1902,9,0,17303,2
1908,220,1,28976,1640
1909,230,1,28422,1640
1910,18,1,28429,1642
1911,17,1,28212,1642
1913,1,0,17321,1644
1914,228,0,18725,2339
1915,230,0,18730,2339
1916,226,0,18726,2339
1917,232,0,18729,2339
1918,224,0,18724,2339
1919,234,0,18733,2339
1920,222,0,18727,2339
1921,236,0,18732,2339
1922,220,0,18728,2339
1923,238,0,18731,2339
