ID,Name,Script,LastEditUser,Field_9_0_1_33978_004,Arguments
67515,Candlemancer - All - Core - Shifting Sands - Area Trigger Movement,"function candlemancer_all_core_shifting_sands_area_trigger_movement(elapsedMs, x, y, z, roll, pitch, yaw)
	return 0, 0, -5, 0, 0, 0

end",Graham Berger,0,46
67699,CharlesTest - Orbit Trigger,"function charles_test_orbit_trigger(elapsedMs, x, y, z, roll, pitch, yaw)
	print(x .. "" "" .. y .. "" "" .. z .. "" "" .. roll .. "" "" .. pitch .. "" "" .. yaw)
	return 0, 0, 0, 0, 0, 0
end


",Jared Gillis,0,46
69134,9.1 Raid - Torghast - Ner'zhul - Achievement Hoop - SWINGS,"function Raid_Torghast_Nerzhul_AchievementHoop_Swings_MoveScript(elapsedMs, x, y, z, roll, pitch, yaw)
	------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--
	
		
local function remap(value, min1, max1, min2, max2)
	if ((value == nil) or (min1 == nil) or (max1 == nil) or (min2 == nil) or (max2 == nil)) then return nil; end
	return min2 + (value - min1) * (max2 - min2) / (max1 - min1)
end
	
	local DebugSwitch=nil
	
	local MaxSwing=40*math.pi/180
	local DesiredPeriod=12000
	local _,CurrentTime=math.modf(elapsedMs/DesiredPeriod)
	local DesiredPitch
	local RadiusOfPendulum=31
	local BaseFacing=yaw
	
	if CurrentTime<.5 then
		DesiredPitch=remap(CurrentTime,0,0.5,-math.pi/2,math.pi/2)
	else
		DesiredPitch=remap(CurrentTime,.5,1.0,math.pi/2,-math.pi/2)
	end
	local SinedPitch=math.sin(DesiredPitch)*MaxSwing
	if DebugSwitch then
		--Broadcast(""[69134] CurrentTime: ""..CurrentTime)
		--Broadcast(""[69134] DesiredPitch: ""..DesiredPitch)
		--Broadcast(""[69134] SinedPitch: ""..SinedPitch)
	end
	
	
	local New_X=RadiusOfPendulum*math.sin(SinedPitch)*math.cos(BaseFacing)
	local New_Y=RadiusOfPendulum*math.sin(SinedPitch)*math.sin(BaseFacing)
	local New_Z=RadiusOfPendulum*math.cos(SinedPitch)*math.sin(BaseFacing)
	
	
	return -New_X,-New_Y,New_Z,0,0,0
end


",Jared Gillis,0,46
69146,9.1 Raid - Torghast - Ner'zhul - Achievement Hoop - Pendulum Visual,"function Raid_Torghast_Nerzhul_AchievementHoop_PendulumVisual_MoveScript(elapsedMs, x, y, z, roll, pitch, yaw)
	------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--
	
local function remap(value, min1, max1, min2, max2)
	if ((value == nil) or (min1 == nil) or (max1 == nil) or (min2 == nil) or (max2 == nil)) then return nil; end
	return min2 + (value - min1) * (max2 - min2) / (max1 - min1)
end
	
	local DebugSwitch=nil
	local MaxSwing=40*math.pi/180
	local DesiredPeriod=12000
	local _,CurrentTime=math.modf(elapsedMs/DesiredPeriod)
	local DesiredPitch
	
	if CurrentTime<.5 then
		DesiredPitch=remap(CurrentTime,0,0.5,math.pi/2,-math.pi/2)
	else
		DesiredPitch=remap(CurrentTime,.5,1.0,-math.pi/2,math.pi/2)
	end
	local SinedPitch=math.sin(DesiredPitch)*MaxSwing
	if DebugSwitch then
		--Broadcast(""[69134] CurrentTime: ""..CurrentTime)
		--Broadcast(""[69134] DesiredPitch: ""..DesiredPitch)
		--Broadcast(""[69134] SinedPitch: ""..SinedPitch)
	end
	return 0,0,0,0,-SinedPitch,0
end


",Jared Gillis,0,46
69306,9.1 Broker City - Star Relic Prop Movement,"function BrokerCity_StarRelicProp_Movement(elapsedMs, x, y, z, roll, pitch, yaw)
	------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--

	--prints(elapsedMs, x, y, z, roll, pitch, yaw)

	-- Constants
	local totalTime = 10000 -- in milliseconds
	
	local startingZOffset = .1
	local totalMoveHeight = 1
	local xOffset = 0
	local yOffset = 0
	local zOffset = 0

	local time = elapsedMs % (totalTime)
	local timePercent = time/totalTime * 6.283
	
	zOffset = startingZOffset + totalMoveHeight + (totalMoveHeight * math.cos(timePercent))
	
	--print(time,"" "",timePercent,"" "",z, "" "", zOffset)
	
	return xOffset, yOffset, zOffset, 0, 0, 0
end


",Ronald Leask,0,46
69308,9.1 Toy - Top Movement,"function toy_top_trigger(elapsedMs, x, y, z, roll, pitch, yaw)
	------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--	
	
	
	print(x .. "" "" .. y .. "" "" .. z .. "" "" .. roll .. "" "" .. pitch .. "" "" .. yaw)
	return 0, 0, 0, 0, 0, 0
end


",Jared Gillis,0,46
69960,9.2 Raid - Progenitor - Terrestrial Keeper - Cube FX 0 Area Trigger - Move Script Z Rotate,"function rotate_z_axis(elapsedMs, x, y, z, roll, pitch, yaw)
------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--

	--prints(elapsedMs, x, y, z, roll, pitch, yaw)

	-- Constants
	local totalTime = 10000 -- in milliseconds
	
	local startingZOffset = .1
	local totalMoveHeight = 1
	local xOffset = 0
	local yOffset = 0
	local zOffset = 0
	
	
	local time = elapsedMs % (totalTime)
	local timePercent = time/totalTime * 6.283
	
	local zRotate = .001*time
	local yRotate = .002*time
	local startingZRotate = 0
	
	--zOffset = startingZOffset + totalMoveHeight + (totalMoveHeight * math.cos(timePercent))
	
	--print(time,"" "",timePercent,"" "",z, "" "", zOffset)
	
	return xOffset, yOffset, zOffset, zRotate, yRotate, 0
end
",Ronald Leask,0,46
70219,9.2 Raid - Progenitor - Terrestrial Keeper - Orb Movement,"function TerrestrialKeeper_OrbMovement(elapsedMs, x, y, z, roll, pitch, yaw)
	------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--

	--prints(elapsedMs, x, y, z, roll, pitch, yaw)

	-- Constants
	local totalTime = 10000 -- in milliseconds
	
	local startingZOffset = .1
	local totalMoveHeight = 1
	local xOffset = 0
	local yOffset = 0
	local zOffset = 0

	local time = elapsedMs % (totalTime)
	local timePercent = time/totalTime * 6.283
	
	zOffset = startingZOffset + totalMoveHeight + (totalMoveHeight * math.cos(timePercent))
	
	--print(time,"" "",timePercent,"" "",z, "" "", zOffset)
	
	return xOffset, yOffset, zOffset, 0, 0, 0
end


",Ronald Leask,0,46
71005,9.2 Raid - Progenitor - Terrestrial Keeper - Mines 0 Precast,"function terrestrial_keeper_mines_move_script(elapsedMs, x, y, z, roll, pitch, yaw)
	------------------------------------
	-- Area Trigger Movement Script:  --
	------------------------------------
	-- Inputs: 
	--    elapsedMs: the amount of milliseconds since the 'm_creationTime' of this AreaTrigger
	--
	-- Output:
	--    x - x offset from the m_center of AreaTrigger
	--    y - y offset from the m_center of AreaTrigger
	--    z - z offset from the m_center of AreaTrigger
	--    roll - rotation around z axis
	--    pitch - rotation around y axis
	--    yaw - rotation around x axis - also known as 'facing'
	--
	--    return values in this specific order.  If you don't want to change a specific value, return 0
	--    example: if you want to adjust only 'pitch' you need to 'return 0,0,0,0,pitch'.
	--
	--

	--prints(elapsedMs, x, y, z, roll, pitch, yaw)

	-- Constants
	local totalTime = 1900 -- in milliseconds
	
	local startingZOffset = -1
	local totalMoveHeight = 3
	local xOffset = 0
	local yOffset = 0
	local zOffset = 0

	local time = elapsedMs % (totalTime)
	local timePercent = time/totalTime * 6.283
	
	zOffset = startingZOffset + (totalMoveHeight * timePercent)
	
	
	--print(time,"" "",timePercent,"" "",z, "" "", zOffset)
	
	return xOffset, yOffset, zOffset, 0, 0, 0
end


",Ronald Leask,0,46
76017,(BAD) 10.0 Primalist - Wind Elemental - Add's Raging Tempest - Spawn Spiral Area Triggers,"function Raid_Primalist_WindElemental_AddRagingTempest_SpawnSpiralAreaTriggers_MoveScript(elapsedMs, x, y, z, roll, pitch, yaw)
	local function GenerateSmoothSpiralModded(direction,growth,points,pointsPerCircle)
		local output = {{0,0,0},}
		local rotation = Random(0,360)

		for i=0,points do
			rotation = rotation+(360/pointsPerCircle)
			if rotation>=360 then rotation=rotation-360 end
			local OffsetVector = GetSavedC3Vector({i*growth,0,0})
			OffsetVector = C3Vector_2DRotate(OffsetVector,math.rad(math.floor(rotation))*direction)
			table.insert(output,SaveC3Vector(OffsetVector))
		end
		return output
	end
	
	local vortexDirection = (Random(1,2)*2)-3	-- Gets 1 or -1
	local vortexGrowth = Random(15,25) / 100		-- Gets a decimal
	local vortexPoints = Random(15,25)
	local vortexPointsPerCircle = Random(10,15)

	for k,v in pairs(GenerateSmoothSpiralModded(vortexDirection,vortexGrowth,vortexPoints,vortexPointsPerCircle)) do
		pathContainer:add(C3Vector_add(GetSavedC3Vector(v),position))
	end


end


",Matt Nemiah,0,46
77239,Trampling Hooves Dummy Animation Trigger,"function moveForward(elapsedMs, x, y, z, roll, pitch, yaw)



end


",Alan Castle,0,46
78414,Druid - Syzygy - Path To Dest,"function syzygy_path_to(elapsedMs, x, y, z, roll, pitch, yaw)

	return caster.syzygyEnd

end


",Alex Ringe,0,46
