MapOffset[0],MapOffset[1],ID,GarrBuildingID,GarrSiteLevelPlotInstID,UiTextureAtlasMemberID
0,0,452,60,3260,4157
0,0,453,117,2251,4158
0,0,454,117,2258,4158
0,0,455,117,2259,4157
0,0,456,117,2260,4159
0,0,457,117,3259,4158
0,0,458,117,3260,4157
0,0,459,118,2251,4158
0,0,460,118,2258,4158
0,0,461,118,2259,4157
0,0,462,118,2260,4159
0,0,463,118,3259,4158
0,0,464,118,3260,4157
0,0,465,93,2251,4158
0,0,466,93,2258,4158
0,0,467,93,2259,4157
0,0,468,93,2260,4159
0,0,469,93,3259,4158
0,0,470,93,3260,4157
0,0,471,125,2251,4158
0,0,472,125,2258,4158
0,0,473,125,2259,4157
0,0,474,125,2260,4159
0,0,475,125,3259,4158
0,0,476,125,3260,4157
0,0,477,126,2251,4158
0,0,478,126,2258,4158
0,0,479,126,2259,4157
0,0,480,126,2260,4159
0,0,481,126,3259,4158
0,0,482,126,3260,4157
0,0,483,91,2251,4158
0,0,484,91,2258,4158
0,0,485,91,2259,4157
0,0,486,91,2260,4159
0,0,487,91,3259,4158
0,0,488,91,3260,4157
0,0,489,123,2251,4158
0,0,490,123,2258,4158
0,0,491,123,2259,4157
0,0,492,123,2260,4159
0,0,493,123,3259,4158
0,0,494,123,3260,4157
0,0,495,124,2251,4158
0,0,496,124,2258,4158
0,0,497,124,2259,4157
0,0,498,124,2260,4159
0,0,499,124,3259,4158
0,0,500,124,3260,4157
0,0,501,64,2267,4149
0,0,502,64,3265,4149
0,0,503,134,2267,4149
0,0,504,134,3265,4149
0,0,505,135,2267,4149
0,0,506,135,3265,4149
0,0,507,29,2266,4148
0,0,508,29,3264,4148
0,0,509,136,2266,4148
0,0,510,136,3264,4148
0,0,511,137,2266,4148
0,0,512,137,3264,4148
0,0,513,34,2261,4151
0,0,514,34,2264,4150
0,0,515,34,3261,4151
0,0,516,35,2261,4175
0,0,517,35,2264,4174
0,0,518,35,3261,4175
0,0,519,36,2261,4195
0,0,520,36,2264,4194
0,0,521,36,3261,4195
0,0,522,95,2251,4158
0,0,523,95,2258,4158
0,0,524,95,2259,4157
0,0,525,95,2260,4159
0,0,526,129,2251,4158
0,0,527,129,2258,4158
0,0,528,129,2259,4157
0,0,529,129,2260,4159
0,0,530,129,3259,4158
0,0,531,129,3260,4157
0,0,532,130,2251,4158
0,0,533,130,2258,4158
0,0,534,130,2259,4157
0,0,535,130,2260,4159
0,0,536,130,3259,4158
0,0,537,130,3260,4157
0,0,538,96,2251,4158
0,0,539,96,2258,4158
0,0,540,96,2259,4157
0,0,541,96,2260,4159
0,0,542,96,3259,4158
0,0,543,96,3260,4157
0,0,544,131,2251,4158
0,0,545,131,2258,4158
0,0,546,131,2259,4157
0,0,547,131,2260,4159
0,0,548,131,3259,4158
0,0,549,131,3260,4157
0,0,550,132,2251,4158
0,0,551,132,2258,4158
0,0,552,132,2259,4157
0,0,553,132,2260,4159
0,0,554,132,3259,4158
0,0,555,132,3260,4157
0,0,556,90,2251,4158
0,0,557,90,2258,4158
0,0,558,90,2259,4157
0,0,559,90,2260,4159
0,0,560,90,3259,4158
0,0,561,90,3260,4157
0,0,562,121,2251,4158
0,0,563,121,2258,4158
0,0,564,121,2259,4157
0,0,565,121,2260,4159
0,0,566,121,3259,4158
0,0,567,121,3260,4157
0,0,568,122,2251,4158
0,0,569,122,2258,4158
0,0,570,122,2259,4157
0,0,571,122,2260,4159
0,0,572,122,3259,4158
0,0,573,122,3260,4157
0,0,574,40,2261,4153
0,0,575,40,2264,4152
0,0,576,40,3261,4153
0,0,577,41,2261,4177
0,0,578,41,2264,4176
0,0,579,41,3261,4177
0,0,580,138,2261,4197
0,0,581,138,2264,4196
0,0,582,138,3261,4197
0,0,583,37,2254,4155
0,0,584,37,2262,4155
0,0,585,37,2263,4154
0,0,586,37,3262,4155
0,0,587,38,2254,4179
0,0,588,38,2262,4179
0,0,589,38,2263,4178
0,0,590,38,3262,4179
0,0,591,39,2254,4199
0,0,592,39,2262,4199
0,0,593,39,2263,4198
0,0,594,39,3262,4199
0,0,601,52,2251,4158
0,0,602,52,2258,4158
0,0,603,52,2259,4157
0,0,604,52,2260,4159
0,0,605,52,3259,4158
0,0,606,52,3260,4157
0,0,607,140,2251,4158
0,0,608,140,2258,4158
0,0,609,140,2259,4157
0,0,610,140,2260,4159
0,0,611,140,3259,4158
0,0,612,140,3260,4157
0,0,613,141,2251,4158
0,0,614,141,2258,4158
0,0,615,141,2259,4157
0,0,616,141,2260,4159
0,0,617,141,3259,4158
0,0,618,141,3260,4157
0,0,619,159,2261,4141
0,0,620,159,2264,4140
0,0,621,159,3261,4141
0,0,622,160,2261,4167
0,0,623,160,2264,4166
0,0,624,160,3261,4167
0,0,625,161,2261,4187
0,0,626,161,2264,4186
0,0,627,161,3261,4187
0,0,628,65,2254,4161
0,0,629,65,2262,4161
0,0,630,65,2263,4160
0,0,631,65,3262,4161
0,0,632,66,2254,4181
0,0,633,66,2262,4181
0,0,634,66,2263,4180
0,0,635,66,3262,4181
0,0,636,67,2254,4201
0,0,637,67,2262,4201
0,0,638,67,2263,4200
0,0,639,67,3262,4201
0,0,640,51,2251,4158
0,0,641,51,2258,4158
0,0,642,51,2259,4157
0,0,643,51,2260,4159
0,0,644,51,3259,4158
0,0,645,51,3260,4157
0,0,646,142,2251,4158
0,0,647,142,2258,4158
0,0,648,142,2259,4157
0,0,649,142,2260,4159
0,0,650,142,3259,4158
0,0,651,142,3260,4157
0,0,652,143,2251,4158
0,0,653,143,2258,4158
0,0,654,143,2259,4157
0,0,655,143,2260,4159
0,0,656,143,3259,4158
0,0,657,143,3260,4157
0,0,658,94,2251,4158
0,0,659,94,2258,4158
0,0,660,94,2259,4157
0,0,661,94,2260,4159
0,0,662,94,3259,4158
0,0,663,94,3260,4157
0,0,664,127,2251,4158
0,0,665,127,2258,4158
0,0,666,127,2259,4157
0,0,667,127,2260,4159
0,0,668,127,3259,4158
0,0,669,127,3260,4157
0,0,670,128,2251,4158
0,0,671,128,2258,4158
0,0,672,128,2259,4157
0,0,673,128,2260,4159
0,0,674,128,3259,4158
0,0,675,128,3260,4157
0,0,676,111,2261,4163
0,0,677,111,2264,4162
0,0,678,111,3261,4163
0,0,679,144,2261,4183
0,0,680,144,2264,4182
0,0,681,144,3261,4183
0,0,682,145,2261,4203
0,0,683,145,2264,4202
0,0,684,145,3261,4203
0,0,685,162,2254,4165
0,0,686,162,2262,4165
0,0,687,162,2263,4164
0,0,688,162,3262,4165
0,0,689,163,2254,4185
0,0,690,163,2262,4185
0,0,691,163,2263,4184
0,0,692,163,3262,4185
0,0,693,164,2254,4205
0,0,694,164,2262,4205
0,0,695,164,2263,4204
0,0,696,164,3262,4205
0,0,697,42,3196,4157
0,0,698,42,3313,3925
0,0,699,167,3196,4157
0,0,700,168,3196,4157
0,0,701,168,3313,3925
0,0,702,167,3313,3925
0,0,705,64,3325,3929
0,0,706,134,3325,3929
0,0,707,135,3325,3929
0,0,708,95,3259,4158
0,0,709,95,3260,4157
