ID,Pos[0],Pos[1],Pos[2],Rot[0],Rot[1],Rot[2],MapID
189752,5834.78,553.96,649.553,0,0,0,571
189753,5834.78,553.96,620.553,0,0,0,571
189754,5899.41,668.11,620.54,0,0,0,571
189755,5899.41,668.11,676.54,0,0,0,571
189756,5941.06,714.99,661.17,0,0,0,571
189757,5941.06,714.99,620.17,0,0,0,571
189758,5864.97,751.17,620.59,0,0,0,571
189759,5864.97,751.17,669.59,0,0,0,571
189760,5835.75,720.71,669.59,0,0,0,571
189761,5835.75,720.71,620.59,0,0,0,571
189762,5636.45,398.96,630,0,0,0,571
189763,5947.95,827.4,630,0,0,0,571
189764,5924.75,796.8,574.11,0,0,0,571
189765,5806.25,636.31,397.4,0,0,0,571
189766,5636.45,398.96,574.11,0,0,0,571
189767,5590.91,783.86,630,0,0,0,571
189768,6006.9,537.08,630,0,0,0,571
189769,5971.75,552.69,558.75,0,0,0,571
189770,5806.25,636.31,397.4,0,0,0,571
189771,5631.61,751.34,527.85,0,0,0,571
189772,5749.85,865.61,630,0,0,0,571
189773,5749.85,865.61,704,0,0,0,571
189774,5864.17,851.47,704,0,0,0,571
189775,5864.17,851.47,630,0,0,0,571
189776,5800.51,816.42,630,0,0,0,571
189777,5800.51,816.42,704,0,0,0,571
189778,5814.84,906.58,704,0,0,0,571
189779,5814.84,906.58,630,0,0,0,571
189780,5868.96,572.64,623.44,0,0,0,571
189781,5868.96,572.64,665.44,0,0,0,571
189782,5847.01,539.19,665.44,0,0,0,571
189783,5847.01,539.19,623.44,0,0,0,571
189784,5867.43,720.05,624.9,0,0,0,571
189785,5867.43,720.05,654.9,0,0,0,571
189786,5893.14,700.98,654.69,0,0,0,571
189787,5893.14,700.98,624.69,0,0,0,571
189788,2478.83,-5620.13,366.5,0,0,0,609
189789,2491.95,-5599.4,366.5,0,0,0,609
189790,2487.5,-5574.95,366.5,0,0,0,609
189791,2466.24,-5561.56,366.5,0,0,0,609
189792,2441.82,-5566.63,366.5,0,0,0,609
189793,2433.41,-5612.21,366.5,0,0,0,609
189794,2454.25,-5625.66,366.5,0,0,0,609
189795,2510.17,-5702.89,364,0,0,0,609
189796,2491.45,-5658.32,520,0,0,0,609
189797,2429.59,-5523.72,520,0,0,0,609
189798,2413.68,-5483.44,364,0,0,0,609
189799,2370.95,-5680.14,382,0,0,0,609
189800,2351.14,-5635.16,382,0,0,0,609
189801,2377.8,-5472.44,382,0,0,0,609
189802,2512.15,-5448.47,382,0,0,0,609
189803,2586.21,-5551.42,382,0,0,0,609
189804,2537.38,-5704.73,382,0,0,0,609
189805,2425.22,-5744.56,382,0,0,0,609
189806,2364.06,-5692.39,382.24,0,0,0,609
189807,2347.53,-5672.2,382.24,0,0,0,609
189808,2333.75,-5647.47,382.24,0,0,0,609
189809,2353.04,-5636.88,382.24,0,0,0,609
189810,2382.53,-5679.76,382.24,0,0,0,609
189811,1204.96,-4963.32,0,0,0,0,571
189812,1198.36,-4933.69,346.08,0,0,0,571
189813,1158.87,-4823.17,344.76,0,0,0,571
189814,1149.31,-4791.83,0,0,0,0,571
189815,1219.4,-5004.42,0,0,0,0,571
189816,1219.4,-5004.42,173.61,0,0,0,571
189817,1128.43,-4743.66,173.13,0,0,0,571
189818,1128.43,-4743.66,0,0,0,0,571
189819,1111.31,-4819.9,172.49,0,0,0,571
189820,1090,-4809.76,172.49,0,0,0,571
189821,1073.63,-4794.27,172.49,0,0,0,571
189822,1069.92,-4767.41,172.49,0,0,0,571
189823,1098.59,-4757.36,172.49,0,0,0,571
189824,1163.56,-4754.04,172.49,0,0,0,571
189825,1167.65,-4794.54,172.49,0,0,0,571
189826,1142.32,-5006.38,172.12,0,0,0,571
189827,1153.18,-4968.25,172.12,0,0,0,571
189828,1254.25,-4932.14,172.12,0,0,0,571
189829,1286.37,-4988.77,172.12,0,0,0,571
189830,1156.18,-5028.96,172.12,0,0,0,571
189831,2181.39,5312.53,-50,0,0,0,571
189832,2181.39,5312.53,44.97,0,0,0,571
189833,2116.82,5332.81,44.97,0,0,0,571
189834,2116.82,5332.81,-50,0,0,0,571
189835,2116.82,5332.81,-50,0,0,0,571
189836,2116.82,5332.81,44.97,0,0,0,571
189837,2100.22,5284.27,44.97,0,0,0,571
189838,2100.22,5284.27,-50,0,0,0,571
189839,2324.46,5188.88,-50,0,0,0,571
189840,2324.46,5188.88,38.29,0,0,0,571
189841,2273.21,5209.71,38.29,0,0,0,571
189842,2273.21,5209.71,-50,0,0,0,571
189843,2275.63,5190.17,-50,0,0,0,571
189844,2275.63,5190.17,39.58,0,0,0,571
189845,2286.96,5210.31,39.58,0,0,0,571
189846,2286.96,5210.31,-50,0,0,0,571
189847,2878.06,6177.6,207.71,0,0,0,571
189848,2937.51,6113.32,207.71,0,0,0,571
189849,2905.17,6082.4,207.71,0,0,0,571
189850,2845.54,6145.42,207.71,0,0,0,571
189851,2763.39,6089.57,207.81,0,0,0,571
189852,2828.63,6147.74,207.81,0,0,0,571
189853,2797.2,6179.55,207.81,0,0,0,571
189854,2733.97,6120.93,207.81,0,0,0,571
189855,2741.27,6261.16,207.81,0,0,0,571
189856,2799.12,6196.67,207.81,0,0,0,571
189857,2831.21,6228.19,207.81,0,0,0,571
189858,2773.36,6292.17,207.81,0,0,0,571
189859,2902.29,6274.68,202.81,0,0,0,571
189860,2846.68,6224.76,202.81,0,0,0,571
189861,2880.4,6195.17,202.81,0,0,0,571
189862,2931.48,6241.73,202.81,0,0,0,571
189863,2926.83,6120.47,79.05,0,0,0,571
189864,2781.04,6278.55,79.08,0,0,0,571
189865,2772.78,6291.58,203.9,0,0,0,571
189866,2935.23,6114.39,192.48,0,0,0,571
189867,2853.66,6199.46,202.5,0,0,0,571
189868,2910.86,6255.33,200.34,0,0,0,571
189869,2885.69,6230.23,74.69,0,0,0,571
189870,2860.12,6206.81,82.69,0,0,0,571
189871,2826.04,6175.62,80.37,0,0,0,571
189872,2760.65,6116.42,78.86,0,0,0,571
189873,2747.8,6104.57,203.55,0,0,0,571
189874,2826.79,6176.22,203.27,0,0,0,571
189875,2924.92,6123.46,191.494,0,0,0,571
189876,2940.1,6198.47,191.494,0,0,0,571
189877,2914.91,6257.2,191.494,0,0,0,571
189878,2860.75,6282.54,191.494,0,0,0,571
189879,2781.79,6276.07,191.494,0,0,0,571
189880,3968.22,-3566.96,256.79,0,0,0,571
189881,3968.22,-3566.96,377.16,0,0,0,571
189882,3940.76,-3451.53,354.33,0,0,0,571
189883,3940.76,-3451.53,291.48,0,0,0,571
189884,4792.57,-1936.71,160,0,0,0,571
189885,4792.57,-1936.71,295.2,0,0,0,571
189886,4791.64,-2034.22,295.2,0,0,0,571
189887,4791.64,-2034.22,160,0,0,0,571
189888,4790.41,-2159.31,295.2,0,0,0,571
189889,4790.41,-2159.31,160,0,0,0,571
189890,4791.35,-2056.96,160,0,0,0,571
189891,4791.35,-2056.96,295.2,0,0,0,571
189892,-208.17,-661.93,120.12,0,0,0,600
189893,-232.25,-655.88,120.12,0,0,0,600
189894,-262.43,-661.54,120.12,0,0,0,600
189895,-261.61,-693.07,120.12,0,0,0,600
189896,-220.75,-701.13,120.12,0,0,0,600
189897,-336.99,-570.87,46.54,0,0,0,600
189898,-327.17,-684.76,46.54,0,0,0,600
189899,-510.79,-626.06,46.54,0,0,0,600
189900,-467.16,-575.2,46.54,0,0,0,600
189901,-336.72,-777.35,0,0,0,0,600
189902,-336.72,-777.35,126.6,0,0,0,600
189903,-335.71,-707.36,126.6,0,0,0,600
189904,-335.71,-707.36,0,0,0,0,600
189905,-364.9,-637.23,0,0,0,0,600
189906,-364.9,-637.23,85.53,0,0,0,600
189907,-365.04,-806.45,87.68,0,0,0,600
189908,-365.04,-806.45,0,0,0,0,600
189909,-227.26,-760.09,0,0,0,0,600
189910,-227.26,-760.09,101.34,0,0,0,600
189911,-444.86,-740.53,91.18,0,0,0,600
189912,-444.86,-740.53,0,0,0,0,600
189913,-287.79,-547.27,6.36,0,0,0,600
189914,-227.24,-735.28,6.36,0,0,0,600
189915,-393.96,-846.24,6.36,0,0,0,600
189916,-499.18,-683.28,6.36,0,0,0,600
189917,-441.81,-599.64,6.36,0,0,0,600
189918,1530.73,-3570.53,158.3,0,0,0,571
189919,1418.82,-3136.56,158.3,0,0,0,571
189920,1418.82,-3136.56,0,0,0,0,571
189921,1530.73,-3570.53,0,0,0,0,571
189922,1579.05,-3461.45,147.2,0,0,0,571
189923,1535.65,-3238.25,147.2,0,0,0,571
189924,1447.48,-3239.19,147.2,0,0,0,571
189925,1467.61,-3591,147.2,0,0,0,571
189926,1713.96,-3423.56,133.84,0,0,0,571
189927,1637.58,-3417.66,133.84,0,0,0,571
189928,1608.12,-3365.9,133.84,0,0,0,571
189929,1608.5,-3307.29,133.84,0,0,0,571
189930,1635.45,-3263.94,133.84,0,0,0,571
189931,1687.9,-3252.33,133.84,0,0,0,571
189932,1747.5,-3271.53,133.84,0,0,0,571
189933,1747.58,-3461.09,139,0,0,0,571
189934,1658.71,-3446.07,139,0,0,0,571
189935,1625.67,-3548.94,139,0,0,0,571
189936,1676.45,-3612.46,139,0,0,0,571
189937,1720.96,-3582.86,139,0,0,0,571
189938,301.84,-475.68,104.58,0,0,0,575
189939,293.69,-509.9,104.58,0,0,0,575
189940,307.11,-528.01,104.58,0,0,0,575
189941,485.31,-525.93,104.58,0,0,0,575
189942,496.53,-493.97,104.58,0,0,0,575
189943,481.86,-273.24,103.43,0,0,0,575
189944,499.19,-264.26,103.43,0,0,0,575
189945,490.12,-233.92,103.43,0,0,0,575
189946,304.62,-229.97,103.43,0,0,0,575
189947,302.91,-268.57,103.43,0,0,0,575
189948,9000,-1300,10000,0,0,0,631
189949,9000,-1300,-10000,0,0,0,631
189950,-9000,-1300,-10000,0,0,0,631
189951,-9000,-1300,10000,0,0,0,631
189952,-274.3,2212.7,175,0,0,0,631
189953,-316.2,2120.5,175,0,0,0,631
189954,-435.9,2033.8,175,0,0,0,631
189955,-549.5,2104.6,175,0,0,0,631
189956,-613.6,2212.3,175,0,0,0,631
189957,-547.4,2320.6,175,0,0,0,631
189958,-438.1,2382.3,175,0,0,0,631
189959,-326.9,2320.5,175,0,0,0,631
189960,-470.6,2243.3,614,0,0,0,631
189961,-520.1,2293.4,-163.9,0,0,0,631
189962,-336.1,2116,-163.3,0,0,0,631
189963,-405.7,2179.5,614,0,0,0,631
189964,-475.6,2173.8,614,0,0,0,631
189965,-502.2,2148.7,-158,0,0,0,631
189966,-344.4,2309,-158,0,0,0,631
189967,-403.9,2243.7,614,0,0,0,631
189968,4494.84,80.7478,126.636,0,0,0,1116
189969,4494.84,80.7478,165.436,0,0,0,1116
189970,4338.07,-56.9114,251.676,0,0,0,1116
189971,4251.51,-128.981,234.401,0,0,0,1116
189972,4251.51,-128.981,-101.299,0,0,0,1116
189973,4778.31,-35.2555,37.771,0,0,0,1116
189974,4778.31,-35.2555,119.671,0,0,0,1116
189975,4540.65,-84.71,122.854,0,0,0,1116
189976,4471.19,-98.4378,114.73,0,0,0,1116
189977,4471.19,-98.4378,59.33,0,0,0,1116
189978,4272.47,708.507,167,0,0,0,1116
189979,4272.47,708.507,210.64,0,0,0,1116
189980,4480.4,546.39,269.259,0,0,0,1116
189981,4480.4,546.39,203.099,0,0,0,1116
189982,4474.57,559.232,202.434,0,0,0,1116
189983,4472.96,555.933,250.63,0,0,0,1116
189984,4445.18,375.731,262.379,0,0,0,1116
189985,4445.18,375.731,177.299,0,0,0,1116
189986,4448.64,135.87,124.83,0,0,0,1116
189987,4448.64,135.87,182.79,0,0,0,1116
189988,4454.87,232.55,204.45,0,0,0,1116
189989,4447.71,404.43,237.15,0,0,0,1116
189990,4447.71,404.43,162.67,0,0,0,1116
189991,3340.93,-1119.71,41.102,0,0,0,1116
189992,3340.93,-1119.71,156.902,0,0,0,1116
189993,3422.26,-953.33,140.151,0,0,0,1116
189994,3422.26,-953.33,55.35,0,0,0,1116
189995,3423.29,-972.852,34.67,0,0,0,1116
189996,3423.29,-972.852,136.67,0,0,0,1116
189997,3405.62,-938.494,135.59,0,0,0,1116
189998,3405.62,-938.494,40.59,0,0,0,1116
189999,3405.47,-938.651,68.128,0,0,0,1116
190000,3405.47,-938.651,123.728,0,0,0,1116
190001,3331.56,-743.865,124.189,0,0,0,1116
190002,3331.89,-738.031,41.765,0,0,0,1116
190003,3502.2,-1462.36,99.028,0,0,0,1116
190004,3502.2,-1462.36,122.828,0,0,0,1116
190005,3465.71,-1402.38,160.434,0,0,0,1116
190006,3347.71,-1241.28,133.457,0,0,0,1116
190007,3347.71,-1241.28,54.506,0,0,0,1116
190008,1126,-762.44,-2000,0,0,0,1648
190009,1126,-762.44,2000,0,0,0,1648
190010,1126,1689.7,2000,0,0,0,1648
190011,1126,1689.7,-2000,0,0,0,1648
190012,2197,-762.44,2000,0,0,0,1648
190013,2197,-762.44,-2000,0,0,0,1648
190014,2197,1689.7,-2000,0,0,0,1648
190015,2197,1689.7,2000,0,0,0,1648
190016,4740,3283,-2000,0,0,0,1648
190017,4740,3283,2000,0,0,0,1648
190018,-709.59,3283,2000,0,0,0,1648
190019,-709.59,3283,-2000,0,0,0,1648
190020,-5333.3,5500.3,-4000,0,0,0,1669
190021,-5333.3,5500.3,4000,0,0,0,1669
190022,8533.3,5500.3,4000,0,0,0,1669
190023,8533.3,5500.3,-4000,0,0,0,1669
190024,1300,6400,-4000,0,0,0,1669
190025,1300,6400,4000,0,0,0,1669
190026,1300,12800,4000,0,0,0,1669
190027,1300,12800,-4000,0,0,0,1669
190028,5300,0,4900,0,0,0,1676
190029,5300,-2100,4900,0,0,0,1676
190030,3733.59,-2100,4900,0,0,0,1676
190031,3733.59,0,4900,0,0,0,1676
190032,3733,0,-2000,0,0,0,1676
190033,3733,0,6500,0,0,0,1676
190034,3733.59,-2100,6500,0,0,0,1676
190035,3733.59,-2100,-2000,0,0,0,1676
190036,3733,0,-2000,0,0,0,1676
190037,3733,0,6500,0,0,0,1676
190038,5333.59,0,6500,0,0,0,1676
190039,5333.59,0,-2000,0,0,0,1676
190040,4833,0,-2000,0,0,0,1676
190041,4833,0,6500,0,0,0,1676
190042,4833,-2100,6500,0,0,0,1676
190043,4833,-2100,-2000,0,0,0,1676
190044,3733,-2100,-2000,0,0,0,1676
190045,3733,-2100,6500,0,0,0,1676
190046,5333.59,-2100,6500,0,0,0,1676
190047,5333.59,-2100,-2000,0,0,0,1676
190575,2287.73,5169.48,44.17,0,0,0,571
190576,2297.8,5165.72,44.17,0,0,0,571
190577,2297.8,5165.72,-72.19,0,0,0,571
190578,2287.73,5169.48,-72.19,0,0,0,571
190579,2296.86,5166.19,33.63,0,0,0,571
190580,2328.38,5159.77,33.63,0,0,0,571
190581,2328.38,5159.77,-72.19,0,0,0,571
190582,2296.86,5166.19,-72.19,0,0,0,571
190583,2327.02,5159.73,45,0,0,0,571
190584,2337.21,5163.88,45,0,0,0,571
190585,2337.21,5163.88,-72.19,0,0,0,571
190586,2327.02,5159.73,-72.19,0,0,0,571
190587,2335.61,5162.59,30.9,0,0,0,571
190588,2364.9,5187.67,30.9,0,0,0,571
190589,2364.9,5187.67,-72.19,0,0,0,571
190590,2335.61,5162.59,-72.19,0,0,0,571
190591,2364.08,5186.96,39.15,0,0,0,571
190592,2372.46,5196.06,39.15,0,0,0,571
190593,2372.46,5196.06,-72.19,0,0,0,571
190594,2364.08,5186.96,-72.19,0,0,0,571
190595,2372.96,5192.9,27.81,0,0,0,571
190596,2381.72,5230.61,27.81,0,0,0,571
190597,2381.72,5230.61,-72.19,0,0,0,571
190598,2372.96,5192.9,-72.19,0,0,0,571
190599,2381.62,5229.2,40.9,0,0,0,571
190600,2381.38,5239.99,40.9,0,0,0,571
190601,2381.38,5239.99,-72.19,0,0,0,571
190602,2381.62,5229.2,-72.19,0,0,0,571
190603,2370.56,5272.84,47,0,0,0,571
190604,2365.48,5281.81,47,0,0,0,571
190605,2365.48,5281.81,-72.19,0,0,0,571
190606,2370.56,5272.84,-72.19,0,0,0,571
190607,2366.57,5281.31,33.1,0,0,0,571
190608,2342.17,5301.84,33.1,0,0,0,571
190609,2342.17,5301.84,-72.19,0,0,0,571
190610,2366.57,5281.31,-72.19,0,0,0,571
190611,2341.39,5302.19,50.63,0,0,0,571
190612,2325.29,5313.29,50.63,0,0,0,571
190613,2325.29,5313.29,-72.19,0,0,0,571
190614,2341.39,5302.19,-72.19,0,0,0,571
190615,2325.29,5313.29,50.63,0,0,0,571
190616,2314.61,5303.97,50.63,0,0,0,571
190617,2314.61,5303.97,-72.19,0,0,0,571
190618,2325.29,5313.29,-72.19,0,0,0,571
190619,2189.1,5348.63,44.74,0,0,0,571
190620,2200.34,5343.43,44.74,0,0,0,571
190621,2200.34,5343.43,-67.64,0,0,0,571
190622,2189.1,5348.63,-67.64,0,0,0,571
190623,2122.23,5368.76,32.36,0,0,0,571
190624,2076.05,5340.02,32.36,0,0,0,571
190625,2076.05,5340.02,-67.64,0,0,0,571
190626,2122.23,5368.76,-67.64,0,0,0,571
190627,2076.05,5340.02,32.36,0,0,0,571
190628,2064.68,5300.59,32.36,0,0,0,571
190629,2064.68,5300.59,-67.64,0,0,0,571
190630,2076.05,5340.02,-67.64,0,0,0,571
190631,2065.1,5302.51,64.32,0,0,0,571
190632,2063.47,5290.36,64.32,0,0,0,571
190633,2063.47,5290.36,-67.64,0,0,0,571
190634,2065.1,5302.51,-67.64,0,0,0,571
190635,2062.59,5291.6,51.33,0,0,0,571
190636,2077.09,5252.01,51.33,0,0,0,571
190637,2077.09,5252.01,-67.64,0,0,0,571
190638,2062.59,5291.6,-67.64,0,0,0,571
190639,2077.09,5252.01,51.33,0,0,0,571
190640,2109.76,5225.79,51.33,0,0,0,571
190641,2109.76,5225.79,-67.64,0,0,0,571
190642,2077.09,5252.01,-67.64,0,0,0,571
190643,2108.5,5228.31,39.76,0,0,0,571
190644,2190.55,5195.1,39.76,0,0,0,571
190645,2190.55,5195.1,-67.64,0,0,0,571
190646,2108.5,5228.31,-67.64,0,0,0,571
190647,2189.1,5348.63,44.74,0,0,0,571
190648,2200.34,5343.43,44.74,0,0,0,571
190649,2200.34,5343.43,-67.64,0,0,0,571
190650,2189.1,5348.63,-67.64,0,0,0,571
190651,701.41,-5045.22,25,0,0,0,571
190652,702.15,-5032.52,25,0,0,0,571
190653,702.15,-5032.52,-34.19,0,0,0,571
190654,701.41,-5045.22,-34.19,0,0,0,571
190655,702.32,-5034.81,15.81,0,0,0,571
190656,704.03,-4994.79,15.81,0,0,0,571
190657,704.03,-4994.79,-34.19,0,0,0,571
190658,702.32,-5034.81,-34.19,0,0,0,571
190659,703.46,-4995.75,19.43,0,0,0,571
190660,701.07,-4983.98,19.43,0,0,0,571
190661,701.07,-4983.98,-34.19,0,0,0,571
190662,703.46,-4995.75,-34.19,0,0,0,571
190663,693.52,-4946.7,20.3,0,0,0,571
190664,690.32,-4934.54,19.36,0,0,0,571
190665,690.32,-4934.54,-34.6,0,0,0,571
190666,693.52,-4946.7,-34.6,0,0,0,571
190667,691.16,-4936.69,15.4,0,0,0,571
190668,675.85,-4907.31,15.4,0,0,0,571
190669,675.85,-4907.31,-34.6,0,0,0,571
190670,691.16,-4936.69,-34.6,0,0,0,571
190671,676.57,-4907.72,28.38,0,0,0,571
190672,670.09,-4896.62,28.38,0,0,0,571
190673,670.09,-4896.62,-34.6,0,0,0,571
190674,676.57,-4907.72,-34.6,0,0,0,571
190675,3922.27,-3780.83,223.88,0,0,0,571
190676,3931.13,-3816.65,225.3,0,0,0,571
190677,3931.13,-3816.65,123.88,0,0,0,571
190678,3922.27,-3780.83,123.88,0,0,0,571
190679,3930.43,-3816.25,247.05,0,0,0,571
190680,3972.51,-3865.33,246.88,0,0,0,571
190681,3972.51,-3865.33,123.88,0,0,0,571
190682,3930.43,-3816.25,123.88,0,0,0,571
190683,3985.02,-3862.98,266.38,0,0,0,571
190684,4019.3,-3871.85,266.38,0,0,0,571
190685,4019.3,-3871.85,123.88,0,0,0,571
190686,3985.02,-3862.98,123.88,0,0,0,571
190687,4018.84,-3870.28,283.14,0,0,0,571
190688,4057.42,-3866.95,283.6,0,0,0,571
190689,4057.42,-3866.95,123.88,0,0,0,571
190690,4018.84,-3870.28,123.88,0,0,0,571
190691,4057.42,-3866.95,283.6,0,0,0,571
190692,4090.54,-3839.41,283.14,0,0,0,571
190693,4090.54,-3839.41,123.88,0,0,0,571
190694,4057.42,-3866.95,123.88,0,0,0,571
190695,4097.93,-3813.61,312.86,0,0,0,571
190696,4108.39,-3773.72,310.56,0,0,0,571
190697,4108.39,-3773.72,123.88,0,0,0,571
190698,4097.93,-3813.61,123.88,0,0,0,571
190699,4108.39,-3773.72,310.56,0,0,0,571
190700,4085.14,-3743.49,312.86,0,0,0,571
190701,4085.14,-3743.49,123.88,0,0,0,571
190702,4108.39,-3773.72,123.88,0,0,0,571
190703,4070.07,-3716.09,279.63,0,0,0,571
190704,4032.64,-3689.24,283.55,0,0,0,571
190705,4032.64,-3689.24,123.88,0,0,0,571
190706,4070.07,-3716.09,123.88,0,0,0,571
190707,4032.64,-3689.24,283.55,0,0,0,571
190708,4005.67,-3693.7,279.63,0,0,0,571
190709,4005.67,-3693.7,123.88,0,0,0,571
190710,4032.64,-3689.24,123.88,0,0,0,571
190711,4003.38,-3697.04,266.74,0,0,0,571
190712,3963.34,-3709.25,240.45,0,0,0,571
190713,3963.34,-3709.25,123.88,0,0,0,571
190714,4003.38,-3697.04,123.88,0,0,0,571
190715,3963.34,-3709.25,240.45,0,0,0,571
190716,3936.94,-3745.73,230.22,0,0,0,571
190717,3936.94,-3745.73,123.88,0,0,0,571
190718,3963.34,-3709.25,123.88,0,0,0,571
190719,2950.99,-558.344,303,0,0,0,870
190720,2883.97,-603.885,303,0,0,0,870
190721,2883.97,-603.885,-297,0,0,0,870
190722,2950.99,-558.344,-297,0,0,0,870
190723,2883.97,-603.885,317,0,0,0,870
190724,2940.24,-606.589,317,0,0,0,870
190725,2940.24,-606.589,-297,0,0,0,870
190726,2883.97,-603.885,-297,0,0,0,870
190727,2767,-881.358,422,0,0,0,870
190728,2870.03,-879.625,422,0,0,0,870
190729,2870.03,-879.625,-297,0,0,0,870
190730,2767,-881.358,-297,0,0,0,870
190731,2829.82,-925.366,433,0,0,0,870
190732,2818.99,-816.512,433,0,0,0,870
190733,2818.99,-816.512,-297,0,0,0,870
190734,2829.82,-925.366,-297,0,0,0,870
190735,2983.01,-905.375,325,0,0,0,870
190736,2859.21,-881.814,325,0,0,0,870
190737,2859.21,-881.814,-297,0,0,0,870
190738,2983.01,-905.375,-297,0,0,0,870
190739,2798.37,-812.712,370,0,0,0,870
190740,2591.67,-812.462,370,0,0,0,870
190741,2591.67,-812.462,-297,0,0,0,870
190742,2798.37,-812.712,-297,0,0,0,870
190743,2483.5,-1115.53,530,0,0,0,870
190744,2504.38,-1120.45,530,0,0,0,870
190745,2504.38,-1120.45,-297,0,0,0,870
190746,2483.5,-1115.53,-297,0,0,0,870
190747,2266.16,-908.068,506,0,0,0,870
190748,2582.99,-841.769,506,0,0,0,870
190749,2582.99,-841.769,-297,0,0,0,870
190750,2266.16,-908.068,-297,0,0,0,870
190751,2099,-467.606,483,0,0,0,870
190752,2127.42,-511.651,483,0,0,0,870
190753,2127.42,-511.651,-297,0,0,0,870
190754,2099,-467.606,-297,0,0,0,870
190755,2108.48,-495.828,440,0,0,0,870
190756,1914.06,-567.474,440,0,0,0,870
190757,1914.06,-567.474,-297,0,0,0,870
190758,2108.48,-495.828,-297,0,0,0,870
190759,1980.01,-1286.07,405,0,0,0,870
190760,2251.78,-1476.82,405,0,0,0,870
190761,2251.78,-1476.82,-467,0,0,0,870
190762,1980.01,-1286.07,-467,0,0,0,870
190763,2210.15,-1381.84,598,0,0,0,870
190764,2120.93,-1473.88,598,0,0,0,870
190765,2120.93,-1473.88,-467,0,0,0,870
190766,2210.15,-1381.84,-467,0,0,0,870
190767,2222.99,-1482.23,527,0,0,0,870
190768,2118.65,-1371.73,527,0,0,0,870
190769,2118.65,-1371.73,-467,0,0,0,870
190770,2222.99,-1482.23,-467,0,0,0,870
190771,2513.48,-2096.33,303,0,0,0,870
190772,2502.44,-2187.87,303,0,0,0,870
190773,2502.44,-2187.87,-467,0,0,0,870
190774,2513.48,-2096.33,-467,0,0,0,870
190775,1293.91,-945.887,390,0,0,0,870
190776,1360.36,-1018.69,390,0,0,0,870
190777,1360.36,-1018.69,-467,0,0,0,870
190778,1293.91,-945.887,-467,0,0,0,870
190779,1278.65,-1031.2,370,0,0,0,870
190780,1350.11,-946.453,370,0,0,0,870
190781,1350.11,-946.453,-467,0,0,0,870
190782,1278.65,-1031.2,-467,0,0,0,870
190783,-344.84,-1888.25,135,0,0,0,870
190784,-210.75,-2018.63,135,0,0,0,870
