ID,Body_lang
108,"Ho ho hello again, $n!$B$BThough I and the good folks of Smokywood Pastures have been quite busy this season, I just wanted to send you something special along to you.  You'll be happy to know what we unfroze Sacks out in the Alterac Mountains; he sends his best.$B$BIn freeing Sacks, we managed to develop a novelty device that I think you might enjoy.  You will need a snowball to power it, but I think you'll enjoy it quite a bit!$B$BGreat-father Winter"
109,"Greetings, my friend!  I hope all is well with you.$B$BI thought I would take this time to thank you once again for aiding us in our struggle against Hakkar.  I look forward to seeing you soon as we rise to the challenge of defeating the Blood God.  Your absence here is sorely felt!$B$BI've enclosed an Honor Token as a small means of thanking you for what you have done for us.  Together we may finally destroy Hakkar once and for all!$B$BMay Zanza always bless you!$BVinchaxa, Servitor of Zanza"
110,"Esteemed $n,$B$BThe information you brought to my attention earlier has turned out to be extremely valuable.  Already I am calling for changes to our battle plans to account for the new importance we attribute to the Twilight's Hammer presence.$B$BPlease accept this item as a small token of our gratitude.  I hope we can continue to count on you as a valiant ally in our fight in Silithus.$B$BSincerely,$B$BCommander Mar'alith"
111,"I bid you well, my friend.  I hope your fight for the Horde is a glorious one.  I certainly look forward to a time where others will look upon you with a legacy anywhere as rich and as treasured as the one of Grom Hellscream.$B$BI have not forgotten your act of kindness not only to me, but to the memory of Grom during the Harvest Festival.  I've sent you something I hope you might find to your liking.  Use it well.$B$BFor the Horde!$BJavnir"
112,"Greetings, young druid!

I'm quite proud of the effort you put into the training given to you thus far.  You should feel proud to have become one with the Claw.  More such lessons will be given; the next of your lessons will be available once you have reached at least 14th level.  When you are ready at that time, seek me out in the Cenarion Enclave of Darnassus.

Mathrengyl Bearwalker"
113,"I bid you well, my friend.  I hope your fight on behalf of the Alliance goes to your satisfaction.  I certainly look forward to a time where others will look upon you with a legacy anywhere as rich and as treasured as the one of Uther Lightbringer.$B$BI have not forgotten your act of kindness not only to me, but to the memory of Uther during the Harvest Festival.  I've sent you something I hope you might find to your liking.  Use it well.$B$BBy Bronzebeard's Hammer,$BWagner"
114,"Greetings, young druid!

I've sent you this note as a reminder to check in with me from time to time as you advance through the ranks.  There is much to learn as a druid in the service of Cenarius, and I am only happy to help you along the way.  Soon you will be ready to learn about your aquatic form; seek me out when you reach 16th level and I'll get you started along the path of knowledge.

Turak Runetotem"
115,"Greetings, young druid!

I've sent you this note as a reminder to check in with me from time to time as you advance through the ranks.  There is much to learn as a druid in the service of Cenarius, and I am only happy to help you along the way.  Soon you will be ready to learn about your aquatic form; seek me out when you reach 16th level and I'll get you started along the path of knowledge.

Mathrengyl Bearwalker"
116,"Greetings, young druid!

I'm quite proud of the effort you put into the training given to you thus far.  You should feel proud to have become one with the Claw.  More such lessons will be given; the next of your lessons will be available once you have reached at least 14th level.  When you are ready at that time, seek me out on the Elder Rise of Thunder Bluff.

Turak Runetotem"
117,"Ho ho hello again, $n!$B$BThough I and the good folks of Smokywood Pastures have been quite busy this season, I just wanted to send you something special along to you.  You'll be happy to know what we unfroze Sacks out in the Alterac Mountains; he sends his best.$B$BIn freeing Sacks, we managed to develop a novelty device that I think you might enjoy.  You will need a snowball to power it, but I think you'll enjoy it quite a bit!$B$BGreatfather Winter"
118,"Ho Ho Hello, $n!  I hope you have a fantastic Feast of Winter Veil!$B$BYou were so nice in helping me out with my sweet tooth, that I wanted to send you a little something extra.  It's a sampler of delicious Smokywood Pastures treats.  If you haven't gotten any yet, be sure to do so before the season ends!$B$BSeasons Greetings...$BGreatfather Winter"
119,"Hello again - I just wanted to drop you a note that things here in Feathermoon Stronghold are fine.  I've managed to make several new pieces of leather items, thanks in no small part to the help you gave me!$B$BI had some extra bits of leather left over, so I thought I'd send you something extra for all the help you've given me.  If you're ever by the Stronghold again, be sure to look us up!$B$BYour friend,$BPratt"
120,"Greetings once again - I just wanted to send you word that things here in Camp Mojache are going well.  I've managed to make several new pieces of leather items, thanks in no small part to your aid!$B$BI had some extra bits of leather left over, so I thought I'd send you something extra as a way of saying thank you once more.  If you're ever by the Camp again, be sure to visit!$B$BPeace to you and your ancestors,$BJangdor"
121,"This small token will give no answers, but perhaps it will be of some amusement to you."
122,"$n -$B$BI just wanted to say once again thanks for rescuing Metzen from his kidnappers.  Believe me when I say you've got a friend for life at Smokywood Pastures.$B$BSpeaking of which... Master Chef Graccu has been working on a new recipe here, and I thought you might like a little sample of what he has been whipping up!  Have a wondrous Winter Veil!$B$BMay your cash box always jingle,$BKaymard Copperpinch"
123,"Champion,$B$BThe Blue Dragonflight believes that you are fated for greater things than even I could predict.$B$BDespite what some would have you believe, our world needs heroes. In your darkest hour, when you face the blight of Kalimdor, recall the epic journies, trials, and tribulations that you undertook for an old gnome and let those memories lift your spirits.$B$BHumbly,$B$BNarain Soothfancy$B$BP.S. Sorry about the repair costs."
124,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
125,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
126,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
127,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
128,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
129,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
130,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
131,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
132,"This small token will give no answers, but perhaps it will be of some amusement to you."
133,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
134,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
135,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
136,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
137,"This small token will give no answers, but perhaps it will be of some amusement to you."
138,"This small token will give no answers, but perhaps it will be of some amusement to you."
139,"This small token will give no answers, but perhaps it will be of some amusement to you."
140,"This small token will give no answers, but perhaps it will be of some amusement to you."
141,"This small token will give no answers, but perhaps it will be of some amusement to you."
142,"This small token will give no answers, but perhaps it will be of some amusement to you."
143,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
144,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
145,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
146,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
147,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
148,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
149,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
150,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
151,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
152,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
153,"This small token will give no answers, but perhaps it will be of some amusement to you."
154,"This small token will give no answers, but perhaps it will be of some amusement to you."
155,"This small token will give no answers, but perhaps it will be of some amusement to you."
156,"This small token will give no answers, but perhaps it will be of some amusement to you."
157,"This small token will give no answers, but perhaps it will be of some amusement to you."
158,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
159,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
160,"This small token will give no answers, but perhaps it will be of some amusement to you."
161,"$n -$B$BI just wanted to say once again thanks for rescuing Metzen from his kidnappers.  Believe me when I say you've got a friend for life at Smokywood Pastures.$B$BSpeaking of which... Master Chef Graccu has been working on a new recipe here, and I thought you might like a little sample of what he has been whipping up!  Have a wondrous Winter Veil!$B$BMay your cash box always jingle,$BWulmort Jinglepocket"
162,Need to fix tab ordergin
165,YOh!
166,ab
167,<UNUSED>
168,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
169,This is a test of the emergency broadcast system.
170,Hello. What are you talking about?  This isn't crashing?
171,"$n$B$BWith all haste, please open and heed the attached letter.  The Argent Dawn needs your help!"
172,"$n,$B$BI received this report regarding the document you retrieved from the Scourge. While not pressing, you may find it of interest.$B$BThank you again for your service.$BKeeper of the Rolls$BThe Argent Dawn"
173,"$n,$B$BI received this report regarding the document you retrieved from the Scourge. While not pressing, you may find it of interest.$B$BThank you again for your service.$BKeeper of the Rolls$BThe Argent Dawn"
174,"$n,$B$BI received this report regarding the document you retrieved from the Scourge. While not pressing, you may find it of interest.$B$BThank you again for your service.$BKeeper of the Rolls$BThe Argent Dawn"
175,"$n,$B$BI received this report regarding the document you retrieved from the Scourge. While not pressing, you may find it of interest.$B$BThank you again for your service.$BKeeper of the Rolls$BThe Argent Dawn"
176,"$n,$B$BI received this report regarding the document you retrieved from the Scourge. While not pressing, you may find it of interest.$B$BThank you again for your service.$BKeeper of the Rolls$BThe Argent Dawn"
177,"$n,$B$BI received this report regarding the document you retrieved from the Scourge. While not pressing, you may find it of interest.$B$BThank you again for your service.$BKeeper of the Rolls$BThe Argent Dawn"
178,Thanks for playing World of Warcraft!
179,"Here's your reward, you lucky stiff!  Don't spend it all in one auction house...."
180,Open immediately. 
181,"Upon periodic perusal of the nether, we came across the following reagents.  Good day, and... please be more careful when dealing with the arcane."
182,"You won a nether drake.  An armored netherdrake, at that oh snap."
183,You have received a letter from Khadgar.
184,"$n,$B$BThank you for the time that we spent together during Children's Week. Did you know that Farseer Nobundo has asked the orphan matron to allow me to study with him at the Exodar?$B$BThank you for taking me to all of those neat places, and to visit my brother, Jheel. I miss him almost as much as I miss you. And, the Ring of Observance, the Dark Portal and the Caverns of Time were neato!$B$BI'm sure that you're taking good care of my pet. Tell him that I miss him, too!$B$BLove,$B$BDornaa"
185,"Dear, $n,$B$BThank you for taking me out during Children's Week. Lady Liadrin, the leader of the Blood Knights, has asked that I be released to her custody for training in Silvermoon City!$B$BI just wanted to thank you for taking me to see my friend, Hch'uu, as well as the Dark Portal, the Throne of the Elements, and the Caverns of Time. I like my toy dragon very much!$B$BI'm sure that you're taking good care of my pet. Please tell him that I miss him!$B$BSincerely,$B$BSalandria"
186,"We recovered a lost fortune coin while searching the twisting nether, and saw that it was yours. Enjoy!"
187,"Please brew, share and enjoy some steaming-hot spiced apple cider with your friends through the holidays!"
188,"Please sew, share and enjoy some fine green winter clothes with your friends through the holidays!"
189,I recently picked up this little drake while perusing the Nether.  He appears to be yours but he could find no home in your packs when given to you.$B$BPlease do enjoy feisty new pet!  He is quite eager to settle into his new home!
190,"Please find the following assets, gathered from your guild bank vault upon its closure."
191,"Please sew, share and enjoy some fine red winter clothes with your friends through the holidays!"
192,"Please craft, share and enjoy some cozy winter boots with your friends through the holidays!"
193,"Dear, $n,$B$BCommander Azuresteel's personal courier saw to it that I received my daughter's letter. The courier also told me that it was you who found it.$B$BI just want to thank you for seeing to it that the letter got to me. I know that times must be tough for all of you brave souls who are daring to fight in Northrend.$B$BRest assured that I will avenge Emmy. The blue dragonflight will suffer for what they did to my little girl!$B$BWith the utmost respect and gratitude,$B$BArchmage Malin"
194,"Dearest, $n,$B$BOverlord Agmar's personal courier saw to it that I received my brother's letter. The courier also told me that it was you who found it.$B$BI just want to thank you for seeing to it that the letter got to me. I know that times must be tough for all of you brave souls who are daring to fight in Northrend.$B$BRest assured that I will avenge Ta'zinni. The blue dragonflight will suffer for what they did to my little brother!$B$BWith the utmost respect and gratitude,$B$BDeino"
195,"You fought bravely in a battleground and impressed the Spirits of Competition... well done! As a reward, you have been gifted with this mark of favor: a Competitor's Tabard. Wear it proudly."
196,"You have honored the Spirits of Competition with your fervor in the face of the enemy. Congratulations! With this Gold Medallion, they will be proud to be seen at your side."
197,"Greetings $n!$b$b   We hope that the new year is treating you well.  If it isn't, stop by our vendors to pick up the latest brew.  It is sure to bring out the animal in you.$b$b   Enjoy the samples and have a great new year!$b$b- Brew of the Month Club"
198,"$n,$b$b   Sometimes you can't keep a good brew down.  This new brew is good, but can you keep it down?$b$b   Remember, if you like these samples, you can get more from visiting our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
199,"Hello $n,$b$b   Sometimes you want a fragrant brew, and what is a better aroma than honey?  Creatures great and small all love the sweet smell of honey.  Once you try this brew out, we think you'll agree.$b$b   Remember, if you enjoyed these samples, you can purchase more from visiting our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
200,"Greetings $n,$b$b   We've heard that some of our members wanted a brew that was a little more light and bubbly.  We've tried to tell them this isn't the ""Champagne of the Month Club.""  Unfortunately, that didn't stop the demand.  Hopefully this month's brew will satisfy those that want a lighter and more bubbly brew.$b$b   Don't forget, if you enjoyed this sample, it is available for purchase from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
201,"Hello $n,$b$b   Spring is definitely in the air, and this month you may find it underfoot!  Try out our new brew, Springtime Stout.  It's a refreshing brew perfect for this time of year.$b$b  Enjoy the sample, and remember that you can visit our vendors to purchase more!$b$b- Brew of the Month Club"
202,"$n,$b$b   We've got a hot brew for you this month!  All the way from Blackrock Mountain comes Blackrock Lager.$b$b   Remember, if you enjoyed this small sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
203,"Greetings $n,$b$b   We have an exciting brew for you this month.  Brew of the Month Club members have braved the jungles of Stranglethorn and have returned with this mysterious brew.$b$b   Don't forget that if you enjoyed this brew sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
204,"Warm wishes $n,$b$b   Sometimes you have to go out of your way to find the best brew.  This month's brew has traveled a long way, but we feel that it is well worth it.$b$b   Remember that if you enjoyed this brew sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
205,"Hi $n,$b$b   Our brew this month is a polarizing one; you either love it or like it.  We'll let you decide.$b$b   If you enjoy this brew, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
206,"Hello $n,$b$b   Our brew this month is a celebration of autumn.  We think this brew captures just some of the essence of this season.  But you don't have to take our word for it, give it a try.$b$b   If you enjoyed this sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
207,"Greetings $n!$b$b   We hope that the year has been treating you well.  If it hasn't, stop by our vendors to pick up our latest: Bartlett's Bitter Brew.  The flavor is unmatched, but we warn you that it is not for the weak of stomach.$b$b   Enjoy the samples and share with your friends!$b$b- Brew of the Month Club"
208,"$n,$b$b   This past summer we had some of our members tackle with the mighty Lord of Frost.  More importantly, they discovered a large stash of his own brew.  We've manage to stockpile a large amount of this rare brew and are sending you some samples.$b$b   If you enjoyed this refreshing sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
209,"$n,$b$b   Welcome to the Brew of the Month club!  This club is dedicated to bringing you some of the finest brew in all the realms.$b$b   Every month a new brew will be mailed directly to you.  If you enjoy that brew and want more, head to the Stonefire Tavern in Ironforge and talk to the Brew of the Month club members there.$b$b   Again, welcome to the club, $n.$b$b$b- Brew of the Month Club"
210,"$n,$b$b   Welcome to the Brew of the Month club!  This club is dedicated to bringing you some of the finest brew in all the realms.$b$b   Every month a new brew will be mailed directly to you.  If you enjoy that brew and want more, head to the Valley of Strength and talk to the Brew of the Month club members there.$b$b   Again, welcome to the club, $n.$b$b$b- Brew of the Month Club"
211,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Vengeful Nether Drake.  May it serve you well."
212,"Greetings $n!$b$b   We hope that the new year is treating you well.  If it isn't, stop by our vendors to pick up the latest brew.  It is sure to bring out the animal in you.$b$b   Enjoy the samples and have a great new year!$b$b- Brew of the Month Club"
213,"$n,$b$b   Sometimes you can't keep a good brew down.  This new brew is good, but can you keep it down?$b$b   Remember, if you like these samples, you can get more from visiting our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
214,"Hello $n,$b$b   Sometimes you want a fragrant brew, and what is a better aroma than honey?  Creatures great and small all love the sweet smell of honey.  Once you try this brew out, we think you'll agree.$b$b   Remember, if you enjoyed these samples, you can purchase more from visiting our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
215,"Greetings $n,$b$b   We've heard that some of our members wanted a brew that was a little more light and bubbly.  We've tried to tell them this isn't the ""Champagne of the Month Club.""  Unfortunately, that didn't stop the demand.  Hopefully this month's brew will satisfy those that want a lighter and more bubbly brew.$b$b   Don't forget, if you enjoyed this sample, it is available for purchase from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
216,"Hello $n,$b$b   Spring is definitely in the air, and this month you may find it underfoot!  Try out our new brew, Springtime Stout.  It's a refreshing brew perfect for this time of year.$b$b  Enjoy the sample, and remember that you can visit our vendors to purchase more!$b$b- Brew of the Month Club"
217,"$n,$b$b   We've got a hot brew for you this month!  All the way from Blackrock Mountain comes Blackrock Lager.$b$b   Remember, if you enjoyed this small sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
218,"Greetings $n,$b$b   We have an exciting brew for you this month.  Brew of the Month Club members have braved the jungles of Stranglethorn and have returned with this mysterious brew.$b$b   Don't forget that if you enjoyed this brew sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
219,"Warm wishes $n,$b$b   Sometimes you have to go out of your way to find the best brew.  This month's brew has traveled a long way, but we feel that it is well worth it.$b$b   Remember that if you enjoyed this brew sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
220,"Hi $n,$b$b   Our brew this month is a polarizing one; you either love it or like it.  We'll let you decide.$b$b   If you enjoy this brew, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
221,"Hello $n,$b$b   Our brew this month is a celebration of autumn.  We think this brew captures just some of the essence of this season.  But you don't have to take our word for it, give it a try.$b$b   If you enjoyed this sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
222,"Greetings $n!$b$b   We hope that the year has been treating you well.  If it hasn't, stop by our vendors to pick up our latest: Bartlett's Bitter Brew.  The flavor is unmatched, but we warn you that it is not for the weak of stomach.$b$b   Enjoy the samples and share with your friends!$b$b- Brew of the Month Club"
223,"$n,$b$b   This past summer we had some of our members tackle with the mighty Lord of Frost.  More importantly, they discovered a large stash of his own brew.  We've manage to stockpile a large amount of this rare brew and are sending you some samples.$b$b   If you enjoyed this refreshing sample, you can purchase more from our vendors.$b$bEnjoy!$b$b- Brew of the Month Club"
224,"Good $gSir:Lady; $n,$B$BI hope this letter finds you well. I am writing to make you aware of my services as a riding trainer. Should you wish to learn, you need only visit me at the Eastvale Logging Camp, found along the road east out of Stormwind. My fee is a modest four gold coins.$B$BIf you'd care to purchase a mount upon learning how to ride, the horse breeder Katie Hunter offers a number of noble steeds, each no more than one gold coin.$B$BYours, Randal Hunter"
225,"Good fortune to you, $n.$B$BI am writing to make you aware of my services as a riding trainer. Should you wish to learn, you need only visit me at the Cenarion Enclave in Darnassus. My fee is a modest four gold coins.$B$BIf you desire to purchase a mount upon learning how to ride, the saber handler Lelanai offers a number of noble beasts, each no more than one gold coin.$B$BWishing you well, Jartsam"
226,"Hey there, $glad:lass;! Looking to learn to ride? Then come visit me at the Amberstill Ranch, found along the road east out of Ironforge.$B$BMy fee's only four gold coins, and if you want a ram to ride, Veron Amberstill offers a number of noble steeds for no more than one gold coin a piece.$B$B- Ultham"
227,"Greetings, $n.$B$BI hope this letter finds you well. I am writing to make you aware of my services as a riding trainer. Should you wish to learn, you need only visit me at the entrance to The Exodar. My fee is a modest four gold coins.$B$BIf you desire to purchase an elekk upon learning how to ride, Torallius the Pack Handler offers a number of noble steeds, each no more than one gold coin.$B$BGo in peace, Aalun"
228,"Salutations, $n! Looking to get around faster? Then come visit Milli and me at Steelgrill's Depot, just northeast of Kharanos.$B$BMy riding trainer's fee is only four gold coins, and if you want your own mechanostrider, Milli builds them for no more than one gold coin each!$B$BHoping to see you soon, Binjy"
229,"Hail, brave $n.$B$BI wish to make you aware of my services as a riding trainer. Should you desire to learn, you need only visit me in Bloodhoof Village. My fee is a modest four gold coins.$B$BIf you wish to purchase a kodo upon learning how to ride, Harb Clawhoof offers a number of noble beasts, each no more than one gold coin.$B$BGood journeys, Kar"
230,"You want to ride, $n? Then you come see me in Senjin Village. I teach you for only four gold coins.$B$BMaybe then you want a raptor to ride on? You talk to Zjolnir. He sell you one for one gold coin, maybe less.$B$BStay away from the voodoo!$B$BXar'Ti"
231,"Strength and Honor, $n.$B$BI am Orgrimmar's riding trainer. Should you desire to learn, you need only visit me in the Valley of Honor. My fee is a modest four gold coins.$B$BIf you wish to purchase a wolf upon learning how to ride, Ogunaro Wolfrunner's kennels house a number of noble beasts, each no more than one gold coin.$B$B- Kildar"
232,"Good $n,$B$BI hope this letter finds you well. I am writing to make you aware of my services as a riding trainer. Should you wish to learn, you need only visit me at Thuron's Livery, found southeast of the Shepherd's Gate leaving Silvermoon City. My fee is a modest four gold coins.$B$BIf you'd care to purchase a mount upon learning how to ride, the hawkstrider breeder Winaestra offers a number of noble steeds, each no more than a gold coin.$B$BSafe travels, Perascamin"
233,"Good $gSir:Lady; $n,$B$BI write to make you aware of my services as a riding trainer. Should you wish to learn, you need only visit me in Brill. My fee is a modest four gold coins.$B$BIf you'd care to purchase a mount upon learning how to ride, Zachariah Post has gathered a number of horses suitable to our needs and sells them for no more than one gold coin per head.$B$BYours, Velma Warnam"
234,Krenna heard that we freed one of the trappers and she's absolutely furious.$B$BYou'd best keep your head down for a while or we'll both end up wrestling bears in the pit.$B$B-Gorgonna
235,TO: $n$B$BFROM: Nesingwary Exotic Mount Supply Co. LLC$B$BCONTENTS OF CRATE:$B$B- One (1) Zhevra$B$B- One (1) Zhevra Saddle$B$B- Four (4) Zhevra Hooves$B$B- Two (2) Spare Zhevra Hooves$B$B- DO NOT OBSTRUCT AIR HOLES -
236,"To: High General Abbendis
New Avalon, Scarlet Lands
"
237,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
238,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
239,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
240,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
241,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
242,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
243,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
244,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
245,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
246,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
247,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
248,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
249,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
250,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
251,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
252,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
253,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
254,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
255,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
256,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
257,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
258,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
259,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
260,"Thank you for visiting me, $n. It makes me happy to know we are not forgotten."
261,"I was grateful for your visit today, take this as a gift for your Lunar Festival."
262,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Brutal Nether Drake.  May it serve you well."
263,Get out there and spread some Mohawk Love.
264,"Hey there $n,
   Remember when you got sheeped in Dalaran?  Yeah, that was me, Minigob Manabonk!  I just wanted to send you a letter to let you know who sheeped you.  Also, because you were such a good sport about it I'm sending you a wand of my own.  Now you can ""Manabonk"" your friends.  When you do, tell them ""Minigob Manabonk sent you.""

- Minigob Manabonk"
265,The Argent Crusade invites you to test your skills in honorable combat against other heroes of Azeroth at the Argent Tournament. The champions of the world's great nations have gathered at the Argent Tournament Grounds in northeastern Icecrown to face all challengers.
266,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Deadly Gladiator's Frost Wyrm.  May it serve you well."
267,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Furious Gladiator's Frost Wyrm.  May it serve you well."
