ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
41,41,1.5034088,2.4179823,2.5056813,2.5056813,2.5056813,2.5056813,2.5056813
42,42,1.5148481,2.4363806,2.524747,2.524747,2.524747,2.524747,2.524747
43,43,1.5263745,2.4549189,2.5439575,2.5439575,2.5439575,2.5439575,2.5439575
44,44,1.5379885,2.4735982,2.5633144,2.5633144,2.5633144,2.5633144,2.5633144
45,45,1.5496911,2.4924197,2.5828185,2.5828185,2.5828185,2.5828185,2.5828185
46,46,1.6390592,2.6361535,2.7317653,2.7317653,2.7317653,2.7317653,2.7317653
47,47,1.6510295,2.6554058,2.7517157,2.7517157,2.7517157,2.7517157,2.7517157
48,48,1.6630871,2.6747985,2.771812,2.771812,2.771812,2.771812,2.771812
49,49,1.6752329,2.6943328,2.792055,2.792055,2.792055,2.792055,2.792055
50,50,1.6874673,2.71401,2.8124456,2.8124456,2.8124456,2.8124456,2.8124456
51,51,2.023561,3.2545605,3.3726015,3.3726015,3.3726015,3.3726015,3.3726015
52,52,2.0377684,3.2774107,3.3962805,3.3962805,3.3962805,3.3962805,3.3962805
53,53,2.0520756,3.3004215,3.420126,3.420126,3.420126,3.420126,3.420126
54,54,2.066483,3.3235936,3.4441385,3.4441385,3.4441385,3.4441385,3.4441385
55,55,2.080992,3.3469286,3.46832,3.46832,3.46832,3.46832,3.46832
56,56,2.0956025,3.3704274,3.4926708,3.4926708,3.4926708,3.4926708,3.4926708
57,57,2.1097684,3.393211,3.5162807,3.5162807,3.5162807,3.5162807,3.5162807
58,58,2.12403,3.4161484,3.5400503,3.5400503,3.5400503,3.5400503,3.5400503
59,59,2.1383882,3.439241,3.5639803,3.5639803,3.5639803,3.5639803,3.5639803
60,60,2.1528435,3.4624898,3.5880723,3.5880723,3.5880723,3.5880723,3.5880723
61,61,2.1673963,3.4858956,3.612327,3.612327,3.612327,3.612327,3.612327
62,62,2.1820474,3.5094597,3.6367457,3.6367457,3.6367457,3.6367457,3.6367457
63,63,2.1962688,3.5323322,3.6604478,3.6604478,3.6604478,3.6604478,3.6604478
64,64,2.2105827,3.5553539,3.6843047,3.6843047,3.6843047,3.6843047,3.6843047
65,65,2.2249901,3.5785258,3.7083168,3.7083168,3.7083168,3.7083168,3.7083168
66,66,2.2394912,3.6018484,3.7324853,3.7324853,3.7324853,3.7324853,3.7324853
67,67,2.254087,3.625323,3.7568116,3.7568116,3.7568116,3.7568116,3.7568116
68,68,2.269749,3.6505127,3.7829146,3.7829146,3.7829146,3.7829146,3.7829146
69,69,2.2855196,3.6758773,3.809199,3.809199,3.809199,3.809199,3.809199
70,70,2.3013997,3.701418,3.8356664,3.8356664,3.8356664,3.8356664,3.8356664
71,71,2.3173904,3.7271364,3.8623173,3.8623173,3.8623173,3.8623173,3.8623173
72,72,2.3334923,3.7530332,3.8891537,3.8891537,3.8891537,3.8891537,3.8891537
73,73,2.3497057,3.7791102,3.9161763,3.9161763,3.9161763,3.9161763,3.9161763
74,74,2.3677177,3.8080792,3.946196,3.946196,3.946196,3.946196,3.946196
75,75,2.3858676,3.8372705,3.9764462,3.9764462,3.9764462,3.9764462,3.9764462
76,76,2.404157,3.8666856,4.006928,4.006928,4.006928,4.006928,4.006928
77,77,2.4225862,3.896326,4.0376434,4.0376434,4.0376434,4.0376434,4.0376434
78,78,2.4411569,3.9261937,4.0685945,4.0685945,4.0685945,4.0685945,4.0685945
79,79,2.4606967,3.9576206,4.1011615,4.1011615,4.1011615,4.1011615,4.1011615
80,80,2.4803932,3.989299,4.133989,4.133989,4.133989,4.133989,4.133989
81,81,2.5002472,4.021231,4.167079,4.167079,4.167079,4.167079,4.167079
82,82,2.5202603,4.0534186,4.2004337,4.2004337,4.2004337,4.2004337,4.2004337
83,83,2.5404334,4.0858636,4.2340555,4.2340555,4.2340555,4.2340555,4.2340555
84,84,2.5607681,4.118569,4.2679467,4.2679467,4.2679467,4.2679467,4.2679467
85,85,2.5821319,4.152929,4.303553,4.303553,4.303553,4.303553,4.303553
86,86,2.6036737,4.1875753,4.339456,4.339456,4.339456,4.339456,4.339456
87,87,2.6253953,4.222511,4.375659,4.375659,4.375659,4.375659,4.375659
88,88,2.6472983,4.257738,4.4121637,4.4121637,4.4121637,4.4121637,4.4121637
89,89,2.6693838,4.293259,4.448973,4.448973,4.448973,4.448973,4.448973
90,90,2.6925554,4.3305264,4.487592,4.487592,4.487592,4.487592,4.487592
91,91,2.715928,4.368118,4.526547,4.526547,4.526547,4.526547,4.526547
92,92,2.7395036,4.406035,4.5658393,4.5658393,4.5658393,4.5658393,4.5658393
93,93,2.7632837,4.4442816,4.605473,4.605473,4.605473,4.605473,4.605473
94,94,2.7872703,4.48286,4.6454506,4.6454506,4.6454506,4.6454506,4.6454506
95,95,2.8114653,4.5217733,4.6857753,4.6857753,4.6857753,4.6857753,4.6857753
96,96,2.8368182,4.5625496,4.7280307,4.7280307,4.7280307,4.7280307,4.7280307
97,97,2.8624,4.6036935,4.7706666,4.7706666,4.7706666,4.7706666,4.7706666
98,98,2.8882124,4.6452084,4.8136873,4.8136873,4.8136873,4.8136873,4.8136873
99,99,2.9142575,4.6870975,4.8570957,4.8570957,4.8570957,4.8570957,4.8570957
100,100,2.9405375,4.7293644,4.900896,4.900896,4.900896,4.900896,4.900896
101,101,2.9680448,4.7736053,4.946741,4.946741,4.946741,4.946741,4.946741
102,102,2.9958093,4.81826,4.993016,4.993016,4.993016,4.993016,4.993016
103,103,3.0238338,4.8633327,5.039723,5.039723,5.039723,5.039723,5.039723
104,104,3.0521202,4.9088264,5.086867,5.086867,5.086867,5.086867,5.086867
105,105,3.0806713,4.9547462,5.134452,5.134452,5.134452,5.134452,5.134452
106,106,3.1094894,5.0010953,5.1824822,5.1824822,5.1824822,5.1824822,5.1824822
107,107,3.1396227,5.04956,5.2327046,5.2327046,5.2327046,5.2327046,5.2327046
108,108,3.170048,5.098494,5.2834134,5.2834134,5.2834134,5.2834134,5.2834134
109,109,3.2007682,5.147902,5.334614,5.334614,5.334614,5.334614,5.334614
110,110,3.231786,5.197789,5.38631,5.38631,5.38631,5.38631,5.38631
111,111,3.2631047,5.24816,5.4385076,5.4385076,5.4385076,5.4385076,5.4385076
112,112,3.2958221,5.300781,5.4930367,5.4930367,5.4930367,5.4930367,5.4930367
113,113,3.3288677,5.353929,5.548113,5.548113,5.548113,5.548113,5.548113
114,114,3.3622446,5.4076104,5.603741,5.603741,5.603741,5.603741,5.603741
115,115,3.3959563,5.4618297,5.6599274,5.6599274,5.6599274,5.6599274,5.6599274
116,116,3.430006,5.516593,5.7166767,5.7166767,5.7166767,5.7166767,5.7166767
117,117,3.464397,5.571905,5.773995,5.773995,5.773995,5.773995,5.773995
118,118,3.5002942,5.62964,5.8338237,5.8338237,5.8338237,5.8338237,5.8338237
119,119,3.5365634,5.687973,5.8942723,5.8942723,5.8942723,5.8942723,5.8942723
120,120,3.5732086,5.7469106,5.9553475,5.9553475,5.9553475,5.9553475,5.9553475
121,121,3.6102333,5.8064585,6.0170555,6.0170555,6.0170555,6.0170555,6.0170555
122,122,3.6476417,5.866624,6.079403,6.079403,6.079403,6.079403,6.079403
123,123,3.6866589,5.929376,6.144431,6.144431,6.144431,6.144431,6.144431
124,124,3.7260933,5.9927998,6.2101555,6.2101555,6.2101555,6.2101555,6.2101555
125,125,3.7659495,6.056902,6.2765822,6.2765822,6.2765822,6.2765822,6.2765822
126,126,3.806232,6.12169,6.34372,6.34372,6.34372,6.34372,6.34372
127,127,3.8469455,6.1871705,6.411576,6.411576,6.411576,6.411576,6.411576
128,128,3.8880944,6.2533517,6.4801574,6.4801574,6.4801574,6.4801574,6.4801574
129,129,3.930983,6.3223314,6.5516386,6.5516386,6.5516386,6.5516386,6.5516386
130,130,3.974345,6.3920712,6.623908,6.623908,6.623908,6.623908,6.623908
131,131,4.018185,6.462581,6.696975,6.696975,6.696975,6.696975,6.696975
132,132,4.0625086,6.5338683,6.770848,6.770848,6.770848,6.770848,6.770848
133,133,4.1073213,6.605942,6.8455358,6.8455358,6.8455358,6.8455358,6.8455358
134,134,4.1539993,6.6810155,6.923332,6.923332,6.923332,6.923332,6.923332
135,135,4.2012076,6.7569423,7.0020127,7.0020127,7.0020127,7.0020127,7.0020127
136,136,4.2489524,6.8337317,7.0815873,7.0815873,7.0815873,7.0815873,7.0815873
137,137,4.29724,6.9113936,7.162066,7.162066,7.162066,7.162066,7.162066
138,138,4.346076,6.9899387,7.2434597,7.2434597,7.2434597,7.2434597,7.2434597
139,139,4.395467,7.069376,7.325778,7.325778,7.325778,7.325778,7.325778
140,140,4.446884,7.152072,7.4114738,7.4114738,7.4114738,7.4114738,7.4114738
141,141,4.498903,7.235736,7.498172,7.498172,7.498172,7.498172,7.498172
142,142,4.5515304,7.320378,7.5858836,7.5858836,7.5858836,7.5858836,7.5858836
143,143,4.604773,7.40601,7.674622,7.674622,7.674622,7.674622,7.674622
144,144,4.658639,7.4926443,7.764398,7.764398,7.764398,7.764398,7.764398
145,145,4.714685,7.582785,7.857808,7.857808,7.857808,7.857808,7.857808
146,146,4.771405,7.6740103,7.952342,7.952342,7.952342,7.952342,7.952342
147,147,4.828808,7.766333,8.048014,8.048014,8.048014,8.048014,8.048014
148,148,4.8869014,7.8597665,8.144835,8.144835,8.144835,8.144835,8.144835
149,149,4.9456935,7.954324,8.242823,8.242823,8.242823,8.242823,8.242823
150,150,5.005193,8.050019,8.341989,8.341989,8.341989,8.341989,8.341989
151,151,5.0670714,8.14954,8.445119,8.445119,8.445119,8.445119,8.445119
152,152,5.129715,8.250292,8.549525,8.549525,8.549525,8.549525,8.549525
153,153,5.193133,8.352289,8.655222,8.655222,8.655222,8.655222,8.655222
154,154,5.2573347,8.455547,8.762225,8.762225,8.762225,8.762225,8.762225
155,155,5.3223305,8.5600815,8.870551,8.870551,8.870551,8.870551,8.870551
156,156,5.3898954,8.668749,8.983159,8.983159,8.983159,8.983159,8.983159
157,157,5.458318,8.778795,9.097198,9.097198,9.097198,9.097198,9.097198
158,158,5.52761,8.890239,9.212683,9.212683,9.212683,9.212683,9.212683
159,159,5.5977807,9.003098,9.329635,9.329635,9.329635,9.329635,9.329635
160,160,5.6688423,9.117389,9.448071,9.448071,9.448071,9.448071,9.448071
161,161,5.7408066,9.23313,9.56801,9.56801,9.56801,9.56801,9.56801
162,162,5.8155856,9.3534,9.692643,9.692643,9.692643,9.692643,9.692643
163,163,5.8913393,9.475238,9.818899,9.818899,9.818899,9.818899,9.818899
164,164,5.9680796,9.598661,9.946799,9.946799,9.946799,9.946799,9.946799
165,165,6.0458193,9.723693,10.076365,10.076365,10.076365,10.076365,10.076365
166,166,6.124572,9.850353,10.20762,10.20762,10.20762,10.20762,10.20762
167,167,6.206376,9.981922,10.343961,10.343961,10.343961,10.343961,10.343961
168,168,6.2892733,10.115248,10.482122,10.482122,10.482122,10.482122,10.482122
169,169,6.3732777,10.250355,10.622129,10.622129,10.622129,10.622129,10.622129
170,170,6.458404,10.387266,10.764007,10.764007,10.764007,10.764007,10.764007
171,171,6.5446672,10.526007,10.907779,10.907779,10.907779,10.907779,10.907779
172,172,6.6320825,10.666599,11.053472,11.053472,11.053472,11.053472,11.053472
173,173,6.7228565,10.812594,11.204761,11.204761,11.204761,11.204761,11.204761
174,174,6.8148727,10.960588,11.358121,11.358121,11.358121,11.358121,11.358121
175,175,6.9081483,11.110605,11.513581,11.513581,11.513581,11.513581,11.513581
176,176,7.002701,11.262677,11.671168,11.671168,11.671168,11.671168,11.671168
177,177,7.0985475,11.41683,11.830913,11.830913,11.830913,11.830913,11.830913
178,178,7.198047,11.576859,11.996745,11.996745,11.996745,11.996745,11.996745
179,179,7.2989416,11.739131,12.164903,12.164903,12.164903,12.164903,12.164903
180,180,7.4012504,11.903678,12.335418,12.335418,12.335418,12.335418,12.335418
181,181,7.5049934,12.070531,12.508322,12.508322,12.508322,12.508322,12.508322
182,182,7.6101904,12.239722,12.68365,12.68365,12.68365,12.68365,12.68365
183,183,7.7726493,12.501011,12.954415,12.954415,12.954415,12.954415,12.954415
184,184,7.8841577,12.680354,13.140263,13.140263,13.140263,13.140263,13.140263
185,185,7.9972663,12.862269,13.328777,13.328777,13.328777,13.328777,13.328777
186,186,8.111998,13.046796,13.519996,13.519996,13.519996,13.519996,13.519996
187,187,8.2283745,13.233969,13.713957,13.713957,13.713957,13.713957,13.713957
188,188,8.346421,13.423827,13.910702,13.910702,13.910702,13.910702,13.910702
189,189,8.468906,13.620824,14.114843,14.114843,14.114843,14.114843,14.114843
190,190,8.593188,13.820712,14.321981,14.321981,14.321981,14.321981,14.321981
191,191,8.7192955,14.023533,14.532159,14.532159,14.532159,14.532159,14.532159
192,192,8.847253,14.229331,14.74542,14.74542,14.74542,14.74542,14.74542
193,193,8.977087,14.438148,14.961812,14.961812,14.961812,14.961812,14.961812
194,194,9.111775,14.654773,15.186293,15.186293,15.186293,15.186293,15.186293
195,195,9.248485,14.874646,15.414142,15.414142,15.414142,15.414142,15.414142
196,196,9.387245,15.097819,15.645409,15.645409,15.645409,15.645409,15.645409
197,197,9.528088,15.324341,15.880146,15.880146,15.880146,15.880146,15.880146
198,198,9.671042,15.55426,16.118404,16.118404,16.118404,16.118404,16.118404
199,199,9.816143,15.78763,16.360239,16.360239,16.360239,16.360239,16.360239
200,200,9.9666395,16.029678,16.611065,16.611065,16.611065,16.611065,16.611065
201,201,10.119443,16.275436,16.865738,16.865738,16.865738,16.865738,16.865738
202,202,10.274589,16.524963,17.124315,17.124315,17.124315,17.124315,17.124315
203,203,10.432114,16.778316,17.386856,17.386856,17.386856,17.386856,17.386856
204,204,10.592053,17.035553,17.653423,17.653423,17.653423,17.653423,17.653423
205,205,10.757914,17.30231,17.929857,17.929857,17.929857,17.929857,17.929857
206,206,10.926372,17.573248,18.210619,18.210619,18.210619,18.210619,18.210619
207,207,11.097467,17.848427,18.495779,18.495779,18.495779,18.495779,18.495779
208,208,11.271242,18.127914,18.785402,18.785402,18.785402,18.785402,18.785402
209,209,11.447738,18.411777,19.079563,19.079563,19.079563,19.079563,19.079563
210,210,11.626997,18.700087,19.378328,19.378328,19.378328,19.378328,19.378328
211,211,11.812865,18.999025,19.688108,19.688108,19.688108,19.688108,19.688108
212,212,12.001705,19.302742,20.002842,20.002842,20.002842,20.002842,20.002842
213,213,12.193563,19.611315,20.322605,20.322605,20.322605,20.322605,20.322605
214,214,12.388489,19.92482,20.64748,20.64748,20.64748,20.64748,20.64748
215,215,12.58653,20.243336,20.97755,20.97755,20.97755,20.97755,20.97755
216,216,12.791847,20.573553,21.319744,21.319744,21.319744,21.319744,21.319744
217,217,13.000513,20.909159,21.66752,21.66752,21.66752,21.66752,21.66752
218,218,13.212583,21.250237,22.020971,22.020971,22.020971,22.020971,22.020971
219,219,13.428112,21.59688,22.380186,22.380186,22.380186,22.380186,22.380186
220,220,13.647157,21.949177,22.745262,22.745262,22.745262,22.745262,22.745262
221,221,13.869775,22.307222,23.116293,23.116293,23.116293,23.116293,23.116293
222,222,14.100547,22.67838,23.500912,23.500912,23.500912,23.500912,23.500912
223,223,14.335158,23.055714,23.89193,23.89193,23.89193,23.89193,23.89193
224,224,14.573673,23.439323,24.289455,24.289455,24.289455,24.289455,24.289455
225,225,14.816156,23.829319,24.693594,24.693594,24.693594,24.693594,24.693594
226,226,15.062675,24.225801,25.104458,25.104458,25.104458,25.104458,25.104458
227,227,15.318198,24.636768,25.53033,25.53033,25.53033,25.53033,25.53033
228,228,15.578056,25.054707,25.963427,25.963427,25.963427,25.963427,25.963427
229,229,15.842322,25.479736,26.403872,26.403872,26.403872,26.403872,26.403872
230,230,16.111073,25.911974,26.851786,26.851786,26.851786,26.851786,26.851786
231,231,16.38438,26.351545,27.3073,27.3073,27.3073,27.3073,27.3073
232,232,16.662325,26.798573,27.770542,27.770542,27.770542,27.770542,27.770542
233,233,16.950401,27.261896,28.25067,28.25067,28.25067,28.25067,28.25067
234,234,17.24346,27.73323,28.7391,28.7391,28.7391,28.7391,28.7391
235,235,17.541584,28.212713,29.235973,29.235973,29.235973,29.235973,29.235973
236,236,17.844862,28.700487,29.741436,29.741436,29.741436,29.741436,29.741436
237,237,18.153383,29.196692,30.25564,30.25564,30.25564,30.25564,30.25564
238,238,18.473133,29.710955,30.788555,30.788555,30.788555,30.788555,30.788555
239,239,18.798513,30.234276,31.330856,31.330856,31.330856,31.330856,31.330856
240,240,19.129625,30.766815,31.88271,31.88271,31.88271,31.88271,31.88271
241,241,19.46657,31.308733,32.444283,32.444283,32.444283,32.444283,32.444283
242,242,19.809448,31.860197,33.015747,33.015747,33.015747,33.015747,33.015747
243,243,20.158367,32.421375,33.59728,33.59728,33.59728,33.59728,33.59728
244,244,20.519966,33.002945,34.199944,34.199944,34.199944,34.199944,34.199944
245,245,20.88805,33.594948,34.81342,34.81342,34.81342,34.81342,34.81342
246,246,21.26274,34.19757,35.437897,35.437897,35.437897,35.437897,35.437897
247,247,21.644148,34.811005,36.073578,36.073578,36.073578,36.073578,36.073578
248,248,22.032398,35.43544,36.72066,36.72066,36.72066,36.72066,36.72066
249,249,22.434744,36.082546,37.39124,37.39124,37.39124,37.39124,37.39124
250,250,22.844439,36.74147,38.074062,38.074062,38.074062,38.074062,38.074062
251,251,23.261614,37.41243,38.769356,38.769356,38.769356,38.769356,38.769356
252,252,23.686409,38.09564,39.47735,39.47735,39.47735,39.47735,39.47735
253,253,24.11896,38.79133,40.198265,40.198265,40.198265,40.198265,40.198265
254,254,24.55941,39.499718,40.93235,40.93235,40.93235,40.93235,40.93235
255,255,25.015842,40.233814,41.693073,41.693073,41.693073,41.693073,41.693073
256,256,25.480759,40.981552,42.46793,42.46793,42.46793,42.46793,42.46793
257,257,25.954313,41.743187,43.25719,43.25719,43.25719,43.25719,43.25719
258,258,26.43667,42.51898,44.061115,44.061115,44.061115,44.061115,44.061115
259,259,26.92799,43.309185,44.879986,44.879986,44.879986,44.879986,44.879986
260,260,27.437134,44.12806,45.728558,45.728558,45.728558,45.728558,45.728558
261,261,27.955904,44.962414,46.593174,46.593174,46.593174,46.593174,46.593174
262,262,28.484484,45.812546,47.47414,47.47414,47.47414,47.47414,47.47414
263,263,29.023058,46.67875,48.37176,48.37176,48.37176,48.37176,48.37176
264,264,29.571814,47.561333,49.286358,49.286358,49.286358,49.286358,49.286358
265,265,30.130945,48.460606,50.218243,50.218243,50.218243,50.218243,50.218243
266,266,30.710361,49.392498,51.183937,51.183937,51.183937,51.183937,51.183937
267,267,31.300919,50.34231,52.168198,52.168198,52.168198,52.168198,52.168198
268,268,31.902832,51.31039,53.171387,53.171387,53.171387,53.171387,53.171387
269,269,32.516323,52.297085,54.19387,54.19387,54.19387,54.19387,54.19387
270,270,33.14161,53.302753,55.23601,55.23601,55.23601,55.23601,55.23601
271,271,33.789585,54.344913,56.315975,56.315975,56.315975,56.315975,56.315975
272,272,34.45023,55.407455,57.417053,57.417053,57.417053,57.417053,57.417053
273,273,35.123795,56.49077,58.539658,58.539658,58.539658,58.539658,58.539658
274,274,35.810528,57.595264,59.68421,59.68421,59.68421,59.68421,59.68421
275,275,36.510685,58.72135,60.851143,60.851143,60.851143,60.851143,60.851143
276,276,37.224533,59.869457,62.04089,62.04089,62.04089,62.04089,62.04089
277,277,37.964302,61.059254,63.273838,63.273838,63.273838,63.273838,63.273838
278,278,38.718773,62.272694,64.53129,64.53129,64.53129,64.53129,64.53129
279,279,39.48824,63.51025,65.81373,65.81373,65.81373,65.81373,65.81373
280,280,40.272995,64.7724,67.12166,67.12166,67.12166,67.12166,67.12166
281,281,41.07335,66.05963,68.45558,68.45558,68.45558,68.45558,68.45558
282,282,41.902786,67.39365,69.83798,69.83798,69.83798,69.83798,69.83798
283,283,42.748978,68.75461,71.2483,71.2483,71.2483,71.2483,71.2483
284,284,43.612255,70.14304,72.68709,72.68709,72.68709,72.68709,72.68709
285,285,44.492966,71.55952,74.154945,74.154945,74.154945,74.154945,74.154945
286,286,45.39146,73.0046,75.652435,75.652435,75.652435,75.652435,75.652435
287,287,46.3081,74.47887,77.18017,77.18017,77.18017,77.18017,77.18017
288,288,47.015354,75.61636,78.358925,78.358925,78.358925,78.358925,78.358925
289,289,47.73341,76.77123,79.55568,79.55568,79.55568,79.55568,79.55568
290,290,48.46243,77.94374,80.77071,80.77071,80.77071,80.77071,80.77071
291,291,49.202583,79.134155,82.00431,82.00431,82.00431,82.00431,82.00431
292,292,49.954044,80.34275,83.25674,83.25674,83.25674,83.25674,83.25674
293,293,50.46439,81.16356,84.107315,84.107315,84.107315,84.107315,84.107315
294,294,50.979954,81.99276,84.96658,84.96658,84.96658,84.96658,84.96658
295,295,51.500782,82.83042,85.83463,85.83463,85.83463,85.83463,85.83463
296,296,52.02693,83.67664,86.71155,86.71155,86.71155,86.71155,86.71155
297,297,52.558456,84.53152,87.59743,87.59743,87.59743,87.59743,87.59743
298,298,53.09541,85.39512,88.49235,88.49235,88.49235,88.49235,88.49235
299,299,53.63785,86.26754,89.396416,89.396416,89.396416,89.396416,89.396416
300,300,54.185833,87.14888,90.30972,90.30972,90.30972,90.30972,90.30972
301,301,54.739414,88.03922,91.23235,91.23235,91.23235,91.23235,91.23235
302,302,55.29865,88.93866,92.16441,92.16441,92.16441,92.16441,92.16441
303,303,55.8636,89.84729,93.106,93.106,93.106,93.106,93.106
304,304,56.434322,90.7652,94.057205,94.057205,94.057205,94.057205,94.057205
305,305,57.01087,91.69249,95.01812,95.01812,95.01812,95.01812,95.01812
306,306,57.593315,92.62925,95.98886,95.98886,95.98886,95.98886,95.98886
307,307,58.18171,93.575584,96.96951,96.96951,96.96951,96.96951,96.96951
308,308,58.77611,94.53158,97.96019,97.96019,97.96019,97.96019,97.96019
309,309,59.37659,95.497345,98.96098,98.96098,98.96098,98.96098,98.96098
310,310,59.9832,96.472984,99.972,99.972,99.972,99.972,99.972
311,311,60.59601,97.45858,100.99335,100.99335,100.99335,100.99335,100.99335
312,312,61.21508,98.454254,102.02513,102.02513,102.02513,102.02513,102.02513
313,313,61.840473,99.46009,103.06745,103.06745,103.06745,103.06745,103.06745
314,314,62.472256,100.47621,104.12043,104.12043,104.12043,104.12043,104.12043
315,315,63.110493,101.50271,105.18416,105.18416,105.18416,105.18416,105.18416
316,316,63.755253,102.5397,106.25875,106.25875,106.25875,106.25875,106.25875
317,317,64.4066,103.58728,107.34433,107.34433,107.34433,107.34433,107.34433
318,318,65.0646,104.64556,108.44099,108.44099,108.44099,108.44099,108.44099
319,319,65.72932,105.71465,109.54887,109.54887,109.54887,109.54887,109.54887
320,320,66.40083,106.79467,110.66805,110.66805,110.66805,110.66805,110.66805
321,321,67.07921,107.88572,111.79868,111.79868,111.79868,111.79868,111.79868
322,322,67.76451,108.98792,112.94085,112.94085,112.94085,112.94085,112.94085
323,323,68.45682,110.10138,114.09469,114.09469,114.09469,114.09469,114.09469
324,324,69.15619,111.22621,115.26032,115.26032,115.26032,115.26032,115.26032
325,325,69.86272,112.36253,116.43786,116.43786,116.43786,116.43786,116.43786
326,326,70.576454,113.51047,117.62743,117.62743,117.62743,117.62743,117.62743
327,327,71.29749,114.67013,118.82915,118.82915,118.82915,118.82915,118.82915
328,328,72.02589,115.84164,120.04315,120.04315,120.04315,120.04315,120.04315
329,329,72.76173,117.02512,121.26955,121.26955,121.26955,121.26955,121.26955
330,330,73.50509,118.22069,122.50848,122.50848,122.50848,122.50848,122.50848
331,331,74.25604,119.42847,123.76007,123.76007,123.76007,123.76007,123.76007
332,332,75.01466,120.64859,125.02444,125.02444,125.02444,125.02444,125.02444
333,333,75.781044,121.88117,126.30173,126.30173,126.30173,126.30173,126.30173
334,334,76.555244,123.12636,127.59208,127.59208,127.59208,127.59208,127.59208
335,335,77.337364,124.38425,128.8956,128.8956,128.8956,128.8956,128.8956
336,336,78.127464,125.65501,130.21245,130.21245,130.21245,130.21245,130.21245
337,337,78.59208,126.40227,130.9868,130.9868,130.9868,130.9868,130.9868
