ID,Name_lang
1358,The Beast's Chamber
1359,Haunted Locus
1360,Blackrock Depths Arena
1361,[PH] Crystal Corpse
1362,Icebellow Anvil
1363,Eversong Runestone
1364,Consecrated Earth
1365,Midsummer Bonfire
1366,Maypole
1367,Altar of Aggonar
1368,Bones of Aggonar
1369,School of Red Snapper
1370,Krun Spinebreaker's Corpse
1371,Thalanaar Moonwell
1372,Concealed Control Panel
1373,Altar of Naias
1374,Discreet Location
1375,Rune of Summoning
1376,Fel Brazier
1377,you to be in Traitor's Cove while the Naga Flag is up.
1378,Sedai's Corpse
1379,Nazzivus Monument
1380,Impact Site Crystal
1381,Altered Bloodmyst Crystal
1382,Axxarien Crystal
1383,the southern end of the Master's Terrace
1384,Medivh's Telescope
1385,Alonsus Chapel Eternal Flame
1386,Bloodmyst Waterfall
1387,Steam Pump Controls
1388,Windyreed Hut
1389,Earthen Brand
1390,Underground Water Source
1391,Boha'mu Ruins Stairs
1392,Daggerfen Rock
1393,Burning Blade pyre in the Burning Blade Ruins.
1394,Ysiel's Balcony
1395,Blazing Warmaul Pyre
1396,Veil Shalas Totem
1397,Trampled Skeleton
1398,Alliance Cannon
1399,Horde Blade Thrower
1400,Legion Antenna
1401,Scorched Grove Runestone
1402,Bookcase
1403,Weapon Rack
1404,Dresser
1405,Footlocker
1406,Ruined Alliance Siege Tower
1407,Uncontrolled Scrap Reaver X6000
1408,Kirin'Var Rune
1409,Archmage Vargoth's Orb
1410,Elrendar Falls
1411,Dragon Skeleton
1412,Ethereal Teleport Pad
1413,Arklon Brazier
1414,Void Stone
1415,Manaforge B'naar Pipe
1416,Draenei Banner
1417,Earthbinder's Circle
1418,Salhadaar's Power Conduit
1419,Socrethar's Teleporter
1420,Eco-Dome Sutheron Generator
1421,you to be closer to Manaforge Ultris
1422,Northmaul Tower
1423,Altar of Shadows
1424,Shadowmoon Tuber Mound
1425,Rokgah Bloodgrip
1426,Mana Loom
1427,Ancient Draenei Altar
1428,Ogre Building Entrance
1429,Blade's Edge Arakkoa Circle
1430,Lashh'an Spell Circle
1431,Vekh'nir Circle of Power
1432,you to be at the end of the bridge.
1433,Torgos's Bane
1434,Vekh'nir Spell Circle
1435,you to be standing next to Gul'dan at the Altar of Damnation.
1436,Legion Hold Teleporter
1437,Ruuan'ok Oracle Circle
1438,Legion Communication Device
1439,Foreman Razelcraz
1440,Portal at Marshlight Lake
1441,Blade's Edge - Quest - Bird Spying
1442,Malukaz's Candles
1443,Bleeding Hollow Forge
1444,Marmot Den
1445,Gehenna Teleporter
1446,Force Commander Gorax's Corpse
1447,Zeth'Gor Tower
1448,Unguarded Summoning Site
1449,Locked Wyvern Cage
1450,Gorgrom's Corpse
1451,Death's Door Fel Cannon
1452,Writhing Mound Summoning Circle
1453,Altar of Goc and that Goc has not been summoned
1454,The Raven's Claw
1455,Arakkoa Shrine
1456,Soulgrinder's Altar
1457,Shartuul's Transporter Platform
1458,Shipwreck Debris
1459,Blackhoof Village Windmill
1460,Grimtotem Tent
1461,Hyal Family Monument
1462,Burning Troll Hut
1463,Entrance to Onyxia's Lair
1464,Swamplight Manor Dock
1465,The Wyrmcaller's Platform
1466,Shattered Strand Cannon
1467,cannon on northern Alliance wall.
1468,The Thane's Pyre
1469,Frozen Waterfall
1470,proximity to plaguehound cages at Vengeance Landing.
1471,Standing at the Booth Counter
1472,Cauldron of Vrykul Blood.
1473,Harris's Plague Samples.
1474,you to be closer to plaguehound cages.
1475,Broken Tablet
1476,Sunken Boat
1477,Center of Baleheim
1478,Brewfest - Mug Request
1479,Walt's Transport Rune
1480,Iron Dwarf Transport Rune
1481,Ley Lines of Quel'Danas
1482,Razorthorn Dirt Mound
1483,Crystal Ward
1484,Legion Teleporter
1485,Hauthaa's Anvil
1486,Vrykul Burial Mound
1487,Westrift Seismic Anomaly
1488,JSB - Reuse post 2.4.0
1489,Nerub'ar Sinkhole
1490,Snarlfang's Totem
1491,En'kilah Cauldron
1492,you to be at or near the front of a Kvaldir ship.
1493,you to be standing at the end of Warsong Jetty.
1494,Imprisoned Beryl Sorcerer
1495,Beryl Force Shield
1496,Den of Dying Plague Cauldron
1497,South Sinkhole
1498,"you to be at the crossroads, east of Warsong Hold with an Alliance Deserter in tow."
1499,you to be standing next to Bloodmage Laurith at the Bloodspore Plains.
1500,Shattered Sun Portal
1501,Shattered Sun Portal
1502,Crashed Flying Machine
1503,Geyser Fields Steam Vent
1504,Nexus Dimensional Rift
1505,Farshire Grain
1506,Saragosa's Landing
1507,proximity to a Scourge sinkhole.
1508,Northwest Nexus Entrance
1509,Drakuru's Brazier
1510,East End of Thor Modan Tunnel
1511,Tua'kea's Fishing Hook
1512,Toalu'u's Brazier
1513,Fizzcrank Practice Parachute Zone
1514,Fizzcrank Paratrooper Teleporter
1515,Ley Line Focus on the Beach
1516,Ley Line Focus in the Lothalor Woodlands
1517,Ley Line Focus Under the Lake
1518,Drakil'jin Gongs
1519,Marked Coldwind Tree
1520,Center of the pit under the Surge Needle
1521,depths below Vordrassil's remains.
1522,depths below Vordrassil's Limb.
1523,depths below Vordrassil's Tears.
1524,Hansel Bauer
1525,Grom'thar's Challenging Area
1526,Wintergarde Gryphon Station
1527,New Hearthglen Lumbermill
1528,Vordrassil's Sapling
1529,Basecamp
1530,Obsidian Dragonshrine Exit Path
1531,you to be standing next to Siege Engineer Quarterflash.
1532,Necromantic Rune
1533,you to be standing at one of the entrance points to Wintergarde Mine.
1534,School of Northern Salmon
1535,you to be standing in the center of the ruins at the Forgotten Shore.
1536,you to be at the front of the Wintergarde Mausoleum.
1537,Ruuna's Crystal Ball
1538,Squire Percy
1539,that you be closer to Alystros the Verdant Keeper
1540,Frostmourne Altar
1541,that you be on the sands of the Bronze Dragonshrine
1542,Vrykul Hawk Roost
1543,Scourged Mummy Fire
1544,Drakkari Ritual Statue
1545,Finklestein's Cauldron
1546,Mistwhisper Weather Shrine
1547,Offering Bowl
1548,Drakkari Pedestal
1549,Fallen Log
1550,Ancient Dirt Mound
1551,Nerubian Crater
1552,Runeforge
1553,Landing Pad
1554,Scourgewagon
1555,Quetz'lun's Corpse and that the Prophet of Quetz'lun be present and unengaged
1556,Altar of Kartak
1557,Great Lightning Stone
1558,Warlord Zol'Maz present and unengaged in combat.
1559,Top of the Suntouched Pillar
1560,Convocation Summoning Circle
1561,Soaked Fertile Dirt
1562,Top of Sholazar Pillar
1563,Top of the Glimmering Pillar
1564,Exposed Lifeblood Pillar Crystal
1565,Uzo Deathcaller
1566,Archbishop Landgren's corpse and Lord-Commander Arete not be present
1567,School of Tasty Reef Fish
1568,Magmawyrm Resurrection Chamber
1569,Frostgut's Altar
1570,Garm Teleporter
1571,Thane Ufrang the Mighty present and seated
1572,Northern Ice Spike
1573,Icy Crater
1574,Vanguard Infirmary
1575,Snowdrift
1576,the Broodmother's Nest
1577,K3 Landing
1578,Thane Illskar be present and that he and his champions not be engaged in battle
1579,Pile of Crusader Skulls
1580,Malykriss Furnace
1581,Ahn'kahet Brazier
1582,Sanctum of Reanimation Slab
1583,Dalaran Fountain
1584,Ymirheim Peak Skulls
1585,Mord'rethar Plague Cauldron
1586,Grimkor's Orb
1587,Cultists' Cauldron
1588,Alumeth's Soulstone
1589,you to be near a Lexicon of Power
1590,Smoldering Scrap
1591,Altar of the Ebon Depths
1592,Corpse of the Fallen Worg
1596,Unlit Signal Fire
1597,Drak'Mar Offering Ring
1599,Tournament Stables
1601,Black Knight's Gryphon
1602,Stone Block
1613,Ghostly Cooking Fire
1618,Mysterious Snow Mound
1620,Mistcaller's Cave
1621,Tualiq Monuments
1622,the deck of Bor's Fury
1636,Forgemaster's Anvil
1639,Crown Supply Camp
1641,Sunwell
1650,Chemical Wagon
