ID,DifficultyID,SpellVisualID,Probability,Flags2,Priority,SpellIconFileID,ActiveIconFileID,ViewerUnitConditionID,ViewerPlayerConditionID,CasterUnitConditionID,CasterPlayerConditionID,SpellID
46,0,3881,1,0,0,0,0,0,0,0,0,6501
47,0,246,1,0,0,0,0,0,0,0,0,6507
48,0,180,1,0,0,0,0,0,0,0,0,6509
49,0,633,1,0,0,0,0,0,0,0,0,6512
50,0,147,1,0,0,0,0,0,0,0,0,6513
51,0,395,1,0,0,0,0,0,0,0,0,6517
52,0,395,1,0,0,0,0,0,0,0,0,6518
53,0,1168,1,0,0,0,0,0,0,0,0,6521
54,0,858,1,0,0,0,0,0,0,0,0,6524
55,0,180,1,0,0,0,0,0,0,0,0,6527
56,0,340,1,0,0,0,0,0,0,0,0,6528
57,0,180,1,0,0,0,0,0,0,0,0,6529
58,0,70,1,0,0,0,0,0,0,0,0,6530
59,0,341,1,0,0,0,0,0,0,0,0,6531
60,0,683,1,0,0,0,0,0,0,0,0,6533
61,0,986,1,0,0,0,0,0,0,0,0,6535
62,0,274,1,0,0,0,0,0,0,0,0,6537
64,0,1185,1,0,0,0,0,0,0,0,0,8832
65,0,1186,1,0,0,0,0,0,0,0,0,8834
66,0,7967,1,0,0,0,0,0,0,0,0,8852
67,0,74,1,0,0,0,0,0,0,0,0,8853
68,0,1203,1,0,0,0,0,0,0,0,0,8854
69,0,1205,1,0,0,0,0,0,0,0,0,8855
70,0,1204,1,0,0,0,0,0,0,0,0,8856
71,0,13425,1,0,0,0,0,0,0,0,0,8858
73,0,3119,1,0,0,0,0,0,0,0,0,8873
75,0,390,1,0,0,0,0,0,0,0,0,3569
76,0,91,1,0,0,0,0,0,0,0,104397,3570
77,0,107,1,0,0,0,0,0,0,0,0,3571
78,0,774,1,0,0,0,0,0,0,0,0,3574
79,0,107,1,0,0,0,0,0,0,0,0,3578
80,0,19,1,0,0,0,0,0,0,0,0,3583
81,0,846,1,0,0,0,0,0,0,0,0,3584
82,0,749,1,0,0,0,0,0,0,0,0,3585
83,0,846,1,0,0,0,0,0,0,0,0,3586
84,0,749,1,0,0,0,0,0,0,0,0,3587
85,0,798,1,0,0,0,0,0,0,0,0,3589
86,0,101,1,0,0,0,0,0,0,0,0,3591
87,0,147,1,0,0,0,0,0,0,0,0,3592
88,0,147,1,0,0,0,0,0,0,0,0,3593
89,0,215,1,0,0,0,0,0,0,0,0,3594
90,0,215,1,0,0,0,0,0,0,0,0,3595
91,0,39724,1,0,0,0,0,0,0,0,0,3599
92,0,39735,1,0,0,0,0,0,0,0,0,3600
93,0,46,1,0,0,0,0,0,0,0,0,3602
94,0,39,1,0,0,0,0,0,0,0,0,3603
95,0,842,1,0,0,0,0,0,0,0,0,3604
96,0,286,1,0,0,0,0,0,0,0,0,3605
97,0,34263,1,0,0,0,0,0,0,0,0,3606
98,0,64,1,0,0,0,0,0,0,0,0,3607
99,0,4000,1,0,0,0,0,0,0,0,0,3609
100,0,64,1,0,0,0,0,0,0,0,0,3611
101,0,763,1,0,0,0,0,0,0,0,0,3615
102,0,87,1,0,0,0,0,0,0,0,0,3618
103,0,814,1,0,0,0,0,0,0,0,0,3631
104,0,861,1,0,0,0,0,0,0,0,0,3635
105,0,1144,1,0,0,0,0,0,0,0,0,3636
106,0,44,1,0,0,0,0,0,0,0,0,3637
107,0,44,1,0,0,0,0,0,0,0,0,3639
108,0,407,1,0,0,0,0,0,0,0,0,3644
109,0,72,1,0,0,0,0,0,0,0,0,3648
110,0,776,1,0,0,0,0,0,0,0,0,3650
111,0,154,1,0,0,0,0,0,0,0,0,3651
112,0,125,1,0,0,0,0,0,0,0,0,3652
113,0,2046,1,0,0,0,0,0,0,0,0,3655
114,0,74,1,0,0,0,0,0,0,0,0,3657
115,0,2046,1,0,0,0,0,0,0,0,0,3658
116,0,13,1,0,0,0,0,0,0,0,0,3659
117,0,157,1,0,0,0,0,0,0,0,0,3660
120,0,104,1,0,0,0,0,0,0,0,0,3670
121,0,796,1,0,0,0,0,0,0,0,0,3671
122,0,148,1,0,0,0,0,0,0,0,0,4054
123,0,353,1,0,0,0,0,0,0,0,0,4055
124,0,676,1,0,0,0,0,0,0,0,0,4056
125,0,333,1,0,0,0,0,0,0,0,0,4057
126,0,56,1,0,0,0,0,0,0,0,0,4058
127,0,9399,1,0,0,0,0,0,0,0,0,4060
128,0,148,1,0,0,0,0,0,0,0,0,4061
129,0,148,1,0,0,0,0,0,0,0,0,4062
130,0,797,1,0,0,0,0,0,0,0,0,4063
131,0,3819,1,0,0,0,0,0,0,0,0,4064
132,0,3819,1,0,0,0,0,0,0,0,0,4065
133,0,3819,1,0,0,0,0,0,0,0,0,4066
134,0,3819,1,0,0,0,0,0,0,0,0,4067
135,0,3819,1,0,0,0,0,0,0,0,0,4068
136,0,3819,1,0,0,0,0,0,0,0,0,4069
137,0,39814,1,0,0,0,0,0,0,0,0,370
138,0,39861,1,0,0,0,0,0,0,0,0,379
140,0,39165,1,0,0,0,0,0,0,0,0,408
142,0,263,1,0,0,0,0,0,0,0,0,427
143,0,263,1,0,0,0,0,0,0,0,0,428
144,0,101,1,0,0,0,0,0,0,0,0,430
145,0,101,1,0,0,0,0,0,0,0,0,431
146,0,101,1,0,0,0,0,0,0,0,0,432
147,0,51,1,0,0,0,0,0,0,0,0,433
148,0,51,1,0,0,0,0,0,0,0,0,434
149,0,51,1,0,0,0,0,0,0,0,0,435
150,0,147,1,0,0,0,0,0,0,0,0,436
151,0,147,1,0,0,0,0,0,0,0,0,437
152,0,147,1,0,0,0,0,0,0,0,0,438
153,0,147,1,0,0,0,0,0,0,0,0,439
154,0,147,1,0,0,0,0,0,0,0,0,440
155,0,147,1,0,0,0,0,0,0,0,0,441
156,0,263,1,0,0,0,0,0,0,0,0,442
157,0,263,1,0,0,0,0,0,0,0,0,443
158,0,263,1,0,0,0,0,0,0,0,0,444
159,0,263,1,0,0,0,0,0,0,0,0,445
160,0,263,1,0,0,0,0,0,0,0,0,446
161,0,263,1,0,0,0,0,0,0,0,0,447
162,0,104080,1,0,0,0,0,0,0,0,0,453
165,0,1703,1,0,0,0,0,0,0,0,0,458
166,0,1709,1,0,0,0,0,0,0,0,0,459
169,0,103909,1,0,0,0,0,0,0,0,0,465
170,0,18751,1,0,0,0,0,0,0,0,0,467
171,0,1703,1,0,0,0,0,0,0,0,0,468
173,0,1703,1,0,0,0,0,0,0,0,0,470
174,0,1703,1,0,0,0,0,0,0,0,0,471
175,0,1703,1,0,0,0,0,0,0,0,0,472
177,0,38620,1,0,0,0,0,0,0,0,0,475
178,0,222,1,0,0,0,0,0,0,0,0,483
181,0,8971,1,0,0,0,0,0,0,0,0,5134
182,0,183,1,0,0,0,0,0,0,0,0,5137
184,0,148,1,0,0,0,0,0,0,0,0,5140
185,0,148,1,0,0,0,0,0,0,0,0,5141
186,0,65616,1,0,0,0,0,0,0,0,0,5143
187,0,380,1,0,0,0,0,0,0,0,0,5159
188,0,215,1,0,0,0,0,0,0,0,0,5161
189,0,206,1,0,0,0,0,0,0,0,0,5162
190,0,522,1,0,0,0,0,0,0,0,0,5164
192,0,104,1,0,0,0,0,0,0,0,0,5166
194,0,39171,1,0,0,0,0,0,0,0,0,5171
195,0,147,1,0,0,0,0,0,0,0,0,5174
196,0,61928,1,0,0,0,0,0,0,0,0,5176
200,0,180,1,0,0,0,0,0,0,0,0,5206
201,0,731,1,0,0,0,0,0,0,0,0,5208
203,0,61968,1,0,1,0,0,0,0,0,38043,5211
204,0,380,1,0,0,0,0,0,0,0,0,5213
205,0,38285,1,0,0,0,0,0,0,0,0,5215
206,0,57304,1,0,0,0,0,0,0,0,0,5217
207,0,727,1,0,0,0,0,0,0,0,0,5219
208,0,47,1,0,0,0,0,0,0,0,0,5220
209,0,246,1,0,0,0,0,0,0,0,0,9128
210,0,148,1,0,0,0,0,0,0,0,0,9143
211,0,4439,1,0,0,0,0,0,0,0,0,9145
212,0,4439,1,0,0,0,0,0,0,0,0,9146
213,0,4439,1,0,0,0,0,0,0,0,0,9147
214,0,4439,1,0,0,0,0,0,0,0,0,9148
215,0,4439,1,0,0,0,0,0,0,0,0,9149
216,0,1383,1,0,0,0,0,0,0,0,0,9156
217,0,1384,1,0,0,0,0,0,0,0,0,9157
218,0,1445,1,0,0,0,0,0,0,0,0,9159
219,0,135,1,0,0,0,0,0,0,0,0,9163
220,0,353,1,0,0,0,0,0,0,0,0,9172
221,0,248,1,0,0,0,0,0,0,0,0,9174
222,0,1403,1,0,0,0,0,0,0,0,0,9176
225,0,1404,1,0,0,0,0,0,0,0,0,9179
226,0,1464,1,0,0,0,0,0,0,0,0,9192
229,0,4439,1,0,0,0,0,0,0,0,0,9195
230,0,4439,1,0,0,0,0,0,0,0,0,9196
231,0,4439,1,0,0,0,0,0,0,0,0,9197
232,0,4439,1,0,0,0,0,0,0,0,0,9198
234,0,563,1,0,0,0,0,0,0,0,0,9200
235,0,4439,1,0,0,0,0,0,0,0,0,9201
236,0,4439,1,0,0,0,0,0,0,0,0,9202
237,0,4439,1,0,0,0,0,0,0,0,0,9206
238,0,4439,1,0,0,0,0,0,0,0,0,9207
239,0,4439,1,0,0,0,0,0,0,0,0,9208
240,0,74,1,0,0,0,0,0,0,0,0,9221
241,0,74,1,0,0,0,0,0,0,0,0,9222
242,0,74,1,0,0,0,0,0,0,0,0,9223
243,0,74,1,0,0,0,0,0,0,0,0,9224
244,0,1443,1,0,0,0,0,0,0,0,0,9232
246,0,1444,1,0,0,0,0,0,0,0,0,9235
247,0,3499,1,0,0,0,0,0,0,0,0,9252
249,0,76463,1,0,0,0,0,0,0,0,0,2484
250,0,3881,1,0,0,0,0,0,0,0,0,2538
251,0,3881,1,0,0,0,0,0,0,0,0,2539
252,0,3881,1,0,0,0,0,0,0,0,0,2540
253,0,3881,1,0,0,0,0,0,0,0,0,2541
254,0,3881,1,0,0,0,0,0,0,0,0,2542
255,0,3881,1,0,0,0,0,0,0,0,0,2543
257,0,3881,1,0,0,0,0,0,0,0,0,2544
258,0,3881,1,0,0,0,0,0,0,0,0,2545
259,0,3881,1,0,0,0,0,0,0,0,0,2546
260,0,3881,1,0,0,0,0,0,0,0,0,2547
261,0,83,1,0,0,0,0,0,0,0,0,4070
262,0,74,1,0,0,0,0,0,0,0,0,4071
263,0,74,1,0,0,0,0,0,0,0,0,4072
264,0,74,1,0,0,0,0,0,0,0,0,4073
265,0,88,1,0,0,0,0,0,0,0,0,4074
266,0,676,1,0,0,0,0,0,0,0,0,4075
267,0,61,1,0,0,0,0,0,0,0,0,4077
268,0,74,1,0,0,0,0,0,0,0,0,4078
269,0,72,1,0,0,0,0,0,0,0,0,4079
270,0,3182,1,0,0,0,0,0,0,0,0,7426
271,0,3182,1,0,0,0,0,0,0,0,0,7428
272,0,395,1,0,0,0,0,0,0,0,0,7430
273,0,58,1,0,0,0,0,0,0,0,0,7434
274,0,742,1,0,0,0,0,0,0,0,0,7437
275,0,3182,1,0,0,0,0,0,0,0,0,7443
276,0,12234,1,0,0,0,0,0,0,0,0,7448
278,0,3182,1,0,0,0,0,0,0,0,0,7457
279,0,74,1,0,0,0,0,0,0,0,0,7729
280,0,759,1,0,0,0,0,0,0,0,104433,7731
281,0,759,1,0,0,0,0,0,0,0,104433,7732
282,0,107,1,0,0,0,0,0,0,0,0,7733
283,0,107,1,0,0,0,0,0,0,0,0,7734
285,0,51,1,0,0,0,0,0,0,0,0,7737
286,0,778,1,0,0,0,0,0,0,0,0,7739
287,0,681,1,0,0,0,0,0,0,0,0,7741
288,0,779,1,0,0,0,0,0,0,0,0,7742
289,0,780,1,0,0,0,0,0,0,0,0,7743
290,0,5859,1,0,0,0,0,0,0,0,0,7744
291,0,3182,1,0,0,0,0,0,0,0,0,7745
292,0,3182,1,0,0,0,0,0,0,0,0,7748
293,0,47,1,0,0,0,0,0,0,0,0,7750
294,0,3881,1,0,0,0,0,0,0,0,0,7751
295,0,3881,1,0,0,0,0,0,0,0,0,7752
296,0,3881,1,0,0,0,0,0,0,0,0,7753
297,0,3881,1,0,0,0,0,0,0,0,0,7754
298,0,3881,1,0,0,0,0,0,0,0,0,7755
299,0,783,1,0,0,0,0,0,0,0,0,7761
300,0,681,1,0,0,0,0,0,0,0,0,7762
301,0,107,1,0,0,0,0,0,0,0,0,7763
302,0,969,1,0,0,0,0,0,0,0,0,7764
303,0,86,1,0,0,0,0,0,0,0,0,7765
304,0,3182,1,0,0,0,0,0,0,0,0,7766
305,0,10849,1,0,0,0,0,0,0,0,0,7769
306,0,3182,1,0,0,0,0,0,0,0,0,7771
307,0,3182,1,0,0,0,0,0,0,0,0,7776
308,0,3182,1,0,0,0,0,0,0,0,0,7779
309,0,3182,1,0,0,0,0,0,0,0,0,7782
310,0,3182,1,0,0,0,0,0,0,0,0,7786
311,0,3182,1,0,0,0,0,0,0,0,0,7788
312,0,786,1,0,0,0,0,0,0,0,0,7791
313,0,3182,1,0,0,0,0,0,0,0,0,7793
314,0,52241,1,0,0,0,0,0,0,0,74085,5221
316,0,4439,1,0,0,0,0,0,0,0,0,5244
317,0,39244,1,0,0,0,0,0,0,0,0,5246
318,0,34,1,0,0,0,0,0,0,0,0,5250
319,0,34,1,0,0,0,0,0,0,0,0,5251
320,0,74,1,0,0,0,0,0,0,0,0,5252
321,0,44,1,0,0,0,0,0,0,0,0,5256
322,0,101,1,0,0,0,0,0,0,0,0,5257
324,0,1663,1,0,0,0,0,0,0,0,0,5262
325,0,46,1,0,0,0,0,0,0,0,0,5263
331,0,803,1,0,0,0,0,0,0,0,0,5271
332,0,2335,1,0,0,0,0,0,0,0,0,5276
333,0,39152,1,0,0,0,0,0,0,0,0,5277
334,0,201,1,0,0,0,0,0,0,0,0,5280
337,0,145081,1,0,0,0,0,0,0,0,65874,5308
338,0,13987,1,0,0,0,0,0,0,0,0,5316
339,0,288,1,0,0,0,0,0,0,0,0,5320
340,0,293,1,0,0,0,0,0,0,0,0,5321
341,0,294,1,0,0,0,0,0,0,0,0,5322
342,0,295,1,0,0,0,0,0,0,0,0,5323
343,0,296,1,0,0,0,0,0,0,0,0,5324
344,0,297,1,0,0,0,0,0,0,0,0,5325
345,0,389,1,0,0,0,0,0,0,0,0,5337
347,0,862,1,0,0,0,0,0,0,0,0,8259
348,0,2416,1,0,0,0,0,0,0,0,0,8260
349,0,319,1,0,0,0,0,0,0,0,0,8262
350,0,366,1,0,0,0,0,0,0,0,0,8263
351,0,863,1,0,0,0,0,0,0,0,0,8264
352,0,864,1,0,0,0,0,0,0,0,0,8265
353,0,868,1,0,0,0,0,0,0,0,0,8267
354,0,869,1,0,0,0,0,0,0,0,0,8268
355,0,870,1,0,0,0,0,0,0,0,0,8269
356,0,1643,1,0,0,0,0,0,0,0,0,8270
357,0,871,1,0,0,0,0,0,0,0,0,8271
358,0,872,1,0,0,0,0,0,0,0,0,8272
359,0,74,1,0,0,0,0,0,0,0,0,8274
360,0,873,1,0,0,0,0,0,0,0,0,8275
361,0,74,1,0,0,0,0,0,0,0,0,8276
362,0,346,1,0,0,0,0,0,0,0,0,8277
363,0,8089,1,0,0,0,0,0,0,0,0,8278
364,0,8089,1,0,0,0,0,0,0,0,0,8279
365,0,875,1,0,0,0,0,0,0,0,0,8281
366,0,876,1,0,0,0,0,0,0,0,0,8282
367,0,874,1,0,0,0,0,0,0,0,0,8283
368,0,879,1,0,0,0,0,0,0,0,0,8285
369,0,878,1,0,0,0,0,0,0,0,0,8286
370,0,36,1,0,0,0,0,0,0,0,0,8292
371,0,10385,1,0,0,0,0,0,0,0,0,8293
374,0,684,1,0,0,0,0,0,0,0,0,8312
375,0,19,1,0,0,0,0,0,0,0,0,8313
376,0,278,1,0,0,0,0,0,0,0,0,8314
379,0,4439,1,0,0,0,0,0,0,0,0,8322
381,0,886,1,0,0,0,0,0,0,0,0,8326
382,0,3881,1,0,0,0,0,0,0,0,0,2548
383,0,3881,1,0,0,0,0,0,0,0,0,2549
384,0,107,1,0,0,0,0,0,0,0,0,2551
386,0,50417,1,0,0,0,0,0,0,0,0,2565
387,0,93,1,0,0,0,0,0,0,0,52919,2575
388,0,93,1,0,0,0,0,0,0,0,52919,2576
389,0,107,1,0,0,0,0,0,0,0,0,2581
390,0,107,1,0,0,0,0,0,0,0,0,2582
392,0,147,1,0,0,0,0,0,0,0,0,2597
394,0,147,1,0,0,0,0,0,0,0,0,2599
395,0,147,1,0,0,0,0,0,0,0,0,2600
396,0,289,1,0,0,0,0,0,0,0,0,2601
397,0,289,1,0,0,0,0,0,0,0,0,2602
398,0,97,1,0,0,0,0,0,0,0,0,2606
404,0,39,1,0,0,0,0,0,0,0,0,2629
405,0,39,1,0,0,0,0,0,0,0,0,2630
406,0,107,1,0,0,0,0,0,0,0,0,2633
407,0,107,1,0,0,0,0,0,0,0,0,2634
408,0,107,1,0,0,0,0,0,0,0,0,2636
409,0,38277,1,0,0,0,0,0,0,0,0,2637
410,0,51,1,0,0,0,0,0,0,0,0,2639
411,0,39442,1,0,0,0,0,0,0,0,0,2641
412,0,62864,1,0,0,0,0,0,0,0,49256,2643
413,0,114048,1,0,0,0,0,0,0,0,0,2645
415,0,39443,1,0,0,0,0,0,0,0,0,2649
419,0,394,1,0,0,0,0,0,0,0,0,2656
420,0,390,1,0,0,0,0,0,0,0,0,2657
421,0,390,1,0,0,0,0,0,0,0,0,2658
422,0,390,1,0,0,0,0,0,0,0,0,2659
423,0,13785,1,0,0,0,0,0,0,0,0,2660
424,0,395,1,0,0,0,0,0,0,0,0,2661
425,0,395,1,0,0,0,0,0,0,0,0,2662
426,0,395,1,0,0,0,0,0,0,0,0,2663
427,0,395,1,0,0,0,0,0,0,0,0,2664
428,0,13785,1,0,0,0,0,0,0,0,0,2665
429,0,395,1,0,0,0,0,0,0,0,0,2666
430,0,395,1,0,0,0,0,0,0,0,0,2667
431,0,395,1,0,0,0,0,0,0,0,0,2668
432,0,395,1,0,0,0,0,0,0,0,0,2670
433,0,395,1,0,0,0,0,0,0,0,0,2671
434,0,395,1,0,0,0,0,0,0,0,0,2672
435,0,395,1,0,0,0,0,0,0,0,0,2673
436,0,13785,1,0,0,0,0,0,0,0,0,2674
438,0,39239,1,0,0,0,0,0,0,0,0,6544
439,0,7286,1,0,0,0,0,0,0,0,0,6545
440,0,47968,1,0,0,0,0,0,0,0,0,6552
441,0,409,1,0,0,0,0,0,0,0,0,6558
443,0,47998,1,0,0,0,0,0,0,0,0,6572
444,0,34,1,0,0,0,0,0,0,0,0,6576
445,0,208,1,0,0,0,0,0,0,0,0,6580
446,0,349,1,0,0,0,0,0,0,0,0,6584
447,0,2006,1,0,0,0,0,0,0,0,0,6587
448,0,139,1,0,0,0,0,0,0,0,0,6589
449,0,787,1,0,0,0,0,0,0,0,0,7794
451,0,145,1,0,0,0,0,0,0,0,0,7803
452,0,290,1,0,0,0,0,0,0,0,0,7806
453,0,290,1,0,0,0,0,0,0,0,0,7807
454,0,290,1,0,0,0,0,0,0,0,0,7808
455,0,1712,1,0,0,0,0,0,0,0,0,9769
456,0,1713,1,0,0,0,0,0,0,0,0,9770
457,0,1883,1,0,0,0,0,0,0,0,0,9771
458,0,135,1,0,0,0,0,0,0,0,0,9774
459,0,1712,1,0,0,0,0,0,0,0,0,9775
460,0,1713,1,0,0,0,0,0,0,0,0,9776
461,0,1714,1,0,0,0,0,0,0,0,0,9777
462,0,121,1,0,0,0,0,0,0,0,0,9779
463,0,12728,1,0,0,0,0,0,0,0,0,9781
464,0,12728,1,0,0,0,0,0,0,0,0,9783
465,0,107,1,0,0,0,0,0,0,0,0,9786
466,0,107,1,0,0,0,0,0,0,0,0,9789
467,0,107,1,0,0,0,0,0,0,0,0,9790
468,0,1187,1,0,0,0,0,0,0,0,0,9791
469,0,1723,1,0,0,0,0,0,0,0,0,9795
470,0,1724,1,0,0,0,0,0,0,0,0,9796
471,0,1725,1,0,0,0,0,0,0,0,0,9798
472,0,1726,1,0,0,0,0,0,0,0,0,9800
473,0,1727,1,0,0,0,0,0,0,0,0,9806
474,0,303,1,0,0,0,0,0,0,0,0,9810
475,0,395,1,0,0,0,0,0,0,0,0,9811
476,0,395,1,0,0,0,0,0,0,0,0,9813
477,0,395,1,0,0,0,0,0,0,0,0,9814
478,0,395,1,0,0,0,0,0,0,0,0,9818
479,0,395,1,0,0,0,0,0,0,0,0,9820
480,0,1463,1,0,0,0,0,0,0,0,0,9874
481,0,1463,1,0,0,0,0,0,0,0,0,9879
482,0,3324,1,0,0,0,0,0,0,0,0,9900
483,0,3325,1,0,0,0,0,0,0,0,0,9903
484,0,1743,1,0,0,0,0,0,0,0,0,9906
485,0,1744,1,0,0,0,0,0,0,0,0,9915
486,0,395,1,0,0,0,0,0,0,0,0,9916
487,0,13785,1,0,0,0,0,0,0,0,0,9918
488,0,13785,1,0,0,0,0,0,0,0,0,9920
489,0,13785,1,0,0,0,0,0,0,0,0,9921
490,0,395,1,0,0,0,0,0,0,0,0,9926
491,0,395,1,0,0,0,0,0,0,0,0,9928
492,0,1745,1,0,0,0,0,0,0,0,0,9930
493,0,395,1,0,0,0,0,0,0,0,0,9931
494,0,395,1,0,0,0,0,0,0,0,0,9933
495,0,395,1,0,0,0,0,0,0,0,0,9935
496,0,395,1,0,0,0,0,0,0,0,0,9937
497,0,395,1,0,0,0,0,0,0,0,0,9939
498,0,395,1,0,0,0,0,0,0,0,0,9942
499,0,395,1,0,0,0,0,0,0,0,0,9945
500,0,34,1,0,0,0,0,0,0,0,0,9949
501,0,395,1,0,0,0,0,0,0,0,0,9950
502,0,395,1,0,0,0,0,0,0,0,0,9952
503,0,395,1,0,0,0,0,0,0,0,0,9954
504,0,147,1,0,0,0,0,0,0,0,0,9956
505,0,395,1,0,0,0,0,0,0,0,0,9957
506,0,395,1,0,0,0,0,0,0,0,0,9959
507,0,395,1,0,0,0,0,0,0,0,0,9961
508,0,395,1,0,0,0,0,0,0,0,0,9964
509,0,395,1,0,0,0,0,0,0,0,0,9966
510,0,395,1,0,0,0,0,0,0,0,0,9968
511,0,395,1,0,0,0,0,0,0,0,0,9970
512,0,395,1,0,0,0,0,0,0,0,0,9972
513,0,395,1,0,0,0,0,0,0,0,0,9974
514,0,1166,1,0,0,0,0,0,0,0,0,9976
515,0,190,1,0,0,0,0,0,0,0,0,9977
516,0,887,1,0,0,0,0,0,0,0,0,8329
517,0,148,1,0,0,0,0,0,0,0,0,8331
520,0,395,1,0,0,0,0,0,0,0,0,8334
521,0,891,1,0,0,0,0,0,0,0,0,8338
522,0,2641,1,0,0,0,0,0,0,0,0,8339
523,0,890,1,0,0,0,0,0,0,0,0,8342
524,0,893,1,0,0,0,0,0,0,0,0,8344
525,0,1423,1,0,0,0,0,0,0,0,0,8345
526,0,894,1,0,0,0,0,0,0,0,0,8346
527,0,895,1,0,0,0,0,0,0,0,0,8347
528,0,280,1,0,0,0,0,0,0,0,0,8348
530,0,897,1,0,0,0,0,0,0,0,0,8352
531,0,896,1,0,0,0,0,0,0,0,0,8353
532,0,34,1,0,0,0,0,0,0,0,0,8354
533,0,610,1,0,0,0,0,0,0,0,0,8355
535,0,1543,1,0,0,0,0,0,0,0,0,8358
536,0,149,1,0,0,0,0,0,0,0,0,8359
538,0,154,1,0,0,0,0,0,0,0,0,8361
539,0,280,1,0,0,0,0,0,0,0,0,8362
540,0,903,1,0,0,0,0,0,0,0,0,8363
541,0,10386,1,0,0,0,0,0,0,0,0,8364
542,0,905,1,0,0,0,0,0,0,0,0,8365
543,0,395,1,0,0,0,0,0,0,0,0,8366
544,0,395,1,0,0,0,0,0,0,0,0,8367
545,0,395,1,0,0,0,0,0,0,0,0,8368
546,0,657,1,0,0,0,0,0,0,0,0,8372
548,0,906,1,0,0,0,0,0,0,0,0,8374
550,0,38,1,0,0,0,0,0,0,0,0,8376
551,0,38,1,0,0,0,0,0,0,0,0,8377
552,0,714,1,0,0,0,0,0,0,0,0,8379
553,0,908,1,0,0,0,0,0,0,0,0,8382
554,0,38844,1,0,0,0,0,0,0,0,0,498
555,0,14,1,0,0,0,0,0,0,0,0,512
557,0,38947,1,0,0,0,0,0,0,0,0,527
558,0,70626,1,0,0,0,0,0,0,0,0,528
560,0,39822,1,0,0,0,0,0,0,0,0,546
561,0,187,1,0,0,0,0,0,0,0,0,550
563,0,39705,1,0,0,0,0,0,0,0,0,556
565,0,965,1,0,0,0,0,0,0,0,0,568
566,0,1709,1,0,0,0,0,0,0,0,0,578
567,0,1709,1,0,0,0,0,0,0,0,0,579
568,0,1709,1,0,0,0,0,0,0,0,0,580
569,0,1709,1,0,0,0,0,0,0,0,0,581
570,0,67608,1,0,0,0,0,0,0,0,0,585
571,0,128644,1,0,1,0,0,0,0,0,108610,586
574,0,67460,1,0,0,0,0,0,0,0,0,589
575,0,67471,1,0,0,0,0,0,0,0,0,596
577,0,40223,1,0,0,0,0,0,0,0,0,603
578,0,105685,1,0,0,0,0,0,0,0,0,605
579,0,306,1,0,0,0,0,0,0,0,0,606
580,0,83120,1,0,0,0,0,0,0,0,0,633
582,0,46834,1,0,0,0,0,0,0,0,0,642
583,0,633,1,0,0,0,0,0,0,0,0,673
584,0,610,1,0,0,0,0,0,0,0,0,6595
585,0,1085,1,0,0,0,0,0,0,0,0,6605
586,0,308,1,0,0,0,0,0,0,0,0,6606
587,0,808,1,0,0,0,0,0,0,0,0,6607
588,0,654,1,0,0,0,0,0,0,0,0,6609
589,0,654,1,0,0,0,0,0,0,0,0,6610
590,0,654,1,0,0,0,0,0,0,0,0,6611
591,0,147,1,0,0,0,0,0,0,0,0,6612
592,0,147,1,0,0,0,0,0,0,0,0,6613
593,0,147,1,0,0,0,0,0,0,0,0,6614
