ID,Level,ClassID,ContentSetID,BaseMana,Field_1_60_1_69876_005,Field_1_60_1_69876_006,CritPerAgility,SpellCritPerIntellect
59,59,1,0,0,10,282,0.00051,0
60,60,1,0,0,10,287,0.0005,0
61,61,1,0,0,10,293,0.000495,0
62,62,1,0,0,10,298,0.000485,0
63,63,1,0,0,10,304,0.000476,0
64,64,1,0,0,10,309,0.000467,0
65,65,1,0,0,10,315,0.000455,0
66,66,1,0,0,10,320,0.00045,0
67,67,1,0,0,10,326,0.000442,0
68,68,1,0,0,10,331,0.000435,0
69,69,1,0,0,10,337,0.000427,0
70,70,1,0,0,10,342,0.000417,0
71,71,1,0,0,10,365,0.000413,0
72,72,1,0,0,10,388,0.000407,0
73,73,1,0,0,10,411,0.000397,0
74,74,1,0,0,10,434,0.000394,0
75,75,1,0,0,10,457,0.000385,0
76,76,1,0,0,10,480,0.000379,0
77,77,1,0,0,10,503,0.000373,0
78,78,1,0,0,10,526,0.000368,0
79,79,1,0,0,10,549,0.000362,0
80,80,1,0,0,10,571,0.000355,0
81,81,1,0,0,10,571,0.00035,0
82,82,1,0,0,10,571,0.000345,0
83,83,1,0,0,10,571,0.000338,0
84,84,1,0,0,10,571,0.000333,0
85,85,1,0,0,10,571,0.000327,0
86,86,1,0,0,10,571,0.000323,0
87,87,1,0,0,10,571,0.000318,0
88,88,1,0,0,10,571,0.000313,0
89,89,1,0,0,10,571,0.000309,0
90,90,1,0,0,10,571,0.000303,0
91,91,1,0,0,10,571,0.000299,0
92,92,1,0,0,10,571,0.000294,0
93,93,1,0,0,10,571,0.000289,0
94,94,1,0,0,10,571,0.000286,0
95,95,1,0,0,10,571,0.000281,0
96,96,1,0,0,10,571,0.000276,0
97,97,1,0,0,10,571,0.000273,0
98,98,1,0,0,10,571,0.000269,0
99,99,1,0,0,10,571,0.000265,0
100,100,1,0,0,10,571,0.00026,0
101,101,1,0,0,10,571,0.00026,0
102,102,1,0,0,10,571,0.00026,0
103,103,1,0,0,10,571,0.00026,0
104,104,1,0,0,10,571,0.00026,0
105,105,1,0,0,10,571,0.00026,0
106,106,1,0,0,10,571,0.00026,0
107,107,1,0,0,10,571,0.00026,0
108,108,1,0,0,10,571,0.00026,0
109,109,1,0,0,10,571,0.00026,0
110,110,1,0,0,10,571,0.00026,0
111,111,1,0,0,10,571,0.00026,0
112,112,1,0,0,10,571,0.00026,0
113,113,1,0,0,10,571,0.00026,0
114,114,1,0,0,10,571,0.00026,0
115,115,1,0,0,10,571,0.00026,0
116,116,1,0,0,10,571,0.00026,0
117,117,1,0,0,10,571,0.00026,0
118,118,1,0,0,10,571,0.00026,0
119,119,1,0,0,10,571,0.00026,0
120,120,1,0,0,10,571,0.00026,0
121,121,1,0,0,10,571,0.00026,0
122,122,1,0,0,10,571,0.00026,0
123,123,1,0,0,10,571,0.00026,0
124,1,2,0,60,10,1,0.00215,0.00075
125,2,2,0,64,10,2,0.002048,0.000714
126,3,2,0,84,10,3,0.002048,0.000714
127,4,2,0,90,10,4,0.001955,0.000682
128,5,2,0,112,10,5,0.001955,0.000682
129,6,2,0,120,10,6,0.00187,0.000652
130,7,2,0,129,10,7,0.00187,0.000625
131,8,2,0,154,10,9,0.001792,0.000625
132,9,2,0,165,10,11,0.001792,0.0006
133,10,2,0,192,10,13,0.00172,0.0006
134,11,2,0,205,10,18,0.00172,0.000577
135,12,2,0,219,10,24,0.001654,0.000556
136,13,2,0,249,10,29,0.001536,0.000536
137,14,2,0,265,10,35,0.001536,0.000517
138,15,2,0,282,10,40,0.001433,0.000484
139,16,2,0,315,10,46,0.001433,0.000484
140,17,2,0,334,10,51,0.001387,0.000469
141,18,2,0,354,10,57,0.001303,0.000441
142,19,2,0,390,10,62,0.001303,0.000441
143,20,2,0,412,10,68,0.001229,0.000417
144,21,2,0,435,10,73,0.001194,0.000405
145,22,2,0,459,10,79,0.001194,0.000395
146,23,2,0,499,10,84,0.001132,0.000385
147,24,2,0,525,10,90,0.001103,0.000375
148,25,2,0,552,10,95,0.001075,0.000357
149,26,2,0,579,10,101,0.001049,0.000349
150,27,2,0,621,10,106,0.001024,0.000349
151,28,2,0,648,10,112,0.001,0.000333
152,29,2,0,675,10,117,0.000977,0.000326
153,30,2,0,702,10,123,0.000935,0.000313
154,31,2,0,729,10,128,0.000915,0.000306
155,32,2,0,756,10,134,0.000915,0.0003
156,33,2,0,798,10,139,0.000878,0.000294
157,34,2,0,825,10,145,0.00086,0.000288
158,35,2,0,852,10,150,0.000827,0.000278
159,36,2,0,879,10,156,0.000811,0.000273
160,37,2,0,906,10,161,0.000811,0.000268
161,38,2,0,933,10,167,0.000782,0.000259
162,39,2,0,960,10,172,0.000768,0.000254
163,40,2,0,987,10,178,0.000741,0.000246
164,41,2,0,1014,10,183,0.000729,0.000242
165,42,2,0,1041,10,188,0.000729,0.000238
166,43,2,0,1068,10,194,0.000705,0.000231
167,44,2,0,1110,10,199,0.000694,0.000231
168,45,2,0,1137,10,205,0.000672,0.000224
169,46,2,0,1164,10,210,0.000662,0.000221
170,47,2,0,1176,10,216,0.000652,0.000214
171,48,2,0,1203,10,221,0.000632,0.000208
172,49,2,0,1230,10,227,0.000623,0.000205
173,50,2,0,1257,10,232,0.000606,0.0002
174,51,2,0,1284,10,238,0.000597,0.000197
175,52,2,0,1311,10,243,0.000589,0.000195
176,53,2,0,1338,10,249,0.000573,0.00019
177,54,2,0,1365,10,254,0.000566,0.000188
178,55,2,0,1392,10,260,0.000551,0.000183
179,56,2,0,1419,10,265,0.000544,0.000181
180,57,2,0,1446,10,271,0.000538,0.000179
181,58,2,0,1458,10,276,0.000524,0.000172
182,59,2,0,1485,10,282,0.000518,0.00017
183,60,2,0,1512,10,287,0.000506,0.000167
184,61,2,0,1539,10,293,0.0005,0.000165
185,62,2,0,1566,10,298,0.000494,0.000163
186,63,2,0,1578,10,304,0.000483,0.000158
187,64,2,0,1605,10,309,0.000478,0.000156
188,65,2,0,1632,10,315,0.000462,0.000153
189,66,2,0,1644,10,320,0.000457,0.00015
190,67,2,0,1671,10,326,0.000453,0.000149
191,68,2,0,1698,10,331,0.000443,0.000146
192,69,2,0,1710,10,337,0.000439,0.000143
193,70,2,0,1737,10,342,0.000426,0.00014
194,71,2,0,1764,10,365,0.000422,0.000139
195,72,2,0,1776,10,388,0.000417,0.000136
196,73,2,0,1803,10,411,0.00041,0.000134
197,74,2,0,1815,10,434,0.000402,0.000132
198,75,2,0,1842,10,457,0.000394,0.000129
199,76,2,0,1854,10,480,0.000391,0.000127
200,77,2,0,1881,10,503,0.000384,0.000126
201,78,2,0,1893,10,526,0.000377,0.000123
202,79,2,0,1920,10,549,0.000374,0.000122
203,80,2,0,1932,10,571,0.000364,0.000119
204,81,2,0,1959,10,571,0.000361,0.000118
205,82,2,0,1971,10,571,0.000355,0.000116
206,83,2,0,1998,10,571,0.00035,0.000115
207,84,2,0,2010,10,571,0.000344,0.000113
208,85,2,0,2022,10,571,0.000339,0.00011
209,86,2,0,2049,10,571,0.000333,0.000109
210,87,2,0,2061,10,571,0.000331,0.000108
211,88,2,0,2073,10,571,0.000323,0.000106
212,89,2,0,2085,10,571,0.000321,0.000104
213,90,2,0,2112,10,571,0.000314,0.000103
214,91,2,0,2124,10,571,0.000309,0.000101
215,92,2,0,2136,10,571,0.000307,0.0001
216,93,2,0,2148,10,571,0.000301,9.8E-05
217,94,2,0,2160,10,571,0.000297,9.7E-05
218,95,2,0,2172,10,571,0.000293,9.5E-05
219,96,2,0,2184,10,571,0.000289,9.4E-05
220,97,2,0,2211,10,571,0.000285,9.3E-05
221,98,2,0,2223,10,571,0.000281,9.1E-05
222,99,2,0,2235,10,571,0.000277,9E-05
223,100,2,0,2247,10,571,0.000272,8.9E-05
224,101,2,0,2500000,10,571,0.000272,8.9E-05
225,102,2,0,2500000,10,571,0.000272,8.9E-05
226,103,2,0,2500000,10,571,0.000272,8.9E-05
227,104,2,0,2500000,10,571,0.000272,8.9E-05
228,105,2,0,2500000,10,571,0.000272,8.9E-05
229,106,2,0,2500000,10,571,0.000272,8.9E-05
230,107,2,0,2500000,10,571,0.000272,8.9E-05
231,108,2,0,2500000,10,571,0.000272,8.9E-05
232,109,2,0,2500000,10,571,0.000272,8.9E-05
233,110,2,0,2500000,10,571,0.000272,8.9E-05
234,111,2,0,2500000,10,571,0.000272,8.9E-05
235,112,2,0,2500000,10,571,0.000272,8.9E-05
236,113,2,0,2500000,10,571,0.000272,8.9E-05
237,114,2,0,2500000,10,571,0.000272,8.9E-05
238,115,2,0,2500000,10,571,0.000272,8.9E-05
239,116,2,0,2500000,10,571,0.000272,8.9E-05
240,117,2,0,2500000,10,571,0.000272,8.9E-05
241,118,2,0,2500000,10,571,0.000272,8.9E-05
242,119,2,0,2500000,10,571,0.000272,8.9E-05
243,120,2,0,2500000,10,571,0.000272,8.9E-05
244,121,2,0,2500000,10,571,0.000272,8.9E-05
245,122,2,0,2500000,10,571,0.000272,8.9E-05
246,123,2,0,2500000,10,571,0.000272,8.9E-05
247,1,3,0,65,10,1,0.002174,0.0007
248,2,3,0,70,10,2,0.002083,0.000667
249,3,3,0,91,10,3,0.002,0.000667
250,4,3,0,98,10,4,0.001852,0.000636
251,5,3,0,121,10,5,0.001786,0.000636
252,6,3,0,130,10,6,0.001724,0.000609
253,7,3,0,155,10,7,0.001667,0.000609
254,8,3,0,166,10,9,0.001613,0.000583
255,9,3,0,193,10,11,0.001515,0.000583
256,10,3,0,206,10,13,0.001471,0.00056
257,11,3,0,235,10,18,0.001351,0.00056
258,12,3,0,250,10,24,0.00119,0.000538
259,13,3,0,266,10,29,0.001087,0.0005
260,14,3,0,298,10,35,0.001,0.0005
261,15,3,0,316,10,40,0.000909,0.000467
262,16,3,0,350,10,46,0.000862,0.000467
263,17,3,0,370,10,51,0.000806,0.000452
264,18,3,0,391,10,57,0.000746,0.000424
265,19,3,0,428,10,62,0.000704,0.000424
266,20,3,0,451,10,68,0.000658,0.0004
267,21,3,0,475,10,73,0.000633,0.000389
268,22,3,0,515,10,79,0.000595,0.000389
269,23,3,0,541,10,84,0.000568,0.000368
270,24,3,0,568,10,90,0.000538,0.000359
271,25,3,0,611,10,95,0.000515,0.00035
272,26,3,0,640,10,101,0.000495,0.000341
273,27,3,0,670,10,106,0.000472,0.000333
274,28,3,0,715,10,112,0.000455,0.000326
275,29,3,0,745,10,117,0.000435,0.000318
276,30,3,0,775,10,123,0.000417,0.000304
277,31,3,0,805,10,128,0.000407,0.000298
278,32,3,0,850,10,134,0.000391,0.000298
279,33,3,0,880,10,139,0.000376,0.000286
280,34,3,0,910,10,145,0.000365,0.00028
281,35,3,0,940,10,150,0.000352,0.000269
282,36,3,0,970,10,156,0.000342,0.000264
283,37,3,0,1015,10,161,0.000331,0.000264
284,38,3,0,1045,10,167,0.000321,0.000255
285,39,3,0,1075,10,172,0.000311,0.00025
286,40,3,0,1105,10,178,0.000303,0.000241
287,41,3,0,1135,10,183,0.000296,0.000237
288,42,3,0,1180,10,188,0.000287,0.000237
289,43,3,0,1210,10,194,0.000279,0.00023
290,44,3,0,1240,10,199,0.000272,0.000226
291,45,3,0,1270,10,205,0.000265,0.000219
292,46,3,0,1300,10,210,0.000259,0.000215
293,47,3,0,1330,10,216,0.000253,0.000212
294,48,3,0,1360,10,221,0.000245,0.000206
295,49,3,0,1390,10,227,0.000239,0.000203
296,50,3,0,1420,10,232,0.000234,0.000197
297,51,3,0,1450,10,238,0.000229,0.000194
298,52,3,0,1480,10,243,0.000224,0.000192
299,53,3,0,1510,10,249,0.000219,0.000187
300,54,3,0,1540,10,254,0.000214,0.000184
301,55,3,0,1570,10,260,0.000209,0.000179
302,56,3,0,1600,10,265,0.000206,0.000177
303,57,3,0,1630,10,271,0.000201,0.000175
304,58,3,0,1660,10,276,0.000197,0.000171
305,59,3,0,1690,10,282,0.000192,0.000169
306,60,3,0,1720,10,287,0.000189,0.000165
307,61,3,0,1750,10,293,0.000186,0.000163
308,62,3,0,1780,10,298,0.000182,0.000161
309,63,3,0,1810,10,304,0.000178,0.000157
310,64,3,0,1840,10,309,0.000175,0.000156
311,65,3,0,1855,10,315,0.000171,0.000151
312,66,3,0,1885,10,320,0.000169,0.000149
313,67,3,0,1915,10,326,0.000166,0.000147
314,68,3,0,1945,10,331,0.000162,0.000144
315,69,3,0,1975,10,337,0.000159,0.000143
316,70,3,0,1990,10,342,0.000157,0.000139
317,71,3,0,2020,10,365,0.000154,0.000137
318,72,3,0,2050,10,388,0.000152,0.000136
319,73,3,0,2080,10,411,0.000149,0.000133
320,74,3,0,2095,10,434,0.000146,0.000131
321,75,3,0,2125,10,457,0.000144,0.000128
322,76,3,0,2155,10,480,0.000142,0.000127
323,77,3,0,2170,10,503,0.000139,0.000125
324,78,3,0,2200,10,526,0.000137,0.000123
325,79,3,0,2230,10,549,0.000135,0.000122
326,80,3,0,2245,10,571,0.000133,0.000119
327,81,3,0,2275,10,571,0.000131,0.000118
328,82,3,0,2290,10,571,0.000129,0.000116
329,83,3,0,2320,10,571,0.000127,0.000114
330,84,3,0,2335,10,571,0.000124,0.000112
331,85,3,0,2365,10,571,0.000123,0.00011
332,86,3,0,2380,10,571,0.000121,0.000109
333,87,3,0,2410,10,571,0.000119,0.000108
334,88,3,0,2425,10,571,0.000117,0.000105
335,89,3,0,2455,10,571,0.000115,0.000104
336,90,3,0,2470,10,571,0.000114,0.000102
337,91,3,0,2485,10,571,0.000112,0.000101
338,92,3,0,2515,10,571,0.000111,0.0001
339,93,3,0,2530,10,571,0.000109,9.8E-05
340,94,3,0,2545,10,571,0.000108,9.7E-05
341,95,3,0,2575,10,571,0.000106,9.5E-05
342,96,3,0,2590,10,571,0.000105,9.4E-05
343,97,3,0,2605,10,571,0.000103,9.3E-05
344,98,3,0,2635,10,571,0.000102,9.2E-05
345,99,3,0,2650,10,571,0.0001,9E-05
346,100,3,0,2665,10,571,9.9E-05,8.9E-05
347,101,3,0,2500000,10,571,9.9E-05,8.9E-05
348,102,3,0,2500000,10,571,9.9E-05,8.9E-05
349,103,3,0,2500000,10,571,9.9E-05,8.9E-05
350,104,3,0,2500000,10,571,9.9E-05,8.9E-05
351,105,3,0,2500000,10,571,9.9E-05,8.9E-05
352,106,3,0,2500000,10,571,9.9E-05,8.9E-05
353,107,3,0,2500000,10,571,9.9E-05,8.9E-05
354,108,3,0,2500000,10,571,9.9E-05,8.9E-05
355,109,3,0,2500000,10,571,9.9E-05,8.9E-05
356,110,3,0,2500000,10,571,9.9E-05,8.9E-05
357,111,3,0,2500000,10,571,9.9E-05,8.9E-05
358,112,3,0,2500000,10,571,9.9E-05,8.9E-05
359,113,3,0,2500000,10,571,9.9E-05,8.9E-05
360,114,3,0,2500000,10,571,9.9E-05,8.9E-05
361,115,3,0,2500000,10,571,9.9E-05,8.9E-05
362,116,3,0,2500000,10,571,9.9E-05,8.9E-05
363,117,3,0,2500000,10,571,9.9E-05,8.9E-05
364,118,3,0,2500000,10,571,9.9E-05,8.9E-05
365,119,3,0,2500000,10,571,9.9E-05,8.9E-05
366,120,3,0,2500000,10,571,9.9E-05,8.9E-05
367,121,3,0,2500000,10,571,9.9E-05,8.9E-05
368,122,3,0,2500000,10,571,9.9E-05,8.9E-05
369,123,3,0,2500000,10,571,9.9E-05,8.9E-05
370,1,4,0,0,10,1,0.004348,0
371,2,4,0,0,10,2,0.004167,0
372,3,4,0,0,10,3,0.004,0
373,4,4,0,0,10,4,0.003704,0
374,5,4,0,0,10,5,0.003571,0
375,6,4,0,0,10,6,0.003448,0
376,7,4,0,0,10,7,0.003226,0
377,8,4,0,0,10,9,0.003125,0
378,9,4,0,0,10,11,0.00303,0
379,10,4,0,0,10,13,0.002857,0
380,11,4,0,0,10,18,0.002564,0
381,12,4,0,0,10,24,0.002326,0
382,13,4,0,0,10,29,0.002083,0
383,14,4,0,0,10,35,0.001923,0
384,15,4,0,0,10,40,0.001724,0
385,16,4,0,0,10,46,0.001613,0
386,17,4,0,0,10,51,0.001515,0
387,18,4,0,0,10,57,0.001408,0
388,19,4,0,0,10,62,0.001316,0
389,20,4,0,0,10,68,0.001235,0
390,21,4,0,0,10,73,0.001163,0
391,22,4,0,0,10,79,0.001111,0
392,23,4,0,0,10,84,0.001053,0
393,24,4,0,0,10,90,0.00101,0
394,25,4,0,0,10,95,0.000952,0
395,26,4,0,0,10,101,0.000909,0
396,27,4,0,0,10,106,0.000877,0
397,28,4,0,0,10,112,0.00084,0
398,29,4,0,0,10,117,0.000806,0
399,30,4,0,0,10,123,0.000769,0
400,31,4,0,0,10,128,0.000746,0
401,32,4,0,0,10,134,0.000719,0
402,33,4,0,0,10,139,0.000694,0
403,34,4,0,0,10,145,0.000671,0
404,35,4,0,0,10,150,0.000645,0
405,36,4,0,0,10,156,0.000625,0
406,37,4,0,0,10,161,0.00061,0
407,38,4,0,0,10,167,0.000592,0
408,39,4,0,0,10,172,0.000575,0
409,40,4,0,0,10,178,0.000556,0
410,41,4,0,0,10,183,0.000541,0
411,42,4,0,0,10,188,0.000526,0
412,43,4,0,0,10,194,0.000513,0
413,44,4,0,0,10,199,0.000498,0
414,45,4,0,0,10,205,0.000483,0
415,46,4,0,0,10,210,0.000472,0
416,47,4,0,0,10,216,0.000461,0
417,48,4,0,0,10,221,0.00045,0
418,49,4,0,0,10,227,0.000441,0
419,50,4,0,0,10,232,0.000427,0
420,51,4,0,0,10,238,0.000418,0
421,52,4,0,0,10,243,0.00041,0
422,53,4,0,0,10,249,0.0004,0
423,54,4,0,0,10,254,0.000392,0
424,55,4,0,0,10,260,0.000383,0
425,56,4,0,0,10,265,0.000375,0
426,57,4,0,0,10,271,0.000368,0
427,58,4,0,0,10,276,0.00036,0
428,59,4,0,0,10,282,0.000353,0
429,60,4,0,0,10,287,0.000345,0
430,61,4,0,0,10,293,0.000338,0
431,62,4,0,0,10,298,0.000332,0
432,63,4,0,0,10,304,0.000326,0
433,64,4,0,0,10,309,0.000319,0
434,65,4,0,0,10,315,0.000313,0
435,66,4,0,0,10,320,0.000308,0
436,67,4,0,0,10,326,0.000302,0
437,68,4,0,0,10,331,0.000297,0
438,69,4,0,0,10,337,0.000292,0
439,70,4,0,0,10,342,0.000286,0
440,71,4,0,0,10,365,0.000281,0
441,72,4,0,0,10,388,0.000276,0
442,73,4,0,0,10,411,0.000272,0
443,74,4,0,0,10,434,0.000267,0
444,75,4,0,0,10,457,0.000262,0
445,76,4,0,0,10,480,0.000258,0
446,77,4,0,0,10,503,0.000254,0
447,78,4,0,0,10,526,0.00025,0
448,79,4,0,0,10,549,0.000246,0
449,80,4,0,0,10,571,0.000242,0
450,81,4,0,0,10,571,0.000238,0
451,82,4,0,0,10,571,0.000235,0
452,83,4,0,0,10,571,0.000231,0
453,84,4,0,0,10,571,0.000228,0
454,85,4,0,0,10,571,0.000224,0
455,86,4,0,0,10,571,0.000221,0
456,87,4,0,0,10,571,0.000217,0
457,88,4,0,0,10,571,0.000215,0
458,89,4,0,0,10,571,0.000211,0
459,90,4,0,0,10,571,0.000208,0
460,91,4,0,0,10,571,0.000205,0
461,92,4,0,0,10,571,0.000202,0
462,93,4,0,0,10,571,0.000199,0
463,94,4,0,0,10,571,0.000196,0
464,95,4,0,0,10,571,0.000193,0
465,96,4,0,0,10,571,0.000191,0
466,97,4,0,0,10,571,0.000188,0
467,98,4,0,0,10,571,0.000186,0
468,99,4,0,0,10,571,0.000183,0
469,100,4,0,0,10,571,0.000181,0
470,101,4,0,0,10,571,0.000181,0
471,102,4,0,0,10,571,0.000181,0
472,103,4,0,0,10,571,0.000181,0
473,104,4,0,0,10,571,0.000181,0
474,105,4,0,0,10,571,0.000181,0
475,106,4,0,0,10,571,0.000181,0
476,107,4,0,0,10,571,0.000181,0
477,108,4,0,0,10,571,0.000181,0
478,109,4,0,0,10,571,0.000181,0
479,110,4,0,0,10,571,0.000181,0
480,111,4,0,0,10,571,0.000181,0
481,112,4,0,0,10,571,0.000181,0
482,113,4,0,0,10,571,0.000181,0
483,114,4,0,0,10,571,0.000181,0
484,115,4,0,0,10,571,0.000181,0
485,116,4,0,0,10,571,0.000181,0
486,117,4,0,0,10,571,0.000181,0
487,118,4,0,0,10,571,0.000181,0
488,119,4,0,0,10,571,0.000181,0
489,120,4,0,0,10,571,0.000181,0
490,121,4,0,0,10,571,0.000181,0
491,122,4,0,0,10,571,0.000181,0
492,123,4,0,0,10,571,0.000181,0
493,1,5,0,110,10,1,0.001,0.001909
494,2,5,0,119,10,2,0.001,0.001826
495,3,5,0,129,10,3,0.001,0.00175
496,4,5,0,140,10,4,0.000952,0.00168
497,5,5,0,137,10,5,0.000952,0.001556
498,6,5,0,150,10,6,0.000952,0.0015
499,7,5,0,164,10,7,0.000952,0.001448
500,8,5,0,179,10,9,0.000909,0.0014
501,9,5,0,195,10,11,0.000909,0.001355
502,10,5,0,212,10,13,0.000909,0.001273
503,11,5,0,215,10,18,0.000909,0.001167
504,12,5,0,234,10,24,0.00087,0.00105
505,13,5,0,254,10,29,0.00087,0.000977
506,14,5,0,260,10,35,0.00087,0.000875
507,15,5,0,282,10,40,0.00087,0.000808
508,16,5,0,305,10,46,0.000833,0.000764
509,17,5,0,329,10,51,0.000833,0.0007
510,18,5,0,339,10,57,0.000833,0.000667
511,19,5,0,365,10,62,0.0008,0.000627
512,20,5,0,377,10,68,0.0008,0.000583
513,21,5,0,405,10,73,0.0008,0.00056
514,22,5,0,434,10,79,0.0008,0.000525
515,23,5,0,449,10,84,0.000769,0.000506
516,24,5,0,480,10,90,0.000769,0.000477
517,25,5,0,497,10,95,0.000769,0.000457
518,26,5,0,530,10,101,0.000741,0.000438
519,27,5,0,549,10,106,0.000741,0.00042
520,28,5,0,584,10,112,0.000741,0.000404
521,29,5,0,605,10,117,0.000714,0.000389
522,30,5,0,627,10,123,0.000714,0.000372
523,31,5,0,665,10,128,0.000714,0.000359
524,32,5,0,689,10,134,0.00069,0.000347
525,33,5,0,728,10,139,0.00069,0.000336
526,34,5,0,752,10,145,0.00069,0.000323
527,35,5,0,776,10,150,0.000667,0.000313
528,36,5,0,800,10,156,0.000667,0.000304
529,37,5,0,839,10,161,0.000667,0.000294
530,38,5,0,863,10,167,0.000645,0.000286
531,39,5,0,887,10,172,0.000645,0.000278
532,40,5,0,911,10,178,0.000645,0.000269
533,41,5,0,950,10,183,0.000625,0.000263
534,42,5,0,974,10,188,0.000625,0.000255
535,43,5,0,998,10,194,0.000606,0.000249
536,44,5,0,1022,10,199,0.000606,0.000241
537,45,5,0,1046,10,205,0.000606,0.000235
538,46,5,0,1070,10,210,0.000588,0.00023
539,47,5,0,1094,10,216,0.000588,0.000223
540,48,5,0,1118,10,221,0.000571,0.000219
541,49,5,0,1142,10,227,0.000571,0.000213
542,50,5,0,1166,10,232,0.000571,0.000208
543,51,5,0,1190,10,238,0.000556,0.000204
544,52,5,0,1214,10,243,0.000556,0.000199
545,53,5,0,1238,10,249,0.000541,0.000195
546,54,5,0,1262,10,254,0.000541,0.000191
547,55,5,0,1271,10,260,0.000526,0.000186
548,56,5,0,1295,10,265,0.000526,0.000183
549,57,5,0,1319,10,271,0.000513,0.000179
550,58,5,0,1343,10,276,0.000513,0.000176
551,59,5,0,1352,10,282,0.0005,0.000171
552,60,5,0,1376,10,287,0.0005,0.000168
553,61,5,0,1400,10,293,0.0005,0.000165
554,62,5,0,1409,10,298,0.000488,0.000162
555,63,5,0,1433,10,304,0.000488,0.000159
556,64,5,0,1442,10,309,0.000476,0.000156
557,65,5,0,1466,10,315,0.000465,0.000153
558,66,5,0,1475,10,320,0.000465,0.00015
559,67,5,0,1499,10,326,0.000455,0.000147
560,68,5,0,1508,10,331,0.000455,0.000145
561,69,5,0,1532,10,337,0.000444,0.000142
562,70,5,0,1541,10,342,0.000444,0.00014
563,71,5,0,1550,10,365,0.000435,0.000137
564,72,5,0,1574,10,388,0.000435,0.000135
565,73,5,0,1583,10,411,0.000426,0.000132
566,74,5,0,1592,10,434,0.000426,0.00013
567,75,5,0,1601,10,457,0.000417,0.000128
568,76,5,0,1610,10,480,0.000408,0.000126
569,77,5,0,1619,10,503,0.000408,0.000124
570,78,5,0,1628,10,526,0.0004,0.000122
571,79,5,0,1637,10,549,0.0004,0.00012
572,80,5,0,1646,10,571,0.000392,0.000118
573,81,5,0,1655,10,571,0.000385,0.000116
574,82,5,0,1664,10,571,0.000385,0.000114
575,83,5,0,1673,10,571,0.000377,0.000113
576,84,5,0,1682,10,571,0.00037,0.000111
577,85,5,0,1691,10,571,0.00037,0.000109
578,86,5,0,1685,10,571,0.000364,0.000108
579,87,5,0,1694,10,571,0.000357,0.000106
580,88,5,0,1703,10,571,0.000357,0.000104
581,89,5,0,1697,10,571,0.000351,0.000103
582,90,5,0,1706,10,571,0.000345,0.000101
583,91,5,0,1700,10,571,0.000345,0.0001
584,92,5,0,1709,10,571,0.000339,9.8E-05
585,93,5,0,1703,10,571,0.000333,9.7E-05
586,94,5,0,1712,10,571,0.000328,9.6E-05
587,95,5,0,1706,10,571,0.000328,9.4E-05
588,96,5,0,1700,10,571,0.000323,9.3E-05
589,97,5,0,1709,10,571,0.000317,9.2E-05
