ID,PathID,PropertyIndex,Value
2811,21426,0,0
2812,21241,0,0
2813,21237,0,0
2814,21238,0,0
2815,21439,0,0
2817,21442,0,0
2818,20970,0,0
2819,20981,0,0
2820,21443,0,0
2821,20777,0,0
2822,20776,0,0
2823,20973,0,0
2825,21442,0,0
2826,20984,0,0
2827,21283,0,0
2828,20776,0,0
2829,20827,0,0
2830,20827,0,0
2831,21009,0,0
2832,21010,0,0
2835,21010,0,0
2836,21009,0,0
2838,21230,0,0
2839,21237,0,0
2849,21276,0,0
2850,21242,0,0
2851,21277,0,0
2852,21278,0,0
2853,21279,0,0
2854,21280,0,0
2855,21281,0,0
2868,21442,0,0
2869,21470,0,0
2870,21467,0,0
2872,21470,0,0
2873,21189,0,0
2874,21192,0,0
2875,21194,0,0
2876,21193,0,0
2877,21194,0,0
2878,21193,0,0
2879,21194,0,0
2880,21192,0,0
2881,21194,0,0
2882,21193,0,0
2883,21472,0,0
2884,21472,0,0
2885,21473,0,0
2886,21474,0,0
2887,21475,0,0
2888,21476,0,0
2889,21476,0,0
2890,21473,0,0
2891,21472,0,0
2892,21474,0,0
2893,21475,0,0
2909,21478,0,0
2911,21480,0,0
2913,21482,0,0
2914,21476,0,0
2915,20674,0,0
2916,20672,0,0
2917,20676,0,0
2918,20675,0,0
2919,20674,0,0
2920,20675,0,0
2921,20676,0,0
2922,20679,0,0
2923,20678,0,0
2924,20683,0,0
2925,21484,0,0
2926,20671,0,0
2927,20671,0,0
2931,21472,0,0
2933,21486,0,0
2934,21485,0,0
2935,21487,0,0
2936,20675,0,0
2937,21486,0,0
2938,21485,0,0
2939,20676,0,0
2942,20678,0,0
2943,20679,0,0
2946,21505,0,0
2947,21501,0,0
2948,21502,0,0
2949,21503,0,0
2950,21504,0,0
2951,21467,0,0
2961,21383,0,0
2963,21516,0,0
2966,21516,0,0
2974,21273,0,0
2978,21513,0,0
2979,21512,0,0
2980,21514,0,0
2982,21507,0,0
2983,21472,0,0
2984,21474,0,0
2985,21476,0,0
2986,21475,0,0
2987,21473,0,0
2988,21507,0,0
2989,21514,0,0
2992,21512,0,0
2993,21513,0,0
2995,21338,0,0
2997,21519,0,0
2998,21520,0,0
3001,20687,0,0
3002,21525,0,0
3003,20687,0,0
3004,20685,0,0
3005,20690,0,0
3006,20689,0,0
3007,20692,0,0
3008,20693,0,0
3009,20686,0,0
3010,20685,0,0
3011,20690,0,0
3012,20689,0,0
3013,20692,0,0
3014,20693,0,0
3015,20695,0,0
3016,20694,0,0
3017,20697,0,0
3018,20695,0,0
3019,20698,0,0
3020,20699,0,0
3021,20701,0,0
3022,20704,0,0
3023,20699,0,0
3024,20701,0,0
3025,20702,0,0
3026,21535,0,0
3027,21534,0,0
3028,21531,0,0
3030,21532,0,0
3031,21442,0,0
3032,20777,0,0
3033,20776,0,0
3034,20490,0,0
3035,20549,0,0
3036,21242,0,0
3037,21276,0,0
3038,21277,0,0
3039,21279,0,0
3040,21280,0,0
3041,21281,0,0
3042,21278,0,0
3043,20549,0,0
3044,21384,0,0
3045,21383,0,0
3046,20549,0,0
3047,20490,0,0
3048,20421,0,0
3049,21160,0,0
3050,21186,0,0
3051,21187,0,0
3053,20671,0,0
3054,21542,0,0
3055,21542,0,0
3056,21541,0,0
3057,20678,0,0
3058,20671,0,0
3059,20678,0,0
3060,20679,0,0
3061,20681,0,0
3062,20679,0,0
3063,20687,0,0
3064,21541,0,0
3065,20687,0,0
3066,20678,0,0
3067,20679,0,0
3068,21543,0,0
3070,21545,0,0
3071,21546,0,0
3074,20685,0,0
3075,20686,0,0
3077,21546,0,0
3078,21545,0,0
3079,20685,0,0
3080,20690,0,0
3081,20689,0,0
3082,20689,0,0
3083,20690,0,0
3084,21442,0,0
3085,21160,0,0
3086,21233,0,0
3087,20689,0,0
3088,20686,0,0
3089,20685,0,0
3090,20693,0,0
3091,20692,0,0
3092,20450,0,0
3093,20449,0,0
3094,20698,0,0
3095,20697,0,0
3096,20696,0,0
3097,20701,0,0
3098,20702,0,0
3099,20692,0,0
3100,21549,0,0
3101,20689,0,0
3102,20689,0,0
3103,20679,0,0
3104,21550,0,0
3105,21550,0,0
3106,20693,0,0
3108,20681,0,0
3109,21551,0,0
3110,21551,0,0
3111,21548,0,0
3112,20695,0,0
3113,20697,0,0
3116,21553,0,0
3117,20678,0,0
3118,20689,0,0
3119,21554,0,0
3120,20697,0,0
3121,20342,0,0
3122,20344,0,0
3123,20398,0,0
3124,20400,0,0
3125,20403,0,0
3126,20343,0,0
3127,20399,0,0
3128,20401,0,0
3129,20405,0,0
3132,20509,0,0
3135,20343,0,0
3136,20344,0,0
3138,20399,0,0
3139,20399,0,0
3146,20418,0,0
3147,20416,0,0
3148,20422,0,0
3149,20423,0,0
3150,20416,0,0
3151,20418,0,0
3152,21561,0,0
3154,21565,0,0
3156,21569,0,0
3157,20418,0,0
3158,20419,0,0
3165,21574,0,0
3169,21576,0,0
3171,21575,0,0
3172,21573,0,0
3173,21576,0,0
3174,21574,0,0
3175,20628,0,0
3179,21569,0,0
3180,20428,0,0
3181,20429,0,0
3184,20428,0,0
3186,21543,0,0
3188,20428,0,0
3189,20429,0,0
3190,21579,0,0
3191,21565,0,0
3192,21579,0,0
3193,20428,0,0
3195,21579,0,0
3196,21565,0,0
3197,21565,0,0
3200,21582,0,0
3201,21582,0,0
3202,21582,0,0
3205,20429,0,0
3207,20428,0,0
3208,20430,0,0
3209,20431,0,0
3210,20628,0,0
3212,21583,0,0
3213,21583,0,0
3214,21583,0,0
3216,21583,0,0
3217,20429,0,0
3218,20429,0,0
3219,20508,0,0
3220,20507,0,0
3221,20508,0,0
3222,20507,0,0
3223,20428,0,0
3224,20429,0,0
3225,20508,0,0
3227,21586,0,0
3228,21591,0,0
3229,21586,0,0
3231,21591,0,0
3232,21586,0,0
3233,21595,0,0
3234,21596,0,0
3235,21598,0,0
3236,21598,0,0
3237,21599,0,0
3241,21599,0,0
3243,21598,0,0
3245,20437,0,0
3249,20422,0,0
3250,20625,0,0
3255,21571,0,0
3258,21568,0,0
3259,20423,0,0
3260,21611,0,0
3261,20422,0,0
3262,20756,0,0
3263,20755,0,0
3265,21165,0,0
3266,21164,0,0
3267,20756,0,0
3268,21165,0,0
3269,21164,0,0
3270,21576,0,0
3271,21574,0,0
3272,21573,0,0
3273,21575,0,0
3274,21596,0,0
3275,21624,0,0
3276,21624,0,0
3277,21561,0,0
3278,21624,0,0
3279,20429,0,0
3280,20428,0,0
3281,21579,0,0
3282,21596,0,0
3283,21597,0,0
3284,20508,0,0
3285,20508,0,0
3288,21578,0,0
3289,21571,0,0
3290,21627,5,30000
3292,21629,0,0
3294,21630,0,0
3295,21629,0,0
3296,21634,0,0
3297,21633,0,0
3299,21584,0,0
3300,20507,0,0
3301,20508,0,0
3303,20690,0,0
3306,21639,0,0
3308,21641,0,0
3313,21645,0,0
3315,21641,0,0
3316,21645,0,0
3317,21639,0,0
3320,21651,0,0
3321,21651,0,0
3322,21652,0,0
3323,21652,0,0
3324,21651,0,0
3325,21645,0,0
3327,21639,0,0
3329,21641,0,0
3330,21641,0,0
3332,21645,0,0
3333,21639,0,0
3334,20421,0,0
3335,21645,0,0
3336,21641,0,0
3338,21656,0,0
3339,21656,0,0
3340,21656,0,0
3341,21656,0,0
3342,21656,0,0
3343,21641,0,0
3344,21645,0,0
3345,21656,0,0
3346,21657,5,20000
3347,21639,0,0
3348,21668,0,0
3349,21668,0,0
3350,21668,0,0
3351,21668,0,0
3352,21668,0,0
3353,21668,0,0
3354,21639,0,0
3355,21645,0,0
3356,21656,0,0
3357,21641,0,0
3358,21674,0,0
3359,21674,0,0
3360,21674,0,0
3361,21674,0,0
3363,21693,5,30000
3364,21693,0,0
3365,21693,0,0
3370,20584,0,0
3376,21644,0,0
3377,21645,0,0
3383,21645,0,0
3384,21639,0,0
3385,20718,0,0
3387,20584,0,0
3388,21582,0,0
3391,21726,0,0
3392,21727,0,0
3393,21729,0,0
3395,21729,0,0
3396,21727,0,0
3397,21726,0,0
3399,21742,0,0
3400,21743,0,0
3401,21744,0,0
3402,21747,0,0
3409,21376,0,0
3411,21746,0,0
3412,21760,0,0
3413,21760,0,0
3415,21762,0,0
3416,21762,0,0
3417,21762,0,0
3418,21762,0,0
3419,21762,0,0
3420,21762,0,0
3421,21760,0,0
3424,21924,5,25000
3425,21308,0,0
3431,22119,0,0
3432,22121,0,0
3433,22121,0,0
3434,22122,0,0
3435,22122,0,0
3436,22122,0,0
3437,22123,0,0
3438,22123,0,0
3439,22123,0,0
3440,22120,0,0
3441,22119,0,0
3442,22121,0,0
3443,22123,0,0
3444,22122,0,0
3445,22120,0,0
3447,20440,0,0
3449,22120,0,0
3450,22123,0,0
3453,20442,0,0
3466,22224,5,2000
3467,22224,0,0
3474,22400,5,50000
3475,22400,0,0
3477,22458,5,80000
3483,22463,0,0
3485,22464,0,0
3486,22466,0,0
3487,22467,0,0
3488,22467,0,0
3494,22481,0,0
3495,22481,0,0
3496,22484,0,0
3497,22461,0,0
3498,22460,0,0
3499,22462,0,0
3500,22486,0,0
3501,22490,0,0
3504,22492,0,0
3506,22518,0,0
3507,22522,0,0
3510,22518,0,0
3511,22517,0,0
3512,22539,0,0
3513,22540,0,0
3514,22540,0,0
3515,22540,0,0
3516,22541,0,0
3517,22541,0,0
3518,22541,0,0
3519,22517,0,0
3520,22518,0,0
3521,22539,0,0
3522,22540,0,0
3523,22540,0,0
3528,21644,0,0
3529,21645,0,0
3530,22565,0,0
3531,22565,0,0
3532,22565,0,0
3533,22565,0,0
3534,22565,0,0
3535,22565,0,0
3536,22565,0,0
3537,22565,0,0
3538,22565,0,0
3539,22565,0,0
3540,22566,0,0
3541,22566,0,0
3542,22566,0,0
3543,22567,0,0
3546,22602,5,80000
3548,22616,0,0
3551,22618,0,0
3552,22618,0,0
3553,22623,0,0
3554,22624,0,0
3559,22636,0,0
3596,22649,0,0
3597,22764,0,0
3603,22806,0,0
3607,22809,0,0
3609,22810,0,0
3610,22809,0,0
3615,22811,0,0
3616,22812,0,0
3618,22811,0,0
3619,22812,0,0
3621,22810,0,0
3623,22811,0,0
3624,22812,0,0
3625,22809,0,0
3626,22824,0,0
3627,22811,0,0
3628,22810,0,0
3629,22812,0,0
3631,22824,0,0
3632,22824,0,0
3634,22834,0,0
3635,22835,0,0
3637,22840,0,0
3638,22841,0,0
3645,22850,0,0
3646,22851,0,0
3649,22852,0,0
3650,22852,0,0
3651,22853,0,0
3652,22853,0,0
3654,22853,0,0
3655,22852,0,0
3656,22851,0,0
3657,22850,0,0
3660,22847,0,0
3662,22835,0,0
3663,22846,0,0
3664,22845,0,0
3665,22848,0,0
3666,22806,0,0
3667,22807,0,0
3668,19272,0,0
3669,19264,0,0
3670,19273,0,0
3671,19267,0,0
3672,19274,0,0
3673,19268,0,0
3674,19269,0,0
3675,19275,0,0
3676,19276,0,0
3677,19270,0,0
3678,19277,0,0
3679,19271,0,0
3680,22845,0,0
3683,22617,0,0
3685,22618,0,0
3686,22614,0,0
3687,22619,0,0
3688,22620,0,0
3690,22872,0,0
3691,22873,0,0
3692,22873,0,0
3693,22872,0,0
3694,22621,0,0
3695,22623,0,0
3696,22624,0,0
3697,22873,0,0
3698,22875,0,0
3699,22846,0,0
3700,22878,0,0
3701,22878,0,0
3702,22879,0,0
3703,22879,0,0
3704,22879,0,0
3707,22880,0,0
3708,22880,0,0
3716,22882,0,0
3718,22880,0,0
3719,22882,0,0
3720,22882,0,0
3721,22880,0,0
3722,22811,0,0
3723,22812,0,0
3724,22887,0,0
3725,22888,0,0
3726,22890,0,0
3727,22839,0,0
3728,22894,0,0
3730,22875,0,0
3731,22895,0,0
3734,22875,0,0
3735,22839,0,0
3736,22894,0,0
3737,22899,0,0
3738,22838,0,0
3739,22841,0,0
3740,22840,0,0
3745,22906,0,0
3746,22906,0,0
3748,22890,0,0
3751,22925,0,0
3754,22878,0,0
3756,22936,0,0
3761,22860,0,0
3762,22857,0,0
3791,23164,0,0
3792,23207,5,50000
3793,23253,0,0
3794,23253,0,0
3795,23254,0,0
3796,23254,0,0
3816,23580,5,25000
3817,23581,5,25000
3834,23714,5,25000
3835,23715,5,25000
3851,24243,5,25000
3853,24244,5,30000
3854,24245,5,20000
3859,24508,5,30000
3862,24576,5,15000
3868,24776,5,25000
3873,24825,5,15000
3879,25117,5,50000
3881,25157,5,10000
3888,25256,5,50000
3895,25346,5,10000
3900,25730,5,10000
3901,25735,5,20000
3902,25736,5,20000
4002,25885,5,15000
4009,25996,5,25000
4011,26046,5,100000
4012,26094,5,100000
4015,26164,5,40000
4016,26210,5,100000
4018,26212,5,50000
4019,26213,5,100000
4020,26248,5,40000
4022,26250,5,40000
4038,26287,5,150000
4041,26579,5,150000
4042,26611,5,100000
4043,26618,5,80000
4044,26762,5,200000
4047,26881,5,10000
4048,27057,5,200000
4052,27318,5,10000
4058,27843,5,25000
4059,27859,5,25000
4060,27862,5,25000
4061,27861,5,64000
4062,27866,5,25000
4066,28034,5,100000
4069,28095,5,25000
4071,28098,5,25000
4072,28099,5,25000
4073,28100,5,25000
4074,28101,5,25000
4075,28105,5,10000
4079,28156,5,25000
4082,28039,5,8000
4108,29455,5,12000
4129,30550,5,1000
4139,31091,5,3000
4141,31093,5,2000
4142,31094,5,2000
4143,31095,5,2000
4144,31143,5,100000
4145,31145,5,10000
4147,31275,5,3000
4148,31272,5,3000
4149,31413,5,200000
4150,31414,5,210000
4151,31429,5,5000
4152,31432,5,5000
4153,31437,5,5000
4154,31440,5,5000
4155,31442,5,5000
4156,31443,5,5000
4157,31447,5,5000
4158,31448,5,5000
4161,31560,5,250000
4162,31606,5,2000
4163,31607,5,10000
4164,31608,5,3000
4165,31609,5,2000
4194,31706,5,350000
4195,31891,5,500000
4197,31904,5,50000
4199,32116,5,30000
4200,32344,5,5000
4211,32622,5,35000
4220,32706,5,100000
4224,32807,5,10000
4225,32809,5,20000
4230,32847,5,50000
4232,32882,5,30000
4243,32919,5,25000
4250,33066,5,2000
4253,33071,5,2000
4254,33072,5,2000
4255,33085,5,50000
4272,33392,5,100000
4273,33399,5,25000
4335,33465,5,100000
4336,33467,5,100000
4356,33494,5,30000
4359,33556,5,15000
4360,33566,5,3000
4369,33670,5,10000
4420,33797,5,30000
4467,34296,5,12000
4477,34319,5,20000
4478,34322,5,10000
4479,34323,5,5000
4554,35017,5,38000
4562,35268,5,100000
4563,35269,5,1000
4567,35361,5,20000
4569,35364,5,30000
4573,35242,1,7
4582,36224,5,6000
4594,36303,2,79242
4595,36303,1,4
4600,36306,2,79240
4601,36306,1,4
4604,36308,2,79243
4605,36308,1,4
4606,36309,2,79245
4607,36309,1,4
4608,36310,2,79244
4609,36310,1,4
4649,36469,5,150000
4650,36470,1,4
4652,36471,1,6
4653,36471,2,34450
4654,36472,1,6
4655,36472,2,34450
4659,36477,5,30000
4664,36494,1,4
4665,36495,1,4
4669,36579,5,20000
4674,36588,2,49081
4675,36588,1,19
4676,36589,2,49081
4677,36589,1,19
4678,36651,2,79263
4679,36651,1,11
4694,36659,1,15
4695,36660,1,15
4696,36661,1,15
4697,36662,1,15
4698,36663,1,15
4699,36667,1,7
4700,36668,1,7
4701,36669,1,7
4702,36670,1,7
4703,36671,1,7
4714,36736,2,79241
4715,36736,1,4
4722,36310,4,2
4723,36310,3,2
4724,36308,4,2
4725,36308,3,2
4726,36309,3,2
4727,36309,4,2
4728,36736,4,2
4729,36736,3,2
4730,36303,4,2
4731,36303,3,2
4732,36306,4,2
4733,36306,3,2
4740,36659,4,6
4741,36659,3,4
4742,36660,4,6
4743,36660,3,4
4744,36661,4,6
4745,36661,3,4
4746,36662,4,6
4747,36662,3,4
4748,36663,4,8
4749,36663,3,4
4750,36798,2,81181
4751,36798,1,4
4752,36798,3,2
4753,36798,4,2
4761,36811,2,49081
4762,36811,1,4
4763,36812,2,49081
4764,36812,1,4
4765,36828,1,15
4766,36828,4,6
4767,36828,3,4
4771,35242,2,79254
4772,36667,2,79256
4773,36668,2,79253
4774,36669,2,79255
4775,36670,2,79252
4776,36671,2,79257
4777,36828,2,79248
4778,36660,2,79249
4779,36661,2,79249
4780,36662,2,79247
4781,36663,2,79246
4782,36659,2,79251
4803,36651,4,4
4804,36651,3,2
4805,36843,2,79261
4806,36843,1,11
4807,36843,4,4
4808,36843,3,2
4809,36844,2,79262
4810,36844,1,11
4811,36844,4,4
4812,36844,3,2
4813,36845,2,79260
4814,36845,1,11
4815,36845,4,4
4816,36845,3,2
4817,36846,2,79259
4818,36846,1,11
4819,36846,4,4
4820,36846,3,2
4821,36847,2,79264
4822,36847,1,11
4823,36847,4,4
4824,36847,3,2
4829,37110,1,15
4830,37110,4,6
4831,37110,3,4
4832,37110,2,79250
4833,37114,1,20
4834,37115,1,20
4835,37114,4,3
4836,37114,3,1
4837,37115,4,3
4838,37115,3,1
4839,36588,4,3
4840,36588,3,0
4841,36589,4,3
4842,36589,3,0
4843,37130,2,49081
4844,37130,1,4
4845,37131,2,49081
4846,37131,1,4
4855,35242,4,5
4856,35242,3,3
4857,36667,4,5
4858,36667,3,3
4859,36668,4,5
4860,36668,3,3
4861,36669,4,5
4862,36669,3,3
4863,36670,4,5
4864,36670,3,3
4865,36671,4,5
4866,36671,3,3
4870,37329,5,30000
4877,37478,5,100000
4878,37480,5,20000
4879,37613,5,20000
4880,37621,5,700000
4886,37723,5,20000
4887,37743,5,100000
4890,37791,2,87444
4891,37791,1,24
4892,37791,4,0
4893,37791,3,1
4894,37815,2,87447
4895,37815,1,24
4896,37815,4,0
4897,37815,3,1
4898,37816,2,87445
4899,37816,1,24
4900,37816,4,0
4901,37816,3,1
4902,37817,2,87446
4903,37817,1,24
4904,37817,4,0
4905,37817,3,1
4908,37881,5,25000
4909,37882,5,25000
4910,37883,5,5000
4911,37889,5,50000
4914,37114,2,49081
4915,37115,2,49081
4917,37906,5,10000
4934,38545,5,250
4936,38616,5,6000
4967,38839,5,30000
4968,39291,5,45000
4972,39366,1,20
4975,39370,1,20
4976,39371,1,20
4977,39372,1,20
4978,39374,1,20
4979,39377,1,20
4980,39366,4,1
4981,39366,3,0
4982,39370,4,1
4983,39370,2,90256
4984,39366,2,90260
4985,39371,2,90262
4986,39372,2,90261
4987,39374,2,90264
4988,39377,2,90263
4989,39491,5,100000
4991,39547,5,10000
4992,39549,5,10000
4993,39560,5,100000
4998,39585,5,5000
4999,39587,5,5000
5000,39596,5,10000
5003,39870,5,150000
5004,39882,5,5000
5007,40186,5,3000
5019,41641,5,12000
5020,41969,5,45000
5021,42029,5,100000
5023,42064,5,500000
5024,42065,5,1000000
5027,42258,5,100000
5029,42265,5,100000
5030,42266,5,150000
5033,43459,5,25000
5036,43475,5,500000
5037,43480,5,700000
5038,43488,5,500000
5039,43492,5,500000
5040,43500,5,500000
5041,43503,5,800000
5042,43506,5,300000
5043,43507,5,700000
5044,43510,5,800000
5045,43525,5,800000
5046,43534,5,900000
5047,43545,5,800000
5048,43594,5,500000
5050,43602,5,100000
5054,44684,5,50000
5055,44685,5,50000
5058,44871,5,500000
5059,44874,5,500000
5060,44875,5,500000
5061,44876,5,500000
5062,44877,5,500000
5063,44878,5,500000
5064,44879,5,500000
5065,44881,5,500000
5066,44882,5,500000
5067,44883,5,500000
5068,44884,5,500000
5069,44885,5,500000
5076,45252,5,6000
5082,45509,5,18000
5083,45513,5,10000
5084,45569,5,500000
5087,45703,5,300000
5089,45903,5,500000
5095,46024,5,250000
5098,47425,5,10000
5100,47434,5,100000
5104,48565,5,100000
5105,48566,5,200000
5108,48694,5,100000
5109,48724,5,10000
5110,48756,5,15000
5112,48961,5,20000
5124,49781,5,5000
5148,50039,5,8000
5151,50053,5,8000
5152,50054,5,8000
5153,50056,5,8000
5154,50135,5,8000
5157,50146,5,5000
5158,50147,5,5000
5163,50535,5,5000
5164,51623,5,8000
5168,51842,5,5000
5169,51843,5,5000
5234,52358,5,400000
5235,52365,5,45000
5236,52381,5,300000
5240,52445,5,1000000
5241,52446,5,1000000
5242,52447,5,1000000
5244,52449,5,1000000
5245,53023,5,30000
5251,53106,5,10000
5278,53860,5,6000
5280,53862,5,8500
5281,53863,5,7000
5282,53864,5,2000
5283,53865,5,2000
5284,53880,5,7000
5286,53905,5,300000
5287,53906,5,200000
5356,54299,5,500000
5358,54318,5,3000
5360,54342,5,25000
5361,54343,5,25000
5362,54344,5,25000
5370,54461,5,8000
5371,54462,5,30000
5376,53786,5,10000
5377,53787,5,10000
5379,54540,5,200000
5385,54737,5,10000
