ID,ItemContext,ChildItemBonusTreeID,ChildItemBonusListID,ChildItemLevelSelectorID,ChildItemBonusListGroupID,IblGroupPointsModSetID,MinMythicPlusLevel,MaxMythicPlusLevel,ItemCreationContextGroupID,Flags,ParentItemBonusTreeID
25853,0,0,12749,0,0,0,0,0,0,0,5657
25854,0,0,12750,0,0,0,0,0,0,0,5657
25855,0,0,12752,0,0,0,0,0,0,0,5657
25856,0,0,12755,0,0,0,0,0,0,0,5657
25857,0,0,12736,0,0,0,0,0,0,0,5657
25858,0,0,12753,0,0,0,0,0,0,0,5657
25859,0,0,12754,0,0,0,0,0,0,0,5657
25860,0,0,12718,0,0,0,0,0,0,0,5658
25861,0,0,12719,0,0,0,0,0,0,0,5658
25862,0,0,12720,0,0,0,0,0,0,0,5658
25863,0,0,12721,0,0,0,0,0,0,0,5658
25864,0,0,12722,0,0,0,0,0,0,0,5658
25865,0,0,12723,0,0,0,0,0,0,0,5658
25866,0,0,12724,0,0,0,0,0,0,0,5658
25867,0,0,12725,0,0,0,0,0,0,0,5658
25868,0,0,12726,0,0,0,0,0,0,0,5658
25869,0,0,12727,0,0,0,0,0,0,0,5658
25870,0,0,12728,0,0,0,0,0,0,0,5658
25871,0,0,12729,0,0,0,0,0,0,0,5658
25872,0,0,12730,0,0,0,0,0,0,0,5658
25873,0,0,12731,0,0,0,0,0,0,0,5658
25874,0,0,12732,0,0,0,0,0,0,0,5658
25875,0,0,12733,0,0,0,0,0,0,0,5658
25876,0,0,12740,0,0,0,0,0,0,0,5658
25877,0,0,12741,0,0,0,0,0,0,0,5658
25878,0,0,12742,0,0,0,0,0,0,0,5658
25879,0,0,12743,0,0,0,0,0,0,0,5658
25880,0,0,12744,0,0,0,0,0,0,0,5658
25881,0,0,12748,0,0,0,0,0,0,0,5658
25882,0,0,12749,0,0,0,0,0,0,0,5658
25883,0,0,12750,0,0,0,0,0,0,0,5658
25884,0,0,12752,0,0,0,0,0,0,0,5658
25885,0,0,12755,0,0,0,0,0,0,0,5658
25886,0,0,12753,0,0,0,0,0,0,0,5658
25887,0,0,12754,0,0,0,0,0,0,0,5658
25888,0,0,12745,0,0,0,0,0,0,0,5658
25889,0,0,12746,0,0,0,0,0,0,0,5658
25890,0,0,12747,0,0,0,0,0,0,0,5658
25891,0,0,12751,0,0,0,0,0,0,0,5658
25892,0,0,12718,0,0,0,0,0,0,0,5659
25893,0,0,12719,0,0,0,0,0,0,0,5659
25894,0,0,12720,0,0,0,0,0,0,0,5659
25895,0,0,12721,0,0,0,0,0,0,0,5659
25896,0,0,12722,0,0,0,0,0,0,0,5659
25897,0,0,12723,0,0,0,0,0,0,0,5659
25898,0,0,12724,0,0,0,0,0,0,0,5659
25899,0,0,12725,0,0,0,0,0,0,0,5659
25900,0,0,12726,0,0,0,0,0,0,0,5659
25901,0,0,12727,0,0,0,0,0,0,0,5659
25902,0,0,12728,0,0,0,0,0,0,0,5659
25903,0,0,12729,0,0,0,0,0,0,0,5659
25904,0,0,12730,0,0,0,0,0,0,0,5659
25905,0,0,12731,0,0,0,0,0,0,0,5659
25906,0,0,12732,0,0,0,0,0,0,0,5659
25907,0,0,12733,0,0,0,0,0,0,0,5659
25908,0,0,12740,0,0,0,0,0,0,0,5659
25909,0,0,12741,0,0,0,0,0,0,0,5659
25910,0,0,12742,0,0,0,0,0,0,0,5659
25911,0,0,12743,0,0,0,0,0,0,0,5659
25912,0,0,12744,0,0,0,0,0,0,0,5659
25913,0,0,12748,0,0,0,0,0,0,0,5659
25914,0,0,12749,0,0,0,0,0,0,0,5659
25915,0,0,12750,0,0,0,0,0,0,0,5659
25916,0,0,12752,0,0,0,0,0,0,0,5659
25917,0,0,12755,0,0,0,0,0,0,0,5659
25918,0,0,12753,0,0,0,0,0,0,0,5659
25919,0,0,12754,0,0,0,0,0,0,0,5659
25920,0,0,12745,0,0,0,0,0,0,0,5659
25921,0,0,12746,0,0,0,0,0,0,0,5659
25922,0,0,12747,0,0,0,0,0,0,0,5659
25923,0,0,12751,0,0,0,0,0,0,0,5659
25924,0,0,12734,0,0,0,0,0,0,0,5659
25925,0,0,12735,0,0,0,0,0,0,0,5659
25926,0,0,12736,0,0,0,0,0,0,0,5659
25927,0,0,12756,0,0,0,0,0,0,0,5659
25928,0,0,12757,0,0,0,0,0,0,0,5659
25929,0,0,12758,0,0,0,0,0,0,0,5659
25930,0,0,12759,0,0,0,0,0,0,0,5659
25931,0,0,12760,0,0,0,0,0,0,0,5659
25932,0,0,12761,0,0,0,0,0,0,0,5659
25933,0,0,12718,0,0,0,0,0,0,0,5660
25934,0,0,12719,0,0,0,0,0,0,0,5660
25935,0,0,12720,0,0,0,0,0,0,0,5660
25936,0,0,12721,0,0,0,0,0,0,0,5660
25937,0,0,12722,0,0,0,0,0,0,0,5660
25938,0,0,12723,0,0,0,0,0,0,0,5660
25939,0,0,12724,0,0,0,0,0,0,0,5660
25940,0,0,12725,0,0,0,0,0,0,0,5660
25941,0,0,12726,0,0,0,0,0,0,0,5660
25942,0,0,12727,0,0,0,0,0,0,0,5660
25943,0,0,12728,0,0,0,0,0,0,0,5660
25944,0,0,12729,0,0,0,0,0,0,0,5660
25945,0,0,12730,0,0,0,0,0,0,0,5660
25946,0,0,12731,0,0,0,0,0,0,0,5660
25947,0,0,12732,0,0,0,0,0,0,0,5660
25948,0,0,12733,0,0,0,0,0,0,0,5660
25949,0,0,12740,0,0,0,0,0,0,0,5660
25950,0,0,12741,0,0,0,0,0,0,0,5660
25951,0,0,12742,0,0,0,0,0,0,0,5660
25952,0,0,12743,0,0,0,0,0,0,0,5660
25953,0,0,12744,0,0,0,0,0,0,0,5660
25954,0,0,12748,0,0,0,0,0,0,0,5660
25955,0,0,12749,0,0,0,0,0,0,0,5660
25956,0,0,12750,0,0,0,0,0,0,0,5660
25957,0,0,12753,0,0,0,0,0,0,0,5660
25958,0,0,12754,0,0,0,0,0,0,0,5660
25959,0,0,12745,0,0,0,0,0,0,0,5660
25960,0,0,12746,0,0,0,0,0,0,0,5660
25961,0,0,12747,0,0,0,0,0,0,0,5660
25962,0,0,12734,0,0,0,0,0,0,0,5660
25963,0,0,12735,0,0,0,0,0,0,0,5660
25964,0,0,12736,0,0,0,0,0,0,0,5660
25965,0,0,12759,0,0,0,0,0,0,0,5660
25966,0,0,12760,0,0,0,0,0,0,0,5660
25967,0,0,12718,0,0,0,0,0,0,0,5661
25968,0,0,12719,0,0,0,0,0,0,0,5661
25969,0,0,12720,0,0,0,0,0,0,0,5661
25970,0,0,12721,0,0,0,0,0,0,0,5661
25971,0,0,12722,0,0,0,0,0,0,0,5661
25972,0,0,12723,0,0,0,0,0,0,0,5661
25973,0,0,12724,0,0,0,0,0,0,0,5661
25974,0,0,12725,0,0,0,0,0,0,0,5661
25975,0,0,12726,0,0,0,0,0,0,0,5661
25976,0,0,12727,0,0,0,0,0,0,0,5661
25977,0,0,12728,0,0,0,0,0,0,0,5661
25978,0,0,12729,0,0,0,0,0,0,0,5661
25979,0,0,12730,0,0,0,0,0,0,0,5661
25980,0,0,12731,0,0,0,0,0,0,0,5661
25981,0,0,12732,0,0,0,0,0,0,0,5661
25982,0,0,12733,0,0,0,0,0,0,0,5661
25983,0,0,12740,0,0,0,0,0,0,0,5661
25984,0,0,12741,0,0,0,0,0,0,0,5661
25985,0,0,12742,0,0,0,0,0,0,0,5661
25986,0,0,12743,0,0,0,0,0,0,0,5661
25987,0,0,12744,0,0,0,0,0,0,0,5661
25988,0,0,12748,0,0,0,0,0,0,0,5661
25989,0,0,12749,0,0,0,0,0,0,0,5661
25990,0,0,12750,0,0,0,0,0,0,0,5661
25991,0,0,12745,0,0,0,0,0,0,0,5661
25992,0,0,12746,0,0,0,0,0,0,0,5661
25993,0,0,12747,0,0,0,0,0,0,0,5661
25994,0,0,12734,0,0,0,0,0,0,0,5661
25995,0,0,12735,0,0,0,0,0,0,0,5661
25996,0,0,12756,0,0,0,0,0,0,0,5661
25997,0,0,12757,0,0,0,0,0,0,0,5661
25998,0,0,12758,0,0,0,0,0,0,0,5661
25999,0,0,12759,0,0,0,0,0,0,0,5661
26000,0,0,12760,0,0,0,0,0,0,0,5661
26001,0,0,12761,0,0,0,0,0,0,0,5661
26002,0,0,12718,0,0,0,0,0,0,0,5662
26003,0,0,12719,0,0,0,0,0,0,0,5662
26004,0,0,12720,0,0,0,0,0,0,0,5662
26005,0,0,12721,0,0,0,0,0,0,0,5662
26006,0,0,12722,0,0,0,0,0,0,0,5662
26007,0,0,12723,0,0,0,0,0,0,0,5662
26008,0,0,12724,0,0,0,0,0,0,0,5662
26009,0,0,12725,0,0,0,0,0,0,0,5662
26010,0,0,12726,0,0,0,0,0,0,0,5662
26011,0,0,12727,0,0,0,0,0,0,0,5662
26012,0,0,12728,0,0,0,0,0,0,0,5662
26013,0,0,12729,0,0,0,0,0,0,0,5662
26014,0,0,12730,0,0,0,0,0,0,0,5662
26015,0,0,12731,0,0,0,0,0,0,0,5662
26016,0,0,12732,0,0,0,0,0,0,0,5662
26017,0,0,12733,0,0,0,0,0,0,0,5662
26018,0,0,12740,0,0,0,0,0,0,0,5662
26019,0,0,12741,0,0,0,0,0,0,0,5662
26020,0,0,12742,0,0,0,0,0,0,0,5662
26021,0,0,12743,0,0,0,0,0,0,0,5662
26022,0,0,12744,0,0,0,0,0,0,0,5662
26023,0,0,12753,0,0,0,0,0,0,0,5662
26024,0,0,12751,0,0,0,0,0,0,0,5662
26025,0,0,12917,0,0,0,0,0,0,0,5662
26026,0,0,12920,0,0,0,0,0,0,0,5662
26027,0,0,12736,0,0,0,0,0,0,0,5662
26028,0,0,12759,0,0,0,0,0,0,0,5662
26029,0,0,12906,0,0,0,0,0,0,0,5662
26030,0,0,12908,0,0,0,0,0,0,0,5662
26031,0,0,12910,0,0,0,0,0,0,0,5662
26032,0,0,12912,0,0,0,0,0,0,0,5662
26033,0,0,12913,0,0,0,0,0,0,0,5662
26034,0,0,12916,0,0,0,0,0,0,0,5662
26035,0,0,12718,0,0,0,0,0,0,0,5663
26036,0,0,12719,0,0,0,0,0,0,0,5663
26037,0,0,12720,0,0,0,0,0,0,0,5663
26038,0,0,12721,0,0,0,0,0,0,0,5663
26039,0,0,12722,0,0,0,0,0,0,0,5663
26040,0,0,12723,0,0,0,0,0,0,0,5663
26041,0,0,12724,0,0,0,0,0,0,0,5663
26042,0,0,12725,0,0,0,0,0,0,0,5663
26043,0,0,12726,0,0,0,0,0,0,0,5663
26044,0,0,12727,0,0,0,0,0,0,0,5663
26045,0,0,12728,0,0,0,0,0,0,0,5663
26046,0,0,12729,0,0,0,0,0,0,0,5663
26047,0,0,12730,0,0,0,0,0,0,0,5663
26048,0,0,12731,0,0,0,0,0,0,0,5663
26049,0,0,12732,0,0,0,0,0,0,0,5663
26050,0,0,12733,0,0,0,0,0,0,0,5663
26051,0,0,12740,0,0,0,0,0,0,0,5663
26052,0,0,12741,0,0,0,0,0,0,0,5663
26053,0,0,12742,0,0,0,0,0,0,0,5663
26054,0,0,12743,0,0,0,0,0,0,0,5663
26055,0,0,12744,0,0,0,0,0,0,0,5663
26056,0,0,12752,0,0,0,0,0,0,0,5663
26057,0,0,12751,0,0,0,0,0,0,0,5663
26058,0,0,12918,0,0,0,0,0,0,0,5663
26059,0,0,12919,0,0,0,0,0,0,0,5663
26060,0,0,12736,0,0,0,0,0,0,0,5663
26061,0,0,12759,0,0,0,0,0,0,0,5663
26062,0,0,12905,0,0,0,0,0,0,0,5663
26063,0,0,12907,0,0,0,0,0,0,0,5663
26064,0,0,12909,0,0,0,0,0,0,0,5663
26065,0,0,12911,0,0,0,0,0,0,0,5663
26066,0,0,12914,0,0,0,0,0,0,0,5663
26067,0,0,12915,0,0,0,0,0,0,0,5663
26068,0,0,12718,0,0,0,0,0,0,0,5664
26069,0,0,12719,0,0,0,0,0,0,0,5664
26070,0,0,12720,0,0,0,0,0,0,0,5664
26071,0,0,12721,0,0,0,0,0,0,0,5664
26072,0,0,12722,0,0,0,0,0,0,0,5664
26073,0,0,12723,0,0,0,0,0,0,0,5664
26074,0,0,12724,0,0,0,0,0,0,0,5664
26075,0,0,12725,0,0,0,0,0,0,0,5664
26076,0,0,12726,0,0,0,0,0,0,0,5664
26077,0,0,12727,0,0,0,0,0,0,0,5664
26078,0,0,12728,0,0,0,0,0,0,0,5664
26079,0,0,12729,0,0,0,0,0,0,0,5664
26080,0,0,12730,0,0,0,0,0,0,0,5664
26081,0,0,12731,0,0,0,0,0,0,0,5664
26082,0,0,12732,0,0,0,0,0,0,0,5664
26083,0,0,12733,0,0,0,0,0,0,0,5664
26084,0,0,12740,0,0,0,0,0,0,0,5664
26085,0,0,12741,0,0,0,0,0,0,0,5664
26086,0,0,12742,0,0,0,0,0,0,0,5664
26087,0,0,12743,0,0,0,0,0,0,0,5664
26088,0,0,12744,0,0,0,0,0,0,0,5664
26089,0,0,12752,0,0,0,0,0,0,0,5664
26090,0,0,12751,0,0,0,0,0,0,0,5664
26091,0,0,12917,0,0,0,0,0,0,0,5664
26092,0,0,12920,0,0,0,0,0,0,0,5664
26093,0,0,12736,0,0,0,0,0,0,0,5664
26094,0,0,12759,0,0,0,0,0,0,0,5664
26095,0,0,12906,0,0,0,0,0,0,0,5664
26096,0,0,12908,0,0,0,0,0,0,0,5664
26097,0,0,12910,0,0,0,0,0,0,0,5664
26098,0,0,12912,0,0,0,0,0,0,0,5664
26099,0,0,12913,0,0,0,0,0,0,0,5664
26100,0,0,12916,0,0,0,0,0,0,0,5664
26101,0,0,12753,0,0,0,0,0,0,0,5664
26102,0,0,12754,0,0,0,0,0,0,0,5664
26105,0,0,12718,0,0,0,0,0,0,0,5665
26106,0,0,12719,0,0,0,0,0,0,0,5665
26107,0,0,12720,0,0,0,0,0,0,0,5665
26108,0,0,12721,0,0,0,0,0,0,0,5665
26109,0,0,12722,0,0,0,0,0,0,0,5665
26110,0,0,12723,0,0,0,0,0,0,0,5665
26111,0,0,12724,0,0,0,0,0,0,0,5665
26112,0,0,12725,0,0,0,0,0,0,0,5665
26113,0,0,12726,0,0,0,0,0,0,0,5665
26114,0,0,12727,0,0,0,0,0,0,0,5665
26115,0,0,12728,0,0,0,0,0,0,0,5665
26116,0,0,12729,0,0,0,0,0,0,0,5665
26117,0,0,12730,0,0,0,0,0,0,0,5665
26118,0,0,12731,0,0,0,0,0,0,0,5665
26119,0,0,12732,0,0,0,0,0,0,0,5665
26120,0,0,12733,0,0,0,0,0,0,0,5665
26121,0,0,12740,0,0,0,0,0,0,0,5665
26122,0,0,12741,0,0,0,0,0,0,0,5665
26123,0,0,12742,0,0,0,0,0,0,0,5665
26124,0,0,12743,0,0,0,0,0,0,0,5665
26125,0,0,12744,0,0,0,0,0,0,0,5665
26126,0,0,12752,0,0,0,0,0,0,0,5665
26127,0,0,12755,0,0,0,0,0,0,0,5665
26128,0,0,12918,0,0,0,0,0,0,0,5665
26129,0,0,12919,0,0,0,0,0,0,0,5665
26130,0,0,12736,0,0,0,0,0,0,0,5665
26131,0,0,12759,0,0,0,0,0,0,0,5665
26132,0,0,12905,0,0,0,0,0,0,0,5665
26133,0,0,12907,0,0,0,0,0,0,0,5665
26134,0,0,12909,0,0,0,0,0,0,0,5665
26135,0,0,12911,0,0,0,0,0,0,0,5665
26136,0,0,12914,0,0,0,0,0,0,0,5665
26137,0,0,12915,0,0,0,0,0,0,0,5665
26138,0,0,12753,0,0,0,0,0,0,0,5665
26139,0,0,12718,0,0,0,0,0,0,0,5666
26140,0,0,12719,0,0,0,0,0,0,0,5666
26141,0,0,12720,0,0,0,0,0,0,0,5666
26142,0,0,12721,0,0,0,0,0,0,0,5666
26143,0,0,12722,0,0,0,0,0,0,0,5666
26144,0,0,12723,0,0,0,0,0,0,0,5666
26145,0,0,12724,0,0,0,0,0,0,0,5666
26146,0,0,12725,0,0,0,0,0,0,0,5666
26147,0,0,12726,0,0,0,0,0,0,0,5666
26148,0,0,12727,0,0,0,0,0,0,0,5666
26149,0,0,12728,0,0,0,0,0,0,0,5666
26150,0,0,12729,0,0,0,0,0,0,0,5666
26151,0,0,12730,0,0,0,0,0,0,0,5666
26152,0,0,12731,0,0,0,0,0,0,0,5666
26153,0,0,12732,0,0,0,0,0,0,0,5666
26154,0,0,12733,0,0,0,0,0,0,0,5666
26155,0,0,12740,0,0,0,0,0,0,0,5666
26156,0,0,12741,0,0,0,0,0,0,0,5666
26157,0,0,12742,0,0,0,0,0,0,0,5666
26158,0,0,12743,0,0,0,0,0,0,0,5666
26159,0,0,12744,0,0,0,0,0,0,0,5666
26160,0,0,12752,0,0,0,0,0,0,0,5666
26161,0,0,12751,0,0,0,0,0,0,0,5666
26162,0,0,12917,0,0,0,0,0,0,0,5666
26163,0,0,12920,0,0,0,0,0,0,0,5666
26164,0,0,12736,0,0,0,0,0,0,0,5666
26165,0,0,12759,0,0,0,0,0,0,0,5666
26166,0,0,12906,0,0,0,0,0,0,0,5666
26167,0,0,12908,0,0,0,0,0,0,0,5666
26168,0,0,12910,0,0,0,0,0,0,0,5666
26169,0,0,12912,0,0,0,0,0,0,0,5666
26170,0,0,12913,0,0,0,0,0,0,0,5666
26171,0,0,12916,0,0,0,0,0,0,0,5666
26172,0,0,12753,0,0,0,0,0,0,0,5666
26173,0,0,12754,0,0,0,0,0,0,0,5666
26174,0,0,12718,0,0,0,0,0,0,0,5667
26175,0,0,12719,0,0,0,0,0,0,0,5667
26176,0,0,12720,0,0,0,0,0,0,0,5667
26177,0,0,12721,0,0,0,0,0,0,0,5667
26178,0,0,12722,0,0,0,0,0,0,0,5667
26179,0,0,12723,0,0,0,0,0,0,0,5667
26180,0,0,12724,0,0,0,0,0,0,0,5667
26181,0,0,12725,0,0,0,0,0,0,0,5667
26182,0,0,12726,0,0,0,0,0,0,0,5667
26183,0,0,12727,0,0,0,0,0,0,0,5667
26184,0,0,12728,0,0,0,0,0,0,0,5667
26185,0,0,12729,0,0,0,0,0,0,0,5667
26186,0,0,12730,0,0,0,0,0,0,0,5667
26187,0,0,12731,0,0,0,0,0,0,0,5667
26188,0,0,12732,0,0,0,0,0,0,0,5667
26189,0,0,12733,0,0,0,0,0,0,0,5667
26190,0,0,12740,0,0,0,0,0,0,0,5667
26191,0,0,12741,0,0,0,0,0,0,0,5667
26192,0,0,12742,0,0,0,0,0,0,0,5667
26193,0,0,12743,0,0,0,0,0,0,0,5667
26194,0,0,12744,0,0,0,0,0,0,0,5667
26195,0,0,12752,0,0,0,0,0,0,0,5667
26196,0,0,12755,0,0,0,0,0,0,0,5667
26197,0,0,12919,0,0,0,0,0,0,0,5667
26198,0,0,12759,0,0,0,0,0,0,0,5667
26199,0,0,12911,0,0,0,0,0,0,0,5667
26200,0,0,12914,0,0,0,0,0,0,0,5667
26201,0,0,12915,0,0,0,0,0,0,0,5667
26202,0,0,12751,0,0,0,0,0,0,0,5667
26203,0,0,12718,0,0,0,0,0,0,0,5668
26204,0,0,12719,0,0,0,0,0,0,0,5668
26205,0,0,12720,0,0,0,0,0,0,0,5668
26206,0,0,12721,0,0,0,0,0,0,0,5668
26207,0,0,12722,0,0,0,0,0,0,0,5668
26208,0,0,12723,0,0,0,0,0,0,0,5668
26209,0,0,12724,0,0,0,0,0,0,0,5668
26210,0,0,12725,0,0,0,0,0,0,0,5668
26211,0,0,12726,0,0,0,0,0,0,0,5668
26212,0,0,12727,0,0,0,0,0,0,0,5668
26213,0,0,12728,0,0,0,0,0,0,0,5668
26214,0,0,12729,0,0,0,0,0,0,0,5668
26215,0,0,12730,0,0,0,0,0,0,0,5668
26216,0,0,12731,0,0,0,0,0,0,0,5668
26217,0,0,12732,0,0,0,0,0,0,0,5668
26218,0,0,12733,0,0,0,0,0,0,0,5668
26219,0,0,12740,0,0,0,0,0,0,0,5668
26220,0,0,12741,0,0,0,0,0,0,0,5668
26221,0,0,12742,0,0,0,0,0,0,0,5668
26222,0,0,12743,0,0,0,0,0,0,0,5668
26223,0,0,12744,0,0,0,0,0,0,0,5668
26224,0,0,12752,0,0,0,0,0,0,0,5668
26225,0,0,12751,0,0,0,0,0,0,0,5668
26226,0,0,12917,0,0,0,0,0,0,0,5668
26227,0,0,12920,0,0,0,0,0,0,0,5668
26228,0,0,12736,0,0,0,0,0,0,0,5668
26229,0,0,12759,0,0,0,0,0,0,0,5668
26230,0,0,12906,0,0,0,0,0,0,0,5668
26231,0,0,12908,0,0,0,0,0,0,0,5668
26232,0,0,12910,0,0,0,0,0,0,0,5668
26233,0,0,12912,0,0,0,0,0,0,0,5668
26234,0,0,12913,0,0,0,0,0,0,0,5668
26235,0,0,12916,0,0,0,0,0,0,0,5668
26236,0,0,12753,0,0,0,0,0,0,0,5668
26237,0,0,12754,0,0,0,0,0,0,0,5668
26238,0,0,12718,0,0,0,0,0,0,0,5669
26239,0,0,12719,0,0,0,0,0,0,0,5669
26240,0,0,12720,0,0,0,0,0,0,0,5669
26241,0,0,12721,0,0,0,0,0,0,0,5669
