ID,OrderIndex,RedirectContentTuningID,RedirectFlag,RedirectEnum,ParentContentTuningID
388,0,1938,1,0,976
389,0,1938,1,0,664
390,0,1938,1,0,666
391,0,1958,1,0,1004
392,0,1938,1,0,1308
393,0,1938,1,0,999
394,0,1958,1,0,1005
395,0,1958,1,0,1003
396,0,1958,1,0,1006
397,0,1958,1,0,1007
398,0,1939,1,0,820
400,0,1958,1,0,1009
401,0,1958,1,0,1008
402,0,1958,1,0,1010
403,0,1958,1,0,1011
404,0,1958,1,0,1013
405,0,1958,1,0,1012
406,0,1939,1,0,1937
407,0,1939,1,0,1284
408,0,1958,1,0,1014
409,0,1939,1,0,161
410,0,1958,1,0,1015
411,0,1958,1,0,1064
412,0,1958,1,0,1065
414,0,1958,1,0,1067
415,0,1958,1,0,1068
416,0,1958,1,0,1069
417,0,1958,1,0,1070
418,0,1958,1,0,1071
421,0,1958,1,0,1074
423,0,1958,1,0,1076
424,0,1958,1,0,1077
429,0,1958,1,0,1099
432,0,1958,1,0,1096
433,0,1958,1,0,1095
435,0,1958,1,0,1093
436,0,1958,1,0,1092
439,0,1958,1,0,1089
440,0,1958,1,0,1088
444,0,1958,1,0,1199
445,0,1958,1,0,1118
446,0,1958,1,0,1117
448,0,1958,1,0,1184
452,0,1958,1,0,1112
453,0,1958,1,0,1111
455,0,1958,1,0,1109
456,0,1958,1,0,1108
459,0,1958,1,0,1185
460,0,1958,1,0,1186
464,0,1958,1,0,1219
470,0,1958,1,0,1142
474,0,1958,1,0,1138
476,0,1958,1,0,1167
478,0,1958,1,0,1165
479,0,1958,1,0,1164
484,0,1958,1,0,1160
485,0,1958,1,0,477
486,0,1958,1,0,1171
487,0,1958,1,0,639
488,0,1958,1,0,1170
489,0,1958,1,0,634
490,0,1958,1,0,620
491,0,1958,1,0,1169
493,0,1958,1,0,625
494,0,1958,1,0,1188
495,0,1958,1,0,1189
496,0,1958,1,0,1190
497,0,1958,1,0,1191
498,0,1958,1,0,1192
499,0,1958,1,0,1193
500,0,1958,1,0,1194
501,0,1958,1,0,1195
502,0,1958,1,0,637
503,0,1958,1,0,1182
504,0,1958,1,0,640
505,0,1958,1,0,1181
506,0,1958,1,0,635
507,0,1958,1,0,621
508,0,1958,1,0,1180
509,0,1958,1,0,629
510,0,1958,1,0,626
511,0,1958,1,0,1179
512,0,1958,1,0,1178
513,0,1958,1,0,1177
514,0,1958,1,0,1176
515,0,1958,1,0,1175
516,0,1958,1,0,1174
517,0,1958,1,0,1198
518,0,1958,1,0,1173
519,0,1958,1,0,1172
520,0,1958,1,0,1183
521,0,1958,1,0,1017
522,0,1958,1,0,1019
523,0,1958,1,0,1018
524,0,1958,1,0,1016
525,0,1958,1,0,1020
526,0,1958,1,0,1021
527,0,1958,1,0,1022
528,0,1958,1,0,1023
529,0,1958,1,0,1024
530,0,1958,1,0,1025
531,0,1958,1,0,1026
532,0,1958,1,0,1027
533,0,1958,1,0,1028
534,0,1958,1,0,1029
535,0,1958,1,0,1030
536,0,1958,1,0,1033
537,0,1958,1,0,1032
538,0,1958,1,0,1034
539,0,1942,1,0,1031
540,0,1958,1,0,1035
541,0,1958,1,0,1036
542,0,1958,1,0,1039
543,0,1958,1,0,1038
544,0,1943,1,0,1037
545,0,1958,1,0,1040
546,0,1958,1,0,627
547,0,1958,1,0,624
548,0,1958,1,0,618
549,0,1958,1,0,619
550,0,1958,1,0,636
551,0,1958,1,0,622
552,0,1958,1,0,641
553,0,1958,1,0,498
554,0,1958,1,0,638
555,0,1958,1,0,476
556,0,1958,1,0,1987
557,0,1958,1,0,1988
558,0,1958,1,0,1989
559,0,1958,1,0,1990
560,0,1958,1,0,1991
561,0,1958,1,0,1992
562,0,1958,1,0,1993
563,0,1958,1,0,1994
566,0,1958,1,0,2001
567,0,1958,1,0,2002
568,0,1958,1,0,2003
569,0,1958,1,0,2004
570,0,1958,1,0,2005
571,0,1958,1,0,2006
572,0,1958,1,0,2007
573,0,1958,1,0,2008
574,0,1958,1,0,2009
575,0,1958,1,0,2010
576,0,1958,1,0,2011
577,0,1958,1,0,2012
578,0,1958,1,0,2013
579,0,1958,1,0,2014
580,0,1958,1,0,2015
581,0,1958,1,0,2016
582,0,1958,1,0,2017
583,0,1958,1,0,2018
584,0,1958,1,0,2019
585,0,1958,1,0,2020
586,0,1958,1,0,2021
587,0,1958,1,0,2039
588,0,1940,1,0,819
589,0,1940,1,0,951
590,0,1751,1,0,889
591,0,1941,1,0,192
592,0,1941,1,0,818
593,0,1941,1,0,303
594,0,1941,1,0,165
595,0,1942,1,0,817
596,0,1942,1,0,304
597,0,1942,1,0,1204
598,0,1942,1,0,168
599,0,1942,1,0,167
600,0,1942,1,0,711
601,0,1943,1,0,816
602,0,1943,1,0,430
603,0,1943,1,0,305
604,0,1943,1,0,176
605,0,1944,1,0,335
606,0,1944,1,0,347
607,0,1944,1,0,617
608,0,1944,1,0,337
609,0,1944,1,0,672
610,0,1944,1,0,336
611,0,1941,1,0,963
613,0,2040,1,0,2045
615,3,1707,2,1,2056
616,2,1707,2,1,837
629,3,1936,4,2,2098
631,0,2116,1,0,2108
632,2,2116,1,0,2109
633,0,2116,1,0,2110
634,0,2116,1,0,2111
635,0,2116,1,0,2112
636,0,2116,1,0,2113
637,0,2116,1,0,2114
638,0,2118,1,0,881
639,0,1705,1,0,2119
640,3,1936,4,2,2125
641,3,1707,2,1,2128
642,3,1707,2,1,2129
643,3,1707,2,1,2130
645,0,1692,1,0,2140
646,0,1692,1,0,2141
648,0,2217,1,0,2216
650,3,2425,16,4,27
651,0,2421,8,3,2166
652,0,2215,8,3,2165
653,0,2422,8,3,2167
654,0,2426,8,3,2168
655,0,2421,8,3,752
656,0,2422,8,3,753
657,0,2215,8,3,751
658,0,2421,8,3,2105
659,0,2422,8,3,2106
660,0,2215,8,3,2104
661,0,2426,8,3,2107
671,0,2167,8,3,2428
672,0,2167,8,3,2423
673,0,1761,1,0,2429
674,3,2430,8,3,2431
675,0,2430,8,3,2432
676,0,2430,8,3,2433
677,3,2425,16,4,32
678,2,2425,16,4,75
679,1,1106,16,4,2423
680,3,2425,16,4,3
682,0,2437,32,5,2266
684,0,2523,32,5,2309
685,0,2523,32,5,2308
686,0,2523,32,5,2307
687,0,2437,32,5,2306
688,0,2523,32,5,2304
691,0,2523,32,5,2302
693,0,2523,32,5,2300
696,0,2523,32,5,2297
697,0,2437,32,5,2296
698,0,2437,32,5,2295
699,0,2523,32,5,2294
700,0,2523,32,5,2293
702,0,2437,32,5,2291
704,0,2523,32,5,2289
706,0,2437,32,5,2286
707,0,2523,32,5,2285
708,0,2523,32,5,2284
709,0,2523,32,5,2283
710,0,2437,32,5,2282
713,0,2523,32,5,2280
714,0,2523,32,5,2279
715,0,2523,32,5,2444
717,0,2523,32,5,2278
718,0,2523,32,5,2277
719,0,2523,32,5,2276
721,0,2523,32,5,2272
725,0,2524,32,5,2270
728,0,2437,32,5,2267
729,0,2523,32,5,2256
730,0,2437,32,5,2265
731,0,2437,32,5,2436
732,0,2437,32,5,2264
733,0,2523,32,5,2251
734,0,2523,32,5,2441
735,0,2523,32,5,2222
738,0,2437,32,5,2258
742,0,2523,32,5,2254
743,0,2437,32,5,2253
744,0,2523,32,5,2257
745,0,2437,32,5,2223
746,0,2523,32,5,2252
747,0,2437,32,5,2250
748,0,2523,32,5,2243
750,0,2523,32,5,2263
753,0,2437,32,5,2246
755,0,2523,32,5,2262
756,0,2523,32,5,2242
757,0,2437,32,5,2221
758,0,2523,32,5,2241
760,0,2523,32,5,2226
762,0,2437,32,5,2439
764,0,2437,32,5,2237
770,0,2537,32,5,2249
771,0,2523,32,5,2232
773,0,2523,32,5,2225
779,0,2523,32,5,2357
781,0,2523,32,5,2355
782,0,2437,32,5,2354
784,0,2537,32,5,2352
785,0,2523,32,5,2351
787,0,2437,32,5,2349
788,0,2437,32,5,2340
790,0,2523,32,5,2347
791,0,2523,32,5,2346
793,0,2523,32,5,2358
802,0,2523,32,5,2335
803,0,2523,32,5,2334
805,0,2437,32,5,2332
807,0,2533,64,6,2330
810,0,2523,32,5,2327
811,0,2437,32,5,2326
818,0,2524,32,5,2320
819,0,2523,32,5,2319
820,0,2437,32,5,2318
821,0,2437,32,5,2317
822,0,2524,32,5,2316
823,0,2523,32,5,2315
825,0,2524,32,5,2313
826,0,2523,32,5,2312
827,0,2523,32,5,2311
828,0,2523,32,5,2404
831,0,2437,32,5,2401
834,0,2523,32,5,2398
835,0,2437,32,5,2397
837,0,2437,32,5,2395
838,0,2437,32,5,2394
839,0,2523,32,5,2393
841,0,2523,32,5,2391
842,0,2523,32,5,2390
844,0,2523,32,5,2388
846,0,2523,32,5,2386
847,0,2537,32,5,2385
849,0,2437,32,5,2383
850,0,2437,32,5,2382
854,0,2523,32,5,2378
857,0,2523,32,5,2375
860,0,2523,32,5,2372
862,0,2437,32,5,2366
863,0,2523,32,5,2367
864,0,2523,32,5,2371
865,0,2437,32,5,2370
867,0,2437,32,5,2368
871,0,2437,32,5,2362
875,0,2437,32,5,2151
876,0,2437,32,5,2152
877,0,2437,32,5,2153
878,0,2437,32,5,2154
879,0,2437,32,5,2466
881,0,2437,32,5,2468
882,0,2523,32,5,2469
883,0,2523,32,5,2472
893,0,2533,64,6,2475
895,0,2523,32,5,2476
897,0,2437,32,5,2480
898,0,2523,32,5,2481
899,0,2426,8,3,750
901,0,2524,32,5,2483
913,0,2523,32,5,2504
914,0,2524,32,5,2505
915,0,2523,32,5,2509
916,0,2523,32,5,2510
917,0,2523,32,5,2511
918,0,2523,32,5,2512
921,0,2534,64,6,2516
922,0,2437,32,5,2517
923,0,2437,32,5,2518
924,0,2523,32,5,2519
926,0,2523,32,5,2527
927,0,2437,32,5,2528
928,0,2523,32,5,2529
929,0,2437,32,5,2530
930,0,2533,64,6,2287
931,0,2533,64,6,2535
932,0,2537,32,5,2536
933,0,2533,64,6,2305
934,0,2533,64,6,2400
935,1,2533,64,6,2385
937,1,2533,64,6,2536
938,0,2523,32,5,2539
939,0,2523,32,5,2540
940,0,2437,32,5,2541
941,0,2437,32,5,2542
942,0,2437,32,5,2543
946,0,2523,32,5,2545
947,0,2437,32,5,2546
948,0,2437,32,5,2552
949,0,2437,32,5,2553
950,3,2587,32,5,2555
951,0,2563,1,0,2564
952,0,2572,1,0,2060
953,1,2570,1,0,837
955,0,2570,1,0,2132
956,0,2572,1,0,2431
957,0,2570,1,0,709
958,0,2572,1,0,2149
959,0,2570,1,0,2056
960,0,2570,1,0,1229
961,0,2570,1,0,1230
962,0,2570,1,0,1240
963,0,2570,1,0,1234
964,0,2570,1,0,1235
965,0,2570,1,0,1232
966,0,2570,1,0,1931
967,0,2570,1,0,1238
968,0,2570,1,0,1237
969,0,2570,1,0,744
970,0,2570,1,0,2128
971,0,2570,1,0,1239
972,0,2570,1,0,1233
973,0,2570,1,0,1231
974,0,2570,1,0,1236
975,0,2570,1,0,1314
976,0,2570,1,0,1707
977,0,2570,1,0,2129
978,0,2570,1,0,1318
979,0,2570,1,0,1324
980,0,2570,1,0,1319
981,0,2570,1,0,1323
982,0,2570,1,0,2130
983,0,2570,1,0,1320
984,0,2570,1,0,743
985,0,2570,1,0,1321
986,0,2570,1,0,1315
987,0,2570,1,0,1317
988,0,2570,1,0,1316
989,0,2570,1,0,1322
990,0,2570,1,0,1335
991,0,2570,1,0,1327
992,0,2570,1,0,1338
993,0,2570,1,0,1333
994,0,2570,1,0,1332
995,0,2570,1,0,1337
996,0,2570,1,0,1330
997,0,2570,1,0,1326
998,0,2570,1,0,1325
999,0,2570,1,0,1340
1000,0,2570,1,0,1331
1001,0,2570,1,0,1334
1002,0,2570,1,0,745
1003,0,2570,1,0,1336
1004,0,2570,1,0,1339
1005,0,2570,1,0,1328
1006,0,2570,1,0,1329
1007,0,2570,1,0,1425
1008,0,2570,1,0,746
1009,0,2570,1,0,1427
1010,0,2570,1,0,1429
1011,0,2570,1,0,1424
1012,0,2570,1,0,1428
1013,0,2570,1,0,1426
1014,0,2572,1,0,2098
1015,0,2570,1,0,1936
1016,0,2570,1,0,742
1017,0,2570,1,0,2125
1018,0,2570,1,0,1400
1020,0,2570,1,0,807
1021,0,2570,1,0,824
1022,0,2570,1,0,754
1023,0,2571,1,0,783
1024,0,2572,1,0,2139
1025,0,2572,1,0,2043
1026,0,2572,1,0,2182
1027,0,2572,1,0,2171
1028,0,2572,1,0,2172
1029,0,2570,1,0,2477
1030,0,2574,1,0,747
1031,0,747,2,1,2575
1032,0,2575,1,0,1712
1033,0,2636,1,0,2044
1034,0,747,2,1,2576
1035,0,2576,1,0,1709
1036,0,747,2,1,2577
1037,0,2577,1,0,1710
1038,0,747,2,1,2578
1039,0,2578,1,0,1711
1043,0,2587,32,5,2551
1047,0,2533,64,6,2275
1048,0,2602,32,5,2603
1049,0,2602,32,5,2604
1050,0,2602,32,5,2605
1051,0,2602,32,5,2606
1052,1,2534,64,6,2606
1053,1,2534,64,6,2605
1054,1,2534,64,6,2604
1055,1,2534,64,6,2603
1056,0,2534,64,6,2602
1057,0,2534,64,6,2607
1058,2,2594,256,8,2385
1059,0,2533,64,6,2652
1061,0,1939,1,0,2659
1062,0,1941,1,0,2660
1063,0,1938,1,0,2661
1064,0,1939,1,0,2663
1065,0,1939,1,0,2664
1066,0,2572,1,0,2669
1067,0,2167,8,3,2670
1068,0,2563,1,0,2671
1069,0,2675,128,7,2674
1070,0,2167,8,3,2675
1071,0,2523,32,5,2688
1076,1,2708,1024,10,2652
1077,1,2708,1024,10,2607
1078,1,2708,1024,10,2602
1080,1,2731,2048,11,2681
1081,0,2426,8,3,2735
1082,3,2739,4096,12,862
1083,2,2740,4096,12,1219
1084,3,2749,4096,12,268
1087,3,2748,4096,12,267
1090,3,2741,4096,12,263
1092,3,2745,4096,12,212
1094,3,2747,4096,12,266
1096,3,2754,4096,12,265
1098,3,2742,4096,12,264
1100,3,2743,4096,12,210
1101,3,2744,4096,12,211
1102,2,2758,4096,12,1186
1103,2,2753,4096,12,1185
1104,3,2763,4096,12,57
1105,3,2768,4096,12,62
1106,3,2765,4096,12,59
1107,3,2766,4096,12,60
1108,3,2787,4096,12,975
1109,3,2767,4096,12,61
1110,3,2769,4096,12,173
1111,3,2764,4096,12,58
1112,3,2770,4096,12,169
1113,2,2775,4096,12,2007
1114,2,2776,4096,12,2002
1115,2,2777,4096,12,1033
1116,2,2774,4096,12,2008
1117,2,2772,4096,12,2003
1118,2,2773,4096,12,1032
1119,2,2778,4096,12,2009
1120,2,2779,4096,12,2004
1121,2,2780,4096,12,1034
1122,2,2781,4096,12,2010
1123,2,2782,4096,12,2005
1124,2,2783,4096,12,1035
1125,2,2784,4096,12,2011
1126,2,2785,4096,12,2006
1127,2,2788,4096,12,2012
1128,2,2786,4096,12,1036
1129,3,2789,4096,12,168
1130,3,2790,4096,12,680
1131,3,2791,4096,12,2112
1132,3,2792,4096,12,304
1133,3,2793,4096,12,711
1134,3,2794,4096,12,1204
1135,3,2793,4096,12,860
1136,3,2793,4096,12,657
1137,3,2793,4096,12,859
1138,1,2765,4096,12,887
1139,3,2771,4096,12,167
1140,0,2874,65536,16,2677
1161,1,2763,4096,12,2825
1162,3,2831,4096,12,817
1163,0,2793,4096,12,632
1164,1,2746,4096,12,1129
1165,3,2833,4096,12,2564
1166,1,2755,4096,12,1131
1167,1,2834,4096,12,2565
1168,1,2757,4096,12,1130
1169,1,2756,4096,12,1187
1170,1,2750,4096,12,1128
1171,1,2751,4096,12,1127
1172,1,2752,4096,12,1126
1175,2,2838,16384,14,2837
1176,1,2865,8,3,2158
1177,1,2821,8,3,2609
1178,1,2821,8,3,2645
1180,1,2866,8,3,2159
1181,1,2820,8,3,2610
1182,0,2820,8,3,2646
1183,1,2867,8,3,2160
1184,1,2823,8,3,2611
1185,1,2823,8,3,2647
1186,1,2864,8,3,2161
1187,1,2822,8,3,2608
1188,1,2822,8,3,2648
1189,0,2840,8,3,2471
1190,0,2840,8,3,2706
1192,2,2808,16384,14,2804
1193,0,2838,16384,14,2762
1194,0,2838,16384,14,2797
1195,0,2838,16384,14,2798
1196,0,2838,16384,14,2799
1197,1,2808,16384,14,2805
1198,2,2808,16384,14,2806
1199,2,2808,16384,14,2807
1200,0,1692,1,0,2844
1201,3,2587,32,5,2845
1202,3,2587,32,5,2846
1203,3,2587,32,5,2847
1204,3,2587,32,5,2848
1205,3,2587,32,5,2849
1206,3,2587,32,5,2850
1211,1,2838,16384,14,2809
1213,2,2838,16384,14,2861
1214,2,2838,16384,14,2869
1215,0,2793,4096,12,464
1217,3,2875,524288,19,2677
1218,8,2880,16777216,24,2677
1219,1,2883,131072,17,2677
1220,6,2878,4194304,22,2677
1221,9,2881,33554432,25,2677
1222,2,2802,262144,18,2677
1223,7,2879,8388608,23,2677
1224,4,2876,1048576,20,2677
1225,5,2877,2097152,21,2677
1227,1,2772,4096,12,1391
1228,0,1958,1,0,2897
1230,0,1958,1,0,2898
1231,0,1958,1,0,2899
1234,0,1958,1,0,2900
1235,0,1958,1,0,2901
1237,0,1958,1,0,2902
1239,0,1958,1,0,2903
1240,2,2783,4096,12,2903
1241,0,1958,1,0,2904
1242,2,2781,4096,12,2904
1243,0,2908,1,0,2155
1244,0,2909,1,0,2550
1245,0,2910,1,0,2549
1246,0,2911,1,0,2554
1248,0,2912,1,0,2548
1249,1,2913,1,0,2551
1250,3,2587,32,5,2155
1251,3,2587,32,5,2550
1252,3,2587,32,5,2549
1253,3,2587,32,5,2554
1254,3,2587,32,5,2548
1255,0,2914,1,0,2555
1256,0,2915,1,0,2547
1257,0,2916,1,0,2587
1258,0,2917,1,0,2847
1259,0,2918,1,0,2846
1260,0,2919,1,0,2849
1261,0,2920,1,0,2845
1262,0,2921,1,0,2848
1263,0,2922,1,0,2850
1264,1,2739,4096,12,2925
1265,0,1694,1,0,2927
1266,0,1699,1,0,484
1267,3,2587,32,5,2937
1268,0,2912,1,0,2937
1269,0,2912,1,0,2938
1270,3,2587,32,5,2938
1271,3,2587,32,5,2939
1272,0,2912,1,0,2939
1273,3,2587,32,5,2940
1274,0,2911,1,0,2940
1277,0,1695,1,0,2951
1278,0,1693,1,0,2884
1279,0,2920,1,0,2955
1280,3,2587,32,5,2955
1281,3,2587,32,5,2956
1282,0,2920,1,0,2956
1283,3,2587,32,5,2958
1284,0,2920,1,0,2958
1286,0,1703,1,0,862
1287,0,2974,16384,14,2973
1288,0,2974,16384,14,2975
1289,0,2974,16384,14,2976
1290,0,2974,16384,14,2977
1291,0,2997,1,0,2996
1292,11,3014,134217728,27,2677
1293,10,3013,67108864,26,2677
1295,1,3017,16384,14,3016
1296,1,3017,16384,14,3018
1297,1,3017,16384,14,3019
1298,0,3022,0,33,3023
1299,0,3022,0,33,3026
1304,2,3011,8192,13,44
1305,2,3011,8192,13,48
1306,2,3011,8192,13,1200
1307,2,3011,8192,13,50
1308,2,3011,8192,13,49
1309,2,3011,8192,13,51
1310,2,3011,8192,13,988
1311,2,3011,8192,13,45
1312,2,3011,8192,13,47
