Loc[0],Loc[1],Loc[2],ID,PathID,NodeIndex,ContinentID,Flags,Delay,ArrivalEventID,DepartureEventID
259.2045,1382.6885,145.67665,1071,21,5,0,0,0,0,0
268.37805,1310.2174,121.21544,1072,21,6,0,0,0,0,0
398.80392,1234.3727,95.08588,1073,21,7,0,0,0,0,0
553.41376,1233.4219,94.479095,1074,21,8,0,0,0,0,0
639.1053,1210.5647,100.51979,1075,21,9,0,0,0,0,0
737.1716,1219.1351,69.975624,1076,21,10,0,0,0,0,0
883.10614,1200.6644,65.69717,1077,21,11,0,0,0,0,0
991.4665,1194.1086,72.12758,1078,21,12,0,0,0,0,0
1071.1171,1163.4834,56.4511,1079,21,13,0,0,0,0,0
1130.9347,1132.5533,56.253136,1080,21,14,0,0,0,0,0
-10515.575,-1259.3927,42.811348,1086,22,0,0,0,0,0,0
-10516.591,-1253.8047,43.210125,1087,22,1,0,0,0,0,0
-10519.292,-1240.8729,46.78358,1088,22,2,0,0,0,0,0
-10516.987,-1184.7731,69.95759,1089,22,3,0,0,0,0,0
-10450.896,-1142.1844,95.50003,1090,22,4,0,0,0,0,0
-10255.724,-1084.4768,100.32062,1091,22,5,0,0,0,0,0
-10046.134,-948.8948,115.13694,1092,22,6,0,0,0,0,0
-9922.95,-785.43744,107.90286,1093,22,7,0,0,0,0,0
-9855.639,-631.2239,103.35128,1094,22,8,0,0,0,0,0
-9602.626,-509.51065,141.59299,1095,22,9,0,0,0,0,0
-9452.084,-360.12534,149.3198,1096,22,10,0,0,0,0,0
-9458.114,-166.1249,124.52189,1097,22,11,0,0,0,0,0
-9342.892,98.96181,147.62796,1098,22,12,0,0,0,0,0
-9153.493,200.50117,160.17715,1099,22,13,0,0,0,0,0
-9035.158,378.9445,156.64618,1100,22,14,0,0,0,0,0
-8917.505,416.34857,136.25876,1101,22,15,0,0,0,0,0
-8851.645,497.27524,111.32703,1103,23,0,0,0,0,0,0
-8853.626,495.19543,111.68162,1104,23,1,0,0,0,0,0
-8868.915,483.5433,113.56424,1105,23,2,0,0,0,0,0
-8935.176,445.5844,131.06325,1106,23,3,0,0,0,0,0
-9022.703,498.44043,139.07663,1107,23,4,0,0,0,0,0
-9109.644,472.9554,151.30522,1108,23,5,0,0,0,0,0
-9305.395,378.99448,159.50714,1109,23,6,0,0,0,0,0
-9594.637,278.39047,132.00658,1110,23,7,0,0,0,0,0
-9860.465,281.31265,113.29118,1111,23,8,0,0,0,0,0
-10052.254,292.43826,100.46936,1112,23,9,0,0,0,0,0
-10172.664,221.59142,98.865005,1113,23,10,0,0,0,0,0
-10354.073,202.45671,86.054115,1114,23,11,0,0,0,0,0
-10441.747,206.13504,85.55907,1115,23,12,0,0,0,0,0
-10612.766,98.94097,103.93002,1116,23,13,0,0,0,0,0
-10805.896,-181.73763,106.59567,1117,23,14,0,0,0,0,0
-10886.679,-507.96616,120.52506,1118,23,15,0,0,0,0,0
-10624.873,-740.53723,148.88414,1119,23,16,0,0,0,0,0
-10569.757,-1030.8301,132.20274,1120,23,17,0,0,0,0,0
-10523.438,-1186.3899,68.14829,1121,23,18,0,0,0,0,0
-10515.849,-1261.7932,45.11688,1122,23,19,0,0,0,0,0
-0.377604,-860.45746,60.025745,1124,24,0,0,0,0,0,0
-1.033203,-857.60254,60.881123,1125,24,1,0,0,0,0,0
-1.387099,-841.8992,64.47019,1126,24,2,0,0,0,0,0
4.407335,-830.16644,66.25355,1127,24,3,0,0,0,0,0
53.337025,-788.5499,73.15132,1128,24,4,0,0,0,0,0
122.33897,-754.60785,74.70036,1129,24,5,0,0,0,0,0
186.05122,-725.05066,100.73222,1130,24,6,0,0,0,0,0
280.5751,-651.5126,135.81567,1131,24,7,0,0,0,0,0
351.29807,-608.74664,158.06766,1132,24,8,0,0,0,0,0
419.52225,-621.0369,173.26602,1133,24,9,0,0,0,0,0
497.83334,-602.3432,181.92146,1134,24,10,0,0,0,0,0
554.8917,-584.1567,191.88219,1135,24,11,0,0,0,0,0
615.7465,-531.774,188.22624,1136,24,12,0,0,0,0,0
627.923,-457.014,175.4315,1137,24,13,0,0,0,0,0
626.6988,-375.223,162.47543,1138,24,14,0,0,0,0,0
665.65137,-343.27463,156.19609,1139,24,15,0,0,0,0,0
721.2222,-340.92557,146.84074,1140,24,16,0,0,0,0,0
756.3786,-318.4771,143.6708,1141,24,17,0,0,0,0,0
782.8301,-298.1873,159.62706,1142,24,18,0,0,0,0,0
851.55664,-254.82433,167.45706,1143,24,19,0,0,0,0,0
932.12976,-254.009,149.1089,1144,24,20,0,0,0,0,0
1037.711,-269.09918,60.494865,1145,24,21,0,0,0,0,0
1089.9849,-243.18501,41.80908,1146,24,22,0,0,0,0,0
1208.3374,-250.23253,42.361946,1147,24,23,0,0,0,0,0
1307.9395,-109.23275,74.788795,1148,24,24,0,0,0,0,0
1305.6871,264.33063,65.71748,1149,24,25,0,0,0,0,0
1463.3688,469.41092,76.44553,1150,24,26,0,0,0,0,0
1674.7838,490.55063,66.79845,1151,24,27,0,0,0,0,0
1840.5825,506.38617,61.819508,1152,24,28,0,0,0,0,0
-713.5223,-513.6454,27.617348,1181,26,0,0,0,0,0,0
-713.36816,-517.4526,27.897974,1182,26,1,0,0,0,0,0
-725.30237,-597.6343,38.846024,1183,26,2,0,0,0,0,0
-747.5633,-650.2481,51.22471,1184,26,3,0,0,0,0,0
-885.4173,-652.81604,39.10293,1185,26,4,0,0,0,0,0
-1066.6442,-674.2723,27.624605,1186,26,5,0,0,0,0,0
-1231.0248,-801.8506,27.14621,1187,26,6,0,0,0,0,0
-1322.5645,-885.85297,23.873499,1188,26,7,0,0,0,0,0
-1423.8223,-959.17914,24.910769,1189,26,8,0,0,0,0,0
-1535.2446,-1002.605,13.946688,1190,26,9,0,0,0,0,0
-1640.8392,-1061.5411,10.316084,1191,26,10,0,0,0,0,0
-1803.6327,-1141.3948,6.1745,1192,26,11,0,0,0,0,0
-2619.3782,-1157.9629,3.502089,1193,26,12,0,0,0,0,0
-2852.6025,-1019.3836,18.769274,1194,26,13,0,0,0,0,0
-2955.4812,-921.7041,24.28442,1195,26,14,0,0,0,0,0
-3118.9465,-918.2324,32.524384,1196,26,15,0,0,0,0,0
-3341.4065,-986.64325,24.246143,1197,26,16,0,0,0,0,0
-3801.7896,-1080.2222,38.081875,1198,26,17,0,0,0,0,0
-3986.9753,-1074.9292,142.00865,1199,26,18,0,0,0,0,0
-4088.174,-1054.936,228.97809,1200,26,19,0,0,0,0,0
-4227.694,-1118.9697,332.1921,1201,26,20,0,0,0,0,0
-4445.828,-1059.0054,637.2929,1202,26,21,0,0,0,0,0
-4534.9814,-1011.3818,700.09015,1203,26,22,0,0,0,0,0
-4638.6704,-1018.2062,801.7856,1204,26,23,0,0,0,0,0
-4819.9517,-1021.0787,902.3256,1205,26,24,0,0,0,0,0
-4912.1973,-987.0148,824.0999,1206,26,25,0,0,0,0,0
-5023.0415,-966.892,724.08923,1207,26,26,0,0,0,0,0
-5077.306,-879.7358,646.4794,1208,26,27,0,0,0,0,0
-5113.364,-853.05457,604.926,1209,26,28,0,0,0,0,0
-5188.929,-789.55804,545.6209,1210,26,29,0,0,0,0,0
-5103.222,-724.9593,509.4788,1211,26,30,0,0,0,0,0
-5056.557,-761.86847,508.55112,1212,26,31,0,0,0,0,0
-5035.6094,-809.82495,504.27448,1213,26,32,0,0,0,0,0
-4823.7183,-1157.6951,503.26974,1223,27,0,0,0,0,0,0
-4823.386,-1154.4786,504.26654,1224,27,1,0,0,0,0,0
-4822.4536,-1139.6542,509.01065,1225,27,2,0,0,0,0,0
-4822.3794,-1113.8546,522.4982,1226,27,3,0,0,0,0,0
-4839.6265,-1077.7285,543.38367,1227,27,4,0,0,0,0,0
-4867.3047,-1047.9435,550.9934,1228,27,5,0,0,0,0,0
-4889.4595,-1032.197,548.7426,1229,27,6,0,0,0,0,0
-4921.507,-1008.3694,544.8258,1230,27,7,0,0,0,0,0
-4947.078,-972.24817,540.6875,1231,27,8,0,0,0,0,0
-4958.1978,-914.92993,543.6027,1232,27,9,0,0,0,0,0
-4965.83,-901.9471,543.6027,1233,27,10,0,0,0,0,0
-4986.7476,-874.94086,527.6031,1234,27,11,0,0,0,0,0
-5022.9087,-831.94763,507.31934,1235,27,12,0,0,0,0,0
-5074.4473,-800.3356,507.23862,1236,27,13,0,0,0,0,0
-5166.772,-817.8958,500.3005,1237,27,14,0,0,0,0,0
-5233.417,-933.5989,507.0164,1238,27,15,0,0,0,0,0
-5233.9653,-1258.1946,564.3002,1239,27,16,0,0,0,0,0
-5240.3955,-1599.7701,545.912,1240,27,17,0,0,0,0,0
-5066.914,-1705.6304,537.5247,1241,27,18,0,0,0,0,0
-4900.303,-1701.149,541.246,1242,27,19,0,0,0,0,0
-4719.055,-1666.2106,542.82996,1243,27,20,0,0,0,0,0
-4500.163,-1606.791,533.4979,1244,27,21,0,0,0,0,0
-4333.932,-1532.8121,479.8048,1245,27,22,0,0,0,0,0
-4066.3901,-1366.6136,303.47342,1246,27,23,0,0,0,0,0
-5625.248,-671.7376,439.3104,1248,12,19,0,0,0,0,0
-5709.963,-584.9799,433.94504,1249,12,20,0,0,0,0,0
-5868.2144,-569.5374,453.78656,1250,12,21,0,0,0,0,0
-6002.7134,-664.5992,468.38162,1251,12,22,0,0,0,0,0
-6055.952,-676.7015,491.5126,1252,12,23,0,0,0,0,0
-6103.0605,-702.84106,500.9235,1253,12,24,0,0,0,0,0
-6182.807,-759.242,471.0982,1254,12,25,0,0,0,0,0
-6302.0938,-807.98645,425.8247,1255,12,26,0,0,0,0,0
-6427.895,-833.9036,376.11307,1256,12,27,0,0,0,0,0
-6534.4346,-879.6412,342.30344,1257,12,28,0,0,0,0,0
-6643.684,-845.2496,294.39734,1258,12,29,0,0,0,0,0
-6782.5454,-862.0672,284.2731,1259,12,30,0,0,0,0,0
-6913.29,-911.2166,281.73822,1260,12,31,0,0,0,0,0
-6945.106,-993.70184,272.74316,1261,12,32,0,0,0,0,0
-7035.354,-1010.5156,273.8061,1262,12,33,0,0,0,0,0
-7107.9316,-945.73267,286.62827,1263,12,34,0,0,0,0,0
-7178.488,-858.06793,330.93417,1264,12,35,0,0,0,0,0
-7220.7163,-798.4058,333.5421,1265,12,36,0,0,0,0,0
-7376.298,-753.7755,349.0393,1266,12,37,0,0,0,0,0
-7513.9507,-706.6681,261.96768,1267,12,38,0,0,0,0,0
-7625.7866,-709.5251,231.20978,1268,12,39,0,0,0,0,0
-7817.066,-723.2539,197.41309,1269,12,40,0,0,0,0,0
-7879.4653,-790.3379,166.98962,1270,12,41,0,0,0,0,0
-7972.4253,-814.08594,162.11694,1271,12,42,0,0,0,0,0
-8125.316,-746.7741,165.82071,1272,12,43,0,0,0,0,0
-8154,-657.8253,216.73396,1273,12,44,0,0,0,0,0
-8154.263,-562.5449,215.44843,1274,12,45,0,0,0,0,0
-8242.658,-445.08246,212.0416,1275,12,46,0,0,0,0,0
-8289.486,-378.36838,156.27788,1276,12,47,0,0,0,0,0
-8372.028,-387.75836,152.27959,1277,12,48,0,0,0,0,0
-8434.696,-408.28787,152.14378,1278,12,49,0,0,0,0,0
-8518.548,-470.90472,152.03862,1279,12,50,0,0,0,0,0
-8576.825,-495.9679,152.34538,1280,12,51,0,0,0,0,0
