ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
66,66,29.874,48.296,49.789,56.608,62.598,62.598,62.598
67,67,30.027,48.544,50.045002,57.552002,63.685,63.685,63.685
68,68,30.53,49.357002,50.883,58.516003,64.798,64.798,64.798
69,69,31.048,50.194,51.747,59.509003,65.951,65.951,65.951
70,70,31.573,51.044,52.622,60.516003,67.13,67.13,67.13
71,71,32.11,51.911,53.516,61.543,68.334,68.334,68.334
72,72,32.385,52.356,53.975002,62.072002,69.571,69.571,69.571
73,73,32.661,52.801003,54.434002,62.600002,70.831,70.831,70.831
74,74,32.936,53.247,54.894,63.128002,72.107,72.107,72.107
75,75,33.211998,53.692,55.353,63.656002,73.414,73.414,73.414
76,76,33.487,54.138,55.812,64.184,74.746,74.746,74.746
77,77,33.763,54.583,56.271,64.712,76.102,76.102,76.102
78,78,34.038,55.029,56.731,65.24,77.497,77.497,77.497
79,79,34.314,55.474,57.190002,65.768,78.932,78.932,78.932
80,80,34.589,55.920002,57.649002,66.296,80.402,80.402,80.402
81,81,34.864998,56.365,58.108,66.824,81.906,81.906,81.906
82,82,35.14,56.81,58.567,67.353,83.451,83.451,83.451
83,83,35.416,57.256,59.027,67.881,85.03,85.03,85.03
84,84,35.692,57.701,59.486,68.409,86.647,86.647,86.647
85,85,35.967,58.147,59.945,68.937,88.284,88.284,88.284
86,86,36.243,58.592,60.404,69.465,89.994,89.994,89.994
87,87,36.518,59.038002,60.864002,69.993,91.698,91.698,91.698
88,88,36.794,59.483,61.323,70.520996,93.529,93.529,93.529
89,89,37.069,59.929,61.782,71.048996,95.299,95.299,95.299
90,90,37.345,60.374,62.241,71.576996,97.111,97.111,97.111
91,91,37.62,60.819,62.700005,72.105,98.946,98.946,98.946
92,92,37.896,61.265,63.160004,72.634,100.862,100.862,100.862
93,93,38.171,61.710003,63.619,73.162,101.465,101.465,101.465
94,94,38.447,62.156002,64.078,73.69,102.067,102.067,102.067
95,95,38.722,62.601,64.537,74.218,102.669,102.669,102.669
96,96,38.998,63.047,64.997,74.746,103.271,103.271,103.271
97,97,39.509,63.872,65.848,75.725,103.873,103.873,103.873
98,98,40.019,64.698,66.699,76.703,104.475,104.475,104.475
99,99,40.530003,65.523,67.55,77.682,105.077,105.077,105.077
100,100,41.04,66.349,68.401,78.661,105.679,105.679,105.679
101,101,41.551117,67.173996,69.252,79.64,106.28108,106.28108,106.28108
102,102,42.06176,68,70.103,80.618,106.88316,106.88316,106.88316
103,103,42.5724,68.825,70.954,81.597,107.48521,107.48521,107.48521
104,104,43.083035,69.651,71.805,82.576,108.08729,108.08729,108.08729
105,105,43.593674,70.476,72.656,83.555,108.68936,108.68936,108.68936
106,106,44.104317,71.302,73.506996,84.533,109.20183,109.20183,109.20183
107,107,44.614956,72.128,74.358,85.512,109.71908,109.71908,109.71908
108,108,45.125595,72.953,75.209,86.491,110.24117,110.24117,110.24117
109,109,45.63623,73.779,76.060005,87.469,110.76817,110.76817,110.76817
110,110,46.146873,74.604,76.911,88.448,111.30009,111.30009,111.30009
111,111,46.657513,75.43,77.763,89.427,111.83698,111.83698,111.83698
112,112,47.16815,76.255,78.614,90.406,112.37891,112.37891,112.37891
113,113,47.67879,77.081,79.465,91.384,112.92591,112.92591,112.92591
114,114,48.189434,77.906,80.316,92.363,113.47804,113.47804,113.47804
115,115,48.70007,78.732,81.167,93.342,114.03532,114.03532,114.03532
116,116,49.21071,79.557,82.018,106.687,114.59782,114.59782,114.59782
117,117,49.61391,80.209,82.69,107.18,115.1656,115.1656,115.1656
118,118,50.01711,80.861,83.362,107.679,115.73867,115.73867,115.73867
119,119,50.42031,81.513,84.034,108.182,116.31713,116.31713,116.31713
120,120,50.82351,82.165,84.706,108.689,116.90099,116.90099,116.90099
121,121,82.77473,100.553,101.994,109.202,117.49032,117.49032,117.49032
122,122,83.0446,100.989,102.444,109.719,118.08517,118.08517,118.08517
123,123,83.317,101.43,102.898,110.24101,118.68559,118.68559,118.68559
124,124,83.59195,101.874,103.356,110.768,119.29162,119.29162,119.29162
125,125,83.86948,102.323,103.819,111.3,119.90332,119.90332,119.90332
126,126,84.1496,102.776,104.286,111.837,120.52076,120.52076,120.52076
127,127,84.43234,103.233,104.757,112.379,121.14397,121.14397,121.14397
128,128,84.71773,103.694,105.233,112.926,121.77303,121.77303,121.77303
129,129,85.0058,104.16,105.713,113.478,122.40796,122.40796,122.40796
130,130,85.296555,104.63001,106.197,114.035,123.04884,123.04884,123.04884
131,131,85.590034,105.104,106.687,114.598,123.69572,123.69572,123.69572
132,132,85.88626,105.583,107.18,115.166,124.34866,124.34866,124.34866
133,133,86.185265,106.067,107.679,115.739,125.00771,125.00771,125.00771
134,134,86.48706,106.555,108.182,116.317,125.67292,125.67292,125.67292
135,135,86.79169,107.04701,108.689,116.901,126.34436,126.34436,126.34436
136,136,87.09917,107.544,109.202,117.49001,127.02209,127.02209,127.02209
137,137,87.40952,108.046,109.719,118.085,127.70617,127.70617,127.70617
138,138,87.72277,108.552,110.24101,118.68601,128.39664,128.39664,128.39664
139,139,88.03897,109.063,110.768,119.292,129.09358,129.09358,129.09358
140,140,88.35812,109.579,111.3,119.903,129.79704,129.79704,129.79704
141,141,88.68026,110.10001,111.837,120.521,130.5071,130.5071,130.5071
142,142,89.00542,110.626,112.379,121.14401,131.22379,131.22379,131.22379
143,143,89.33362,111.156,112.926,121.773,131.9472,131.9472,131.9472
144,144,89.66489,111.692,113.478,122.40801,132.67737,132.67737,132.67737
145,145,89.99926,112.233,114.035,123.049,133.4144,133.4144,133.4144
146,146,90.33676,112.778,114.598,123.696,134.15831,134.15831,134.15831
147,147,90.67742,113.329,115.166,124.349,134.90918,134.90918,134.90918
148,148,91.02128,113.885,115.739,125.008,135.66708,135.66708,135.66708
149,149,91.36834,114.446,116.317,125.673,136.43207,136.43207,136.43207
150,150,91.718666,115.012,116.901,126.344,137.20424,137.20424,137.20424
151,151,92.07226,115.584,117.49001,127.022,137.98363,137.98363,137.98363
152,152,92.42917,116.161,118.085,127.706,138.77031,138.77031,138.77031
153,153,92.78942,116.743,118.68601,128.397,139.56436,139.56436,139.56436
154,154,93.15304,117.331,119.292,129.094,140.36584,140.36584,140.36584
155,155,93.520065,117.925,119.903,129.797,141.17482,141.17482,141.17482
156,156,93.890526,118.523,120.521,130.507,141.99138,141.99138,141.99138
157,157,94.26445,119.128,121.14401,131.224,142.81558,142.81558,142.81558
158,158,94.641884,119.738,121.773,131.947,143.64749,143.64749,143.64749
159,159,95.02284,120.354,122.40801,132.677,144.48721,144.48721,144.48721
160,160,95.40738,120.97601,123.049,133.414,145.33478,145.33478,145.33478
161,161,95.7955,121.603,123.696,134.158,146.19026,146.19026,146.19026
162,162,96.18726,122.237,124.349,134.909,147.05377,147.05377,147.05377
163,163,96.582695,122.876,125.008,135.66699,147.92537,147.92537,147.92537
164,164,96.98182,123.521,125.673,136.43199,148.80511,148.80511,148.80511
165,165,97.38469,124.17201,126.344,137.204,149.6931,149.6931,149.6931
166,166,97.79133,124.83,127.022,137.984,150.5894,150.5894,150.5894
167,167,98.201775,125.493,127.706,138.77,151.4941,151.4941,151.4941
168,168,98.61606,126.163,128.397,139.564,152.40724,152.40724,152.40724
169,169,99.03422,126.83901,129.094,140.366,153.32893,153.32893,153.32893
170,170,99.4563,127.521,129.797,141.175,154.25928,154.25928,154.25928
171,171,99.88233,128.21,130.507,141.991,155.19832,155.19832,155.19832
172,172,100.31234,128.905,131.224,142.816,156.14615,156.14615,156.14615
173,173,100.74638,129.607,131.947,143.647,157.10286,157.10286,157.10286
174,174,101.18449,130.315,132.677,144.487,158.06851,158.06851,158.06851
175,175,101.6267,131.03,133.414,145.335,159.04321,159.04321,159.04321
176,176,102.07304,131.752,134.158,146.19,160.02704,160.02704,160.02704
177,177,102.52358,132.48,134.909,147.054,161.02008,161.02008,161.02008
178,178,102.97832,133.215,135.66699,147.925,162.0224,162.0224,162.0224
179,179,103.43732,133.957,136.43199,148.805,163.0341,163.0341,163.0341
180,180,103.90062,134.706,137.204,149.693,164.0553,164.0553,164.0553
181,181,104.36825,135.462,137.984,150.589,165.08603,165.08603,165.08603
182,182,104.84026,136.226,138.77,151.494,166.12643,166.12643,166.12643
183,183,105.31669,136.996,139.564,152.407,167.17656,167.17656,167.17656
184,184,105.79758,137.773,140.366,153.329,168.23651,168.23651,168.23651
185,185,106.28297,138.558,141.175,154.259,169.3064,169.3064,169.3064
186,186,106.7729,139.35,141.991,155.198,170.38628,170.38628,170.38628
187,187,107.26743,140.149,142.816,156.146,171.4763,171.4763,171.4763
188,188,107.76657,140.956,143.647,157.103,172.5765,172.5765,172.5765
189,189,108.27039,141.771,144.487,158.069,173.68703,173.68703,173.68703
190,190,108.77893,142.593,145.335,159.043,174.80792,174.80792,174.80792
191,191,109.29223,143.423,146.19,160.027,175.9393,175.9393,175.9393
192,192,109.81033,144.261,147.054,161.02,177.08131,177.08131,177.08131
193,193,110.33329,145.106,147.925,162.022,178.23398,178.23398,178.23398
194,194,110.86114,145.959,148.805,163.034,179.39745,179.39745,179.39745
195,195,111.39393,146.821,149.693,164.055,180.57181,180.57181,180.57181
196,196,111.9317,147.69,150.589,165.086,181.75717,181.75717,181.75717
197,197,112.47452,148.568,151.494,166.126,182.95361,182.95361,182.95361
198,198,113.02242,149.453,152.407,167.177,184.16125,184.16125,184.16125
199,199,113.57543,150.347,153.329,168.237,185.38022,185.38022,185.38022
200,200,114.13364,151.25,154.259,169.306,186.61058,186.61058,186.61058
201,201,114.69706,152.161,155.198,170.386,187.85246,187.85246,187.85246
202,202,115.26576,153.08,156.146,171.476,189.10597,189.10597,189.10597
203,203,115.83978,154.008,157.103,172.577,190.37122,190.37122,190.37122
204,204,116.41917,154.945,158.069,173.687,191.64828,191.64828,191.64828
205,205,117.00399,155.89,159.043,174.808,192.93733,192.93733,192.93733
206,206,117.59429,156.845,160.027,175.939,194.23845,194.23845,194.23845
207,207,118.19012,157.808,161.02,177.081,195.55173,195.55173,195.55173
208,208,118.7915,158.78,162.022,178.234,196.8773,196.8773,196.8773
209,209,119.39854,159.761,163.034,179.397,198.2153,198.2153,198.2153
210,210,120.01124,160.752,164.055,180.572,199.56581,199.56581,199.56581
211,211,120.62969,161.752,165.086,181.757,200.92896,200.92896,200.92896
212,212,121.25392,162.761,166.126,182.954,202.30489,202.30489,202.30489
213,213,121.884,163.78,167.177,184.161,203.69368,203.69368,203.69368
214,214,122.51998,164.808,168.237,185.38,205.09547,205.09547,205.09547
215,215,123.1619,165.846,169.306,186.61101,206.5104,206.5104,206.5104
216,216,123.80985,166.893,170.386,187.852,207.93855,207.93855,207.93855
217,217,124.46385,167.95,171.476,189.106,209.3801,209.3801,209.3801
218,218,125.12397,169.018,172.577,190.371,210.83511,210.83511,210.83511
219,219,125.79028,170.095,173.687,191.648,212.30376,212.30376,212.30376
220,220,126.46282,171.182,174.808,192.937,213.78616,213.78616,213.78616
221,221,127.14166,172.279,175.939,194.238,215.28242,215.28242,215.28242
222,222,127.82685,173.387,177.081,195.552,216.79271,216.79271,216.79271
223,223,128.51845,174.505,178.234,196.877,218.31712,218.31712,218.31712
224,224,129.21654,175.634,179.397,198.215,219.8558,219.8558,219.8558
225,225,129.92116,176.773,180.572,199.566,221.40892,221.40892,221.40892
226,226,130.63237,177.923,181.757,200.929,222.97653,222.97653,222.97653
227,227,131.35023,179.08301,182.954,202.30501,224.55884,224.55884,224.55884
228,228,132.07483,180.255,184.161,203.694,226.15596,226.15596,226.15596
229,229,132.8062,181.437,185.38,205.095,227.76802,227.76802,227.76802
230,230,133.54442,182.631,186.61101,206.51001,229.39517,229.39517,229.39517
231,231,134.28955,183.835,187.852,207.939,231.03757,231.03757,231.03757
232,232,135.04164,185.051,189.106,209.38,232.69533,232.69533,232.69533
233,233,135.8008,186.278,190.371,210.835,234.3686,234.3686,234.3686
234,234,136.56703,187.517,191.648,212.304,236.05756,236.05756,236.05756
235,235,137.34045,188.768,192.937,213.786,237.76231,237.76231,237.76231
236,236,138.12112,190.03,194.238,215.282,239.48303,239.48303,239.48303
237,237,138.9091,191.304,195.552,216.793,241.21985,241.21985,241.21985
238,238,139.70444,192.589,196.877,218.317,242.97293,242.97293,242.97293
239,239,140.50723,193.88701,198.215,219.856,244.74242,244.74242,244.74242
240,240,141.31755,195.197,199.566,221.409,246.52847,246.52847,246.52847
241,241,142.13545,196.519,200.929,222.977,248.33124,248.33124,248.33124
242,242,142.96098,197.854,202.30501,224.559,250.15088,250.15088,250.15088
243,243,143.79427,199.201,203.694,226.156,251.98758,251.98758,251.98758
244,244,144.63535,200.561,205.095,227.768,253.84145,253.84145,253.84145
245,245,145.4843,201.933,206.51001,229.395,255.71268,255.71268,255.71268
246,246,146.34119,203.319,207.939,231.03801,257.6014,257.6014,257.6014
247,247,147.20612,204.717,209.38,232.695,259.50784,259.50784,259.50784
248,248,148.07913,206.128,210.835,234.369,261.43213,261.43213,261.43213
249,249,148.96031,207.55301,212.304,236.058,263.37442,263.37442,263.37442
250,250,149.84975,208.991,213.786,237.76201,265.33487,265.33487,265.33487
251,251,150.74753,210.442,215.282,239.483,267.3137,267.3137,267.3137
252,252,151.65369,211.907,216.793,241.22002,269.31104,269.31104,269.31104
253,253,152.56834,213.386,218.317,242.973,271.3271,271.3271,271.3271
254,254,153.49155,214.878,219.856,244.742,273.362,273.362,273.362
255,255,154.4234,216.38501,221.409,246.528,275.41595,275.41595,275.41595
256,256,155.36398,217.906,222.977,248.33101,277.48914,277.48914,277.48914
257,257,156.31337,219.44,224.559,250.151,279.58176,279.58176,279.58176
258,258,157.27164,220.99,226.156,251.988,281.69394,281.69394,281.69394
259,259,158.23888,222.55301,227.768,253.841,283.82587,283.82587,283.82587
260,260,159.21516,224.132,229.395,255.713,285.9778,285.9778,285.9778
261,261,160.2006,225.725,231.03801,257.60098,288.14984,288.14984,288.14984
262,262,161.19525,227.33301,232.695,259.508,290.34225,290.34225,290.34225
263,263,162.19923,228.95601,234.369,261.432,292.55515,292.55515,292.55515
264,264,163.2126,230.59401,236.058,263.374,294.7888,294.7888,294.7888
265,265,164.23544,232.248,237.76201,265.335,297.0433,297.0433,297.0433
266,266,165.26788,233.917,239.483,267.314,299.31897,299.31897,299.31897
267,267,166.30997,235.602,241.22002,269.311,301.61594,301.61594,301.61594
268,268,167.36182,237.302,242.973,271.327,303.93436,303.93436,303.93436
269,269,168.42351,239.018,244.742,273.362,306.2745,306.2745,306.2745
270,270,169.49515,240.751,246.528,275.416,308.63657,308.63657,308.63657
271,271,170.57681,242.50002,248.33101,277.48898,311.02072,311.02072,311.02072
272,272,171.66861,244.265,279.582,279.582,313.42722,313.42722,313.42722
273,273,172.7706,246.046,281.694,281.694,315.85623,315.85623,315.85623
274,274,173.88293,247.845,283.826,283.826,318.30798,318.30798,318.30798
275,275,175.00568,249.66,285.978,285.978,320.78268,320.78268,320.78268
276,276,176.13893,251.492,288.15,288.15,323.28058,323.28058,323.28058
277,277,177.28278,253.341,290.342,290.342,325.80182,325.80182,325.80182
278,278,178.94232,255.71254,293.05988,293.05988,328.85162,328.85162,328.85162
279,279,180.6174,258.10626,295.80322,295.80322,331.93002,331.93002,331.93002
280,280,182.30815,260.5224,298.57224,298.57224,335.03723,335.03723,335.03723
281,281,184.01476,262.96115,301.3672,301.3672,338.1735,338.1735,338.1735
282,282,185.7373,265.42273,304.18826,304.18826,341.33917,341.33917,341.33917
283,283,187.476,267.90735,307.0358,307.0358,344.53442,344.53442,344.53442
284,284,189.23096,270.41522,309.90997,309.90997,347.7596,347.7596,347.7596
285,285,191.00235,272.94656,312.81104,312.81104,312.81104,312.81104,312.81104
286,286,192.79033,275.50165,315.73926,315.73926,315.73926,315.73926,315.73926
287,287,194.59503,278.08063,318.6949,318.6949,318.6949,318.6949,318.6949
288,288,196.41666,280.68372,321.6782,321.6782,321.6782,321.6782,321.6782
289,289,198.25531,283.31122,324.68942,324.68942,324.68942,324.68942,324.68942
290,290,200.11116,285.9633,327.72885,327.72885,327.72885,327.72885,327.72885
291,291,201.98442,288.64017,330.79672,330.79672,330.79672,330.79672,330.79672
292,292,203.8752,291.34216,333.8933,333.8933,333.8933,333.8933,333.8933
293,293,205.78366,294.0694,337.01886,337.01886,337.01886,337.01886,337.01886
294,294,207.71002,296.8222,340.1737,340.1737,340.1737,340.1737,340.1737
295,295,209.65439,299.60077,343.3581,343.3581,343.3581,343.3581,343.3581
296,296,211.61696,302.4053,346.57227,346.57227,346.57227,346.57227,346.57227
297,297,213.5979,305.2361,349.81653,349.81653,349.81653,349.81653,349.81653
298,298,215.59741,308.09344,353.09116,353.09116,353.09116,353.09116,353.09116
299,299,217.61562,310.9775,356.39645,356.39645,356.39645,356.39645,356.39645
300,300,219.65271,313.88855,359.7327,359.7327,359.7327,359.7327,359.7327
301,301,221.70888,316.8269,363.10016,363.10016,363.10016,363.10016,363.10016
302,302,223.7843,319.7927,366.4991,366.4991,366.4991,366.4991,366.4991
303,303,225.87915,322.7863,369.9299,369.9299,369.9299,369.9299,369.9299
304,304,227.9936,325.8079,373.39285,373.39285,373.39285,373.39285,373.39285
305,305,230.12785,328.8578,376.88818,376.88818,376.88818,376.88818,376.88818
306,306,232.28209,331.93622,380.41623,380.41623,380.41623,380.41623,380.41623
307,307,234.45648,335.0435,383.9773,383.9773,383.9773,383.9773,383.9773
308,308,236.65121,338.17984,387.57172,387.57172,387.57172,387.57172,387.57172
309,309,238.86652,341.34552,391.19977,391.19977,391.19977,391.19977,391.19977
310,310,241.10255,344.54086,394.86182,394.86182,394.86182,394.86182,394.86182
311,311,243.35951,347.7661,398.5581,398.5581,398.5581,398.5581,398.5581
312,312,245.6376,351.02155,402.28903,402.28903,402.28903,402.28903,402.28903
313,313,247.93701,354.3075,406.05484,406.05484,406.05484,406.05484,406.05484
314,314,250.25795,357.62415,409.85593,409.85593,409.85593,409.85593,409.85593
315,315,252.60063,360.97186,413.69257,413.69257,413.69257,413.69257,413.69257
316,316,254.96523,364.35095,417.5652,417.5652,417.5652,417.5652,417.5652
317,317,257.35193,367.76163,421.47397,421.47397,421.47397,421.47397,421.47397
318,318,259.76102,371.20425,425.41943,425.41943,425.41943,425.41943,425.41943
319,319,262.19263,374.67908,429.40176,429.40176,429.40176,429.40176,429.40176
320,320,264.64703,378.18646,433.42142,433.42142,433.42142,433.42142,433.42142
321,321,267.1244,381.72665,437.47867,437.47867,437.47867,437.47867,437.47867
322,322,269.62494,385.3,441.5739,441.5739,441.5739,441.5739,441.5739
323,323,272.14886,388.9068,445.7075,445.7075,445.7075,445.7075,445.7075
324,324,274.6965,392.54736,449.87976,449.87976,449.87976,449.87976,449.87976
325,325,277.2679,396.22202,454.09106,454.09106,454.09106,454.09106,454.09106
326,326,279.8634,399.93103,458.34183,458.34183,458.34183,458.34183,458.34183
327,327,282.48322,403.67477,462.63235,462.63235,462.63235,462.63235,462.63235
328,328,285.12756,407.4536,466.96307,466.96307,466.96307,466.96307,466.96307
329,329,287.79663,411.26776,471.33432,471.33432,471.33432,471.33432,471.33432
330,330,290.4907,415.11768,475.74646,475.74646,475.74646,475.74646,475.74646
331,331,293.21,419.00357,480.19995,480.19995,480.19995,480.19995,480.19995
332,332,295.95474,422.92584,484.6951,484.6951,484.6951,484.6951,484.6951
333,333,298.72516,426.88486,489.23233,489.23233,489.23233,489.23233,489.23233
334,334,301.5215,430.88095,493.81204,493.81204,493.81204,493.81204,493.81204
335,335,304.3441,434.91443,498.43463,498.43463,498.43463,498.43463,498.43463
336,336,307.19305,438.98566,503.10046,503.10046,503.10046,503.10046,503.10046
337,337,310.0687,443.095,507.81,507.81,507.81,507.81,507.81
338,338,312.97122,447.24283,512.5636,512.5636,512.5636,512.5636,512.5636
339,339,315.90094,451.42947,517.3617,517.3617,517.3617,517.3617,517.3617
340,340,318.8581,455.6553,522.2047,522.2047,522.2047,522.2047,522.2047
341,341,321.84293,459.92072,527.0931,527.0931,527.0931,527.0931,527.0931
342,342,324.8557,464.226,532.0272,532.0272,532.0272,532.0272,532.0272
343,343,327.8967,468.57166,537.0075,537.0075,537.0075,537.0075,537.0075
344,344,330.96613,472.95792,542.0345,542.0345,542.0345,542.0345,542.0345
345,345,334.0643,477.38528,547.10846,547.10846,547.10846,547.10846,547.10846
346,346,337.19147,481.85413,552.2299,552.2299,552.2299,552.2299,552.2299
347,347,340.34793,486.36475,557.39935,557.39935,557.39935,557.39935,557.39935
348,348,343.53394,490.9176,562.6172,562.6172,562.6172,562.6172,562.6172
349,349,346.74976,495.5131,567.8838,567.8838,567.8838,567.8838,567.8838
350,350,349.9957,500.15158,573.19977,573.19977,573.19977,573.19977,573.19977
351,351,353.272,504.83353,578.56555,578.56555,578.56555,578.56555,578.56555
352,352,356.57898,509.55927,583.98145,583.98145,583.98145,583.98145,583.98145
353,353,359.91693,514.3292,589.4481,589.4481,589.4481,589.4481,589.4481
354,354,363.2861,519.14386,594.96594,594.96594,594.96594,594.96594,594.96594
355,355,366.68683,524.0036,600.53546,600.53546,600.53546,600.53546,600.53546
356,356,370.1194,528.9088,606.15704,606.15704,606.15704,606.15704,606.15704
357,357,373.58408,533.8599,611.8313,611.8313,611.8313,611.8313,611.8313
358,358,377.0812,538.85736,617.55865,617.55865,617.55865,617.55865,617.55865
359,359,380.61105,543.9016,623.3396,623.3396,623.3396,623.3396,623.3396
360,360,384.17395,548.99304,629.1747,629.1747,629.1747,629.1747,629.1747
361,361,387.7702,554.1322,635.06445,635.06445,635.06445,635.06445,635.06445
362,362,391.40012,559.31946,641.0093,641.0093,641.0093,641.0093,641.0093
363,363,395.06403,564.55524,647.00977,647.00977,647.00977,647.00977,647.00977
364,364,398.76224,569.84,653.0664,653.0664,653.0664,653.0664,653.0664
365,365,402.49503,575.1743,659.17975,659.17975,659.17975,659.17975,659.17975
366,366,406.26282,580.5585,665.3504,665.3504,665.3504,665.3504,665.3504
367,367,410.06583,585.9931,671.57874,671.57874,671.57874,671.57874,671.57874
368,368,413.90448,591.47864,677.8653,677.8653,677.8653,677.8653,677.8653
369,369,417.77905,597.01544,684.2109,684.2109,684.2109,684.2109,684.2109
370,370,421.68985,602.6041,690.6157,690.6157,690.6157,690.6157,690.6157
371,371,425.6373,608.2451,697.0806,697.0806,697.0806,697.0806,697.0806
372,372,429.6217,613.93884,703.606,703.606,703.606,703.606,703.606
373,373,433.6434,619.686,710.19244,710.19244,710.19244,710.19244,710.19244
374,374,437.70273,625.4868,716.8406,716.8406,716.8406,716.8406,716.8406
375,375,441.80008,631.34204,723.5509,723.5509,723.5509,723.5509,723.5509
376,376,445.93576,637.252,730.3241,730.3241,730.3241,730.3241,730.3241
377,377,450.11014,643.2174,737.16064,737.16064,737.16064,737.16064,737.16064
378,378,454.32364,649.2385,744.0612,744.0612,744.0612,744.0612,744.0612
379,379,458.57657,655.3161,751.02637,751.02637,751.02637,751.02637,751.02637
380,380,462.86932,661.4505,758.05676,758.05676,758.05676,758.05676,758.05676
381,381,467.20224,667.6423,765.1529,765.1529,765.1529,765.1529,765.1529
382,382,471.5757,673.89215,772.3155,772.3155,772.3155,772.3155,772.3155
383,383,475.99014,680.20044,779.54517,779.54517,779.54517,779.54517,779.54517
384,384,480.4459,686.5678,786.84247,786.84247,786.84247,786.84247,786.84247
385,385,484.94333,692.99475,794.2081,794.2081,794.2081,794.2081,794.2081
