ID,FileDataID,OverlayFileDataID,MovieID
757,1467283,0,495
758,1467242,0,496
759,1467243,0,496
760,1467241,0,496
761,1467053,0,497
762,1467052,0,497
763,1467051,0,497
802,1507882,0,531
803,1507881,0,531
804,1507878,0,531
805,1507891,0,532
806,1507890,0,532
807,1507889,0,532
808,1467232,0,533
809,1467231,0,533
810,1467230,0,533
811,1467056,0,534
812,1467055,0,534
813,1467054,0,534
814,1507853,0,535
815,1507856,0,535
816,1507855,0,535
821,1455737,0,542
822,1465855,0,542
823,1465856,0,542
857,1551613,0,549
858,1551612,0,549
859,1551611,0,549
872,1502179,0,625
873,1502177,0,625
874,1502178,0,625
881,1617052,0,635
882,1617051,0,635
883,1617050,0,635
884,1617046,0,636
885,1617045,0,636
886,1617044,0,636
887,1617160,0,637
888,1617161,0,637
889,1617162,0,637
906,1661201,0,656
907,1661202,0,656
908,1661203,0,656
909,1617052,0,661
910,1617051,0,661
911,1617050,0,661
912,1617160,0,662
913,1617161,0,662
914,1617162,0,662
915,1661201,0,663
916,1661202,0,663
917,1661203,0,663
920,21,0,667
923,1455736,0,641
924,1445603,0,641
925,1445602,0,641
932,1720438,0,678
933,1720437,0,678
934,1720436,0,678
935,1720438,0,677
936,1720437,0,677
937,1720436,0,677
938,1720941,0,680
939,1720940,0,680
940,1720939,0,680
941,1720941,0,679
942,1720940,0,679
943,1720939,0,679
944,1721086,0,681
945,1721085,0,681
946,1721084,0,681
947,1721086,0,682
948,1721085,0,682
949,1721084,0,682
954,1721538,0,686
955,1721537,0,686
956,1721536,0,686
957,1721538,0,687
958,1721537,0,687
959,1721536,0,687
969,1780275,0,689
970,1780276,0,689
971,1780275,0,688
972,1780276,0,688
973,1780282,0,689
974,1780282,0,688
977,1782689,0,708
988,1455736,0,718
989,1445603,0,718
990,1445602,0,718
991,1862306,0,717
992,1862305,0,717
993,1862307,0,717
994,1862306,0,720
995,1862305,0,720
996,1862307,0,720
997,1862300,0,716
998,1862301,0,716
999,1862302,0,716
1000,1862300,0,721
1001,1862301,0,721
1002,1862302,0,721
1129,2125563,0,852
1130,2125610,0,852
1131,2125664,0,852
1177,2175017,0,854
1178,2175016,0,854
1179,2175015,0,854
1180,2175022,0,855
1181,2175021,0,855
1182,2175020,0,855
1183,2175027,0,856
1184,2175026,0,856
1185,2175025,0,856
1186,2175032,0,857
1187,2175031,0,857
1188,2175030,0,857
1189,2175037,0,858
1190,2175036,0,858
1191,2175035,0,858
1192,2175042,0,859
1193,2175041,0,859
1194,2175040,0,859
1195,2175047,0,860
1196,2175046,0,860
1197,2175045,0,860
1198,2175052,0,861
1199,2175051,0,861
1200,2175050,0,861
1201,2175057,0,862
1202,2175056,0,862
1203,2175055,0,862
1204,2175062,0,863
1205,2175061,0,863
1206,2175060,0,863
1207,2175067,0,864
1208,2175066,0,864
1209,2175065,0,864
1210,2175072,0,865
1211,2175071,0,865
1212,2175070,0,865
1213,2175014,0,866
1214,2175013,0,866
1215,2175012,0,866
1216,2175014,0,853
1217,2175013,0,853
1218,2175012,0,853
1225,2406556,0,871
1226,2406555,0,871
1227,2406554,0,871
1228,2175062,0,873
1229,2175061,0,873
1230,2175060,0,873
1241,2543202,0,874
1242,2543201,0,874
1243,2543203,0,874
1244,2543219,0,875
1245,2543218,0,875
1246,2543220,0,875
1247,2565177,0,876
1248,2565176,0,876
1249,2565178,0,876
1253,2845775,0,882
1254,2845773,0,882
1255,2845774,0,882
1256,2845775,0,879
1257,2845773,0,879
1258,2845774,0,879
1266,2991596,0,884
1267,2991595,0,884
1268,2991594,0,884
1272,3032562,0,888
1273,3032563,0,888
1274,3032564,0,888
1284,3022756,0,889
1285,3022758,0,889
1286,3022757,0,889
1287,3022756,0,885
1288,3022758,0,885
1289,3022757,0,885
1293,3022946,0,886
1294,3022945,0,886
1295,3022947,0,886
1305,3039646,0,894
1306,3039644,0,894
1307,3039645,0,894
1308,3039641,0,883
1309,3039639,0,883
1310,3039640,0,883
1311,1014212,0,896
1312,576813,0,896
1313,1014213,0,897
1314,576815,0,897
1315,1014214,0,898
1316,576817,0,898
1317,1014215,0,899
1318,576958,0,899
1319,1014203,0,900
1320,916406,0,900
1321,1014202,0,901
1322,916404,0,901
1338,1014202,0,905
1339,916404,0,905
1340,3092483,0,903
1341,3075712,0,903
1342,3075713,0,903
1343,3075718,0,904
1344,3075716,0,904
1345,3075717,0,904
1346,2175015,0,907
1347,2175016,0,907
1348,2175017,0,907
1349,2175020,0,908
1350,2175021,0,908
1351,2175022,0,908
1352,2175025,0,909
1353,2175026,0,909
1354,2175027,0,909
1355,2175030,0,910
1356,2175031,0,910
1357,2175032,0,910
1358,2175055,0,911
1359,2175056,0,911
1360,2175057,0,911
1361,2175040,0,912
1362,2175041,0,912
1363,2175042,0,912
1364,2175070,0,913
1365,2175071,0,913
1366,2175072,0,913
1367,2543202,0,914
1368,2543201,0,914
1369,2543203,0,914
1370,2543218,0,915
1371,2543219,0,915
1372,2543220,0,915
1373,2845773,0,916
1374,2845774,0,916
1375,2845775,0,916
1376,3022756,0,917
1377,3022757,0,917
1378,3022758,0,917
1379,3039641,0,918
1380,3039639,0,918
1381,3039640,0,918
1382,3039646,0,919
1383,3039644,0,919
1384,3039645,0,919
1385,3022946,0,920
1386,3022945,0,920
1387,3022947,0,920
1388,644125,0,921
1389,1014196,0,921
1390,668417,0,922
1391,1014198,0,922
1392,668415,0,923
1393,1014195,0,923
1394,1455737,0,924
1395,1465855,0,924
1396,1465856,0,924
1397,1467054,0,925
1398,1467055,0,925
1399,1467056,0,925
1409,3231699,0,926
1410,3231697,0,926
1411,3231698,0,926
1412,3231689,0,928
1413,3231687,0,928
1414,3231688,0,928
1416,3260362,0,895
1417,3260358,0,895
1418,3260359,0,895
1419,3231694,0,927
1420,3231692,0,927
1421,3231693,0,927
1422,3231689,0,930
1423,3231687,0,930
1424,3231688,0,930
1443,3727028,0,936
1444,3727026,0,936
1445,3727027,0,936
1452,2175030,0,938
1453,2175031,0,938
1454,2175032,0,938
1464,3755748,0,931
1465,3755746,0,931
1466,3755747,0,931
1467,3756078,0,941
1468,3756076,0,941
1469,3756077,0,941
1470,3755752,0,937
1471,3755750,0,937
1472,3755751,0,937
1476,3755756,0,942
1477,3755754,0,942
1478,3755755,0,942
1479,3809912,0,932
1480,3809902,0,932
1481,3809908,0,932
1485,3814417,0,934
1486,3814418,0,934
1487,3814419,0,934
1488,3756080,0,944
1489,3756081,0,944
1490,3756082,0,944
1491,3756067,0,945
1492,3756068,0,945
1493,3756069,0,945
1494,3851146,0,943
1495,3851147,0,943
1496,3851148,0,943
1506,3756072,0,947
1507,3756073,0,947
1508,3756074,0,947
1509,3756063,0,946
1510,3756064,0,946
1511,3756065,0,946
1512,3756084,0,948
1513,3756085,0,948
1514,3756086,0,948
1515,3814412,0,933
1516,3814413,0,933
1517,3814414,0,933
1518,3814422,0,935
1519,3814423,0,935
1520,3814424,0,935
1527,4035001,0,949
1528,4034999,0,949
1529,4035000,0,949
1543,4202887,0,953
1544,4202889,0,953
1545,4202888,0,953
1546,4202886,0,952
1547,4202884,0,952
1548,4202885,0,952
1549,4202886,0,950
1550,4202884,0,950
1551,4202885,0,950
1555,4202879,0,951
1556,4202877,0,951
1557,4202878,0,951
1561,4279688,0,955
1562,4279686,0,955
1563,4279687,0,955
1576,4279701,0,954
1577,4279702,0,954
1578,4279703,0,954
1579,4279696,0,958
1580,4279697,0,958
1581,4279698,0,958
1582,4279692,0,956
1583,4279691,0,956
1584,4279693,0,956
1585,4279707,0,957
1586,4279706,0,957
1587,4279708,0,957
1629,1467306,0,971
1630,1467307,0,971
1631,1467305,0,971
1635,4687591,0,962
1636,4687589,0,962
1637,4687590,0,962
1638,4500479,0,960
1639,4500477,0,960
1641,4687587,0,961
1642,4687585,0,961
1643,4687586,0,961
1644,4687587,0,970
1645,4687585,0,970
1646,4687586,0,970
1647,4687615,0,969
1648,4687613,0,969
1649,4687614,0,969
1650,4687615,0,972
1651,4687613,0,972
1652,4687614,0,972
1653,4500478,0,960
1657,4867717,0,973
1658,4867718,0,973
1659,4867719,0,973
1660,4687607,0,966
1661,4687605,0,966
1662,4687606,0,966
1663,4687595,0,963
1664,4687593,0,963
1665,4687594,0,963
1666,4687611,0,967
1667,4687609,0,967
1668,4687610,0,967
1669,4687599,0,964
1670,4687597,0,964
1671,4687598,0,964
1672,4854571,0,968
1673,4854569,0,968
1674,4854570,0,968
1678,4687603,0,965
1679,4687601,0,965
1680,4687602,0,965
1693,4925532,0,974
1694,4925530,0,974
1695,4925531,0,974
1705,5161815,0,980
1706,5161817,0,980
1707,5161818,0,980
1708,5161810,0,981
1709,5161811,0,981
1710,5161812,0,981
1711,5161927,0,979
1712,5161925,0,979
1713,5161926,0,979
1715,3032562,0,974
1716,3032563,0,974
1717,3032564,0,974
1727,5202852,0,991
1728,5202854,0,991
1729,5202853,0,991
1730,5202856,0,992
1731,5202855,0,992
1732,5202857,0,992
1733,5202860,0,993
1734,5202858,0,993
1735,5202859,0,993
1736,3756082,0,995
1737,3756080,0,995
1738,3756081,0,995
1739,4202877,0,996
1740,4202878,0,996
1741,4202879,0,996
1742,2543201,0,998
1743,2543203,0,998
1744,2543202,0,998
1756,3032562,0,1004
1757,3032563,0,1004
1758,3032564,0,1004
1759,5214415,0,1001
1760,5214413,0,1001
1761,5214414,0,1001
1771,5458695,0,1003
1772,5458693,0,1003
1773,5458694,0,1003
1774,5214418,0,1002
1775,5214416,0,1002
1776,5214417,0,1002
1781,5486711,0,1009
1782,5486710,0,1009
1783,5486712,0,1009
1808,1068499,0,997
1809,1068500,0,997
1810,1068498,0,997
1820,5834694,0,1012
1821,5834695,0,1012
1822,5834696,0,1012
1823,5834693,0,1010
1824,5834691,0,1010
1825,5834692,0,1010
1826,5834888,0,1014
1827,5834887,0,1014
1828,5834889,0,1014
1829,6029142,0,1024
1830,6029143,0,1024
1831,6029144,0,1024
1832,5834701,0,1013
1833,5834700,0,1013
1834,5834702,0,1013
1835,5834705,0,1020
1836,5834703,0,1020
1837,5834704,0,1020
1838,5834848,0,1021
1839,5834877,0,1021
1840,5834904,0,1021
1841,5834847,0,1023
1842,5834858,0,1023
1843,5834903,0,1023
1844,5834846,0,1019
1845,5834706,0,1019
1846,5834707,0,1019
1847,5834846,0,1025
1848,5834706,0,1025
1849,5834707,0,1025
1859,6225109,0,1030
1860,6225107,0,1030
1861,6225108,0,1030
1870,6429195,0,1028
1871,6429193,0,1028
1872,6429194,0,1028
1873,6429198,0,1029
1874,6429196,0,1029
1875,6429197,0,1029
