ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
61,Dwarven Leather Pants,1,0,0,0,-1,0,0,0,0,5,0,24576,0,32,0,-1,-1
79,Dwarven Cloth Britches,1,0,0,0,-1,0,0,0,0,5,0,24576,0,32,0,-1,-1
80,Soft Fur-lined Shoes,1,0,0,0,-1,0,0,0,0,5,0,24576,0,32,0,-1,-1
85,Dirty Leather Vest,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
120,Thug Pants,0,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
121,Thug Boots,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
127,Trapper's Shirt,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
129,Rugged Trapper's Boots,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
139,Brawler's Pants,0,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
140,Brawler's Boots,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
143,"Monster - Shield, Stormwind Guard",0,0,0,0,-1,1,0,0,0,1,0,24576,0,0,0,-1,-1
147,Rugged Trapper's Pants,0,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
148,Rugged Trapper's Shirt,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
153,Primitive Kilt,0,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
154,Primitive Mantle,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
193,Tattered Cloth Vest,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
194,Tattered Cloth Pants,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
195,Tattered Cloth Boots,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
200,Thick Cloth Vest,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
201,Thick Cloth Pants,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
202,Thick Cloth Shoes,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
203,Thick Cloth Gloves,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
209,Dirty Leather Pants,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
210,Dirty Leather Boots,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
236,Cured Leather Armor,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
237,Cured Leather Pants,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
238,Cured Leather Boots,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
239,Cured Leather Gloves,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
285,Scalemail Vest,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
286,Scalemail Pants,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
287,Scalemail Boots,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
710,Bracers of the People's Militia,1,0,0,0,-1,0,0,0,0,14,0,24576,0,32,0,-1,-1
711,Tattered Cloth Gloves,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
714,Dirty Leather Gloves,1,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
718,Scalemail Gloves,1,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
719,Rabbit Handler Gloves,1,0,0,0,-1,0,0,0,0,5,0,24576,0,32,0,-1,-1
746,Lord Brandon's Tabard (Test),1,0,0,0,-1,1,0,0,0,1,0,24576,0,0,0,-1,-1
763,Ice-covered Bracers,1,0,0,0,-1,7,0,0,0,12,0,24576,0,32,0,-1,-1
766,Flanged Mace,1,0,0,0,-1,2,0,0,0,7,0,24576,0,0,0,-1,-1
767,Long Bo Staff,1,0,0,0,-1,3,0,0,0,8,0,24576,0,0,0,-1,-1
768,Lumberjack Axe,1,0,0,0,-1,4,0,0,0,9,0,24576,0,0,0,-1,-1
778,Kobold Excavation Pick,1,0,0,0,-1,2,0,0,0,7,0,24576,0,0,0,-1,-1
781,Stone Gnoll Hammer,1,0,0,0,-1,4,0,0,0,9,0,24576,0,0,0,-1,-1
788,Test Fire Sword,1,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
792,Knitted Sandals,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
793,Knitted Gloves,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
794,Knitted Pants,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
795,Knitted Tunic,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
796,Rough Leather Boots,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
797,Rough Leather Gloves,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
798,Rough Leather Pants,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
799,Rough Leather Vest,1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
810,Hammer of the Northern Wind,4,0,0,0,-1,49,0,0,0,54,0,8192,0,0,0,-1,-1
837,Heavy Weave Armor,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
838,Heavy Weave Pants,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
839,Heavy Weave Gloves,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
840,Heavy Weave Shoes,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
843,Tanned Leather Boots,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
844,Tanned Leather Gloves,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
845,Tanned Leather Pants,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
846,Tanned Leather Jerkin,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
847,Chainmail Armor,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
848,Chainmail Pants,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
849,Chainmail Boots,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
850,Chainmail Gloves,1,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
851,Cutlass,1,0,0,0,-1,10,0,0,0,15,0,24576,0,0,0,-1,-1
852,Mace,1,0,0,0,-1,9,0,0,0,14,0,24576,0,0,0,-1,-1
853,Hatchet,1,0,0,0,-1,11,0,0,0,16,0,24576,0,0,0,-1,-1
854,Quarter Staff,1,0,0,0,-1,11,0,0,0,16,0,24576,0,0,0,-1,-1
859,Fine Cloth Shirt,1,0,0,0,-1,0,0,0,0,17,0,24576,0,0,0,-1,-1
860,Cavalier's Boots,1,0,0,0,-1,0,0,0,0,13,0,24576,0,32,0,-1,-1
864,Knightly Longsword,2,0,0,0,-1,33,0,0,0,38,0,24576,0,0,0,-1,-1
876,Worn Wooden Buckler,1,0,0,0,-1,1,0,0,0,1,0,24576,0,0,0,-1,-1
906,Tan Leather Shoulderpads (Test),1,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
907,Black Mail Shoulderpads of might (Test),1,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
908,Plate Shoulderpad (Test),1,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
909,Silver Mail Shoulderpads (Test),1,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
922,Dacian Falx,1,0,0,0,-1,21,0,0,0,26,0,24576,0,0,0,-1,-1
923,Longsword,1,0,0,0,-1,21,0,0,0,26,0,24576,0,0,0,-1,-1
924,Maul,1,0,0,0,-1,21,0,0,0,26,0,24576,0,0,0,-1,-1
925,Flail,1,0,0,0,-1,20,0,0,0,25,0,24576,0,0,0,-1,-1
926,Battle Axe,1,0,0,0,-1,20,0,0,0,25,0,24576,0,0,0,-1,-1
927,Double Axe,1,0,0,0,-1,19,0,0,0,24,0,24576,0,0,0,-1,-1
928,Long Staff,1,0,0,0,-1,20,0,0,0,25,0,24576,0,0,0,-1,-1
935,Night Watch Shortsword,3,0,0,0,-1,15,0,0,0,20,0,24576,0,0,0,-1,-1
945,Shadow Sword,1,0,0,0,-1,1,0,0,0,1,0,24576,0,0,0,-1,-1
948,Nature Sword,1,0,0,0,-1,1,0,0,0,1,0,24576,0,0,0,-1,-1
983,Red Linen Sash,1,0,0,0,-1,0,0,0,0,9,0,24576,0,32,0,-1,-1
1008,Well-used Sword,1,0,0,0,-1,0,0,0,0,10,0,24576,0,0,0,-1,-1
1009,Compact Hammer,2,0,0,0,-1,0,0,0,0,13,0,24576,0,0,0,-1,-1
1010,Gnarled Short Staff,1,0,0,0,-1,0,0,0,0,8,0,24576,0,0,0,-1,-1
1011,Sharp Axe,1,0,0,0,-1,0,0,0,0,8,0,24576,0,0,0,-1,-1
1018,Chows Blade of DOOM! (Test),1,0,0,0,-1,1,0,0,0,1,0,24576,0,0,0,-1,-1
1117,"Monster - Item, Fishing Pole",0,0,0,0,-1,1,0,0,0,1,0,24576,0,524288,0,-1,-1
1131,Totem of Infliction,2,0,0,0,-1,0,0,0,0,25,64,24576,0,0,0,-1,-1
1154,Belt of the People's Militia,1,0,0,0,-1,0,0,0,0,14,0,24576,0,32,0,-1,-1
1158,Solid Metal Club,1,0,0,0,-1,0,0,0,0,10,0,24576,0,0,0,-1,-1
1159,Militia Quarterstaff,1,0,0,0,-1,0,0,0,0,5,0,24576,0,0,0,-1,-1
1161,Militia Shortsword,1,0,0,0,-1,0,0,0,0,5,0,24576,0,0,0,-1,-1
1162,Pirates Patch (Test),1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
1163,Dwarven Explorer's Monocle (Test),1,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
1171,Well-stitched Robe,1,0,0,0,-1,0,0,0,0,10,0,24576,0,32,0,-1,-1
1172,Grayson's Torch,2,0,0,0,-1,0,0,0,0,21,0,24576,0,0,0,-1,-1
1173,Weather-worn Boots,1,0,0,0,-1,0,0,0,0,10,0,24576,0,32,0,-1,-1
1182,Brass-studded Bracers,1,0,0,0,-1,0,0,0,0,10,0,24576,0,32,0,-1,-1
1183,Elastic Wristguards,1,0,0,0,-1,0,0,0,0,10,0,24576,0,32,0,-1,-1
1194,Bastard Sword,1,0,0,0,-1,1,0,0,0,4,0,24576,0,0,0,-1,-1
1195,Kobold Mining Shovel,1,0,0,0,-1,3,0,0,0,6,0,24576,0,0,0,-1,-1
1196,Tabar,1,0,0,0,-1,9,0,0,0,14,0,24576,0,0,0,-1,-1
1197,Giant Mace,1,0,0,0,-1,10,0,0,0,15,0,24576,0,0,0,-1,-1
1198,Claymore,1,0,0,0,-1,10,0,0,0,15,0,24576,0,0,0,-1,-1
1200,Large Wooden Shield,1,0,0,0,-1,1,0,0,0,5,0,24576,0,0,0,-1,-1
1201,Dull Heater Shield,1,0,0,0,-1,5,0,0,0,10,0,24576,0,0,0,-1,-1
1202,Wall Shield,1,0,0,0,-1,12,0,0,0,17,0,24576,0,0,0,-1,-1
1213,Gnoll Kindred Bracers,1,0,0,0,-1,9,0,0,0,14,0,24576,0,32,0,-1,-1
1254,Lesser Firestone,1,0,0,0,-1,0,0,0,0,28,66,24576,0,0,0,-1,-1
1259,JYoo test item,0,0,0,0,-1,0,0,0,0,1,0,24576,0,0,0,-1,-1
1270,Finely Woven Cloak,2,0,0,0,-1,0,0,0,0,15,0,24576,0,32,0,-1,-1
1273,Forest Chain,2,0,0,0,-1,0,0,0,0,25,0,24576,0,32,0,-1,-1
1275,Deputy Chain Coat,2,0,0,0,-1,0,0,0,0,25,0,24576,0,32,0,-1,-1
1276,Fire Hardened Buckler,2,0,0,0,-1,0,0,0,0,27,0,24576,0,0,0,-1,-1
1282,Sparkmetal Coif,2,0,0,0,-1,0,0,0,0,33,0,24576,0,32,0,-1,-1
1302,Black Whelp Gloves,2,0,0,0,-1,0,0,0,0,18,0,24576,0,32,0,-1,-1
1303,Bridgeworker's Gloves,2,0,0,0,-1,0,0,0,0,20,0,24576,0,32,0,-1,-1
1304,Riding Gloves,2,0,0,0,-1,0,0,0,0,20,0,24576,0,32,0,-1,-1
1306,Wolfmane Wristguards,2,0,0,0,-1,0,0,0,0,20,0,24576,0,32,0,-1,-1
1310,Smith's Trousers,2,0,0,0,-1,0,0,0,0,20,0,24576,0,32,0,-1,-1
1359,Lion-stamped Gloves,1,0,0,0,-1,0,0,0,0,8,0,24576,0,32,0,-1,-1
1360,Stormwind Chain Gloves,1,0,0,0,-1,0,0,0,0,10,0,24576,0,32,0,-1,-1
1364,Ragged Leather Vest,0,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
1366,Ragged Leather Pants,0,0,0,0,-1,1,0,0,0,2,0,24576,0,32,0,-1,-1
1367,Ragged Leather Boots,0,0,0,0,-1,1,0,0,0,3,0,24576,0,32,0,-1,-1
1368,Ragged Leather Gloves,0,0,0,0,-1,1,0,0,0,4,0,24576,0,32,0,-1,-1
1369,Ragged Leather Belt,0,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
1370,Ragged Leather Bracers,0,0,0,0,-1,1,0,0,0,4,0,24576,0,32,0,-1,-1
1372,Ragged Cloak,0,0,0,0,-1,1,0,0,0,3,0,24576,0,32,0,-1,-1
1374,Frayed Shoes,0,0,0,0,-1,1,0,0,0,4,0,24576,0,32,0,-1,-1
1376,Frayed Cloak,0,0,0,0,-1,1,0,0,0,5,0,24576,0,32,0,-1,-1
1377,Frayed Gloves,0,0,0,0,-1,1,0,0,0,3,0,24576,0,32,0,-1,-1
1378,Frayed Pants,0,0,0,0,-1,1,0,0,0,2,0,24576,0,32,0,-1,-1
1380,Frayed Robe,0,0,0,0,-1,1,0,0,0,4,0,24576,0,32,0,-1,-1
1382,Rock Mace,1,0,0,0,-1,0,0,0,0,5,0,24576,0,0,0,-1,-1
1383,Stone Tomahawk,1,0,0,0,-1,0,0,0,0,5,0,24576,0,0,0,-1,-1
1384,Dull Blade,1,0,0,0,-1,1,0,0,0,3,0,24576,0,0,0,-1,-1
1386,Thistlewood Axe,1,0,0,0,-1,0,0,0,0,5,0,24576,0,0,0,-1,-1
1388,Crooked Staff,1,0,0,0,-1,1,0,0,0,3,0,24576,0,0,0,-1,-1
1389,Kobold Mining Mallet,1,0,0,0,-1,2,0,0,0,7,0,24576,0,0,0,-1,-1
1395,Apprentice's Pants,0,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
1396,Acolyte's Pants,0,0,0,0,-1,1,0,0,0,1,0,24576,0,32,0,-1,-1
1411,Withered Staff,0,0,0,0,-1,3,0,0,0,8,0,24576,0,0,0,-1,-1
1412,Crude Bastard Sword,0,0,0,0,-1,2,0,0,0,7,0,24576,0,0,0,-1,-1
1413,Feeble Sword,0,0,0,0,-1,3,0,0,0,8,0,24576,0,0,0,-1,-1
1414,Cracked Sledge,0,0,0,0,-1,4,0,0,0,9,0,24576,0,0,0,-1,-1
1415,Carpenter's Mallet,0,0,0,0,-1,4,0,0,0,9,0,24576,0,0,0,-1,-1
1416,Rusty Hatchet,0,0,0,0,-1,4,0,0,0,9,0,24576,0,0,0,-1,-1
1417,Beaten Battle Axe,0,0,0,0,-1,3,0,0,0,8,0,24576,0,0,0,-1,-1
1418,Worn Leather Belt,0,0,0,0,-1,2,0,0,0,7,0,24576,0,32,0,-1,-1
1419,Worn Leather Boots,0,0,0,0,-1,3,0,0,0,8,0,24576,0,32,0,-1,-1
1420,Worn Leather Bracers,0,0,0,0,-1,4,0,0,0,9,0,24576,0,32,0,-1,-1
1421,Worn Hide Cloak,0,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
1422,Worn Leather Gloves,0,0,0,0,-1,1,0,0,0,6,0,24576,0,32,0,-1,-1
1423,Worn Leather Pants,0,0,0,0,-1,2,0,0,0,7,0,24576,0,32,0,-1,-1
1425,Worn Leather Vest,0,0,0,0,-1,4,0,0,0,9,0,24576,0,32,0,-1,-1
1427,Patchwork Shoes,0,0,0,0,-1,5,0,0,0,10,0,24576,0,32,0,-1,-1
1429,Patchwork Cloak,0,0,0,0,-1,1,0,0,0,6,0,24576,0,32,0,-1,-1
1430,Patchwork Gloves,0,0,0,0,-1,2,0,0,0,7,0,24576,0,32,0,-1,-1
1431,Patchwork Pants,0,0,0,0,-1,3,0,0,0,8,0,24576,0,32,0,-1,-1
1433,Patchwork Armor,0,0,0,0,-1,2,0,0,0,7,0,24576,0,32,0,-1,-1
1436,Frontier Britches,2,0,0,0,-1,0,0,0,0,17,0,24576,0,32,0,-1,-1
1438,Warrior's Shield,1,0,0,0,-1,4,0,0,0,9,0,24576,0,0,0,-1,-1
1445,Blackrock Pauldrons,1,0,0,0,-1,18,0,0,0,23,0,24576,0,32,0,-1,-1
1479,Salma's Oven Mitts,1,0,0,0,-1,0,0,0,0,12,0,24576,0,32,0,-1,-1
1480,Fist of the People's Militia,2,0,0,0,-1,0,0,0,0,17,0,24576,0,0,0,-1,-1
1485,Pitchfork,0,0,0,0,-1,20,0,0,0,25,0,24576,0,0,0,-1,-1
1495,Calico Shoes,0,0,0,0,-1,8,0,0,0,13,0,24576,0,32,0,-1,-1
1497,Calico Cloak,0,0,0,0,-1,9,0,0,0,14,0,24576,0,32,0,-1,-1
1498,Calico Gloves,0,0,0,0,-1,10,0,0,0,15,0,24576,0,32,0,-1,-1
1499,Calico Pants,0,0,0,0,-1,6,0,0,0,11,0,24576,0,32,0,-1,-1
1501,Calico Tunic,0,0,0,0,-1,8,0,0,0,13,0,24576,0,32,0,-1,-1
1502,Warped Leather Belt,0,0,0,0,-1,9,0,0,0,14,0,24576,0,32,0,-1,-1
1503,Warped Leather Boots,0,0,0,0,-1,10,0,0,0,15,0,24576,0,32,0,-1,-1
1504,Warped Leather Bracers,0,0,0,0,-1,6,0,0,0,11,0,24576,0,32,0,-1,-1
1505,Warped Cloak,0,0,0,0,-1,7,0,0,0,12,0,24576,0,32,0,-1,-1
1506,Warped Leather Gloves,0,0,0,0,-1,8,0,0,0,13,0,24576,0,32,0,-1,-1
1507,Warped Leather Pants,0,0,0,0,-1,9,0,0,0,14,0,24576,0,32,0,-1,-1
1509,Warped Leather Vest,0,0,0,0,-1,6,0,0,0,11,0,24576,0,32,0,-1,-1
1510,Heavy Hammer,0,0,0,0,-1,7,0,0,0,12,0,24576,0,0,0,-1,-1
1511,Commoner's Sword,0,0,0,0,-1,8,0,0,0,13,0,24576,0,0,0,-1,-1
1512,Crude Battle Axe,0,0,0,0,-1,7,0,0,0,12,0,24576,0,0,0,-1,-1
1513,Old Greatsword,0,0,0,0,-1,9,0,0,0,14,0,24576,0,0,0,-1,-1
1514,Rusty Warhammer,0,0,0,0,-1,9,0,0,0,14,0,24576,0,0,0,-1,-1
1515,Rough Wooden Staff,0,0,0,0,-1,7,0,0,0,12,0,24576,0,0,0,-1,-1
1516,Worn Hatchet,0,0,0,0,-1,9,0,0,0,14,0,24576,0,0,0,-1,-1
1547,Shield of the Faith,2,0,0,0,-1,0,0,0,0,30,0,24576,0,0,0,-1,-1
1557,Buckler of the Seas,2,0,0,0,-1,0,0,0,0,20,0,24576,0,0,0,-1,-1
1561,Harvester's Robe,2,0,0,0,-1,0,0,0,0,15,0,24576,0,32,0,-1,-1
1566,Edge of the People's Militia,2,0,0,0,-1,0,0,0,0,17,0,24576,0,0,0,-1,-1
1730,Worn Mail Belt,0,0,0,0,-1,7,0,0,0,12,0,24576,0,32,0,-1,-1
1731,Worn Mail Boots,0,0,0,0,-1,8,0,0,0,13,0,24576,0,32,0,-1,-1
1732,Worn Mail Bracers,0,0,0,0,-1,9,0,0,0,14,0,24576,0,32,0,-1,-1
1733,Worn Cloak,0,0,0,0,-1,10,0,0,0,15,0,24576,0,32,0,-1,-1
1734,Worn Mail Gloves,0,0,0,0,-1,6,0,0,0,11,0,24576,0,32,0,-1,-1
1735,Worn Mail Pants,0,0,0,0,-1,7,0,0,0,12,0,24576,0,32,0,-1,-1
1737,Worn Mail Vest,0,0,0,0,-1,9,0,0,0,14,0,24576,0,32,0,-1,-1
1738,Laced Mail Belt,0,0,0,0,-1,14,0,0,0,19,0,24576,0,32,0,-1,-1
1739,Laced Mail Boots,0,0,0,0,-1,15,0,0,0,20,0,24576,0,32,0,-1,-1
1740,Laced Mail Bracers,0,0,0,0,-1,11,0,0,0,16,0,24576,0,32,0,-1,-1
1741,Laced Cloak,0,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
1742,Laced Mail Gloves,0,0,0,0,-1,13,0,0,0,18,0,24576,0,32,0,-1,-1
1743,Laced Mail Pants,0,0,0,0,-1,14,0,0,0,19,0,24576,0,32,0,-1,-1
1744,Laced Mail Shoulderpads,0,0,0,0,-1,15,0,0,0,20,0,24576,0,32,0,-1,-1
1745,Laced Mail Vest,0,0,0,0,-1,11,0,0,0,16,0,24576,0,32,0,-1,-1
1746,Linked Chain Belt,0,0,0,0,-1,20,0,0,0,25,0,24576,0,32,0,-1,-1
1747,Linked Chain Boots,0,0,0,0,-1,16,0,0,0,21,0,24576,0,32,0,-1,-1
1748,Linked Chain Bracers,0,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
1749,Linked Chain Cloak,0,0,0,0,-1,18,0,0,0,23,0,24576,0,32,0,-1,-1
1750,Linked Chain Gloves,0,0,0,0,-1,19,0,0,0,24,0,24576,0,32,0,-1,-1
1751,Linked Chain Pants,0,0,0,0,-1,20,0,0,0,25,0,24576,0,32,0,-1,-1
1752,Linked Chain Shoulderpads,0,0,0,0,-1,16,0,0,0,21,0,24576,0,32,0,-1,-1
1753,Linked Chain Vest,0,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
1754,Reinforced Chain Belt,0,0,0,0,-1,21,0,0,0,26,0,24576,0,32,0,-1,-1
1755,Reinforced Chain Boots,0,0,0,0,-1,22,0,0,0,27,0,24576,0,32,0,-1,-1
1756,Reinforced Chain Bracers,0,0,0,0,-1,23,0,0,0,28,0,24576,0,32,0,-1,-1
1757,Reinforced Chain Cloak,0,0,0,0,-1,24,0,0,0,29,0,24576,0,32,0,-1,-1
1758,Reinforced Chain Gloves,0,0,0,0,-1,25,0,0,0,30,0,24576,0,32,0,-1,-1
1759,Reinforced Chain Pants,0,0,0,0,-1,21,0,0,0,26,0,24576,0,32,0,-1,-1
1760,Reinforced Chain Shoulderpads,0,0,0,0,-1,22,0,0,0,27,0,24576,0,32,0,-1,-1
1761,Reinforced Chain Vest,0,0,0,0,-1,23,0,0,0,28,0,24576,0,32,0,-1,-1
1764,Canvas Shoes,0,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
1766,Canvas Cloak,0,0,0,0,-1,13,0,0,0,18,0,24576,0,32,0,-1,-1
1767,Canvas Gloves,0,0,0,0,-1,14,0,0,0,19,0,24576,0,32,0,-1,-1
1768,Canvas Pants,0,0,0,0,-1,15,0,0,0,20,0,24576,0,32,0,-1,-1
1769,Canvas Shoulderpads,0,0,0,0,-1,15,0,0,0,20,0,24576,0,32,0,-1,-1
1770,Canvas Vest,0,0,0,0,-1,12,0,0,0,17,0,24576,0,32,0,-1,-1
1772,Brocade Shoes,0,0,0,0,-1,18,0,0,0,23,0,24576,0,32,0,-1,-1
1774,Brocade Cloak,0,0,0,0,-1,19,0,0,0,24,0,24576,0,32,0,-1,-1
1775,Brocade Gloves,0,0,0,0,-1,20,0,0,0,25,0,24576,0,32,0,-1,-1
1776,Brocade Pants,0,0,0,0,-1,16,0,0,0,21,0,24576,0,32,0,-1,-1
1777,Brocade Shoulderpads,0,0,0,0,-1,17,0,0,0,22,0,24576,0,32,0,-1,-1
1778,Brocade Vest,0,0,0,0,-1,18,0,0,0,23,0,24576,0,32,0,-1,-1
1780,Cross-stitched Sandals,0,0,0,0,-1,24,0,0,0,29,0,24576,0,32,0,-1,-1
1782,Cross-stitched Cloak,0,0,0,0,-1,25,0,0,0,30,0,24576,0,32,0,-1,-1
1783,Cross-stitched Gloves,0,0,0,0,-1,21,0,0,0,26,0,24576,0,32,0,-1,-1
1784,Cross-stitched Pants,0,0,0,0,-1,22,0,0,0,27,0,24576,0,32,0,-1,-1
1785,Cross-stitched Shoulderpads,0,0,0,0,-1,23,0,0,0,28,0,24576,0,32,0,-1,-1
1786,Cross-stitched Vest,0,0,0,0,-1,24,0,0,0,29,0,24576,0,32,0,-1,-1
1787,Patched Leather Belt,0,0,0,0,-1,13,0,0,0,18,0,24576,0,32,0,-1,-1
1788,Patched Leather Boots,0,0,0,0,-1,14,0,0,0,19,0,24576,0,32,0,-1,-1
1789,Patched Leather Bracers,0,0,0,0,-1,15,0,0,0,20,0,24576,0,32,0,-1,-1
