ID,BorderID,Tier,Component,FileDataID,Color
1841,4,1,4,513861,0
1842,5,1,4,513861,0
1843,6,1,4,513861,0
1844,7,1,4,513861,0
1845,8,1,4,513861,0
1846,9,1,4,513861,0
1847,1,2,3,513726,0
1848,2,2,3,513726,0
1849,3,2,3,513726,0
1850,4,2,3,513726,0
1851,5,2,3,513726,0
1852,6,2,3,513726,0
1853,7,2,3,513726,0
1854,8,2,3,513726,0
1855,9,2,3,513726,0
1856,1,2,4,513725,0
1857,2,2,4,513725,0
1858,3,2,4,513725,0
1859,4,2,4,513725,0
1860,5,2,4,513725,0
1861,6,2,4,513725,0
1862,7,2,4,513725,0
1863,8,2,4,513725,0
1864,9,2,4,513725,0
1865,1,1,3,513864,1
1866,2,1,3,513864,1
1867,3,1,3,513864,1
1868,4,1,3,513864,1
1869,5,1,3,513864,1
1870,6,1,3,513864,1
1871,7,1,3,513864,1
1872,8,1,3,513864,1
1873,9,1,3,513864,1
1874,1,1,4,513863,1
1875,2,1,4,513863,1
1876,3,1,4,513863,1
1877,4,1,4,513863,1
1878,5,1,4,513863,1
1879,6,1,4,513863,1
1880,7,1,4,513863,1
1881,8,1,4,513863,1
1882,9,1,4,513863,1
1883,1,2,3,513728,1
1884,2,2,3,513728,1
1885,3,2,3,513728,1
1886,4,2,3,513728,1
1887,5,2,3,513728,1
1888,6,2,3,513728,1
1889,7,2,3,513728,1
1890,8,2,3,513728,1
1891,9,2,3,513728,1
1892,1,2,4,513727,1
1893,2,2,4,513727,1
1894,3,2,4,513727,1
1895,4,2,4,513727,1
1896,5,2,4,513727,1
1897,6,2,4,513727,1
1898,7,2,4,513727,1
1899,8,2,4,513727,1
1900,9,2,4,513727,1
1901,1,1,3,513866,2
1902,2,1,3,513866,2
1903,3,1,3,513866,2
1904,4,1,3,513866,2
1905,5,1,3,513866,2
1906,6,1,3,513866,2
1907,7,1,3,513866,2
1908,8,1,3,513866,2
1909,9,1,3,513866,2
1910,1,1,4,513865,2
1911,2,1,4,513865,2
1912,3,1,4,513865,2
1913,4,1,4,513865,2
1914,5,1,4,513865,2
1915,6,1,4,513865,2
1916,7,1,4,513865,2
1917,8,1,4,513865,2
1918,9,1,4,513865,2
1919,1,2,3,513730,2
1920,2,2,3,513730,2
1921,3,2,3,513730,2
1922,4,2,3,513730,2
1923,5,2,3,513730,2
1924,6,2,3,513730,2
1925,7,2,3,513730,2
1926,8,2,3,513730,2
1927,9,2,3,513730,2
1928,1,2,4,513729,2
1929,2,2,4,513729,2
1930,3,2,4,513729,2
1931,4,2,4,513729,2
1932,5,2,4,513729,2
1933,6,2,4,513729,2
1934,7,2,4,513729,2
1935,8,2,4,513729,2
1936,9,2,4,513729,2
1937,1,1,3,513868,3
1938,2,1,3,513868,3
1939,3,1,3,513868,3
1940,4,1,3,513868,3
1941,5,1,3,513868,3
1942,6,1,3,513868,3
1943,7,1,3,513868,3
1944,8,1,3,513868,3
1945,9,1,3,513868,3
1946,1,1,4,513867,3
1947,2,1,4,513867,3
1948,3,1,4,513867,3
1949,4,1,4,513867,3
1950,5,1,4,513867,3
1951,6,1,4,513867,3
1952,7,1,4,513867,3
1953,8,1,4,513867,3
1954,9,1,4,513867,3
1955,1,2,3,513732,3
1956,2,2,3,513732,3
1957,3,2,3,513732,3
1958,4,2,3,513732,3
1959,5,2,3,513732,3
1960,6,2,3,513732,3
1961,7,2,3,513732,3
1962,8,2,3,513732,3
1963,9,2,3,513732,3
1964,1,2,4,513731,3
1965,2,2,4,513731,3
1966,3,2,4,513731,3
1967,4,2,4,513731,3
1968,5,2,4,513731,3
1969,6,2,4,513731,3
1970,7,2,4,513731,3
1971,8,2,4,513731,3
1972,9,2,4,513731,3
1973,1,1,3,513870,4
1974,2,1,3,513870,4
1975,3,1,3,513870,4
1976,4,1,3,513870,4
1977,5,1,3,513870,4
1978,6,1,3,513870,4
1979,7,1,3,513870,4
1980,8,1,3,513870,4
1981,9,1,3,513870,4
1982,1,1,4,513869,4
1983,2,1,4,513869,4
1984,3,1,4,513869,4
1985,4,1,4,513869,4
1986,5,1,4,513869,4
1987,6,1,4,513869,4
1988,7,1,4,513869,4
1989,8,1,4,513869,4
1990,9,1,4,513869,4
1991,1,2,3,513734,4
1992,2,2,3,513734,4
1993,3,2,3,513734,4
1994,4,2,3,513734,4
1995,5,2,3,513734,4
1996,6,2,3,513734,4
1997,7,2,3,513734,4
1998,8,2,3,513734,4
1999,9,2,3,513734,4
2000,1,2,4,513733,4
2001,2,2,4,513733,4
2002,3,2,4,513733,4
2003,4,2,4,513733,4
2004,5,2,4,513733,4
2005,6,2,4,513733,4
2006,7,2,4,513733,4
2007,8,2,4,513733,4
2008,9,2,4,513733,4
2009,1,1,3,513872,5
2010,2,1,3,513872,5
2011,3,1,3,513872,5
2012,4,1,3,513872,5
2013,5,1,3,513872,5
2014,6,1,3,513872,5
2015,7,1,3,513872,5
2016,8,1,3,513872,5
2017,9,1,3,513872,5
2018,1,1,4,513871,5
2019,2,1,4,513871,5
2020,3,1,4,513871,5
2021,4,1,4,513871,5
2022,5,1,4,513871,5
2023,6,1,4,513871,5
2024,7,1,4,513871,5
2025,8,1,4,513871,5
2026,9,1,4,513871,5
2027,1,2,3,513736,5
2028,2,2,3,513736,5
2029,3,2,3,513736,5
2030,4,2,3,513736,5
2031,5,2,3,513736,5
2032,6,2,3,513736,5
2033,7,2,3,513736,5
2034,8,2,3,513736,5
2035,9,2,3,513736,5
2036,1,2,4,513735,5
2037,2,2,4,513735,5
2038,3,2,4,513735,5
2039,4,2,4,513735,5
2040,5,2,4,513735,5
2041,6,2,4,513735,5
2042,7,2,4,513735,5
2043,8,2,4,513735,5
2044,9,2,4,513735,5
2045,1,1,3,513874,6
2046,2,1,3,513874,6
2047,3,1,3,513874,6
2048,4,1,3,513874,6
2049,5,1,3,513874,6
2050,6,1,3,513874,6
2051,7,1,3,513874,6
2052,8,1,3,513874,6
2053,9,1,3,513874,6
2054,1,1,4,513873,6
2055,2,1,4,513873,6
2056,3,1,4,513873,6
2057,4,1,4,513873,6
2058,5,1,4,513873,6
2059,6,1,4,513873,6
2060,7,1,4,513873,6
2061,8,1,4,513873,6
2062,9,1,4,513873,6
2063,1,2,3,513738,6
2064,2,2,3,513738,6
2065,3,2,3,513738,6
2066,4,2,3,513738,6
2067,5,2,3,513738,6
2068,6,2,3,513738,6
2069,7,2,3,513738,6
2070,8,2,3,513738,6
2071,9,2,3,513738,6
2072,1,2,4,513737,6
2073,2,2,4,513737,6
2074,3,2,4,513737,6
2075,4,2,4,513737,6
2076,5,2,4,513737,6
2077,6,2,4,513737,6
2078,7,2,4,513737,6
2079,8,2,4,513737,6
2080,9,2,4,513737,6
2081,1,1,3,513876,7
2082,2,1,3,513876,7
2083,3,1,3,513876,7
2084,4,1,3,513876,7
2085,5,1,3,513876,7
2086,6,1,3,513876,7
2087,7,1,3,513876,7
2088,8,1,3,513876,7
2089,9,1,3,513876,7
2090,1,1,4,513875,7
2091,2,1,4,513875,7
2092,3,1,4,513875,7
2093,4,1,4,513875,7
2094,5,1,4,513875,7
2095,6,1,4,513875,7
2096,7,1,4,513875,7
2097,8,1,4,513875,7
2098,9,1,4,513875,7
2099,1,2,3,513740,7
2100,2,2,3,513740,7
2101,3,2,3,513740,7
2102,4,2,3,513740,7
2103,5,2,3,513740,7
2104,6,2,3,513740,7
2105,7,2,3,513740,7
2106,8,2,3,513740,7
2107,9,2,3,513740,7
2108,1,2,4,513739,7
2109,2,2,4,513739,7
2110,3,2,4,513739,7
2111,4,2,4,513739,7
2112,5,2,4,513739,7
2113,6,2,4,513739,7
2114,7,2,4,513739,7
2115,8,2,4,513739,7
2116,9,2,4,513739,7
2117,1,1,3,513878,8
2118,2,1,3,513878,8
2119,3,1,3,513878,8
2120,4,1,3,513878,8
2121,5,1,3,513878,8
2122,6,1,3,513878,8
2123,7,1,3,513878,8
2124,8,1,3,513878,8
2125,9,1,3,513878,8
2126,1,1,4,513877,8
2127,2,1,4,513877,8
2128,3,1,4,513877,8
2129,4,1,4,513877,8
2130,5,1,4,513877,8
2131,6,1,4,513877,8
2132,7,1,4,513877,8
2133,8,1,4,513877,8
2134,9,1,4,513877,8
2135,1,2,3,513742,8
2136,2,2,3,513742,8
2137,3,2,3,513742,8
2138,4,2,3,513742,8
2139,5,2,3,513742,8
2140,6,2,3,513742,8
2141,7,2,3,513742,8
2142,8,2,3,513742,8
2143,9,2,3,513742,8
2144,1,2,4,513741,8
2145,2,2,4,513741,8
2146,3,2,4,513741,8
2147,4,2,4,513741,8
2148,5,2,4,513741,8
2149,6,2,4,513741,8
2150,7,2,4,513741,8
2151,8,2,4,513741,8
2152,9,2,4,513741,8
2153,1,1,3,513880,9
2154,2,1,3,513880,9
2155,3,1,3,513880,9
2156,4,1,3,513880,9
2157,5,1,3,513880,9
2158,6,1,3,513880,9
2159,7,1,3,513880,9
2160,8,1,3,513880,9
2161,9,1,3,513880,9
2162,1,1,4,513879,9
2163,2,1,4,513879,9
2164,3,1,4,513879,9
2165,4,1,4,513879,9
2166,5,1,4,513879,9
2167,6,1,4,513879,9
2168,7,1,4,513879,9
2169,8,1,4,513879,9
2170,9,1,4,513879,9
2171,1,2,3,513744,9
2172,2,2,3,513744,9
2173,3,2,3,513744,9
2174,4,2,3,513744,9
2175,5,2,3,513744,9
2176,6,2,3,513744,9
2177,7,2,3,513744,9
2178,8,2,3,513744,9
2179,9,2,3,513744,9
2180,1,2,4,513743,9
2181,2,2,4,513743,9
2182,3,2,4,513743,9
2183,4,2,4,513743,9
2184,5,2,4,513743,9
2185,6,2,4,513743,9
2186,7,2,4,513743,9
2187,8,2,4,513743,9
2188,9,2,4,513743,9
2189,1,1,3,513882,10
2190,2,1,3,513882,10
2191,3,1,3,513882,10
2192,4,1,3,513882,10
2193,5,1,3,513882,10
2194,6,1,3,513882,10
2195,7,1,3,513882,10
2196,8,1,3,513882,10
2197,9,1,3,513882,10
2198,1,1,4,513881,10
2199,2,1,4,513881,10
2200,3,1,4,513881,10
2201,4,1,4,513881,10
2202,5,1,4,513881,10
2203,6,1,4,513881,10
2204,7,1,4,513881,10
2205,8,1,4,513881,10
2206,9,1,4,513881,10
2207,1,2,3,513746,10
2208,2,2,3,513746,10
2209,3,2,3,513746,10
2210,4,2,3,513746,10
2211,5,2,3,513746,10
2212,6,2,3,513746,10
2213,7,2,3,513746,10
2214,8,2,3,513746,10
2215,9,2,3,513746,10
2216,1,2,4,513745,10
2217,2,2,4,513745,10
2218,3,2,4,513745,10
2219,4,2,4,513745,10
2220,5,2,4,513745,10
2221,6,2,4,513745,10
2222,7,2,4,513745,10
2223,8,2,4,513745,10
2224,9,2,4,513745,10
2225,1,1,3,513884,11
2226,2,1,3,513884,11
2227,3,1,3,513884,11
2228,4,1,3,513884,11
2229,5,1,3,513884,11
2230,6,1,3,513884,11
2231,7,1,3,513884,11
2232,8,1,3,513884,11
2233,9,1,3,513884,11
2234,1,1,4,513883,11
2235,2,1,4,513883,11
2236,3,1,4,513883,11
2237,4,1,4,513883,11
2238,5,1,4,513883,11
2239,6,1,4,513883,11
2240,7,1,4,513883,11
2241,8,1,4,513883,11
2242,9,1,4,513883,11
2243,1,2,3,513748,11
2244,2,2,3,513748,11
2245,3,2,3,513748,11
2246,4,2,3,513748,11
2247,5,2,3,513748,11
2248,6,2,3,513748,11
2249,7,2,3,513748,11
2250,8,2,3,513748,11
2251,9,2,3,513748,11
2252,1,2,4,513747,11
2253,2,2,4,513747,11
2254,3,2,4,513747,11
2255,4,2,4,513747,11
2256,5,2,4,513747,11
2257,6,2,4,513747,11
2258,7,2,4,513747,11
2259,8,2,4,513747,11
2260,9,2,4,513747,11
2261,1,1,3,513886,12
2262,2,1,3,513886,12
2263,3,1,3,513886,12
2264,4,1,3,513886,12
2265,5,1,3,513886,12
2266,6,1,3,513886,12
2267,7,1,3,513886,12
2268,8,1,3,513886,12
2269,9,1,3,513886,12
2270,1,1,4,513885,12
2271,2,1,4,513885,12
2272,3,1,4,513885,12
2273,4,1,4,513885,12
2274,5,1,4,513885,12
2275,6,1,4,513885,12
2276,7,1,4,513885,12
2277,8,1,4,513885,12
2278,9,1,4,513885,12
2279,1,2,3,513750,12
2280,2,2,3,513750,12
2281,3,2,3,513750,12
2282,4,2,3,513750,12
2283,5,2,3,513750,12
2284,6,2,3,513750,12
2285,7,2,3,513750,12
2286,8,2,3,513750,12
2287,9,2,3,513750,12
2288,1,2,4,513749,12
2289,2,2,4,513749,12
2290,3,2,4,513749,12
2291,4,2,4,513749,12
2292,5,2,4,513749,12
2293,6,2,4,513749,12
2294,7,2,4,513749,12
2295,8,2,4,513749,12
2296,9,2,4,513749,12
2297,1,1,3,513888,13
2298,2,1,3,513888,13
2299,3,1,3,513888,13
2300,4,1,3,513888,13
2301,5,1,3,513888,13
2302,6,1,3,513888,13
2303,7,1,3,513888,13
2304,8,1,3,513888,13
2305,9,1,3,513888,13
2306,1,1,4,513887,13
2307,2,1,4,513887,13
2308,3,1,4,513887,13
2309,4,1,4,513887,13
2310,5,1,4,513887,13
2311,6,1,4,513887,13
2312,7,1,4,513887,13
2313,8,1,4,513887,13
2314,9,1,4,513887,13
2315,1,2,3,513752,13
2316,2,2,3,513752,13
2317,3,2,3,513752,13
2318,4,2,3,513752,13
2319,5,2,3,513752,13
2320,6,2,3,513752,13
2321,7,2,3,513752,13
2322,8,2,3,513752,13
2323,9,2,3,513752,13
2324,1,2,4,513751,13
2325,2,2,4,513751,13
2326,3,2,4,513751,13
2327,4,2,4,513751,13
2328,5,2,4,513751,13
2329,6,2,4,513751,13
2330,7,2,4,513751,13
2331,8,2,4,513751,13
2332,9,2,4,513751,13
2333,1,1,3,513890,14
2334,2,1,3,513890,14
2335,3,1,3,513890,14
2336,4,1,3,513890,14
2337,5,1,3,513890,14
2338,6,1,3,513890,14
2339,7,1,3,513890,14
2340,8,1,3,513890,14
2341,9,1,3,513890,14
2342,1,1,4,513889,14
2343,2,1,4,513889,14
2344,3,1,4,513889,14
2345,4,1,4,513889,14
2346,5,1,4,513889,14
2347,6,1,4,513889,14
2348,7,1,4,513889,14
2349,8,1,4,513889,14
2350,9,1,4,513889,14
2351,1,2,3,513754,14
2352,2,2,3,513754,14
2353,3,2,3,513754,14
2354,4,2,3,513754,14
2355,5,2,3,513754,14
2356,6,2,3,513754,14
2357,7,2,3,513754,14
2358,8,2,3,513754,14
2359,9,2,3,513754,14
2360,1,2,4,513753,14
2361,2,2,4,513753,14
2362,3,2,4,513753,14
2363,4,2,4,513753,14
2364,5,2,4,513753,14
2365,6,2,4,513753,14
2366,7,2,4,513753,14
2367,8,2,4,513753,14
2368,9,2,4,513753,14
2369,1,1,3,513892,15
2370,2,1,3,513892,15
2371,3,1,3,513892,15
2372,4,1,3,513892,15
2373,5,1,3,513892,15
2374,6,1,3,513892,15
2375,7,1,3,513892,15
2376,8,1,3,513892,15
2377,9,1,3,513892,15
2378,1,1,4,513891,15
2379,2,1,4,513891,15
2380,3,1,4,513891,15
2381,4,1,4,513891,15
2382,5,1,4,513891,15
2383,6,1,4,513891,15
2384,7,1,4,513891,15
2385,8,1,4,513891,15
2386,9,1,4,513891,15
2387,1,2,3,513756,15
2388,2,2,3,513756,15
2389,3,2,3,513756,15
2390,4,2,3,513756,15
2391,5,2,3,513756,15
2392,6,2,3,513756,15
2393,7,2,3,513756,15
2394,8,2,3,513756,15
2395,9,2,3,513756,15
2396,1,2,4,513755,15
2397,2,2,4,513755,15
2398,3,2,4,513755,15
2399,4,2,4,513755,15
2400,5,2,4,513755,15
2401,6,2,4,513755,15
2402,7,2,4,513755,15
2403,8,2,4,513755,15
2404,9,2,4,513755,15
2405,1,1,3,513894,16
2406,2,1,3,513894,16
2407,3,1,3,513894,16
2408,4,1,3,513894,16
2409,5,1,3,513894,16
2410,6,1,3,513894,16
2411,7,1,3,513894,16
2412,8,1,3,513894,16
2413,9,1,3,513894,16
2414,1,1,4,513893,16
2415,2,1,4,513893,16
2416,3,1,4,513893,16
2417,4,1,4,513893,16
2418,5,1,4,513893,16
2419,6,1,4,513893,16
2420,7,1,4,513893,16
2421,8,1,4,513893,16
2422,9,1,4,513893,16
2423,1,2,3,513758,16
2424,2,2,3,513758,16
2425,3,2,3,513758,16
2426,4,2,3,513758,16
2427,5,2,3,513758,16
2428,6,2,3,513758,16
2429,7,2,3,513758,16
2430,8,2,3,513758,16
2431,9,2,3,513758,16
2432,1,2,4,513757,16
2433,2,2,4,513757,16
2434,3,2,4,513757,16
2435,4,2,4,513757,16
2436,5,2,4,513757,16
2437,6,2,4,513757,16
2438,7,2,4,513757,16
2439,8,2,4,513757,16
2440,9,2,4,513757,16
