ID,FlowDirection,FlowSpeed,LiquidTypeID,Fishable,Reflection
6010,0,0,5,1,0
6011,0,0,5,1,0
6012,0,0,7,1,0
6013,0,0,7,1,0
6014,0,0,5,1,0
6015,0,0,7,1,0
6016,0,0,7,1,0
6017,0,0,5,1,0
6018,0,0,5,1,0
6019,0,0,5,1,0
6020,0,0,5,1,0
6021,0,0,5,1,0
6022,0,0,5,1,0
6023,0,0,5,1,0
6024,0,0,5,1,0
6025,0,0,5,1,0
6026,0,0,5,1,0
6027,0,0,5,1,0
6028,0,0,5,1,0
6029,0,0,5,1,0
6030,0,0,5,1,0
6031,0,0,5,1,0
6032,0,0,5,1,0
6033,0,0,5,1,0
6034,0,0,5,1,0
6035,0,0,5,1,0
6036,0,0,5,1,0
6037,0,0,5,1,0
6038,0,0,5,1,0
6039,0,0,5,1,0
6040,0,0,5,1,0
6041,0,0,5,1,0
6042,0,0,5,1,0
6043,0,0,5,1,0
6044,0,0,5,1,0
6045,0,0,5,1,0
6046,0,0,5,1,0
6047,0,0,5,1,0
6048,0,0,5,1,0
6049,0,0,5,1,0
6050,0,0,5,1,0
6051,0,0,5,1,0
6052,0,0,5,1,0
6053,0,0,5,1,0
6054,0,0,5,1,0
6055,0,0,5,1,0
6056,0,0,5,1,0
6057,0,0,5,1,0
6058,0,0,5,1,0
6059,0,0,5,1,0
6060,0,0,5,1,0
6061,0,0,5,1,0
6062,0,0,5,1,0
6063,0,0,5,1,0
6064,0,0,5,1,0
6065,0,0,5,1,0
6066,0,0,5,1,0
6067,0,0,5,1,0
6068,0,0,5,1,0
6069,0,0,5,1,0
6070,0,0,5,1,0
6071,0,0,5,1,0
6072,0,0,5,1,0
6073,0,0,5,1,0
6074,0,0,5,1,0
6075,0,0,5,1,0
6076,0,0,5,1,0
6077,0,0,5,1,0
6078,0,0,5,1,0
6079,0,0,5,1,0
6080,0,0,5,1,0
6081,0,0,5,1,0
6082,0,0,5,1,0
6083,0,0,5,1,0
6084,0,0,5,1,0
6085,0,0,5,1,0
6086,0,0,5,1,0
6087,0,0,5,1,0
6088,0,0,5,1,0
6089,0,0,5,1,0
6090,0,0,5,1,0
6091,0,0,5,1,0
6092,0,0,5,1,0
6093,0,0,5,1,0
6094,0,0,5,1,0
6095,0,0,5,1,0
6096,0,0,5,1,0
6097,0,0,5,1,0
6098,0,0,5,1,0
6099,0,0,5,1,0
6100,0,0,5,1,0
6101,0,0,5,1,0
6102,0,0,5,1,0
6103,0,0,5,1,0
6104,0,0,5,1,0
6105,0,0,5,1,0
6106,0,0,5,1,0
6107,0,0,5,1,0
6108,0,0,5,1,0
6109,0,0,5,1,0
6110,0,0,5,1,0
6111,0,0,5,1,0
6112,0,0,5,1,0
6113,0,0,5,1,0
6114,0,0,5,1,0
6115,0,0,5,1,0
6116,0,0,5,1,0
6117,0,0,5,1,0
6118,0,0,5,1,0
6119,0,0,5,1,0
6120,0,0,5,1,0
6121,0,0,5,1,0
6122,0,0,5,1,0
6123,0,0,5,1,0
6124,0,0,5,1,0
6125,0,0,5,1,0
6126,0,0,5,1,0
6127,0,0,5,1,0
6128,0,0,5,1,0
6129,0,0,5,1,0
6130,0,0,5,1,0
6131,0,0,5,1,0
6132,0,0,5,1,0
6133,0,0,5,1,0
6134,0,0,5,1,0
6135,0,0,5,1,0
6136,0,0,5,1,0
6137,0,0,5,1,0
6138,0,0,5,1,0
6139,0,0,5,1,0
6140,0,0,5,1,0
6141,0,0,5,1,0
6142,0,0,5,1,0
6143,0,0,5,1,0
6144,0,0,5,1,0
6145,0,0,5,1,0
6146,0,0,5,1,0
6147,0,0,5,1,0
6148,0,0,5,1,0
6149,0,0,5,1,0
6150,0,0,5,1,0
6151,0,0,5,1,0
6152,0,0,5,1,0
6153,0,0,5,1,0
6154,0,0,5,1,0
6155,0,0,5,1,0
6156,0,0,5,1,0
6157,0,0,5,1,0
6158,0,0,5,1,0
6159,0,0,5,1,0
6160,0,0,5,1,0
6161,0,0,5,1,0
6162,0,0,5,1,0
6163,0,0,5,1,0
6164,0,0,5,1,0
6165,0,0,5,1,0
6166,0,0,5,1,0
6167,0,0,5,1,0
6168,0,0,5,1,0
6169,0,0,5,1,0
6170,0,0,5,1,0
6171,0,0,5,1,0
6172,0,0,5,1,0
6173,0,0,5,1,0
6174,0,0,5,1,0
6175,0,0,5,1,0
6176,0,0,5,1,0
6177,0,0,5,1,0
6178,0,0,5,1,0
6179,0,0,5,1,0
6180,0,0,5,1,0
6181,0,0,5,1,0
6182,0,0,5,1,0
6183,0,0,5,1,0
6184,0,0,5,1,0
6185,0,0,5,1,0
6186,0,0,5,1,0
6187,0,0,5,1,0
6188,0,0,5,1,0
6189,0,0,5,1,0
6190,0,0,5,1,0
6191,0,0,5,1,0
6192,0,0,5,1,0
6193,0,0,5,1,0
6194,0,0,5,1,0
6195,0,0,5,1,0
6196,0,0,5,1,0
6197,0,0,5,1,0
6198,0,0,5,1,0
6199,0,0,5,1,0
6200,0,0,5,1,0
6201,0,0,5,1,0
6202,0,0,5,1,0
6203,0,0,5,1,0
6204,0,0,5,1,0
6205,0,0,5,1,0
6206,0,0,5,1,0
6207,0,0,5,1,0
6208,0,0,5,1,0
6209,0,0,5,1,0
6210,0,0,5,1,0
6211,0,0,5,1,0
6212,0,0,5,1,0
6213,0,0,5,1,0
6214,0,0,5,1,0
6215,0,0,5,1,0
6216,0,0,5,1,0
6217,0,0,5,1,0
6218,0,0,5,1,0
6219,0,0,5,1,0
6220,0,0,5,1,0
6221,0,0,5,1,0
6222,0,0,5,1,0
6223,0,0,5,1,0
6224,0,0,5,1,0
6225,0,0,5,1,0
6226,0,0,5,1,0
6227,0,0,5,1,0
6228,0,0,5,1,0
6229,0,0,5,1,0
6230,0,0,5,1,0
6231,0,0,5,1,0
6232,0,0,5,1,0
6233,0,0,5,1,0
6234,0,0,5,1,0
6235,0,0,5,1,0
6236,0,0,5,1,0
6237,0,0,5,1,0
6238,0,0,5,1,0
6239,0,0,7,1,0
6240,0,0,5,1,0
6241,0,0,5,1,0
6242,0,0,5,1,0
6243,0,0,5,1,0
6244,0,0,5,1,0
6245,0,0,5,1,0
6246,0,0,5,1,0
6247,0,0,5,1,0
6248,0,0,5,1,0
6249,0,0,5,1,0
6250,0,0,5,1,0
6251,0,0,5,1,0
6252,0,0,5,1,0
6253,0,0,5,1,0
6254,0,0,5,1,0
6255,0,0,5,1,0
6256,0,0,5,1,0
6257,0,0,5,1,0
6258,0,0,5,1,0
6259,0,0,5,1,0
6260,0,0,5,1,0
6261,0,0,5,1,0
6262,0,0,5,1,0
6263,0,0,5,1,0
6264,0,0,5,1,0
6265,0,0,5,1,0
6266,0,0,5,1,0
6267,0,0,5,1,0
6268,0,0,5,1,0
6269,0,0,5,1,0
6270,0,0,5,1,0
6271,0,0,5,1,0
6272,0,0,5,1,0
6273,0,0,5,1,0
6274,0,0,5,1,0
6275,0,0,5,1,0
6276,0,0,5,1,0
6277,0,0,5,1,0
6278,0,0,5,1,0
6279,0,0,5,1,0
6280,0,0,5,1,0
6281,0,0,7,1,0
6282,0,0,5,1,0
6283,0,0,5,1,0
6284,0,0,5,1,0
6285,0,0,5,1,0
6286,0,0,5,1,0
6287,0,0,5,1,0
6288,0,0,5,1,0
6289,0,0,5,1,0
6290,0,0,5,1,0
6291,0,0,5,1,0
6292,0,0,5,1,0
6293,0,0,5,1,0
6294,0,0,5,1,0
6295,0,0,5,1,0
6296,0,0,5,1,0
6297,0,0,5,1,0
6298,0,0,5,1,0
6299,0,0,5,1,0
6300,0,0,5,1,0
6301,0,0,5,1,0
6302,0,0,5,1,0
6303,0,0,5,1,0
6304,0,0,5,1,0
6305,0,0,5,1,0
6306,0,0,5,1,0
6307,0,0,5,1,0
6308,0,0,5,1,0
6309,0,0,5,1,0
6310,0,0,5,1,0
6311,0,0,5,1,0
6312,0,0,5,1,0
6313,0,0,5,1,0
6314,0,0,5,1,0
6315,0,0,5,1,0
6316,0,0,5,1,0
6317,0,0,5,1,0
6318,0,0,5,1,0
6319,0,0,5,1,0
6320,0,0,5,1,0
6321,0,0,5,1,0
6322,0,0,5,1,0
6323,0,0,5,1,0
6324,0,0,5,1,0
6325,0,0,5,1,0
6326,0,0,9,1,0
6327,0,0,1,1,0
6328,0,0,7,1,0
6329,0,0,5,1,0
6330,0,0,5,1,0
6331,0,0,5,1,0
6332,0,0,5,1,0
6333,0,0,5,1,0
6334,0,0,5,1,0
6335,0,0,5,1,0
6336,0,0,5,1,0
6337,0,0,5,1,0
6338,0,0,5,1,0
6339,0,0,5,1,0
6340,0,0,5,1,0
6341,0,0,5,1,0
6342,0,0,5,1,0
6343,0,0,5,1,0
6344,0,0,5,1,0
6345,0,0,5,1,0
6346,0,0,5,1,0
6347,0,0,5,1,0
6348,0,0,5,1,0
6349,0,0,5,1,0
8257,0,0,7,1,0
8258,0,0,5,1,0
8259,0,0,5,1,0
8260,0,0,5,1,0
8261,0,0,5,1,0
8262,0,0,5,1,0
8263,0,0,5,1,0
8264,0,0,5,1,0
8265,0,0,5,1,0
8266,0,0,5,1,0
8267,0,0,5,1,0
8268,0,0,5,1,0
8269,0,0,5,1,0
8270,0,0,5,1,0
8271,0,0,5,1,0
8272,0,0,5,1,0
8273,0,0,5,1,0
8274,0,0,5,1,0
8275,0,0,5,1,0
8276,0,0,5,1,0
8277,0,0,5,1,0
8278,0,0,5,1,0
8279,0,0,5,1,0
8280,0,0,5,1,0
8281,0,0,5,1,0
8282,0,0,5,1,0
8283,0,0,5,1,0
8284,0,0,5,1,0
8285,0,0,5,1,0
8286,0,0,5,1,0
8287,0,0,5,1,0
8288,0,0,5,1,0
8289,0,0,5,1,0
8290,0,0,5,1,0
8291,0,0,5,1,0
8292,0,0,5,1,0
8293,0,0,5,1,0
8294,0,0,5,1,0
8295,0,0,5,1,0
8296,0,0,5,1,0
8297,0,0,5,1,0
8298,0,0,5,1,0
8299,0,0,5,1,0
8300,0,0,5,1,0
8301,0,0,5,1,0
8302,0,0,5,1,0
8303,0,0,5,1,0
8304,0,0,5,1,0
8305,0,0,5,1,0
8306,0,0,5,1,0
8307,0,0,5,1,0
8308,0,0,5,1,0
8309,0,0,5,1,0
8310,0,0,5,1,0
8311,0,0,5,1,0
8312,0,0,5,1,0
8313,0,0,5,1,0
8314,0,0,5,1,0
8315,0,0,5,1,0
8316,0,0,5,1,0
8317,0,0,5,1,0
8318,0,0,5,1,0
8319,0,0,5,1,0
8320,0,0,5,1,0
8321,0,0,5,1,0
8322,0,0,5,1,0
8323,0,0,5,1,0
8324,0,0,5,1,0
8325,0,0,5,1,0
8326,0,0,5,1,0
8327,0,0,5,1,0
8328,0,0,5,1,0
8329,0,0,5,1,0
8330,0,0,5,1,0
8331,0,0,5,1,0
8332,0,0,5,1,0
8333,0,0,5,1,0
8334,0,0,5,1,0
8335,0,0,5,1,0
8336,0,0,5,1,0
8337,0,0,5,1,0
8338,0,0,5,1,0
8339,0,0,5,1,0
8340,0,0,5,1,0
8341,0,0,5,1,0
8342,0,0,5,1,0
8343,0,0,5,1,0
8344,0,0,5,1,0
8345,0,0,5,1,0
8346,0,0,5,1,0
8347,0,0,5,1,0
8348,0,0,5,1,0
8349,0,0,5,1,0
8350,0,0,5,1,0
8351,0,0,5,1,0
8352,0,0,5,1,0
8353,0,0,5,1,0
8354,0,0,5,1,0
8355,0,0,5,1,0
8356,0,0,5,1,0
8357,0,0,5,1,0
8358,0,0,5,1,0
8359,0,0,5,1,0
8360,0,0,5,1,0
8361,0,0,5,1,0
8362,0,0,5,1,0
8363,0,0,5,1,0
8364,0,0,5,1,0
8365,0,0,7,1,0
8366,0,0,15,1,0
8367,0,0,3,1,0
8368,0,0,15,1,0
8369,0,0,15,1,0
8370,0,0,15,1,0
8371,0,0,15,1,0
8372,0,0,15,1,0
8373,0,0,15,1,0
8374,0,0,15,1,0
8375,0,0,15,1,0
8376,0,0,15,1,0
8377,0,0,15,1,0
8378,0,0,15,1,0
8379,0,0,15,1,0
8380,0,0,15,1,0
8381,0,0,15,1,0
8382,0,0,15,1,0
8383,0,0,15,1,0
8384,0,0,15,1,0
8385,0,0,15,1,0
8386,0,0,15,1,0
8387,0,0,15,1,0
8388,0,0,15,1,0
8389,0,0,15,1,0
8390,0,0,15,1,0
8391,0,0,5,1,0
8392,0,0,5,1,0
8393,0,0,5,1,0
8394,0,0,5,1,0
8395,0,0,5,1,0
8396,0,0,5,1,0
8397,0,0,5,1,0
8398,0,0,5,1,0
8399,0,0,5,1,0
8400,0,0,5,1,0
8401,0,0,5,1,0
8402,0,0,5,1,0
8403,0,0,5,1,0
8404,0,0,5,1,0
8405,0,0,5,1,0
8406,0,0,5,1,0
8407,0,0,5,1,0
8408,0,0,5,1,0
8409,0,0,5,1,0
8410,0,0,5,1,0
8411,0,0,5,1,0
8412,0,0,5,1,0
8413,0,0,5,1,0
8414,0,0,5,1,0
8415,0,0,5,1,0
8416,0,0,5,1,0
8417,0,0,5,1,0
8418,0,0,5,1,0
8419,0,0,5,1,0
8420,0,0,5,1,0
8421,0,0,5,1,0
8422,0,0,5,1,0
8423,0,0,5,1,0
8424,0,0,5,1,0
8425,0,0,5,1,0
8426,0,0,5,1,0
8427,0,0,5,1,0
8428,0,0,5,1,0
8429,0,0,5,1,0
8430,0,0,5,1,0
8431,0,0,5,1,0
8432,0,0,5,1,0
8433,0,0,5,1,0
8434,0,0,5,1,0
8435,0,0,5,1,0
8436,0,0,5,1,0
8437,0,0,5,1,0
8438,0,0,5,1,0
8439,0,0,5,1,0
8440,0,0,5,1,0
8441,0,0,5,1,0
8442,0,0,5,1,0
8443,0,0,5,1,0
8444,0,0,5,1,0
8445,0,0,5,1,0
8446,0,0,5,1,0
8447,0,0,5,1,0
8448,0,0,5,1,0
8449,0,0,5,1,0
8450,0,0,5,1,0
8451,0,0,5,1,0
8452,0,0,5,1,0
8453,0,0,5,1,0
8454,0,0,5,1,0
8455,0,0,5,1,0
8456,0,0,5,1,0
8457,0,0,5,1,0
8458,0,0,5,1,0
8459,0,0,5,1,0
8460,0,0,5,1,0
8461,0,0,5,1,0
8462,0,0,5,1,0
8463,0,0,5,1,0
8464,0,0,5,1,0
8465,0,0,5,1,0
8466,0,0,5,1,0
8467,0,0,5,1,0
8468,0,0,5,1,0
8469,0,0,5,1,0
8470,0,0,5,1,0
8471,0,0,5,1,0
8472,0,0,5,1,0
8473,0,0,5,1,0
8474,0,0,5,1,0
8475,0,0,5,1,0
8476,0,0,5,1,0
8477,0,0,5,1,0
8478,0,0,5,1,0
8479,0,0,5,1,0
8480,0,0,5,1,0
8481,0,0,5,1,0
8482,0,0,5,1,0
9808,0,0,1,1,0
9809,0,0,5,1,0
9810,0,0,1,0,0
9811,0,0,5,1,0
9812,0,0,5,1,0
9813,0,0,5,1,0
9814,0,0,5,1,0
9815,0,0,5,1,0
9816,0,0,5,1,0
9817,0,0,5,1,0
9818,0,0,5,1,0
9819,0,0,5,1,0
9820,0,0,5,1,0
9821,0,0,5,1,0
9822,0,0,5,1,0
9823,0,0,5,1,0
9824,0,0,5,1,0
9825,0,0,9,1,0
9826,0,0,5,1,0
9827,0,0,5,1,0
9828,0,0,5,1,0
9829,0,0,5,1,0
9830,0,0,5,1,0
9831,0,0,5,1,0
9832,0,0,9,1,0
9833,0,0,5,1,0
9834,0,0,7,1,0
9835,0,0,5,0,0
9836,0,0,5,1,0
9837,0,0,5,1,0
9838,0,0,5,1,0
9839,0,0,5,1,0
9840,0,0,5,1,0
9841,0,0,5,1,0
9842,0,0,5,1,0
9843,0,0,5,1,0
9844,0,0,5,1,0
9845,0,0,5,1,0
9846,0,0,5,1,0
9847,0,0,5,1,0
9848,0,0,5,1,0
9849,0,0,5,1,0
9850,0,0,5,1,0
9851,0,0,100,1,0
9852,0,0,7,1,0
9853,0,0,5,1,0
9854,0,0,5,1,0
9855,0,0,5,1,0
9856,0,0,5,1,0
9857,0,0,5,1,0
9858,0,0,5,1,0
9859,0,0,9,1,0
9860,0,0,5,1,0
9861,0,0,5,1,0
9862,0,0,5,1,0
9863,0,0,5,1,0
9864,0,0,5,1,0
9865,0,0,5,1,0
9866,0,0,5,1,0
9867,0,0,5,1,0
9868,0,0,5,1,0
9869,0,0,5,1,0
9870,0,0,5,1,0
9871,0,0,5,1,0
9873,0,0,5,1,0
9874,0,0,5,1,0
9875,0,0,5,1,0
9876,0,0,5,1,0
9877,0,0,5,1,0
9878,0,0,5,1,0
9879,0,0,5,1,0
9880,0,0,5,1,0
9881,0,0,5,1,0
9882,0,0,5,1,0
9883,0,0,5,1,0
9884,0,0,5,1,0
9885,0,0,5,1,0
9886,0,0,5,1,0
9887,0,0,5,1,0
9888,0,0,5,1,0
9889,0,0,5,1,0
9890,0,0,5,1,0
9891,0,0,5,1,0
9892,0,0,5,1,0
9893,0,0,5,1,0
9894,0,0,5,1,0
9895,0,0,5,1,0
9896,0,0,5,1,0
9897,0,0,5,1,0
9898,0,0,5,1,0
9899,0,0,5,1,0
9900,0,0,5,1,0
9901,0,0,5,1,0
9902,0,0,5,1,0
9903,0,0,5,1,0
9904,0,0,5,1,0
9905,0,0,5,1,0
9906,0,0,5,1,0
9907,0,0,5,1,0
9908,0,0,5,1,0
9909,0,0,5,1,0
9910,0,0,5,1,0
9911,0,0,5,1,0
9912,0,0,5,1,0
9913,0,0,5,1,0
9914,0,0,5,1,0
9915,0,0,5,1,0
9916,0,0,5,1,0
9917,0,0,5,1,0
9918,0,0,5,1,0
9919,0,0,5,1,0
9920,0,0,5,1,0
9921,0,0,5,1,0
9922,0,0,5,1,0
9923,0,0,5,1,0
9924,0,0,5,1,0
9925,0,0,5,1,0
9926,0,0,5,1,0
9927,0,0,5,1,0
9928,0,0,5,1,0
9929,0,0,5,1,0
9930,0,0,5,1,0
9931,0,0,5,1,0
9932,0,0,5,1,0
9933,0,0,5,1,0
9934,0,0,5,1,0
9935,0,0,5,1,0
9936,0,0,5,1,0
9937,0,0,5,1,0
9938,0,0,5,1,0
9939,0,0,5,1,0
9940,0,0,5,1,0
9941,0,0,5,1,0
9942,0,0,5,1,0
9943,0,0,7,1,0
9944,0,0,5,1,0
9945,0,0,5,1,0
9946,0,0,5,1,0
9947,0,0,5,1,0
9948,0,0,5,1,0
9949,0,0,5,1,0
9950,0,0,5,1,0
9951,0,0,5,1,0
9952,0,0,5,1,0
9953,0,0,5,1,0
9954,0,0,5,1,0
9955,0,0,81,1,0
9956,0,0,81,1,0
9957,0,0,81,1,0
9958,0,0,81,1,0
9959,0,0,81,1,0
9960,0,0,81,1,0
9961,0,0,81,1,0
9962,0,0,81,1,0
9963,0,0,81,1,0
9964,0,0,81,1,0
9965,0,0,5,1,0
9966,0,0,5,1,0
9967,0,0,5,1,0
9968,0,0,5,1,0
9969,0,0,5,1,0
9970,0,0,5,1,0
9971,0,0,5,1,0
9972,0,0,5,1,0
9973,0,0,5,1,0
9974,0,0,5,1,0
9975,0,0,5,1,0
9976,0,0,5,1,0
9977,0,0,5,1,0
9978,0,0,5,1,0
9979,0,0,5,1,0
9980,0,0,5,1,0
9981,0,0,5,1,0
9982,0,0,5,1,0
9983,0,0,5,1,0
9984,0,0,5,1,0
9985,0,0,5,1,0
9986,0,0,5,1,0
9987,0,0,5,1,0
9988,0,0,5,1,0
9989,0,0,181,1,0
9990,0,0,181,1,0
9991,0,0,181,1,0
9992,0,0,5,1,0
9993,0,0,5,1,0
9994,0,0,5,1,0
9995,0,0,5,1,0
9996,0,0,5,1,0
9997,0,0,5,1,0
9998,0,0,5,1,0
9999,0,0,5,1,0
10000,0,0,5,1,0
10138,0,0,1,1,0
10139,0,0,1,1,0
10140,0,0,100,1,0
10141,0,0,9,1,0
10142,0,0,15,1,0
10143,0,0,1,1,0
10144,0,0,1,1,0
10145,0,0,1,1,0
10146,0,0,1,1,0
10147,0,0,1,1,0
10148,0,0,1,1,0
10150,0,0,1,1,0
10151,0,0,81,1,0
10152,0,0,81,1,0
10153,0,0,1,1,0
10154,0,0,1,1,0
10155,0,0,1,1,0
10156,0,0,1,1,0
10157,0,0,3,1,0
10158,0,0,100,1,0
10159,0,0,1,1,0
10160,0,0,1,1,0
10161,0,0,81,1,0
10162,0,0,1,1,0
10163,1,0,141,1,0
10164,1,0,141,1,0
10165,0,0,5,1,0
10166,0,0,5,1,0
10167,0,0,5,1,0
10168,0,0,5,1,0
10169,0,0,5,1,0
10170,0,0,3,1,0
10171,0,0,5,1,0
10172,0,0,5,1,0
10173,0,0,1,1,0
10174,0,0,1,1,0
10175,0,0,1,1,0
10176,0,0,1,1,0
10177,0,0,1,1,0
10178,0,0,1,1,0
10179,0,0,1,1,0
10551,0,0,81,1,0
10552,0,0,81,1,0
10553,0,0,5,1,0
10554,0,0,5,1,0
10555,0,0,5,1,0
10556,0,0,5,1,0
10557,0,0,5,1,0
10558,0,0,5,1,0
10559,0,0,5,1,0
10560,0,0,5,1,0
10561,0,0,81,1,0
10562,0,0,81,1,0
10563,0,0,81,1,0
10564,0,0,81,1,0
10565,0,0,81,1,0
10566,0,0,81,1,0
10567,0,0,81,1,0
10568,0,0,81,1,0
10569,0,0,5,1,0
10570,0,0,5,1,0
10571,0,0,5,1,0
10572,0,0,5,1,0
10573,0,0,5,1,0
10574,0,0,5,1,0
